BOOK_FormID	BOOK_EDID	LocationName	LocationSource	QuestName
005AD3F9	Recipe_Clothes_InsurgentOutfit			
005AD3FA	Recipe_Headwear_Insurgent			
005AD3FB	Recipe_Clothes_TreasureHunterOutfit			
005AD986	Recipe_Workshop_FloorDecor_Taxidermy_Gorilla_Standing			
005ADD94	Recipe_Workshop_FloorDecor_Circus_Trailer			
005AFDEE	Recipe_Workshop_FloorDecor_Taxidermy_Gorilla_Sitting			
005B2540	recipe_mod_melee_Knife_Dagger_Radstag			
005B2AED	zzz_BS00_Recipe_Workshop_FloorDecor_BoS_StandingBanner			
005B4CB8	BS007_BoSNote01	Makeshift Vault	NameParse	
005B4CB9	BS007_WorkersNote01	Makeshift Vault	NameParse	
005B4CBA	BS007_WorkersNote02	Makeshift Vault	NameParse	
005B6FF1	Recipe_Headwear_Marine_Helmet			
005B7368	BS006_RaiderNote01	Mire's Eye	NameParse	
005B7369	BS005_RaiderNote01	Quick Test Cell	NameParse	
005B736A	BS005_RaiderNote02	Quick Test Cell	NameParse	
005B736B	BS006_RaiderNote02	Mire's Eye	NameParse	
005B77C2	BS00_Dorsey_Diary	FortAtlasExt03	ExtCell	
005B79DD	BS00_Dorsey_Note_01	FortAtlasExt05	ExtCell	
005B79DE	BS00_Dorsey_Note_02	FortAtlasExt03	ExtCell	
005B79DF	BS00_Dorsey_Note_03	FortAtlasExt03	ExtCell	
005B79E0	BS00_Dorsey_Note_04	FortAtlasExt03	ExtCell	
005B79E1	BS00_Dorsey_Note_05	FortAtlasExt05	ExtCell	
005B79E2	BS00_Dorsey_Note_06	FortAtlasExt04	ExtCell	
005C2F41	BS01_MQ02_Invention_Documentation01	Atlas Substructure	NameParse	Mother of Invention
005C2F42	BS01_MQ02_Invention_Documentation02	Atlas Substructure	NameParse	Mother of Invention
005C2FA1	BS008_DaggersJournal_Note	Dagger's Throne Room	NameParse	
005C2FA2	BS008_BloodEagleCode_Note	DaggersDenExt	ExtCell	
005C2FEF	BS01_MQ02_Invention_Documentation03	Atlas Substructure	NameParse	Mother of Invention
005C4E4A	BS009_Retreat_Dagger_Dilemma	TreehouseVillageExt03	ExtCell	
005C4E4B	BS009_Retreat_Village_Brewing_Grocery_List	TreehouseVillageExt	ExtCell	
005C54DB	LC062_VendorBotWallace_Note	HarpersFerryExt06	ExtCell	
005C5D7D	SHELS01_PasswordHint			
005C5D7E	SHELS01_ReubenDiary			SHELS01_ReubenKeyMiscObjective
005C5D7F	SHELS01_BuildingSupplies			
005C5D80	SHELS01_LetterToHarold			
005C5DD5	BS00_Dorsey_Note_07	[BOOK 005C5DD5] in FortAtlasExt03 [CELL 00261A02] (in APPALACHIA	NameParse	
005C5E1E	recipe_mod_armor_UnderArmor_SecretService_Mk4			
005C5E1F	recipe_mod_armor_UnderArmor_SecretService_Mk5			
005C5E20	recipe_mod_armor_UnderArmor_SecretService_Mk3			
005C5E21	recipe_mod_armor_UnderArmor_SecretService_Mk2			
005C767D	BS011_Trapped_Note	Orwell Bomb Shelter	NameParse	
005C767E	BS011_LotteryTicket_Note	Orwell Bomb Shelter	NameParse	
005C91CA	BS009_Retreat_Sara_Matthews			
005C91DD	BS01_MQ02_Invention_RecLetter_Good	Quick Test Cell	NameParse	Mother of Invention
005C91DE	BS01_MQ02_Invention_RecLetter_Bad	Quick Test Cell	NameParse	Mother of Invention
005CB9F1	TMP_DailyOps_Rewards_BurningMine			
005CB9F2	TMP_DailyOps_Rewards_Vault94			
005CB9F3	TMP_DailyOps_Rewards_Rare			
005CB9F4	TMP_DailyOps_Rewards_WestTek			
005CB9F5	TMP_DailyOps_Rewards_WendigoCave			
005CB9F6	TMP_DailyOps_Rewards_ValleyGalleria			
005CB9F7	TMP_DailyOps_Rewards_MorganTownHighSchool			
005CB9F8	TMP_DailyOps_Rewards_Burrows			
005CBEC6	W05_Recipe_mod_armor_SecretService_Lining_Limb_ImprovedCarryCapacity_GoldVendor			
005CBEC7	W05_Recipe_mod_armor_SecretService_Lining_Limb_ImprovedCarryCapacity2_GoldVendor			
005CFDD4	TMP_DailyOps_Rewards_LowTier			
005CFDD5	TMP_DailyOps_Rewards_HighTier			
005CFDD6	TMP_DailyOps_Rewards_MidTier			
005D0095	Recipe_Workshop_Crafting_CraftingCooking_Animalistic_Grill			
005D0096	zzzz_deprecated0431			
005D0097	zzzz_deprecated0407			
005D0098	Recipe_Backpack_Standard_Material_Chally			
005D0099	Recipe_Tinkers_Souvenir_Stein_Chally			
005D0F02	Recipe_Armor_VaultSuit94_Underarmor			
005D0F03	zzzz_deprecated12512			
005D0F04	Recipe_Weapon_Melee_AssaultronBlade_TheGutter			
005D0F05	Recipe_Weapon_Melee_WarGlaive			
005D0F06	Recipe_Weapon_Ranged_AssaultRifle_WhistleInTheDark			
005D0F07	Recipe_Workshop_Container_StashBox_Vault94			
005D0F08	Recipe_Workshop_DefensiveStructures_BubbleTurret			
005D0F09	zzz_deprecated05124			
005D0F0A	Recipe_Workshop_Lights_CagedBulbLights			
005D0F0B	POST_Recipe_Workshop_MiscStructures_PulowskiShelter			
005D0F0C	Recipe_Workshop_MiscStructures_SymptoMatic			
005D0F0D	Recipe_Workshop_Power_Generator_SolarPanels			
005D0F0E	Recipe_Workshop_Power_Generator_SuperReactor			
005D0F0F	Recipe_Workshop_WallDecor_BurrowsSigns			
005D0F10	Recipe_Workshop_WallDecor_ValleyGalleriaSigns			
005D1EDE	BS01_VernonDodge_MiscQuest_Note	WatogaExt03	ExtCell	
005D2A10	BS01_MQ03_FieldTesting_PutnamNote_0	LewisAndSonsFarmingSupplyExt	ExtCell	
005D2B4C	Recipe_Workshop_Bed_BedofNails			
005D2BAC	BS00_Dorsey_Note_08	FortAtlasExt03	ExtCell	
005D7E5A	Recipe_Workshop_Lights_Grafton_Monster_Lamp			
005D7E5C	Recipe_Workshop_FloorDecor_Animatronic_Clown			
005D7E6A	Recipe_Workshop_FloorDecor_Plushie_Wannamango			
005D86E0	Recipe_mod_Melee_WarGlaive_Cryo_GoldVendor			
005D86E1	Recipe_mod_Melee_WarGlaive_Fire_GoldVendor			
005D86E2	Recipe_mod_Melee_WarGlaive_Shock_GoldVendor			
005D86E3	Recipe_mod_Melee_WarGlaive_Plasma_GoldVendor			
005D988C	Recipe_mod_SuperSledge_Melee_Paint_StrongmanHammer			
005D99B0	BS01_MQ06_Settlers_DiveSuitNote	Kerwood Mine	NameParse	Supplying Demands
005DB32D	deprecated_40128823			
005DBD95	recipe_mod_armor_SecretService_Lining_Limb_Lighter2_GoldVendor			
005DBD96	recipe_mod_armor_SecretService_Lining_Limb_Lighter_GoldVendor			
005DCA4E	SCORE_Recipe_workshop_CAMP_Utility_ChickenCoop_GoldVendor			
005DCA4F	SCORE_Recipe_workshop_CAMP_Utility_AmmoConverter_GoldVendor			
005DD68A	Recipe_Workshop_FloorDecor_Musket_Stack_Monument			
005DD6D5	Recipe_Workshop_FloorDecor_Plushie_Brahmin			
005DF029	Recipe_Armor_BOSInfantry_ArmLeft			
005DF02A	Recipe_Armor_BOSInfantry_ArmRight			
005DF02B	Recipe_Armor_BOSInfantry_Helmet			
005DF02C	Recipe_Armor_BOSInfantry_LegLeft			
005DF02D	Recipe_Armor_BOSInfantry_LegRight			
005DF02E	Recipe_Armor_BOSInfantry_Torso			
005DF02F	Recipe_mod_armor_BOSInfantry_Arm_Material_1			
005DF030	Recipe_mod_armor_BOSInfantry_Arm_Material_2			
005DF031	Recipe_mod_armor_BOSInfantry_Arm_Material_3			
005DF032	Recipe_mod_armor_BOSInfantry_Arm_Material_4			
005DF033	Recipe_mod_armor_BOSInfantry_Leg_Material_1			
005DF034	Recipe_mod_armor_BOSInfantry_Leg_Material_2			
005DF035	Recipe_mod_armor_BOSInfantry_Leg_Material_3			
005DF036	Recipe_mod_armor_BOSInfantry_Leg_Material_4			
005DF037	Recipe_mod_armor_BOSInfantry_Lining_Limb_ImprovedCarryCapacity2			
005DF038	Recipe_mod_armor_BOSInfantry_Lining_Limb_ImprovedCarryCapacity			
005DF039	Recipe_mod_armor_BOSInfantry_Lining_LimbArm_BetterBlocking			
005DF03A	Recipe_mod_armor_BOSInfantry_Lining_LimbArm_Brawler			
005DF03B	Recipe_mod_armor_BOSInfantry_Lining_LimbArm_IgnoreArmor			
005DF03C	Recipe_mod_armor_BOSInfantry_Lining_LimbArm_ReducedPowerAttack			
005DF03D	Recipe_mod_armor_BOSInfantry_Lining_LimbArm_Stabilized			
005DF03E	Recipe_mod_armor_BOSInfantry_Lining_LimbLeg_ReducedFallingDamage			
005DF03F	Recipe_mod_armor_BOSInfantry_Lining_LimbLeg_ReducedSprint			
005DF040	Recipe_mod_armor_BOSInfantry_Lining_LimbLeg_StealthMove			
005DF041	Recipe_mod_armor_BOSInfantry_Lining_Torso_Explosion1			
005DF042	Recipe_mod_armor_BOSInfantry_Lining_Torso_Explosion2			
005DF043	Recipe_mod_armor_BOSInfantry_Lining_Torso_FlameResistance			
005DF044	Recipe_mod_armor_BOSInfantry_Lining_Torso_ImprovedCarryCapacity2			
005DF045	Recipe_mod_armor_BOSInfantry_Lining_Torso_ImprovedCarryCapacity			
005DF046	Recipe_mod_armor_BOSInfantry_Lining_Torso_LessStagger			
005DF047	Recipe_mod_armor_BOSInfantry_Lining_Torso_Lighter2			
005DF048	Recipe_mod_armor_BOSInfantry_Lining_Torso_Lighter			
005DF049	Recipe_mod_armor_BOSInfantry_Lining_Torso_Mesh_BioComm			
005DF04A	Recipe_mod_armor_BOSInfantry_Lining_Torso_Mesh_ResistanceRadiation			
005DF04B	Recipe_mod_armor_BOSInfantry_Torso_Jetpack_GoldVendor			
005DF04C	Recipe_mod_armor_BOSInfantry_Torso_Material_1			
005DF04D	Recipe_mod_armor_BOSInfantry_Torso_Material_2			
005DF04E	Recipe_mod_armor_BOSInfantry_Torso_Material_3			
005DF04F	Recipe_mod_armor_BOSInfantry_Torso_Material_4			
005E47CA	recipe_mod_BOSRocketLauncher_TubeBarrel_Napalm_GoldVendor			
005E47CB	recipe_mod_BOSRocketLauncher_TubeBarrel_Cryo_GoldVendor			
005E47CC	Recipe_Weapon_Ranged_BOSRocketLauncher			
005E47CD	recipe_mod_BOSRocketLauncher_Scope_ScopeLong_NV_GoldVendor			
005E47CE	zzz_recipe_mod_asdf2			
005E47CF	recipe_mod_BOSRocketLauncher_TubeBarrel_Plasma_GoldVendor			
005E47D0	recipe_mod_BOSRocketLauncher_TubeBarrel_Hex_GoldVendor			
005E47D1	recipe_mod_BOSRocketLauncher_SCOPE_shortscope_Recon_Base_GoldVendor			
005E4817	BS01_MQ07_Over_LobbyNote01	Enclave Research Facility	NameParse	
005E4818	BS01_MQ07_Over_LabJournalNote01	Enclave Research Facility	NameParse	
005E4819	BS01_MQ07_Over_SnallygasterNote01	Enclave Research Facility	NameParse	
005E481A	BS01_MQ07_Over_MoleMinerNote01	Enclave Research Facility	NameParse	
005E481B	BS01_MQ07_Over_LivingQuartersNote01	Enclave Research Facility	NameParse	
005E481C	BS01_MQ07_Over_LivingQuartersNote02	Enclave Research Facility	NameParse	
005E481D	BS01_MQ07_Over_LostDataNote01	Enclave Research Facility	NameParse	
005E481E	BS01_MQ07_Over_ScoutNote01	Quick Test Cell	NameParse	
005E48A4	Recipe_Workshop_WallDecor_WindChime_Molerat			
005E65F5	Recipe_Weapon_Ranged_BoSPistol_29			
005E65F6	Recipe_mod_BoSPistol_muzzle_Suppressor_GoldVendor			
005E65F7	Recipe_mod_BoSPistol_Scope_Reflex_GoldVendor			
005E65F8	Recipe_mod_BoSPistol_Scope_ShortScope_GoldVendor			
005E65F9	Recipe_mod_BoSPistol_Barrel_Long_GoldVendor			
005E65FA	Recipe_mod_BoSPistol_Receiver_Fusion_GoldVendor			
005E65FB	Recipe_mod_BoSPistol_Receiver_Pyro_GoldVendor			
005E65FC	Recipe_mod_BoSPistol_Receiver_Cryo_GoldVendor			
005E65FD	Recipe_mod_BoSPistol_Receiver_AmmoConv556_GoldVendor			
005E65FE	Recipe_mod_BoSPistol_Magazine_Extended_GoldVendor			
005E7028	BS01_MQ07_Over_ChuteNote01	Quick Test Cell	NameParse	
005E79B3	recipe_mod_armor_BOSInfantry_Lining_Limb_Lighter			
005E79B4	recipe_mod_armor_BOSInfantry_Lining_Limb_Lighter2			
005E8049	BS01_MQ07_Over_RadioTowerNote			Over and Out
005E8057	CUT_BS01_MQ07_Over_RadioTowerNoteDUPLICATE000			
005E8134	Recipe_Workshop_WallDecor_CondemnedNotificationSigns			
005E8968	Recipe_Workshop_Bed_PrincessCastlePink_SleepingBag			
005E8979	Recipe_Workshop_BOSRoundTable			
005E8B46	BS01_MQ07_Over_LabNote01	Enclave Research Facility	NameParse	
005E90FA	Recipe_Workshop_Ceiling_Light_Truck			
005EC6E2	zzzATX_Recipe_Workshop_Bed_PrincessCastlePink_SleepingBag_Clean			
005ECB83	Recipe_Weapon_Melee_PlasmaSword			
005ECB84	Recipe_mod_Melee_PlasmaSword_Cryo_GoldVendor			
005ECB85	Recipe_mod_Melee_PlasmaSword_Fire_GoldVendor			
005ECB86	Recipe_mod_Melee_PlasmaSword_Shock_GoldVendor			
005ECB87	zzz_Recipe_mod_Melee_Plasma_Improved_GoldVendor001			
005ECBD3	Recipe_Workshop_Lights_AsylumLight			
005ECBD4	Recipe_Workshop_Benches_CrowdBench			
005ECBD8	BS01_MQ06_Settlers_GloriaNote	Foundation Supply Room	NameParse	
005ECBD9	BS01_MQ06_Settlers_TadNote	Foundation Supply Room	NameParse	
005EDA6D	Recipe_Workshop_Lights_NeonSignOpen			
005EDA6E	Recipe_Workshop_Container_StashBox_MeatBag_Floor			
005EDA6F	Recipe_Workshop_Lights_NeonSignHello			
005EDA70	Recipe_Workshop_WallDecor_EmmetMountainSigns			
005EDDE7	Recipe_Workshop_Bed_Poodle_SleepingBag			
005EE14F	Recipe_Workshop_SuperMutantTube			
005EE6B3	recipe_mod_PowerArmor_X01_Material_Paint_Scorched			
005EF1E2	zzz_Recipe_mod_Melee_Plasma_Improved_GoldVendor			
005EFF8D	recipe_mod_armor_BOSInfantry_Lining_Limb_ReducedDetection			
005EFF8E	recipe_mod_armor_BOSInfantry_Lining_Limb_ResistanceLimbDamage			
005EFF8F	Recipe_mod_armor_BOSInfantry_Lining_Limb_ResistanceRadiation			
005F56C8	SCORE_Recipe_workshop_CAMP_Utility_WeightBench_GoldVendor			
005FAC46	BS02_MQ02_Missing_SheenasNote	AMS Headquarters	NameParse	
005FACF0	BS02_MQ02_Missing_BlackburnsLetter			Missing Persons
005FB4E8	BS02_MQ03_Blue_Note_Clue_Password	Harpers Ferry Tunnel	NameParse	Out of the Blue
005FB4E9	BS02_MQ03_Blue_Note_Instructions	Harpers Ferry Tunnel	NameParse	Out of the Blue
005FB4EA	BS02_MQ03_Blue_ITSupportTicket	Harpers Ferry Tunnel	NameParse	Out of the Blue
005FB4EB	BS02_MQ03_Blue_Note_Camp_Manifest	Harpers Ferry Tunnel	NameParse	Out of the Blue
005FB4EC	BS02_MQ03_Blue_Note_Camp_Manifest_CannotTake	Harpers Ferry Tunnel	NameParse	
005FB4ED	BS02_MQ03_Blue_Note_Camp_Radstorm	Harpers Ferry Tunnel	NameParse	Out of the Blue
005FB4EE	BS02_MQ03_Blue_Note_Camp_Radstorm_CannotTake	Harpers Ferry Tunnel	NameParse	
005FB4EF	BS02_MQ03_Blue_Note_Camp_Journal	Harpers Ferry Tunnel	NameParse	Out of the Blue
005FB4F0	BS02_MQ03_Blue_Note_Camp_Journal_CannotTake	Harpers Ferry Tunnel	NameParse	
005FBF7F	Recipe_Workshop_WallDecor_BOSMedallion			
005FBF80	Recipe_Workshop_FloorDecor_CarnivalBalloons			
005FBF81	Recipe_Workshop_FloorDecor_EnclaveMedallion			
005FBF82	Recipe_Workshop_ScorchedTube			
005FBF83	Recipe_Workshop_WendigoTube_31			
005FC9AC	Recipe_Armor_EnclaveScoutUniform_Torso_Covert			
005FC9AD	Recipe_Headwear_EnclaveScoutUniform_Mask_Covert			
005FC9AE	Recipe_Armor_EnclaveScoutUniform_LegLeft_Covert			
005FC9AF	Recipe_Armor_EnclaveScoutUniform_LegRight_Covert			
005FC9B0	Recipe_Armor_EnclaveScoutUniform_ArmRight_Covert			
005FC9B1	Recipe_Armor_EnclaveScoutUniform_ArmLeft_Covert			
005FD08C	Recipe_Workshop_FloorDecor_BalloonArch			
005FD08D	Recipe_Workshop_WallDecor_ScienceChalkboards			
005FD08E	Recipe_Workshop_WallDecor_WallClocks_NeonLightDiner			
005FD186	Recipe_Weapon_Melee_DeathclawGauntlet_UnstoppableMonster			
005FE493	Recipe_Weapon_Ranged_44_MedicalMalpractice			
005FEB25	zzz_Recipe_Workshop_Food_PumpkinCrop			
00600256	Recipe_Workshop_WallDecor_RustEagleBanner			
0060146A	Recipe_Workshop_FloorDecor_AreaRug_Vault76			
0060595D	ATX_Book_Fortunes01			
0060595E	ATX_Book_Fortunes02			
0060595F	ATX_Book_Fortunes03			
00605960	ATX_Book_Fortunes04			
00605961	ATX_Book_Fortunes05			
00605962	ATX_Book_Fortunes06			
00605963	ATX_Book_Fortunes07			
00605964	ATX_Book_Fortunes08			
00605965	ATX_Book_Fortunes09			
00605966	ATX_Book_Fortunes10			
00605967	ATX_Book_Fortunes11			
00605968	ATX_Book_Fortunes12			
00605969	ATX_Book_Fortunes13			
0060596A	ATX_Book_Fortunes14			
0060596B	ATX_Book_Fortunes15			
0060596C	ATX_Book_Fortunes16			
0060596D	ATX_Book_Fortunes17			
0060596E	ATX_Book_Fortunes18			
0060596F	ATX_Book_Fortunes19			
00605970	ATX_Book_Fortunes20			
00605971	ATX_Book_Fortunes21			
00605972	ATX_Book_Fortunes22			
00605973	ATX_Book_Fortunes23			
00605974	ATX_Book_Fortunes24			
00605975	ATX_Book_Fortunes25			
00605976	ATX_Book_Fortunes26			
00605977	ATX_Book_Fortunes27			
00605978	ATX_Book_Fortunes28			
00605979	ATX_Book_Fortunes29			
0060597A	ATX_Book_Fortunes30			
0060597B	ATX_Book_Fortunes31			
0060597C	ATX_Book_Fortunes32			
0060597D	ATX_Book_Fortunes33			
0060597E	ATX_Book_Fortunes34			
0060597F	ATX_Book_Fortunes35			
00605980	ATX_Book_Fortunes36			
00605981	ATX_Book_Fortunes37			
00605982	ATX_Book_Fortunes38			
00605983	ATX_Book_Fortunes39			
00605984	ATX_Book_Fortunes40			
00605985	ATX_Book_Fortunes41			
00605986	ATX_Book_Fortunes42			
00605987	ATX_Book_Fortunes43			
00605988	ATX_Book_Fortunes44			
00605989	ATX_Book_Fortunes45			
0060598A	ATX_Book_Fortunes46			
0060598B	ATX_Book_Fortunes47			
0060598C	ATX_Book_Fortunes48			
0060598D	ATX_Book_Fortunes49			
0060598E	ATX_Book_Fortunes50			
0060598F	ATX_Book_Fortunes51			
00605990	ATX_Book_Fortunes52			
00605991	ATX_Book_Fortunes53			
00605992	ATX_Book_Fortunes54			
00605993	ATX_Book_Fortunes55			
00605EEE	Recipe_Workshop_Bed_CryogenicBed			
0060602B	HFD_GuardNote02	Harpers Ferry Tunnel	NameParse	
0060602C	HFD_Guard_Notebook01	Harpers Ferry Tunnel	NameParse	
0060602D	HFD_DotMatrixPrinterNote01	Harpers Ferry Tunnel	NameParse	
00606049	BS02_MQ03_Blue_Note_Admission	Harpers Ferry Tunnel	NameParse	
006060B3	HFD_Storage_Note01	Harpers Ferry Tunnel	NameParse	
006060B4	AMS02_Cage_Note01	AMS Headquarters Basement Lab	NameParse	
00606218	BS02_MQ03_Blue_Note_JoannaOffice	Blue Ridge Office	NameParse	
0060623E	BS02_MQ04_Conscience_BlackburnNotes_CorpseDisposal	Vault 96	NameParse	
0060623F	BS02_MQ04_Conscience_BlackburnNotes_Vault96	Vault 96	NameParse	
00606240	BS02_MQ04_Conscience_BlackburnNotes_Reminder	Vault 96	NameParse	
00606241	BS02_MQ04_Conscience_BlackburnNotes_Snallygaster	Vault 96	NameParse	
00606242	BS02_MQ04_Conscience_BlackburnNotes_Breakthrough	Vault 96	NameParse	
0060635D	BS024_Care_To_Test_Your_Metal	MetalDomeExt02	ExtCell	
0060635F	BS024_Killbot_Inventory_List_Note	MetalDomeExt02	ExtCell	
00606C0E	BS02_MQ02_Missing_MarciasDiary			
00606C94	Recipe_Clothes_BrotherhoodCivvies			
00606C95	Recipe_Clothes_MercenaryOutfit			
00608AEB	SCORE_Recipe_workshop_CAMP_Ally_SolomonHardy_GoldVendor			
00608AEC	SCORE_Recipe_workshop_CAMP_Ally_YasminChowdhury_GoldVendor			
00609E06	SCORE_Recipe_workshop_CAMP_Utility_SpeedBag_GoldVendor			
0060A29A	Recipe_Weapon_Melee_FaceBreaker			
0060CB38	Recipe_Workshop_Crafting_CraftingCooking_GroceryCartGrill			
0060CB39	Recipe_Workshop_WallDecor_PlasticFruitWreath			
0060CB3A	Recipe_Workshop_FloorDecor_PlasticFruitBowl			
0060D5BB	recipe_Armor_PowerArmor_Hellcat_LegLeft			
0060D5BC	recipe_Armor_PowerArmor_Hellcat_Torso			
0060D5BD	recipe_Armor_PowerArmor_Hellcat_LegRight			
0060D5BE	recipe_Armor_PowerArmor_Hellcat_Helmet			
0060D5BF	recipe_Armor_PowerArmor_Hellcat_ArmRight			
0060D5C0	recipe_Armor_PowerArmor_Hellcat_ArmLeft			
0060DAE4	recipe_mod_PowerArmor_Hellcat_Arm_Misc_Optimized			
0060DAE5	recipe_mod_PowerArmor_Hellcat_Arm_Misc_Bleed			
0060DAE6	recipe_mod_PowerArmor_Hellcat_Torso_Misc_Tesla			
0060DAE7	recipe_mod_PowerArmor_Hellcat_Leg_Misc_OptimizedServos			
0060DAE8	recipe_mod_PowerArmor_Hellcat_Leg_Misc_ExplVent			
0060DAE9	recipe_mod_PowerArmor_Hellcat_Leg_Misc_APRegen			
0060DAEA	recipe_mod_PowerArmor_Hellcat_Arm_Misc_ShockDmg			
0060DAEB	recipe_mod_PowerArmor_Hellcat_Leg_Misc_Carry			
0060DAEC	recipe_mod_PowerArmor_Hellcat_Helmet_Misc_VATSChance			
0060DAED	recipe_mod_PowerArmor_Hellcat_Torso_Misc_Cleanser			
0060DAEE	recipe_mod_PowerArmor_Hellcat_Helmet_Misc_Sensor			
0060DAEF	recipe_mod_PowerArmor_Hellcat_Leg_Misc_SprintBoost			
0060DAF0	recipe_mod_PowerArmor_Hellcat_Torso_Misc_BatRegen			
0060DAF1	recipe_mod_PowerArmor_Hellcat_Torso_Misc_Str			
0060DAF2	recipe_mod_PowerArmor_Hellcat_Helmet_Misc_Int			
0060DAF3	recipe_mod_PowerArmor_Hellcat_Torso_Misc_Reactive			
0060DAF4	recipe_mod_PowerArmor_Hellcat_Torso_Misc_Kinetic			
0060DAF5	recipe_mod_PowerArmor_Hellcat_Helmet_Misc_DetectLife			
0060DAF6	recipe_mod_PowerArmor_Hellcat_Torso_Misc_MedicPump			
0060DAF7	recipe_mod_PowerArmor_Hellcat_Torso_Misc_StealthBoy			
0060DAF8	recipe_mod_PowerArmor_Hellcat_Helmet_Misc_Recon			
0060DAF9	recipe_mod_PowerArmor_Hellcat_Torso_Misc_JetPack			
0060DAFA	recipe_mod_PowerArmor_Hellcat_Arm_Misc_Unarmed			
0060DAFB	recipe_mod_PowerArmor_Hellcat_Torso_Misc_Emergency			
0060DBE4	Recipe_Workshop_FloorDecor_DecoyDuckSet			
00611A5E	Recipe_Weapon_Ranged_PepperShaker			
00611A5F	recipe_mod_PepperShaker_Barrel_Dual_GoldVendor			
00611A60	recipe_mod_PepperShaker_Barrel_Hex_GoldVendor			
00611A61	recipe_mod_PepperShaker_Barrel_Single_GoldVendor			
00611A62	recipe_mod_PepperShaker_Magazine_Laser_GoldVendor			
00611A63	recipe_mod_PepperShaker_Magazine_Plasma_GoldVendor			
00611A64	recipe_mod_PepperShaker_Scope_ReflexSight_GoldVendor			
00613845	Recipe_Weapon_Melee_PipeWrench_MechanicsBestFriend_30			
00613846	Recipe_Weapon_Ranged_LeverGun_SoleSurvivor_30			
00614393	SCORE_Recipe_workshop_CAMP_Utility_Beehive_GoldVendor			
00614394	SCORE_Recipe_workshop_CAMP_Utility_Collectron_NukaCola_GoldVendor			
00614395	SCORE_Recipe_workshop_CAMP_Utility_Collectron_Gold_GoldVendor			
006170EB	Recipe_Workshop_FloorDecor_Plushie_ScorchbeastQueen			
006170EC	Recipe_Workshop_FloorDecor_Plushie_Snallygaster			
00617A56	Recipe_Workshop_FloorDecor_Statue_Small_Posed_VaultGirl			
00617A57	Recipe_Workshop_FloorDecor_AreaRug_WVStateBird			
00618989	Recipe_Workshop_YaoGuaiTube			
00618B2D	Recipe_Workshop_FloorDecor_Junkyard_Fountain			
0061D923	Recipe_Workshop_MirelurkKingTube_30			
0061DA56	Recipe_Backpack_Standard_Material_Responders_Camo			
0061DAB5	Recipe_Workshop_Structure_BackwoodsBungalow_Black			
0061DAEF	RE_Camp_Zetan_01_Note			
0061E1E6	Recipe_Headwear_Marine_Arctic_Helmet_30			
0061E1E7	Recipe_Armor_Marine_Arctic_Torso_30			
0061E1E8	Recipe_Armor_Marine_Arctic_LegLeft_30			
0061E1E9	Recipe_Armor_Marine_Arctic_ArmLeft_30			
0061E1EA	Recipe_Armor_Marine_Arctic_LegRight_30			
0061E1EB	Recipe_Armor_Marine_Arctic_ArmRight_30			
0062042A	recipe_Armor_VaultSuit51_Underarmor			
0062042B	recipe_Headwear_CenturionHelmet			
0062042C	recipe_Headwear_GladiatorMask			
0062042D	recipe_Headwear_MakeshiftRoninHelmet			
0062042E	recipe_mod_PowerArmor_Material_Paint_CamoBlue			
0062042F	recipe_mod_PowerArmor_Material_Paint_Inferno_Mk_1			
00620430	recipe_mod_PowerArmor_Material_Paint_Inferno_Mk_2			
00620431	recipe_mod_PowerArmor_Material_Paint_Inferno_Mk_3			
00620432	recipe_mod_PowerArmor_Material_Paint_Outcast			
00620433	recipe_mod_PowerArmor_Material_Paint_PinkSprinkles			
00620434	recipe_mod_weapon_10mm_material_HotRodShark			
00620435	recipe_mod_weapon_44_material_CamoBlue			
00620436	recipe_mod_weapon_LaserGun_material_CamoBlue			
00620437	recipe_mod_weapon_LaserGun_material_HotRodFlames			
00620438	recipe_mod_weapon_Minigun_material_HotRodShark			
00620439	recipe_mod_weapon_Minigun_material_VaultTec			
0062043A	recipe_mod_weapon_MissileLauncher_material_AtomCats			
0062043B	recipe_mod_weapon_MissileLauncher_material_Shi			
0062043C	Recipe_Workshop_Container_StashBox_Supply_Crate_Large			
0062043D	Recipe_Workshop_Container_StashBox_Supply_Crate_Small			
006209C6	recipe_mod_PowerArmor_Material_Paint_Hellfire			
006209C7	recipe_mod_PowerArmor_Material_Paint_SlocumsJoe_NW			
006209C8	zzz_recipe_mod_Minigun_Material_Paint_BoS			
006209C9	Recipe_Workshop_MediumNWStashBox			
00620A51	Recipe_mod_PowerArmor_Paint_Hellfire_NW			
00620A52	Recipe_zzz_mod_PowerArmor_Paint_SlocumsJoe_30			
00620A53	Recipe_mod_Minigun_Paint_BOS_NW			
00620A54	Recipe_Workshop_MediumNWStash_NW			
006214DB	recipe_mod_weapon_AutoGrenadeLauncher_material_BloodEagle			
006216C1	SCORE_Recipe_workshop_CAMP_Utility_Collectron_RedRocket_GoldVendor			
006216C2	SCORE_Recipe_workshop_CAMP_Utility_FortuneTeller_GoldVendor			
00621734	Recipe_Workshop_CaveCricketTube			
006218F4	Recipe_Workshop_FireStationBell			
00621F57	Recipe_Workshop_TV_Aquarium			
00622014	Recipe_Workshop_RawCement_Barricade_Spikes			
00623C3C	Recipe_Workshop_FloorDecor_AreaRug_NukaGirl			
0062A5F1	E07A_Mothman_Book_2_Sayings	[CELL:00050B2C]	ExtCell	
