SPEL_FormID	SPEL_EDID	SPEL_FULL	EffectIndex	EFID_MGEF_FormID	EFID_MGEF_EDID	EFID_MGEF_FULL	CVTO_CURV_FormID	CVTO_CURV_EDID	MAGA_AVIF_FormID	MAGA_AVIF_EDID	EFIT_Magnitude	EFIT_Area	EFIT_Duration
0016F043	abUnderArmor_Casual_Buffs	Under Armor	4	0004B268	AbFortifyCharisma	Fortify Charisma					1.000000	0	0
0016F043	abUnderArmor_Casual_Buffs	Under Armor	5	0004C938	AbFortifyIntelligence	Fortify Intelligence					1.000000	0	0
0016F043	abUnderArmor_Casual_Buffs	Under Armor	6	00192191	AbFortifyLuck	Fortify Luck					1.000000	0	0
0016F043	abUnderArmor_Casual_Buffs	Under Armor	7	0004B268	AbFortifyCharisma	Fortify Charisma					2.000000	0	0
0016F043	abUnderArmor_Casual_Buffs	Under Armor	8	0004C938	AbFortifyIntelligence	Fortify Intelligence					3.000000	0	0
0016F043	abUnderArmor_Casual_Buffs	Under Armor	9	00192191	AbFortifyLuck	Fortify Luck					1.000000	0	0
0016F064	abUnderArmor_BOS_Buffs	Under Armor	0	0004D885	AbFortifyStrength	Fortify Strength					1.000000	0	0
0016F064	abUnderArmor_BOS_Buffs	Under Armor	1	00169559	AbFortifyEndurance	Fortify Endurance					1.000000	0	0
0016F064	abUnderArmor_BOS_Buffs	Under Armor	2	00169559	AbFortifyEndurance	Fortify Endurance					2.000000	0	0
0016F064	abUnderArmor_BOS_Buffs	Under Armor	3	0004D885	AbFortifyStrength	Fortify Strength					1.000000	0	0
0016F064	abUnderArmor_BOS_Buffs	Under Armor	4	00169559	AbFortifyEndurance	Fortify Endurance					2.000000	0	0
0016F064	abUnderArmor_BOS_Buffs	Under Armor	5	0004D885	AbFortifyStrength	Fortify Strength					1.000000	0	0
0016F064	abUnderArmor_BOS_Buffs	Under Armor	6	00169559	AbFortifyEndurance	Fortify Endurance					3.000000	0	0
0016EFD7	abUnderArmor_Enclave_Buffs	Under Armor	0	0004C939	AbFortifyPerception	Fortify Perception					1.000000	0	0
0016EFD7	abUnderArmor_Enclave_Buffs	Under Armor	1	0004D885	AbFortifyStrength	Fortify Strength					1.000000	0	0
0016EFD7	abUnderArmor_Enclave_Buffs	Under Armor	2	0004D885	AbFortifyStrength	Fortify Strength					2.000000	0	0
0016EFD7	abUnderArmor_Enclave_Buffs	Under Armor	3	0004C939	AbFortifyPerception	Fortify Perception					1.000000	0	0
0016EFD7	abUnderArmor_Enclave_Buffs	Under Armor	4	0004D885	AbFortifyStrength	Fortify Strength					2.000000	0	0
0016EFD7	abUnderArmor_Enclave_Buffs	Under Armor	5	0004C939	AbFortifyPerception	Fortify Perception					1.000000	0	0
0016EFD7	abUnderArmor_Enclave_Buffs	Under Armor	6	0004D885	AbFortifyStrength	Fortify Strength					3.000000	0	0
0016EFC6	abUnderArmor_Raider_Buffs	Under Armor	0	00192199	AbFortifyAgility	Fortify Agility					1.000000	0	0
0016EFC6	abUnderArmor_Raider_Buffs	Under Armor	1	0004C939	AbFortifyPerception	Fortify Perception					1.000000	0	0
0016EFC6	abUnderArmor_Raider_Buffs	Under Armor	2	00192199	AbFortifyAgility	Fortify Agility					1.000000	0	0
0016EFC6	abUnderArmor_Raider_Buffs	Under Armor	3	0004C939	AbFortifyPerception	Fortify Perception					1.000000	0	0
0016EFC6	abUnderArmor_Raider_Buffs	Under Armor	4	0004C939	AbFortifyPerception	Fortify Perception					2.000000	0	0
0016EFC6	abUnderArmor_Raider_Buffs	Under Armor	5	00192199	AbFortifyAgility	Fortify Agility					1.000000	0	0
0016EFC6	abUnderArmor_Raider_Buffs	Under Armor	6	00192191	AbFortifyLuck	Fortify Luck					1.000000	0	0
0016EFC6	abUnderArmor_Raider_Buffs	Under Armor	7	00192199	AbFortifyAgility	Fortify Agility					2.000000	0	0
0016EFC6	abUnderArmor_Raider_Buffs	Under Armor	8	0004C939	AbFortifyPerception	Fortify Perception					3.000000	0	0
0016EFCF	abUnderArmor_Marine_Buffs	Under Armor	0	00169559	AbFortifyEndurance	Fortify Endurance					1.000000	0	0
0016EFCF	abUnderArmor_Marine_Buffs	Under Armor	1	0004D885	AbFortifyStrength	Fortify Strength					1.000000	0	0
0016EFCF	abUnderArmor_Marine_Buffs	Under Armor	2	0004D885	AbFortifyStrength	Fortify Strength					1.000000	0	0
0016EFCF	abUnderArmor_Marine_Buffs	Under Armor	3	0004C939	AbFortifyPerception	Fortify Perception					1.000000	0	0
0016EFCF	abUnderArmor_Marine_Buffs	Under Armor	4	0004C939	AbFortifyPerception	Fortify Perception					1.000000	0	0
0016EFCF	abUnderArmor_Marine_Buffs	Under Armor	5	0004D885	AbFortifyStrength	Fortify Strength					1.000000	0	0
0016EFCF	abUnderArmor_Marine_Buffs	Under Armor	6	00169559	AbFortifyEndurance	Fortify Endurance					1.000000	0	0
0016EFCF	abUnderArmor_Marine_Buffs	Under Armor	7	0004D885	AbFortifyStrength	Fortify Strength					2.000000	0	0
0016EFCF	abUnderArmor_Marine_Buffs	Under Armor	8	0004C939	AbFortifyPerception	Fortify Perception					1.000000	0	0
0016EFCF	abUnderArmor_Marine_Buffs	Under Armor	9	00169559	AbFortifyEndurance	Fortify Endurance					1.000000	0	0
0016EFAD	abUnderArmor_VaultSuit_Buffs	Vault suit	0	00192191	AbFortifyLuck	Fortify Luck					1.000000	0	0
0016EFAD	abUnderArmor_VaultSuit_Buffs	Vault suit	1	0004B268	AbFortifyCharisma	Fortify Charisma					1.000000	0	0
0016EFAD	abUnderArmor_VaultSuit_Buffs	Vault suit	2	0004C939	AbFortifyPerception	Fortify Perception					1.000000	0	0
0016EFAD	abUnderArmor_VaultSuit_Buffs	Vault suit	3	0004D885	AbFortifyStrength	Fortify Strength					1.000000	0	0
0016EFAD	abUnderArmor_VaultSuit_Buffs	Vault suit	4	00192199	AbFortifyAgility	Fortify Agility					1.000000	0	0
0016EFAD	abUnderArmor_VaultSuit_Buffs	Vault suit	5	00169559	AbFortifyEndurance	Fortify Endurance					1.000000	0	0
0016EFAD	abUnderArmor_VaultSuit_Buffs	Vault suit	6	0004C938	AbFortifyIntelligence	Fortify Intelligence					1.000000	0	0
0016EFAD	abUnderArmor_VaultSuit_Buffs	Vault suit	7	0004D885	AbFortifyStrength	Fortify Strength					1.000000	0	0
0016EFAD	abUnderArmor_VaultSuit_Buffs	Vault suit	8	0004C939	AbFortifyPerception	Fortify Perception					1.000000	0	0
0016EFAD	abUnderArmor_VaultSuit_Buffs	Vault suit	9	00169559	AbFortifyEndurance	Fortify Endurance					1.000000	0	0
0016EFAD	abUnderArmor_VaultSuit_Buffs	Vault suit	10	0004D885	AbFortifyStrength	Fortify Strength					1.000000	0	0
0016EFAD	abUnderArmor_VaultSuit_Buffs	Vault suit	11	0004C939	AbFortifyPerception	Fortify Perception					1.000000	0	0
0016EFAD	abUnderArmor_VaultSuit_Buffs	Vault suit	12	0004C939	AbFortifyPerception	Fortify Perception					1.000000	0	0
0014CEE0	ScorchBeast_Transition	Poison	0	0014CF0B	ScorchBeast_TransitionEffect	ScorchBeast_Transition					1.000000	0	1
0004A334	RadiationTriggerToken	Token Radiation	0	0004A67D	RadiationTriggerEffect	Radiation Damage					0.000000	0	2
0004A35A	RadiationTriggerLight	Light Radiation	0	0004A67D	RadiationTriggerEffect	Radiation Damage					0.000000	0	2
0004A692	RadiationTriggerStrong	Strong Radiation	0	0004A67D	RadiationTriggerEffect	Radiation Damage					0.000000	0	2
0004A335	RadiationTriggerDeadly	Deadly Radiation	0	0004A67D	RadiationTriggerEffect	Radiation Damage					0.000000	0	2
00049665	CoolingTowerTriggerSpell	Cooling Tower Steam	0	00049DF2	CoolingTowerTriggerEffect	Heat Damage					0.000000	0	2
0025BF4C	AbPerkSquadManeuvers	Squad Maneuvers	0	003BAE7F	AbPerkFortifyMoveSpeedEffect	Perk Move Speed					10.000000	0	0
0025BF4C	AbPerkSquadManeuvers	Squad Maneuvers	1	003BAE7F	AbPerkFortifyMoveSpeedEffect	Perk Move Speed					20.000000	0	0
0033D108	ScentAttractorMeatSpell	Attraction to Meat	0	0033D05A	ScentAttractorMeatHazardEffect	Scent Attraction Meat					1.000000	0	30
0006F7D3	SURV_Disease_ScorchedPlague	Scorched Plague	0	0006F0F0	SURV_Disease_Effect_ScorchedPlague	SURV_Disease_Effect_Scorched					0.000000	0	0
00379E16	Magazine_Holotape_GrognakSpell	Grognak & the Ruby Ruins	0	00036934	FortifyStrength	Fortify Strength					1.000000	0	3600
003792AA	Magazine_Holotape_ZetaInvadersSpell	Zeta Invaders	0	0003693B	FortifyIntelligence	Fortify Intelligence					1.000000	0	3600
0037A7B3	Magazine_Holotape_NukatapperSpell	Nukatapper	0	0003693A	FortifyCharisma	Fortify Charisma					1.000000	0	3600
0037A6A0	Magazine_Holotape_AutomatronSpell	Automatron	0	00036938	FortifyPerception	Fortify Perception					1.000000	0	3600
0037A7B2	Magazine_Holotape_AtomicCommandSpell	Atomic Command 1	0	0003693B	FortifyIntelligence	Fortify Intelligence					1.000000	0	3600
00379E18	Magazine_Holotape_PipfallSpell	Pipfall	0	002C961E	FortifyLuck	Fortify Luck					1.000000	0	3600
0037954E	Magazine_Holotape_WasteladSpell	Wastelad	0	00036937	FortifyEndurance	Fortify Endurance					1.000000	0	3600
0037954C	Magazine_Holotape_RedMenaceSpell	Red Menace	0	0003693C	FortifyAgility	Fortify Agility					1.000000	0	3600
00050E8B	SURV_Disease_SpellToCastOnChance_ToxicAir_DamageHealth	Toxic Air	0	00302FF1	SURV_Disease_SpellToCastOnChance_ToxicAir_DamageHealth_Effect	SURV_Disease_SpellToCastOnChance_ToxicAir_DamageHealth_Effect					1.000000	0	5
00520BD2	zzz_AbPerkGladiatorMaster	Gladiator Master	0	003440AF	AbPerkFortifyDmgMelee1H	Fortify 1H Melee Damage					0.000000	0	0
00520BD2	zzz_AbPerkGladiatorMaster	Gladiator Master	1	003440AF	AbPerkFortifyDmgMelee1H	Fortify 1H Melee Damage					0.000000	0	0
00520BD2	zzz_AbPerkGladiatorMaster	Gladiator Master	2	003440AF	AbPerkFortifyDmgMelee1H	Fortify 1H Melee Damage					0.000000	0	0
00520BDA	AbPerkSluggerMaster	Heavy Hitter	0	007C736B	AbPerkFortifyPowerAttack	Fortify Power Attack					0.000000	0	0
00520BD1	AbPerkGladiatorExpert	Meat Mincer	0	003E9567	AbPerkFortifyMeleeSpeedEffect	Fortify Melee Speed					0.200000	0	0
00520BDB	AbPerkSluggerExpert	Knee-Capper	0	00820D75	ME_Perk_LimbDamage	Increased Limb Damage					50.000000	0	0
003B7723	AbAudioRaceFireflySoundRepeater		0	003B7722	abAudioRaceFireflyRepeaterEffect	Audio Race Repeater					0.000000	0	0
004E102C	zzz_AbMoM_GarbofMysteries_Description	Garb of Mysteries	0	004E1028	MoM_GarbofMysteries_Base_Desc	MoM_GarbofMysteries_Base_Desc					0.000000	0	0
004E102C	zzz_AbMoM_GarbofMysteries_Description	Garb of Mysteries	1	004E1029	zzz_MoM_GarbofMysteries_EyeRA_Desc	MoM_GarbofMysteries_EyeRA_Desc					0.000000	0	0
004E102A	zzz_AbMoM_BladeofBastet_Description	Blade of Bastet	0	004E1024	MoM_BladeofBastet_Base_Desc	MoM_BladeofBastet_Base_Desc					0.000000	0	0
004E102A	zzz_AbMoM_BladeofBastet_Description	Blade of Bastet	1	004E1025	MoM_BladeofBastet_EyeRA_Desc	MoM_BladeofBastet_EyeRA_Desc					0.000000	0	0
004E102B	AbMoM_VoiceofSet_Description	Voice of Set	0	004E1026	MoM_VoiceofSet_Base_Desc	MoM_VoiceofSet_Base_Desc					0.000000	0	0
004E102B	AbMoM_VoiceofSet_Description	Voice of Set	1	004E1027	MoM_VoiceofSet_EyeRA_Desc	MoM_VoiceofSet_EyeRA_Desc					0.000000	0	0
0052EC2D	CB02_CandyBucket_Spell	Candy Bucket	0	0052EC2B	CB02_CandyBucket_Effect	CB02_CandyBucket_Effect					0.000000	0	0
002C5FDF	crFlatwoodsMonsterTeleportOutSpell	Teleport Out	0	002C5FE0	abFlatwoodsMonsterTeleportOutEffect	Flatwoods Monster Teleport Effect					100.000000	0	10
0037D0AD	AbVertibotRace		0	0037D0AB	abVertibotRaceEffect	Vertibot VFX					0.000000	0	0
0037D173	AbAddLegendaryItem	AbLegendaryCreature	0	001CCDA4	abLegendaryCreatureItemEffect	Legendary Creature Item					0.000000	0	0
0037D1C5	RadtoadEggMineLaunchSpell	Radtoad Egg Mine Launch Spell	0	0037D1C3	RadtoadEggMineLaunchEffect	Radtoad Egg Mine Launch Effect					0.000000	0	0
003C75C4	SURV_Disease_JellyFingers	Jelly Fingers	0	003C75C3	SURV_Disease_Effect_JellyFingers	SURV_Disease_Effect_JellyFingers					0.000000	0	900
003C75CE	Trap_Disease_RattleHands_Spell		0	003C75CD	Trap_Disease_RattleHands_Effect	Trap_Disease_BoneWorms_Effect					1.000000	0	0
003C75B8	SURV_Disease_NeedleSpine	Needle Spine	0	003C75B9	SURV_Disease_Effect_NeedleSpine	SURV_Disease_Effect_NeedleSpine					10.000000	0	900
003C75CA	Trap_Disease_NeedleSpine_Spell		0	003C75C9	Trap_Disease_NeedleSpine_Effect	Trap_Disease_NeedleSpine_Effect					1.000000	0	0
003C75CC	Trap_Disease_FeverClaw_Spell		0	003C75CB	Trap_Disease_FeverClaw_Effect	Trap_Disease_FeverClaw_Effect					1.000000	0	0
003C75BE	SURV_Disease_LockJoint	Lock Joint	0	003C75BD	SURV_Disease_Effect_LockJoint	SURV_Disease_Effect_LockJoint					0.000000	0	900
003C9B99	PerkBloodyMessSpell	Bloody Mess	0	003C9B9B	PerkBloodyMessEffect	Dismember Torso on Death					0.000000	0	0
003CA1B9	AssaultronHead_SelfRadDMGSpell	Assaultron Rad Damage	0	003CA1BC	AssaultronHead_SelfRadDMG	AssaultronHead_SelfRadDMG					0.000000	0	0
003DC39F	AbTWZ05Reward	Mirelurk Marauder	0	003DC3A1	abFortifyDamageVsMirelurks	Fortify Damage Vs. Mirelurks					25.000000	0	0
00386ACD	Mutation_TalonsBleedSpell	Bleed	0	008B3A24	Mutation_TalonsBleedEffect	Bleed Damage Over Time					5.000000	0	5
005119FB	CritUltracite		0	005119FA	CritUltraciteEffect	Critical Ultracite Hit					10.000000	0	10
00511B74	AbRaceVertibird	Vertibird Abilities	0	00511B73	abVertibirdRaceEffect	Vertibird Abilities					0.000000	0	0
003C7B93	MTNM03_ZenSpell03	Zen Mastery Lvl 3	0	0051DE76	MTNM03_ZenHealthRegenEffect	Health Regen					3.000000	0	1800
003C7B92	MTNM03_ZenSpell02	Zen Mastery Lvl 2	0	0051DE76	MTNM03_ZenHealthRegenEffect	Health Regen					2.000000	0	1800
003C7B95	MTNM03_ZenSpell_Reward_01	Zen Mastery Lvl 1	0	0051DE76	MTNM03_ZenHealthRegenEffect	Health Regen					0.300000	0	900
003C7B97	MTNM03_ZenSpell_Reward_03	Zen Mastery Lvl 3	0	0051DE76	MTNM03_ZenHealthRegenEffect	Health Regen					0.300000	0	1500
003C7B91	MTNM03_ZenSpell01	Zen Mastery Lvl 1	0	0051DE76	MTNM03_ZenHealthRegenEffect	Health Regen					1.000000	0	1800
003C7B94	MTNM03_ZenSpell04	Zen Mastery Lvl 4	0	0051DE76	MTNM03_ZenHealthRegenEffect	Health Regen					4.000000	0	1800
003C7B96	MTNM03_ZenSpell_Reward_02	Zen Mastery Lvl 2	0	0051DE76	MTNM03_ZenHealthRegenEffect	Health Regen					0.300000	0	1200
003C7B98	MTNM03_ZenSpell_Reward_04	Zen Mastery Lvl 4	0	0051DE76	MTNM03_ZenHealthRegenEffect	Health Regen					0.300000	0	1800
003C852B	crFlatwoodsMonsterAddToFactionSpell	Flatwoods Monster Add to Faction	0	003C8529	crFlatwoodsMonsterAddToFactionEffect	Flatwoods Monster Add to Faction					0.000000	0	0
003C852C	FlatwoodsMonsterCloakSpell	Flatwoods Monster Cloak	0	003C852A	crFlatwoodsMonsterCloakEffect	Flatwoods Monster Cloak					120.000000	0	0
003C852C	FlatwoodsMonsterCloakSpell	Flatwoods Monster Cloak	1	00632703	FlatwoodsMonsterZetanCloak_Effect	Flatwoods Monster Cloak Zetan					120.000000	0	0
003A1015	TW009UnionProtection		0	003A1011	TW009UnionProtectionEffect	Union Protection					0.000000	0	0
003A1016	TW009ConfederateProtection		0	003A1014	TW009ConfederateProtectionEffect	Confederate Protection					0.000000	0	0
003D012C	Mutation_PlagueWalkerDamageSuper	Plague Walker Damage Aura (Super)	0	004E4023	Mutation_PlagueWalkerDamageEffect	Poison Damage					6.250000	0	1
003D012C	Mutation_PlagueWalkerDamageSuper	Plague Walker Damage Aura (Super)	1	004E4023	Mutation_PlagueWalkerDamageEffect	Poison Damage					14.600000	0	1
003D012C	Mutation_PlagueWalkerDamageSuper	Plague Walker Damage Aura (Super)	2	004E4023	Mutation_PlagueWalkerDamageEffect	Poison Damage					22.910000	0	1
003D012C	Mutation_PlagueWalkerDamageSuper	Plague Walker Damage Aura (Super)	3	004E4023	Mutation_PlagueWalkerDamageEffect	Poison Damage					31.250000	0	1
0050B499	AbAmbushFurnitureScorched		0	0050B489	abAmbushFurnitureScorchedSkinEffect	Scorched Statue Skin					0.000000	0	0
0050C049	RS03_Inoculation_InoculationSpell	Scorched Plague Inoculation	0	00019923	SURV_AddHunger_Potion_Effect	SURV_AddHunger_Potion_Effect					0.000000	0	0
0050C049	RS03_Inoculation_InoculationSpell	Scorched Plague Inoculation	1	000197D3	SURV_AddThirst_Potion_Effect_Chem	Chems: Thirst					0.000000	0	0
0050C049	RS03_Inoculation_InoculationSpell	Scorched Plague Inoculation	2	003C9B98	SURV_Innoculation_ScorchedEffect	Scorched Plague Innoculation					0.000000	0	0
0050CA63	AbPerkInspirational	Inspirational	0	007BBB77	AbFortifyXP	Bonus XP			000002C5	Charisma	0.000000	0	0
0050CA62	DetectLifeClientSpell	Detect Life	0	00225178	DetectLifeCloakEffect	Detect Life Cloak					150.000000	0	300
0050CA62	DetectLifeClientSpell	Detect Life	1	00225178	DetectLifeCloakEffect	Detect Life Cloak					150.000000	0	600
0050CD15	SURV_WellTunedSpell	Well Tuned	0	0050CD14	SURV_WellTunedEffect	Well Tuned					25.000000	0	3600
0050CD17	SURV_RestoreHealth_RestingSpell	Resting	0	0050CD18	SURV_RestoreHealth_RestingEffect	SURV_RestoreHealth_RestingEffect					2.000000	0	0
0050DCC9	SURV_AddRadsOnWaterCollect	Add Rads When Collecting Water	0	004510F8	DamageRadiationWaterCollect	Radiation Damage					0.000000	0	0
004F9A39	zzz_PerkAdrenalineOnKillSpell	Adrenaline	0	00397CBC	zzz_PerkAdrenaline_ScriptEffect	Adrenaline Script					0.000000	0	0
004FACCF	AbPerkChemFiend	Chem Fiend	0	004FACCE	AbPerkFortifyChemDuration	Fortify Chem Duration					1.000000	0	0
004FB1BD	abFlatwoodsMonsterWatcherSpell	Flatwoods Monster Watcher	0	004FB1BC	abFlatwoodsMonsterWatcher	Flatwoods Monster Watcher					0.000000	0	0
004FB641	CB_WatogaRobotAbility	Decrement Pop Counter OnDeath	0	004FB640	CB_WatogaRobotAbilityEffect	CB_WatogaRobotAbilityEffect					1.000000	0	0
004FCB61	SCORE_Lunchbox_ThirstSpell	To-Go Punch	0	004FD939	SCORE_Lunchbox_NoThirst_Effect	To-Go Punch					1.000000	0	3615
004FCB5F	SCORE_Lunchbox_RobotsSpell	Noisemaker	0	005CBE55	SCORE_Lunchbox_FortifyDamageVsRobots	Fortify Damage Vs. Robots					0.000000	0	3615
004FCB57	SCORE_Lunchbox_CarryCapacitySpell	Gift Bag	0	005CBE56	SCORE_Lunchbox_FortifyCarryWeight	Fortify Carry Weight					0.000000	0	3615
004FCB5C	SCORE_Lunchbox_JumpAbility	Balloons!	0	004DF1D0	Mutation_FortifyJumpHeight	Fortify					3.200000	0	0
004FCB5D	SCORE_Lunchbox_MutantsSpell	Fingertrap	0	005CBE54	SCORE_Lunchbox_FortifyDamageVsSuperMutants	Fortify Damage Vs. Super Mutants					0.000000	0	130
004FCB5D	SCORE_Lunchbox_MutantsSpell	Fingertrap	1	0018EEF9	FortifyDamageVsGhouls	Fortify Damage Vs. Ghouls					0.000000	0	130
004FCB58	SCORE_Lunchbox_CreaturesSpell	Plastic Animals	0	005CBE57	SCORE_Lunchbox_FortifyDamageVsAnimals	Fortify Damage Vs. Animals					0.000000	0	3615
004FCB5B	SCORE_Lunchbox_HungerSpell	So Much Cake	0	004FD938	SCORE_Lunchbox_NoHunger_Effect	So Much Cake					1.000000	0	3615
004FCB5E	SCORE_Lunchbox_RadResistSpell	Antacids	0	005CB76D	SCORE_Lunchbox_FortifyResistRadExposure	Resist Radiation Exposure					0.000000	0	3615
004FCB62	SCORE_Lunchbox_XPSpell	Very Well Rested	0	005C2F99	SCORE_Lunchbox_XP1_Effect	Sugar Rush					1.000000	0	130
004FCB62	SCORE_Lunchbox_XPSpell	Very Well Rested	1	005C2F9A	SCORE_Lunchbox_XP2_Effect	Sugar Rush					2.000000	0	130
004FCB62	SCORE_Lunchbox_XPSpell	Very Well Rested	2	005C2F98	SCORE_Lunchbox_XP3_Effect	Sugar Rush					3.000000	0	130
004FCB62	SCORE_Lunchbox_XPSpell	Very Well Rested	3	005C2F9D	SCORE_Lunchbox_XP4_Effect	Sugar Rush					4.000000	0	130
004FD932	SCORE_Lunchbox_PerkConfettiEffectSpell	Confetti Mess	0	004FD937	SCORE_Lunchbox_PerkConfettiEffect	Confetti Mess					0.000000	0	0
004FD931	SCORE_Lunchbox_ConfettiSpell	Confetti Mess	0	004FD936	SCORE_Lunchbox_PerkConfettiApply	Confetti Mess					1.000000	0	3615
00432C8D	FF05_Reward_ResistFoodRadsSpell	Resist Food Rads	0	00432C8C	FF05_Reward_ResistFoodRadsEffect	Resist Food Rads					0.000000	0	3600
00432C8F	FF06_Reward_ResistFoodRadsSpell	Improved Food Healing	0	00432C90	FF06_Reward_ImproveFoodEffect	Improved healing from food					0.000000	0	3600
00432C89	FF01_Reward_ResistPoisonSPell	Resist Poison	0	00432C88	FF01_Reward_ResistPoisonEffect	Resist Poison					0.000000	0	3600
00432FC0	zzz_RECLAIM_ThirstSpellEffect	To-Go Punch	0	004FCB59	SCORE_Lunchbox_FortifyJumpHeight	Balloons					0.000000	0	0
0043342B	LC052_CameraShakeSpell	Camera Shake Spell	0	000192D7	CameraShakeSpellEffect	Camera Shake Effect					0.200000	0	2
0043342C	LC052_CameraShakeSpellIntense	Camera Shake Spell	0	000192D7	CameraShakeSpellEffect	Camera Shake Effect					0.800000	0	3
0043430E	PerkInjector02Spell	Injector	0	0051DE73	PerkInjectorEffect	Fortify AP Regen					12.000000	0	600
0043430F	PerkInjector03Spell	Injector	0	0051DE73	PerkInjectorEffect	Fortify AP Regen					18.000000	0	600
0043479D	BoSZ04_AntiScorched_Spell	Anti-Scorched Damage	0	0043479E	BoSZ04_AntiScorched_Effect	Fortify Damage Vs. Scorched					10.000000	0	1800
004347B0	abBossLootDrop_Large_Dynamic	Boss Loot Drop	0	004347AD	BossLootDropEffect_Large	Drop Boss Loot Large					0.000000	0	0
004347AE	abBossLootDrop_Small_Dynamic	Boss Loot Drop Small	0	004347AB	BossLootDropEffect_Small	Drop Boss Loot Small					0.000000	0	0
004347AF	abBossLootDrop_Medium_Dynamic	Boss Loot Drop Medium	0	004347AC	BossLootDropEffect_Medium	Drop Boss Loot Medium					0.000000	0	0
00437AE0	Mutation_ChameleonOnAttackFlag_Spell	Chameleon On Attack Flag	0	00437AE1	Mutation_ChameleonOnAttackFlag_Effect	Flag as attacking					0.000000	0	2
00437FEE	Wanted_DebtorsDisease_Spell	Bankruptcy Penalty	0	00437FEF	Wanted_DebtorsDisease_Effect	Bankruptcy Penalty					1.000000	0	14400
00439184	EN07_ApplySmokeVisualEffectSpell_NukeC	Apply Smoke Visual Effect - Nuke C	0	00439182	EN07_ApplySmokeVisualEffectEffect_NukeC	Apply Smoke Visual Effects Spell - Nuke C					0.000000	0	11
00439184	EN07_ApplySmokeVisualEffectSpell_NukeC	Apply Smoke Visual Effect - Nuke C	1	00856477	EN07_BurningSprings_ApplySmokeVisualEffectEffect_NukeC	Burning Springs - Apply Smoke Visual Effects Spell - Nuke C					0.000000	0	11
00439177	EN07_ApplySmokeVisualEffectSpell_NukeA	Apply Smoke Visual Effect - Nuke A	0	0043917C	EN07_ApplySmokeVisualEffectEffect_NukeA	Apply Smoke Visual Effects Spell - Nuke A					0.000000	0	11
00439177	EN07_ApplySmokeVisualEffectSpell_NukeA	Apply Smoke Visual Effect - Nuke A	1	00856475	EN07_BurningSprings_ApplySmokeVisualEffectEffect_NukeA	Burning Springs - Apply Smoke Visual Effects Spell - Nuke A					0.000000	0	11
00439178	EN_CameraShakeSpell	Camera Shake Spell	0	00439179	EN02_CameraShakeSpellEffect	EN02 Camera Shake Effect					0.500000	0	1
0043917F	EN07_ApplyBlastVisualEffectSpell_NukeB	Apply Blast Visual Effect	0	0043917D	EN07_ApplyBlastVisualEffectEffect_NukeB	Apply Blast Visual Effects Spell - Nuke B					0.000000	0	11
00439183	EN07_ApplyBlastVisualEffectSpell_NukeC	Apply Blast Visual Effect	0	00439181	EN07_ApplyBlastVisualEffectEffect_NukeC	Apply Blast Visual Effects Spell - Nuke C					0.000000	0	11
00439180	EN07_ApplySmokeVisualEffectSpell_NukeB	Apply Smoke Visual Effect - Nuke B	0	0043917E	EN07_ApplySmokeVisualEffectEffect_NukeB	Apply Smoke Visual Effects Spell - Nuke B					0.000000	0	11
00439180	EN07_ApplySmokeVisualEffectSpell_NukeB	Apply Smoke Visual Effect - Nuke B	1	00856476	EN07_BurningSprings_ApplySmokeVisualEffectEffect_NukeB	Burning Springs - Apply Smoke Visual Effects Spell - Nuke B					0.000000	0	11
0043C729	AbRaceRadFrog	Rad Frog Abilities	0	0043C721	UnlockTaxidermyRecipes_ScriptEffect	Unlock Taxidermy Script Effect					0.000000	0	0
0043C72A	AbRaceRadSquirrel	Radsquirrel  Abilities	0	0043C721	UnlockTaxidermyRecipes_ScriptEffect	Unlock Taxidermy Script Effect					0.000000	0	0
0043C723	AbRaceFirefly	Firefly Abilities	0	0043C721	UnlockTaxidermyRecipes_ScriptEffect	Unlock Taxidermy Script Effect					0.000000	0	0
0043C728	AbRaceRadBeaver	Rad Beaver Abilities	0	0043C721	UnlockTaxidermyRecipes_ScriptEffect	Unlock Taxidermy Script Effect					0.000000	0	0
0043C724	AbRaceFox	Fox Abilities	0	0043C721	UnlockTaxidermyRecipes_ScriptEffect	Unlock Taxidermy Script Effect					0.000000	0	0
0043C725	AbRaceOpossum	Opossum Abilities	0	0043C721	UnlockTaxidermyRecipes_ScriptEffect	Unlock Taxidermy Script Effect					0.000000	0	0
0043C727	AbRaceOwlet	Owlet Abilities	0	0043C721	UnlockTaxidermyRecipes_ScriptEffect	Unlock Taxidermy Script Effect					0.000000	0	0
0043C726	AbRaceMothman	Mothman Abilities	0	0043C721	UnlockTaxidermyRecipes_ScriptEffect	Unlock Taxidermy Script Effect					0.000000	0	0
0043CEFE	PerkTargetDebuffSpell	Perk Debuffs	0	003DE596	PerkSuppressorTargetEffect	Reduce Damage Output					10.000000	0	2
0043CEFE	PerkTargetDebuffSpell	Perk Debuffs	1	003DE596	PerkSuppressorTargetEffect	Reduce Damage Output					20.000000	0	2
0043CEFE	PerkTargetDebuffSpell	Perk Debuffs	2	003DE596	PerkSuppressorTargetEffect	Reduce Damage Output					30.000000	0	2
0043E187	SCORE_Lunchbox_Balloon_Applier	Balloons!	0	0043E188	SCORE_Lunchbox_BalloonJumpApplier	Apply effect script					3.200000	0	1815
