PERK_FormID	PERK_EDID	FULL	DESC	ICON	FNAM_SpriteName	DATA_Playable	DATA_Hidden	DATA_Unknown	Refs_Flat	Ref_1	Ref_2	Ref_3	Ref_4	Ref_5	Ref_6	Ref_7	Ref_8	Ref_9	Ref_10	Ref_11	Ref_12	Ref_13	Ref_14	Ref_15	Ref_16	Ref_17	Ref_18	Ref_19	Ref_20	Ref_21	Ref_22	Ref_23	Ref_24	Ref_25	Ref_26	Ref_27	Ref_28	Ref_29	Ref_30	EffectCount	EffectIndex	PRKE_Type	PRKE_Rank	PRKE_Unknown	EP_EntryPoint	EP_Function	EP_PerkCondTabCount	EP_Unknown	PerkConditions_Flat	Cond_1	Cond_2	Cond_3	Cond_4	Cond_5	Cond_6	Cond_7	Cond_8	Cond_9	Cond_10	Cond_11	Cond_12	Cond_13	Cond_14	Cond_15	Cond_16	Cond_17	Cond_18	Cond_19	Cond_20	Cond_21	Cond_22	Cond_23	Cond_24	Cond_25	Cond_26	Cond_27	Cond_28	Cond_29	Cond_30	EPFT_Type	EPFB_PerkEntryID	EPFD_Float	EPF2_UnknownSpellValue	EPF4_ActorValue2	CurveTable_FormID	CurveTable_EDID	CurveTable_FULL	Spell_FormID	Spell_EDID	Spell_FULL	EffectLinks_Flat	EffectLink_1	EffectLink_2	EffectLink_3	EffectLink_4	EffectLink_5	EffectLink_6	EffectLink_7	EffectLink_8	EffectLink_9	EffectLink_10	EffectLink_11	EffectLink_12	EffectLink_13	EffectLink_14	EffectLink_15	EffectLink_16	EffectLink_17	EffectLink_18	EffectLink_19	EffectLink_20	EffectLink_21	EffectLink_22	EffectLink_23	EffectLink_24	EffectLink_25	EffectLink_26	EffectLink_27	EffectLink_28	EffectLink_29	EffectLink_30
005A4F16	"zzz_LGN_ThinSkinned_Perk01"	"Thin Skinned"	"Take 15% less ranged damage when wearing full light armor."	""	"Ninja"	"True"	"False"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1	0	"Entry Point"	"0"	""	"Mod Incoming Weapon Damage"	"Multiply Value"	"3"	"00"	"11000000 | 00 00 00 | 5.000000 | WornApparelHasKeywordCount | 00 00 | co_condition_IsSizeA [KYWD:00185480] | 00 00 00 00 | Subject | 0 | -1 | 10010000 | 00 00 00 | 0.000000 | HasPerk | 00 00 | zzz_LGN_ThinSkinned_Perk02 ""Thin Skinned"" [PERK:005A4F17] | 00 00 00 00 | Subject | 0 | -1 | 10000000 | 00 00 00 | 1.000000 | HasKeyword | 00 00 | WeaponTypeRanged [KYWD:0033A7C8] | 00 00 00 00 | Subject | 0 | -1"	"11000000"	"00 00 00"	"5.000000"	"WornApparelHasKeywordCount"	"00 00"	"co_condition_IsSizeA [KYWD:00185480]"	"00 00 00 00"	"Subject"	"0"	"-1"	"10010000"	"00 00 00"	"0.000000"	"HasPerk"	"00 00"	"zzz_LGN_ThinSkinned_Perk02 ""Thin Skinned"" [PERK:005A4F17]"	"00 00 00 00"	"Subject"	"0"	"-1"	"10000000"	"00 00 00"	"1.000000"	"HasKeyword"	"00 00"	"WeaponTypeRanged [KYWD:0033A7C8]"	"00 00 00 00"	"Subject"	"0"	"-1"	"Float"	"1"	"0.850000"	""	""		""	""		""	""	"KYWD:co_condition_IsSizeA[00185480] | PERK:zzz_LGN_ThinSkinned_Perk02[005A4F17] | KYWD:WeaponTypeRanged[0033A7C8]"	"KYWD:co_condition_IsSizeA[00185480]"	"PERK:zzz_LGN_ThinSkinned_Perk02[005A4F17]"	"KYWD:WeaponTypeRanged[0033A7C8]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
005A4F13	"zzz_LGN_HeavyDuty_Perk04"	"Heavy Duty"	"Take 30% less ranged damage when wearing full heavy armor."	""	"Ninja"	"True"	"False"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1	0	"Entry Point"	"0"	""	"Mod Incoming Weapon Damage"	"Multiply Value"	"3"	"00"	"11000000 | 00 00 00 | 5.000000 | WornApparelHasKeywordCount | 00 00 | co_condition_IsSizeC [KYWD:00185482] | 00 00 00 00 | Subject | 0 | -1 | 10000000 | 00 00 00 | 1.000000 | HasKeyword | 00 00 | WeaponTypeRanged [KYWD:0033A7C8] | 00 00 00 00 | Subject | 0 | -1"	"11000000"	"00 00 00"	"5.000000"	"WornApparelHasKeywordCount"	"00 00"	"co_condition_IsSizeC [KYWD:00185482]"	"00 00 00 00"	"Subject"	"0"	"-1"	"10000000"	"00 00 00"	"1.000000"	"HasKeyword"	"00 00"	"WeaponTypeRanged [KYWD:0033A7C8]"	"00 00 00 00"	"Subject"	"0"	"-1"	""	""	""	""	""	""	""	""	""	""	"Float"	"2"	"0.700000"	""	""		""	""		""	""	"KYWD:co_condition_IsSizeC[00185482] | KYWD:WeaponTypeRanged[0033A7C8]"	"KYWD:co_condition_IsSizeC[00185482]"	"KYWD:WeaponTypeRanged[0033A7C8]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
005A4F19	"zzz_LGN_ThinSkinned_Perk04"	"Thin Skinned"	"Take 30% less ranged damage when wearing full light armor."	""	"Ninja"	"True"	"False"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1	0	"Entry Point"	"0"	""	"Mod Incoming Weapon Damage"	"Multiply Value"	"3"	"00"	"11000000 | 00 00 00 | 5.000000 | WornApparelHasKeywordCount | 00 00 | co_condition_IsSizeA [KYWD:00185480] | 00 00 00 00 | Subject | 0 | -1 | 10000000 | 00 00 00 | 1.000000 | HasKeyword | 00 00 | WeaponTypeRanged [KYWD:0033A7C8] | 00 00 00 00 | Subject | 0 | -1"	"11000000"	"00 00 00"	"5.000000"	"WornApparelHasKeywordCount"	"00 00"	"co_condition_IsSizeA [KYWD:00185480]"	"00 00 00 00"	"Subject"	"0"	"-1"	"10000000"	"00 00 00"	"1.000000"	"HasKeyword"	"00 00"	"WeaponTypeRanged [KYWD:0033A7C8]"	"00 00 00 00"	"Subject"	"0"	"-1"	""	""	""	""	""	""	""	""	""	""	"Float"	"2"	"0.700000"	""	""		""	""		""	""	"KYWD:co_condition_IsSizeA[00185480] | KYWD:WeaponTypeRanged[0033A7C8]"	"KYWD:co_condition_IsSizeA[00185480]"	"KYWD:WeaponTypeRanged[0033A7C8]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
005A4F14	"zzz_LGN_HeavyDuty_Perk01"	"Heavy Duty"	"Take 15% less ranged damage when wearing full heavy armor."	""	"Ninja"	"True"	"False"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1	0	"Entry Point"	"0"	""	"Mod Incoming Weapon Damage"	"Multiply Value"	"3"	"00"	"11000000 | 00 00 00 | 5.000000 | WornApparelHasKeywordCount | 00 00 | co_condition_IsSizeC [KYWD:00185482] | 00 00 00 00 | Subject | 0 | -1 | 10010000 | 00 00 00 | 0.000000 | HasPerk | 00 00 | zzz_LGN_HeavyDuty_Perk02 ""Heavy Duty"" [PERK:005A4F12] | 00 00 00 00 | Subject | 0 | -1 | 10000000 | 00 00 00 | 1.000000 | HasKeyword | 00 00 | WeaponTypeRanged [KYWD:0033A7C8] | 00 00 00 00 | Subject | 0 | -1"	"11000000"	"00 00 00"	"5.000000"	"WornApparelHasKeywordCount"	"00 00"	"co_condition_IsSizeC [KYWD:00185482]"	"00 00 00 00"	"Subject"	"0"	"-1"	"10010000"	"00 00 00"	"0.000000"	"HasPerk"	"00 00"	"zzz_LGN_HeavyDuty_Perk02 ""Heavy Duty"" [PERK:005A4F12]"	"00 00 00 00"	"Subject"	"0"	"-1"	"10000000"	"00 00 00"	"1.000000"	"HasKeyword"	"00 00"	"WeaponTypeRanged [KYWD:0033A7C8]"	"00 00 00 00"	"Subject"	"0"	"-1"	"Float"	"1"	"0.850000"	""	""		""	""		""	""	"KYWD:co_condition_IsSizeC[00185482] | PERK:zzz_LGN_HeavyDuty_Perk02[005A4F12] | KYWD:WeaponTypeRanged[0033A7C8]"	"KYWD:co_condition_IsSizeC[00185482]"	"PERK:zzz_LGN_HeavyDuty_Perk02[005A4F12]"	"KYWD:WeaponTypeRanged[0033A7C8]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
005A4F1D	"zzz_LGN_SuitedUp_Perk03"	"Suited Up"	"Take 25% less ranged damage when wearing full sturdy armor."	""	"Ninja"	"True"	"False"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1	0	"Entry Point"	"0"	""	"Mod Incoming Weapon Damage"	"Multiply Value"	"3"	"00"	"11000000 | 00 00 00 | 5.000000 | WornApparelHasKeywordCount | 00 00 | co_condition_IsSizeB [KYWD:00185481] | 00 00 00 00 | Subject | 0 | -1 | 10010000 | 00 00 00 | 0.000000 | HasPerk | 00 00 | zzz_LGN_SuitedUp_Perk04 ""Suited Up"" [PERK:005A4F1E] | 00 00 00 00 | Subject | 0 | -1 | 10000000 | 00 00 00 | 1.000000 | HasKeyword | 00 00 | WeaponTypeRanged [KYWD:0033A7C8] | 00 00 00 00 | Subject | 0 | -1"	"11000000"	"00 00 00"	"5.000000"	"WornApparelHasKeywordCount"	"00 00"	"co_condition_IsSizeB [KYWD:00185481]"	"00 00 00 00"	"Subject"	"0"	"-1"	"10010000"	"00 00 00"	"0.000000"	"HasPerk"	"00 00"	"zzz_LGN_SuitedUp_Perk04 ""Suited Up"" [PERK:005A4F1E]"	"00 00 00 00"	"Subject"	"0"	"-1"	"10000000"	"00 00 00"	"1.000000"	"HasKeyword"	"00 00"	"WeaponTypeRanged [KYWD:0033A7C8]"	"00 00 00 00"	"Subject"	"0"	"-1"	"Float"	"2"	"0.750000"	""	""		""	""		""	""	"KYWD:co_condition_IsSizeB[00185481] | PERK:zzz_LGN_SuitedUp_Perk04[005A4F1E] | KYWD:WeaponTypeRanged[0033A7C8]"	"KYWD:co_condition_IsSizeB[00185481]"	"PERK:zzz_LGN_SuitedUp_Perk04[005A4F1E]"	"KYWD:WeaponTypeRanged[0033A7C8]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
005A4F1B	"zzz_LGN_SuitedUp_Perk01"	"Suited Up"	"Take 15% less ranged damage when wearing full sturdy armor."	""	"Ninja"	"True"	"False"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1	0	"Entry Point"	"0"	""	"Mod Incoming Weapon Damage"	"Multiply Value"	"3"	"00"	"11000000 | 00 00 00 | 5.000000 | WornApparelHasKeywordCount | 00 00 | co_condition_IsSizeB [KYWD:00185481] | 00 00 00 00 | Subject | 0 | -1 | 10010000 | 00 00 00 | 0.000000 | HasPerk | 00 00 | zzz_LGN_SuitedUp_Perk02 ""Suited Up"" [PERK:005A4F1C] | 00 00 00 00 | Subject | 0 | -1 | 10000000 | 00 00 00 | 1.000000 | HasKeyword | 00 00 | WeaponTypeRanged [KYWD:0033A7C8] | 00 00 00 00 | Subject | 0 | -1"	"11000000"	"00 00 00"	"5.000000"	"WornApparelHasKeywordCount"	"00 00"	"co_condition_IsSizeB [KYWD:00185481]"	"00 00 00 00"	"Subject"	"0"	"-1"	"10010000"	"00 00 00"	"0.000000"	"HasPerk"	"00 00"	"zzz_LGN_SuitedUp_Perk02 ""Suited Up"" [PERK:005A4F1C]"	"00 00 00 00"	"Subject"	"0"	"-1"	"10000000"	"00 00 00"	"1.000000"	"HasKeyword"	"00 00"	"WeaponTypeRanged [KYWD:0033A7C8]"	"00 00 00 00"	"Subject"	"0"	"-1"	"Float"	"1"	"0.850000"	""	""		""	""		""	""	"KYWD:co_condition_IsSizeB[00185481] | PERK:zzz_LGN_SuitedUp_Perk02[005A4F1C] | KYWD:WeaponTypeRanged[0033A7C8]"	"KYWD:co_condition_IsSizeB[00185481]"	"PERK:zzz_LGN_SuitedUp_Perk02[005A4F1C]"	"KYWD:WeaponTypeRanged[0033A7C8]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
005A4F1E	"zzz_LGN_SuitedUp_Perk04"	"Suited Up"	"Take 30% less ranged damage when wearing full sturdy armor."	""	"Ninja"	"True"	"False"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1	0	"Entry Point"	"0"	""	"Mod Incoming Weapon Damage"	"Multiply Value"	"3"	"00"	"11000000 | 00 00 00 | 5.000000 | WornApparelHasKeywordCount | 00 00 | co_condition_IsSizeB [KYWD:00185481] | 00 00 00 00 | Subject | 0 | -1 | 10000000 | 00 00 00 | 1.000000 | HasKeyword | 00 00 | WeaponTypeRanged [KYWD:0033A7C8] | 00 00 00 00 | Subject | 0 | -1"	"11000000"	"00 00 00"	"5.000000"	"WornApparelHasKeywordCount"	"00 00"	"co_condition_IsSizeB [KYWD:00185481]"	"00 00 00 00"	"Subject"	"0"	"-1"	"10000000"	"00 00 00"	"1.000000"	"HasKeyword"	"00 00"	"WeaponTypeRanged [KYWD:0033A7C8]"	"00 00 00 00"	"Subject"	"0"	"-1"	""	""	""	""	""	""	""	""	""	""	"Float"	"2"	"0.700000"	""	""		""	""		""	""	"KYWD:co_condition_IsSizeB[00185481] | KYWD:WeaponTypeRanged[0033A7C8]"	"KYWD:co_condition_IsSizeB[00185481]"	"KYWD:WeaponTypeRanged[0033A7C8]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
005A4F1C	"zzz_LGN_SuitedUp_Perk02"	"Suited Up"	"Take 20% less ranged damage when wearing full sturdy armor."	""	"Ninja"	"True"	"False"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1	0	"Entry Point"	"0"	""	"Mod Incoming Weapon Damage"	"Multiply Value"	"3"	"00"	"11000000 | 00 00 00 | 5.000000 | WornApparelHasKeywordCount | 00 00 | co_condition_IsSizeB [KYWD:00185481] | 00 00 00 00 | Subject | 0 | -1 | 10010000 | 00 00 00 | 0.000000 | HasPerk | 00 00 | zzz_LGN_SuitedUp_Perk03 ""Suited Up"" [PERK:005A4F1D] | 00 00 00 00 | Subject | 0 | -1 | 10000000 | 00 00 00 | 1.000000 | HasKeyword | 00 00 | WeaponTypeRanged [KYWD:0033A7C8] | 00 00 00 00 | Subject | 0 | -1"	"11000000"	"00 00 00"	"5.000000"	"WornApparelHasKeywordCount"	"00 00"	"co_condition_IsSizeB [KYWD:00185481]"	"00 00 00 00"	"Subject"	"0"	"-1"	"10010000"	"00 00 00"	"0.000000"	"HasPerk"	"00 00"	"zzz_LGN_SuitedUp_Perk03 ""Suited Up"" [PERK:005A4F1D]"	"00 00 00 00"	"Subject"	"0"	"-1"	"10000000"	"00 00 00"	"1.000000"	"HasKeyword"	"00 00"	"WeaponTypeRanged [KYWD:0033A7C8]"	"00 00 00 00"	"Subject"	"0"	"-1"	"Float"	"4"	"0.800000"	""	""		""	""		""	""	"KYWD:co_condition_IsSizeB[00185481] | PERK:zzz_LGN_SuitedUp_Perk03[005A4F1D] | KYWD:WeaponTypeRanged[0033A7C8]"	"KYWD:co_condition_IsSizeB[00185481]"	"PERK:zzz_LGN_SuitedUp_Perk03[005A4F1D]"	"KYWD:WeaponTypeRanged[0033A7C8]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
005A5946	"LGN_WhatRads_Perk03"	"What Rads?"	"+100 Rad Resist, restore 3 Rads per second."	""	"BloodyMess"	"True"	"False"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	2	0	"Ability"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""		""	""		""	""	"SPEL:LGN_WhatRads_RadResist_Spell03[005A594B]"	"SPEL:LGN_WhatRads_RadResist_Spell03[005A594B]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
005A5946	"LGN_WhatRads_Perk03"	"What Rads?"	"+100 Rad Resist, restore 3 Rads per second."	""	"BloodyMess"	"True"	"False"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	2	1	"Ability"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""		""	""		""	""	"SPEL:LGN_WhatRads_RestoreRads_Spell03[005A5950]"	"SPEL:LGN_WhatRads_RestoreRads_Spell03[005A5950]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
005A5947	"LGN_WhatRads_Perk04"	"What Rads?"	"+300 Rad Resist, restore 6 Rads per second."	""	"BloodyMess"	"True"	"False"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	2	0	"Ability"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""		""	""		""	""	"SPEL:LGN_WhatRads_RadResist_Spell04[005A594C]"	"SPEL:LGN_WhatRads_RadResist_Spell04[005A594C]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
005A5947	"LGN_WhatRads_Perk04"	"What Rads?"	"+300 Rad Resist, restore 6 Rads per second."	""	"BloodyMess"	"True"	"False"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	2	1	"Ability"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""		""	""		""	""	"SPEL:LGN_WhatRads_RestoreRads_Spell04[005A5951]"	"SPEL:LGN_WhatRads_RestoreRads_Spell04[005A5951]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
005A5945	"LGN_WhatRads_Perk02"	"What Rads?"	"+75 Rad Resist, restore 2 Rads per second."	""	"BloodyMess"	"True"	"False"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	2	0	"Ability"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""		""	""		""	""	"SPEL:LGN_WhatRads_RadResist_Spell02[005A594A]"	"SPEL:LGN_WhatRads_RadResist_Spell02[005A594A]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
005A5945	"LGN_WhatRads_Perk02"	"What Rads?"	"+75 Rad Resist, restore 2 Rads per second."	""	"BloodyMess"	"True"	"False"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	2	1	"Ability"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""		""	""		""	""	"SPEL:LGN_WhatRads_RestoreRads_Spell02[005A594F]"	"SPEL:LGN_WhatRads_RestoreRads_Spell02[005A594F]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
005A5944	"LGN_WhatRads_Perk01"	"What Rads?"	"+50 Rad Resist, restore 1 Rad per second."	""	"BloodyMess"	"True"	"False"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	2	0	"Ability"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""		""	""		""	""	"SPEL:LGN_WhatRads_RadResist_Spell01[005A5949]"	"SPEL:LGN_WhatRads_RadResist_Spell01[005A5949]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
005A5944	"LGN_WhatRads_Perk01"	"What Rads?"	"+50 Rad Resist, restore 1 Rad per second."	""	"BloodyMess"	"True"	"False"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	2	1	"Ability"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""		""	""		""	""	"SPEL:LGN_WhatRads_RestoreRads_Spell01[005A594E]"	"SPEL:LGN_WhatRads_RestoreRads_Spell01[005A594E]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
005A59C7	"LGN_TakingOneForTheTeam_Perk03"	"Taking One For The Team"	"Enemies take 30% more damage when they attack you, if you're on a team."	""	"BloodyMess"	"True"	"False"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1	0	"Entry Point"	"0"	""	"Apply Combat Hit Spell Taken"	"Select Spell"	"4"	"00"	"01000000 | 00 00 00 | 0.000000 | GetPlayerTeammateCount | 00 00 | 00 00 00 00 | 00 00 00 00 | Subject | 0 | -1 | 10000000 | 00 00 00 | 1.000000 | IsMemberOfAPlayerTeam | 00 00 | 00 00 00 00 | 00 00 00 00 | Subject | 0 | -1 | 10000000 | 00 00 00 | 0.000000 | HasPerk | 00 00 | LGN_TakingOneForTheTeam_Perk04 ""Taking One For The Team"" [PERK:005A59C9] | 00 00 00 00 | Subject | 0 | -1"	"01000000"	"00 00 00"	"0.000000"	"GetPlayerTeammateCount"	"00 00"	"00 00 00 00"	"00 00 00 00"	"Subject"	"0"	"-1"	"10000000"	"00 00 00"	"1.000000"	"IsMemberOfAPlayerTeam"	"00 00"	"00 00 00 00"	"00 00 00 00"	"Subject"	"0"	"-1"	"10000000"	"00 00 00"	"0.000000"	"HasPerk"	"00 00"	"LGN_TakingOneForTheTeam_Perk04 ""Taking One For The Team"" [PERK:005A59C9]"	"00 00 00 00"	"Subject"	"0"	"-1"	"Spell Item"	"1"	""	"0"	""		""	""	005AD3E4	"LGN_TakingOneForTheTeam_Spell03"	"Damage Increase"	"PERK:LGN_TakingOneForTheTeam_Perk04[005A59C9] | SPEL:LGN_TakingOneForTheTeam_Spell03[005AD3E4]"	"PERK:LGN_TakingOneForTheTeam_Perk04[005A59C9]"	"SPEL:LGN_TakingOneForTheTeam_Spell03[005AD3E4]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
005A59C8	"LGN_TakingOneForTheTeam_Perk01"	"Taking One For The Team"	"Enemies take 10% more damage when they attack you, if you're on a team."	""	"BloodyMess"	"True"	"False"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1	0	"Entry Point"	"0"	""	"Apply Combat Hit Spell Taken"	"Select Spell"	"4"	"00"	"01000000 | 00 00 00 | 0.000000 | GetPlayerTeammateCount | 00 00 | 00 00 00 00 | 00 00 00 00 | Subject | 0 | -1 | 10000000 | 00 00 00 | 1.000000 | IsMemberOfAPlayerTeam | 00 00 | 00 00 00 00 | 00 00 00 00 | Subject | 0 | -1 | 10000000 | 00 00 00 | 0.000000 | HasPerk | 00 00 | LGN_TakingOneForTheTeam_Perk02 ""Taking One For The Team"" [PERK:005A59CA] | 00 00 00 00 | Subject | 0 | -1"	"01000000"	"00 00 00"	"0.000000"	"GetPlayerTeammateCount"	"00 00"	"00 00 00 00"	"00 00 00 00"	"Subject"	"0"	"-1"	"10000000"	"00 00 00"	"1.000000"	"IsMemberOfAPlayerTeam"	"00 00"	"00 00 00 00"	"00 00 00 00"	"Subject"	"0"	"-1"	"10000000"	"00 00 00"	"0.000000"	"HasPerk"	"00 00"	"LGN_TakingOneForTheTeam_Perk02 ""Taking One For The Team"" [PERK:005A59CA]"	"00 00 00 00"	"Subject"	"0"	"-1"	"Spell Item"	"1"	""	"0"	""		""	""	005A5DF1	"LGN_TakingOneForTheTeam_Spell01"	"Damage Increase"	"PERK:LGN_TakingOneForTheTeam_Perk02[005A59CA] | SPEL:LGN_TakingOneForTheTeam_Spell01[005A5DF1]"	"PERK:LGN_TakingOneForTheTeam_Perk02[005A59CA]"	"SPEL:LGN_TakingOneForTheTeam_Spell01[005A5DF1]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
005A59CA	"LGN_TakingOneForTheTeam_Perk02"	"Taking One For The Team"	"Enemies take 20% more damage when they attack you, if you're on a team."	""	"BloodyMess"	"True"	"False"	"01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1	0	"Entry Point"	"0"	""	"Apply Combat Hit Spell Taken"	"Select Spell"	"4"	"00"	"01000000 | 00 00 00 | 0.000000 | GetPlayerTeammateCount | 00 00 | 00 00 00 00 | 00 00 00 00 | Subject | 0 | -1 | 10000000 | 00 00 00 | 1.000000 | IsMemberOfAPlayerTeam | 00 00 | 00 00 00 00 | 00 00 00 00 | Subject | 0 | -1 | 10000000 | 00 00 00 | 0.000000 | HasPerk | 00 00 | LGN_TakingOneForTheTeam_Perk03 ""Taking One For The Team"" [PERK:005A59C7] | 00 00 00 00 | Subject | 0 | -1"	"01000000"	"00 00 00"	"0.000000"	"GetPlayerTeammateCount"	"00 00"	"00 00 00 00"	"00 00 00 00"	"Subject"	"0"	"-1"	"10000000"	"00 00 00"	"1.000000"	"IsMemberOfAPlayerTeam"	"00 00"	"00 00 00 00"	"00 00 00 00"	"Subject"	"0"	"-1"	"10000000"	"00 00 00"	"0.000000"	"HasPerk"	"00 00"	"LGN_TakingOneForTheTeam_Perk03 ""Taking One For The Team"" [PERK:005A59C7]"	"00 00 00 00"	"Subject"	"0"	"-1"	"Spell Item"	"1"	""	"0"	""		""	""	005AD3E6	"LGN_TakingOneForTheTeam_Spell02"	"Damage Increase"	"PERK:LGN_TakingOneForTheTeam_Perk03[005A59C7] | SPEL:LGN_TakingOneForTheTeam_Spell02[005AD3E6]"	"PERK:LGN_TakingOneForTheTeam_Perk03[005A59C7]"	"SPEL:LGN_TakingOneForTheTeam_Spell02[005AD3E6]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
