PCRD_FormID	PCRD_EDID	MNAM_Name	DESC	DATA_UnknownBytes	DATA_SpeciesCode	DATA_SpeciesText	DATA_MinLevel	DATA_Special	PCDV_GLOB_FormID	PCDV_GLOB_EDID	PCDV_GLOB_FULL	RankCount	RankPERKs_Flat	RankPERK_1_FormID	RankPERK_1_EDID	RankPERK_1_FULL	RankPERK_2_FormID	RankPERK_2_EDID	RankPERK_2_FULL	RankPERK_3_FormID	RankPERK_3_EDID	RankPERK_3_FULL	RankPERK_4_FormID	RankPERK_4_EDID	RankPERK_4_FULL	RankPERK_5_FormID	RankPERK_5_EDID	RankPERK_5_FULL	RankPERK_6_FormID	RankPERK_6_EDID	RankPERK_6_FULL	RankPERK_7_FormID	RankPERK_7_EDID	RankPERK_7_FULL	RankPERK_8_FormID	RankPERK_8_EDID	RankPERK_8_FULL	RankPERK_9_FormID	RankPERK_9_EDID	RankPERK_9_FULL	RankPERK_10_FormID	RankPERK_10_EDID	RankPERK_10_FULL
00356A05	"LuckOfTheDrawCard"	"LuckOfTheDraw"	"Make or break, you keep fighting."	""	""	""	"14"	"Luck"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	3	"Rank1=LuckOfTheDraw01[00330B9A] | Rank2=LuckOfTheDraw02[00356A02] | Rank3=LuckOfTheDraw03[00356A03]"	00330B9A	"LuckOfTheDraw01"	"Luck of the Draw"	00356A02	"LuckOfTheDraw02"	"Luck of the Draw"	00356A03	"LuckOfTheDraw03"	"Luck of the Draw"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00356A0A	"LuckyBreakCard"	"LuckyBreak"	"If it ain't broke, don't fix it!"	""	""	""	"24"	"Luck"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	3	"Rank1=LuckyBreak01[00356A06] | Rank2=LuckyBreak02[00356A07] | Rank3=LuckyBreak03[00356A08]"	00356A06	"LuckyBreak01"	"Lucky Break"	00356A07	"LuckyBreak02"	"Lucky Break"	00356A08	"LuckyBreak03"	"Lucky Break"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00356A1C	"HackerExpertCard"	"HackerExpert"	"Exploit security vulnerabilities to hack more advanced terminal security."	""	""	""	"22"	"Intelligence"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=HackerExpert01[00356A17]"	00356A17	"HackerExpert01"	"Hacker Expert"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00356A1D	"HackerMasterCard"	"HackerMaster"	"You're a ghost in the system."	""	""	""	"38"	"Intelligence"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=HackerMaster01[00356A1A]"	00356A1A	"HackerMaster01"	"Hacker Master"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0035B80E	"AdamantiumSkeletonCard"	"AdamantiumSkeleton"	"Your skeleton has been infused with indestructible metal!"	""	""	""	"21"	"Endurance"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=AdamantiumSkeleton01[0004C92D]"	0004C92D	"AdamantiumSkeleton01"	"Adamantium Skeleton"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003701A9	"AquaBoyGirlCard"	"Aquaboy"	"Water is your ally."	""	""	""	"26"	"Endurance"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=Aquaboy01[000E36F9]"	000E36F9	"Aquaboy01"	"Aquaboy"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003701B3	"EscapeArtistCard"	"EscapeArtist"	"Hide in plain sight."	""	""	""	"35"	"Agility"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=EscapeArtist01[003701B2]"	003701B2	"EscapeArtist01"	"Escape Artist"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003701B7	"CannibalCard"	"Cannibal"	"Feast on mortal flesh to heal your wounds!"	""	""	""	"15"	"Endurance"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=Cannibal01[0004B259]"	0004B259	"Cannibal01"	"Cannibal"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003701BB	"CUT_LocksmithCard"	"Locksmith"	"Keep out unwanted fingers."	""	""	""	"11"	"Intelligence"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	3	"Rank1=Locksmith01[003701B8] | Rank2=Locksmith02[003701B9] | Rank3=Locksmith03[003701BA]"	003701B8	"Locksmith01"	"Locksmith"	003701B9	"Locksmith02"	"Locksmith"	003701BA	"Locksmith03"	"Locksmith"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003701BD	"FireInTheHoleCard"	"FireInTheHole"	"Put it there!"	""	""	""	"5"	"Strength"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=FireInTheHole01[003701BC]"	003701BC	"FireInTheHole01"	"Strong Arm"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003701BE	"FourLeafCloverCard"	"FourLeafClover"	"Feeling Lucky? You should!"	""	""	""	"29"	"Luck"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=FourLeafClover01[0004D895]"	0004D895	"FourLeafClover01"	"Four Leaf Clover"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003701BF	"GunFuCard"	"GunFu"	"You've learned to apply ancient martial arts to gunplay!"	""	""	""	"50"	"Agility"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	3	"Rank1=GunFu01[0004D881] | Rank2=GunFu02[001D244F] | Rank3=GunFu03[001D245C]"	0004D881	"GunFu01"	"Gun Fu"	001D244F	"GunFu02"	"Gun Fu"	001D245C	"GunFu03"	"Gun Fu"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003701C4	"POST_PenetratorCard"	"Penetrator"	"There's no place to hide!"	""	""	""	"50"	"Perception"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	3	"Rank1=Penetrator01[00024AFF] | Rank2=Penetrator02[001D2477] | Rank3=Penetrator03[003701C3]"	00024AFF	"Penetrator01"	"Penetrator"	001D2477	"Penetrator02"	"Penetrator"	003701C3	"Penetrator03"	"Penetrator"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003701C5	"RefractorCard"	"Refractor"	"You must be part mirror!"	""	""	""	"32"	"Perception"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=Refractor01[000CA99D]"	000CA99D	"Refractor01"	"Refractor"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003701C6	"RadResistantCard"	"RadResistant"	"Exposure to the Wasteland has made you more resilient."	""	""	""	"34"	"Endurance"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=RadResistant01[001D2479]"	001D2479	"RadResistant01"	"Rad Resistant"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003777F8	"ChemResistantCard"	"ChemResistant"	"All the rush without the hassle!"	""	""	""	"43"	"Endurance"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	2	"Rank1=ChemResistant01[0004A0D5] | Rank2=ChemResistant02[00065E0C]"	0004A0D5	"ChemResistant01"	"Chem Resistant"	00065E0C	"ChemResistant02"	"Chem Resistant"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003777F9	"AwarenessCard"	"Awareness"	"To defeat your enemies, know their weaknesses!"	""	""	""	"20"	"Perception"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=Awareness01[000D2287]"	000D2287	"Awareness01"	"Awareness"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003808AF	"RadSpongeCard"	"RadSponge"	"Oh, the benefits of lead poisoning."	""	""	""	"44"	"Endurance"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=RadSponge01[003808A9]"	003808A9	"RadSponge01"	"Rad Sponge"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003808C0	"PhilanthropistCard"	"Philanthropist"	"Share and share alike!"	""	""	""	"39"	"Charisma"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	3	"Rank1=Philanthropist01[003808B0] | Rank2=Philanthropist02[003808BE] | Rank3=Philanthropist03[003808BF]"	003808B0	"Philanthropist01"	"Philanthropist"	003808BE	"Philanthropist02"	"Philanthropist"	003808BF	"Philanthropist03"	"Philanthropist"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003808C5	"HappyCamperCard"	"HappyCamper"	"There's no place like home."	""	""	""	"3"	"Charisma"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	2	"Rank1=HappyCamper01[003808C2] | Rank2=HappyCamper02[003808C3]"	003808C2	"HappyCamper01"	"Happy Camper"	003808C3	"HappyCamper02"	"Happy Camper"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003860B7	"StrangeInNumbersCard"	"StrangeInNumbers"	"Mutants unite!"	""	""	""	"42"	"Charisma"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=StrangeInNumbers01[003808D0]"	003808D0	"StrangeInNumbers01"	"Strange In Numbers"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003872E1	"TeamMedicCard"	"TeamMedic"	"Don't you die on me!"	""	""	""	"20"	"Charisma"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	3	"Rank1=TeamMedic01[00382A4D] | Rank2=TeamMedic02[00382A55] | Rank3=TeamMedic03[00382A56]"	00382A4D	"TeamMedic01"	"Team Medic"	00382A55	"TeamMedic02"	"Team Medic"	00382A56	"TeamMedic03"	"Team Medic"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003879A6	"BloodsuckerCard"	"Bloodsucker"	"At least you're an efficient bloodsucker!"	""	""	""	"11"	"Endurance"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=Bloodsucker01[00382A57]"	00382A57	"Bloodsucker01"	"Bloodsucker"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003896E2	"BatteriesIncludedCard"	"BatteriesIncluded"	"You're a power saver!"	""	""	""	"28"	"Intelligence"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	2	"Rank1=BatteriesIncluded01[003896DC] | Rank2=BatteriesIncluded02[003896E0]"	003896DC	"BatteriesIncluded01"	"Batteries Included"	003896E0	"BatteriesIncluded02"	"Batteries Included"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003896E6	"BandolierCard"	"Bandolier"	"Need. More. Bullets."	""	""	""	"22"	"Strength"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	2	"Rank1=Bandolier01[003896E3] | Rank2=Bandolier02[003896E4]"	003896E3	"Bandolier01"	"Bandolier"	003896E4	"Bandolier02"	"Bandolier"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003896EC	"SpiritualHealerCard"	"SpiritualHealer"	"Your spirit thrives when helping others."	""	""	""	"36"	"Charisma"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=SpiritualHealer01[003896E8]"	003896E8	"SpiritualHealer01"	"Spiritual Healer"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003896F9	"HomeDefenseCard"	"HomeDefense"	"Get off my lawn!"	""	""	""	"22"	"Agility"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	3	"Rank1=HomeDefense01[003896F6] | Rank2=HomeDefense02[003896F7] | Rank3=HomeDefense03[003896F8]"	003896F6	"HomeDefense01"	"Home Defense"	003896F7	"HomeDefense02"	"Home Defense"	003896F8	"HomeDefense03"	"Home Defense"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003896FA	"DeadManSprintingCard"	"DeadManRunning"	"Burst into the afterlife at a full sprint!"	""	""	""	"8"	"Agility"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	2	"Rank1=DeadManSprinting01[003896EE] | Rank2=DeadManSprinting02[003896F4]"	003896EE	"DeadManSprinting01"	"Dead Man Sprinting"	003896F4	"DeadManSprinting02"	"Dead Man Sprinting"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003896FB	"LightFootedCard"	"Lightfooted"	"Don't step there!"	""	""	""	"29"	"Agility"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=Lightfooted01[000B9882]"	000B9882	"Lightfooted01"	"Light Footed"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0038AB87	"WhiteKnightCard"	"WhiteKnight"	"Keep it clean and it lasts longer!"	""	""	""	"39"	"Intelligence"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	3	"Rank1=WhiteKnight01[0038AB84] | Rank2=WhiteKnight02[0038AB85] | Rank3=WhiteKnight03[0038AB86]"	0038AB84	"WhiteKnight01"	"White Knight"	0038AB85	"WhiteKnight02"	"White Knight"	0038AB86	"WhiteKnight03"	"White Knight"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0038AB8C	"HealingHandsCard"	"HealingHands"	"It's alive! ALIVE!"	""	""	""	"28"	"Charisma"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=HealingHands01[003896ED]"	003896ED	"HealingHands01"	"Healing Hands"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0038AB8D	"InjectorCard"	"Injector"	"Up and at 'em!"	""	""	""	"19"	"Charisma"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=Injector01[0038AB88]"	0038AB88	"Injector01"	"Injector"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0038AB93	"SecretAgentCard"	"SecretAgent"	"You're trained for reconnaissance and subterfuge."	""	""	""	"47"	"Agility"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	3	"Rank1=SecretAgent01[0038AB8E] | Rank2=SecretAgent02[0038AB90] | Rank3=SecretAgent03[0038AB91]"	0038AB8E	"SecretAgent01"	"Secret Agent"	0038AB90	"SecretAgent02"	"Secret Agent"	0038AB91	"SecretAgent03"	"Secret Agent"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0038AB97	"SquadManeuversCard"	"SquadManeuvers"	"Squad! Move out! Go go go!"	""	""	""	"37"	"Charisma"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	2	"Rank1=SquadManeuvers01[0038AB94] | Rank2=SquadManeuvers02[0038AB95]"	0038AB94	"SquadManeuvers01"	"Squad Maneuvers"	0038AB95	"SquadManeuvers02"	"Squad Maneuvers"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0038AB9B	"PackRatCard"	"PackRat"	"You see beauty in the rubbish."	""	""	""	"7"	"Strength"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	2	"Rank1=PackRat01[0038AB98] | Rank2=PackRat02[0038AB99]"	0038AB98	"PackRat01"	"Pack Rat"	0038AB99	"PackRat02"	"Pack Rat"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00391F0D	"OrdnanceExpressCard"	"OrdnanceExpress"	"You are an explosive freight train, literally."	""	""	""	"31"	"Strength"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	2	"Rank1=OrdnanceExpress01[00391F0A] | Rank2=OrdnanceExpress02[00391F0B]"	00391F0A	"OrdnanceExpress01"	"Ordnance Express"	00391F0B	"OrdnanceExpress02"	"Ordnance Express"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00391F13	"ClassFreakCard"	"ClassFreak"	"You were always the odd kid."	""	""	""	"46"	"Luck"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	3	"Rank1=ClassFreak01[00391F0E] | Rank2=ClassFreak02[00391F11] | Rank3=ClassFreak03[00391F12]"	00391F0E	"ClassFreak01"	"Class Freak"	00391F11	"ClassFreak02"	"Class Freak"	00391F12	"ClassFreak03"	"Class Freak"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00391F19	"CuratorCard"	"Curator"	"You're a keeper!"	""	""	""	"19"	"Intelligence"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=Curator01[00391F14]"	00391F14	"Curator01"	"Curator"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00391F1D	"StormChaserCard"	"StormChaser"	"A little rain is good for the soul."	""	""	""	"35"	"Luck"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	2	"Rank1=StormChaser01[00391F1A] | Rank2=StormChaser02[00391F1C]"	00391F1A	"StormChaser01"	"Storm Chaser"	00391F1C	"StormChaser02"	"Storm Chaser"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00391F25	"PowerPatcherCard"	"PowerPatcher"	"You're a certified Power Armor repair technician."	""	""	""	"44"	"Intelligence"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	3	"Rank1=PowerPatcher01[00391F22] | Rank2=PowerPatcher02[00391F23] | Rank3=PowerPatcher03[00391F24]"	00391F22	"PowerPatcher01"	"Power Patcher"	00391F23	"PowerPatcher02"	"Power Patcher"	00391F24	"PowerPatcher03"	"Power Patcher"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00391F26	"PainTrainCard"	"PainTrain"	"Choo choo! All aboard!"	""	""	""	"41"	"Strength"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	3	"Rank1=PainTrain01[0004D89B] | Rank2=PainTrain02[00065E3C] | Rank3=PainTrain03[00065E3D]"	0004D89B	"PainTrain01"	"Pain Train"	00065E3C	"PainTrain02"	"Pain Train"	00065E3D	"PainTrain03"	"Pain Train"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00393F4D	"ColaNutCard"	"ColaNut"	"Zap that thirst!"	""	""	""	"14"	"Endurance"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	2	"Rank1=ColaNut01[00393F4B] | Rank2=ColaNut02[00393F4C]"	00393F4B	"ColaNut01"	"Cola Nut"	00393F4C	"ColaNut02"	"Cola Nut"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00393F54	"AllNightLongCard"	"AllNightLong"	"One more mile!"	""	""	""	"41"	"Endurance"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=AllNightLong01[00393F51]"	00393F51	"AllNightLong01"	"All Night Long"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00393F58	"FireproofCard"	"Fireproof"	"Ultracite exposure has made you fireproof!"	""	""	""	"27"	"Endurance"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	3	"Rank1=Fireproof01[00393F55] | Rank2=Fireproof02[00393F57] | Rank3=Fireproof03[00393F59]"	00393F55	"Fireproof01"	"Fireproof"	00393F57	"Fireproof02"	"Fireproof"	00393F59	"Fireproof03"	"Fireproof"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00393F5C	"GoodDoggyCard"	"GoodDoggy"	"Who's a good dog? You're a good dog. Yes you are!"	""	""	""	"8"	"Endurance"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=GoodDoggy01[00393F5B]"	00393F5B	"GoodDoggy01"	"Good Doggy"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00393F65	"GlowSightCard"	"GlowSight"	"The weak spots glow brighter."	""	""	""	"33"	"Perception"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	3	"Rank1=GlowSight01[00393F62] | Rank2=GlowSight02[00393F63] | Rank3=GlowSight03[00393F64]"	00393F62	"GlowSight01"	"Glow Sight"	00393F63	"GlowSight02"	"Glow Sight"	00393F64	"GlowSight03"	"Glow Sight"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00393F6A	"GrenadierCard"	"Grenadier"	"Cool people don't look at explosions."	""	""	""	"35"	"Perception"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	2	"Rank1=Grenadier01[00393F66] | Rank2=Grenadier02[00393F69]"	00393F66	"Grenadier01"	"Grenadier"	00393F69	"Grenadier02"	"Grenadier"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00393F6D	"POST_GreaseMonkeyCard"	"GreaseMonkey"	"You were born with a wrench in your hand."	""	""	""	"33"	"Intelligence"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=POST_GreaseMonkey01[00393F6B]"	00393F6B	"POST_GreaseMonkey01"	"Grease Monkey"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00393F71	"HomebodyCard"	"Homebody"	"Home is where the heart is."	""	""	""	"19"	"Endurance"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=Homebody01[00393F6E]"	00393F6E	"Homebody01"	"Homebody"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00393F75	"SunKissedCard"	"SunKissed"	"Fight rays with rays."	""	""	""	"45"	"Endurance"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	2	"Rank1=SunKissed01[00393F72] | Rank2=SunKissed02[00393F74]"	00393F72	"SunKissed01"	"Sun Kissed"	00393F74	"SunKissed02"	"Sun Kissed"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00393F79	"MunchyResistanceCard"	"MunchyResistance"	"All the hanker without the hunger!"	""	""	""	"17"	"Endurance"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	2	"Rank1=MunchyResistance01[00393F76] | Rank2=MunchyResistance02[00393F77]"	00393F76	"MunchyResistance01"	"Munchy Resistance"	00393F77	"MunchyResistance02"	"Munchy Resistance"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00393F7D	"RadicoolCard"	"Radicool"	"What does not kill you makes you stronger!"	""	""	""	"38"	"Endurance"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=Radicool01[00393F7A]"	00393F7A	"Radicool01"	"Radicool"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00393F83	"CUT_FrayedGenesCard"	"FrayedGenes"	"Frayed genes are in!"	""	""	""	"38"	"Luck"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=CUT_FrayedGenes01[00393F80]"	00393F80	"CUT_FrayedGenes01"	"Frayed Genes"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00397CB2	"StarchedGenesCard"	"StarchedGenes"	"Your genes are stiff stuff!"	""	""	""	"30"	"Endurance"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=StarchedGenes02[00397CB1]"	00397CB1	"StarchedGenes02"	"Starched Genes"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00397CB8	"RevenantCard"	"Revenant"	"Arise, black vengeance!"	""	""	""	"32"	"Charisma"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=Revenant01[00397CB3]"	00397CB3	"Revenant01"	"Revenant"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00397CC5	"AdrenalineCard"	"Adrenaline"	"Living on the edge!"	""	""	""	"49"	"Agility"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=Adrenaline01[00397CBA]"	00397CBA	"Adrenaline01"	"Adrenaline"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0039CF9B	"HardBargainCard"	"HardBargain"	"You've mastered the art of the deal!"	""	""	""	"7"	"Charisma"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=HardBargain01[001D2456]"	001D2456	"HardBargain01"	"Hard Bargain"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0039CFA1	"MysteriousSaviorCard"	"MysteriousSavior"	"Victus fortuna iuvat."	""	""	""	"49"	"Luck"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	3	"Rank1=MysteriousSavior01[0039CF9C] | Rank2=MysteriousSavior02[0039CF9F] | Rank3=MysteriousSavior03[0039CFA0]"	0039CF9C	"MysteriousSavior01"	"Mysterious Savior"	0039CF9F	"MysteriousSavior02"	"Mysterious Savior"	0039CFA0	"MysteriousSavior03"	"Mysterious Savior"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0039CFA2	"ScrapperCard"	"Scrapper"	"Waste not, want not!"	""	""	""	"13"	"Intelligence"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=Scrapper01[00065E65]"	00065E65	"Scrapper01"	"Scrapper"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0039D06B	"GunsmithCard"	"Gunsmith"	"The best gun is a reliable gun."	""	""	""	"11"	"Intelligence"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	3	"Rank1=Gunsmith01[0039D068] | Rank2=Gunsmith02[0039D069] | Rank3=Gunsmith03[0039D06A]"	0039D068	"Gunsmith01"	"Gunsmith"	0039D069	"Gunsmith02"	"Gunsmith"	0039D06A	"Gunsmith03"	"Gunsmith"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003A4A4D	"AnimalFriendCard"	"AnimalFriend"	"Commune with beasts!"	""	""	""	"30"	"Charisma"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	3	"Rank1=AnimalFriend01[003A4A52] | Rank2=AnimalFriend02[003A4A53] | Rank3=AnimalFriend03[003A4A54]"	003A4A52	"AnimalFriend01"	"Animal Friend"	003A4A53	"AnimalFriend02"	"Animal Friend"	003A4A54	"AnimalFriend03"	"Animal Friend"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003A4A59	"WastelandWhispererCard"	"WastelandWhisperer"	"Master the post-apocalypse!"	""	""	""	"50"	"Charisma"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	3	"Rank1=WastelandWhisperer01[003A4A55] | Rank2=WastelandWhisperer02[003A4A56] | Rank3=WastelandWhisperer03[003A4A57]"	003A4A55	"WastelandWhisperer01"	"Wasteland Whisperer"	003A4A56	"WastelandWhisperer02"	"Wasteland Whisperer"	003A4A57	"WastelandWhisperer03"	"Wasteland Whisperer"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003BB50F	"AmmosmithCard"	"Ammosmith"	"You're an assembly line."	""	""	""	"34"	"Agility"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	2	"Rank1=Ammosmith01[003896DB] | Rank2=Ammosmith02[003BB50D]"	003896DB	"Ammosmith01"	"Ammosmith"	003BB50D	"Ammosmith02"	"Ammosmith"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
