SPEL_FormID	SPEL_EDID	SPEL_FULL	SPEL_DESC	Keywords_Flat	Keyword_1	Keyword_2	Keyword_3	Keyword_4	Keyword_5	Keyword_6	Keyword_7	Keyword_8	Keyword_9	Keyword_10	Keyword_11	Keyword_12	Keyword_13	Keyword_14	Keyword_15	Keyword_16	Keyword_17	Keyword_18	Keyword_19	Keyword_20	ETYP_FormID	ETYP_EDID	ETYP_FULL	SPIT_BaseCost	SPIT_Flags	SPIT_Type	SPIT_ChargeTime	SPIT_CastType	SPIT_TargetType	SPIT_CastDuration	SPIT_Range	SPIT_CastingPerk_FormID	SPIT_CastingPerk_EDID	SPIT_CastingPerk_FULL	EffectCount	MIID_MaxItemID	EffectIndex	EFID_MGEF_FormID	EFID_MGEF_EDID	EFID_MGEF_FULL	EFIT_EffectID	EFIT_Magnitude	EFIT_Area	EFIT_Duration	EFIT_Unknown	Conditions_Flat	Cond_1	Cond_2	Cond_3	Cond_4	Cond_5	Cond_6	Cond_7	Cond_8	Cond_9	Cond_10	Cond_11	Cond_12	Cond_13	Cond_14	Cond_15	Cond_16	Cond_17	Cond_18	Cond_19	Cond_20
005C6BFB	"DailyOps_Mutation_Resilient"	"Resilient"	"Can only be killed by a melee attack"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	1	"5"	0	005C6BF9	"DailyOps_MutationEffect_Resilient"	"Resilient"	"4"	"0.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
005C72BE	"DailyOps_MutationVFX_Resilient"	"Resilient VFX"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	1	"3"	0	005C72BD	"DailyOps_MutationEffectVFX_Resilient"	"Resilient VFX"	"3"	"0.000000"	"0"	"0"	""	"GetValue = 2.000000 10100000 | GetDead = 0.000000 10000000"	"GetValue = 2.000000 10100000"	"GetDead = 0.000000 10000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
005C9B33	"BS01_COMP_Medic_RestoreDisease_Spell"	"Ally: Cure Disease"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Spell"	"0.000000"	"Fire and Forget"	"Self"	"0.000000"	"0.000000"		""	""	1	"4"	0	003E08A3	"SURV_DiseaseCure_Potion_Effect"	"SURV_DiseaseCure_Potion_Effect_Severity_4_Virulent"	"4"	"100.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
005C9B34	"BS01_COMP_Medic_RestoreRads_Spell"	"Ally: Remove Rads"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Spell"	"0.000000"	"Fire and Forget"	"Self"	"0.000000"	"0.000000"		""	""	1	"3"	0	003896F2	"RestoreRadsGeneric"	"Remove Radiation"	"3"	"300.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
005C9B32	"BS01_COMP_Medic_RestoreHealth_Spell"	"Ally: Restore Health"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Spell"	"0.000000"	"Fire and Forget"	"Self"	"0.000000"	"0.000000"		""	""	1	"3"	0	00023735	"RestoreHealthGeneric"	"Restore Health"	"3"	"1500.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
005CBB8A	"LGN_SurvivalShortcut_Spell02"	"Stealth Spell"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	1	"3"	0	005CBB81	"LGN_SurvivalShortcut_Effect02"	"SurvivalShortcut"	"2"	"0.000000"	"0"	"0"	""	"HasPerk = 0.000000 10010000"	"HasPerk = 0.000000 10010000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
005CBB8B	"LGN_SurvivalShortcut_Spell03"	"Stealth Spell"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	1	"3"	0	005CBB82	"LGN_SurvivalShortcut_Effect03"	"SurvivalShortcut"	"2"	"0.000000"	"0"	"0"	""	"HasPerk = 0.000000 10010000"	"HasPerk = 0.000000 10010000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
005CBB89	"LGN_SurvivalShortcut_Spell01"	"Stealth Spell"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	1	"3"	0	005CBB80	"LGN_SurvivalShortcut_Effect01"	"SurvivalShortcut"	"2"	"0.000000"	"0"	"0"	""	"HasPerk = 0.000000 10010000"	"HasPerk = 0.000000 10010000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
005CBB8C	"LGN_SurvivalShortcut_Spell04"	"Stealth Spell"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	1	"3"	0	005CBB83	"LGN_SurvivalShortcut_Effect04"	"SurvivalShortcut"	"2"	"0.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
005CBBAB	"LGN_FunkyDuds_Spell03"	"Funky Duds"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	1	"4"	0	005CBBA3	"LGN_FunkyDuds_Effect"	"Poison Damage Resist"	"4"	"150.000000"	"0"	"0"	""	"HasPerk = 0.000000 10000000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 6.000000 11010000 | WornApparelHasKeywordCount = 6.000000 11010000 | WornApparelHasKeywordCount = 6.000000 11010000 | WornApparelHasKeywordCount = 6.000000 11010000"	"HasPerk = 0.000000 10000000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 6.000000 11010000"	"WornApparelHasKeywordCount = 6.000000 11010000"	"WornApparelHasKeywordCount = 6.000000 11010000"	"WornApparelHasKeywordCount = 6.000000 11010000"
005CBBA9	"LGN_FunkyDuds_Spell01"	"Funky Duds"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	1	"3"	0	005CBBA3	"LGN_FunkyDuds_Effect"	"Poison Damage Resist"	"2"	"50.000000"	"0"	"0"	""	"HasPerk = 0.000000 10000000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 6.000000 11010000 | WornApparelHasKeywordCount = 6.000000 11010000 | WornApparelHasKeywordCount = 6.000000 11010000 | WornApparelHasKeywordCount = 6.000000 11010000"	"HasPerk = 0.000000 10000000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 6.000000 11010000"	"WornApparelHasKeywordCount = 6.000000 11010000"	"WornApparelHasKeywordCount = 6.000000 11010000"	"WornApparelHasKeywordCount = 6.000000 11010000"
005CBBAC	"LGN_FunkyDuds_Spell04"	"Funky Duds"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	1	"4"	0	005CBBA3	"LGN_FunkyDuds_Effect"	"Poison Damage Resist"	"4"	"200.000000"	"0"	"0"	""	"WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 6.000000 11010000 | WornApparelHasKeywordCount = 6.000000 11010000 | WornApparelHasKeywordCount = 6.000000 11010000 | WornApparelHasKeywordCount = 6.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 6.000000 11010000"	"WornApparelHasKeywordCount = 6.000000 11010000"	"WornApparelHasKeywordCount = 6.000000 11010000"	"WornApparelHasKeywordCount = 6.000000 11010000"
005CBBAA	"LGN_FunkyDuds_Spell02"	"Funky Duds"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	1	"4"	0	005CBBA3	"LGN_FunkyDuds_Effect"	"Poison Damage Resist"	"4"	"100.000000"	"0"	"0"	""	"HasPerk = 0.000000 10000000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 6.000000 11010000 | WornApparelHasKeywordCount = 6.000000 11010000 | WornApparelHasKeywordCount = 6.000000 11010000 | WornApparelHasKeywordCount = 6.000000 11010000"	"HasPerk = 0.000000 10000000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 6.000000 11010000"	"WornApparelHasKeywordCount = 6.000000 11010000"	"WornApparelHasKeywordCount = 6.000000 11010000"	"WornApparelHasKeywordCount = 6.000000 11010000"
005CBE6B	"LGN_SizzlingStyle_Spell01"	"Fire Resist"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	1	"4"	0	005CBE65	"LGN_SizzlingStyle_Effect"	"Fire Damage Resist"	"4"	"50.000000"	"0"	"0"	""	"HasPerk = 0.000000 10000000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 6.000000 11010000 | WornApparelHasKeywordCount = 6.000000 11010000 | WornApparelHasKeywordCount = 6.000000 11010000 | WornApparelHasKeywordCount = 6.000000 11010000"	"HasPerk = 0.000000 10000000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 6.000000 11010000"	"WornApparelHasKeywordCount = 6.000000 11010000"	"WornApparelHasKeywordCount = 6.000000 11010000"	"WornApparelHasKeywordCount = 6.000000 11010000"
005CBE6C	"LGN_SizzlingStyle_Spell02"	"Fire Resist"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	1	"4"	0	005CBE65	"LGN_SizzlingStyle_Effect"	"Fire Damage Resist"	"4"	"100.000000"	"0"	"0"	""	"HasPerk = 0.000000 10000000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 6.000000 11010000 | WornApparelHasKeywordCount = 6.000000 11010000 | WornApparelHasKeywordCount = 6.000000 11010000 | WornApparelHasKeywordCount = 6.000000 11010000"	"HasPerk = 0.000000 10000000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 6.000000 11010000"	"WornApparelHasKeywordCount = 6.000000 11010000"	"WornApparelHasKeywordCount = 6.000000 11010000"	"WornApparelHasKeywordCount = 6.000000 11010000"
005CBE6D	"LGN_SizzlingStyle_Spell03"	"Fire Resist"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	1	"4"	0	005CBE65	"LGN_SizzlingStyle_Effect"	"Fire Damage Resist"	"4"	"150.000000"	"0"	"0"	""	"HasPerk = 0.000000 10000000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 6.000000 11010000 | WornApparelHasKeywordCount = 6.000000 11010000 | WornApparelHasKeywordCount = 6.000000 11010000"	"HasPerk = 0.000000 10000000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 6.000000 11010000"	"WornApparelHasKeywordCount = 6.000000 11010000"	"WornApparelHasKeywordCount = 6.000000 11010000"
005CBE6E	"LGN_SizzlingStyle_Spell04"	"Fire Resist"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	1	"4"	0	005CBE65	"LGN_SizzlingStyle_Effect"	"Fire Damage Resist"	"4"	"200.000000"	"0"	"0"	""	"WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 5.000000 11010000 | WornApparelHasKeywordCount = 6.000000 11010000 | WornApparelHasKeywordCount = 6.000000 11010000 | WornApparelHasKeywordCount = 6.000000 11010000 | WornApparelHasKeywordCount = 6.000000 11010000 | WornApparelHasKeywordCount = 6.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 5.000000 11010000"	"WornApparelHasKeywordCount = 6.000000 11010000"	"WornApparelHasKeywordCount = 6.000000 11010000"	"WornApparelHasKeywordCount = 6.000000 11010000"	"WornApparelHasKeywordCount = 6.000000 11010000"	"WornApparelHasKeywordCount = 6.000000 11010000"
005CF09C	"zzz_LGN_NuclearProliferator_Spell01"	"Nuclear Proliferator"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	1	"3"	0	005CF092	"zzz_LGN_NuclearProliferator_Effect01"	"NuclearProliferator"	"2"	"0.000000"	"0"	"0"	""	"HasPerk = 0.000000 10010000"	"HasPerk = 0.000000 10010000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
005CF09E	"zzz_LGN_NuclearProliferator_Spell03"	"Nuclear Proliferator"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	1	"3"	0	005CF094	"zzz_LGN_NuclearProliferator_Effect03"	"NuclearProliferator"	"2"	"0.000000"	"0"	"0"	""	"HasPerk = 0.000000 10010000"	"HasPerk = 0.000000 10010000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
