NPC_FormID	NPC_EDID	PropIndex	ActorValue_FormID	ActorValue_EDID	ActorValue_Name	Value	CurveTable_FormID	CurveTable_EDID
0065324A	LvlRefugeResponder_Female_Ghoul_XPD	2	000002C4	Endurance	Endurance	0.000000		
0065324A	LvlRefugeResponder_Female_Ghoul_XPD	3	000002C5	Charisma	Charisma	0.000000		
0065324A	LvlRefugeResponder_Female_Ghoul_XPD	4	000002C6	Intelligence	Intelligence	0.000000		
0065324A	LvlRefugeResponder_Female_Ghoul_XPD	5	000002C7	Agility	Agility	5.000000		
0065324A	LvlRefugeResponder_Female_Ghoul_XPD	6	000002C8	Luck	Luck	0.000000		
0065324A	LvlRefugeResponder_Female_Ghoul_XPD	7	000002CC	IdleChatterTimeMin		45.000000		
0065324A	LvlRefugeResponder_Female_Ghoul_XPD	8	000002CD	IdleChatterTimeMax		90.000000		
0065324A	LvlRefugeResponder_Female_Ghoul_XPD	9	000002D4	Health	Health	0.000000	0076E9FA	CT_Creatures_Health_Universal_Tier19
0065324A	LvlRefugeResponder_Female_Ghoul_XPD	10	000002D5	ActionPoints	Action Points	50.000000		
0065324A	LvlRefugeResponder_Female_Ghoul_XPD	11	000002DA	SpeedMult	Move Speed	100.000000		
00653241	EncRefugee08	0	000002C2	Strength	Strength	8.000000		
00653241	EncRefugee08	1	000002C3	Perception	Perception	4.000000		
00653241	EncRefugee08	2	000002C4	Endurance	Endurance	0.000000		
00653241	EncRefugee08	3	000002C5	Charisma	Charisma	0.000000		
00653241	EncRefugee08	4	000002C6	Intelligence	Intelligence	0.000000		
00653241	EncRefugee08	5	000002C7	Agility	Agility	5.000000		
00653241	EncRefugee08	6	000002C8	Luck	Luck	0.000000		
00653241	EncRefugee08	7	000002CC	IdleChatterTimeMin		45.000000		
00653241	EncRefugee08	8	000002CD	IdleChatterTimeMax		90.000000		
00653241	EncRefugee08	9	000002D4	Health	Health	0.000000	0076E9FA	CT_Creatures_Health_Universal_Tier19
00653241	EncRefugee08	10	000002D5	ActionPoints	Action Points	50.000000		
00653241	EncRefugee08	11	000002DA	SpeedMult	Move Speed	100.000000		
0065323D	EncRefugee04	0	000002C2	Strength	Strength	5.000000		
0065323D	EncRefugee04	1	000002C3	Perception	Perception	4.000000		
0065323D	EncRefugee04	2	000002C4	Endurance	Endurance	0.000000		
0065323D	EncRefugee04	3	000002C5	Charisma	Charisma	0.000000		
0065323D	EncRefugee04	4	000002C6	Intelligence	Intelligence	0.000000		
0065323D	EncRefugee04	5	000002C7	Agility	Agility	5.000000		
0065323D	EncRefugee04	6	000002C8	Luck	Luck	0.000000		
0065323D	EncRefugee04	7	000002CC	IdleChatterTimeMin		45.000000		
0065323D	EncRefugee04	8	000002CD	IdleChatterTimeMax		90.000000		
0065323D	EncRefugee04	9	000002D4	Health	Health	0.000000	0076E9FA	CT_Creatures_Health_Universal_Tier19
0065323D	EncRefugee04	10	000002D5	ActionPoints	Action Points	50.000000		
0065323D	EncRefugee04	11	000002DA	SpeedMult	Move Speed	100.000000		
00653234	EncRefugeResponder06	0	000002C2	Strength	Strength	7.000000		
00653234	EncRefugeResponder06	1	000002C3	Perception	Perception	4.000000		
00653234	EncRefugeResponder06	2	000002C4	Endurance	Endurance	0.000000		
00653234	EncRefugeResponder06	3	000002C5	Charisma	Charisma	0.000000		
00653234	EncRefugeResponder06	4	000002C6	Intelligence	Intelligence	0.000000		
00653234	EncRefugeResponder06	5	000002C7	Agility	Agility	5.000000		
00653234	EncRefugeResponder06	6	000002C8	Luck	Luck	0.000000		
00653234	EncRefugeResponder06	7	000002CC	IdleChatterTimeMin		45.000000		
00653234	EncRefugeResponder06	8	000002CD	IdleChatterTimeMax		90.000000		
00653234	EncRefugeResponder06	9	000002D4	Health	Health	0.000000	0076E9FA	CT_Creatures_Health_Universal_Tier19
00653234	EncRefugeResponder06	10	000002D5	ActionPoints	Action Points	50.000000		
00653234	EncRefugeResponder06	11	000002DA	SpeedMult	Move Speed	100.000000		
0065324B	LvlRefugeResponder_Male_Ghoul_XPD	0	000002C2	Strength	Strength	8.000000		
0065324B	LvlRefugeResponder_Male_Ghoul_XPD	1	000002C3	Perception	Perception	4.000000		
0065324B	LvlRefugeResponder_Male_Ghoul_XPD	2	000002C4	Endurance	Endurance	0.000000		
0065324B	LvlRefugeResponder_Male_Ghoul_XPD	3	000002C5	Charisma	Charisma	0.000000		
0065324B	LvlRefugeResponder_Male_Ghoul_XPD	4	000002C6	Intelligence	Intelligence	0.000000		
0065324B	LvlRefugeResponder_Male_Ghoul_XPD	5	000002C7	Agility	Agility	5.000000		
0065324B	LvlRefugeResponder_Male_Ghoul_XPD	6	000002C8	Luck	Luck	0.000000		
0065324B	LvlRefugeResponder_Male_Ghoul_XPD	7	000002CC	IdleChatterTimeMin		45.000000		
0065324B	LvlRefugeResponder_Male_Ghoul_XPD	8	000002CD	IdleChatterTimeMax		90.000000		
0065324B	LvlRefugeResponder_Male_Ghoul_XPD	9	000002D4	Health	Health	0.000000	0076E9FA	CT_Creatures_Health_Universal_Tier19
0065324B	LvlRefugeResponder_Male_Ghoul_XPD	10	000002D5	ActionPoints	Action Points	50.000000		
0065324B	LvlRefugeResponder_Male_Ghoul_XPD	11	000002DA	SpeedMult	Move Speed	100.000000		
00653242	EncRefugee09	0	000002C2	Strength	Strength	8.000000		
00653242	EncRefugee09	1	000002C3	Perception	Perception	4.000000		
00653242	EncRefugee09	2	000002C4	Endurance	Endurance	0.000000		
00653242	EncRefugee09	3	000002C5	Charisma	Charisma	0.000000		
00653242	EncRefugee09	4	000002C6	Intelligence	Intelligence	0.000000		
00653242	EncRefugee09	5	000002C7	Agility	Agility	5.000000		
00653242	EncRefugee09	6	000002C8	Luck	Luck	0.000000		
00653242	EncRefugee09	7	000002CC	IdleChatterTimeMin		45.000000		
00653242	EncRefugee09	8	000002CD	IdleChatterTimeMax		90.000000		
00653242	EncRefugee09	9	000002D4	Health	Health	0.000000	0076E9FA	CT_Creatures_Health_Universal_Tier19
00653242	EncRefugee09	10	000002D5	ActionPoints	Action Points	50.000000		
00653242	EncRefugee09	11	000002DA	SpeedMult	Move Speed	100.000000		
00653232	EncRefugeResponder04	0	000002C2	Strength	Strength	5.000000		
00653232	EncRefugeResponder04	1	000002C3	Perception	Perception	4.000000		
00653232	EncRefugeResponder04	2	000002C4	Endurance	Endurance	0.000000		
00653232	EncRefugeResponder04	3	000002C5	Charisma	Charisma	0.000000		
00653232	EncRefugeResponder04	4	000002C6	Intelligence	Intelligence	0.000000		
00653232	EncRefugeResponder04	5	000002C7	Agility	Agility	5.000000		
00653232	EncRefugeResponder04	6	000002C8	Luck	Luck	0.000000		
00653232	EncRefugeResponder04	7	000002CC	IdleChatterTimeMin		45.000000		
00653232	EncRefugeResponder04	8	000002CD	IdleChatterTimeMax		90.000000		
00653232	EncRefugeResponder04	9	000002D4	Health	Health	0.000000	0076E9FA	CT_Creatures_Health_Universal_Tier19
00653232	EncRefugeResponder04	10	000002D5	ActionPoints	Action Points	50.000000		
00653232	EncRefugeResponder04	11	000002DA	SpeedMult	Move Speed	100.000000		
00653244	LvlRefugee_Female_XPD	0	000002C2	Strength	Strength	8.000000		
00653244	LvlRefugee_Female_XPD	1	000002C3	Perception	Perception	4.000000		
00653244	LvlRefugee_Female_XPD	2	000002C4	Endurance	Endurance	0.000000		
00653244	LvlRefugee_Female_XPD	3	000002C5	Charisma	Charisma	0.000000		
00653244	LvlRefugee_Female_XPD	4	000002C6	Intelligence	Intelligence	0.000000		
00653244	LvlRefugee_Female_XPD	5	000002C7	Agility	Agility	5.000000		
00653244	LvlRefugee_Female_XPD	6	000002C8	Luck	Luck	0.000000		
00653244	LvlRefugee_Female_XPD	7	000002CC	IdleChatterTimeMin		45.000000		
00653244	LvlRefugee_Female_XPD	8	000002CD	IdleChatterTimeMax		90.000000		
00653244	LvlRefugee_Female_XPD	9	000002D4	Health	Health	0.000000	0076E9FA	CT_Creatures_Health_Universal_Tier19
00653244	LvlRefugee_Female_XPD	10	000002D5	ActionPoints	Action Points	50.000000		
00653244	LvlRefugee_Female_XPD	11	000002DA	SpeedMult	Move Speed	100.000000		
00653236	EncRefugeResponder08	0	000002C2	Strength	Strength	8.000000		
00653236	EncRefugeResponder08	1	000002C3	Perception	Perception	4.000000		
00653236	EncRefugeResponder08	2	000002C4	Endurance	Endurance	0.000000		
00653236	EncRefugeResponder08	3	000002C5	Charisma	Charisma	0.000000		
00653236	EncRefugeResponder08	4	000002C6	Intelligence	Intelligence	0.000000		
00653236	EncRefugeResponder08	5	000002C7	Agility	Agility	5.000000		
00653236	EncRefugeResponder08	6	000002C8	Luck	Luck	0.000000		
00653236	EncRefugeResponder08	7	000002CC	IdleChatterTimeMin		45.000000		
00653236	EncRefugeResponder08	8	000002CD	IdleChatterTimeMax		90.000000		
00653236	EncRefugeResponder08	9	000002D4	Health	Health	0.000000	0076E9FA	CT_Creatures_Health_Universal_Tier19
00653236	EncRefugeResponder08	10	000002D5	ActionPoints	Action Points	50.000000		
00653236	EncRefugeResponder08	11	000002DA	SpeedMult	Move Speed	100.000000		
0065323B	EncRefugee02	0	000002C2	Strength	Strength	3.000000		
0065323B	EncRefugee02	1	000002C3	Perception	Perception	4.000000		
0065323B	EncRefugee02	2	000002C4	Endurance	Endurance	0.000000		
0065323B	EncRefugee02	3	000002C5	Charisma	Charisma	0.000000		
0065323B	EncRefugee02	4	000002C6	Intelligence	Intelligence	0.000000		
0065323B	EncRefugee02	5	000002C7	Agility	Agility	5.000000		
0065323B	EncRefugee02	6	000002C8	Luck	Luck	0.000000		
0065323B	EncRefugee02	7	000002CC	IdleChatterTimeMin		45.000000		
0065323B	EncRefugee02	8	000002CD	IdleChatterTimeMax		90.000000		
0065323B	EncRefugee02	9	000002D4	Health	Health	0.000000	0076E9FA	CT_Creatures_Health_Universal_Tier19
0065323B	EncRefugee02	10	000002D5	ActionPoints	Action Points	50.000000		
0065323B	EncRefugee02	11	000002DA	SpeedMult	Move Speed	100.000000		
00653239	LvlRefugeResponder_Female_XPD	0	000002C2	Strength	Strength	8.000000		
00653239	LvlRefugeResponder_Female_XPD	1	000002C3	Perception	Perception	4.000000		
00653239	LvlRefugeResponder_Female_XPD	2	000002C4	Endurance	Endurance	0.000000		
00653239	LvlRefugeResponder_Female_XPD	3	000002C5	Charisma	Charisma	0.000000		
00653239	LvlRefugeResponder_Female_XPD	4	000002C6	Intelligence	Intelligence	0.000000		
00653239	LvlRefugeResponder_Female_XPD	5	000002C7	Agility	Agility	5.000000		
00653239	LvlRefugeResponder_Female_XPD	6	000002C8	Luck	Luck	0.000000		
00653239	LvlRefugeResponder_Female_XPD	7	000002CC	IdleChatterTimeMin		45.000000		
00653239	LvlRefugeResponder_Female_XPD	8	000002CD	IdleChatterTimeMax		90.000000		
00653239	LvlRefugeResponder_Female_XPD	9	000002D4	Health	Health	0.000000	0076E9FA	CT_Creatures_Health_Universal_Tier19
00653239	LvlRefugeResponder_Female_XPD	10	000002D5	ActionPoints	Action Points	50.000000		
00653239	LvlRefugeResponder_Female_XPD	11	000002DA	SpeedMult	Move Speed	100.000000		
00653237	EncRefugeResponder09	0	000002C2	Strength	Strength	8.000000		
00653237	EncRefugeResponder09	1	000002C3	Perception	Perception	4.000000		
00653237	EncRefugeResponder09	2	000002C4	Endurance	Endurance	0.000000		
00653237	EncRefugeResponder09	3	000002C5	Charisma	Charisma	0.000000		
00653237	EncRefugeResponder09	4	000002C6	Intelligence	Intelligence	0.000000		
00653237	EncRefugeResponder09	5	000002C7	Agility	Agility	5.000000		
00653237	EncRefugeResponder09	6	000002C8	Luck	Luck	0.000000		
00653237	EncRefugeResponder09	7	000002CC	IdleChatterTimeMin		45.000000		
00653237	EncRefugeResponder09	8	000002CD	IdleChatterTimeMax		90.000000		
00653237	EncRefugeResponder09	9	000002D4	Health	Health	0.000000	0076E9FA	CT_Creatures_Health_Universal_Tier19
00653237	EncRefugeResponder09	10	000002D5	ActionPoints	Action Points	50.000000		
00653237	EncRefugeResponder09	11	000002DA	SpeedMult	Move Speed	100.000000		
00653247	LvlRefugee_Male_Human_XPD	0	000002C2	Strength	Strength	8.000000		
00653247	LvlRefugee_Male_Human_XPD	1	000002C3	Perception	Perception	4.000000		
00653247	LvlRefugee_Male_Human_XPD	2	000002C4	Endurance	Endurance	0.000000		
00653247	LvlRefugee_Male_Human_XPD	3	000002C5	Charisma	Charisma	0.000000		
00653247	LvlRefugee_Male_Human_XPD	4	000002C6	Intelligence	Intelligence	0.000000		
00653247	LvlRefugee_Male_Human_XPD	5	000002C7	Agility	Agility	5.000000		
00653247	LvlRefugee_Male_Human_XPD	6	000002C8	Luck	Luck	0.000000		
00653247	LvlRefugee_Male_Human_XPD	7	000002CC	IdleChatterTimeMin		45.000000		
00653247	LvlRefugee_Male_Human_XPD	8	000002CD	IdleChatterTimeMax		90.000000		
00653247	LvlRefugee_Male_Human_XPD	9	000002D4	Health	Health	0.000000	0076E9FA	CT_Creatures_Health_Universal_Tier19
00653247	LvlRefugee_Male_Human_XPD	10	000002D5	ActionPoints	Action Points	50.000000		
00653247	LvlRefugee_Male_Human_XPD	11	000002DA	SpeedMult	Move Speed	100.000000		
00653DD7	LvlFanaticUnique_GatherAndDeposit_XPD_Pitt02	0	000002C2	Strength	Strength	0.000000		
00653DD7	LvlFanaticUnique_GatherAndDeposit_XPD_Pitt02	1	000002C3	Perception	Perception	4.000000		
00653DD7	LvlFanaticUnique_GatherAndDeposit_XPD_Pitt02	2	000002C4	Endurance	Endurance	0.000000		
00653DD7	LvlFanaticUnique_GatherAndDeposit_XPD_Pitt02	3	000002C5	Charisma	Charisma	0.000000		
00653DD7	LvlFanaticUnique_GatherAndDeposit_XPD_Pitt02	4	000002C6	Intelligence	Intelligence	0.000000		
00653DD7	LvlFanaticUnique_GatherAndDeposit_XPD_Pitt02	5	000002C7	Agility	Agility	5.000000		
00653DD7	LvlFanaticUnique_GatherAndDeposit_XPD_Pitt02	6	000002C8	Luck	Luck	0.000000		
00653DD7	LvlFanaticUnique_GatherAndDeposit_XPD_Pitt02	7	000002CC	IdleChatterTimeMin		15.000000		
00653DD7	LvlFanaticUnique_GatherAndDeposit_XPD_Pitt02	8	000002CD	IdleChatterTimeMax		30.000000		
00653DD7	LvlFanaticUnique_GatherAndDeposit_XPD_Pitt02	9	000002D4	Health	Health	0.000000	0076E9F9	CT_Creatures_Health_Universal_Tier18
00653DD7	LvlFanaticUnique_GatherAndDeposit_XPD_Pitt02	10	000002D5	ActionPoints	Action Points	50.000000		
00653DD7	LvlFanaticUnique_GatherAndDeposit_XPD_Pitt02	11	000002DA	SpeedMult	Move Speed	100.000000		
00653DD7	LvlFanaticUnique_GatherAndDeposit_XPD_Pitt02	12	000002E3	DamageResist	Damage Resistance	0.000000	0076E994	CT_Creatures_Armor_Universal_Tier17
00653DD7	LvlFanaticUnique_GatherAndDeposit_XPD_Pitt02	13	000002E4	PoisonResist	Poison Resistance	0.000000	0076E98B	CT_Creatures_Armor_Universal_Tier08
00653DD7	LvlFanaticUnique_GatherAndDeposit_XPD_Pitt02	14	000002E5	FireResist	Fire Resistance	0.000000	0076E992	CT_Creatures_Armor_Universal_Tier15
00653DD7	LvlFanaticUnique_GatherAndDeposit_XPD_Pitt02	15	000002E7	FrostResist	Cryo Resistance	0.000000	0076E98A	CT_Creatures_Armor_Universal_Tier07
00653DD7	LvlFanaticUnique_GatherAndDeposit_XPD_Pitt02	16	000002EA	RadResistExposure	Radiation Resistance	0.000000	0076E98F	CT_Creatures_Armor_Universal_Tier12
00653DD7	LvlFanaticUnique_GatherAndDeposit_XPD_Pitt02	17	000002EB	EnergyResist	Energy Resistance	0.000000	0076E991	CT_Creatures_Armor_Universal_Tier14
0065408A	Test_JMoretto_Protectron	0	000002C3	Perception	Perception	7.000000		
0065408A	Test_JMoretto_Protectron	1	000002D4	Health	Health	0.000000	0076E9FB	CT_Creatures_Health_Universal_Tier20
0065408A	Test_JMoretto_Protectron	2	000002DA	SpeedMult	Move Speed	100.000000		
0065408A	Test_JMoretto_Protectron	3	001C5A31	ProtectronPersonalityValue	Protectron Personality Parameter	0.000000		
0065408B	Test_JMoretto_MrHandy	0	000002C3	Perception	Perception	8.000000		
0065408B	Test_JMoretto_MrHandy	1	000002D4	Health	Health	0.000000	0076E9F8	CT_Creatures_Health_Universal_Tier17
0065408B	Test_JMoretto_MrHandy	2	000002D5	ActionPoints	Action Points	50.000000		
0065408B	Test_JMoretto_MrHandy	3	000002DA	SpeedMult	Move Speed	100.000000		
0065408B	Test_JMoretto_MrHandy	4	007ADDD9	EncounterSkullIndex		0.000000		
006544C3	XPD_Pitt02_Danilo_DefendNPCModule	0	000002C2	Strength	Strength	8.000000		
006544C3	XPD_Pitt02_Danilo_DefendNPCModule	1	000002C3	Perception	Perception	4.000000		
006544C3	XPD_Pitt02_Danilo_DefendNPCModule	2	000002C4	Endurance	Endurance	0.000000		
006544C3	XPD_Pitt02_Danilo_DefendNPCModule	3	000002C5	Charisma	Charisma	0.000000		
006544C3	XPD_Pitt02_Danilo_DefendNPCModule	4	000002C6	Intelligence	Intelligence	0.000000		
006544C3	XPD_Pitt02_Danilo_DefendNPCModule	5	000002C7	Agility	Agility	5.000000		
006544C3	XPD_Pitt02_Danilo_DefendNPCModule	6	000002C8	Luck	Luck	0.000000		
006544C3	XPD_Pitt02_Danilo_DefendNPCModule	7	000002D4	Health	Health	0.000000	0076E9F9	CT_Creatures_Health_Universal_Tier18
006544C3	XPD_Pitt02_Danilo_DefendNPCModule	8	000002D5	ActionPoints	Action Points	50.000000		
006544C3	XPD_Pitt02_Danilo_DefendNPCModule	9	000002DA	SpeedMult	Move Speed	100.000000		
0065450C	XPD_HubRE_LvlProtectronWhitespring_Butler	0	000002C3	Perception	Perception	7.000000		
0065450C	XPD_HubRE_LvlProtectronWhitespring_Butler	1	000002D4	Health	Health	0.000000	0076E9FD	CT_Creatures_Health_Universal_Tier22
0065450C	XPD_HubRE_LvlProtectronWhitespring_Butler	2	000002DA	SpeedMult	Move Speed	100.000000		
0065450C	XPD_HubRE_LvlProtectronWhitespring_Butler	3	001C5A31	ProtectronPersonalityValue	Protectron Personality Parameter	0.000000		
0065450C	XPD_HubRE_LvlProtectronWhitespring_Butler	4	007ADDD9	EncounterSkullIndex		0.000000		
00654883	XPD_LvlProtectronWhitespring_Construction	0	000002C3	Perception	Perception	7.000000		
00654883	XPD_LvlProtectronWhitespring_Construction	1	000002D4	Health	Health	0.000000	0076E9FD	CT_Creatures_Health_Universal_Tier22
00654883	XPD_LvlProtectronWhitespring_Construction	2	000002DA	SpeedMult	Move Speed	100.000000		
00654883	XPD_LvlProtectronWhitespring_Construction	3	001C5A31	ProtectronPersonalityValue	Protectron Personality Parameter	0.000000		
00654883	XPD_LvlProtectronWhitespring_Construction	4	007ADDD9	EncounterSkullIndex		0.000000		
00654884	XPD_LvlProtectronWhitespring_White	0	000002C3	Perception	Perception	7.000000		
00654884	XPD_LvlProtectronWhitespring_White	1	000002D4	Health	Health	0.000000	0076E9FD	CT_Creatures_Health_Universal_Tier22
00654884	XPD_LvlProtectronWhitespring_White	2	000002DA	SpeedMult	Move Speed	100.000000		
00654884	XPD_LvlProtectronWhitespring_White	3	001C5A31	ProtectronPersonalityValue	Protectron Personality Parameter	0.000000		
00654884	XPD_LvlProtectronWhitespring_White	4	007ADDD9	EncounterSkullIndex		0.000000		
00654958	XPD_LvlMrHandyWhitespring_Standard_Gardener	0	000002C3	Perception	Perception	8.000000		
00654958	XPD_LvlMrHandyWhitespring_Standard_Gardener	1	000002D4	Health	Health	0.000000	0076E9F8	CT_Creatures_Health_Universal_Tier17
00654958	XPD_LvlMrHandyWhitespring_Standard_Gardener	2	000002D5	ActionPoints	Action Points	50.000000		
00654958	XPD_LvlMrHandyWhitespring_Standard_Gardener	3	000002DA	SpeedMult	Move Speed	100.000000		
00654958	XPD_LvlMrHandyWhitespring_Standard_Gardener	4	007ADDD9	EncounterSkullIndex		0.000000		
00654959	XPD_LvlAssaultron_Unaggressive	0	000002C3	Perception	Perception	6.000000		
00654959	XPD_LvlAssaultron_Unaggressive	1	000002C7	Agility	Agility	10.000000		
00654959	XPD_LvlAssaultron_Unaggressive	2	000002D4	Health	Health	0.000000	0076E9FF	CT_Creatures_Health_Universal_Tier24
00654959	XPD_LvlAssaultron_Unaggressive	3	000002DA	SpeedMult	Move Speed	100.000000		
00654959	XPD_LvlAssaultron_Unaggressive	4	000002E3	DamageResist	Damage Resistance	0.000000	0076E99A	CT_Creatures_Armor_Universal_Tier23
00654959	XPD_LvlAssaultron_Unaggressive	5	000002E4	PoisonResist	Poison Resistance	0.000000	0076E9B5	CT_Creatures_Armor_Universal_Tier50
00654959	XPD_LvlAssaultron_Unaggressive	6	000002E5	FireResist	Fire Resistance	0.000000	0076E995	CT_Creatures_Armor_Universal_Tier18
00654959	XPD_LvlAssaultron_Unaggressive	7	000002E7	FrostResist	Cryo Resistance	0.000000	0076E999	CT_Creatures_Armor_Universal_Tier22
00654959	XPD_LvlAssaultron_Unaggressive	8	000002EA	RadResistExposure	Radiation Resistance	0.000000	0076E9B5	CT_Creatures_Armor_Universal_Tier50
00654959	XPD_LvlAssaultron_Unaggressive	9	000002EB	EnergyResist	Energy Resistance	0.000000	0076E994	CT_Creatures_Armor_Universal_Tier17
006572BF	LvlUnionUnique_Prisoner_XPD_Pitt01	0	000002C2	Strength	Strength	8.000000		
006572BF	LvlUnionUnique_Prisoner_XPD_Pitt01	1	000002C3	Perception	Perception	4.000000		
006572BF	LvlUnionUnique_Prisoner_XPD_Pitt01	2	000002C4	Endurance	Endurance	0.000000		
006572BF	LvlUnionUnique_Prisoner_XPD_Pitt01	3	000002C5	Charisma	Charisma	0.000000		
006572BF	LvlUnionUnique_Prisoner_XPD_Pitt01	4	000002C6	Intelligence	Intelligence	0.000000		
006572BF	LvlUnionUnique_Prisoner_XPD_Pitt01	5	000002C7	Agility	Agility	5.000000		
006572BF	LvlUnionUnique_Prisoner_XPD_Pitt01	6	000002C8	Luck	Luck	0.000000		
006572BF	LvlUnionUnique_Prisoner_XPD_Pitt01	7	000002D4	Health	Health	0.000000	0076E9F7	CT_Creatures_Health_Universal_Tier16
006572BF	LvlUnionUnique_Prisoner_XPD_Pitt01	8	000002D5	ActionPoints	Action Points	50.000000		
006572BF	LvlUnionUnique_Prisoner_XPD_Pitt01	9	000002DA	SpeedMult	Move Speed	100.000000		
006583EC	EncTrogMelee00Template_XPD	0	000002C3	Perception	Perception	8.000000		
006583EC	EncTrogMelee00Template_XPD	1	000002D4	Health	Health	0.000000	0076E9FB	CT_Creatures_Health_Universal_Tier20
006583EC	EncTrogMelee00Template_XPD	2	000002D5	ActionPoints	Action Points	500.000000		
006583EC	EncTrogMelee00Template_XPD	3	000002DA	SpeedMult	Move Speed	100.000000		
006583EC	EncTrogMelee00Template_XPD	4	000002E3	DamageResist	Damage Resistance	0.000000	0076E993	CT_Creatures_Armor_Universal_Tier16
006583EC	EncTrogMelee00Template_XPD	5	000002E4	PoisonResist	Poison Resistance	0.000000	0076E9B5	CT_Creatures_Armor_Universal_Tier50
006583EC	EncTrogMelee00Template_XPD	6	000002E5	FireResist	Fire Resistance	0.000000	0076E996	CT_Creatures_Armor_Universal_Tier19
006583EC	EncTrogMelee00Template_XPD	7	000002E7	FrostResist	Cryo Resistance	0.000000	0076E992	CT_Creatures_Armor_Universal_Tier15
006583EC	EncTrogMelee00Template_XPD	8	000002EA	RadResistExposure	Radiation Resistance	0.000000	0076E996	CT_Creatures_Armor_Universal_Tier19
006583EC	EncTrogMelee00Template_XPD	9	000002EB	EnergyResist	Energy Resistance	0.000000	0076E990	CT_Creatures_Armor_Universal_Tier13
006586E5	EncTrogFledgling00Template_XPD	0	000002C3	Perception	Perception	8.000000		
006586E5	EncTrogFledgling00Template_XPD	1	000002D4	Health	Health	0.000000	0076E9FA	CT_Creatures_Health_Universal_Tier19
006586E5	EncTrogFledgling00Template_XPD	2	000002D5	ActionPoints	Action Points	500.000000		
006586E5	EncTrogFledgling00Template_XPD	3	000002DA	SpeedMult	Move Speed	100.000000		
006586E5	EncTrogFledgling00Template_XPD	4	000002E3	DamageResist	Damage Resistance	0.000000	0076E991	CT_Creatures_Armor_Universal_Tier14
006586E5	EncTrogFledgling00Template_XPD	5	000002E4	PoisonResist	Poison Resistance	0.000000	0076E9B5	CT_Creatures_Armor_Universal_Tier50
006586E5	EncTrogFledgling00Template_XPD	6	000002E5	FireResist	Fire Resistance	0.000000	0076E994	CT_Creatures_Armor_Universal_Tier17
006586E5	EncTrogFledgling00Template_XPD	7	000002E7	FrostResist	Cryo Resistance	0.000000	0076E991	CT_Creatures_Armor_Universal_Tier14
006586E5	EncTrogFledgling00Template_XPD	8	000002EA	RadResistExposure	Radiation Resistance	0.000000	0076E993	CT_Creatures_Armor_Universal_Tier16
006586E5	EncTrogFledgling00Template_XPD	9	000002EB	EnergyResist	Energy Resistance	0.000000	0076E98E	CT_Creatures_Armor_Universal_Tier11
006586E3	EncTrogSuperior00Template_XPD	0	000002C3	Perception	Perception	8.000000		
006586E3	EncTrogSuperior00Template_XPD	1	000002D4	Health	Health	0.000000	0076EA00	CT_Creatures_Health_Universal_Tier25
006586E3	EncTrogSuperior00Template_XPD	2	000002D5	ActionPoints	Action Points	500.000000		
006586E3	EncTrogSuperior00Template_XPD	3	000002DA	SpeedMult	Move Speed	100.000000		
006586E3	EncTrogSuperior00Template_XPD	4	000002E3	DamageResist	Damage Resistance	0.000000	0076E998	CT_Creatures_Armor_Universal_Tier21
006586E3	EncTrogSuperior00Template_XPD	5	000002E4	PoisonResist	Poison Resistance	0.000000	0076E9AE	CT_Creatures_Armor_Universal_Tier43
006586E3	EncTrogSuperior00Template_XPD	6	000002E5	FireResist	Fire Resistance	0.000000	0076E999	CT_Creatures_Armor_Universal_Tier22
006586E3	EncTrogSuperior00Template_XPD	7	000002E7	FrostResist	Cryo Resistance	0.000000	0076E994	CT_Creatures_Armor_Universal_Tier17
006586E3	EncTrogSuperior00Template_XPD	8	000002EA	RadResistExposure	Radiation Resistance	0.000000	0076E99E	CT_Creatures_Armor_Universal_Tier27
006586E3	EncTrogSuperior00Template_XPD	9	000002EB	EnergyResist	Energy Resistance	0.000000	0076E993	CT_Creatures_Armor_Universal_Tier16
006586E4	EncTrogGlowing00Template_XPD	0	000002C3	Perception	Perception	8.000000		
006586E4	EncTrogGlowing00Template_XPD	1	000002D4	Health	Health	0.000000	0076E9FB	CT_Creatures_Health_Universal_Tier20
006586E4	EncTrogGlowing00Template_XPD	2	000002D5	ActionPoints	Action Points	500.000000		
006586E4	EncTrogGlowing00Template_XPD	3	000002DA	SpeedMult	Move Speed	100.000000		
006586E4	EncTrogGlowing00Template_XPD	4	000002E3	DamageResist	Damage Resistance	0.000000	0076E996	CT_Creatures_Armor_Universal_Tier19
006586E4	EncTrogGlowing00Template_XPD	5	000002E4	PoisonResist	Poison Resistance	0.000000	0076E9AB	CT_Creatures_Armor_Universal_Tier40
006586E4	EncTrogGlowing00Template_XPD	6	000002E5	FireResist	Fire Resistance	0.000000	0076E998	CT_Creatures_Armor_Universal_Tier21
006586E4	EncTrogGlowing00Template_XPD	7	000002E7	FrostResist	Cryo Resistance	0.000000	0076E994	CT_Creatures_Armor_Universal_Tier17
006586E4	EncTrogGlowing00Template_XPD	8	000002EA	RadResistExposure	Radiation Resistance	0.000000	0076E9AB	CT_Creatures_Armor_Universal_Tier40
006586E4	EncTrogGlowing00Template_XPD	9	000002EB	EnergyResist	Energy Resistance	0.000000	0076E991	CT_Creatures_Armor_Universal_Tier14
