FormID	EDID	FULL	SNAM	TNAM	CNAM	ENAM	CondCount	Cond1	Cond2	Cond3	Cond4	Cond5	Cond6	Cond7	Cond8	Cond9	Cond10	Cond11	Cond12	Cond13	Cond14	Cond15	Cond16	Cond17	Cond18	Cond19	Cond20	Cond21	Cond22	Cond23	Cond24	Cond25	Cond26	Cond27	Cond28	Cond29	Cond30	Cond31	Cond32	Cond33	Cond34	Cond35	Cond36	Cond37	Cond38	Cond39	Cond40	Cond41	Cond42	Cond43	Cond44	Cond45	Cond46	Cond47	Cond48	Cond49	Cond50	Cond51	Cond52	DNAM	JASF
00547816	CUT_Challenge_Reuse02	Repair Pipes in the Engineering Wing	 NONE	0	Lifetime	Sub Challenge (Unsorted)	0																																																						PETS_TEMP.json
00547675	CUT_Challenge_Daily_LevelUp_Different_Variant4_SUB_while_IntoxicatedHungover_Vaults	Level up while Intoxicated	 NONE	0	Daily	Sub Challenge (Unsorted)	3	Top:Subject.IsOnChems() = 1.000000	Top:Subject.HasMagicEffectKeyword(AlcoholEffect [KYWD:0005240A]) = 1.000000	Top:Subject.HasMagicEffectKeyword(AlcoholHangover [KYWD:0040F6BB]) = 1.000000																																																			Challenge_Daily_LevelUp_Different_Variant4_SUB_while_IntoxicatedHungover_Vaults.json
005477BE	CUT_Challenge_Weekly_Clear_Vault96_Mission2_SUB_Kill_Robots_in_Atrium_Tier1_Vaults	Destroy Robots in Vault 96's Atrium	 NONE	0	Weekly	Sub Challenge (Unsorted)	3	Top:Target.HasKeyword(ActorTypeRobot [KYWD:0002CB73]) = 1.000000	Top:Subject.GetInCurrentLocation(Vault96InteriorLocation "Vault 96" [LCTN:0041F806]) = 1.000000	Top:Subject.GetValue(V96_ChallengeTriggerValue [AVIF:00547813]) = 1.000000																																																			Challenge_Weekly_Clear_Vault96_Mission2_SUB_Kill_Robots_in_Atrium_Tier1_Vaults.json
00547808	POST_Challenge_Weekly_Build_Workshop_CAMP_Taxidermy_SUB_Radstag_Vaults	Build a Mounted Radstag Head in your C.A.M.P.	 NONE	0	Weekly	Sub Challenge (Unsorted)	2	Top:Subject.IsPlayerInCampOwned() = 1.000000	Top:Target.CHAL_IsTargetWorkshopRecipe(workshop_co_CondProxy_Taxidermy_Radstag01 [COBJ:0007856F]) = 1.000000																																																				POST_Challenge_Weekly_Build_Workshop_CAMP_Taxidermy_SUB_Radstag_Vaults.json
005476CD	CUT_Challenge_Lifetime_Survey_Vault94_SUB_Camera_StranglerHeart_Vaults	Take a Camera Photo of the Strangler Heart in Vault 94 (Mission 1)	 NONE	0	Lifetime	Sub Challenge (Unsorted)	2	Top:Target List.GetIsID(StranglerHeart "Strangler Heart" [ACTI:0013DB3E], 1) = 1.000000	Top:Subject.GetInCurrentLocation(Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]) = 1.000000																																																				Challenge_Lifetime_Survey_Vault94_SUB_Camera_StranglerHeart_Vaults.json
00547656	CUT_Challenge_Daily_Craft_Chems_SUB_Buffout_Vaults	Craft Buffout	 NONE	0	Daily	Sub Challenge (Unsorted)	1	Top:Target.HasKeyword(ChemTypeBuffout [KYWD:004869B3]) = 1.000000																																																					Challenge_Daily_Craft_Chems_SUB_Buffout_Vaults.json
005476C5	CUT_Challenge_Lifetime_Survey_Vault94_META_Vaults	Survey Vault 94	 NONE	6	Lifetime	Sub Challenge (Unsorted)	0																																																					Reward0:00630FB6:ChallengeReward_DONOTUSE_Challenge_Lifetime_Survey_Vault94_META_Vaults:GMRW	Challenge_Lifetime_Survey_Vault94_META_Vaults.json
005477F8	POST_Challenge_Weekly_Build_Workshop_CAMP_Taxidermy_SUB_HoneyBeast_Vaults	Build a Mounted Honey Beast in your C.A.M.P.	 NONE	0	Weekly	Sub Challenge (Unsorted)	2	Top:Subject.IsPlayerInCampOwned() = 1.000000	Top:Target.CHAL_IsTargetWorkshopRecipe(workshop_co_CondProxy_Taxidermy_HoneyBeast [COBJ:0050CBBF]) = 1.000000																																																				POST_Challenge_Weekly_Build_Workshop_CAMP_Taxidermy_SUB_HoneyBeast_Vaults.json
0054768D	CUT_Challenge_Lifetime_Complete_Vault96_META_Vaults	Complete Vault 96 Missions		6	Lifetime	Sub Challenge (Unsorted)	0																																																						Challenge_Lifetime_Complete_Vault96_META_Vaults.json
0054778F	CUT_Challenge_Weekly_Clear_Vault96_Mission1_SUB_Collect_GeneticResearch_Tier2_Vaults	Collect Genetic Research in Vault 96	 NONE	0	Weekly	Sub Challenge (Unsorted)	2	Top:Subject.GetInCurrentLocation(Vault96InteriorLocation "Vault 96" [LCTN:0041F806]) = 1.000000	Top:Target.HasKeyword(Challenge_Vault96_GeneticResearch [KYWD:005476FD]) = 1.000000																																																				Challenge_Weekly_Clear_Vault96_Mission1_SUB_Collect_GeneticResearch_Tier2_Vaults.json
0054777A	CUT_Challenge_Weekly_Clear_Vault94_Mission3_SUB_QuestComplete_Expert_Tier2_Vaults	Complete Vault 94 Mission 3: "Washout" (Expert Mode)	 NONE	0	Weekly	Sub Challenge (Unsorted)	2	Top:Subject.GetValue(V94_DifficultyModeValue [AVIF:00547812]) = 3.000000	Top:Target.IsInList(Challenge_Quests_Vault94_Mission3_Formlist "Vault 94 - Mission 3" [FLST:005476EB]) = 1.000000																																																				Challenge_Weekly_Clear_Vault94_Mission3_SUB_QuestComplete_Expert_Tier2_Vaults.json
005476DD	CUT_Challenge_Lifetime_Survey_Vault96_SUB_Photomode_Diorama_Mine_Vaults	Use Photomode in Vault 96's Mine Diorama Room	 NONE	0	Lifetime	Sub Challenge (Unsorted)	2	Top:Subject.GetInCurrentLocation(Vault96InteriorLocation "Vault 96" [LCTN:0041F806]) = 1.000000	Top:Subject.GetValue(V96_ChallengeTriggerValue [AVIF:00547813]) = 4.000000																																																				Challenge_Lifetime_Survey_Vault96_SUB_Photomode_Diorama_Mine_Vaults.json
005477A4	CUT_Challenge_Weekly_Clear_Vault96_Mission1_SUB_QuestComplete_Expert_Tier2_Vaults	Complete Vault 96 Mission 1: "Creature Feature" (Expert Mode)	 NONE	0	Weekly	Sub Challenge (Unsorted)	2	Top:Subject.GetValue(V96_DifficultyModeValue [AVIF:00427843]) = 3.000000	Top:Target.IsInList(Challenge_Quests_Vault96_Mission1_Formlist "Vault 96 - Mission 1" [FLST:005476ED]) = 1.000000																																																				Challenge_Weekly_Clear_Vault96_Mission1_SUB_QuestComplete_Expert_Tier2_Vaults.json
005476C1	CUT_Challenge_Lifetime_Secure_Vault96_SUB_Kill_Protectrons_Vaults	Kill Corrupted Protectrons in Vault 96	 NONE	0	Lifetime	Sub Challenge (Unsorted)	2	Top:Target.HasKeyword(ActorTypeProtectron [KYWD:004EA019]) = 1.000000	Top:Subject.GetInCurrentLocation(Vault96InteriorLocation "Vault 96" [LCTN:0041F806]) = 1.000000																																																				Challenge_Lifetime_Secure_Vault96_SUB_Kill_Protectrons_Vaults.json
005476D4	CUT_Challenge_Lifetime_Survey_Vault94_SUB_Photomode_PumpControlRoom_Vaults	Use Photomode in Vault 94's Pump Control Room	 NONE	0	Lifetime	Sub Challenge (Unsorted)	2	Top:Subject.GetInCurrentLocation(Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]) = 1.000000	Top:Subject.GetValue(V94_ChallengeTriggerValue [AVIF:0053E4E5]) = 6.000000																																																				Challenge_Lifetime_Survey_Vault94_SUB_Photomode_PumpControlRoom_Vaults.json
00547736	CUT_Challenge_Weekly_Clear_Vault94_Mission2_SUB_Consume_Chems_Tier3_Vaults	Consume Chems in Vault 94	 NONE	0	Weekly	Sub Challenge (Unsorted)	2	Top:Subject.GetInCurrentLocation(Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]) = 1.000000	Top:Target.HasKeyword(ObjectTypeChem [KYWD:000F4AE7]) = 1.000000																																																				Challenge_Weekly_Clear_Vault94_Mission2_SUB_Consume_Chems_Tier3_Vaults.json
0054779C	CUT_Challenge_Weekly_Clear_Vault96_Mission1_SUB_Kill_RadScorpions_Tier3_Vaults	Kill Radscorpions in Vault 96	 NONE	0	Weekly	Sub Challenge (Unsorted)	2	Top:Target.GetIsRace(RadScorpionRace "Radscorpion" [RACE:000636AB]) = 1.000000	Top:Subject.GetInCurrentLocation(Vault96InteriorLocation "Vault 96" [LCTN:0041F806]) = 1.000000																																																				Challenge_Weekly_Clear_Vault96_Mission1_SUB_Kill_RadScorpions_Tier3_Vaults.json
0054776F	CUT_Challenge_Weekly_Clear_Vault94_Mission3_SUB_Kill_Legendaries_Tier3_Vaults	Kill Legendary Enemies in Vault 94	 NONE	0	Weekly	Sub Challenge (Unsorted)	2	Top:Target.GetValue(EpicRankAV "Epic Rank" [AVIF:002129A2]) = 0.000000	Top:Subject.GetInCurrentLocation(Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]) = 1.000000																																																				Challenge_Weekly_Clear_Vault94_Mission3_SUB_Kill_Legendaries_Tier3_Vaults.json
00547724	CUT_Challenge_Weekly_Clear_Vault94_Mission1_SUB_QuestComplete_Novice_Tier3_Vaults	Complete Vault 94 Mission 1: "Dead in the Water" (Novice Mode)	 NONE	0	Weekly	Sub Challenge (Unsorted)	2	Top:Subject.GetValue(V94_DifficultyModeValue [AVIF:00547812]) = 1.000000	Top:Target.IsInList(Challenge_Quests_Vault94_Mission1_Formlist "Vault 94 Mission 1" [FLST:005476E9]) = 1.000000																																																				Challenge_Weekly_Clear_Vault94_Mission1_SUB_QuestComplete_Novice_Tier3_Vaults.json
0054780D	POST_Challenge_Weekly_Build_Workshop_CAMP_Taxidermy_SUB_Stingwing_Vaults	Build a Mounted Stingwing in your C.A.M.P.	 NONE	0	Weekly	Sub Challenge (Unsorted)	2	Top:Subject.IsPlayerInCampOwned() = 1.000000	Top:Target.CHAL_IsTargetWorkshopRecipe(workshop_co_CondProxy_Taxidermy_Stingwing01 [COBJ:0010FF27]) = 1.000000																																																				POST_Challenge_Weekly_Build_Workshop_CAMP_Taxidermy_SUB_Stingwing_Vaults.json
00547721	CUT_Challenge_Weekly_Clear_Vault94_Mission1_SUB_QuestComplete_Expert_Tier3_Vaults	Complete Vault 94 Mission 1: "Dead in the Water" (Expert Mode)	 NONE	0	Weekly	Sub Challenge (Unsorted)	2	Top:Subject.GetValue(V94_DifficultyModeValue [AVIF:00547812]) = 3.000000	Top:Target.IsInList(Challenge_Quests_Vault94_Mission1_Formlist "Vault 94 Mission 1" [FLST:005476E9]) = 1.000000																																																				Challenge_Weekly_Clear_Vault94_Mission1_SUB_QuestComplete_Expert_Tier3_Vaults.json
00547659	CUT_Challenge_Daily_Craft_Chems_SUB_Mentats_Vaults	Craft Mentats	 NONE	0	Daily	Sub Challenge (Unsorted)	1	Top:Target.HasKeyword(ChemTypeMentats [KYWD:005477E1]) = 1.000000																																																					Challenge_Daily_Craft_Chems_SUB_Mentats_Vaults.json
005476C0	CUT_Challenge_Lifetime_Secure_Vault96_SUB_Kill_MrGutsy_Vaults	Kill Corrupted Mr. Gutsy Robots in Vault 96	 NONE	0	Lifetime	Sub Challenge (Unsorted)	2	Top:Target.HasKeyword(ActorTypeMrHandy [KYWD:004EA018]) = 1.000000	Top:Subject.GetInCurrentLocation(Vault96InteriorLocation "Vault 96" [LCTN:0041F806]) = 1.000000																																																				Challenge_Lifetime_Secure_Vault96_SUB_Kill_MrGutsy_Vaults.json
005477C5	CUT_Challenge_Weekly_Clear_Vault96_Mission2_SUB_Kill_Robots_in_EngineeringWing_Tier2_Vaults	Destroy Robots in Vault 96's Engineering Wing	 NONE	0	Weekly	Sub Challenge (Unsorted)	3	Top:Target.HasKeyword(ActorTypeRobot [KYWD:0002CB73]) = 1.000000	Top:Subject.GetInCurrentLocation(Vault96InteriorLocation "Vault 96" [LCTN:0041F806]) = 1.000000	Top:Subject.GetValue(V96_ChallengeTriggerValue [AVIF:00547813]) = 7.000000																																																			Challenge_Weekly_Clear_Vault96_Mission2_SUB_Kill_Robots_in_EngineeringWing_Tier2_Vaults.json
005476D6	CUT_Challenge_Lifetime_Survey_Vault96_META_Vaults	Survey Vault 96		12	Lifetime	Sub Challenge (Unsorted)	0																																																						Challenge_Lifetime_Survey_Vault96_META_Vaults.json
005476B1	CUT_Challenge_Lifetime_Secure_Vault94_SUB_Kill_Bloodbugs_Vaults	Kill Bloodbugs in Vault 94	 NONE	0	Lifetime	Sub Challenge (Unsorted)	2	Top:Target.HasKeyword(ActorTypeBloodbug [KYWD:0013BDCB]) = 1.000000	Top:Subject.GetInCurrentLocation(Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]) = 1.000000																																																				Challenge_Lifetime_Secure_Vault94_SUB_Kill_Bloodbugs_Vaults.json
005476B3	CUT_Challenge_Lifetime_Secure_Vault94_SUB_Kill_FeralGhouls_Vaults	Kill Feral Ghouls in Vault 94	 NONE	0	Lifetime	Sub Challenge (Unsorted)	3	Top:Target.GetIsRace(FeralGhoulGlowingRace "Feral Ghoul" [RACE:000A96BF]) = 1.000000	Top:Target.GetIsRace(FeralGhoulRace "Feral Ghoul" [RACE:0006B4EC]) = 1.000000	Top:Subject.GetInCurrentLocation(Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]) = 1.000000																																																			Challenge_Lifetime_Secure_Vault94_SUB_Kill_FeralGhouls_Vaults.json
00547694	CUT_Challenge_Lifetime_Complete_Vault96_SUB_Mission2_Standard_Vaults	Complete Vault 96 Mission 2: "Gone Viral" (Standard Mode)	 NONE	0	Lifetime	Sub Challenge (Unsorted)	2	Top:Subject.GetValue(V96_DifficultyModeValue [AVIF:00427843]) = 2.000000	Top:Target.IsInList(Challenge_Quests_Vault96_Mission2_Formlist "Vault 96 - Mission 2" [FLST:005476EE]) = 1.000000																																																				Challenge_Lifetime_Complete_Vault96_SUB_Mission2_Standard_Vaults.json
005476B6	CUT_Challenge_Lifetime_Secure_Vault94_SUB_Kill_Mirelurks_Vaults	Kill Mirelurks in Vault 94	 NONE	0	Lifetime	Sub Challenge (Unsorted)	2	Top:Subject.GetInCurrentLocation(Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]) = 1.000000	Top:Target.HasKeyword(ActorTypeMirelurk [KYWD:0002CB71]) = 1.000000																																																				Challenge_Lifetime_Secure_Vault94_SUB_Kill_Mirelurks_Vaults.json
005476D0	CUT_Challenge_Lifetime_Survey_Vault94_SUB_Photomode_CommunityCouncilChamber_Vaults	Use Photomode in Vault 94's Community Council Chamber	 NONE	0	Lifetime	Sub Challenge (Unsorted)	2	Top:Subject.GetInCurrentLocation(Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]) = 1.000000	Top:Subject.GetValue(V94_ChallengeTriggerValue [AVIF:0053E4E5]) = 3.000000																																																				Challenge_Lifetime_Survey_Vault94_SUB_Photomode_CommunityCouncilChamber_Vaults.json
00547707	CUT_Challenge_Weekly_Clear_Vault94_Mission1_SUB_Acquire_VaultSteel_Tier1_Vaults	Acquire Vault Steel in Vault 94	 NONE	0	Weekly	Sub Challenge (Unsorted)	2	Top:Target.GetIsID(c_Steel_Vault94_scrap "Vault Steel Scrap" [MISC:0041023D]) = 1.000000	Top:Subject.GetInCurrentLocation(Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]) = 1.000000																																																				Challenge_Weekly_Clear_Vault94_Mission1_SUB_Acquire_VaultSteel_Tier1_Vaults.json
0054767A	SCORE_Challenge_Daily_Photomode_Your_CAMP_Vaults	Use Photomode in your own C.A.M.P.	Photos Taken	1	Daily	Sub Challenge (Unsorted)	1	Top:Subject.IsPlayerInCampOwned() = 1.000000																																																				Reward0:00668A69:ChallengeReward_SCORE_Challenge_Daily_Photo:GMRW	SCORE_Challenge_Daily_Photomode_Your_CAMP_Vaults.json
005476CF	CUT_Challenge_Lifetime_Survey_Vault94_SUB_Photomode_Atrium_Vaults	Use Photomode in Vault 94's Atrium	 NONE	0	Lifetime	Sub Challenge (Unsorted)	2	Top:Subject.GetInCurrentLocation(Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]) = 1.000000	Top:Subject.GetValue(V94_ChallengeTriggerValue [AVIF:0053E4E5]) = 2.000000																																																				Challenge_Lifetime_Survey_Vault94_SUB_Photomode_Atrium_Vaults.json
00547760	CUT_Challenge_Weekly_Clear_Vault94_Mission3_SUB_Acquire_VaultSteel_Tier3_Vaults	Acquire Vault Steel in Vault 94	 NONE	0	Weekly	Sub Challenge (Unsorted)	2	Top:Target.GetIsID(c_Steel_Vault94_scrap "Vault Steel Scrap" [MISC:0041023D]) = 1.000000	Top:Subject.GetInCurrentLocation(Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]) = 1.000000																																																				Challenge_Weekly_Clear_Vault94_Mission3_SUB_Acquire_VaultSteel_Tier3_Vaults.json
00547781	CUT_Challenge_Weekly_Clear_Vault94_Mission3_SUB_QuestComplete_Standard_Tier3_Vaults	Complete Vault 94 Mission 3: "Washout" (Standard Mode)	 NONE	0	Weekly	Sub Challenge (Unsorted)	2	Top:Subject.GetValue(V94_DifficultyModeValue [AVIF:00547812]) = 2.000000	Top:Target.IsInList(Challenge_Quests_Vault94_Mission3_Formlist "Vault 94 - Mission 3" [FLST:005476EB]) = 1.000000																																																				Challenge_Weekly_Clear_Vault94_Mission3_SUB_QuestComplete_Standard_Tier3_Vaults.json
00547765	CUT_Challenge_Weekly_Clear_Vault94_Mission3_SUB_Kill_Enemies_PumpControl_Tier2_Vaults	Kill Enemies in Vault 94's Pump Control Room	 NONE	0	Weekly	Sub Challenge (Unsorted)	2	Top:Subject.GetInCurrentLocation(Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]) = 1.000000	Top:Subject.GetValue(V94_ChallengeTriggerValue [AVIF:0053E4E5]) = 6.000000																																																				Challenge_Weekly_Clear_Vault94_Mission3_SUB_Kill_Enemies_PumpControl_Tier2_Vaults.json
005476B8	CUT_Challenge_Lifetime_Secure_Vault94_SUB_Kill_Stingwings_Vaults	Kill Stingwings in Vault 94	 NONE	0	Lifetime	Sub Challenge (Unsorted)	2	Top:Subject.GetInCurrentLocation(Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]) = 1.000000	Top:Target.HasKeyword(ActorTypeStingwing [KYWD:0013D03C]) = 1.000000																																																				Challenge_Lifetime_Secure_Vault94_SUB_Kill_Stingwings_Vaults.json
0054770A	CUT_Challenge_Weekly_Clear_Vault94_Mission1_SUB_HarvestPlants_Tier1_Vaults	Harvest Plants or Fungi inside Vault 94	 NONE	0	Weekly	Sub Challenge (Unsorted)	2	Top:Subject.GetInCell(zCUTVault94GECK "Vault 94 G.E.C.K. Wing" [CELL:00455993]) = 1.000000	Top:Subject.GetInCell(zCUTVault94Main "Vault 94" [CELL:00456F1D]) = 1.000000																																																				Challenge_Weekly_Clear_Vault94_Mission1_SUB_HarvestPlants_Tier1_Vaults.json
005476B2	CUT_Challenge_Lifetime_Secure_Vault94_SUB_Kill_CaveCrickets_Vaults	Kill Cave Crickets in Vault 94	 NONE	0	Lifetime	Sub Challenge (Unsorted)	2	Top:Subject.GetInCurrentLocation(Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]) = 1.000000	Top:Target.HasKeyword(ActorTypeCaveCricket [KYWD:00331ABE]) = 1.000000																																																				Challenge_Lifetime_Secure_Vault94_SUB_Kill_CaveCrickets_Vaults.json
00547748	CUT_Challenge_Weekly_Clear_Vault94_Mission2_SUB_Kill_MirelurkKing_Tier3_Vaults	Kill Mirelurk Kings in Vault 94	 NONE	0	Weekly	Sub Challenge (Unsorted)	2	Top:Target.GetIsRace(MirelurkKingRace "Mirelurk King" [RACE:000B7F91]) = 1.000000	Top:Subject.GetInCurrentLocation(Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]) = 1.000000																																																				Challenge_Weekly_Clear_Vault94_Mission2_SUB_Kill_MirelurkKing_Tier3_Vaults.json
00547761	CUT_Challenge_Weekly_Clear_Vault94_Mission3_SUB_Kill_CaveCrickets_Tier1_Vaults	Kill Cave Crickets in Vault 94	 NONE	0	Weekly	Sub Challenge (Unsorted)	2	Top:Target.GetIsRace(DLC04_CaveCricketRace "Cave Cricket" [RACE:00112A18]) = 1.000000	Top:Subject.GetInCurrentLocation(Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]) = 1.000000																																																				Challenge_Weekly_Clear_Vault94_Mission3_SUB_Kill_CaveCrickets_Tier1_Vaults.json
005476AE	CUT_Challenge_Lifetime_Secure_Vault94_META_Kill_Vaults	Secure Vault 94	 NONE	9	Lifetime	Sub Challenge (Unsorted)	0																																																					Reward0:00630FB5:ChallengeReward_DONOTUSE_Challenge_Lifetime_Secure_Vault94_META_Kill_Vaults:GMRW	Challenge_Lifetime_Secure_Vault94_META_Kill_Vaults.json
00547768	CUT_Challenge_Weekly_Clear_Vault94_Mission3_SUB_Kill_Enemies_ResidentialWing_Tier2_Vaults	Kill Enemies in Vault 94's Residential Wing	 NONE	0	Weekly	Sub Challenge (Unsorted)	2	Top:Subject.GetInCurrentLocation(Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]) = 1.000000	Top:Subject.GetValue(V94_ChallengeTriggerValue [AVIF:0053E4E5]) = 7.000000																																																				Challenge_Weekly_Clear_Vault94_Mission3_SUB_Kill_Enemies_ResidentialWing_Tier2_Vaults.json
00547773	CUT_Challenge_Weekly_Clear_Vault94_Mission3_SUB_Loot_Legendaries_Tier2_Vaults	Find Legendary Items in Vault 94	 NONE	0	Weekly	Sub Challenge (Unsorted)	6	Top:Subject.GetInCurrentLocation(Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]) = 1.000000	Top:Target.HasKeyword(ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]) = 1.000000	Top:Target.HasKeyword(ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]) = 1.000000	Top:Target.HasKeyword(ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]) = 1.000000	Top:Target.HasKeyword(ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]) = 1.000000	Top:Target.HasKeyword(ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]) = 1.000000																																																Challenge_Weekly_Clear_Vault94_Mission3_SUB_Loot_Legendaries_Tier2_Vaults.json
005476A0	CUT_Challenge_Lifetime_Craft_Armor_SUB_Vault94_Scout_LeftLeg_Vaults	Craft a Vault 94 Thorn or Solar Armor Left Leg	 NONE	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.HasKeyword(Challenge_Vault94_ScoutArmor_LegLeg [KYWD:005476F8]) = 1.000000																																																					Challenge_Lifetime_Craft_Armor_SUB_Vault94_Scout_LeftLeg_Vaults.json
0054775A	CUT_Challenge_Weekly_Clear_Vault94_Mission3_META_Tier2_Vaults	Clear the Vault 94 Mission: Washout		6	Weekly	Sub Challenge (Unsorted)	0																																																						Challenge_Weekly_Clear_Vault94_Mission3_META_Tier2_Vaults.json
00547689	CUT_Challenge_Lifetime_Complete_Vault94_SUB_Mission2_Standard_Vaults	Complete Vault 94 Mission 2: "Meltdown" (Standard Mode)	 NONE	0	Lifetime	Sub Challenge (Unsorted)	2	Top:Subject.GetValue(V94_DifficultyModeValue [AVIF:00547812]) = 2.000000	Top:Target.IsInList(Challenge_Quests_Vault94_Mission2_Formlist "Vault 94 - Mission 2" [FLST:005476EA]) = 1.000000																																																				Challenge_Lifetime_Complete_Vault94_SUB_Mission2_Standard_Vaults.json
00547747	CUT_Challenge_Weekly_Clear_Vault94_Mission2_SUB_Kill_MirelurkKing_Tier2_Vaults	Kill Mirelurk Kings in Vault 94	 NONE	0	Weekly	Sub Challenge (Unsorted)	2	Top:Target.GetIsRace(MirelurkKingRace "Mirelurk King" [RACE:000B7F91]) = 1.000000	Top:Subject.GetInCurrentLocation(Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]) = 1.000000																																																				Challenge_Weekly_Clear_Vault94_Mission2_SUB_Kill_MirelurkKing_Tier2_Vaults.json
00547777	CUT_Challenge_Weekly_Clear_Vault94_Mission3_SUB_Loot_SeedCanisters_Tier3_Vaults	Collect Seed Canisters in Vault 94	 NONE	0	Weekly	Sub Challenge (Unsorted)	2	Top:Subject.GetInCurrentLocation(Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]) = 1.000000	Top:Target.HasKeyword(Challenge_Vault94_SeedCanisters [KYWD:005476FB]) = 1.000000																																																				Challenge_Weekly_Clear_Vault94_Mission3_SUB_Loot_SeedCanisters_Tier3_Vaults.json
0054769F	CUT_Challenge_Lifetime_Craft_Armor_SUB_Vault94_Scout_LeftArm_Vaults	Craft a Vault 94 Thorn or Solar Armor Left Arm	 NONE	0	Lifetime	Sub Challenge (Unsorted)	1	Top:Target.HasKeyword(Challenge_Vault94_ScoutArmor_LeftArm [KYWD:005476F7]) = 1.000000																																																					Challenge_Lifetime_Craft_Armor_SUB_Vault94_Scout_LeftArm_Vaults.json
00547710	CUT_Challenge_Weekly_Clear_Vault94_Mission1_SUB_Kill_Atrium_Tier1_Vaults	Kill Enemies in Vault 94's Atrium	 NONE	0	Weekly	Sub Challenge (Unsorted)	2	Top:Subject.GetInCurrentLocation(Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]) = 1.000000	Top:Subject.GetValue(V94_ChallengeTriggerValue [AVIF:0053E4E5]) = 2.000000																																																				Challenge_Weekly_Clear_Vault94_Mission1_SUB_Kill_Atrium_Tier1_Vaults.json
005477A1	CUT_Challenge_Weekly_Clear_Vault96_Mission1_SUB_Loot_Legendaries_Tier2_Vaults	Find Legendary Items in Vault 96	 NONE	0	Weekly	Sub Challenge (Unsorted)	6	Top:Subject.GetInCurrentLocation(Vault96InteriorLocation "Vault 96" [LCTN:0041F806]) = 1.000000	Top:Target.HasKeyword(ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]) = 1.000000	Top:Target.HasKeyword(ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]) = 1.000000	Top:Target.HasKeyword(ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]) = 1.000000	Top:Target.HasKeyword(ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]) = 1.000000	Top:Target.HasKeyword(ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]) = 1.000000																																																Challenge_Weekly_Clear_Vault96_Mission1_SUB_Loot_Legendaries_Tier2_Vaults.json
00547779	CUT_Challenge_Weekly_Clear_Vault94_Mission3_SUB_QuestComplete_Expert_Tier1_Vaults	Complete Vault 94 Mission 3: "Washout" (Expert Mode)	 NONE	0	Weekly	Sub Challenge (Unsorted)	2	Top:Subject.GetValue(V94_DifficultyModeValue [AVIF:00547812]) = 3.000000	Top:Target.IsInList(Challenge_Quests_Vault94_Mission3_Formlist "Vault 94 - Mission 3" [FLST:005476EB]) = 1.000000																																																				Challenge_Weekly_Clear_Vault94_Mission3_SUB_QuestComplete_Expert_Tier1_Vaults.json
005477B1	CUT_Challenge_Weekly_Clear_Vault96_Mission2_META_Tier2_Vaults	Clear the Vault 96 Mission: Gone Viral		8	Weekly	Sub Challenge (Unsorted)	0																																																						Challenge_Weekly_Clear_Vault96_Mission2_META_Tier2_Vaults.json
005477FB	POST_Challenge_Weekly_Build_Workshop_CAMP_Taxidermy_SUB_MirelurkHunter_Vaults	Build a Mounted Mirelurk Hunter Head in your C.A.M.P.	 NONE	0	Weekly	Sub Challenge (Unsorted)	2	Top:Subject.IsPlayerInCampOwned() = 1.000000	Top:Target.CHAL_IsTargetWorkshopRecipe(workshop_co_CondProxy_Taxidermy_MirelurkHunter01 [COBJ:0010FF21]) = 1.000000																																																				POST_Challenge_Weekly_Build_Workshop_CAMP_Taxidermy_SUB_MirelurkHunter_Vaults.json
