QuestFormID	QuestEDID	QuestName	ObjectiveIndex	ObjectiveFlags	ObjectiveText	TargetIndex	TargetAliasID	TargetAliasName	TargetFlags	TargetConditions	TargetLinks
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	0								
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	100	Uses Timer	Wait near the campfire to hear Penny's tale	0	029 Trigger_Campfire	Trigger_Campfire			
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	125		Listen to <Alias=Actor_Penny>'s Tale	0	000 Actor_Penny	Actor_Penny			
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	200		Ring the bells (<Variable=BellCount/3>)	0	034 Activator_Bell_01	Activator_Bell_01			
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	200		Ring the bells (<Variable=BellCount/3>)	1	033 Activator_Bell_02	Activator_Bell_02			
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	200		Ring the bells (<Variable=BellCount/3>)	2	032 Activator_Bell_03	Activator_Bell_03			
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	250		"Welcome" the "campers"	0	037	Wave_Campers_00			
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	250		"Welcome" the "campers"	1	038	Wave_Campers_01			
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	250		"Welcome" the "campers"	2	039	Wave_Campers_02			
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	300		Clear away the scrub						
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	310		Gather Rocks (<Variable=RockCount>/13)						
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	320		Gather Herbs (<Variable=HerbCount>/13)						
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	330		Find Candles (<Variable=CandleCount>/13)						
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	400		Place Rocks (<Variable=PlacedRockCount>/13)						
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	410		Place Candles (<Variable=PlacedCandlesCount>/13)						
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	600		Get inside the Ring						
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	700		Kill the "Witch's familiars"						
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	800		Kill the Witch						
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	900		Destroy the "Ring of Protection"						
00403436	zzz_W05_SettlersDaily_Fieldhand	Daily: Fieldhand Needed!	100		Collect the feed from the barn	0	001 pickupItemQT	pickupItemQT			
00403436	zzz_W05_SettlersDaily_Fieldhand	Daily: Fieldhand Needed!	200		Fill the livestock troughs	0	023 activatorTarget01	activatorTarget01			
00403436	zzz_W05_SettlersDaily_Fieldhand	Daily: Fieldhand Needed!	210			0	023 activatorTarget01	activatorTarget01			
00403436	zzz_W05_SettlersDaily_Fieldhand	Daily: Fieldhand Needed!	220			0	027 activatorTarget02	activatorTarget02			
00403436	zzz_W05_SettlersDaily_Fieldhand	Daily: Fieldhand Needed!	230			0	028 activatorTarget03	activatorTarget03			
00403436	zzz_W05_SettlersDaily_Fieldhand	Daily: Fieldhand Needed!	240			0	029 activatorTarget04	activatorTarget04			
003F2DC9	zzz_W05_SettlersDaily_Stew	Daily: Stewing Over Things	50		Learn how to cook settler stew	0	003 recipeQT	recipeQT			
003F2DC9	zzz_W05_SettlersDaily_Stew	Daily: Stewing Over Things	100		Cook some settler stew						
003F2DC9	zzz_W05_SettlersDaily_Stew	Daily: Stewing Over Things	150		Get Sunny's special sauce from the storeroom	0	001 pickupItemQT	pickupItemQT			
003F2DC9	zzz_W05_SettlersDaily_Stew	Daily: Stewing Over Things	200		Deliver the stew to the kitchen	0	004 depositContainer	depositContainer			
003F2DC7	zzz_W05_SettlersDaily_Clinic	Daily: Donations for the Clinic	50		Learn how to make an Emergency Kit	0	003 recipeQT	recipeQT			
003F2DC7	zzz_W05_SettlersDaily_Clinic	Daily: Donations for the Clinic	100		Craft an Emergency Kit	0	001 pickupItemQT	pickupItemQT			
003F2DC7	zzz_W05_SettlersDaily_Clinic	Daily: Donations for the Clinic	150		Get the clean surgery tools	0	001 pickupItemQT	pickupItemQT			
003F2DC7	zzz_W05_SettlersDaily_Clinic	Daily: Donations for the Clinic	200		Deliver the Emergency Kit to the clinic	0	005 depositContainer	depositContainer			
003F28CC	zzz_W05_SettlersDaily_Painting	Daily: A Refreshing Outlook	100		Paint over the raider graffiti	0	011 activatorGraffiti01	activatorGraffiti01			
003F28CC	zzz_W05_SettlersDaily_Painting	Daily: A Refreshing Outlook	101		(optional) Get paint from the shed	0	002 pickupItemQT	pickupItemQT			
003F28CC	zzz_W05_SettlersDaily_Painting	Daily: A Refreshing Outlook	110			0	011 activatorGraffiti01	activatorGraffiti01			
003F28CC	zzz_W05_SettlersDaily_Painting	Daily: A Refreshing Outlook	120			0	012 activatorGraffiti02	activatorGraffiti02			
003F28CC	zzz_W05_SettlersDaily_Painting	Daily: A Refreshing Outlook	130			0	013 activatorGraffiti03	activatorGraffiti03			
003E4E89	PowerPlantEvent	Activity: Powering Up <Alias=PowerPlantTitleNameLocation>	20		Repair <Alias=PowerPlantShortNameLocation>						
003E4E89	PowerPlantEvent	Activity: Powering Up <Alias=PowerPlantTitleNameLocation>	21		Make basic repairs to the Reactor System	0	019 ReactorQT	ReactorQT			
003E4E89	PowerPlantEvent	Activity: Powering Up <Alias=PowerPlantTitleNameLocation>	21		Make basic repairs to the Reactor System	1	003	ReactorDestroyed		01000000|0.000000|GetVMQuestVariable|00 00 00|00 00|PowerPlantEvent "Activity: Powering Up <Alias=PowerPlantTitleNameLocation>" [QUST:003E4E89]|::ShowSubsystemReactorQTs_var|0|-1|Subject|	
003E4E89	PowerPlantEvent	Activity: Powering Up <Alias=PowerPlantTitleNameLocation>	22		Make basic repairs to the Generator System	0	020 GeneratorQT	GeneratorQT			
003E4E89	PowerPlantEvent	Activity: Powering Up <Alias=PowerPlantTitleNameLocation>	22		Make basic repairs to the Generator System	1	005	GeneratorDestroyed		01000000|0.000000|GetVMQuestVariable|00 00 00|00 00|PowerPlantEvent "Activity: Powering Up <Alias=PowerPlantTitleNameLocation>" [QUST:003E4E89]|::ShowSubsystemGeneratorQTs_var|0|-1|Subject|	
003E4E89	PowerPlantEvent	Activity: Powering Up <Alias=PowerPlantTitleNameLocation>	23		Make basic repairs to the Cooling System	0	027	CoolingQTs			
003E4E89	PowerPlantEvent	Activity: Powering Up <Alias=PowerPlantTitleNameLocation>	23		Make basic repairs to the Cooling System	1	007	CoolingDestroyed		01000000|0.000000|GetVMQuestVariable|00 00 00|00 00|PowerPlantEvent "Activity: Powering Up <Alias=PowerPlantTitleNameLocation>" [QUST:003E4E89]|::ShowSubsystemCoolingQTs_var|0|-1|Subject|	
003E4E89	PowerPlantEvent	Activity: Powering Up <Alias=PowerPlantTitleNameLocation>	30		(Optional) Finish repairs to <Alias=PowerPlantShortNameLocation>						
003E4E89	PowerPlantEvent	Activity: Powering Up <Alias=PowerPlantTitleNameLocation>	31		(Optional) Fully repair the Reactor System	0	019 ReactorQT	ReactorQT			
003E4E89	PowerPlantEvent	Activity: Powering Up <Alias=PowerPlantTitleNameLocation>	31		(Optional) Fully repair the Reactor System	1	003	ReactorDestroyed		01000000|0.000000|GetVMQuestVariable|00 00 00|00 00|PowerPlantEvent "Activity: Powering Up <Alias=PowerPlantTitleNameLocation>" [QUST:003E4E89]|::ShowSubsystemReactorQTs_var|0|-1|Subject|	
003E4E89	PowerPlantEvent	Activity: Powering Up <Alias=PowerPlantTitleNameLocation>	32		(Optional) Fully repair the Generator System	0	020 GeneratorQT	GeneratorQT			
003E4E89	PowerPlantEvent	Activity: Powering Up <Alias=PowerPlantTitleNameLocation>	32		(Optional) Fully repair the Generator System	1	005	GeneratorDestroyed		01000000|0.000000|GetVMQuestVariable|00 00 00|00 00|PowerPlantEvent "Activity: Powering Up <Alias=PowerPlantTitleNameLocation>" [QUST:003E4E89]|::ShowSubsystemGeneratorQTs_var|0|-1|Subject|	
003E4E89	PowerPlantEvent	Activity: Powering Up <Alias=PowerPlantTitleNameLocation>	33		(Optional) Fully repair the Cooling System	0	027	CoolingQTs			
003E4E89	PowerPlantEvent	Activity: Powering Up <Alias=PowerPlantTitleNameLocation>	33		(Optional) Fully repair the Cooling System	1	007	CoolingDestroyed		01000000|0.000000|GetVMQuestVariable|00 00 00|00 00|PowerPlantEvent "Activity: Powering Up <Alias=PowerPlantTitleNameLocation>" [QUST:003E4E89]|::ShowSubsystemCoolingQTs_var|0|-1|Subject|	
003E4E89	PowerPlantEvent	Activity: Powering Up <Alias=PowerPlantTitleNameLocation>	40		Restart <Alias=PowerPlantShortNameLocation>	0	022 ControlRoomTerminal	ControlRoomTerminal			
003E271D	CB15_ScorchedEarth	Event: Scorched Earth	10		Investigate the Fissure	0	035 AlphaSpawnMarker	AlphaSpawnMarker			
003E271D	CB15_ScorchedEarth	Event: Scorched Earth	100		Kill the Scorchbeast Queen	0	021 AlphaRef	AlphaRef			
003DF3FF	TW008	Event: Jail Break	100	Uses Timer	Climb to the rooftop through the courtyard	0	005 PrisonYardCenter	PrisonYardCenter			
003DF3FF	TW008	Event: Jail Break	110		Kill Mad Dog Malone's Gang	0	005 PrisonYardCenter	PrisonYardCenter			
003DF3FF	TW008	Event: Jail Break	150	Uses Timer	Time until attack begins						
003DF3FF	TW008	Event: Jail Break	200		(Optional) Repair turrets	0	031	AllTurrets		10000000|1.000000|IsBleedingOut|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject|	
003DF3FF	TW008	Event: Jail Break	500		(Optional) Kill super mutant that is targeting a turret	0	036 MiniBoss03	MiniBoss03		10000000|0.000000|GetDead|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject|	
003DF3FF	TW008	Event: Jail Break	600		(Optional) Kill super mutant with missile launcher	0	037 MiniBoss04	MiniBoss04		10000000|0.000000|GetDead|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject|	
003DF3FF	TW008	Event: Jail Break	700		Kill the super mutant suicider before he reaches the door	0	038 MiniBoss05	MiniBoss05		10000000|0.000000|GetDead|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject|	
003CF449	CUT_GQ_Invasion	Event: Super Mutant Invasion	100		Defeat the Super Mutants in <Alias=InvasionLocation01>	0	035 InvasionLocation01CenterMarker	InvasionLocation01CenterMarker			
003CF449	CUT_GQ_Invasion	Event: Super Mutant Invasion	200		Defeat the Super Mutants in <Alias=InvasionLocation02>	0	036 InvasionLocation02CenterMarker	InvasionLocation02CenterMarker			
003CF449	CUT_GQ_Invasion	Event: Super Mutant Invasion	300		Defeat the Super Mutants in <Alias=InvasionLocation03>	0	038 InvasionLocation03CenterMarker	InvasionLocation03CenterMarker			
003ADDF9	76ExitEventQuest	Event: Welcoming Committee	100	Uses Timer	Eliminate the Feral Ghouls Outside Vault 76 (<Variable=CurrentTargets>/<Variable=MaxTargets>)	0	000 SpawnArea01	SpawnArea01			
0034608A	CB06_ASAM	Activity: Surface to Air	10	Uses Timer	Defend the ASAM turret	0	000 ASAM	ASAM			
0034608A	CB06_ASAM	Activity: Surface to Air	20	Uses Timer	Repair the ASAM turret	0	000 ASAM	ASAM			
00331AB2	MTR10_Battle	Activity: Battle Bots	10		Engage the Security Robot	0	000 Robot01	Robot01			
00331AB2	MTR10_Battle	Activity: Battle Bots	20		Follow the Security Robot to its Bunker	0	000 Robot01	Robot01			
00331AB2	MTR10_Battle	Activity: Battle Bots	160		Retrieve Bunker Keycard Alpha	0	010 MrGutsyA	MrGutsyA		10000000|1.000000|GetStageDoneCurrentInstance|00 00 00|00 00|160 I've found the pre-war bunker used for housing the Hornwright Mining company's security robot. If I want to shut this all down, I'll need to get the keycards off Mr. Gutsy Robots...|00 00 00 00|0|-1|Subject|	
00331AB2	MTR10_Battle	Activity: Battle Bots	160		Retrieve Bunker Keycard Alpha	1	011 InteriorBunkerMarker	InteriorBunkerMarker		10000000|0.000000|GetStageDoneCurrentInstance|00 00 00|00 00|160 I've found the pre-war bunker used for housing the Hornwright Mining company's security robot. If I want to shut this all down, I'll need to get the keycards off Mr. Gutsy Robots...|00 00 00 00|0|-1|Subject|	
00331AB2	MTR10_Battle	Activity: Battle Bots	161		Retrieve Bunker Keycard Beta	0	012 MrGutsyB	MrGutsyB		10000000|1.000000|GetStageDoneCurrentInstance|00 00 00|00 00|160 I've found the pre-war bunker used for housing the Hornwright Mining company's security robot. If I want to shut this all down, I'll need to get the keycards off Mr. Gutsy Robots...|00 00 00 00|0|-1|Subject|	
00331AB2	MTR10_Battle	Activity: Battle Bots	180		Activate Access Keypad Alpha	0	015 KeyPadAlpha	KeyPadAlpha		10000000|0.000000|GetVMQuestVariable|00 00 00|00 00|MTR10_Battle "Activity: Battle Bots" [QUST:00331AB2]|::AlphaActivated_var|0|-1|Subject|	
00331AB2	MTR10_Battle	Activity: Battle Bots	181		Activate Access Keypad Beta	0	016 KeyPadBeta	KeyPadBeta		10000000|0.000000|GetVMQuestVariable|00 00 00|00 00|MTR10_Battle "Activity: Battle Bots" [QUST:00331AB2]|::BetaActivated_var|0|-1|Subject|	
00331AB2	MTR10_Battle	Activity: Battle Bots	182	Uses Timer	Activate the Other Keypad	0	015 KeyPadAlpha	KeyPadAlpha		10000000|0.000000|GetVMQuestVariable|00 00 00|00 00|MTR10_Battle "Activity: Battle Bots" [QUST:00331AB2]|::AlphaActivated_var|0|-1|Subject|	
00331AB2	MTR10_Battle	Activity: Battle Bots	182	Uses Timer	Activate the Other Keypad	1	016 KeyPadBeta	KeyPadBeta		10000000|0.000000|GetVMQuestVariable|00 00 00|00 00|MTR10_Battle "Activity: Battle Bots" [QUST:00331AB2]|::BetaActivated_var|0|-1|Subject|	
00331AB2	MTR10_Battle	Activity: Battle Bots	190		Activate Master Shutdown	0	017 MasterShutdownButton	MasterShutdownButton			
00320E0A	MTR04_Lucky	Daily: Lucky Mucker	100		Go to the Lucky Mucker	0	002 AttendantBot	AttendantBot			
00320E0A	MTR04_Lucky	Daily: Lucky Mucker	200		Listen to Zeke	0	002 AttendantBot	AttendantBot			
00320E0A	MTR04_Lucky	Daily: Lucky Mucker	250		Grab a Coal Bucket to Begin	0	011 CoalBucket	CoalBucket			
00320E0A	MTR04_Lucky	Daily: Lucky Mucker	300	Uses Timer	Deposit Coal in the Carts (<Variable=Cartscount>/<Variable=CartsRequired>)	0	006 CarouselCart	CarouselCart		10000000|0.000000|GetStageDoneCurrentInstance|00 00 00|00 00|310|00 00 00 00|0|-1|Subject|	
00320E0A	MTR04_Lucky	Daily: Lucky Mucker	300	Uses Timer	Deposit Coal in the Carts (<Variable=Cartscount>/<Variable=CartsRequired>)	1	009 CoasterCart	CoasterCart		10000000|0.000000|GetStageDoneCurrentInstance|00 00 00|00 00|340|00 00 00 00|0|-1|Subject|	
00320E0A	MTR04_Lucky	Daily: Lucky Mucker	300	Uses Timer	Deposit Coal in the Carts (<Variable=Cartscount>/<Variable=CartsRequired>)	2	007 WaterfrontCart	WaterfrontCart		10000000|0.000000|GetStageDoneCurrentInstance|00 00 00|00 00|320|00 00 00 00|0|-1|Subject|	
00320E0A	MTR04_Lucky	Daily: Lucky Mucker	300	Uses Timer	Deposit Coal in the Carts (<Variable=Cartscount>/<Variable=CartsRequired>)	3	008 PlaygroundCart	PlaygroundCart		10000000|0.000000|GetStageDoneCurrentInstance|00 00 00|00 00|330|00 00 00 00|0|-1|Subject|	
00320E0A	MTR04_Lucky	Daily: Lucky Mucker	400		Return to Zeke	0	002 AttendantBot	AttendantBot			
00320E0A	MTR04_Lucky	Daily: Lucky Mucker	500		Put on Camden Park Uniform						
00320E0A	MTR04_Lucky	Daily: Lucky Mucker	600		Take off Camden Park Uniform						
00320E09	MTR04_Chow	Daily: The Chow Line	100		Go to The Chow Line	0	002 AttendantBot	AttendantBot			
00320E09	MTR04_Chow	Daily: The Chow Line	200		Listen to Zoe	0	002 AttendantBot	AttendantBot			
00320E09	MTR04_Chow	Daily: The Chow Line	300		Grab a Paper Towel to Begin	0	008 PaperTowels	PaperTowels			
00320E09	MTR04_Chow	Daily: The Chow Line	400	Uses Timer	Eat Hotdogs (<Variable=HotdogsEaten>/<Variable=HotdogsRequired>)	0	010	Hotdogs		10000000|0.000000|GetDisabled|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject|	
00320E09	MTR04_Chow	Daily: The Chow Line	500		Put on Camden Park Uniform						
00320E09	MTR04_Chow	Daily: The Chow Line	600		Take off Camden Park Uniform						
00320E08	MTR04_Dross	Daily: Dross Toss	100		Go to the Dross Toss	0	002 AttendantBot	AttendantBot			
00320E08	MTR04_Dross	Daily: Dross Toss	200		Listen to Zach	0	002 AttendantBot	AttendantBot			
00320E08	MTR04_Dross	Daily: Dross Toss	250		Grab Dross to Begin	0	024 DrossActivator	DrossActivator			
00320E08	MTR04_Dross	Daily: Dross Toss	300	Uses Timer	Toss Dross into Container	0	021 LeftTire	LeftTire		10000000|0.000000|GetStageDoneCurrentInstance|00 00 00|00 00|310|00 00 00 00|0|-1|Subject|	
00320E08	MTR04_Dross	Daily: Dross Toss	300	Uses Timer	Toss Dross into Container	1	022 CenterTire	CenterTire		10000000|0.000000|GetStageDoneCurrentInstance|00 00 00|00 00|330|00 00 00 00|0|-1|Subject|	
00320E08	MTR04_Dross	Daily: Dross Toss	300	Uses Timer	Toss Dross into Container	2	023 RightTire	RightTire		10000000|0.000000|GetStageDoneCurrentInstance|00 00 00|00 00|320|00 00 00 00|0|-1|Subject|	
00320E08	MTR04_Dross	Daily: Dross Toss	500		Put on Camden Park Uniform						
00320E08	MTR04_Dross	Daily: Dross Toss	600		Take off Camden Park Uniform						
0031307F	BoSZ03	Activity: Distant Thunder	100		Mark Scorched with Recon Scope (<Variable=EnemiesMarked>/<Variable=EnemiesToMark>)	0	004 TargetMarker	TargetMarker			
0031307F	BoSZ03	Activity: Distant Thunder	125		OR Eliminate all Scorched	0	002	ScorchedEnemies		10000000|1.000000|GetStageDoneUniqueQuest|00 00 00|00 00|BoSZ03 "Activity: Distant Thunder" [QUST:0031307F]|210|0|-1|Subject| ; 10000000|0.000000|GetDead|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject|	
0031307F	BoSZ03	Activity: Distant Thunder	150		Build a Brotherhood Recon Rifle						
0031307F	BoSZ03	Activity: Distant Thunder	200	Uses Timer	Evacuate target location	0	004 TargetMarker	TargetMarker			
0031307F	BoSZ03	Activity: Distant Thunder	250		Artillery strike incoming	0	004 TargetMarker	TargetMarker			
0031307F	BoSZ03	Activity: Distant Thunder	300		Mop up remaining Scorched	0	002	ScorchedEnemies		10000000|1.000000|GetStageDoneUniqueQuest|00 00 00|00 00|BoSZ03 "Activity: Distant Thunder" [QUST:0031307F]|210|0|-1|Subject| ; 10000000|0.000000|GetDead|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject|	
0031307F	BoSZ03	Activity: Distant Thunder	300		Mop up remaining Scorched	1	004 TargetMarker	TargetMarker		00000000|1.000000|GetStageDoneUniqueQuest|00 00 00|00 00|BoSZ03 "Activity: Distant Thunder" [QUST:0031307F]|210|0|-1|Subject|	
00311433	BoSr01	Event: Line in the Sand	50	Uses Timer	Complete all preparations						
00311433	BoSr01	Event: Line in the Sand	100		Repair the Sonic Generator	0	001 SonicGenerator	SonicGenerator			
00311433	BoSr01	Event: Line in the Sand	200		Initiate Pre-Combat Check	0	005 DefenseTerminal	DefenseTerminal			
00311433	BoSr01	Event: Line in the Sand	300	Uses Timer	Brace for Scorched assault						
00311433	BoSr01	Event: Line in the Sand	325		Defend the Sonic Generator	0	001 SonicGenerator	SonicGenerator			
00311433	BoSr01	Event: Line in the Sand	350	Uses Timer	Repair the Sonic Generator	0	001 SonicGenerator	SonicGenerator			
00311433	BoSr01	Event: Line in the Sand	400		Fight off the first wave	0	006	CurrentAttackers		10100000|3.000000|GetNumElementsInRefCollection|00 00 00|00 00|006|00 00 00 00|0|-1|Subject| ; 10000000|0.000000|GetDead|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject|	
00311433	BoSr01	Event: Line in the Sand	400		Fight off the first wave	1	007 SpawnCenter	SpawnCenter		01000000|3.000000|GetNumElementsInRefCollection|00 00 00|00 00|006|00 00 00 00|0|-1|Subject| ; 10000000|0.000000|GetDead|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject|	
00311433	BoSr01	Event: Line in the Sand	500		Fight off the second wave	0	006	CurrentAttackers		10100000|3.000000|GetNumElementsInRefCollection|00 00 00|00 00|006|00 00 00 00|0|-1|Subject| ; 10000000|0.000000|GetDead|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject|	
00311433	BoSr01	Event: Line in the Sand	500		Fight off the second wave	1	007 SpawnCenter	SpawnCenter		01000000|3.000000|GetNumElementsInRefCollection|00 00 00|00 00|006|00 00 00 00|0|-1|Subject| ; 10000000|0.000000|GetDead|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject|	
00311433	BoSr01	Event: Line in the Sand	600		Fight off the last wave	0	006	CurrentAttackers		10100000|3.000000|GetNumElementsInRefCollection|00 00 00|00 00|006|00 00 00 00|0|-1|Subject| ; 10000000|0.000000|GetDead|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject|	
00311433	BoSr01	Event: Line in the Sand	600		Fight off the last wave	1	007 SpawnCenter	SpawnCenter		01000000|3.000000|GetNumElementsInRefCollection|00 00 00|00 00|006|00 00 00 00|0|-1|Subject| ; 10000000|0.000000|GetDead|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject|	
00311433	BoSr01	Event: Line in the Sand	700		(Optional) Repair the Automated Surface to Air Missile	0	016 TurretASAM	TurretASAM		10100000|0.000000|GetHealthPercentage|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject|	
00311433	BoSr01	Event: Line in the Sand	800		(Optional) Repair the Laser Turrets	0	014	FriendlyTurrets		10100000|0.000000|GetHealthPercentage|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject|	
00304A39	FSS01_Trap	Activity: It's a Trap	100		Report to the <Alias=ParentLocation> Trap	0	022 LureActual	LureActual			
00304A39	FSS01_Trap	Activity: It's a Trap	200	Uses Timer	Activate the Lure	0	001 LureLoc	LureLoc			
00304A39	FSS01_Trap	Activity: It's a Trap	300	Uses Timer	Prepare to Fight						
00304A39	FSS01_Trap	Activity: It's a Trap	400		Defeat the Scorchbeast	0	010 Scorchbeast	Scorchbeast			
002D64EE	FF11_Raid	Activity: Collision Course	5	Uses Timer	Fire a flare to call the Cargobot	0	022 FlareMortar	FlareMortar			
002D64EE	FF11_Raid	Activity: Collision Course	10		Defeat Scorched (Wave <Variable=WavesCurrent>/<Variable=TotalWaves>)						
002D64EE	FF11_Raid	Activity: Collision Course	15	Uses Timer							
002D64EE	FF11_Raid	Activity: Collision Course	18		Eliminate the Scorched	0	005	Wave01		10100000|2.000000|GetNumElementsInRefCollection|00 00 00|00 00|005|00 00 00 00|0|-1|Subject| ; 10000000|0.000000|GetDisabled|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject| ; 10000000|0.000000|GetDead|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject|	
002D64EE	FF11_Raid	Activity: Collision Course	20	Uses Timer	Prepare for More Enemies						
002D64EE	FF11_Raid	Activity: Collision Course	25		Eliminate the Scorched	0	002	Wave02		10100000|2.000000|GetNumElementsInRefCollection|00 00 00|00 00|002|00 00 00 00|0|-1|Subject| ; 10000000|0.000000|GetDisabled|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject| ; 10000000|0.000000|GetDead|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject|	
002D64EE	FF11_Raid	Activity: Collision Course	30	Uses Timer	Prepare for More Enemies						
002D64EE	FF11_Raid	Activity: Collision Course	35		Eliminate the Scorched	0	003	Wave03		10100000|2.000000|GetNumElementsInRefCollection|00 00 00|00 00|003|00 00 00 00|0|-1|Subject| ; 10000000|0.000000|GetDisabled|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject| ; 10000000|0.000000|GetDead|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject|	
002D64EE	FF11_Raid	Activity: Collision Course	35		Eliminate the Scorched	1	020	BossWaveRefColl01		10100000|2.000000|GetNumElementsInRefCollection|00 00 00|00 00|003|00 00 00 00|0|-1|Subject| ; 10000000|0.000000|GetDisabled|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject| ; 10000000|0.000000|GetDead|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject|	
002D64EE	FF11_Raid	Activity: Collision Course	40	Uses Timer	Prepare for more enemies						
002D64EE	FF11_Raid	Activity: Collision Course	45		Eliminate the Scorched	0	014	Wave04		10100000|2.000000|GetNumElementsInRefCollection|00 00 00|00 00|014|00 00 00 00|0|-1|Subject| ; 10000000|0.000000|GetDisabled|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject| ; 10000000|0.000000|GetDead|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject|	
002D64EE	FF11_Raid	Activity: Collision Course	50	Uses Timer	Prepare for more enemies						
002D64EE	FF11_Raid	Activity: Collision Course	55		Eliminate the Scorched	0	015	Wave05		10100000|2.000000|GetNumElementsInRefCollection|00 00 00|00 00|015|00 00 00 00|0|-1|Subject| ; 10000000|0.000000|GetDisabled|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject| ; 10000000|0.000000|GetDead|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject|	
002D64EE	FF11_Raid	Activity: Collision Course	55		Eliminate the Scorched	1	019	BossWaveRefColl02		10100000|2.000000|GetNumElementsInRefCollection|00 00 00|00 00|015|00 00 00 00|0|-1|Subject| ; 10000000|0.000000|GetDisabled|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject| ; 10000000|0.000000|GetDead|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject|	
002D64EE	FF11_Raid	Activity: Collision Course	60	Uses Timer	Prepare for more enemies						
002D64EE	FF11_Raid	Activity: Collision Course	65		Eliminate the Scorched	0	016	Wave06		10000000|0.000000|GetDisabled|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject| ; 10000000|0.000000|GetDead|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject|	
002D64EE	FF11_Raid	Activity: Collision Course	70		Await the cargo drop	0	008 AirDropVertibot	AirDropVertibot			
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	10	Uses Timer	Speak with Libby O'Brien when Ready	0	029 OBrien	OBrien			
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	20		Protect Libby O'Brien	0	029 OBrien	OBrien			
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	25		Repair O'Brien! Hurry!	0	029 OBrien	OBrien			
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	35		Control Panel Repair Status (<Variable=percentage_ControlPanel>%)						
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	45		Control Panel Repair Status (<Variable=percentage_ControlPanel>%)						
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	55		Control Panel Repair Status (<Variable=percentage_ControlPanel>%)						
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	60		Defeat the Deathclaw						
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	76		(Optional) Find Hidden Kobolds (<Variable=CollectibleCountCurrent>/<Variable=CollectibleCountTotal>)						
