FormID	EditorID	FULL	Keywords_Count	Keywords_Flat	Value	Weight	ReferencedByCount	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6	Ref7	Ref8	Ref9	Ref10	Ref11	Ref12	Ref13	Ref14	Ref15	Ref16	Ref17	Ref18	Ref19	Ref20	Ref21	Ref22	Ref23	Ref24	Ref25	Ref26	Ref27	Ref28	Ref29	Ref30	Ref31	Ref32	Ref33	Ref34	Ref35	Ref36	Ref37	Ref38	Ref39	Ref40	Ref41	Ref42	Ref43	Ref44	Ref45	Ref46	Ref47	Ref48	Ref49	Ref50	Ref51	Ref52	Ref53	Ref54	Ref55	Ref56	Ref57	Ref58	Ref59	Ref60	Ref61	Ref62	Ref63	Ref64	Ref65	Ref66	Ref67	Ref68	Ref69	Ref70	Ref71	Ref72	Ref73	Ref74	Ref75	Ref76	Ref77	Ref78	Ref79	Ref80	Ref81	Ref82	Ref83	Ref84	Ref85	Ref86	Ref87	Ref88	Ref89	Ref90	Ref91	Ref92	Ref93	Ref94	Ref95	Ref96	Ref97	Ref98	Ref99	Ref100	Ref101	Ref102	Ref103	Ref104	Ref105	Ref106	Ref107	Ref108	Ref109	Ref110	Ref111	Ref112	Ref113	Ref114	Ref115	Ref116	Ref117	Ref118	Ref119	Ref120	Ref121	Ref122	Ref123	Ref124	Ref125	Ref126	Ref127	Ref128	Ref129	Ref130	Ref131	Ref132	Ref133	Ref134	Ref135	Ref136	Ref137	Ref138	Ref139	Ref140	Ref141	Ref142	Ref143	Ref144	Ref145	Ref146	Ref147	Ref148	Ref149	Ref150	Ref151	Ref152	Ref153	Ref154	Ref155	Ref156	Ref157	Ref158	Ref159	Ref160	Ref161	Ref162	Ref163	Ref164	Ref165	Ref166	Ref167	Ref168	Ref169	Ref170	Ref171	Ref172	Ref173	Ref174	Ref175	Ref176	Ref177	Ref178	Ref179	Ref180	Ref181	Ref182	Ref183	Ref184	Ref185	Ref186	Ref187	Ref188	Ref189	Ref190	Ref191	Ref192	Ref193	Ref194	Ref195	Ref196	Ref197	Ref198	Ref199	Ref200	Ref201	Ref202	Ref203	Ref204	Ref205	Ref206	Ref207	Ref208	Ref209	Ref210	Ref211	Ref212	Ref213	Ref214	Ref215	Ref216	Ref217	Ref218	Ref219	Ref220	Ref221	Ref222	Ref223	Ref224	Ref225	Ref226	Ref227	Ref228	Ref229	Ref230	Ref231	Ref232	Ref233	Ref234	Ref235	Ref236	Ref237	Ref238	Ref239	Ref240	Ref241	Ref242	Ref243	Ref244	Ref245	Ref246	Ref247	Ref248	Ref249	Ref250	Ref251	Ref252	Ref253	Ref254	Ref255	Ref256	Ref257	Ref258	Ref259	Ref260	Ref261	Ref262	Ref263	Ref264	Ref265	Ref266	Ref267	Ref268	Ref269	Ref270	Ref271	Ref272	Ref273	Ref274	Ref275	Ref276	Ref277	Ref278	Ref279	Ref280	Ref281	Ref282	Ref283	Ref284	Ref285	Ref286	Ref287	Ref288	Ref289	Ref290	Ref291	Ref292	Ref293	Ref294	Ref295	Ref296	Ref297	Ref298	Ref299	Ref300	Ref301	Ref302	Ref303	Ref304	Ref305	Ref306	Ref307	Ref308	Ref309	Ref310	Ref311	Ref312	Ref313	Ref314	Ref315	Ref316	Ref317	Ref318	Ref319	Ref320	Ref321	Ref322	Ref323	Ref324	Ref325	Ref326	Ref327	Ref328	Ref329	Ref330	Ref331	Ref332	Ref333	Ref334	Ref335	Ref336	Ref337	Ref338	Ref339	Ref340	Ref341	Ref342	Ref343	Ref344	Ref345	Ref346	Ref347	Ref348	Ref349	Ref350	Ref351	Ref352	Ref353	Ref354	Ref355	Ref356	Ref357	Ref358	Ref359	Ref360	Ref361	Ref362	Ref363	Ref364	Ref365	Ref366	Ref367	Ref368	Ref369	Ref370	Ref371	Ref372	Ref373	Ref374	Ref375	Ref376	Ref377	Ref378	Ref379	Ref380	Ref381	Ref382	Ref383	Ref384	Ref385	Ref386	Ref387	Ref388	Ref389	Ref390	Ref391	Ref392	Ref393	Ref394	Ref395	Ref396	Ref397	Ref398	Ref399	Ref400	Ref401	Ref402	Ref403	Ref404	Ref405	Ref406	Ref407	Ref408	Ref409	Ref410	Ref411	Ref412	Ref413	Ref414	Ref415	Ref416	Ref417	Ref418	Ref419	Ref420	Ref421	Ref422	Ref423	Ref424	Ref425	Ref426	Ref427	Ref428	Ref429	Ref430	Ref431	Ref432	Ref433	Ref434	Ref435	Ref436	Ref437	Ref438	Ref439	Ref440	Ref441	Ref442	Ref443	Ref444	Ref445	Ref446	Ref447	Ref448	Ref449	Ref450	Ref451	Ref452	Ref453	Ref454	Ref455	Ref456	Ref457	Ref458	Ref459	Ref460	Ref461	Ref462	Ref463	Ref464	Ref465	Ref466	Ref467	Ref468	Ref469	Ref470	Ref471	Ref472	Ref473	Ref474	Ref475	Ref476	Ref477	Ref478	Ref479	Ref480	Ref481	Ref482	Ref483	Ref484	Ref485	Ref486	Ref487	Ref488	Ref489	Ref490	Ref491	Ref492	Ref493	Ref494	Ref495	Ref496	Ref497	Ref498	Ref499	Ref500	Ref501	Ref502	Ref503	Ref504	Ref505	Ref506	Ref507	Ref508	Ref509	Ref510	Ref511	Ref512	Ref513	Ref514	Ref515	Ref516	Ref517	Ref518	Ref519	Ref520	Ref521	Ref522	Ref523	Ref524	Ref525	Ref526	Ref527	Ref528	Ref529	Ref530	Ref531	Ref532	Ref533	Ref534	Ref535	Ref536	Ref537	Ref538	Ref539	Ref540	Ref541	Ref542	Ref543	Ref544	Ref545	Ref546	Ref547	Ref548	Ref549	Ref550	Ref551
00798133	SCORE_S19_Clothes_Enclave_GoldenEnclaveOfficer	Golden Enclave Officer Uniform	0		50	0.100000	1	00798137:SCORE_S19_co_Clothes_Outfit_EnclaveGoldenEnclaveOfficer:COBJ																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
00799389	SCORE_S19_Headwear_GoldenSkullMask	Golden Skull Mask	0		0	0.100000	1	0079938B:SCORE_S19_co_Clothes_Headwear_SkullMask:COBJ																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
00799388	SCORE_S19_Headwear_GoldenEnclave_Eyepatch	Enclave Eyepatch (Gold)	0		0	0.100000	1	0079938A:SCORE_S19_co_Clothes_Headwear_GoldenEnclave_Eyepatch:COBJ																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
0079956A	ATX_Clothes_CAMPPets_Dog_Helmet01	Dog Helmet	0		7	0.100000	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
0079956D	SCORE_S19_ARMO_Outfit_EnclaveFatigues	Enclave Military Fatigues	0		12	0.100000	1	0079956E:SCORE_S19_co_Clothes_Outfit_EnclaveFatigues:COBJ																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
00799A19	SCORE_S19_Clothes_EnclaveScientist	Enclave Lab Coat	0		0	0.100000	1	00799A1A:SCORE_S19_co_Clothes_Outfit_EnclaveScientist:COBJ																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
00799A9F	SCORE_S19_Clothes_EnclaveScientist_Bloody	Enclave Lab Coat (Bloody)	0		0	0.100000	1	00799AA1:SCORE_S19_co_Clothes_Outfit_EnclaveScientist_Bloody:COBJ																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
00799C4A	SCORE_S19_Headwear_BandanaEnclave	Enclave Bandana	0		0	0.100000	1	00799C57:SCORE_S19_co_Clothes_Headwear_BandanaEnclave:COBJ																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
00799C69	SCORE_S19_Headwear_EnclaveScientistGoggles	Enclave Scientist's Goggles	0		0	0.100000	1	00799C6A:SCORE_S19_co_Clothes_Headwear_EnclaveScientistGoggles:COBJ																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
00799F8B	ATX_ARMO_Headwear_CatEyeSunglasses	Cat Eye Sunglasses Headwear	0		0	0.100000	1	00799F90:ATX_co_Clothes_Headwear_CatEyeSunglasses:COBJ																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
00799FD2	ATX_ARMO_Outfit_EnclaveTechnician	Enclave Technician Outfit	0		0	0.100000	1	00799FDC:ATX_co_Clothes_Outfit_EnclaveTechnician:COBJ																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
00799FD0	ATX_ARMO_Outfit_HolidayBelle	Holiday Belle Outfit	0		0	0.100000	1	00799FD3:ATX_co_Clothes_Outfit_HolidayBelle:COBJ																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
00799FD1	ATX_ARMO_Headwear_DunceCap	Dunce Cap Headwear	0		0	0.100000	1	00799FD4:ATX_co_Clothes_Headwear_DunceCap:COBJ																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
0079A1B2	SCORE_S19_Headwear_EnclaveFatigues_Helmet	Enclave Military Fatigues Helmet	0		20	0.100000	1	0079A1B3:Score_S19_co_Clothes_Headwear_EnclaveFatigues_Helmet:COBJ																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
0079B8AF	SkinScorchTongueBody		0		0	0.000000	2	0079B8C1:ZZZ_RD01_Enc06_ScorchtongueBody:NPC_	0079B8C2:ScorchtongueBodyRace:RACE																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
007A19B3	SCORE_S19_CAMPPets_Skin_Dog_WhiteGermanShepherd01		0		0	0.000000	1	007A19B8:SCORE_S19_CAMPPets_Actor_Dog_WhiteGermanShepherd:NPC_																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007A19C2	CAMPPets_Skin_Cat_BlackCat01		0		0	0.000000	1	007A19C7:SCORE_S19_CAMPPets_Actor_Cat_BlackCat:NPC_																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007A29D7	zzzATX_Clothes_Cat_Pet_CollarBow	Cat CollarBow	0		7	0.100000	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
007A2BA0	zzzATX_Clothes_Dog_CollarBow	Dog CollarBow	0		7	0.100000	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
007AAC06	SkinMoleMinerCultis		0		0	0.000000	1	00788130:RD01_Stalker:NPC_																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007AAD16	crRD01_Armor_PowerArmor_EnclaveVulcan_ENC04Assassin_LegLeft_NONPLAYABLE	Assassin Vulcan Left Leg	0		100	14.000000	1	007AAD1A:RD01_LL_Armor_PowerArmor_EnclaveVulcan_ENC04Assassin_Set_NONPLAYABLE:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007AAD13	crRD01_Armor_PowerArmor_EnclaveVulcan_ENC04Assassin_ArmLeft_NONPLAYABLE	Assassin Vulcan Left Arm	0		100	12.000000	1	007AAD1A:RD01_LL_Armor_PowerArmor_EnclaveVulcan_ENC04Assassin_Set_NONPLAYABLE:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007AAD15	crRD01_Armor_PowerArmor_EnclaveVulcan_ENC04Assassin_Helmet_NONPLAYABLE	Assassin Vulcan Helmet	0		100	11.000000	1	007AAD1A:RD01_LL_Armor_PowerArmor_EnclaveVulcan_ENC04Assassin_Set_NONPLAYABLE:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007AAD14	crRD01_Armor_PowerArmor_EnclaveVulcan_ENC04Assassin_ArmRight_NONPLAYABLE	Assassin Vulcan Right Arm	0		100	12.000000	1	007AAD1A:RD01_LL_Armor_PowerArmor_EnclaveVulcan_ENC04Assassin_Set_NONPLAYABLE:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007AAD17	crRD01_Armor_PowerArmor_EnclaveVulcan_ENC04Assassin_LegRight_NONPLAYABLE	Assassin Vulcan Right Leg	0		100	14.000000	1	007AAD1A:RD01_LL_Armor_PowerArmor_EnclaveVulcan_ENC04Assassin_Set_NONPLAYABLE:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007AAD18	crRD01_Armor_PowerArmor_EnclaveVulcan_ENC04Assassin_Torso_NONPLAYABLE	Assassin Vulcan Chest Piece	0		100	17.000000	1	007AAD1A:RD01_LL_Armor_PowerArmor_EnclaveVulcan_ENC04Assassin_Set_NONPLAYABLE:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
0079B4F1	Clothes_DLC04_Western_01_NONPLAYABLE	Western Outfit	0		0	0.100000	1	0079B4F6:E01B_Herd_LL_Clothes_CattleRustler_NONPLAYABLE:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
0079B4F2	Clothes_DLC04_Western_02_NONPLAYABLE	Western Outfit & Chaps	0		0	0.100000	1	0079B4F6:E01B_Herd_LL_Clothes_CattleRustler_NONPLAYABLE:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007ACE88	SSE_ARMO_Headwear_FlowerCrown_CarnalWeeper	Flower Crown - Carnal Weeper	0		25	0.100000	1	007ACE9E:SSE_co_Headwear_FlowerCrown_CarnalWeeper:COBJ																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007ACE92	SSE_ARMO_Headwear_WastelandFloristSunhat	Wasteland Florist Sunhat	0		10	0.100000	1	007ACEA8:SSE_co_Headwear_Clothes_WastelandFloristSunhat:COBJ																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007ACE90	SSE_ARMO_Headwear_FlowerCrown_Candykill	Flower Crown - Candykill	0		125	0.100000	1	007ACEA6:SSE_co_Headwear_FlowerCrown_Candykill:COBJ																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007ACE8E	SSE_ARMO_Headwear_FlowerCrown_Glorybell	Flower Crown - Glorybell	0		100	0.100000	1	007ACEA4:SSE_co_Headwear_FlowerCrown_Glorybell:COBJ																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007ACE8B	SSE_ARMO_Headwear_FlowerCrown_Embergold	Flower Crown - Embergold	0		50	0.100000	1	007ACEA1:SSE_co_Headwear_FlowerCrown_Embergold:COBJ																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007ACE8D	SSE_ARMO_Headwear_FlowerCrown_GreenInvader	Flower Crown - Green Invader	0		50	0.100000	1	007ACEA3:SSE_co_Headwear_FlowerCrown_GreenInvader:COBJ																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007ACE91	SSE_ARMO_Headwear_FlowerCrown_Gigablossom	Flower Crown - Gigablossom	0		325	0.100000	1	007ACEA7:SSE_co_Headwear_FlowerCrown_Gigablossom:COBJ																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007ACE89	SSE_ARMO_Headwear_FlowerCrown_Radlily	Flower Crown - Radlily	0		25	0.100000	1	007ACE9F:SSE_co_Headwear_FlowerCrown_Radlily:COBJ																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007ACE8F	SSE_ARMO_Headwear_FlowerCrown_Seesprout	Flower Crown - Seesprout	0		100	0.100000	1	007ACEA5:SSE_co_Headwear_FlowerCrown_Seesprout:COBJ																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007ACE8C	SSE_ARMO_Headwear_FlowerCrown_Starlace	Flower Crown - Starlace	0		50	0.100000	1	007ACEA2:SSE_co_Headwear_FlowerCrown_Starlace:COBJ																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007ACE8A	SSE_ARMO_Headwear_FlowerCrown_Crystalcup	Flower Crown - Crystalcup	0		25	0.100000	1	007ACEA0:SSE_co_Headwear_FlowerCrown_Crystalcup:COBJ																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007AD412	SCORE_S20_Clothes_VaultTecYellow_HazmatSuit	Yellow Vault-Tec Hazmat Suit	0		0	2.000000	1	007AD413:SCORE_S20_co_Armor_VaultTecYellow_HazmatSuit:COBJ																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007AD444	SCORE_S20_Headwear_NoseyGlasses	Nosey Glasses	0		0	0.100000	1	007AD445:SCORE_S20_co_Clothes_Headwear_NoseyGlasses:COBJ																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007AD453	SSE_Clothes_FlowerPrintedSundress	Flower-Printed Sundress	0		100	0.100000	1	007AD460:SSE_co_Clothes_FlowerPrintedSundress:COBJ																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007AD452	SSE_Clothes_PantSuit_FlowerSuit	Flower Suit	0		100	0.100000	1	007AD45F:SSE_co_Clothes_PantSuit_FlowerSuit:COBJ																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007AD4B1	SSE_Clothes_WastelandFloristApron	Wasteland Florist Apron	0		10	0.100000	1	007AD4B3:SSE_co_Clothes_WastelandFloristApron:COBJ																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007AD4B6	SCORE_S20_Headwear_GlowingGhoulMask	Glowing Ghoul Mask	0		0	0.100000	1	007AD4B7:SCORE_S20_co_Clothes_Headwear_GlowingGhoulMask:COBJ																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007AD3D3	ATX_ARMO_Headwear_EnclaveTechnician	Enclave Technician Headwear	0		0	0.100000	1	007AD3D4:ATX_co_Clothes_Headwear_EnclaveTechnician:COBJ																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007AE51E	ATX_CAMPPets_Skin_Cat_Sphynx01		0		0	0.000000	1	007AE523:ATX_CAMPPets_Actor_Cat_Sphynx:NPC_																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007AED94	crRD01_Armor_PowerArmor_EnclaveVulcan_ENC04Brute_LegLeft_NONPLAYABLE	Bloodhound Vulcan Left Leg	0		100	14.000000	1	007AEDA1:RD01_LL_Armor_PowerArmor_EnclaveVulcan_ENC04Brute_Set_NONPLAYABLE:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007AED98	crRD01_Armor_PowerArmor_EnclaveVulcan_ENC04Brute_Torso_NONPLAYABLE	Bloodhound Vulcan Chest Piece	0		100	17.000000	1	007AEDA1:RD01_LL_Armor_PowerArmor_EnclaveVulcan_ENC04Brute_Set_NONPLAYABLE:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007AED99	crRD01_Armor_PowerArmor_EnclaveVulcan_ENC04Grenadier_ArmLeft_NONPLAYABLE	Lynx Vulcan Left Arm	0		100	12.000000	1	007AEDA2:RD01_LL_Armor_PowerArmor_EnclaveVulcan_ENC04Grenadier_Set_NONPLAYABLE:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007AED9D	crRD01_Armor_PowerArmor_EnclaveVulcan_ENC04Grenadier_LegRight_NONPLAYABLE	Lynx Vulcan Right Leg	0		100	14.000000	1	007AEDA2:RD01_LL_Armor_PowerArmor_EnclaveVulcan_ENC04Grenadier_Set_NONPLAYABLE:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007AED9B	crRD01_Armor_PowerArmor_EnclaveVulcan_ENC04Grenadier_Helmet_NONPLAYABLE	Lynx Vulcan Helmet	0		100	11.000000	1	007AEDA2:RD01_LL_Armor_PowerArmor_EnclaveVulcan_ENC04Grenadier_Set_NONPLAYABLE:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007AED93	crRD01_Armor_PowerArmor_EnclaveVulcan_ENC04Brute_Helmet_NONPLAYABLE	Bloodhound Vulcan Helmet	0		100	11.000000	1	007AEDA1:RD01_LL_Armor_PowerArmor_EnclaveVulcan_ENC04Brute_Set_NONPLAYABLE:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007AED9C	crRD01_Armor_PowerArmor_EnclaveVulcan_ENC04Grenadier_LegLeft_NONPLAYABLE	Lynx Vulcan Left Leg	0		100	14.000000	1	007AEDA2:RD01_LL_Armor_PowerArmor_EnclaveVulcan_ENC04Grenadier_Set_NONPLAYABLE:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007AED91	crRD01_Armor_PowerArmor_EnclaveVulcan_ENC04Brute_ArmLeft_NONPLAYABLE	Bloodhound Vulcan Left Arm	0		100	12.000000	1	007AEDA1:RD01_LL_Armor_PowerArmor_EnclaveVulcan_ENC04Brute_Set_NONPLAYABLE:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007AED9A	crRD01_Armor_PowerArmor_EnclaveVulcan_ENC04Grenadier_ArmRight_NONPLAYABLE	Lynx Vulcan Right Arm	0		100	12.000000	1	007AEDA2:RD01_LL_Armor_PowerArmor_EnclaveVulcan_ENC04Grenadier_Set_NONPLAYABLE:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007AED92	crRD01_Armor_PowerArmor_EnclaveVulcan_ENC04Brute_ArmRight_NONPLAYABLE	Bloodhound Vulcan Right Arm	0		100	12.000000	1	007AEDA1:RD01_LL_Armor_PowerArmor_EnclaveVulcan_ENC04Brute_Set_NONPLAYABLE:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007AED95	crRD01_Armor_PowerArmor_EnclaveVulcan_ENC04Brute_LegRight_NONPLAYABLE	Bloodhound Vulcan Right Leg	0		100	14.000000	1	007AEDA1:RD01_LL_Armor_PowerArmor_EnclaveVulcan_ENC04Brute_Set_NONPLAYABLE:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007AEDA0	crRD01_Armor_PowerArmor_EnclaveVulcan_ENC04Grenadier_Torso_NONPLAYABLE	Lynx Vulcan Chest Piece	0		100	17.000000	1	007AEDA2:RD01_LL_Armor_PowerArmor_EnclaveVulcan_ENC04Grenadier_Set_NONPLAYABLE:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007B113C	SkinEyeBot_RD01_Enc04		0		0	0.000000	1	0078BEC2:RD01_Enc04_Eyebot:NPC_																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007B2846	ATX_Clothes_CAMPPets_Dog_Neckwear_RustedChain	Rusted Chain Collar (Dog)	0		0	0.100000	1	007B284E:ATX_co_Clothes_CAMPPets_Dog_Neckwear_RustedChain:COBJ																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007B2847	ATX_ARMO_Outfit_WastelandSheriff	Lucky Shot Outfit	0		0	0.100000	1	007B2850:ATX_co_Clothes_Outfit_WastelandSheriff:COBJ																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007B2848	ATX_ARMO_Headwear_WastelandSheriff	Lucky Shot Bowler Hat	0		0	0.100000	1	007B284C:ATX_co_Clothes_Headwear_WastelandSheriff:COBJ																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
007B28F4	ATX_CAMPPets_Skin_Dog_Rottweiler01		0		0	0.000000	1	007B28FA:ATX_CAMPPets_Actor_Dog_Rottweiler:NPC_																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
