ARMO_FormID	ARMO_EDID	ARMO_FULL	BOD2_FirstPersonFlags	BOD2_FirstPersonFlagLabels	Keywords_EDID_Flat
005987E9	Armor_DLC03_Trapper_LegLeft_NONPLAYABLE	Trapper Left Leg	44	[A] L Leg	
005987DF	Armor_Wood_LegRight_NONPLAYABLE	Wood Right Leg	45	[A] R Leg	
005987ED	Armor_DLC03_Trapper_Torso_NONPLAYABLE	Trapper Chest Piece	41	[A] Torso	
005987EC	Armor_RaiderMod_Torso_NONPLAYABLE	Raider Chest Piece	41	[A] Torso	
005987E3	Armor_Wood_LegLeft_NONPLAYABLE	Wood Left Leg	44	[A] L Leg	
005987EA	Armor_RaiderMod_LegRight_NONPLAYABLE	Raider Right Leg	45	[A] R Leg	
005987E8	Armor_RaiderMod_LegLeft_NONPLAYABLE	Raider Left Leg	44	[A] L Leg	
005987E6	Armor_RaiderMod_ArmRight_NONPLAYABLE	Raider Right Arm	43	[A] R Arm	
005987E7	Armor_DLC03_Trapper_ArmRight_NONPLAYABLE	Trapper Right Arm	43	[A] R Arm	
005987E5	Armor_Wood_ArmRight_NONPLAYABLE	Wood Right Arm	43	[A] R Arm	
00598BA3	Armor_BackPack_05_Cooler_HazMat_NONPLAYABLE	HazMat Cooler Backpack	54	Backpack	
00598BB0	Clothes_Headwear_RaiderAdvancedEyepiece_NONPLAYABLE	Raider Waster Eyepiece	47	Eyes	
005993CF	Headwear_PoodleSkirtGlasses_NONPLAYABLE	Hip Glasses	47	Eyes	
0059A80E	Armor_Underarmor_RaiderAdvanced_BloodEagle	Blood Eagle Underarmor	33|36|37|38|39|40	BODY|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg	
0059A80D	Clothes_GreaserJacketLeather_BloodEagle	Blood Eagle Leather Jacket and Jeans	57	Coverall	
0059AA5F	Armor_Underarmor_RaiderAdvanced_BloodEagle_NONPLAYABLE	Blood Eagle Underarmor	33|36|37|38|39|40	BODY|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg	
0059AA5E	Clothes_GreaserJacketLeather_BloodEagle_NONPLAYABLE	Blood Eagle Leather Jacket and Jeans	57	Coverall	
0059B11D	Armor_DLC03_Trapper_Torso_BloodEagle_NONPLAYABLE	Trapper Chest Piece	41	[A] Torso	
0059B546	ATX_Clothes_LionMascotDUPLICATE000DUPLICATE000	Lion Mascot	57	Coverall	
0059B548	zzz_ATX_Headwear_LionMascot	Lion Mascot Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
0059B54D	Creature_Holiday_Outfit_MrClaus	Mr. Claus' Suit	57	Coverall	
0059B54E	Creature_Holiday_Outfit_WayTooFestiveChristmas	Festive Winter Pant Suit	57	Coverall	
0059B54C	Creature_Holiday_Outfit_ChristmasElfWithHat	Festive Elf Outfit	57	Coverall	
0059B54B	Creature_Holiday_Outfit_MrClausfWithSantaHat	Festive Elf Outfit	57|61	Coverall|FX	
0059C214	ATX_Clothes_Suit_Mobster	Mobster Suit	57	Coverall	
0059C215	ATX_Headwear_Mobster_Hat	Mobster Fedora	30|46	Hair Top|Headband	
0059C97F	ATX_Clothes_CommunistAdvanced_NONPLAYABLE	Communist Militant Outfit	57	Coverall	
0059C97D	ATX_Clothes_CommunistOutfit_Basic_NONPLAYABLE	Communist Spy Outfit	57	Coverall	
0059C97C	ATX_Headwear_CommunistAdvanced_NONPLAYABLE	Communist Militant Hat	30|48|49	Hair Top|Beard|Mouth	
0059C97E	ATX_Headwear_CommunistOutfit_Basic_Hat_NONPLAYABLE	Communist Spy Ski Hat	30|46	Hair Top|Headband	
0059C96A	ATX_Clothes_Thanksgiving_Turkey_MascotDUPLICATE000	Thanksgiving Turkey Mascot	57	Coverall	
0059C96B	ATX_Headwear_Thanksgiving_Turkey_Mascot	Thanksgiving Turkey Mascot Head	30|31|46|48	Hair Top|Hair Long|Headband|Beard	
0059D06F	zzzATX_Armor_BackPack_Thanksgiving_Cornucopia	Standard Backpack	54	Backpack	
0059DB7E	E05_Caravan_Headwear_TruckerHat_AmericanFlag_Clean_NONPLAYABLE	American Trucker Cap	30|46	Hair Top|Headband	
0059E851	Armor_NPC_SecretService_Jetpack	Secret Service Jetpack	54	Backpack	
0059EA3D	Armor_PowerArmor_BloodEagle_Torso_NONPLAYABLE	Raider Power Chest Piece	41	[A] Torso	
0059EA3A	Armor_PowerArmor_BloodEagle_Helmet_NONPLAYABLE	Raider Power Helm	30|31|46|47|48|49|52	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth|Scalp	
0059EA3C	Armor_PowerArmor_BloodEagle_LegRight_NONPLAYABLE	Raider Power Right Leg	45	[A] R Leg	
0059EA38	Armor_PowerArmor_BloodEagle_ArmLeft_NONPLAYABLE	Raider Power Left Arm	42	[A] L Arm	
0059EA39	Armor_PowerArmor_BloodEagle_ArmRight_NONPLAYABLE	Raider Power Right Arm	43	[A] R Arm	
0059EA3B	Armor_PowerArmor_BloodEagle_LegLeft_NONPLAYABLE	Raider Power Left Leg	44	[A] L Leg	
0059EEA1	Creature_Holiday_Outfit_MrsClaus	Mrs. Claus' Dress	57	Coverall	
0059EFBE	zzzArmor_PowerArmor_T51_SteelMill_Helmet	Invalid Item	30|31|32|46|47|48|49|50|52	Hair Top|Hair Long|FaceGen Head|Headband|Eyes|Beard|Mouth|Neck|Scalp	
0059F1BB	Headwear_VaultTecSalesmanHatPW_NONPLAYABLE	Dirty Fedora	30|46	Hair Top|Headband	
0059F1BA	Headwear_DLC04_Western_Hat_01_NONPLAYABLE	Black Prospector's Hat	30|46	Hair Top|Headband	
0059F1B8	Headwear_DLC03_Fisherman_Hat01_NONPLAYABLE	Fisherman's Hat	30|46	Hair Top|Headband	
0059F1B9	Headwear_DLC03_OldFisherman_Hat_NONPLAYABLE	Old Fisherman's Hat	30|46	Hair Top|Headband	
0059F22B	Clothes_Highschool_JacketRed_NONPLAYABLE	Letterman's Jacket and Jeans	57	Coverall	
0059F21F	Headwear_Visor_NONPLAYABLE	Faded Visor	46	Headband	
0059F225	Headwear_DrillSergeantHat_NONPLAYABLE	Campaign Hat	30|46	Hair Top|Headband	
0059F22A	Clothes_Tattered_NONPLAYABLE	Tattered Rags	57	Coverall	
0059F223	Headwear_FancyGlasses_NONPLAYABLE	Fashionable Glasses	47	Eyes	
0059F230	Headwear_MiningHelmet_NONPLAYABLE	Mining Helmet	30|46	Hair Top|Headband	
0059F224	Clothes_PrewarWomensCasual_Clean_NONPLAYABLE	Casual Outfit	57	Coverall	
0059F22E	Headwear_CopHat_NONPLAYABLE	Cop Cap	30|46	Hair Top|Headband	
0059F220	Clothes_Mobster02_NONPLAYABLE	Suspenders and Slacks	57	Coverall	
0059F22C	Clothes_SkiingNavyAndOrangeOutfit_NONPLAYABLE	Skiing Navy And Orange Outfit	57	Coverall	
0059F221	Headwear_MilitaryCap_NONPLAYABLE	Military Cap	30|46	Hair Top|Headband	
0059F222	Clothes_StraightJacket_NONPLAYABLE	Straight Jacket	57	Coverall	
0059F228	Headwear_ChefsHat_NONPLAYABLE	Chef Hat	30|46	Hair Top|Headband	
0059F21C	Clothes_Chef_1_Outfit_NONPLAYABLE	Bloody Chef Outfit	57	Coverall	
0059F226	Headwear_ClownHat_NONPLAYABLE	Clown Hat	30|46	Hair Top|Headband	
0059F21D	Headwear_SkiingOutfitHat_NONPLAYABLE	Skiing Outfit Hat	30|31|46	Hair Top|Hair Long|Headband	
0059F22D	Headwear_WinterHat_NONPLAYABLE	Ushanka Hat	30|31|46	Hair Top|Hair Long|Headband	
0059F229	Headwear_MayorHat_NONPLAYABLE	Crumpled Fedora	30|46	Hair Top|Headband	
0059F21E	Headwear_Batting_HelmetBlue_NONPLAYABLE	Blue Batting Helmet	30|31|46	Hair Top|Hair Long|Headband	
0059F22F	Headwear_GrayKnitCap_NONPLAYABLE	Gray Knit Cap	30|31|46	Hair Top|Hair Long|Headband	
0059F227	Clothes_Wastelander_02_NoHood_GlovesB_NONPLAYABLE	Scavenger Outfit	57	Coverall	
0059F7BA	Armor_SecretService_Torso_NONPLAYABLE	Secret Service Chest Piece	41	[A] Torso	
0059F7B7	Armor_SecretService_ArmRight_NONPLAYABLE	Secret Service Right Arm	43	[A] R Arm	
0059F7B9	Armor_SecretService_LegRight_NONPLAYABLE	Secret Service Right Leg	45	[A] R Leg	
0059F7BB	Headwear_SecretService_Helmet_NONPLAYABLE	Secret Service Helmet	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
0059F7B8	Armor_SecretService_LegLeft_NONPLAYABLE	Secret Service Left Leg	44	[A] L Leg	
0059F7B6	Armor_SecretService_ArmLeft_NONPLAYABLE	Secret Service Left Arm	42	[A] L Arm	
0059F7B5	Armor_Underarmor_SecretService_Uniform_NONPLAYABLE	Secret Service Underarmor	33|34|35|36|37|38|39|40	BODY|L Hand|R Hand|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg	
005A0180	Clothes_SpaceSuitClean_NoNameTag_NoHelm	Clean Spacesuit	57	Coverall	
00597A6E	Babylon_Apparel_Outfit_FurJacketandJeans_Christmas2019	Fur-Lined Jacket and Jeans	57	Coverall	
00598569	Babylon_Armor_Apparel_Headwear_Beanie_Christmas2019	Nuclear Winter Beanie	30|31|46	Hair Top|Hair Long|Headband	
0059B11A	ATX_Clothes_LionMascot	Lion Dancer Outfit	57	Coverall	
0059B118	ATX_Headwear_LionMascot	Lion Dancer Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
005A032F	zzzATX_Armor_BackPack_Winter_Wrapped_Present_01	Standard Backpack	54	Backpack	
005A0331	zzzATX_Armor_BackPack_Santas_Bag_01	Standard Backpack	54	Backpack	
005A1F0F	E05_Armor_MerchantBackpack04_NONPLAYABLE	Keep Out Backpack	54	Backpack	
005A17E3	ATX_Clothes_Gala_Tuxedo	Gala Tuxedo	57	Coverall	
005A17E6	ATX_Headwear_Gala_TuxedoHat	Gala Tuxedo Hat	30|46	Hair Top|Headband	
005A1C11	ATX_Armor_Casual_Underarmor_Responders_Chief	Responders Fire Chief Underarmor	33|36|37|38|39|40	BODY|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg	
005A1C12	ATX_Headwear_Responders_Chief_Hat	Responders Fire Chief Hat	30|46	Hair Top|Headband	
005A20D8	ATX_Clothes_HumanCannonball	Human Cannonball Outfit	57	Coverall	
005A20D9	ATX_Headwear_HumanCannonballHelmet	Human Cannonball Helmet	30|31|46	Hair Top|Hair Long|Headband	
005A227C	zzzATX_Armor_Backpack_FirstResponders	Standard Backpack	54	Backpack	
005A2591	zzzATX_Armor_Backpack_Hardcase_Valentine	Standard Backpack	54	Backpack	
005A2621	ATX_Clothes_Responders_Chief	Responders Fire Chief Outfit	57	Coverall	
005A286D	ATX_Armor_BackPack_BlueRidge_NONPLAYABLE	Medic Backpack	54	Backpack	
005A2831	ATX_Clothes_Jumpsuit_NukaCola	Nuka-Cola Jumpsuit	57	Coverall	
005A2834	ATX_Clothes_Jumpsuit_NukaColaQuantum	Nuka-Cola Quantum Jumpsuit	57	Coverall	
005A2832	ATX_Clothes_Jumpsuit_NukaColaCherry	Nuka-Cola Cherry Jumpsuit	57	Coverall	
005A2833	ATX_Clothes_Jumpsuit_NukaColaDark	Nuka-Cola Dark Jumpsuit	57	Coverall	
005A288A	ATX_Clothes_GalaDress	Gala Dress	57	Coverall	
005A2B68	E05_Caravan_Clothes_CaravanTrader_NONPLAYABLE	Caravan Trader Outfit	57	Coverall	
005A2B67	E05_Caravan_Clothes_Suit_Mobster_NONPLAYABLE	Mobster Suit	57	Coverall	
005A2C90	zzzATX_Armor_Backpack_SecretService	Standard Backpack	54	Backpack	
005A2D15	Armor_RaiderMod_Underarmor_RaiderLeathers_AldridgeScorched_Gloves_NotPlayable		33|36|37|38|39|40	BODY|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg	
005A3B3F	ATX_Clothes_GraftonMonster	Grafton Monster Mascot Outfit	57	Coverall	
005A3B41	ATX_Headwear_GraftonMonster	Grafton Monster Mascot Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
005A3BB4	ATX_Clothes_VaultBoy_Leprechaun	Vault Boy Leprechaun Outfit	57	Coverall	
005A3BB7	ATX_Headwear_TheKeeper_Helmet	The Keeper Helmet	30|31|46	Hair Top|Hair Long|Headband	
005A3BB1	ATX_Headwear_VaultBoyLeprechaun	Vault Boy Leprechaun Head	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
005A3BBD	ATX_Headwear_TruckerHat_GraftonHigh	Red Grafton High Hat	30|46	Hair Top|Headband	
005A3BBA	ATX_Headwear_LeprechaunHat	Leprechaun Hat	30|46	Hair Top|Headband	
005A3BB6	ATX_Clothes_TheKeeper	The Keeper Outfit	57	Coverall	
005A3C5E	Armor_HazmatSuit_E05_Radition_NONPLAYABLE	Emmett Mountain Hazmat Suit	30|31|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|57	Hair Top|Hair Long|BODY|L Hand|R Hand|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg|[A] Torso|[A] L Arm|[A] R Arm|[A] L Leg|[A] R Leg|Headband|Eyes|Beard|Mouth|Coverall	
005A3C5F	Armor_HazmatSuit_E05_Radition_No_Helmet_NONPLAYABLE	Emmett Mountain Hazmat Suit No Helmet	33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|57	BODY|L Hand|R Hand|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg|[A] Torso|[A] L Arm|[A] R Arm|[A] L Leg|[A] R Leg|Headband|Eyes|Beard|Mouth|Coverall	
005A3C8D	zzz_DEBUG_ATX_WST_DLX_Armor_PowerArmor_T45_Torso_Settler_Vigilante	T-45 Chest Piece	41	[A] Torso	
005A3C89	zzz_DEBUG_ATX_WST_DLX_Armor_PowerArmor_T45_ArmRight_Settler_Vigilante	T-45 Right Arm	43	[A] R Arm	
005A3C8C	zzz_DEBUG_ATX_WST_DLX_Armor_PowerArmor_T45_LegRight_Settler_Vigilante	T-45 Right Leg	45	[A] R Leg	
005A3C92	zzz_DEBUG_ATX_WST_DLX_Armor_PowerArmor_T45_LegRight_Raider_Marauder	T-45 Right Leg	45	[A] R Leg	
005A3C88	zzz_DEBUG_ATX_WST_DLX_Armor_PowerArmor_T45_ArmLeft_Settler_Vigilante	T-45 Left Arm	42	[A] L Arm	
005A3C90	zzz_DEBUG_ATX_WST_DLX_Armor_PowerArmor_T45_Helmet_Raider_Marauder	T-45 Helm	30|31|32|46|47|48|49|50|52	Hair Top|Hair Long|FaceGen Head|Headband|Eyes|Beard|Mouth|Neck|Scalp	
005A3C8A	zzz_DEBUG_ATX_WST_DLX_Armor_PowerArmor_T45_Helmet_Settler_Vigilante	T-45 Helm	30|31|32|46|47|48|49|50|52	Hair Top|Hair Long|FaceGen Head|Headband|Eyes|Beard|Mouth|Neck|Scalp	
005A3C8E	zzz_DEBUG_ATX_WST_DLX_Armor_PowerArmor_T45_ArmLeft_Raider_Marauder	T-45 Left Arm	42	[A] L Arm	
005A3C93	zzz_DEBUG_ATX_WST_DLX_Armor_PowerArmor_T45_Torso_Raider_Marauder	T-45 Chest Piece	41	[A] Torso	
005A3C8B	zzz_DEBUG_ATX_WST_DLX_Armor_PowerArmor_T45_LegLeft_Settler_Vigilante	T-45 Left Leg	44	[A] L Leg	
005A3C8F	zzz_DEBUG_ATX_WST_DLX_Armor_PowerArmor_T45_ArmRight_Raider_Marauder	T-45 Right Arm	43	[A] R Arm	
005A3C91	zzz_DEBUG_ATX_WST_DLX_Armor_PowerArmor_T45_LegLeft_Raider_Marauder	T-45 Left Leg	44	[A] L Leg	
005A3C63	ATX_Headwear_KingGrognak_Headband	King Grognak Headband	46	Headband	
005A3C62	ATX_Clothes_KIngGrognak	King Grognak Outfit	57	Coverall	
005A3C7F	ATX_Headwear_Fasnacht_Mask_Deathclaw	Fasnacht Deathclaw Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
005A3C81	ATX_ApocalypseUmpire	Umpire of the Apocalypse Outfit	57	Coverall	
005A3C83	ATX_ApocalypseUmpire_Helmet	Umpire of the Apocalypse Mask	30|31|46|47|48	Hair Top|Hair Long|Headband|Eyes|Beard	
005A3C9A	Headwear_Fasnacht_Mask_Raven	Fasnacht Raven Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
005A3C9C	ATX_Headwear_Mothman_Gasmask	Mothman Gas Mask	47|48|49	Eyes|Beard|Mouth	
005A4017	ATX_Headwear_VaultBoy_RaiderLeperchaun	Vault Boy Leper'chaun Head	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
005A4015	ATX_Clothes_VaultBoy_RaiderLeperchaun	Vault Boy Leper'chaun Outfit	57	Coverall	
005A52FA	zzzATX_Armor_Underarmor_ResponderFireChief	Responder Fire Chief Outfit	33|36|37|38|39|40	BODY|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg	
005A52F7	zzzATX_Headwear_ResponderFireChiefHat	Responder Fire Chief Hat	30|46	Hair Top|Headband	
005A5DC5	Headwear_Fasnacht_Mask_Deathclaw	Fasnacht Deathclaw Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
005A5E2D	ATX_Headwear_Fasnacht_Mask_Frog	Fasnacht Frog Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
005A6469	Armor_PowerArmor_Fasnacht_FatherWinter_Helmet	Father Winter Helmet	30|31|46|47|48|49|52	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth|Scalp	
005A646A	Headwear_Fasnacht_Mask_CrazyGuy	Fasnacht Crazy Guy Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
005A6429	ATX_Veteran_Mask	Mountain Scout Mask	30|31|46|47|48	Hair Top|Hair Long|Headband|Eyes|Beard	
005A642A	ATX_Veteran	Mountain Scout Uniform	57	Coverall	
005A755C	zzzATX_Armor_Backpack_ShellShocked	Standard Backpack	54	Backpack	
005A7ACE	ATX_WST_Headwear_Settler_Laborer_Red	Settler Laborer Hat	30|46	Hair Top|Headband	
005AC801	ATX_Headwear_Fasnacht_Mask_Deathclaw_red	Fasnacht Red Deathclaw Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
005AC805	ATX_Headwear_Fasnacht_Mask_Raven_Red	Fasnacht Red Raven Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
005AC817	ATX_Headwear_Fasnacht_Mask_09_Owl_V2	Fasnacht Blue Owl Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
005AC815	ATX_Headwear_Fasnacht_Mask_07_DeathSkull_V2	Fasnacht Green Skull Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
005AC812	ATX_Headwear_Fasnacht_Mask_03_Man2_V2	Fasnacht Green Toothy Man Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
005AC816	ATX_Headwear_Fasnacht_Mask_08_Merman_V2	Fasnacht Red Giant Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
005AC811	ATX_Headwear_Fasnacht_Mask_02_Man_V2	Fasnacht Blue Man Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
005AC813	ATX_Headwear_Fasnacht_Mask_04_Witch_V2	Fasnacht Yellow Witch Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
005AC818	ATX_Headwear_Fasnacht_Mask_10_Devil_V2	Fasnacht Red Goblin Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
005AC814	ATX_Headwear_Fasnacht_Mask_05_Harlequin_V2	Fasnacht Blue Jester Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
005AC810	ATX_Headwear_Fasnacht_Mask_01_Nap_V2	Fasnacht Yellow Soldier Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
005AC825	zzzATX_Armor_BackPack_Safari_Gorilla	Standard Backpack	54	Backpack	
005AC827	ATX_Headwear_RedRocketHelmet	Red Rocket Robot Helmet	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
005AC8D9	zzzATX_Armor_BackPack_Mothman_Plushie_01	Standard Backpack	54	Backpack	
005ACA5A	ATX_Headwear_Fasnacht_Mask_CrazyGuy_Blue	Fasnacht Blue Crazy Guy Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
005ACA5B	ATX_Headwear_Fasnacht_Mask_CrazyGuy_Green	Fasnacht Green Crazy Guy Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
005ACA5E	zzz_Armor_BackPack_Safari_Crocodile		54	Backpack	
005ACA68	Headwear_Insurgent	Insurgent Hat	30|46	Hair Top|Headband	
005ACA67	Clothes_InsurgentOutfit	Insurgent Outfit	57	Coverall	
005ACC53	Headwear_CommunistCommander	Communist Commander Hat	30|46	Hair Top|Headband	
005ACC54	Clothes_CommunistCommander	Communist Commander Outfit	57	Coverall	
005ACFB3	SkinMoleMinerTreasure		33|61	BODY|FX	
005AD090	Headwear_TreasureHunter	Treasure Hunter Outfit Hat	30|46	Hair Top|Headband	
005AD08F	Clothes_TreasureHunterOutfit	Treasure Hunter Outfit	57	Coverall	
005A6E5E	E06_Colossus_Headwear_DeepMine_GasMask	Reclaimed Deep Mining Gas Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
005A6ECD	SkinWendigoColossus_Nuked		33|61	BODY|FX	
005AE90D	Armor_Combat_ArmRight_RusselDorsey_NONPLAYABLE	Russel Armor Right Arm	43	[A] R Arm	
005B3001	zzzATX_Armor_Backpack_DeepCaveHunter	Deep Cave Hunter Backpack	54	Backpack	
005AD137	ATX_Headwear_DeepCaveHunterHelmet	Deep Cave Hunter Helmet	30|31|46|47|48|49|50	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth|Neck	
005AD138	ATX_Headwear_Fasnacht_DevilHorns	Devil Horns	46	Headband	
005AD139	ATX_Headwear_Fasnacht_Halo	Halo	46	Headband	
005AD136	ATX_Clothes_DeepCaveHunter	Deep Cave Hunter Outfit	57	Coverall	
005B048D	Babylon_Clothes_GhillieSuit_Outfit_Survivors2020	Ghillie Suit	57	Coverall	
005B048C	Babylon_Headwear_GhillieSuit_Helmet_Survivors2020	Ghillie Suit Hood	30|31|46	Hair Top|Hair Long|Headband	
005B6669	ATX_F1_Headwear_BogWandererMask	Bog Wanderer Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
005B672D	ATX_Armor_Casual_Underarmor_CamoSecretService_Uniform	Camo Secret Service Underarmor	33|34|35|36|37|38|39|40	BODY|L Hand|R Hand|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg	
005B672E	ATX_Armor_Casual_Underarmor_BlackSecretService_Uniform	Black Secret Service Underarmor	33|34|35|36|37|38|39|40	BODY|L Hand|R Hand|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg	
005B67C3	Armor_PowerArmor_Vertibird_LegRight	T-51b Right Leg	45	[A] R Leg	
005B67C1	Armor_PowerArmor_Vertibird_ArmRight	T-51b Right Arm	43	[A] R Arm	
005B67C0	Armor_PowerArmor_Vertibird_Helmet	T-51b Helm	30|31|32|46|47|48|49|50|52	Hair Top|Hair Long|FaceGen Head|Headband|Eyes|Beard|Mouth|Neck|Scalp	
005B67C5	Armor_PowerArmor_Vertibird_LegLeft	T-51b Left Leg	44	[A] L Leg	
005B67C4	Armor_PowerArmor_Vertibird_Torso	Vertibird Chest Piece	41	[A] Torso	
005B67C2	Armor_PowerArmor_Vertibird_ArmLeft	T-51b Left Arm	42	[A] L Arm	
005B6D6F	Babylon_Armor_Casual_Underarmor_Denim_Survivors2020	Survivor's Denim	33|36|37|38|39|40	BODY|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg	
005B73E4	ATX_F1_Clothes_BogWanderer	Bog Wanderer Outfit	57	Coverall	
005B751A	ATX_Headwear_FlyboyHelmet	Flyboy Helmet	30|31|46|47|48|49|50	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth|Neck	
005B7519	ATX_Clothes_Flyboy	Flyboy Outfit	57	Coverall	
005B7650	Clothes_Strongman	Strongman Outfit	57	Coverall	
005B7682	ATX_Headwear_Beret_Enclave	Enclave Military Beret	30|46	Hair Top|Headband	
005B767D	ATX_Headwear_Beret_Pink	Pink Military Beret	30|46	Hair Top|Headband	
005B767E	ATX_Headwear_Beret_Tan	Tan Military Beret	30|46	Hair Top|Headband	
005B767F	BS00_Headwear_Beret_BOS	Brotherhood Of Steel Beret	30|46	Hair Top|Headband	
005B7680	ATX_Headwear_Beret_BlackEagle	Black Eagle Military Beret	30|46	Hair Top|Headband	
005B767B	ATX_Headwear_Beret_Green	Green Military Beret	30|46	Hair Top|Headband	
005B767C	ATX_Headwear_Beret_Maroon	Maroon Military Beret	30|46	Hair Top|Headband	
005B7683	ATX_Headwear_Beret_Enclave_Gold	Gold Enclave Military Beret	30|46	Hair Top|Headband	
005B767A	ATX_Headwear_Beret_BlackSkull	Black Skull Military Beret	30|46	Hair Top|Headband	
005B7681	ATX_Headwear_Beret_76	Vault 76 Military Beret	30|46	Hair Top|Headband	
005B7977	ATX_Headwear_GasMaskRaiderSkull_Cap	Officer's Raider Skull Gas Mask	30|31|46|47|48|49|50	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth|Neck	
005B7D6A	BS00_Clothes_BOSFatigues_SteelDawn	Steel Dawn Fatigues	57	Coverall	
005C0E45	Headwear_Beret_BOS_SteelDawn	Steel Dawn Beret	30|46	Hair Top|Headband	
005C4F37	ATX_Clothes_CaptainCosmos_Green	Green Captain Cosmos	57	Coverall	
005C4F35	ATX_Clothes_CaptainCosmos_Pink	Pink Captain Cosmos	57	Coverall	
005C4F36	ATX_Clothes_CaptainCosmos_Blue	Blue Captain Cosmos	57	Coverall	
005C5D77	ATX_Headwear_WVDrifter_Helmet	West Virginia Drifter Helmet	30|46	Hair Top|Headband	
005C5D78	ATX_Clothes_WVDrifter	West Virginia Drifter Outfit	57	Coverall	
005C5F57	ATX_Clothes_TheQuack	The Quack Outfit	57	Coverall	
005C5FCD	ATX_Headwear_TheQuackMask	The Quack Mask	30|31|46|47|48|49|50	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth|Neck	
005C7661	ATX_Headwear_Grelok_Hood	Grelok Hood	30|31|46	Hair Top|Hair Long|Headband	
005C7660	ATX_Clothes_Grelok	Grelok Outfit	57	Coverall	
005C6602	SkinShieldedSuperMutant		33	BODY	
005CB3E4	ATX_Clothes_KidsOutfit01_redshirt_NONPLAYABLE	Child Shirt and Jeans	41|42|43|44|45	[A] Torso|[A] L Arm|[A] R Arm|[A] L Leg|[A] R Leg	
005CC206	BS01_Headwear_Eyepatch_VernonDodge_NONPLAYABLE	Black Eyepatch	47	Eyes	
005CC205	BS01_DailyOps_Clothes_GhillieSuit_Outfit_NONPLAYABLE	Ghillie Suit	57	Coverall	
