LVLI_FormID	LVLI_EDID	LVLF_Flags	EntryCount	EntryIndex	LVLO_Reference	RefSig	SubLVLI_FormID	ListChanceNoneValue	ListChanceNoneGlobal	ListChanceNoneCurve	ListChanceNoneResolved	EntryChanceNoneValue	EntryChanceNoneGlobal	EntryChanceNoneCurve	EntryChanceNoneResolved	EntryCondChance_RandomPercent	EntryPresenceChance	EntryAprioriChance_NoSublist
00594A67	LLS_Vendor_Ammo_Basic	001	5	1	000C1898:LL_Ammo_FusionCell:LVLI	LVLI	000C1898	0.000000			0.000000	0.000000			0.000000	1	1	1
00594A67	LLS_Vendor_Ammo_Basic	001	5	2	00111FE6:LL_Ammo_38Caliber:LVLI	LVLI	00111FE6	0.000000			0.000000	0.000000			0.000000	1	1	1
00594A67	LLS_Vendor_Ammo_Basic	001	5	3	00067382:LL_Ammo_308Caliber:LVLI	LVLI	00067382	0.000000			0.000000	0.000000			0.000000	1	1	1
00594A67	LLS_Vendor_Ammo_Basic	001	5	4	00111FE3:LL_Ammo_10mm:LVLI	LVLI	00111FE3	0.000000			0.000000	0.000000			0.000000	1	1	1
00594A68	LLS_Vendor_Drink_Alcohol_All	001	2	0	0021C988:LLI_Loot_Drink_Alcohol_Rare:LVLI	LVLI	0021C988	0.000000			0.000000	80.000000			80.000000	1	0.2	0.2
00594A68	LLS_Vendor_Drink_Alcohol_All	001	2	1	0021C987:LLI_Loot_Drink_Alcohol_Basic:LVLI	LVLI	0021C987	0.000000			0.000000	0.000000			0.000000	1	1	1
00594A69	LLS_Vendor_Meds_Basic	001	3	0	00210552:LL_Chems_HealingSalve:LVLI	LVLI	00210552	0.000000			0.000000	0.000000			0.000000	1	1	1
00594A69	LLS_Vendor_Meds_Basic	001	3	1	002049B6:LL_Stimpak_1_3:LVLI	LVLI	002049B6	0.000000			0.000000	0.000000			0.000000	1	1	1
00594A69	LLS_Vendor_Meds_Basic	001	3	2	002049B7:LL_RadAway_1_3:LVLI	LVLI	002049B7	0.000000			0.000000	0.000000			0.000000	1	1	1
005957E2	W05_WST_WorkshopProduce_AmmoConstruction_All	01	1	0	005AE926:LLS_Ammo_Loot_Random_Fallback:LVLI	LVLI	005AE926	0.000000			0.000000	0.000000			0.000000	1	1	1
00595803	LL_Weapon_Ranged_GaussMinigun_Barrel_Hex	11	1	0	0055C151:GaussMinigun:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
00595804	LL_Weapon_Ranged_GaussMinigun_Barrel_Penta	11	1	0	0055C151:GaussMinigun:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
00595805	LL_Weapon_Ranged_GaussMinigun_Barrel_Tri	11	1	0	0055C151:GaussMinigun:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
00595A0E	W05_WorkshopCollector_TurboFertilizer	01	1	0	0058F902:W05_WorkshopCollectorTurboFertilizer:CONT	CONT		0.000000			0.000000	0.000000			0.000000	1	1	1
00595BDF	LL_Armor_Wood_Helm_NONPLAYABLE	11	1	0	00595BCA:Headwear_Clothes_Wood_Helmet_NONPLAYABLE:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
00595D35	LL_Weapon_Ranged_GaussPistol_Short	11	1	0	0054A165:GaussPistol:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
00596507	LL_Outfit_Raider03_WL059_Blackeye	001	8	0	00572C02:LL_Armor_Raider_Underarmor_NONPLAYABLE:LVLI	LVLI	00572C02	0.000000			0.000000	0.000000			0.000000	1	1	1
00596507	LL_Outfit_Raider03_WL059_Blackeye	001	8	1	00572C28:LL_Clothes_Raider_NONPLAYABLE:LVLI	LVLI	00572C28	0.000000			0.000000	50.000000			50.000000	1	0.5	0.5
00596507	LL_Outfit_Raider03_WL059_Blackeye	001	8	2	0058BE08:LL_Armor_Raider_ArmLeft_NONPLAYABLE:LVLI	LVLI	0058BE08	0.000000			0.000000	25.000000			25.000000	1	0.75	0.75
00596507	LL_Outfit_Raider03_WL059_Blackeye	001	8	3	0058BE09:LL_Armor_Raider_ArmRight_NONPLAYABLE:LVLI	LVLI	0058BE09	0.000000			0.000000	20.000000			20.000000	1	0.8	0.8
00596507	LL_Outfit_Raider03_WL059_Blackeye	001	8	4	0058BE0A:LL_Armor_Raider_LegLeft_NONPLAYABLE:LVLI	LVLI	0058BE0A	0.000000			0.000000	35.000000			35.000000	1	0.65	0.65
00596507	LL_Outfit_Raider03_WL059_Blackeye	001	8	5	0058BE0B:LL_Armor_Raider_LegRight_NONPLAYABLE:LVLI	LVLI	0058BE0B	0.000000			0.000000	30.000000			30.000000	1	0.7	0.7
00596507	LL_Outfit_Raider03_WL059_Blackeye	001	8	6	0058BE0C:LL_Armor_Raider_Torso_NONPLAYABLE:LVLI	LVLI	0058BE0C	0.000000			0.000000	25.000000			25.000000	1	0.75	0.75
00596507	LL_Outfit_Raider03_WL059_Blackeye	001	8	7	00596508:LL_Clothes_Headwear_Raider_BlackeyeMasks:LVLI	LVLI	00596508	0.000000			0.000000	0.000000			0.000000	1	1	1
00596508	LL_Clothes_Headwear_Raider_BlackeyeMasks	0000000000000000000000000000000000000000000000000000000000000000	3	0	00565BCB:LL_Headwear_BloodEagle_Face_EyewearBandanas_NONPLAYABLE:LVLI	LVLI	00565BCB	0.000000			0.000000	0.000000			0.000000	1	1	1
00596508	LL_Clothes_Headwear_Raider_BlackeyeMasks	0000000000000000000000000000000000000000000000000000000000000000	3	1	001485AF:LL_Clothes_Headwear_Raider_Gasmask:LVLI	LVLI	001485AF	0.000000			0.000000	0.000000			0.000000	1	1	1
00596508	LL_Clothes_Headwear_Raider_BlackeyeMasks	0000000000000000000000000000000000000000000000000000000000000000	3	2	0033B139:LL_Clothes_Headwear_Raider_SurgicalMask:LVLI	LVLI	0033B139	0.000000			0.000000	0.000000			0.000000	1	1	1
0059672D	W05_LLV_GoldVendor_Settler_Samuel	001	5	0	005A0AC5:W05_LLV_GoldVendor_Settler_Samuel_1_Cautious:LVLI	LVLI	005A0AC5	0.000000			0.000000	0.000000			0.000000	1	1	1
0059672D	W05_LLV_GoldVendor_Settler_Samuel	001	5	1	005A0AC4:W05_LLV_GoldVendor_Settler_Samuel_3_Cooperative:LVLI	LVLI	005A0AC4	0.000000			0.000000	0.000000			0.000000	1	1	1
0059672D	W05_LLV_GoldVendor_Settler_Samuel	001	5	2	005A0EE3:W05_LLV_GoldVendor_Settler_Samuel_4_Friendly:LVLI	LVLI	005A0EE3	0.000000			0.000000	0.000000			0.000000	1	1	1
0059672D	W05_LLV_GoldVendor_Settler_Samuel	001	5	3	005A0EE9:W05_LLV_GoldVendor_Settler_Samuel_5_Neighborly:LVLI	LVLI	005A0EE9	0.000000			0.000000	0.000000			0.000000	1	1	1
0059672D	W05_LLV_GoldVendor_Settler_Samuel	001	5	4	005A0AC3:W05_LLV_GoldVendor_Settler_Samuel_6_Ally:LVLI	LVLI	005A0AC3	0.000000			0.000000	0.000000			0.000000	1	1	1
00596733	W05_LLV_Vendor_Settler_SunnyVendor_Armory	001	5	0	005A0F01:W05_LLV_Vendor_Settler_SunnyVendor_Armory_1_Cautious:LVLI	LVLI	005A0F01	0.000000			0.000000	0.000000			0.000000	1	1	1
00596733	W05_LLV_Vendor_Settler_SunnyVendor_Armory	001	5	1	005A0EED:W05_LLV_Vendor_Settler_SunnyVendor_Armory_3_Cooperative:LVLI	LVLI	005A0EED	0.000000			0.000000	0.000000			0.000000	1	1	1
00596733	W05_LLV_Vendor_Settler_SunnyVendor_Armory	001	5	2	005A0EDF:W05_LLV_Vendor_Settler_SunnyVendor_Armory_4_Friendly:LVLI	LVLI	005A0EDF	0.000000			0.000000	0.000000			0.000000	1	1	1
00596733	W05_LLV_Vendor_Settler_SunnyVendor_Armory	001	5	3	005A0EDE:W05_LLV_Vendor_Settler_SunnyVendor_Armory_5_Neighborly:LVLI	LVLI	005A0EDE	0.000000			0.000000	0.000000			0.000000	1	1	1
00596733	W05_LLV_Vendor_Settler_SunnyVendor_Armory	001	5	4	005A0EDD:W05_LLV_Vendor_Settler_SunnyVendor_Armory_6_Ally:LVLI	LVLI	005A0EDD	0.000000			0.000000	0.000000			0.000000	1	1	1
00596734	LLV_Vendor_Weapon_Ranged_Faction_Settler	11	21	0	0033AB77:LL_Weapon_Ranged_HuntingRifle:LVLI	LVLI	0033AB77	0.000000			0.000000	0.000000	00535D52:MinLvl_HuntingRifle_Short_ECON:GLOB		1.000000	1	0.99	0.99
00596734	LLV_Vendor_Weapon_Ranged_Faction_Settler	11	21	1	0033AB84:LL_Weapon_Ranged_PipeGun:LVLI	LVLI	0033AB84	0.000000			0.000000	0.000000	00535D4B:MinLvl_Guaranteed_ECON:GLOB		1.000000	1	0.99	0.99
00596734	LLV_Vendor_Weapon_Ranged_Faction_Settler	11	21	2	00032B0C:LL_Weapon_Ranged_PipeBoltAction:LVLI	LVLI	00032B0C	0.000000			0.000000	0.000000	0039E21C:MinLvl_PipeBoltAction_Pistol_ECON:GLOB		1.000000	1	0.99	0.99
00596734	LLV_Vendor_Weapon_Ranged_Faction_Settler	11	21	3	0035684B:LL_Weapon_Ranged_PipeRevolver:LVLI	LVLI	0035684B	0.000000			0.000000	0.000000	0039DDF0:MinLvl_PipeRevolver_Pistol_SemiAuto_ECON:GLOB		1.000000	1	0.99	0.99
00596734	LLV_Vendor_Weapon_Ranged_Faction_Settler	11	21	4	0033AB84:LL_Weapon_Ranged_PipeGun:LVLI	LVLI	0033AB84	0.000000			0.000000	0.000000	00535D4B:MinLvl_Guaranteed_ECON:GLOB		1.000000	1	0.99	0.99
00596734	LLV_Vendor_Weapon_Ranged_Faction_Settler	11	21	5	00032B0C:LL_Weapon_Ranged_PipeBoltAction:LVLI	LVLI	00032B0C	0.000000			0.000000	0.000000	0039E21C:MinLvl_PipeBoltAction_Pistol_ECON:GLOB		1.000000	1	0.99	0.99
00596734	LLV_Vendor_Weapon_Ranged_Faction_Settler	11	21	6	0035684B:LL_Weapon_Ranged_PipeRevolver:LVLI	LVLI	0035684B	0.000000			0.000000	0.000000	0039DDF0:MinLvl_PipeRevolver_Pistol_SemiAuto_ECON:GLOB		1.000000	1	0.99	0.99
00596734	LLV_Vendor_Weapon_Ranged_Faction_Settler	11	21	7	0033AB59:LL_Weapon_Ranged_10mm:LVLI	LVLI	0033AB59	0.000000			0.000000	0.000000	00535D2B:MinLvl_10mm_SemiAuto_ECON:GLOB		5.000000	1	0.95	0.95
00596734	LLV_Vendor_Weapon_Ranged_Faction_Settler	11	21	8	0033AB7B:LL_Weapon_Ranged_LaserGun:LVLI	LVLI	0033AB7B	0.000000			0.000000	0.000000	0039E760:MinLvl_Laser_Pistol_SemiAuto_ECON:GLOB		5.000000	1	0.95	0.95
00596734	LLV_Vendor_Weapon_Ranged_Faction_Settler	11	21	9	001ACFBB:LL_Weapon_Ranged_44:LVLI	LVLI	001ACFBB	0.000000			0.000000	0.000000	00535D2E:MinLvl_44_SemiAuto_ECON:GLOB		5.000000	1	0.95	0.95
00596734	LLV_Vendor_Weapon_Ranged_Faction_Settler	11	21	10	001EB91C:LL_Weapon_Ranged_10mmSMG:LVLI	LVLI	001EB91C	0.000000			0.000000	0.000000	00535D2C:MinLvl_10mmSMG_ECON:GLOB		10.000000	1	0.9	0.9
00596734	LLV_Vendor_Weapon_Ranged_Faction_Settler	11	21	11	001EB9F3:LL_Weapon_Ranged_SingleActionRevolver:LVLI	LVLI	001EB9F3	0.000000			0.000000	0.000000	0039D9A7:MinLvl_SingleActionRevolver_ECON:GLOB		10.000000	1	0.9	0.9
00596734	LLV_Vendor_Weapon_Ranged_Faction_Settler	11	21	12	0011393A:LL_Weapon_Ranged_HandmadeGun:LVLI	LVLI	0011393A	0.000000			0.000000	0.000000	00535D4E:MinLvl_Handmade_Short_SemiAuto_ECON:GLOB		15.000000	1	0.85	0.85
00596734	LLV_Vendor_Weapon_Ranged_Faction_Settler	11	21	13	00188A71:LL_Weapon_Ranged_DoubleBarrelShotgun:LVLI	LVLI	00188A71	0.000000			0.000000	0.000000	00535D43:MinLvl_DoubleBarrelShotgun_ECON:GLOB		15.000000	1	0.85	0.85
00596734	LLV_Vendor_Weapon_Ranged_Faction_Settler	11	21	14	00128D61:LL_Weapon_Ranged_PlasmaGun:LVLI	LVLI	00128D61	0.000000			0.000000	0.000000	0039DBE8:MinLvl_PlasmaGun_Pistol_SemiAuto_ECON:GLOB		15.000000	1	0.85	0.85
00596734	LLV_Vendor_Weapon_Ranged_Faction_Settler	11	21	15	0033AB8F:LL_Weapon_Ranged_SubmachineGun:LVLI	LVLI	0033AB8F	0.000000			0.000000	0.000000	0039D99C:MinLvl_SubMachineGun_ECON:GLOB		15.000000	1	0.85	0.85
00596734	LLV_Vendor_Weapon_Ranged_Faction_Settler	11	21	16	000E7511:LL_Weapon_Ranged_CombatRifle:LVLI	LVLI	000E7511	0.000000			0.000000	0.000000	00535D40:MinLvl_CombatShotgun_Short_SemiAuto_ECON:GLOB		20.000000	1	0.8	0.8
00596734	LLV_Vendor_Weapon_Ranged_Faction_Settler	11	21	17	0033AB66:LL_Weapon_Ranged_CombatShotgun:LVLI	LVLI	0033AB66	0.000000			0.000000	0.000000	00535D40:MinLvl_CombatShotgun_Short_SemiAuto_ECON:GLOB		20.000000	1	0.8	0.8
00596734	LLV_Vendor_Weapon_Ranged_Faction_Settler	11	21	18	00114419:LL_Weapon_Ranged_Revolver:LVLI	LVLI	00114419	0.000000			0.000000	0.000000	00535D5A:MinLvl_Revolver_ECON:GLOB		20.000000	1	0.8	0.8
00596734	LLV_Vendor_Weapon_Ranged_Faction_Settler	11	21	19	001112EA:LL_Weapon_Ranged_LeverGun:LVLI	LVLI	001112EA	0.000000			0.000000	0.000000	00535D57:MinLvl_Lever_ShortRifle_ECON:GLOB		25.000000	1	0.75	0.75
00596734	LLV_Vendor_Weapon_Ranged_Faction_Settler	11	21	20	0033AB5F:LL_Weapon_Ranged_AssaultRifle:LVLI	LVLI	0033AB5F	0.000000			0.000000	0.000000	00535D33:MinLvl_AssaultRifle_Short_SemiAuto_ECON:GLOB		30.000000	1	0.7	0.7
00596735	LLV_Vendor_Weapons_Faction_Settler	001	2	0	00596736:LLV_Vendor_Weapon_Melee_Faction_Settler:LVLI	LVLI	00596736	0.000000			0.000000	0.000000			0.000000	1	1	1
00596735	LLV_Vendor_Weapons_Faction_Settler	001	2	1	00596734:LLV_Vendor_Weapon_Ranged_Faction_Settler:LVLI	LVLI	00596734	0.000000			0.000000	0.000000			0.000000	1	1	1
00596736	LLV_Vendor_Weapon_Melee_Faction_Settler	11	16	0	00188AA3:LL_Weapon_Melee_TireIron:LVLI	LVLI	00188AA3	0.000000			0.000000	0.000000	00535D4B:MinLvl_Guaranteed_ECON:GLOB		1.000000	1	0.99	0.99
00596736	LLV_Vendor_Weapon_Melee_Faction_Settler	11	16	1	001EB9DC:LL_Weapon_Melee_Hatchet:LVLI	LVLI	001EB9DC	0.000000			0.000000	0.000000	00535D4B:MinLvl_Guaranteed_ECON:GLOB		1.000000	1	0.99	0.99
00596736	LLV_Vendor_Weapon_Melee_Faction_Settler	11	16	2	001EB9EB:LL_Weapon_Melee_Pitchfork:LVLI	LVLI	001EB9EB	0.000000			0.000000	0.000000	00535D4B:MinLvl_Guaranteed_ECON:GLOB		1.000000	1	0.99	0.99
00596736	LLV_Vendor_Weapon_Melee_Faction_Settler	11	16	3	001EBAAD:LL_Weapon_Melee_WoodCuttingAxe:LVLI	LVLI	001EBAAD	0.000000			0.000000	0.000000	00535D4B:MinLvl_Guaranteed_ECON:GLOB		1.000000	1	0.99	0.99
00596736	LLV_Vendor_Weapon_Melee_Faction_Settler	11	16	4	0033AB4E:LL_Weapon_Melee_Machete:LVLI	LVLI	0033AB4E	0.000000			0.000000	0.000000	00535D4B:MinLvl_Guaranteed_ECON:GLOB		1.000000	1	0.99	0.99
00596736	LLV_Vendor_Weapon_Melee_Faction_Settler	11	16	5	0033AB4C:LL_Weapon_Melee_Knife:LVLI	LVLI	0033AB4C	0.000000			0.000000	0.000000	00535D4B:MinLvl_Guaranteed_ECON:GLOB		1.000000	1	0.99	0.99
00596736	LLV_Vendor_Weapon_Melee_Faction_Settler	11	16	6	0033AB36:LL_Weapon_Melee_BaseballBat:LVLI	LVLI	0033AB36	0.000000			0.000000	0.000000	0006B4F3:MinLvl_BaseballBat_ECON:GLOB		1.000000	1	0.99	0.99
00596736	LLV_Vendor_Weapon_Melee_Faction_Settler	11	16	7	001EB9E7:LL_Weapon_Melee_PickAxe:LVLI	LVLI	001EB9E7	0.000000			0.000000	0.000000	0006A781:MinLvl_PickAxe_ECON:GLOB		5.000000	1	0.95	0.95
00596736	LLV_Vendor_Weapon_Melee_Faction_Settler	11	16	8	001EB9D0:LL_Weapon_Melee_Fire_Axe:LVLI	LVLI	001EB9D0	0.000000			0.000000	0.000000	00522067:MinLvl_Fire_Axe_ECON:GLOB		5.000000	1	0.95	0.95
00596736	LLV_Vendor_Weapon_Melee_Faction_Settler	11	16	9	0033AB37:LL_Weapon_Melee_Baton:LVLI	LVLI	0033AB37	0.000000			0.000000	0.000000	00522064:MinLvl_Baton_ECON:GLOB		5.000000	1	0.95	0.95
00596736	LLV_Vendor_Weapon_Melee_Faction_Settler	11	16	10	001EB9C1:LL_Weapon_Melee_BowieKnife:LVLI	LVLI	001EB9C1	0.000000			0.000000	0.000000	001FB60F:MinLvl_BowieKnife_ECON:GLOB		5.000000	1	0.95	0.95
00596736	LLV_Vendor_Weapon_Melee_Faction_Settler	11	16	11	0033AB55:LL_Weapon_Melee_Sledgehammer:LVLI	LVLI	0033AB55	0.000000			0.000000	0.000000	00535D5C:MinLvl_Sledgehammer_ECON:GLOB		10.000000	1	0.9	0.9
00596736	LLV_Vendor_Weapon_Melee_Faction_Settler	11	16	12	0033AB56:LL_Weapon_Melee_Spear:LVLI	LVLI	0033AB56	0.000000			0.000000	0.000000	0052206A:MinLvl_Spear_ECON:GLOB		15.000000	1	0.85	0.85
00596736	LLV_Vendor_Weapon_Melee_Faction_Settler	11	16	13	00069088:LL_Weapon_Melee_SuperSledge:LVLI	LVLI	00069088	0.000000			0.000000	0.000000	0006AA4C:MinLvl_SuperSledge_ECON:GLOB		30.000000	1	0.7	0.7
00596736	LLV_Vendor_Weapon_Melee_Faction_Settler	11	16	14	00188A9C:LL_Weapon_Melee_Powerfist:LVLI	LVLI	00188A9C	0.000000			0.000000	0.000000	0006A9D7:MinLvl_Powerfist_ECON:GLOB		30.000000	1	0.7	0.7
00596736	LLV_Vendor_Weapon_Melee_Faction_Settler	11	16	15	00188AA0:LL_Weapon_Melee_Shishkebab:LVLI	LVLI	00188AA0	0.000000			0.000000	0.000000	0006B070:MinLvl_Shishkebab_ECON:GLOB		35.000000	1	0.65	0.65
00596737	LLV_Vendor_Ammo_Faction_Settler	11	10	0	00067382:LL_Ammo_308Caliber:LVLI	LVLI	00067382	0.000000			0.000000	0.000000			0.000000	1	1	1
00596737	LLV_Vendor_Ammo_Faction_Settler	11	10	1	00111FE6:LL_Ammo_38Caliber:LVLI	LVLI	00111FE6	0.000000			0.000000	0.000000			0.000000	1	1	1
00596737	LLV_Vendor_Ammo_Faction_Settler	11	10	2	00111FE7:LL_Ammo_44:LVLI	LVLI	00111FE7	0.000000			0.000000	0.000000			0.000000	1	1	1
00596737	LLV_Vendor_Ammo_Faction_Settler	11	10	3	00111FE3:LL_Ammo_10mm:LVLI	LVLI	00111FE3	0.000000			0.000000	0.000000			0.000000	1	1	1
00596737	LLV_Vendor_Ammo_Faction_Settler	11	10	4	000C1898:LL_Ammo_FusionCell:LVLI	LVLI	000C1898	0.000000			0.000000	0.000000			0.000000	1	1	1
00596737	LLV_Vendor_Ammo_Faction_Settler	11	10	5	00067385:LL_Ammo_556:LVLI	LVLI	00067385	0.000000			0.000000	0.000000			0.000000	1	1	1
00596737	LLV_Vendor_Ammo_Faction_Settler	11	10	6	0006738A:LL_Ammo_ShotgunShell:LVLI	LVLI	0006738A	0.000000			0.000000	0.000000			0.000000	1	1	1
00596737	LLV_Vendor_Ammo_Faction_Settler	11	10	7	00067383:LL_Ammo_45Caliber:LVLI	LVLI	00067383	0.000000			0.000000	0.000000			0.000000	1	1	1
00596737	LLV_Vendor_Ammo_Faction_Settler	11	10	8	000130A1:c_Gunpowder_scrap:MISC	MISC		0.000000			0.000000	0.000000			0.000000	1	1	1
00596737	LLV_Vendor_Ammo_Faction_Settler	11	10	9	00563456:LL_Ammo_CompoundBow:LVLI	LVLI	00563456	0.000000			0.000000	0.000000			0.000000	1	1	1
00596739	LLV_Vendor_Armor_Settler_Underarmor	01	2	0	00117EB9:Armor_Casual_Underarmor_FlannelJeans:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
00596739	LLV_Vendor_Armor_Settler_Underarmor	01	2	1	000FFC21:Armor_Casual_Underarmor_ShirtJeans:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
0059673A	LLV_Headwear_Settler_Helmet	0000000000000000000000000000000000000000000000000000000000000000	12	0	00144F04:Headwear_BaseballHat:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
0059673A	LLV_Headwear_Settler_Helmet	0000000000000000000000000000000000000000000000000000000000000000	12	1	000FC104:Headwear_BowlerHat:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
0059673A	LLV_Headwear_Settler_Helmet	0000000000000000000000000000000000000000000000000000000000000000	12	2	000F6D86:Headwear_HardHat_Default:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
0059673A	LLV_Headwear_Settler_Helmet	0000000000000000000000000000000000000000000000000000000000000000	12	3	00499F37:Headwear_HardHat_Black:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
0059673A	LLV_Headwear_Settler_Helmet	0000000000000000000000000000000000000000000000000000000000000000	12	4	00499F39:Headwear_HardHat_Blue:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
0059673A	LLV_Headwear_Settler_Helmet	0000000000000000000000000000000000000000000000000000000000000000	12	5	00499F3D:Headwear_HardHat_Grey:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
0059673A	LLV_Headwear_Settler_Helmet	0000000000000000000000000000000000000000000000000000000000000000	12	6	00499F3E:Headwear_HardHat_Orange:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
0059673A	LLV_Headwear_Settler_Helmet	0000000000000000000000000000000000000000000000000000000000000000	12	7	00499F40:Headwear_HardHat_Red:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
0059673A	LLV_Headwear_Settler_Helmet	0000000000000000000000000000000000000000000000000000000000000000	12	8	00499F41:Headwear_HardHat_White:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
0059673A	LLV_Headwear_Settler_Helmet	0000000000000000000000000000000000000000000000000000000000000000	12	9	00012B1E:Headwear_MinerHat:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
0059673A	LLV_Headwear_Settler_Helmet	0000000000000000000000000000000000000000000000000000000000000000	12	10	001BA8DA:Headwear_Mobsterhat:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
0059673A	LLV_Headwear_Settler_Helmet	0000000000000000000000000000000000000000000000000000000000000000	12	11	002AA61B:Headwear_SteelWorkerHat:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
0059673B	LLV_Headwear_Settler_Face_Eyewear	0000000000000000000000000000000000000000000000000000000000000000	6	0	000787D9:Headwear_Raider_Goggles:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
0059673B	LLV_Headwear_Settler_Face_Eyewear	0000000000000000000000000000000000000000000000000000000000000000	6	1	00125891:Headwear_BlackRimGlasses:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
0059673B	LLV_Headwear_Settler_Face_Eyewear	0000000000000000000000000000000000000000000000000000000000000000	6	2	00113DFB:Headwear_DLC04_RoundSunglasses:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
0059673B	LLV_Headwear_Settler_Face_Eyewear	0000000000000000000000000000000000000000000000000000000000000000	6	3	001C4BE8:Headwear_EyeGlasses:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
0059673B	LLV_Headwear_Settler_Face_Eyewear	0000000000000000000000000000000000000000000000000000000000000000	6	4	001738AA:Headwear_PoliceGlasses:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
0059673B	LLV_Headwear_Settler_Face_Eyewear	0000000000000000000000000000000000000000000000000000000000000000	6	5	000E628A:Headwear_SunGlasses:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
00596741	W05_LLV_Vendor_Settler_SunnyVendor_General	001	5	0	005A0EFE:W05_LLV_Vendor_Settler_SunnyVendor_General_1_Cautious:LVLI	LVLI	005A0EFE	0.000000			0.000000	0.000000			0.000000	1	1	1
00596741	W05_LLV_Vendor_Settler_SunnyVendor_General	001	5	1	005A0EE2:W05_LLV_Vendor_Settler_SunnyVendor_General_3_Cooperative:LVLI	LVLI	005A0EE2	0.000000			0.000000	0.000000			0.000000	1	1	1
00596741	W05_LLV_Vendor_Settler_SunnyVendor_General	001	5	2	005A0EF8:W05_LLV_Vendor_Settler_SunnyVendor_General_4_Friendly:LVLI	LVLI	005A0EF8	0.000000			0.000000	0.000000			0.000000	1	1	1
00596741	W05_LLV_Vendor_Settler_SunnyVendor_General	001	5	3	005A0EFB:W05_LLV_Vendor_Settler_SunnyVendor_General_5_Neighborly:LVLI	LVLI	005A0EFB	0.000000			0.000000	0.000000			0.000000	1	1	1
00596741	W05_LLV_Vendor_Settler_SunnyVendor_General	001	5	4	005A0EF0:W05_LLV_Vendor_Settler_SunnyVendor_General_6_Ally:LVLI	LVLI	005A0EF0	0.000000			0.000000	0.000000			0.000000	1	1	1
00596742	W05_LLV_Vendor_Settler_SunnyVendor_Kitchen	001	5	0	005A0EF2:W05_LLV_Vendor_Settler_SunnyVendor_Kitchen_1_Cautious:LVLI	LVLI	005A0EF2	0.000000			0.000000	0.000000			0.000000	1	1	1
00596742	W05_LLV_Vendor_Settler_SunnyVendor_Kitchen	001	5	1	005A0EFF:W05_LLV_Vendor_Settler_SunnyVendor_Kitchen_3_Cooperative:LVLI	LVLI	005A0EFF	0.000000			0.000000	0.000000			0.000000	1	1	1
00596742	W05_LLV_Vendor_Settler_SunnyVendor_Kitchen	001	5	2	005A0EF5:W05_LLV_Vendor_Settler_SunnyVendor_Kitchen_4_Friendly:LVLI	LVLI	005A0EF5	0.000000			0.000000	0.000000			0.000000	1	1	1
00596742	W05_LLV_Vendor_Settler_SunnyVendor_Kitchen	001	5	3	005A0EEC:W05_LLV_Vendor_Settler_SunnyVendor_Kitchen_5_Neighborly:LVLI	LVLI	005A0EEC	0.000000			0.000000	0.000000			0.000000	1	1	1
00596742	W05_LLV_Vendor_Settler_SunnyVendor_Kitchen	001	5	4	005A0EF1:W05_LLV_Vendor_Settler_SunnyVendor_Kitchen_6_Ally:LVLI	LVLI	005A0EF1	0.000000			0.000000	0.000000			0.000000	1	1	1
00596746	W05_LLV_COMP_VisitorVendor	001	10	0	003C24EA:LLV_Vendor_Drink:LVLI	LVLI	003C24EA	0.000000			0.000000	0.000000			0.000000	1	1	1
00596746	W05_LLV_COMP_VisitorVendor	001	10	1	003C24EB:LLV_Vendor_Food:LVLI	LVLI	003C24EB	0.000000			0.000000	0.000000			0.000000	1	1	1
