FormID	EDID	ParentQuestDisplay	ParentQuestLink	RewardsCount	RewardIndex	RewardedItemIndex	RewardedItem	RewardedItemCount	NAM7_XPGlobal	NAM8_CapsGlobal	XPCT_XPCurveTable	QRCO_CurrencyObject	QRLI_LegendaryItemRewardList	QRLR_LegendaryItemRewardRank	QRRI_LegendaryRankRandom	Conditions	ConditionGlobs	ReferencedByCount	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6	Ref7	Ref8	Ref9	Ref10	Ref11	Ref12	Ref13	Ref14	Ref15	Ref16	Ref17	Ref18	Ref19	Ref20	Ref21	Ref22	Ref23	Ref24	Ref25	Ref26	Ref27	Ref28	Ref29	Ref30	Ref31	Ref32	Ref33	Ref34	Ref35	Ref36	Ref37	Ref38	Ref39	Ref40	Ref41	Ref42	Ref43	Ref44	Ref45	Ref46	Ref47	Ref48	Ref49	Ref50	Ref51	Ref52	Ref53	Ref54	Ref55	Ref56	Ref57	Ref58	Ref59	Ref60	Ref61	Ref62	Ref63	Ref64	Ref65	Ref66	Ref67	Ref68	Ref69	Ref70	Ref71	Ref72	Ref73	Ref74	Ref75	Ref76	Ref77	Ref78	Ref79	Ref80	Ref81	Ref82	Ref83	Ref84	Ref85	Ref86	Ref87	Ref88	Ref89	Ref90	Ref91	Ref92	Ref93	Ref94	Ref95	Ref96	Ref97	Ref98	Ref99	Ref100	Ref101	Ref102	Ref103	Ref104	Ref105	Ref106	Ref107	Ref108	Ref109	Ref110	Ref111	Ref112	Ref113	Ref114	Ref115	Ref116	Ref117	Ref118	Ref119	Ref120	Ref121	Ref122	Ref123	Ref124	Ref125	Ref126	Ref127	Ref128	Ref129	Ref130	Ref131	Ref132
0063134E	QuestReward_V94_2_Stage1011_01	V94_2 "Vault Mission: Meltdown<Alias=DifficultyModeLoc><Alias=RespiteZoneStateLoc>" [QUST:003F4720]	003F4720:V94_2:"Vault Mission: Meltdown<Alias=DifficultyModeLoc><Alias=RespiteZoneStateLoc>":QUST	1	0	0	0030C9A2:V94_2_LL_VaultSystemRewards_Novice:LVLI	1	003F4727:XPVaultSystemRewards_V94_2_MissionReward_Novice:GLOB	0030C99E:CapsVaultSystemRewards_V94_2_Novice:GLOB		0000000F:Caps001:CNCY		1				1	003F4720:V94_2:"Vault Mission: Meltdown<Alias=DifficultyModeLoc><Alias=RespiteZoneStateLoc>":QUST																																																																																																																																			
006311E6	QuestReward_D01A_Tipsy_Stage9000_01	D01A_Tipsy "Repeatable: Tipsy Taste-Test" [QUST:0047CF15]	0047CF15:D01A_Tipsy:"Repeatable: Tipsy Taste-Test":QUST	1	0	0	003F45FA:D01A_Tipsy_LL_Event_Reward:LVLI	1	00404AA4:XP_D01A_Reward:GLOB	00404AA3:Caps_D01A_Reward:GLOB		0000000F:Caps001:CNCY		1				1	0047CF15:D01A_Tipsy:"Repeatable: Tipsy Taste-Test":QUST																																																																																																																																			
006312DD	QuestReward_RS01A_Contact_Stage9000_01	RS01A_Contact "First Contact" [QUST:003C4C22]	003C4C22:RS01A_Contact:"First Contact":QUST	2	0	0	003E576A:Clothes_Responders_Jumpsuit_Paramedic:ARMO	1	00109C0D:XPForestSmaller:GLOB	00007755:CapsResponders_Personal_Small:GLOB		0000000F:Caps001:CNCY		1				1	003C4C22:RS01A_Contact:"First Contact":QUST																																																																																																																																			
006312DD	QuestReward_RS01A_Contact_Stage9000_01	RS01A_Contact "First Contact" [QUST:003C4C22]	003C4C22:RS01A_Contact:"First Contact":QUST	2	0	1	00210552:LL_Chems_HealingSalve:LVLI	5	00109C0D:XPForestSmaller:GLOB	00007755:CapsResponders_Personal_Small:GLOB		0000000F:Caps001:CNCY		1				1	003C4C22:RS01A_Contact:"First Contact":QUST																																																																																																																																			
006312DD	QuestReward_RS01A_Contact_Stage9000_01	RS01A_Contact "First Contact" [QUST:003C4C22]	003C4C22:RS01A_Contact:"First Contact":QUST	2	0	2	001EB9DC:LL_Weapon_Melee_Hatchet:LVLI	1	00109C0D:XPForestSmaller:GLOB	00007755:CapsResponders_Personal_Small:GLOB		0000000F:Caps001:CNCY		1				1	003C4C22:RS01A_Contact:"First Contact":QUST																																																																																																																																			
006312DD	QuestReward_RS01A_Contact_Stage9000_01	RS01A_Contact "First Contact" [QUST:003C4C22]	003C4C22:RS01A_Contact:"First Contact":QUST	2	0	3	003CA669:QuestReward_LLS_Ammo_Forest:LVLI	4	00109C0D:XPForestSmaller:GLOB	00007755:CapsResponders_Personal_Small:GLOB		0000000F:Caps001:CNCY		1				1	003C4C22:RS01A_Contact:"First Contact":QUST																																																																																																																																			
006312DD	QuestReward_RS01A_Contact_Stage9000_01	RS01A_Contact "First Contact" [QUST:003C4C22]	003C4C22:RS01A_Contact:"First Contact":QUST	2	0	4	00436FF7:Recipe_Weapon_Melee_Knuckles:BOOK	1	00109C0D:XPForestSmaller:GLOB	00007755:CapsResponders_Personal_Small:GLOB		0000000F:Caps001:CNCY		1				1	003C4C22:RS01A_Contact:"First Contact":QUST																																																																																																																																			
006312DD	QuestReward_RS01A_Contact_Stage9000_01	RS01A_Contact "First Contact" [QUST:003C4C22]	003C4C22:RS01A_Contact:"First Contact":QUST	2	1	-1			005354B3:XPForestSmaller_Teammate:GLOB	005354BC:CapsResponders_Personal_Small_Teammate:GLOB		0000000F:Caps001:CNCY		1				1	003C4C22:RS01A_Contact:"First Contact":QUST																																																																																																																																			
00631317	QuestReward_TW004_Stage200_01	TW004 "Daily: Big Game Hunter" [QUST:0011D76B]	0011D76B:TW004:"Daily: Big Game Hunter":QUST	1	0	-1			0039F13E:XPMidQuestSmaller:GLOB			0000000F:Caps001:CNCY		1				1	0011D76B:TW004:"Daily: Big Game Hunter":QUST																																																																																																																																			
00631336	QuestReward_V63_1_CUT_FlaggedToNotExportInScript_Stage300_01	V63_1_CUT_FlaggedToNotExportInScript "Vault 63: Reactor Meltdown" [QUST:003241AD]	003241AD:V63_1_CUT_FlaggedToNotExportInScript:"Vault 63: Reactor Meltdown":QUST	1	0	0	00324205:V63_LL_VaultSystemRewards_1:LVLI	1	003241FB:CUT_XPVaultSystemRewards_V63_1:GLOB	003241F8:CapsVaultSystemRewards_V63_1:GLOB		0000000F:Caps001:CNCY		1				1	003241AD:V63_1_CUT_FlaggedToNotExportInScript:"Vault 63: Reactor Meltdown":QUST																																																																																																																																			
006313AE	QuestReward_W05_Daily_R02_Retirement_Stage9000_01	W05_Daily_R02_Retirement "Daily: Retirement Plan" [QUST:0054DCF9]	0054DCF9:W05_Daily_R02_Retirement:"Daily: Retirement Plan":QUST	12	0	-1			0043A19F:W05_Daily_R02_Global_Reward_XP_Lowest:GLOB	0043A1B4:W05_Daily_R02_Global_Reward_Caps_Lowest:GLOB		0000000F:Caps001:CNCY		1				1	0054DCF9:W05_Daily_R02_Retirement:"Daily: Retirement Plan":QUST																																																																																																																																			
006313AE	QuestReward_W05_Daily_R02_Retirement_Stage9000_01	W05_Daily_R02_Retirement "Daily: Retirement Plan" [QUST:0054DCF9]	0054DCF9:W05_Daily_R02_Retirement:"Daily: Retirement Plan":QUST	12	1	-1			00434056:W05_Daily_R02_Global_Reward_XP_Low:GLOB	00434058:W05_Daily_R02_Global_Reward_Caps_Low:GLOB		0000000F:Caps001:CNCY		1				1	0054DCF9:W05_Daily_R02_Retirement:"Daily: Retirement Plan":QUST																																																																																																																																			
006313AE	QuestReward_W05_Daily_R02_Retirement_Stage9000_01	W05_Daily_R02_Retirement "Daily: Retirement Plan" [QUST:0054DCF9]	0054DCF9:W05_Daily_R02_Retirement:"Daily: Retirement Plan":QUST	12	2	-1			0044D487:W05_Daily_R02_Global_Reward_XP_Mid:GLOB	00434059:W05_Daily_R02_Global_Reward_Caps_Mid:GLOB		0000000F:Caps001:CNCY		1				1	0054DCF9:W05_Daily_R02_Retirement:"Daily: Retirement Plan":QUST																																																																																																																																			
006313AE	QuestReward_W05_Daily_R02_Retirement_Stage9000_01	W05_Daily_R02_Retirement "Daily: Retirement Plan" [QUST:0054DCF9]	0054DCF9:W05_Daily_R02_Retirement:"Daily: Retirement Plan":QUST	12	3	-1			00554578:W05_Daily_R02_Global_Reward_XP_MidHigh:GLOB	0043A1A7:W05_Daily_R02_Global_Reward_Caps_MidHigh:GLOB		0000000F:Caps001:CNCY		1				1	0054DCF9:W05_Daily_R02_Retirement:"Daily: Retirement Plan":QUST																																																																																																																																			
006313AE	QuestReward_W05_Daily_R02_Retirement_Stage9000_01	W05_Daily_R02_Retirement "Daily: Retirement Plan" [QUST:0054DCF9]	0054DCF9:W05_Daily_R02_Retirement:"Daily: Retirement Plan":QUST	12	4	-1			00554579:W05_Daily_R02_Global_Reward_XP_High:GLOB	0043A1A8:W05_Daily_R02_Global_Reward_Caps_High:GLOB		0000000F:Caps001:CNCY		1				1	0054DCF9:W05_Daily_R02_Retirement:"Daily: Retirement Plan":QUST																																																																																																																																			
006313AE	QuestReward_W05_Daily_R02_Retirement_Stage9000_01	W05_Daily_R02_Retirement "Daily: Retirement Plan" [QUST:0054DCF9]	0054DCF9:W05_Daily_R02_Retirement:"Daily: Retirement Plan":QUST	12	5	-1			0055457A:W05_Daily_R02_Global_Reward_XP_Higher:GLOB	0043A1B2:W05_Daily_R02_Global_Reward_Caps_Higher:GLOB		0000000F:Caps001:CNCY		1				1	0054DCF9:W05_Daily_R02_Retirement:"Daily: Retirement Plan":QUST																																																																																																																																			
006313AE	QuestReward_W05_Daily_R02_Retirement_Stage9000_01	W05_Daily_R02_Retirement "Daily: Retirement Plan" [QUST:0054DCF9]	0054DCF9:W05_Daily_R02_Retirement:"Daily: Retirement Plan":QUST	12	6	-1			0055457B:W05_Daily_R02_Global_Reward_XP_Highest:GLOB	00451339:W05_Daily_R02_Global_Reward_Caps_Highest:GLOB		0000000F:Caps001:CNCY		1				1	0054DCF9:W05_Daily_R02_Retirement:"Daily: Retirement Plan":QUST																																																																																																																																			
006313AE	QuestReward_W05_Daily_R02_Retirement_Stage9000_01	W05_Daily_R02_Retirement "Daily: Retirement Plan" [QUST:0054DCF9]	0054DCF9:W05_Daily_R02_Retirement:"Daily: Retirement Plan":QUST	12	7	0	0007BB1F:LLS_Armor_Piecemeal_Any:LVLI	1				0000000F:Caps001:CNCY		1				1	0054DCF9:W05_Daily_R02_Retirement:"Daily: Retirement Plan":QUST																																																																																																																																			
006313AE	QuestReward_W05_Daily_R02_Retirement_Stage9000_01	W05_Daily_R02_Retirement "Daily: Retirement Plan" [QUST:0054DCF9]	0054DCF9:W05_Daily_R02_Retirement:"Daily: Retirement Plan":QUST	12	7	1	003D73D9:LLS_Loot_Recipes_Armor_All:LVLI	1				0000000F:Caps001:CNCY		1				1	0054DCF9:W05_Daily_R02_Retirement:"Daily: Retirement Plan":QUST																																																																																																																																			
006313AE	QuestReward_W05_Daily_R02_Retirement_Stage9000_01	W05_Daily_R02_Retirement "Daily: Retirement Plan" [QUST:0054DCF9]	0054DCF9:W05_Daily_R02_Retirement:"Daily: Retirement Plan":QUST	12	8	0	00307C9D:LLS_Chems_Rare:LVLI	1				0000000F:Caps001:CNCY		1				1	0054DCF9:W05_Daily_R02_Retirement:"Daily: Retirement Plan":QUST																																																																																																																																			
006313AE	QuestReward_W05_Daily_R02_Retirement_Stage9000_01	W05_Daily_R02_Retirement "Daily: Retirement Plan" [QUST:0054DCF9]	0054DCF9:W05_Daily_R02_Retirement:"Daily: Retirement Plan":QUST	12	9	0	0044AE05:LLS_Scrap_Rare_All:LVLI	1				0000000F:Caps001:CNCY		1				1	0054DCF9:W05_Daily_R02_Retirement:"Daily: Retirement Plan":QUST																																																																																																																																			
006313AE	QuestReward_W05_Daily_R02_Retirement_Stage9000_01	W05_Daily_R02_Retirement "Daily: Retirement Plan" [QUST:0054DCF9]	0054DCF9:W05_Daily_R02_Retirement:"Daily: Retirement Plan":QUST	12	10	-1				005930F1:W05_Daily_Reward_LegendaryToken:GLOB		003F7410:LegendaryTokens:CNCY		1				1	0054DCF9:W05_Daily_R02_Retirement:"Daily: Retirement Plan":QUST																																																																																																																																			
006313AE	QuestReward_W05_Daily_R02_Retirement_Stage9000_01	W05_Daily_R02_Retirement "Daily: Retirement Plan" [QUST:0054DCF9]	0054DCF9:W05_Daily_R02_Retirement:"Daily: Retirement Plan":QUST	12	11	0	005A544E:LL_QuestReward_GoldBullion_Medium:LVLI	1				00538F6D:zzz_BabylonBeginnerPerkCardPackCurrency:CNCY		1				1	0054DCF9:W05_Daily_R02_Retirement:"Daily: Retirement Plan":QUST																																																																																																																																			
006313CD	QuestReward_W05_MQS_201P_Stage876_01	W05_MQS_201P "Trade Secrets" [QUST:003F28C3]	003F28C3:W05_MQS_201P:"Trade Secrets":QUST	2	0	-1			005576E3:XP_W05_MQS_201P_MidQuest01:GLOB	005576EA:Caps_W05_MQS_201P_Midquest01:GLOB		0000000F:Caps001:CNCY		1				1	003F28C3:W05_MQS_201P:"Trade Secrets":QUST																																																																																																																																			
006313CD	QuestReward_W05_MQS_201P_Stage876_01	W05_MQS_201P "Trade Secrets" [QUST:003F28C3]	003F28C3:W05_MQS_201P:"Trade Secrets":QUST	2	1	-1			00109C1F:XPGlobal:GLOB	00421202:CapsWastelanders_OneOff:GLOB		0000000F:Caps001:CNCY		1				1	003F28C3:W05_MQS_201P:"Trade Secrets":QUST																																																																																																																																			
00631309	QuestReward_TestSmokeQuest11_Stage200_01	TestSmokeQuest11 "TestSmokeQuest11" [QUST:002F208D]	002F208D:TestSmokeQuest11:"TestSmokeQuest11":QUST	1	0	0	00004822:10mm:WEAP	1	00109C1C:XPCranberryBog:GLOB	002ABE7A:CapsBrotherhood_Personal_Small:GLOB		0000000F:Caps001:CNCY		1				1	002F208D:TestSmokeQuest11:"TestSmokeQuest11":QUST																																																																																																																																			
00631309	QuestReward_TestSmokeQuest11_Stage200_01	TestSmokeQuest11 "TestSmokeQuest11" [QUST:002F208D]	002F208D:TestSmokeQuest11:"TestSmokeQuest11":QUST	1	0	1	00023432:Headwear_Army_Helmet:ARMO	1	00109C1C:XPCranberryBog:GLOB	002ABE7A:CapsBrotherhood_Personal_Small:GLOB		0000000F:Caps001:CNCY		1				1	002F208D:TestSmokeQuest11:"TestSmokeQuest11":QUST																																																																																																																																			
00631309	QuestReward_TestSmokeQuest11_Stage200_01	TestSmokeQuest11 "TestSmokeQuest11" [QUST:002F208D]	002F208D:TestSmokeQuest11:"TestSmokeQuest11":QUST	1	0	2	000AEC62:c_Gold_scrap:MISC	1	00109C1C:XPCranberryBog:GLOB	002ABE7A:CapsBrotherhood_Personal_Small:GLOB		0000000F:Caps001:CNCY		1				1	002F208D:TestSmokeQuest11:"TestSmokeQuest11":QUST																																																																																																																																			
00631309	QuestReward_TestSmokeQuest11_Stage200_01	TestSmokeQuest11 "TestSmokeQuest11" [QUST:002F208D]	002F208D:TestSmokeQuest11:"TestSmokeQuest11":QUST	1	0	3	00017DEB:c_BlackTitanium_scrap:MISC	1	00109C1C:XPCranberryBog:GLOB	002ABE7A:CapsBrotherhood_Personal_Small:GLOB		0000000F:Caps001:CNCY		1				1	002F208D:TestSmokeQuest11:"TestSmokeQuest11":QUST																																																																																																																																			
00631309	QuestReward_TestSmokeQuest11_Stage200_01	TestSmokeQuest11 "TestSmokeQuest11" [QUST:002F208D]	002F208D:TestSmokeQuest11:"TestSmokeQuest11":QUST	1	0	4	000B3658:LL_Component_Any_Copper:LVLI	1	00109C1C:XPCranberryBog:GLOB	002ABE7A:CapsBrotherhood_Personal_Small:GLOB		0000000F:Caps001:CNCY		1				1	002F208D:TestSmokeQuest11:"TestSmokeQuest11":QUST																																																																																																																																			
006311E7	QuestReward_D01A_Wasted_Stage9000_01	D01A_Wasted "Repeatable: Wasted on <Alias=Loc_AlcoholName>" [QUST:0047CF16]	0047CF16:D01A_Wasted:"Repeatable: Wasted on <Alias=Loc_AlcoholName>":QUST	1	0	0	003F4746:D01A_WastedOn_LL_Event_Reward:LVLI	1	00404AA4:XP_D01A_Reward:GLOB	00404AA3:Caps_D01A_Reward:GLOB		0000000F:Caps001:CNCY		1				1	0047CF16:D01A_Wasted:"Repeatable: Wasted on <Alias=Loc_AlcoholName>":QUST																																																																																																																																			
00631318	QuestReward_TW004_Stage300_01	TW004 "Daily: Big Game Hunter" [QUST:0011D76B]	0011D76B:TW004:"Daily: Big Game Hunter":QUST	1	0	-1			0039F13E:XPMidQuestSmaller:GLOB			0000000F:Caps001:CNCY		1				1	0011D76B:TW004:"Daily: Big Game Hunter":QUST																																																																																																																																			
006312D6	QuestReward_RE_SceneKMK07_GQ_Stage200_01	RE_SceneKMK07_GQ "Critter Tracking" [QUST:003BE2FB]	003BE2FB:RE_SceneKMK07_GQ:"Critter Tracking":QUST	1	0	-1			00109C1E:XPGlobalSmaller:GLOB	002ABE98:CapsGlobalQuests_Repeatable_Small:GLOB		0000000F:Caps001:CNCY		1				1	003BE2FB:RE_SceneKMK07_GQ:"Critter Tracking":QUST																																																																																																																																			
006311AB	QuestReward_BoSr02_Stage950_01	BoSr02 "SHELVED - Ground Zero" [QUST:000044D0]	000044D0:BoSr02:"SHELVED - Ground Zero":QUST	2	0	-1						0000000F:Caps001:CNCY		1				1	000044D0:BoSr02:"SHELVED - Ground Zero":QUST																																																																																																																																			
006311AB	QuestReward_BoSr02_Stage950_01	BoSr02 "SHELVED - Ground Zero" [QUST:000044D0]	000044D0:BoSr02:"SHELVED - Ground Zero":QUST	2	1	-1						0000000F:Caps001:CNCY		1				1	000044D0:BoSr02:"SHELVED - Ground Zero":QUST																																																																																																																																			
00631219	QuestReward_EN05_PatriotismCourse_Stage110_01	EN05_PatriotismCourse "Patriotism Training" [QUST:0008C881]	0008C881:EN05_PatriotismCourse:"Patriotism Training":QUST	1	0	-1			0034698E:XPRepeatableSmaller:GLOB	0013A904:CapsEnclave_Repeatable_Small:GLOB		0000000F:Caps001:CNCY		1				1	0008C881:EN05_PatriotismCourse:"Patriotism Training":QUST																																																																																																																																			
00631213	QuestReward_EN02_MQ_Us_Stage400_01	EN02_MQ_Us "One of Us" [QUST:000293A3]	000293A3:EN02_MQ_Us:"One of Us":QUST	2	0	0	00692D2C:LL_Weapon_Ranged_MissileLauncher_BunkerBuster:LVLI	1	00411B64:XP_OneOff_EN02:GLOB	002ABE7C:CapsEnclave_Personal_Large:GLOB		0000000F:Caps001:CNCY		1				1	000293A3:EN02_MQ_Us:"One of Us":QUST																																																																																																																																			
00631213	QuestReward_EN02_MQ_Us_Stage400_01	EN02_MQ_Us "One of Us" [QUST:000293A3]	000293A3:EN02_MQ_Us:"One of Us":QUST	2	0	1	003CC4A4:QuestReward_LLS_Aid_Mire:LVLI	1	00411B64:XP_OneOff_EN02:GLOB	002ABE7C:CapsEnclave_Personal_Large:GLOB		0000000F:Caps001:CNCY		1				1	000293A3:EN02_MQ_Us:"One of Us":QUST																																																																																																																																			
00631213	QuestReward_EN02_MQ_Us_Stage400_01	EN02_MQ_Us "One of Us" [QUST:000293A3]	000293A3:EN02_MQ_Us:"One of Us":QUST	2	0	2	003CA66D:QuestReward_LLS_Ammo_Mire:LVLI	1	00411B64:XP_OneOff_EN02:GLOB	002ABE7C:CapsEnclave_Personal_Large:GLOB		0000000F:Caps001:CNCY		1				1	000293A3:EN02_MQ_Us:"One of Us":QUST																																																																																																																																			
00631213	QuestReward_EN02_MQ_Us_Stage400_01	EN02_MQ_Us "One of Us" [QUST:000293A3]	000293A3:EN02_MQ_Us:"One of Us":QUST	2	0	3	0043470E:QuestReward_LLS_Schematic_All_Mire:LVLI	1	00411B64:XP_OneOff_EN02:GLOB	002ABE7C:CapsEnclave_Personal_Large:GLOB		0000000F:Caps001:CNCY		1				1	000293A3:EN02_MQ_Us:"One of Us":QUST																																																																																																																																			
00631213	QuestReward_EN02_MQ_Us_Stage400_01	EN02_MQ_Us "One of Us" [QUST:000293A3]	000293A3:EN02_MQ_Us:"One of Us":QUST	2	1	-1			005354AD:XPOneOffBigger_Teammate:GLOB	005354AE:CapsEnclave_Personal_Large_Teammate:GLOB		0000000F:Caps001:CNCY		1				1	000293A3:EN02_MQ_Us:"One of Us":QUST																																																																																																																																			
00631369	QuestReward_V94_3_Stage597_01	V94_3 "Vault Mission: Washout<Alias=DifficultyModeLoc><Alias=RespiteZoneStateLoc>" [QUST:0046F0DD]	0046F0DD:V94_3:"Vault Mission: Washout<Alias=DifficultyModeLoc><Alias=RespiteZoneStateLoc>":QUST	1	0	0	0055A8D9:V94_3_LL_VaultSystemRewards_Novice_MidQuest:LVLI	1	0030C99C:XPVaultSystemRewards_V94_3_MidquestReward_Novice:GLOB	0055AB8B:CapsVaultSystemRewards_V94_MidQuest_Novice:GLOB		0000000F:Caps001:CNCY		1				1	0046F0DD:V94_3:"Vault Mission: Washout<Alias=DifficultyModeLoc><Alias=RespiteZoneStateLoc>":QUST																																																																																																																																			
006313A6	QuestReward_W05_Daily_R02_Retirement_Stage2510_01	W05_Daily_R02_Retirement "Daily: Retirement Plan" [QUST:0054DCF9]	0054DCF9:W05_Daily_R02_Retirement:"Daily: Retirement Plan":QUST	1	0	0	0055AB7B:W05_Daily_R02_MidquestReward_Hunter1_LL_Chems_Food:LVLI	1				0000000F:Caps001:CNCY		1				1	0054DCF9:W05_Daily_R02_Retirement:"Daily: Retirement Plan":QUST																																																																																																																																			
006312F2	QuestReward_SFM04_Organic_Stage341_01	SFM04_Organic "An Organic Solution" [QUST:0010AE02]	0010AE02:SFM04_Organic:"An Organic Solution":QUST	2	0	-1			0039F140:XPMidQuest:GLOB	00051616:CapsMidQuest:GLOB		0000000F:Caps001:CNCY		1				1	0010AE02:SFM04_Organic:"An Organic Solution":QUST																																																																																																																																			
006312F2	QuestReward_SFM04_Organic_Stage341_01	SFM04_Organic "An Organic Solution" [QUST:0010AE02]	0010AE02:SFM04_Organic:"An Organic Solution":QUST	2	1	-1			005354A7:XPMidQuest_Teammate:GLOB	00051616:CapsMidQuest:GLOB		0000000F:Caps001:CNCY		1				1	0010AE02:SFM04_Organic:"An Organic Solution":QUST																																																																																																																																			
00631240	QuestReward_FSS01_Trap_Stage1000_01	FSS01_Trap "Event: It's a Trap" [QUST:00304A39]	00304A39:FSS01_Trap:"Event: It's a Trap":QUST	3	0	0	00432F43:QuestReward_LLS_Mire_All:LVLI	1	00109C18:XPSwampForestBigger:GLOB	00007757:CapsResponders_Personal_Medium:GLOB		0000000F:Caps001:CNCY		1				1	00304A39:FSS01_Trap:"Event: It's a Trap":QUST																																																																																																																																			
00631240	QuestReward_FSS01_Trap_Stage1000_01	FSS01_Trap "Event: It's a Trap" [QUST:00304A39]	00304A39:FSS01_Trap:"Event: It's a Trap":QUST	3	0	1	00434F47:FSS01_Scorchbeast_Parts:LVLI	1	00109C18:XPSwampForestBigger:GLOB	00007757:CapsResponders_Personal_Medium:GLOB		0000000F:Caps001:CNCY		1				1	00304A39:FSS01_Trap:"Event: It's a Trap":QUST																																																																																																																																			
00631240	QuestReward_FSS01_Trap_Stage1000_01	FSS01_Trap "Event: It's a Trap" [QUST:00304A39]	00304A39:FSS01_Trap:"Event: It's a Trap":QUST	3	1	-1						0000000F:Caps001:CNCY	005380CF:LegendaryItems_Special_AllItems:LGDI	1			00432F30:QuestLegendaryDropChance:GLOB	1	00304A39:FSS01_Trap:"Event: It's a Trap":QUST																																																																																																																																			
00631240	QuestReward_FSS01_Trap_Stage1000_01	FSS01_Trap "Event: It's a Trap" [QUST:00304A39]	00304A39:FSS01_Trap:"Event: It's a Trap":QUST	3	2	0	00824D11:P62_LLS_Rewards_TheDrifter_ActivationKeyCard:LVLI	1						1			008278F5:P62_LCP_TheDrifter_KeycardChance_EventsGeneric:GLOB	1	00304A39:FSS01_Trap:"Event: It's a Trap":QUST																																																																																																																																			
006313B7	QuestReward_W05_MQ_101P_A_Stage9000_01	W05_MQ_101P_A "Strange Bedfellows" [QUST:003FBC0D]	003FBC0D:W05_MQ_101P_A:"Strange Bedfellows":QUST	2	0	0	00596748:W05_MQ_101P_A_Rewards:LVLI	1	005918DB:XP_W05_MQ_101P_A:GLOB	005918D8:Caps_W05_MQ_101P_A:GLOB		0000000F:Caps001:CNCY		1				1	003FBC0D:W05_MQ_101P_A:"Strange Bedfellows":QUST																																																																																																																																			
006313B7	QuestReward_W05_MQ_101P_A_Stage9000_01	W05_MQ_101P_A "Strange Bedfellows" [QUST:003FBC0D]	003FBC0D:W05_MQ_101P_A:"Strange Bedfellows":QUST	2	1	-1						0000000F:Caps001:CNCY	005380CF:LegendaryItems_Special_AllItems:LGDI	1			00435A35:QuestLegendaryDropChanceOneOff:GLOB	1	003FBC0D:W05_MQ_101P_A:"Strange Bedfellows":QUST																																																																																																																																			
006312B8	QuestReward_P01B_Mini_Random02_Stage9000_01	P01B_Mini_Random02 "Unsolved: Tracking Terror" [QUST:0047F442]	0047F442:P01B_Mini_Random02:"Unsolved: Tracking Terror":QUST	3	0	0	003F5CA2:P01B_Mini_Random02_LL_Quest_Reward:LVLI	1	00415767:XP_P01B_Mini_Reward:GLOB	00415762:Caps_P01B_Mini_Reward:GLOB		0000000F:Caps001:CNCY		1				1	0047F442:P01B_Mini_Random02:"Unsolved: Tracking Terror":QUST																																																																																																																																			
006312B8	QuestReward_P01B_Mini_Random02_Stage9000_01	P01B_Mini_Random02 "Unsolved: Tracking Terror" [QUST:0047F442]	0047F442:P01B_Mini_Random02:"Unsolved: Tracking Terror":QUST	3	1	-1			0041F6B6:XP_P01B_Mini_Reward_Teammate:GLOB	0041F6BA:Caps_P01B_Mini_Reward_Teammate:GLOB		0000000F:Caps001:CNCY		1				1	0047F442:P01B_Mini_Random02:"Unsolved: Tracking Terror":QUST																																																																																																																																			
006312B8	QuestReward_P01B_Mini_Random02_Stage9000_01	P01B_Mini_Random02 "Unsolved: Tracking Terror" [QUST:0047F442]	0047F442:P01B_Mini_Random02:"Unsolved: Tracking Terror":QUST	3	2	-1						0000000F:Caps001:CNCY	005380CF:LegendaryItems_Special_AllItems:LGDI	1			00432F30:QuestLegendaryDropChance:GLOB	1	0047F442:P01B_Mini_Random02:"Unsolved: Tracking Terror":QUST																																																																																																																																			
00631308	QuestReward_TestSmokeQuest00_Stage200_01	TestSmokeQuest00 "TestSmokeQuest00" [QUST:00368D66]	00368D66:TestSmokeQuest00:"TestSmokeQuest00":QUST	1	0	0	0000000F:Caps001:CNCY	1				0000000F:Caps001:CNCY		1				1	00368D66:TestSmokeQuest00:"TestSmokeQuest00":QUST																																																																																																																																			
006313A2	QuestReward_W05_Daily_R02_Retirement_Stage2000_01	W05_Daily_R02_Retirement "Daily: Retirement Plan" [QUST:0054DCF9]	0054DCF9:W05_Daily_R02_Retirement:"Daily: Retirement Plan":QUST	1	0	-1			0055AB81:XP_W05_R02_Daily_Midquest:GLOB			00538F6D:zzz_BabylonBeginnerPerkCardPackCurrency:CNCY		1				1	0054DCF9:W05_Daily_R02_Retirement:"Daily: Retirement Plan":QUST																																																																																																																																			
006313D7	QuestReward_zzz_W05_SettlersDaily_Clinic_Stage9000_01	zzz_W05_SettlersDaily_Clinic "Daily: Donations for the Clinic" [QUST:003F2DC7]	003F2DC7:zzz_W05_SettlersDaily_Clinic:"Daily: Donations for the Clinic":QUST	1	0	-1			0034698E:XPRepeatableSmaller:GLOB	002ABE89:CapsMountain_Repeatable_Small:GLOB		0000000F:Caps001:CNCY		1				1	003F2DC7:zzz_W05_SettlersDaily_Clinic:"Daily: Donations for the Clinic":QUST																																																																																																																																			
