FormID	EDID	FULL	SNAM	TNAM	CNAM	ENAM	CondCount	Cond1	Cond2	Cond3	Cond4	Cond5	Cond6	Cond7	Cond8	Cond9	Cond10	Cond11	Cond12	Cond13	Cond14	Cond15	Cond16	Cond17	Cond18	Cond19	Cond20	Cond21	Cond22	Cond23	Cond24	Cond25	Cond26	Cond27	Cond28	Cond29	Cond30	Cond31	Cond32	Cond33	Cond34	Cond35	Cond36	Cond37	Cond38	Cond39	Cond40	Cond41	Cond42	Cond43	Cond44	Cond45	Cond46	Cond47	Cond48	Cond49	Cond50	Cond51	Cond52
00547693	CUT_Challenge_Lifetime_Complete_Vault96_SUB_Mission2_Novice_Vaults	Complete Vault 96 Mission 2: "Gone Viral" (Novice Mode)	NONE	0			2	10000000|1.000000|GetValue|00 00 00|00 00|V96_DifficultyModeValue [AVIF:00427843]|00 00 00 00|0|-1|Subject|	10000000|1.000000|IsInList|00 00 00|00 00|Challenge_Quests_Vault96_Mission2_Formlist "Vault 96 - Mission 2" [FLST:005476EE]|00 00 00 00|0|-1|Target|																																																		
00547694	CUT_Challenge_Lifetime_Complete_Vault96_SUB_Mission2_Standard_Vaults	Complete Vault 96 Mission 2: "Gone Viral" (Standard Mode)	NONE	0			2	10000000|2.000000|GetValue|00 00 00|00 00|V96_DifficultyModeValue [AVIF:00427843]|00 00 00 00|0|-1|Subject|	10000000|1.000000|IsInList|00 00 00|00 00|Challenge_Quests_Vault96_Mission2_Formlist "Vault 96 - Mission 2" [FLST:005476EE]|00 00 00 00|0|-1|Target|																																																		
00547695	CUT_Challenge_Lifetime_Craft_Armor_META_Vault94	Vault Couture: Craft Vault 94 Armor and Power Armor	NONE	0			0																																																				
00547697	CUT_Challenge_Lifetime_Craft_Armor_SUB_Vault94_Power_Chest_Vaults	Craft Vault 94 Strangler Heart Power Armor Chest Piece	NONE	0			1	10000000|1.000000|HasKeyword|00 00 00|00 00|Challenge_Vault94_PowerArmor_Chest [KYWD:005476EF]|00 00 00 00|0|-1|Target|																																																			
00547698	CUT_Challenge_Lifetime_Craft_Armor_SUB_Vault94_Power_Helmet_Vaults	Craft Vault 94 Strangler Heart Power Armor Helmet	NONE	0			1	10000000|1.000000|HasKeyword|00 00 00|00 00|Challenge_Vault94_PowerArmor_Helmet [KYWD:005476F0]|00 00 00 00|0|-1|Target|																																																			
00547699	CUT_Challenge_Lifetime_Craft_Armor_SUB_Vault94_Power_LeftArm_Vaults	Craft Vault 94 Strangler Heart Power Armor Left Arm	NONE	0			1	10000000|1.000000|HasKeyword|00 00 00|00 00|Challenge_Vault94_PowerArmor_LeftArm [KYWD:005476F1]|00 00 00 00|0|-1|Target|																																																			
0054769A	CUT_Challenge_Lifetime_Craft_Armor_SUB_Vault94_Power_LeftLeg_Vaults	Craft Vault 94 Strangler Heart Power Armor Left Leg	NONE	0			1	10000000|1.000000|HasKeyword|00 00 00|00 00|Challenge_Vault94_PowerArmor_LeftLeg [KYWD:005476F2]|00 00 00 00|0|-1|Target|																																																			
0054769B	CUT_Challenge_Lifetime_Craft_Armor_SUB_Vault94_Power_RightArm_Vaults	Craft Vault 94 Strangler Heart Power Armor Right Arm	NONE	0			1	10000000|1.000000|HasKeyword|00 00 00|00 00|Challenge_Vault94_PowerArmor_RightArm [KYWD:005476F3]|00 00 00 00|0|-1|Target|																																																			
0054769C	CUT_Challenge_Lifetime_Craft_Armor_SUB_Vault94_Power_RightLeg_Vaults	Craft Vault 94 Strangler Heart Power Armor Right Leg	NONE	0			1	10000000|1.000000|HasKeyword|00 00 00|00 00|Challenge_Vault94_PowerArmor_RightLeg [KYWD:005476F4]|00 00 00 00|0|-1|Target|																																																			
0054769D	CUT_Challenge_Lifetime_Craft_Armor_SUB_Vault94_Scout_Chest_Vaults	Craft a Vault 94 Thorn or Solar Armor Chest Piece	NONE	0			1	10000000|1.000000|HasKeyword|00 00 00|00 00|Challenge_Vault94_ScoutArmor_Chest [KYWD:005476F5]|00 00 00 00|0|-1|Target|																																																			
0054769E	CUT_Challenge_Lifetime_Craft_Armor_SUB_Vault94_Scout_Helmet_Vaults	Craft Vault 94 Scout Armor Helm	NONE	0			1	10000000|1.000000|HasKeyword|00 00 00|00 00|Challenge_Vault94_ScoutArmor_Helmet [KYWD:005476F6]|00 00 00 00|0|-1|Target|																																																			
0054769F	CUT_Challenge_Lifetime_Craft_Armor_SUB_Vault94_Scout_LeftArm_Vaults	Craft a Vault 94 Thorn or Solar Armor Left Arm	NONE	0			1	10000000|1.000000|HasKeyword|00 00 00|00 00|Challenge_Vault94_ScoutArmor_LeftArm [KYWD:005476F7]|00 00 00 00|0|-1|Target|																																																			
005476A0	CUT_Challenge_Lifetime_Craft_Armor_SUB_Vault94_Scout_LeftLeg_Vaults	Craft a Vault 94 Thorn or Solar Armor Left Leg	NONE	0			1	10000000|1.000000|HasKeyword|00 00 00|00 00|Challenge_Vault94_ScoutArmor_LegLeg [KYWD:005476F8]|00 00 00 00|0|-1|Target|																																																			
005476A1	CUT_Challenge_Lifetime_Craft_Armor_SUB_Vault94_Scout_RightArm_Vaults	Craft a Vault 94 Thorn or Solar Armor Right Arm	NONE	0			1	10000000|1.000000|HasKeyword|00 00 00|00 00|Challenge_Vault94_ScoutArmor_RightArm [KYWD:005476F9]|00 00 00 00|0|-1|Target|																																																			
005476A2	CUT_Challenge_Lifetime_Craft_Armor_SUB_Vault94_Scout_RightLeg_Vaults	Craft a Vault 94 Thorn or Solar Armor Right Leg	NONE	0			1	10000000|1.000000|HasKeyword|00 00 00|00 00|Challenge_Vault94_ScoutArmor_RightLeg [KYWD:005476FA]|00 00 00 00|0|-1|Target|																																																			
005476A3	CUT_Challenge_Lifetime_Explore_Vault94_META_Vaults	Explore Vault 94	NONE	5			0																																																				
005476A5	CUT_Challenge_Lifetime_Explore_Vault94_SUB_AcquireVaultSteel_Vaults	Acquire Vault Steel in Vault 94	NONE	0			2	10000000|1.000000|GetIsID|00 00 00|00 00|c_Steel_Vault94_scrap "Vault Steel Scrap" [MISC:0041023D]|00 00 00 00|0|-1|Target|	10000000|1.000000|GetInCurrentLocation|00 00 00|00 00|Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]|00 00 00 00|0|-1|Subject|																																																		
005476A6	CUT_Challenge_Lifetime_Explore_Vault94_SUB_CriticalHits_Enemies_Vaults	Deal Critical Hits to Enemies in Vault 94	NONE	0			1	10000000|1.000000|GetInCurrentLocation|00 00 00|00 00|Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]|00 00 00 00|0|-1|Subject|																																																			
005476A7	CUT_Challenge_Lifetime_Explore_Vault94_SUB_Discover_Vault94_Vaults	Enter Vault 94	NONE	0			2	10010000|1.000000|GetInCell|00 00 00|00 00|zCUTVault94Main "Vault 94" [CELL:00456F1D]|00 00 00 00|0|-1|Subject|	10000000|1.000000|GetInCell|00 00 00|00 00|zCUTVault94GECK "Vault 94 G.E.C.K. Wing" [CELL:00455993]|00 00 00 00|0|-1|Subject|																																																		
005476A8	CUT_Challenge_Lifetime_Explore_Vault96_SUB_Discover_Vault96_Vaults	Enter Vault 96	NONE	1			1	10000000|1.000000|GetInCell|00 00 00|00 00|zCUTVault96Main "Vault 96" [CELL:0046281B]|00 00 00 00|0|-1|Subject|																																																			
005476A9	CUT_Challenge_Lifetime_Explore_Vault94_SUB_HarvestPlants_Vaults	Harvest Plants or Fungi inside Vault 94	NONE	0			3	10010000|1.000000|GetInCell|00 00 00|00 00|zCUTVault94GECK "Vault 94 G.E.C.K. Wing" [CELL:00455993]|00 00 00 00|0|-1|Subject|	10000000|1.000000|GetInCell|00 00 00|00 00|zCUTVault94Main "Vault 94" [CELL:00456F1D]|00 00 00 00|0|-1|Subject|	10000000|0.000000|HasKeyword|00 00 00|00 00|PlantTypeWood [KYWD:0047195D]|00 00 00 00|0|-1|Target|																																																	
005476AA	CUT_Challenge_Lifetime_Explore_Vault94_SUB_Kill_Legendaries_Vaults	Kill Legendary Enemies in Vault 94	NONE	0			2	01000000|0.000000|GetValue|00 00 00|00 00|EpicRankAV "Epic Rank" [AVIF:002129A2]|00 00 00 00|0|-1|Target|	10000000|1.000000|GetInCurrentLocation|00 00 00|00 00|Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]|00 00 00 00|0|-1|Subject|																																																		
005476AB	CUT_Challenge_Lifetime_Explore_Vault94_SUB_RepairPipes_Vaults	Repair Pipes in Vault 94	NONE	0			1	10000000|1.000000|GetInCurrentLocation|00 00 00|00 00|Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]|00 00 00 00|0|-1|Subject|																																																			
005476AE	CUT_Challenge_Lifetime_Secure_Vault94_META_Kill_Vaults	Secure Vault 94	NONE	9			0																																																				
005476B0	CUT_Challenge_Lifetime_Secure_Vault94_SUB_Kill_Bloatflies_Vaults	Kill Bloatflies in Vault 94	NONE	0			2	10000000|1.000000|HasKeyword|00 00 00|00 00|ActorTypeBloatfly [KYWD:0013BDAD]|00 00 00 00|0|-1|Target|	10000000|1.000000|GetInCurrentLocation|00 00 00|00 00|Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]|00 00 00 00|0|-1|Subject|																																																		
005476B1	CUT_Challenge_Lifetime_Secure_Vault94_SUB_Kill_Bloodbugs_Vaults	Kill Bloodbugs in Vault 94	NONE	0			2	10000000|1.000000|HasKeyword|00 00 00|00 00|ActorTypeBloodbug [KYWD:0013BDCB]|00 00 00 00|0|-1|Target|	10000000|1.000000|GetInCurrentLocation|00 00 00|00 00|Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]|00 00 00 00|0|-1|Subject|																																																		
005476B2	CUT_Challenge_Lifetime_Secure_Vault94_SUB_Kill_CaveCrickets_Vaults	Kill Cave Crickets in Vault 94	NONE	0			2	10000000|1.000000|GetInCurrentLocation|00 00 00|00 00|Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]|00 00 00 00|0|-1|Subject|	10000000|1.000000|HasKeyword|00 00 00|00 00|ActorTypeCaveCricket [KYWD:00331ABE]|00 00 00 00|0|-1|Target|																																																		
005476B3	CUT_Challenge_Lifetime_Secure_Vault94_SUB_Kill_FeralGhouls_Vaults	Kill Feral Ghouls in Vault 94	NONE	0			3	10010000|1.000000|GetIsRace|00 00 00|00 00|FeralGhoulGlowingRace "Feral Ghoul" [RACE:000A96BF]|00 00 00 00|0|-1|Target|	10000000|1.000000|GetIsRace|00 00 00|00 00|FeralGhoulRace "Feral Ghoul" [RACE:0006B4EC]|00 00 00 00|0|-1|Target|	10000000|1.000000|GetInCurrentLocation|00 00 00|00 00|Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]|00 00 00 00|0|-1|Subject|																																																	
005476B4	CUT_Challenge_Lifetime_Secure_Vault94_SUB_Kill_HoneyBeasts_Vaults	Kill Honey Beasts in Vault 94	NONE	0			2	10000000|1.000000|GetInCurrentLocation|00 00 00|00 00|Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]|00 00 00 00|0|-1|Subject|	10000000|1.000000|HasKeyword|00 00 00|00 00|ActorTypeHoneyBeast [KYWD:0013BDD9]|00 00 00 00|0|-1|Target|																																																		
005476B5	CUT_Challenge_Lifetime_Secure_Vault94_SUB_Kill_LegendaryEnemies_Vaults	Kill Legendary Enemies in Vault 94	NONE	0			2	10000000|1.000000|GetInCurrentLocation|00 00 00|00 00|Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]|00 00 00 00|0|-1|Subject|	01000000|0.000000|GetValue|00 00 00|00 00|EpicRankAV "Epic Rank" [AVIF:002129A2]|00 00 00 00|0|-1|Target|																																																		
005476B6	CUT_Challenge_Lifetime_Secure_Vault94_SUB_Kill_Mirelurks_Vaults	Kill Mirelurks in Vault 94	NONE	0			2	10000000|1.000000|GetInCurrentLocation|00 00 00|00 00|Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]|00 00 00 00|0|-1|Subject|	10000000|1.000000|HasKeyword|00 00 00|00 00|ActorTypeMirelurk [KYWD:0002CB71]|00 00 00 00|0|-1|Target|																																																		
005476B7	CUT_Challenge_Lifetime_Secure_Vault94_SUB_Kill_RadAnts_Vaults	Kill Rad Ants in Vault 94	NONE	0			2	10000000|1.000000|GetInCurrentLocation|00 00 00|00 00|Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]|00 00 00 00|0|-1|Subject|	10000000|1.000000|HasKeyword|00 00 00|00 00|ActorTypeRadAnt [KYWD:0013CF70]|00 00 00 00|0|-1|Target|																																																		
005476B8	CUT_Challenge_Lifetime_Secure_Vault94_SUB_Kill_Stingwings_Vaults	Kill Stingwings in Vault 94	NONE	0			2	10000000|1.000000|GetInCurrentLocation|00 00 00|00 00|Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]|00 00 00 00|0|-1|Subject|	10000000|1.000000|HasKeyword|00 00 00|00 00|ActorTypeStingwing [KYWD:0013D03C]|00 00 00 00|0|-1|Target|																																																		
005476B9	CUT_Challenge_Lifetime_Secure_Vault96_META_Kill_Vaults	Secure Vault 96		10			0																																																				
005476BB	CUT_Challenge_Lifetime_Secure_Vault96_SUB_Kill_Anglers_Vaults	Kill Anglers in Vault 96	NONE	0			2	10000000|1.000000|HasKeyword|00 00 00|00 00|ActorTypeAngler [KYWD:00331ABB]|00 00 00 00|0|-1|Target|	10000000|1.000000|GetInCurrentLocation|00 00 00|00 00|Vault96InteriorLocation "Vault 96" [LCTN:0041F806]|00 00 00 00|0|-1|Subject|																																																		
005476BC	CUT_Challenge_Lifetime_Secure_Vault96_SUB_Kill_Insects_Vaults	Kill Insects in Vault 96	NONE	0			2	10000000|1.000000|HasKeyword|00 00 00|00 00|ActorTypeBug [KYWD:0002866C]|00 00 00 00|0|-1|Target|	10000000|1.000000|GetInCurrentLocation|00 00 00|00 00|Vault96InteriorLocation "Vault 96" [LCTN:0041F806]|00 00 00 00|0|-1|Subject|																																																		
005476BD	CUT_Challenge_Lifetime_Secure_Vault96_SUB_Kill_LegendaryEnemies_Vaults	Kill Legendary Enemies in Vault 96	NONE	0			2	10000000|1.000000|GetInCurrentLocation|00 00 00|00 00|Vault96InteriorLocation "Vault 96" [LCTN:0041F806]|00 00 00 00|0|-1|Subject|	01000000|0.000000|GetValue|00 00 00|00 00|EpicRankAV "Epic Rank" [AVIF:002129A2]|00 00 00 00|0|-1|Subject|																																																		
005476BE	CUT_Challenge_Lifetime_Secure_Vault96_SUB_Kill_Mirelurks_Vaults	Kill Mirelurks in Vault 96	NONE	0			2	10000000|1.000000|HasKeyword|00 00 00|00 00|ActorTypeMirelurk [KYWD:0002CB71]|00 00 00 00|0|-1|Target|	10000000|1.000000|GetInCurrentLocation|00 00 00|00 00|Vault96InteriorLocation "Vault 96" [LCTN:0041F806]|00 00 00 00|0|-1|Subject|																																																		
005476BF	CUT_Challenge_Lifetime_Secure_Vault96_SUB_Kill_Molerats_Vaults	Kill Mole Rats in Vault 96	NONE	960			2	10000000|1.000000|HasKeyword|00 00 00|00 00|ActorTypeMolerat [KYWD:0002CB70]|00 00 00 00|0|-1|Target|	10000000|1.000000|GetInCurrentLocation|00 00 00|00 00|Vault96InteriorLocation "Vault 96" [LCTN:0041F806]|00 00 00 00|0|-1|Subject|																																																		
005476C0	CUT_Challenge_Lifetime_Secure_Vault96_SUB_Kill_MrGutsy_Vaults	Kill Corrupted Mr. Gutsy Robots in Vault 96	NONE	0			2	10000000|1.000000|HasKeyword|00 00 00|00 00|ActorTypeMrHandy [KYWD:004EA018]|00 00 00 00|0|-1|Target|	10000000|1.000000|GetInCurrentLocation|00 00 00|00 00|Vault96InteriorLocation "Vault 96" [LCTN:0041F806]|00 00 00 00|0|-1|Subject|																																																		
005476C1	CUT_Challenge_Lifetime_Secure_Vault96_SUB_Kill_Protectrons_Vaults	Kill Corrupted Protectrons in Vault 96	NONE	0			2	10000000|1.000000|HasKeyword|00 00 00|00 00|ActorTypeProtectron [KYWD:004EA019]|00 00 00 00|0|-1|Target|	10000000|1.000000|GetInCurrentLocation|00 00 00|00 00|Vault96InteriorLocation "Vault 96" [LCTN:0041F806]|00 00 00 00|0|-1|Subject|																																																		
005476C2	CUT_Challenge_Lifetime_Secure_Vault96_SUB_Kill_RadToads_Vaults	Kill Rad Toads in Vault 96	NONE	0			2	10000000|1.000000|HasKeyword|00 00 00|00 00|ActorTypeToad [KYWD:004F60E6]|00 00 00 00|0|-1|Target|	10000000|1.000000|GetInCurrentLocation|00 00 00|00 00|Vault96InteriorLocation "Vault 96" [LCTN:0041F806]|00 00 00 00|0|-1|Subject|																																																		
005476C3	CUT_Challenge_Lifetime_Secure_Vault96_SUB_Kill_RobobrainsAssaultrons_Vaults	Kill Corrupted Robobrains or Corrupted Assaultrons in Vault 96	NONE	0			3	10010000|1.000000|HasKeyword|00 00 00|00 00|ActorTypeRobobrain [KYWD:004F60C9]|00 00 00 00|0|-1|Target|	10000000|1.000000|HasKeyword|00 00 00|00 00|ActorTypeAssaultron [KYWD:00331AC0]|00 00 00 00|0|-1|Target|	10000000|1.000000|GetInCurrentLocation|00 00 00|00 00|Vault96InteriorLocation "Vault 96" [LCTN:0041F806]|00 00 00 00|0|-1|Subject|																																																	
005476C4	CUT_Challenge_Lifetime_Secure_Vault96_SUB_Kill_WolvesYaoGuai_Vaults	Kill Wolves and Yao Guai in Vault 96	NONE	0			3	10010000|1.000000|HasKeyword|00 00 00|00 00|ActorTypeMutatedWolf [KYWD:0013CF65]|00 00 00 00|0|-1|Target|	10000000|1.000000|HasKeyword|00 00 00|00 00|ActorTypeYaoGuai [KYWD:000B3D83]|00 00 00 00|0|-1|Target|	10000000|1.000000|GetInCurrentLocation|00 00 00|00 00|Vault96InteriorLocation "Vault 96" [LCTN:0041F806]|00 00 00 00|0|-1|Subject|																																																	
005476C5	CUT_Challenge_Lifetime_Survey_Vault94_META_Vaults	Survey Vault 94	NONE	6			0																																																				
005476C6	CUT_Challenge_Lifetime_Survey_Vault94_SUB_Camera_GlowingOne_Vaults	Take a Camera Photo of two Glowing Ones at once in Vault 94 (Mission 1 & 2)	NONE	0			2	01000000|1.000000|IsTrueForConditionForm|00 00 00|00 00|Challenge_Lifetime_Survey_Vault94_SUB_Camera_GlowingOnes_Vaults_Conditions [CNDF:005476C7]|00 00 00 00|0|2|Target List|	10000000|1.000000|GetInCurrentLocation|00 00 00|00 00|Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]|00 00 00 00|0|-1|Subject|																																																		
005476C8	CUT_Challenge_Lifetime_Survey_Vault94_SUB_Camera_Honeybeast_Vaults	Take a Camera Photo of a Honey Beast in Vault 94 (Mission 2 & 3)	NONE	0			2	10000000|1.000000|GetIsRace|00 00 00|00 00|HoneyBeastRace "Honey Beast" [RACE:0000E7D3]|00 00 00 00|0|1|Target List|	10000000|1.000000|GetInCurrentLocation|00 00 00|00 00|Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]|00 00 00 00|0|-1|Subject|																																																		
005476C9	CUT_Challenge_Lifetime_Survey_Vault94_SUB_Camera_Legendary_CaveCricket_Vaults	Take a Camera Photo of a Legendary Cave Cricket in Vault 94 (Mission 3)	NONE	0			3	01000000|0.000000|GetValue|00 00 00|00 00|EpicRankAV "Epic Rank" [AVIF:002129A2]|00 00 00 00|0|1|Target List|	10000000|1.000000|GetIsRace|00 00 00|00 00|DLC04_CaveCricketRace "Cave Cricket" [RACE:00112A18]|00 00 00 00|0|1|Target List|	10000000|1.000000|GetInCurrentLocation|00 00 00|00 00|Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]|00 00 00 00|0|-1|Subject|																																																	
005476CA	CUT_Challenge_Lifetime_Survey_Vault94_SUB_Camera_Legendary_Stingwing_Vaults	Take a Camera Photo of a Legendary Stingwing in Vault 94 (Mission 3)	NONE	0			3	01000000|0.000000|GetValue|00 00 00|00 00|EpicRankAV "Epic Rank" [AVIF:002129A2]|00 00 00 00|0|1|Target List|	10000000|1.000000|GetIsRace|00 00 00|00 00|StingwingRace "Stingwing" [RACE:0005FBB1]|00 00 00 00|0|1|Target List|	10000000|1.000000|GetInCurrentLocation|00 00 00|00 00|Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]|00 00 00 00|0|-1|Subject|																																																	
005476CB	CUT_Challenge_Lifetime_Survey_Vault94_SUB_Camera_MirelurkKing_Vaults	Take a Camera Photo of a Mirelurk King in Vault 94 (Mission 1)	NONE	0			2	10000000|1.000000|GetIsRace|00 00 00|00 00|MirelurkKingRace "Mirelurk King" [RACE:000B7F91]|00 00 00 00|0|1|Target List|	10000000|1.000000|GetInCurrentLocation|00 00 00|00 00|Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]|00 00 00 00|0|-1|Subject|																																																		
005476CC	CUT_Challenge_Lifetime_Survey_Vault94_SUB_Camera_Player_in_Atrium_Vaults	Take a Camera Photo of a Player in Vault 94's Atrium	NONE	0			3	10000000|2.000000|GetValue|00 00 00|00 00|V94_ChallengeTriggerValue [AVIF:0053E4E5]|00 00 00 00|0|1|Target List|	01000000|0.000000|GetIsPlayer|00 00 00|00 00|00 00 00 00|00 00 00 00|0|1|Target List|	10000000|1.000000|GetInCurrentLocation|00 00 00|00 00|Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]|00 00 00 00|0|-1|Subject|																																																	
005476CD	CUT_Challenge_Lifetime_Survey_Vault94_SUB_Camera_StranglerHeart_Vaults	Take a Camera Photo of the Strangler Heart in Vault 94 (Mission 1)	NONE	0			2	10000000|1.000000|GetIsID|00 00 00|9C 43|StranglerHeart "Strangler Heart" [ACTI:0013DB3E]|00 00 00 00|0|1|Target List|	10000000|1.000000|GetInCurrentLocation|00 00 00|9C 43|Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]|00 00 00 00|0|-1|Subject|																																																		
005476CE	CUT_Challenge_Lifetime_Survey_Vault94_SUB_Photomode_AgricultureWing_Vaults	Use Photomode in Vault 94's Agriculture Wing	NONE	0			2	10000000|1.000000|GetInCurrentLocation|00 00 00|00 00|Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]|00 00 00 00|0|-1|Subject|	10000000|1.000000|GetValue|00 00 00|00 00|V94_ChallengeTriggerValue [AVIF:0053E4E5]|00 00 00 00|0|-1|Subject|																																																		
005476CF	CUT_Challenge_Lifetime_Survey_Vault94_SUB_Photomode_Atrium_Vaults	Use Photomode in Vault 94's Atrium	NONE	0			2	10000000|1.000000|GetInCurrentLocation|00 00 00|00 00|Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]|00 00 00 00|0|-1|Subject|	10000000|2.000000|GetValue|00 00 00|00 00|V94_ChallengeTriggerValue [AVIF:0053E4E5]|00 00 00 00|0|-1|Subject|																																																		
005476D0	CUT_Challenge_Lifetime_Survey_Vault94_SUB_Photomode_CommunityCouncilChamber_Vaults	Use Photomode in Vault 94's Community Council Chamber	NONE	0			2	10000000|1.000000|GetInCurrentLocation|00 00 00|00 00|Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]|00 00 00 00|0|-1|Subject|	10000000|3.000000|GetValue|00 00 00|00 00|V94_ChallengeTriggerValue [AVIF:0053E4E5]|00 00 00 00|0|-1|Subject|																																																		
005476D1	CUT_Challenge_Lifetime_Survey_Vault94_SUB_Photomode_Engineering_Vaults	Use Photomode in Vault 94's Engineering Wing	NONE	0			2	10000000|1.000000|GetInCurrentLocation|00 00 00|00 00|Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]|00 00 00 00|0|-1|Subject|	10000000|4.000000|GetValue|00 00 00|00 00|V94_ChallengeTriggerValue [AVIF:0053E4E5]|00 00 00 00|0|-1|Subject|																																																		
005476D2	CUT_Challenge_Lifetime_Survey_Vault94_SUB_Photomode_GECKWing_Vaults	Use Photomode in Vault 94's G.E.C.K. Wing	NONE	0			2	10000000|1.000000|GetInCurrentLocation|00 00 00|00 00|Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]|00 00 00 00|0|-1|Subject|	10000000|5.000000|GetValue|00 00 00|00 00|V94_ChallengeTriggerValue [AVIF:0053E4E5]|00 00 00 00|0|-1|Subject|																																																		
005476D3	CUT_Challenge_Lifetime_Survey_Vault94_SUB_Photomode_Group_Vaults	Use Photomode in Vault 94 while in a Group	NONE	0			2	10000000|1.000000|IsMemberOfAPlayerTeam|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject|	10000000|1.000000|GetInCurrentLocation|00 00 00|00 00|Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]|00 00 00 00|0|-1|Subject|																																																		
005476D4	CUT_Challenge_Lifetime_Survey_Vault94_SUB_Photomode_PumpControlRoom_Vaults	Use Photomode in Vault 94's Pump Control Room	NONE	0			2	10000000|1.000000|GetInCurrentLocation|00 00 00|00 00|Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]|00 00 00 00|0|-1|Subject|	10000000|6.000000|GetValue|00 00 00|00 00|V94_ChallengeTriggerValue [AVIF:0053E4E5]|00 00 00 00|0|-1|Subject|																																																		
005476D5	CUT_Challenge_Lifetime_Survey_Vault94_SUB_Photomode_ResidentialWing_Vaults	Use Photomode in Vault 94's Residential Wing	NONE	0			2	10000000|1.000000|GetInCurrentLocation|00 00 00|00 00|Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]|00 00 00 00|0|-1|Subject|	10000000|7.000000|GetValue|00 00 00|00 00|V94_ChallengeTriggerValue [AVIF:0053E4E5]|00 00 00 00|0|-1|Subject|																																																		
005476D6	CUT_Challenge_Lifetime_Survey_Vault96_META_Vaults	Survey Vault 96		12			0																																																				
005476D7	CUT_Challenge_Lifetime_Survey_Vault96_SUB_Camera_Legendary_Mainframe_Vaults	Take a Camera Photo of a Legendary Enemy in the Mainframe Room	NONE	0			3	10000000|8.000000|GetValue|00 00 00|00 00|V96_ChallengeTriggerValue [AVIF:00547813]|00 00 00 00|0|-1|Subject|	01000000|0.000000|GetValue|00 00 00|00 00|EpicRankAV "Epic Rank" [AVIF:002129A2]|00 00 00 00|0|1|Target List|	10000000|1.000000|GetInCurrentLocation|00 00 00|00 00|Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]|00 00 00 00|0|-1|Subject|																																																	
005476D8	CUT_Challenge_Lifetime_Survey_Vault96_SUB_Camera_Legendary_ResearchWing_Vaults	Take a Camera Photo of a Legendary Enemy in the Research Wing	NONE	0			3	10000000|11.000000|GetValue|00 00 00|00 00|V96_ChallengeTriggerValue [AVIF:00547813]|00 00 00 00|0|-1|Subject|	01000000|0.000000|GetValue|00 00 00|00 00|EpicRankAV "Epic Rank" [AVIF:002129A2]|00 00 00 00|0|1|Target List|	10000000|1.000000|GetInCurrentLocation|00 00 00|00 00|Vault94InteriorLocation "Vault 94" [LCTN:000AFBA5]|00 00 00 00|0|-1|Subject|																																																	
005476D9	CUT_Challenge_Lifetime_Survey_Vault96_SUB_Photomode_Atrium_Vaults	Use Photomode in Vault 96's Atrium	NONE	0			2	10000000|1.000000|GetInCurrentLocation|00 00 00|00 00|Vault96InteriorLocation "Vault 96" [LCTN:0041F806]|00 00 00 00|0|-1|Subject|	10000000|1.000000|GetValue|00 00 00|00 00|V96_ChallengeTriggerValue [AVIF:00547813]|00 00 00 00|0|-1|Subject|																																																		
005476DA	CUT_Challenge_Lifetime_Survey_Vault96_SUB_Photomode_CryoWing_Vaults	Use Photomode in Vault 96's Cryo Wing	NONE	0			2	10000000|1.000000|GetInCurrentLocation|00 00 00|00 00|Vault96InteriorLocation "Vault 96" [LCTN:0041F806]|00 00 00 00|0|-1|Subject|	10000000|2.000000|GetValue|00 00 00|00 00|V96_ChallengeTriggerValue [AVIF:00547813]|00 00 00 00|0|-1|Subject|																																																		
