ARMO_FormID	ARMO_EDID	ARMO_FULL	KeywordCount	DATA_Value	DATA_Weight	DATA_Health	DAMA_Energy_Amount	DAMA_Energy_Curve	DAMA_Fire_Amount	DAMA_Fire_Curve	DAMA_Cryo_Amount	DAMA_Cryo_Curve	DAMA_Poison_Amount	DAMA_Poison_Curve	DAMA_Rad_Amount	DAMA_Rad_Curve	DAMA_Physical_Amount	DAMA_Physical_Curve	APPR_SlotCount	APPR_1	APPR_2	APPR_3	APPR_4	APPR_5	APPR_6	APPR_7	APPR_8	APPR_9	APPR_10	APPR_11	APPR_12	APPR_13	APPR_14	CVT1_DurabilityMin	CVT2_CondDmgScaleFactor	CVT3_DurabilityMax	ModelCount	Model1	Model2	Model3	Model4	Model5	Model6	Model7	Model8	Model9	Model10	Model11	Model12	Model13	Model14	Model15	Model16	Model17	Model18	Model19	Model20	Model21	Model22	Model23	Model24	Model25	Model26	Model27	Model28
005B7977	ATX_Headwear_GasMaskRaiderSkull_Cap	Officer's Raider Skull Gas Mask	0	0	0.100000	0													1	ap_Armor_SURV_Description:																	1	ATX_AAHeadwearGasMaskRaiderSkull_Cap:005B7976																											
005B7D6A	BS00_Clothes_BOSFatigues_SteelDawn	Steel Dawn Fatigues	0	10	0.100000	0													0																		2	AAClothesBOSFatigues_SteelDawn:005B7D69	NakedHands:00000D6C																										
005C0E45	Headwear_Beret_BOS_SteelDawn	Steel Dawn Beret	0	0	0.100000	0													0																		1	AAHeadwearBeret_BOS_SteelDawn:005C0E43																											
005C4F37	ATX_Clothes_CaptainCosmos_Green	Green Captain Cosmos	0	0	0.100000	0													0																		2	NakedHands:00000D6C	ATX_AACaptainCosmos_Green:005C4F34																										
005C4F35	ATX_Clothes_CaptainCosmos_Pink	Pink Captain Cosmos	0	0	0.100000	0													0																		2	NakedHands:00000D6C	ATX_AACaptainCosmos_Pink:005C4F32																										
005C4F36	ATX_Clothes_CaptainCosmos_Blue	Blue Captain Cosmos	0	0	0.100000	0													0																		2	NakedHands:00000D6C	ATX_AACaptainCosmos_Blue:005C4F33																										
005C5D77	ATX_Headwear_WVDrifter_Helmet	West Virginia Drifter Helmet	0	0	0.100000	0													0																		1	ATX_AAHeadwear_WVDrifter:005C5D76																											
005C5D78	ATX_Clothes_WVDrifter	West Virginia Drifter Outfit	0	65	0.100000	0													0																		2	ATX_AA_WVDrifter_Outfit:005C5D75	NakedHands:00000D6C																										
005C5F57	ATX_Clothes_TheQuack	The Quack Outfit	0	0	0.100000	0													0																		1	ATX_AAClothes_TheQuack:005C5F56																											
005C5FCD	ATX_Headwear_TheQuackMask	The Quack Mask	0	0	0.100000	0													1	ap_Armor_SURV_Description:																	1	ATX_AAHeadwear_TheQuackMask:005C5FCC																											
005C7661	ATX_Headwear_Grelok_Hood	Grelok Hood	0	0	0.100000	0													0																		1	ATX_AAHeadwear_Grelok_Hood:005C765E																											
005C7660	ATX_Clothes_Grelok	Grelok Outfit	0	0	0.100000	0													0																		3	NakedHands:00000D6C	ATX_AAClothesGrelok:005C765D	ATX_AAClothesGrelok_Gloves:005C765F																									
005C6602	SkinShieldedSuperMutant		0	0	0.000000	0													0																		1	ShieldedSuperMutantAA:005C6601																											
005CB3E4	ATX_Clothes_KidsOutfit01_redshirt_NONPLAYABLE	Child Shirt and Jeans	0	0	0.100000	0													0																		4	NakedHands:00000D6C	ATX_AAClothesShortSuit_Pink:00471DB0	NakedChildHands:00545D22	ATX_AAClothesKidsOutfit01_redshirt:005CB3E3																								
005CC206	BS01_Headwear_Eyepatch_VernonDodge_NONPLAYABLE	Black Eyepatch	0	0	0.100000	0													0																		1	ATX_AAHeadwear_Eyepatch:00595CA1																											
005CC205	BS01_DailyOps_Clothes_GhillieSuit_Outfit_NONPLAYABLE	Ghillie Suit	0	0	0.100000	0													0																		2	Babylon_AAClothes_GhillieSuit_Outfit_Survivors2020:005B048B	AARaider01Gloves:0001D980																										
005D0010	SCORE_S2_Headwear_Redviper_Hat	Red Viper Hat	0	0	0.100000	0													0																		1	ATX_AAHeadwearCommunistGrunt:005D000E																											
005D000F	SCORE_S2_Clothes_RedViper	Red Viper Fatigues	0	0	0.100000	0													0																		2	NakedHands:00000D6C	ATX_AAClothesCommunistGrunt:005D000D																										
005CB9DE	ATX_Headwear_MothmanHunter_Goggles	Mothman Hunter Goggles	0	0	0.100000	0													0																		1	ATX_AAClothesMothmanHunterGoggles:005CB9DB																											
005CB9DF	ATX_Headwear_MothmanHunter_Hat	Mothman Hunter Hat	0	0	0.100000	0													0																		1	ATX_AAHeadwear_MothmanHunter_Hat:005CB9DC																											
005CB9DD	ATX_Clothes_MothmanHunter	Mothman Hunter Outfit	0	65	0.100000	0													0																		1	ATX_AAClothesMothmanHunter:005CB9DA																											
005CB9ED	ATX_Clothes_PrewarShortSleevesAndSlacks_BlueAndTan_NOTPLAYABLE		0	0	1.000000	0													0																		2	AAClothesBlueAndTanShortSleevesAndSlacks:003E5771	NakedHands:00000D6C																										
005CBA0B	Headwear_ChallyMascot	Chally the Moo-Moo Mask	0	5	0.100000	0													0																		1	AAHeadwearChallyMascot:005CBA09																											
005CBA0C	Clothes_ChallyMascot	Chally the Moo-Moo Outfit	0	10	0.100000	0													0																		2	AAClothesChallyMascot:005CBA0A	NakedHands:00000D6C																										
005CBE51	ATX_Headwear_GasMaskRaiderSkull_Cap_Commie	Communist Officer's Raider Skull Gas Mask	0	0	0.100000	0													1	ap_Armor_SURV_Description:																	1	ATX_AAHeadwearGasMaskRaiderSkull_Cap_Commie:005CBE50																											
005CBE5B	ATX_Headwear_ChallyMascot_Clean	Chally Mask Clean	0	5	0.100000	0													0																		1	ATX_AAHeadwearChallyMascot_Clean:005CBE59																											
005CBE5A	ATX_Clothes_ChallyMascot_Clean	Chally Outfit Clean	0	10	0.100000	0													0																		2	ATX_AAClothesChallyMascot_Clean:005CBE58	NakedHands:00000D6C																										
005D004C	ATX_Headwear_TankerHelmet	Tanker Helmet	0	0	0.100000	0													1	ap_Armor_SURV_Description:																	1	ATX_AA_Headwear_TankerHelmet:005D004A																											
005D004D	F1_SCORE_S3_Headwear_TankerHelmet_ArmorAce	American Tank Helmet	0	0	0.100000	0													1	ap_Armor_SURV_Description:																	1	ATX_AA_Headwear_TankerHelmet_ArmorAce:005D004B																											
005D0072	ATX_Clothes_TheQuack_NONPLAYABLE	The Quack Outfit	0	0	0.100000	0													0																		1	ATX_AAClothes_TheQuack:005C5F56																											
005D0073	ATX_Headwear_TheQuackMask_NONPLAYABLE	The Quack Mask	0	0	0.100000	0													1	ap_Armor_SURV_Description:																	1	ATX_AAHeadwear_TheQuackMask:005C5FCC																											
005D032E	ATX_QC20_Headwear_SheepsquatchMascotHead_Demonic	Beelzebilly Head	0	0	0.100000	0													1	ap_Armor_SURV_Description:																	1	ATX_QC20_AAHeadwearSheepsquatchMascotHat_Demonic:005D032C																											
005D032F	ATX_QC20_Clothes_SheepsquatchMascotOutfit_Demonic	Beelzebilly Suit	0	0	0.100000	0													0																		2	NakedHands:00000D6C	ATX_QC20_AAClothesSheepsquatchMascot_Demonic:005D032D																										
005D052C	Headwear_GraftonMonsterHead	Grafton Monster Mask	0	5	0.100000	0													0																		1	AAHeadwearGraftonMonsterHead:005D052B																											
005D2A0E	Clothes_DeathclawHunter	Deathclaw Hunter Outfit	0	65	0.100000	0													0																		2	ATX_AAClothesDeathClawHunter:005D2A0C	NakedHands:00000D6C																										
005D2A0F	Headwear_DeathclawHunter_Hat	Deathclaw Hunter Hat	0	0	0.100000	0													0																		1	ATX_AAHeadwear_DeathclawHunter_Hat:005D2A0D																											
005D7F4D	SCORE_S2_Headwear_Beret_PowerPatrol	Power Patrol Red Beret	0	0	0.100000	0													0																		1	ATX_AAHeadwearBeret_ArmorAce:005D7F4C																											
005D7F4E	SCORE_S2_Clothes_PowerPatrol	Power Patrol Fatigues	0	0	0.100000	0													0																		1	ATX_AAClothesArmorAce:005D7F4B																											
005D86ED	Headwear_SpecOps_BOS	Brotherhood Special Ops Mask	0	0	0.100000	0													1	ap_Armor_SURV_Description:																	1	AAHeadwearSpecOps_BOS:005D86E9																											
005D86EC	ATX_F1_Headwear_SpecOps_Grey	Brotherhood Tactical Ops Mask	0	0	0.100000	0													1	ap_Armor_SURV_Description:																	1	ATX_AAHeadwearSpecOps_Grey:005D86E8																											
005D86EF	ATX_F1_Clothes_SpecOps_Grey	Brotherhood Tactical Ops Suit	0	0	0.100000	0													0																		1	ATX_AAClothesSpecOps_Grey:005D86EA																											
005D86EE	Clothes_SpecOps_BOS	Brotherhood Special Ops Suit	0	65	0.100000	0													0																		1	AAClothesSpecOps_BOS:005D86EB																											
005D949E	ATX_Clothes_Subjugator	The Subjugator Outfit	0	0	0.100000	0													0																		1	ATX_AAClothesSubjugator:005D949C																											
005D949F	ATX_Headwear_Subjugator_Mask	The Subjugator Mask	0	0	0.100000	0													2	ap_PowerArmor_Headlamp:Headlamp	ap_Armor_SURV_Description:																1	ATX_AAHeadwear_Subjugator_Mask:005D949D																											
005DC6E5	ATX_Headwear_MilitaryUtilityCap_Green	Green Military Utility Cap	0	0	0.100000	0													0																		1	ATX_AAMilitaryUtilityCap_Green:005DC6E4																											
005DC6EA	ATX_Headwear_MilitaryUtilityCap_Camo	Camo Military Utility Cap	0	0	0.100000	0													0																		1	ATX_AAMilitaryUtilityCap_Camo:005DC6EB																											
005DC6E6	ATX_Headwear_MilitaryUtilityCap_Tan	Tan Military Utility Cap	0	0	0.100000	0													0																		1	ATX_AAMilitaryUtilityCap_Tan:005DC6E8																											
005D2C65	ATX_WST_DLX_Clothes_Settler_Mechanic_NONPLAYABLE	Settler Mechanic Outfit	0	10	0.100000	0													0																		2	NakedHands:00000D6C	AA_ClothesSettlerMechanic:00578666																										
005D87CD	BS01_Armor_Combat_Torso_Shin_NONPLAYABLE	Combat Armor Chest Piece	0	60	7.000000	100													11	ap_armor_Lining:No Misc	ap_armor_Tier:Material	ap_armor_Size:Size	ap_armor_Paint:Paint	ap_Legendary1:Legendary Mod ¬	ap_Armor_ScrapType:	ap_customName:Unique Effect	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬				Durability_Armor_Combat_Min	ConditionDamageScaleFactor_Armor_Combat	Durability_Armor_Combat_Max	1	BS01_AA_Combat_Torso_Shin:005D87CC																											
005D898C	BS01_Armor_Combat_Arms_Rahmani_NONPLAYABLE	Combat Armor Right Arm	0	60	2.750000	0													10	ap_armor_Lining:No Misc	ap_armor_Tier:Material	ap_armor_Size:Size	ap_armor_Paint:Paint	ap_Legendary1:Legendary Mod ¬	ap_Armor_ScrapType:	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬								2	BS01_AA_Combat_Arm_Right_Rahmani:005D898A	BS01_AA_Combat_Arm_Left_Rahmani:005D898B																										
005DC5AC	Clothes_SpecOps_BOS_NONPLAYABLE	Brotherhood Special Ops Suit	0	65	0.100000	0													0																		1	AAClothesSpecOps_BOS:005D86EB																											
005DD338	Armor_BOSInfantry_LegLeft	Brotherhood Recon Left Leg	0	25	1.230000	100	0	CT_Player_Armor_Universal_Tier13	0	CT_Player_Armor_Universal_Tier12	0	CT_Player_Armor_Universal_Tier09	0	CT_Player_Armor_Universal_Tier08	0	CT_Player_Armor_Universal_Tier09	0	CT_Player_Armor_Universal_Tier21	11	ap_armor_Lining:No Misc	ap_armor_Tier:Material	ap_armor_Size:Size	ap_armor_Paint:Paint	ap_Legendary1:Legendary Mod ¬	ap_Armor_ScrapType:	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬	ap_Legendary_Crafting:Extract Legendary Mods				Durability_Armor_Combat_Min	ConditionDamageScaleFactor_Armor_Combat	Durability_Armor_Combat_Max	1	AA_BOSInfantry_LegLeft:005DD333																											
005DD336	Armor_BOSInfantry_ArmRight	Brotherhood Recon Right Arm	0	60	1.230000	100	0	CT_Player_Armor_Universal_Tier13	0	CT_Player_Armor_Universal_Tier12	0	CT_Player_Armor_Universal_Tier09	0	CT_Player_Armor_Universal_Tier08	0	CT_Player_Armor_Universal_Tier09	0	CT_Player_Armor_Universal_Tier21	11	ap_armor_Lining:No Misc	ap_armor_Tier:Material	ap_armor_Size:Size	ap_armor_Paint:Paint	ap_Legendary1:Legendary Mod ¬	ap_Armor_ScrapType:	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬	ap_Legendary_Crafting:Extract Legendary Mods				Durability_Armor_Combat_Min	ConditionDamageScaleFactor_Armor_Combat	Durability_Armor_Combat_Max	1	AA_BOSInfantry_ArmRight:005DD331																											
005DD335	Armor_BOSInfantry_ArmLeft	Brotherhood Recon Left Arm	0	60	1.230000	100	0	CT_Player_Armor_Universal_Tier13	0	CT_Player_Armor_Universal_Tier12	0	CT_Player_Armor_Universal_Tier09	0	CT_Player_Armor_Universal_Tier08	0	CT_Player_Armor_Universal_Tier09	0	CT_Player_Armor_Universal_Tier21	11	ap_armor_Lining:No Misc	ap_armor_Tier:Material	ap_armor_Size:Size	ap_armor_Paint:Paint	ap_Legendary1:Legendary Mod ¬	ap_Armor_ScrapType:	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬	ap_Legendary_Crafting:Extract Legendary Mods				Durability_Armor_Combat_Min	ConditionDamageScaleFactor_Armor_Combat	Durability_Armor_Combat_Max	1	AA_BOSInfantry_ArmLeft:005DD330																											
005DD339	Armor_BOSInfantry_Torso	Brotherhood Recon Chest Piece	0	60	2.510000	100	0	CT_Player_Armor_Universal_Tier18	0	CT_Player_Armor_Universal_Tier17	0	CT_Player_Armor_Universal_Tier13	0	CT_Player_Armor_Universal_Tier11	0	CT_Player_Armor_Universal_Tier13	0	CT_Player_Armor_Universal_Tier30	12	ap_armor_Lining:No Misc	ap_armor_Tier:Material	ap_armor_Size:Size	ap_armor_Paint:Paint	ap_Legendary1:Legendary Mod ¬	ap_Armor_ScrapType:	ap_customName:Unique Effect	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬	ap_Legendary_Crafting:Extract Legendary Mods			Durability_Armor_Combat_Min	ConditionDamageScaleFactor_Armor_Combat	Durability_Armor_Combat_Max	1	AA_BOSInfantry_Torso_AllowBackpack:005DD334																											
005DD337	Armor_BOSInfantry_LegRight	Brotherhood Recon Right Leg	0	25	1.230000	100	0	CT_Player_Armor_Universal_Tier13	0	CT_Player_Armor_Universal_Tier12	0	CT_Player_Armor_Universal_Tier09	0	CT_Player_Armor_Universal_Tier08	0	CT_Player_Armor_Universal_Tier09	0	CT_Player_Armor_Universal_Tier21	11	ap_armor_Lining:No Misc	ap_armor_Tier:Material	ap_armor_Size:Size	ap_armor_Paint:Paint	ap_Legendary1:Legendary Mod ¬	ap_Armor_ScrapType:	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬	ap_Legendary_Crafting:Extract Legendary Mods				Durability_Armor_Combat_Min	ConditionDamageScaleFactor_Armor_Combat	Durability_Armor_Combat_Max	1	AA_BOSInfantry_LegRight:005DD332																											
005DD698	Headwear_Clothes_BOSInfantry_Helmet	Brotherhood Recon Helmet	0	150	0.100000	0													3	ap_PowerArmor_Headlamp:Headlamp	ap_armor_Paint:Paint	ap_Armor_SURV_Description:															1	AA_Headwear_BOSInfantry_Helmet:005DD697																											
005E4141	Clothes_FieldSurgeon_NONPLAYABLE	FieldSurgeon Outfit	0	35	0.100000	0													0																		2	AAClothesFieldSurgeon:005E413D	NakedHands:00000D6C																										
005E4142	BS01_Armor_Combat_FieldSurgeon_NONPLAYABLE	Combat Armor Chest Piece	0	60	7.000000	100													11	ap_armor_Lining:No Misc	ap_armor_Tier:Material	ap_armor_Size:Size	ap_armor_Paint:Paint	ap_Legendary1:Legendary Mod ¬	ap_Armor_ScrapType:	ap_customName:Unique Effect	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬				Durability_Armor_Combat_Min	ConditionDamageScaleFactor_Armor_Combat	Durability_Armor_Combat_Max	3	BS01_AA_Combat_Torso_FieldSurgeon:005E413E	BS01_AA_Combat_ArmRight_FieldSurgeon:005E413F	BS01_AA_Combat_ArmLeft_FieldSurgeon:005E4140																									
005DC820	DELETED_SkinSuperMutantBoss_DailyOps		0	0	0.000000	0													0																		1	DELETED_SuperMutantBossBody_DailyOps:005DC81F																											
005DC92A	ATX_DLC05_SkinArmorRackSkin_Clean		0	0	0.000000	0													4	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬														3	ATX_DLC05ArmorRack_Head_Clean:005DC929	ATX_DLC05ArmorRack_Hands_Clean:005DC928	ATX_DLC05ArmorRack_Body_Clean:005DC927																									
005DCA95	ATX_Headwear_GhoulMask	Feral Ghoul Mask	0	0	0.100000	0													2	ap_PowerArmor_Headlamp:Headlamp	ap_Armor_SURV_Description:																1	ATX_AAHeadwear_GhoulMask:005DCA94																											
005DD0B7	ATX_F1_Armor_Casual_Underarmor_MummyCostume	Mummy Underarmor	0	0	0.500000	0													2	ap_armor_Lining:No Misc	ap_underarmor_style:Style																1	ATX_AAClothesMummyUnderarmor:005DD0B5																											
005DD0B8	ATX_F1_Headwear_MummyMask	Mummy Mask	0	0	0.100000	0													1	ap_Armor_SURV_Description:																	2	ATX_AAHeadwearMummyMask:005DD0B6	ATX_AAHeadwearMummyMask_FX:005E4544																										
005DD138	ATX_Headwear_RobberMask	Wasteland Bandit Mask	0	0	0.100000	0													0																		1	ATX_AAHeadwearRobberMask:005DD134																											
005DD136	ATX_Headwear_RobberHat	Wasteland Bandit Cap	0	0	0.100000	0													0																		1	ATX_AAHeadwearRobberHat:005DD135																											
005DD137	ATX_Armor_Casual_Underarmor_RobberCostume	Wasteland Bandit Underarmor	0	0	0.500000	0													2	ap_armor_Lining:No Misc	ap_underarmor_style:Style																1	ATX_AAClothesRobberUnderarmor:005DD133																											
005E41E1	ATX_Headwear_Psycho	Cuddles the Clown Mask	0	0	0.100000	0													1	ap_Armor_SURV_Description:																	1	ATX_AAHeadwearPsychoMask:005E41DE																											
005E41E0	ATX_Clothes_Psycho	Cuddles the Clown Outfit	0	0	0.100000	0													0																		1	ATX_AAClothesPsycho:005E41DF																											
005E489C	ATX_F1_Clothes_MummyCostume	Mummy Costume	0	0	0.100000	0													0																		2	NakedHands:00000D6C	ATX_AAClothesMummy_Clothes:005E489A																										
005E489B	ATX_Clothes_RobberCostume	Wasteland Bandit Costume	0	0	0.100000	0													0																		2	NakedHands:00000D6C	ATX_AAClothesRobber_Clothes:005E4899																										
005E4986	ATX_Clothes_FeralGhoulCostume	Feral Ghoul Costume	0	0	0.100000	0													0																		2	NakedHands:00000D6C	ATX_AAClothesFeralGhoulCostume:005E4985																										
005E9465	CreatureClothes_ScientistScorched	Scientist Scorched	0	0	0.100000	0													0																		1	AAClothesScientistScorched:005E9464																											
005E8B3A	ATX_Headwear_Veteran_BalaclavaGoggles	Mountain Scout Goggles	0	0	0.100000	0													1	ap_Armor_SURV_Description:																	1	ATX_AAHeadwear_Veteran_BalaclavaGoggles:005E8B39																											
005EA054	CreatureClothes_EnclaveScorched	Enclave Scorched	0	0	0.100000	0													0																		1	AAClothesEnclaveScorched:005EA053																											
005EAC65	ATX_Mannequin_DrBones		0	0	0.000000	0													0																		3	ATX_Mannequin_DrBones_Body:005EAC62	ATX_Mannequin_DrBones_Head:005EAC63	ATX_Mannequin_DrBones_Hands:005EAC64																									
005EC2AD	Clothes_PantSuit_Tulip	Tulip Sky Blue Pant Suit	0	0	0.100000	0													0																		2	NakedHands:00000D6C	AAClothesPantSuit_Tulip:005EC2AC																										
005EC39A	MQ06_Armor_CaveDivingSuit	Cave Diving Suit	0	35	2.000000	100	0	CT_Player_Armor_Universal_Tier21	0	CT_Player_Armor_Universal_Tier18	0	CT_Player_Armor_Universal_Tier17	0	CT_Player_Armor_Universal_Tier28	0	CT_Player_Armor_Universal_Tier84	0	CT_Player_Armor_Universal_Tier20	1	ap_Armor_SURV_Description:														Durability_Armor_Leather_Min	ConditionDamageScaleFactor_Armor_Leather	Durability_Armor_Leather_Max	2	DLC03_AAArmorDiverSuit_Body:00111413	DLC03_AAHeadwearDiverSuit_Helmet:00111411																										
005ECBD2	Armor_HazmatSuit_SwampCamo	Swamp Camo Hazmat Suit	0	85	2.000000	100	0	CT_Player_Armor_Universal_Tier22	0	CT_Player_Armor_Universal_Tier19	0	CT_Player_Armor_Universal_Tier14	0	CT_Player_Armor_Universal_Tier30	0	CT_Player_Armor_Universal_Tier89	0	CT_Player_Armor_Universal_Tier17	2	ap_armor_Paint:Paint	ap_Armor_SURV_Description:													Durability_Armor_Leather_Min	ConditionDamageScaleFactor_Armor_Leather	Durability_Armor_Leather_Max	2	AAArmorHazmatSuit:000CEAC3	AAArmorHazmatSuitHat:0022D214																										
005ECBDE	ATX_Clothes_Chef_2_Outfit_NONPLAYABLE	Grillmaster's Outfit	0	0	0.100000	0													0																		2	ATX_AAClothes1950sChef_02_Outfit:00555E1C	NakedHands:00000D6C																										
005ED051	BS01_Armor_PowerArmor_BOSKnightShin_Torso_NONPLAYABLE	BoS Chest Piece	0	0	99.000000	0													6	ap_PowerArmor_BodyMod:Paint	ap_Legendary1:Legendary Mod ¬	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬												1	AA_Power_Torso:00140C41																											
005ED050	BS01_Armor_PowerArmor_BOSKnightShin_LegRight_NONPLAYABLE	BoS Right leg	0	0	99.000000	0													6	ap_PowerArmor_RLegMod:Paint	ap_Legendary1:Legendary Mod ¬	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬												1	AA_Power_Leg_Right_T51:0018E8C4																											
005ED048	BS01_Armor_PowerArmor_BOSPaladinRahmani_Helmet_NONPLAYABLE	BoS Helm	0	0	99.000000	0													7	ap_PowerArmor_HeadMod:Paint	ap_Legendary1:Legendary Mod ¬	ap_Armor_SURV_Description:	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬											1	AA_Power_Helm:00140C48																											
005ED04E	BS01_Armor_PowerArmor_BOSKnightShin_Helmet_NONPLAYABLE	BoS Helm	0	0	99.000000	0													7	ap_PowerArmor_HeadMod:Paint	ap_Legendary1:Legendary Mod ¬	ap_Armor_SURV_Description:	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬											1	AA_Power_Helm:00140C48																											
005ED049	BS01_Armor_PowerArmor_BOSPaladinRahmani_LegLeft_NONPLAYABLE	BoS Left Leg	0	0	99.000000	0													6	ap_PowerArmor_LLegMod:Paint	ap_Legendary1:Legendary Mod ¬	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬												1	AA_Power_Leg_Left_T51:0018E8C3																											
005ED04C	BS01_Armor_PowerArmor_BOSKnightShin_ArmLeft_NONPLAYABLE	BoS Left Arm	0	0	99.000000	0													6	ap_PowerArmor_LArmMod:Paint	ap_Legendary1:Legendary Mod ¬	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬												1	AA_Power_Arm_Left:00140C3E																											
005ED046	BS01_Armor_PowerArmor_BOSPaladinRahmani_ArmLeft_NONPLAYABLE	BoS Arm Left	0	0	99.000000	0													6	ap_PowerArmor_LArmMod:Paint	ap_Legendary1:Legendary Mod ¬	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬												1	AA_Power_Arm_Left:00140C3E																											
005ED04A	BS01_Armor_PowerArmor_BOSPaladinRahmani_LegRight_NONPLAYABLE	BoS Right Leg	0	0	99.000000	0													6	ap_PowerArmor_RLegMod:Paint	ap_Legendary1:Legendary Mod ¬	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬												1	AA_Power_Leg_Right_T51:0018E8C4																											
005ED04F	BS01_Armor_PowerArmor_BOSKnightShin_LegLeft_NONPLAYABLE	BoS Left Leg	0	0	99.000000	0													6	ap_PowerArmor_LLegMod:Paint	ap_Legendary1:Legendary Mod ¬	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬												1	AA_Power_Leg_Left_T51:0018E8C3																											
005ED047	BS01_Armor_PowerArmor_BOSPaladinRahmani_ArmRight_NONPLAYABLE	BoS Arm Right	0	0	99.000000	0													6	ap_PowerArmor_RArmMod:Paint	ap_Legendary1:Legendary Mod ¬	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬												1	AA_Power_Arm_Right:00140C46																											
005ED04B	BS01_Armor_PowerArmor_BOSPaladinRahmani_Torso_NONPLAYABLE	BoS Chest Piece	0	0	99.000000	0													6	ap_PowerArmor_BodyMod:Paint	ap_Legendary1:Legendary Mod ¬	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬												1	AA_Power_Torso:00140C41																											
005ED04D	BS01_Armor_PowerArmor_BOSKnightShin_ArmRight_NONPLAYABLE	BoS Right Arm	0	0	99.000000	0													6	ap_PowerArmor_RArmMod:Paint	ap_Legendary1:Legendary Mod ¬	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬												1	AA_Power_Arm_Right:00140C46																											
