FormID	EDID	CondCount	Cond1	Cond2	Cond3	Cond4	Cond5	Cond6	Cond7	Cond8	Cond9	Cond10	Cond11	Cond12	Cond13	Cond14	Cond15	Cond16	Cond17	Cond18	Cond19	Cond20	Cond21	Cond22	Cond23	Cond24	Cond25	Cond26	Cond27	Cond28	Cond29	Cond30	Cond31	Cond32	Cond33	Cond34	Cond35	Cond36	Cond37	Cond38	Cond39	Cond40	Cond41	Cond42	Cond43	Cond44	Cond45	Cond46	Cond47	Cond48	Cond49	Cond50	Cond51	Cond52	Cond53	Cond54	Cond55	Cond56	Cond57	Cond58	Cond59	Cond60	Cond61	Cond62	Cond63	Cond64	Cond65	Cond66	Cond67	Cond68	Cond69	Cond70	Cond71	Cond72	Cond73	Cond74	Cond75	Cond76	ReferencedByCount	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6	Ref7	Ref8	Ref9	Ref10	Ref11	Ref12	Ref13	Ref14	Ref15	Ref16	Ref17	Ref18	Ref19	Ref20	Ref21	Ref22	Ref23	Ref24	Ref25	Ref26	Ref27	Ref28	Ref29	Ref30	Ref31	Ref32	Ref33	Ref34	Ref35	Ref36	Ref37	Ref38	Ref39	Ref40	Ref41	Ref42	Ref43	Ref44	Ref45	Ref46	Ref47	Ref48	Ref49	Ref50	Ref51	Ref52	Ref53	Ref54	Ref55	Ref56	Ref57	Ref58	Ref59	Ref60	Ref61	Ref62	Ref63	Ref64	Ref65	Ref66	Ref67	Ref68	Ref69	Ref70	Ref71	Ref72	Ref73	Ref74	Ref75	Ref76	Ref77	Ref78	Ref79	Ref80	Ref81	Ref82	Ref83	Ref84	Ref85	Ref86	Ref87	Ref88	Ref89	Ref90	Ref91	Ref92	Ref93	Ref94	Ref95	Ref96	Ref97	Ref98	Ref99	Ref100	Ref101	Ref102	Ref103	Ref104	Ref105	Ref106	Ref107	Ref108	Ref109	Ref110	Ref111	Ref112	Ref113	Ref114	Ref115	Ref116	Ref117	Ref118	Ref119	Ref120	Ref121	Ref122	Ref123	Ref124	Ref125	Ref126	Ref127	Ref128	Ref129	Ref130	Ref131	Ref132	Ref133	Ref134	Ref135	Ref136	Ref137	Ref138	Ref139	Ref140	Ref141	Ref142	Ref143	Ref144	Ref145	Ref146	Ref147	Ref148	Ref149	Ref150	Ref151	Ref152	Ref153	Ref154	Ref155	Ref156	Ref157	Ref158	Ref159	Ref160	Ref161	Ref162	Ref163	Ref164	Ref165	Ref166	Ref167	Ref168	Ref169	Ref170	Ref171	Ref172	Ref173	Ref174	Ref175	Ref176	Ref177	Ref178	Ref179	Ref180	Ref181	Ref182	Ref183	Ref184	Ref185	Ref186	Ref187	Ref188	Ref189	Ref190	Ref191	Ref192	Ref193	Ref194	Ref195	Ref196	Ref197	Ref198	Ref199	Ref200	Ref201	Ref202	Ref203	Ref204	Ref205	Ref206	Ref207	Ref208	Ref209	Ref210	Ref211	Ref212	Ref213	Ref214	Ref215	Ref216	Ref217	Ref218	Ref219	Ref220	Ref221	Ref222	Ref223	Ref224	Ref225	Ref226	Ref227	Ref228	Ref229	Ref230	Ref231	Ref232	Ref233	Ref234	Ref235	Ref236	Ref237	Ref238	Ref239	Ref240	Ref241	Ref242	Ref243	Ref244	Ref245	Ref246	Ref247	Ref248	Ref249	Ref250	Ref251	Ref252	Ref253	Ref254	Ref255	Ref256	Ref257	Ref258	Ref259	Ref260	Ref261	Ref262	Ref263
00674960	SCORE_S11_COBJ_NukaAgent_Condition	1	10010000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_S11_ENTM_CAMP_Ally_NukaAgent_leo "Lite Ally: Leo Petrov" [ENTM:00674962]|00 00 00 00|0|-1|Subject|																																																																												0																																																																																																																																																																																																																																																																							
00679A74	SCORE_S11_COBJ_NukaQuantum_Condition	2	10010000|1.000000|HasLearnedRecipe|00 00 00|00 00|SCORE_workshop_CondProxy_co_CategoryResources_NukaQuantum_GoldVendor [COBJ:00679A75]|00 00 00 00|0|-1|Subject|	10010000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_S11_ENTM_CAMP_Utility_Collectron_NukaQuantum "Nuka-Cola Quantum Collectron Station" [ENTM:00679A77]|00 00 00 00|0|-1|Subject|																																																																											4	00536D30:ATX_workshop_LL_Collectrons:LVLI	0054B406:ATX_Collectrons_Terminal:TERM	005FD099:ATX_RedRocketRobotPumpTerminal:TERM	0084F1B1:ATX_Collectrons_Terminal_Liberator:TERM																																																																																																																																																																																																																																																																			
0067E71A	SCORE_S10_COBJ_PowerArmor_Union_LegLeft	3	10010000|1.000000|HasLearnedRecipe|00 00 00|00 00|co_Proxy_XPD_PowerArmor_Union_LegLeft [COBJ:0064B947]|00 00 00 00|0|-1|Subject|	10010000|1.000000|HasLearnedRecipe|00 00 00|00 00|SCORE_S10_co_PowerArmor_Union_LegLeft_StampsVendor [COBJ:0067E720]|00 00 00 00|0|-1|Subject|	10010000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_S10_ENTM_PowerArmor_Union_LegLeft "Union Power Armor Left Leg Crafting" [ENTM:0064B979]|00 00 00 00|0|-1|Subject|																																																																										4	0060624D:LegendaryItems_LL_PowerArmor_All:LVLI	0063966F:XPD_LLV_ExpeditionVendor_Giuseppe:LVLI	0064B980:Legendary_LL_PowerArmor_Union:LVLI	00788DA9:co_XPD_PowerArmor_Union_LegLeft_Copy01:COBJ																																																																																																																																																																																																																																																																			
0067E71B	SCORE_S10_COBJ_PowerArmor_Union_LegRight	3	10010000|1.000000|HasLearnedRecipe|00 00 00|00 00|co_Proxy_XPD_PowerArmor_Union_LegRight [COBJ:0064B95A]|00 00 00 00|0|-1|Subject|	10010000|1.000000|HasLearnedRecipe|00 00 00|00 00|SCORE_S10_co_PowerArmor_Union_LegRight_StampsVendor [COBJ:0067E71F]|00 00 00 00|0|-1|Subject|	10010000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_S10_ENTM_PowerArmor_Union_LegRight "Union Power Armor Right Leg Crafting" [ENTM:0064B97A]|00 00 00 00|0|-1|Subject|																																																																										4	0060624D:LegendaryItems_LL_PowerArmor_All:LVLI	0063966F:XPD_LLV_ExpeditionVendor_Giuseppe:LVLI	0064B980:Legendary_LL_PowerArmor_Union:LVLI	00788DAA:co_XPD_PowerArmor_Union_LegRight_Copy01:COBJ																																																																																																																																																																																																																																																																			
0067E71C	SCORE_S10_COBJ_PowerArmor_Union_Jetpack	2	10010000|1.000000|HasLearnedRecipe|00 00 00|00 00|co_XPD_mod_PowerArmor_Union_Torso_Misc_JetPack [COBJ:0064B962]|00 00 00 00|0|-1|Subject|	10010000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_S10_ENTM_PowerArmor_Union_Jetpack "Union Power Armor Jetpack Crafting" [ENTM:0064B97C]|00 00 00 00|0|-1|Subject|																																																																											31	0063966F:XPD_LLV_ExpeditionVendor_Giuseppe:LVLI	0067ADDC:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_Hanukkah:COBJ	00692A92:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_VertiguardBloodEagle:COBJ	006A5838:co_mod_PowerArmor_Union_Torso_Misc_JetPack_AlienInvaderV2:COBJ	006A9888:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_Fanatic:COBJ	006AA738:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_Blackbird_Elite:COBJ	006AA739:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_Vertibird:COBJ	006AA73C:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_ArmorAce:COBJ	006AA73D:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_CaptainCosmos_Black:COBJ	006AA73F:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_CaptainCosmos:COBJ	006AA743:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_RRRanger:COBJ	006AA744:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_Mothman:COBJ	006AA745:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_Enclave:COBJ	006AA747:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_Communist:COBJ	006AA749:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_Communist_Red:COBJ	006AA74D:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_AlienInvader:COBJ	006AA74E:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_HARE:COBJ	006AA74F:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_MidnightWatch:COBJ	006AA753:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_FreeStates_01:COBJ	006AA754:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_FreeStates_02:COBJ	006E7A08:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_DarkStar:COBJ	006F58EA:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_Heartbreaker:COBJ	007455D5:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_V63:COBJ	007479E2:SCORE_S16_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_DevilsWings:COBJ	0076F4CB:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_FlatwoodsMonster:COBJ	00799C74:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_Vertiguard_Enclave:COBJ	0079A6F3:co_Proxy_mod_PowerArmor_Union_Torso_Misc_JetPack:COBJ	007B289F:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_FillerUp:COBJ	007DC4B0:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_Switchback:COBJ	0084295E:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_Specialist:COBJ	00857240:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_LadyLibertyPrime:COBJ																																																																																																																																																																																																																																								
0067E71D	SCORE_S10_COBJ_PowerArmor_Union_Helmet	3	10010000|1.000000|HasLearnedRecipe|00 00 00|00 00|co_Proxy_XPD_PowerArmor_Union_Helmet [COBJ:0064B945]|00 00 00 00|0|-1|Subject|	10010000|1.000000|HasLearnedRecipe|00 00 00|00 00|SCORE_S10_co_PowerArmor_Union_Helmet_StampsVendor [COBJ:0067E723]|00 00 00 00|0|-1|Subject|	10010000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_S10_ENTM_PowerArmor_Union_Helmet "Union Power Armor Helmet Crafting" [ENTM:0064B978]|00 00 00 00|0|-1|Subject|																																																																										2	0063966F:XPD_LLV_ExpeditionVendor_Giuseppe:LVLI	00788DAB:co_XPD_PowerArmor_Union_Helmet_Copy01:COBJ																																																																																																																																																																																																																																																																					
0067E717	SCORE_S10_COBJ_PowerArmor_Union_Torso	3	10010000|1.000000|HasLearnedRecipe|00 00 00|00 00|co_Proxy_XPD_PowerArmor_Union_Torso [COBJ:0064B94D]|00 00 00 00|0|-1|Subject|	10010000|1.000000|HasLearnedRecipe|00 00 00|00 00|SCORE_S10_co_PowerArmor_Union_Torso_StampsVendor [COBJ:0067E71E]|00 00 00 00|0|-1|Subject|	10010000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_S10_ENTM_PowerArmor_Union_Torso "Union Power Armor Torso Crafting" [ENTM:0064B97B]|00 00 00 00|0|-1|Subject|																																																																										4	0060624D:LegendaryItems_LL_PowerArmor_All:LVLI	0063966F:XPD_LLV_ExpeditionVendor_Giuseppe:LVLI	0064B980:Legendary_LL_PowerArmor_Union:LVLI	00788DAD:co_XPD_PowerArmor_Union_Torso_Copy01:COBJ																																																																																																																																																																																																																																																																			
0067E718	SCORE_S10_COBJ_PowerArmor_Union_ArmLeft	3	10010000|1.000000|HasLearnedRecipe|00 00 00|00 00|co_Proxy_XPD_PowerArmor_Union_ArmLeft [COBJ:0064B967]|00 00 00 00|0|-1|Subject|	10010000|1.000000|HasLearnedRecipe|00 00 00|00 00|SCORE_S10_co_PowerArmor_Union_ArmLeft_StampsVendor [COBJ:0067E722]|00 00 00 00|0|-1|Subject|	10010000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_S10_ENTM_PowerArmor_Union_ArmLeft "Union Power Armor Left Arm Crafting" [ENTM:0064B976]|00 00 00 00|0|-1|Subject|																																																																										4	0060624D:LegendaryItems_LL_PowerArmor_All:LVLI	0063966F:XPD_LLV_ExpeditionVendor_Giuseppe:LVLI	0064B980:Legendary_LL_PowerArmor_Union:LVLI	00788DAC:co_XPD_PowerArmor_Union_ArmLeft_Copy01:COBJ																																																																																																																																																																																																																																																																			
0067E719	SCORE_S10_COBJ_PowerArmor_Union_ArmRight	3	10010000|1.000000|HasLearnedRecipe|00 00 00|00 00|co_Proxy_XPD_PowerArmor_Union_ArmRight [COBJ:00788DA8]|00 00 00 00|0|-1|Subject|	10010000|1.000000|HasLearnedRecipe|00 00 00|00 00|SCORE_S10_co_PowerArmor_Union_ArmRight_StampsVendor [COBJ:0067E721]|00 00 00 00|0|-1|Subject|	10010000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_S10_ENTM_PowerArmor_Union_ArmRight "Union Power Armor Right Arm Crafting" [ENTM:0064B977]|00 00 00 00|0|-1|Subject|																																																																										4	0060624D:LegendaryItems_LL_PowerArmor_All:LVLI	0063966F:XPD_LLV_ExpeditionVendor_Giuseppe:LVLI	0064B968:co_XPD_PowerArmor_Union_ArmRight:COBJ	0064B980:Legendary_LL_PowerArmor_Union:LVLI																																																																																																																																																																																																																																																																			
00680833	SCORE_S10_COBJ_FloorDecor_GloveBox_Condition	2	10010000|1.000000|HasLearnedRecipe|00 00 00|00 00|SCORE_workshop_CondProxy_co_CategoryFurniture_Glovebox_GoldVendor [COBJ:006657EC]|00 00 00 00|0|-1|Subject|	10010000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_S10_ENTM_CAMP_Utility_Radiation_Glove_Box "Radiation Glove Box" [ENTM:00661F5F]|00 00 00 00|0|-1|Subject|																																																																											1	00668D4C:ATX_workshop_co_FloorDecor_RadiationGloveBox:COBJ																																																																																																																																																																																																																																																																						
0068D3D1	SCORE_S12_COBJ_Scarberry_Condition	2	10010000|1.000000|HasLearnedRecipe|00 00 00|00 00|SCORE_workshop_CondProxy_co_CategoryAlly_Scarberry_GoldVendor [COBJ:006BE8DC]|00 00 00 00|0|-1|Subject|	10010000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_S12_ENTM_CAMP_Ally_Scarberry "Lite Ally: Steven Scarberry" [ENTM:0068D3D3]|00 00 00 00|0|-1|Subject|																																																																											1	0068D3D2:ATX_co_COMP_Constructible_CampObject_Scarberry:COBJ																																																																																																																																																																																																																																																																						
00691C2A	SCORE_S11_COBJ_NukaCola_MysteryMachine_Condition	2	10010000|1.000000|HasLearnedRecipe|00 00 00|00 00|SCORE_workshop_CondProxy_co_CategoryFurniture_NukaCola_MysteryMachine_GoldVendor [COBJ:00691C2C]|00 00 00 00|0|-1|Subject|	10010000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_S11_ENTM_Utility_NukaColaMysteryMachine "Nuka-Cola Mystery Machine" [ENTM:0067A28C]|00 00 00 00|0|-1|Subject|																																																																											1	007A7E84:ATX_workshop_LL_NukaColaMysteryMachines:LVLI																																																																																																																																																																																																																																																																						
00691C29	SCORE_S11_COBJ_Leo_Petrov_Condition	2	10010000|1.000000|HasLearnedRecipe|00 00 00|00 00|SCORE_workshop_CondProxy_co_CategoryAlly_Leo_Petrov_GoldVendor [COBJ:00691C2B]|00 00 00 00|0|-1|Subject|	10010000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_S11_ENTM_CAMP_Ally_NukaAgent_leo "Lite Ally: Leo Petrov" [ENTM:00674962]|00 00 00 00|0|-1|Subject|																																																																											1	00674961:ATX_co_COMP_Constructible_CampObject_NukaAgent:COBJ																																																																																																																																																																																																																																																																						
