FormID	EDID	FULL	DESC	Weight	Value	DNAM	Keywords_Flat	KeywordCount	ENIT_Value	ENIT_Flags	ENIT_Addiction_FormID	ENIT_Addiction_EDID	ENIT_Addiction_FULL	ENIT_AddictionChance	ENIT_ConsumeSound_FormID	ENIT_ConsumeSound_EDID	ENIT_ConsumeSound_FULL	ENIT_HealthCurve_FormID	ENIT_HealthCurve_EDID	ENIT_HealthCurve_FULL
00432D45	Magazine_USCovertOps05_Potion	U.S. Covert Operations Manual 5			400			0	400	10011				0.000000						
00432D48	Magazine_USCovertOps06_Potion	U.S. Covert Operations Manual 6			0			0	0	10011				0.000000						
00432D4B	Magazine_USCovertOps07_Potion	U.S. Covert Operations Manual 7			0			0	0	10011				0.000000						
00432D4E	Magazine_USCovertOps08_Potion	U.S. Covert Operations Manual 8			0			0	0	10011				0.000000						
00432D51	Magazine_USCovertOps09_Potion	U.S. Covert Operations Manual 9			0			0	0	10011				0.000000						
00432D54	Magazine_USCovertOps10_Potion	U.S. Covert Operations Manual 10			0			0	0	10011				0.000000						
00432FBF	zzz_RECLAIM_JumpTest	Jump Serum	Grants the Jump mutation		500			0	500	1001				0.000000						
004333E3	POST_DetoxingSalve	Detoxing Salve	Removes 75 rads.		15			0	15	10011000000000001				0.000000						
00434189	TestSmokeQuest15Quantum	TestSmokeQuantum			25	¾		0	25	11011				0.100000						
0043418B	TestSmoke10nukacherry	TestSmoke Nuka Cherry			25			0	25	11011				0.000000						
0043AF14	DebugCorriePotion	Corrie Test	POTION +10% damage to Grafton Monsters		0			0	0	1				0.000000						
0045411B	Brew_LeadChampagneVintage	Vintage Lead Champagne	Increases falling speed.		5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
00454122	Brew_LeadChampagneFresh	Lead Champagne	Increases falling speed. Ages Into Vintage Lead Champagne		5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
00454123	Brew_LeadChampagneFerm	Fermentable Lead Champagne	Ages into Lead Champagne.		5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
00454128	Brew_HoppyHunter	Hoppy Hunter IPA	Improves Scope Aiming, Decreases V.A.T.S. Accuracy and +10%  DMG to Animals for 3 minutes.		5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
0045412F	Brew_HoppyHunterFerm	Fermentable Hoppy Hunter IPA	Ages into Hoppy Hunter.		5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
0045C494	CUT_P01E_HeartNougatCandyTarberry	Tarberry Nougat Heart			39			0	39	11011				0.000000						
0045C498	CUT_P01E_HeartNougatCandyAssortment	Nougat Candy Assortment			39			0	39	11011				0.000000						
0045C49D	CUT_P01E_HeartNougatCandyFirecracker	Firecracker Nougat Heart			39			0	39	11011				0.000000						
0045C49E	CUT_P01E_HeartNougatCandyMutfruit	Mutfruit Nougat Heart			39			0	39	11011				0.000000						
0045C4A1	zzzP01E_Heart_AppalachianBubbly	Appalachampagne (Fresh)	=== STUB, please make this awesome!		5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
0045CB9F	Lemonade	Lemonade			1			0	1	11011				0.000000						
0045DAC2	Brew_LemonadeHard	Hard Lemonade			10			0	10	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.000000						
0045E3F6	Potion_D01C_InsectRepellent	Insect Repellent	Reduces damage from insects by 15% for 30 minutes.		20			0	20	10011000000000001				0.000000						
0046983F	Brew_BallisticBock	Ballistic Bock	Improves ballistic weapon DMG 15%, but increases the condition cost 15% for 5 minutes.		5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
00469842	Brew_BallisticBockFerm	Fermentable Ballistic Bock	Ages into Ballistic Bock		5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
00469852	Brew_FirecrackerWhiskeyFerm	Fermentable Firecracker Whiskey	Ages into Firecracker Whiskey.		5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
00469853	Brew_FirecrackerWhiskeyFresh	Firecracker Whiskey	Melee Attacks trigger Self Immolation, damaging you and your attacker. Ages into Vintage Firecracker Whiskey.		5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
00469854	Brew_FirecrackerWhiskeyVintage	Vintage Firecracker Whiskey	Ballistic and Melee Attacks deal fire DMG. Melee Attacks trigger Self Immolation.		5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
0046985C	Brew_TickBloodTequilaFerm	Fermentable Tick Blood Tequila	Ages into Tick Blood Tequila.		5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
0046985D	Brew_TickBloodTequilaFresh	Tick Blood Tequila	Melee attacks replenish hunger but may infect you with a disease. Ages into Vintage Tick Blood Tequila.		5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
0046985E	Brew_TickBloodTequilaVintage	Vintage Tick Blood Tequila	Melee attacks restore health and replenish hunger but may infect you with a disease.		5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
0046C85D	SheepsquatchMeat	Sheepsquatch Meat			17			0	17	11				0.000000						
0046C85E	Sheepsquatch_Horn	Sheepsquatch Horn	This will eventually do something		100			0	100	10011				0.000000						
0046D292	Smores	S'mores			11			0	11	11011				0.000000						
0046ECB1	SheepsquatchMeatTasty	Tasty Mutton Meat Pie			38			0	38	11011				0.000000						
0046ECB2	SheepsquatchMeatCooked	Mutton Chops			29			0	29	11011				0.000000						
0046F4EF	Brew_VodkaFerm	Fermentable Vodka	Ages into Vodka.		5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
0046F4F0	Brew_BourbonFerm	Fermentable Bourbon	Ages into Bourbon		7	Alcohol		0	7	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
0046F4F1	Brew_NewRiverRedAleFerm	Fermentable New River Red Ale	Ages into New River Red Ale.		5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
0046F4F2	Brew_RumFerm	Fermentable Rum	Ages into Rum.		8	Alcohol		0	8	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
0046F4F3	Brew_WhiskeyFerm	Fermentable Whiskey	Ages into Whiskey.		5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
0046F4F4	Brew_BlackwaterBrewFerm	Fermentable Blackwater Brew	Ages into Blackwater Brew		5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
0046F4F5	Brew_BeerBottleStandard01Ferm	Fermentable Beer	Ages into Beer		5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
0046F4F7	Brew_OakHollerLagerFerm	Fermentable Oak Holler Lager	Ages into Oak Holler Lager		5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
0046F4F8	Brew_OldPossumFerm	Fermentable Old Possum	Ages into Old Possum.		5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
0046F4F9	Brew_PickAxePilsnerFerm	Fermentable Pickaxe Pilsner	Ages into Pickaxe Pilsner.		5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
0046F4FA	Brew_WineFerm	Fermentable Wine	Ages into Wine.		6	Alcohol		0	6	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
004775A3	zzz_Bufftats_Babylon	Bufftats	+50 max Health for 3 minutes.		40	all Buffout chems		0	40	11011	0004BAE0	AbAddictionBuffout	Buffout Addiction	0.150000						
00477BEF	zzz_Babylon_Magazine_AwesomeTales03_Potion	Astoundingly Awesome Tales 3			0			0	0	10011				0.000000						
00477BF6	zzz_Babylon_Magazine_AwesomeTales05_Potion	Astoundingly Awesome Tales 5			0			0	0	10011				0.000000						
00477BFB	zzz_Babylon_Magazine_AwesomeTales06_Potion	Astoundingly Awesome Tales 6			0			0	0	10011				0.000000						
00477BFF	zzz_Babylon_Magazine_AwesomeTales07_Potion	Astoundingly Awesome Tales 7			0			0	0	10011				0.000000						
00477C03	zzz_Babylon_Magazine_AwesomeTales10_Potion	Astoundingly Awesome Tales 10			0			0	0	10011				0.000000						
00477C09	zzz_Babylon_Magazine_Backwoodsman02_Potion	Backwoodsman 2			0			0	0	10011				0.000000						
00477C15	zzz_Babylon_Magazine_GrognakTheBarbarian01_Potion	Grognak the Barbarian 1			0			0	0	10011				0.000000						
00477C19	zzz_Babylon_Magazine_GrognakTheBarbarian08_Potion	Grognak the Barbarian 8	The higher CHA, the more damage resist		0			0	0	10011				0.000000						
004781E3	zzz_Babylon_Magazine_GrognakTheBarbarian09_Potion	Grognak the Barbarian 9			0			0	0	10011				0.000000						
004781E7	zzz_Babylon_Magazine_GunsAndBullets04_Potion	Guns and Bullets 4			0			0	0	10011				0.000000						
004781EE	zzz_Babylon_Magazine_GunsAndBullets07_Potion	Guns and Bullets 7			0			0	0	10011				0.000000						
004781F2	zzz_Babylon_Magazine_LiveAndLove01_Potion	Live and Love 1			0			0	0	10011				0.000000						
004781F8	zzz_Babylon_Magazine_LiveAndLove02_Potion	Live and Love 2			0			0	0	10011				0.000000						
004781FF	zzz_Babylon_Magazine_LiveAndLove04_Potion	Live and Love 4			0			0	0	10011				0.000000						
00478203	zzz_Babylon_Magazine_LiveAndLove06_Potion	Live and Love 6			0			0	0	10011				0.000000						
0047825B	zzz_Babylon_Magazine_LiveAndLove07_Potion	Live and Love 7			0			0	0	10011				0.000000						
0047825F	zzz_Babylon_Magazine_ScoutsLife01_Potion	Scout's Life 1			0			0	0	10011				0.000000						
00478263	zzz_Babylon_Magazine_ScoutsLife03_Potion	Scout's Life 3			0			0	0	10011				0.000000						
00478267	zzz_Babylon_Magazine_ScoutsLife08_Potion	Scout's Life 8			0			0	0	10011				0.000000						
0047826B	zzz_Babylon_Magazine_TeslaScience03_Potion	Tesla Science 3			0			0	0	10011				0.000000						
0047826F	zzz_Babylon_Magazine_TeslaScience05_Potion	Tesla Science 5			0			0	0	10011				0.000000						
00478275	zzz_Babylon_Magazine_TumblersToday01_Potion	Tumblers Today 1			0			0	0	10011				0.000000						
00478279	zzz_Babylon_Magazine_TumblersToday05_Potion	Tumblers Today 5			0			0	0	10011				0.000000						
0047827D	zzz_Babylon_Magazine_Unstoppables01_Potion	Unstoppables 1			0			0	0	10011				0.000000						
00478283	zzz_Babylon_Magazine_Unstoppables03_Potion	Unstoppables 3			0			0	0	10011				0.000000						
00478289	zzz_Babylon_Magazine_Unstoppables04_Potion	Unstoppables 4			0			0	0	10011				0.000000						
0047828F	zzz_Babylon_Magazine_Unstoppables05_Potion	Unstoppables 5			0			0	0	10011				0.000000						
00478295	zzz_Babylon_Magazine_USCovertOps03_Potion	U.S. Covert Operations Manual 3			0			0	0	10011				0.000000						
0047829B	zzz_Babylon_Magazine_USCovertOps04_Potion	U.S. Covert Operations Manual 4			0			0	0	10011				0.000000						
004782A3	zzz_Babylon_Magazine_USCovertOps08_Potion	U.S. Covert Operations Manual 8			0			0	0	10011				0.000000						
004782A9	zzz_Babylon_Magazine_USCovertOps09_Potion	U.S. Covert Operations Manual 9			0			0	0	10011				0.000000						
004782B3	zzz_Babylon_Bobblehead_Agility_Potion	Bobblehead: Agility			100			0	100	10011				0.000000						
004782B7	zzz_Babylon_BobbleHead_BigGuns_Potion	Bobblehead: Big Guns			100			0	100	10011				0.000000						
004782BA	zzz_Babylon_BobbleHead_Charisma_Potion	Bobblehead: Charisma			100			0	100	10011				0.000000						
004782BC	zzz_Babylon_BobbleHead_Endurance_Potion	Bobblehead: Endurance			100			0	100	10011				0.000000						
004782BE	zzz_Babylon_BobbleHead_EnergyWeapons_Potion	Bobblehead: Energy Weapons			100			0	100	10011				0.000000						
004782C1	zzz_Babylon_BobbleHead_Explosives_Potion	Bobblehead: Explosives			100			0	100	10011				0.000000						
004782C6	zzz_Babylon_BobbleHead_LockPicking_Potion	Bobblehead: Lock Picking			100			0	100	10011				0.000000						
004782CB	zzz_Babylon_BobbleHead_Medicine_Potion	Bobblehead: Medicine			100			0	100	10011				0.000000						
004782CE	zzz_Babylon_BobbleHead_Melee_Potion	Bobblehead: Melee			100			0	100	10011				0.000000						
004782D1	zzz_Babylon_BobbleHead_Perception_Potion	Bobblehead: Perception			100			0	100	10011				0.000000						
004782D4	zzz_Babylon_BobbleHead_Science_Potion	Bobblehead: Science			100			0	100	10011				0.000000						
004782D8	zzz_Babylon_BobbleHead_SmallGuns_Potion	Bobblehead: Small Guns			100			0	100	10011				0.000000						
004782DB	zzz_Babylon_BobbleHead_Strength_Potion	Bobblehead: Strength			100			0	100	10011				0.000000						
004782DD	zzz_Babylon_BobbleHead_Unarmed_Potion	Bobblehead: Unarmed			100			0	100	10011				0.000000						
00478DE9	Donut_Fasnacht	Fasnacht Donut			6			0	6	10011				0.000000						
00478DEC	Cooking_Razorgrain_Flour	Razorgrain Flour			6			0	6	11011				0.000000						
0047A268	zzz_Serum_TwistedMuscles_Babylon	Twisted Muscles Serum	Grants the Twisted Muscles mutation		2000			0	2000	10011				0.000000						
0047BC08	Brew_NukashineVintage	Vintage Nukashine	Increases Fists DMG 100%, decreases Sprint AP cost and increases AP Regen 50%. Warning: May cause blackouts.		5	Alcohol		0	5	1101	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
0047BC13	Brew_NukashineFerm	Fermentable Nukashine	Ages into Nukashine.		5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
0047BC14	Brew_NukashineFresh	Nukashine	Decreases Sprint AP cost and increases AP Regen 50%. Warning: May cause blackouts. Ages into Vintage Nukashine.		5	Alcohol		0	5	1101	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
0047CB77	ChickenMeat_NoName	Chicken Thigh			8			0	8	11				0.000000						
004E7228	FoxMeatCooked	Fox Jerky			12			0	12	11011				0.000000						
004E7229	Honey	Honey			5			0	5	11011				0.000000						
004E722A	HoneyComb	Honeycomb			5			0	5	11011				0.000000						
004E722B	OpossumMeatCooked	Awesome Opossum Bacon			12			0	12	11011				0.000000						
004E722C	OwletMeatCooked	Owlet Nuggets			12			0	12	11011				0.000000						
004EA012	ResuscitationKit	Resuscitation Kit			15			0	15	10011000000000001				0.000000						
004EE5D2	Ginseng	Ginseng Root			0			0	0	01				0.000000						
004FE4E3	Bobblehead_Agility_Potion	Bobblehead: Agility			100			0	100	10011				0.000000						
004FE4E4	Magazine_AstonishingTales01_Potion	Tales from the West Virginia Hills 2			400			0	400	10011				0.000000						
004FE4E8	BobbleHead_BigGuns_Potion	Bobblehead: Big Guns			100			0	100	10011				0.000000						
004FE4EA	BobbleHead_Caps_Potion	Bobblehead: Caps			100			0	100	10011				0.000000						
004FE4EC	BobbleHead_Charisma_Potion	Bobblehead: Charisma			100			0	100	10011				0.000000						
004FE4EE	BobbleHead_Endurance_Potion	Bobblehead: Endurance			100			0	100	10011				0.000000						
004FE4F0	BobbleHead_EnergyWeapons_Potion	Bobblehead: Energy Weapons			100			0	100	10011				0.000000						
004FE4F2	BobbleHead_Explosives_Potion	Bobblehead: Explosive			100			0	100	10011				0.000000						
004FE4F4	BobbleHead_Intelligence_Potion	Bobblehead: Intelligence			100			0	100	10011				0.000000						
004FE519	FoxMeat	Fox Meat			2			0	2	11				0.000000						
004FE51A	OpossumMeat	Opossum Meat			2			0	2	11				0.000000						
004FE51B	OwletMeat	Owlet Meat			2			0	2	11				0.000000						
004FE51C	RadFrogEgg	Frog Egg			6			0	6	11				0.000000						
004FE51D	RadFrogLeg	Frog Leg			8			0	8	01				0.000000						
00505BD4	Serum_AdrenalReaction	Adrenal Reaction Serum	You do more damage per kill while on a Kill Streak (Max 10). Your max health is reduced.		2000			0	2000	10011				0.000000						
0050A5BC	Serum_BirdBones	Bird Bones Serum	Boosts sneaking and increases AP. Reduces strength and increases risk of limb damage.		2000			0	2000	10011				0.000000						
0050A5BF	Serum_Carnivore	Carnivore Serum	The benefits of eating meat are doubled, and your chance of contracting diseases from meat is reduced. You get no benefit from eating vegetables.		2000			0	2000	10011				0.000000						
0050A5C4	Serum_Herbivore	Herbivore Serum	You get twice the benefit from eating vegetables, and your chance of contracting diseases from vegetables is reduced. You get no benefits from eating meat.		2000			0	2000	10011				0.000000						
0050A5C6	Serum_Chameleon	Chameleon Serum	You are invisible if unarmored and not moving.		2000			0	2000	10011				0.000000						
0050A5C9	Serum_EagleEyes	Eagle Eyes Serum	Your perception and VATS critical damage are increased. Your strength is reduced.		2000			0	2000	10011				0.000000						
0050A5CB	Serum_EggHead	Egg Head Serum	Your intelligence is increased. Your strength and endurance are reduced.		2000			0	2000	10011				0.000000						
0050A5CD	Serum_ElectricallyCharged	Electrically Charged Serum	Taking melee damage may trigger a shock effect. This damages you and your foes.		2000			0	2000	10011				0.000000						
0050A5D0	Serum_Grounded	Grounded Serum	Your energy resistance increases. Damage output from your energy weapons is reduced.		2000			0	2000	10011				0.000000						
0050A5D2	Serum_Empath	Empath Serum	You take increased damage, but your teammates take decreased damage.		2000			0	2000	10011				0.000000						
0050A5D6	Serum_HealingFactor	Healing Factor Serum	Your health will regenerate if you are not starving. The effectiveness of stimpaks and chems is reduced.		2000			0	2000	10011				0.000000						
0050A5E3	Serum_HerdMentality	Herd Mentality Serum	When on a team, all SPECIALs increase. When solo, all SPECIALs are reduced.		2000			0	2000	10011				0.000000						
0050A5E7	Serum_Marsupial	Marsupial Serum	Your carry capacity and jump height are increased. Your intelligence is reduced.		2000			0	2000	10011				0.000000						
0050A5EA	Serum_PlagueWalker	Plague Walker Serum	You have a poison aura, which grows stronger with each disease you contract.		2000			0	2000	10011				0.000000						
0050A5F0	Serum_ScalySkin	Scaly Skin Serum	Your damage and energy resistance are increased. Your AP is reduced.		2000			0	2000	10011				0.000000						
0050A5F3	Serum_SpeedDemon	Speed Demon Serum	Your movement speed and reload speed are increased. You require more food and water to stay alive.		2000			0	2000	10011				0.000000						
0050A5F6	Serum_Talons	Talons Serum	Your Fists damage and bleed effects are increased. Your agility is reduced.		2000			0	2000	10011				0.000000						
0050A5F9	Serum_TwistedMuscles	Twisted Muscles Serum	Your melee attacks deal more damage and have increased limb damage. The accuracy of your guns is reduced.		2000			0	2000	10011				0.000000						
0050A5FC	Serum_UnstableIsotope	Unstable Isotope Serum	When you take melee damage, a radiation effect may be created. This damages you and your foes.		2000			0	2000	10011				0.000000						
0050B5AA	MTN04_BeerBottleReserve	Rodgers' Reserve Beer			5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
005109AC	FFZ10_BioluminescentFluidPotion_Spoiled	Spoiled Bio Fluid	The inactive residue of firefly's bioluminescent fluid		0			0	0	01				0.000000						
0051A9FC	CB02_HalloweenCandy	Halloween Candy			0			0	0	1				0.000000						
0051B568	WaterToxicGoo	Toxic Goo	Gain rads.		0	¾		0	0	1				0.000000						
00525644	RhododendronHerb	Rhododendron Flower			0			0	0	01				0.000000						
0052863D	FFZ10_BioluminescentFluidPotion	Bioluminescent Fluid	The bioluminescent fluid of a firefly		0			0	0	01				0.000000						
00529DDD	TatoSaladCooked_RSVP02	Tato Salad Surprise			6			0	6	11011				0.000000						
00529DDE	Chitlins_RSVP02	Chitlins Con Carne			6			0	6	11011				0.000000						
00529DDF	MudCookie_RSVP02	Mud Cookie			6			0	6	11011				0.000000						
00529DE0	SunshineOil_RSVP02	Sunshine Oil	Increases DMG Resistance +16 AP Regeneration for 25 seconds.		6			0	6	11011				0.000000						
00552758	E02A_Meat_ChallysFeed	Chally's Feed			5			0	5	11011				0.000000						
005527BE	MeatWeek_TatoSaladCooked	Tato Salad			6			0	6	11011				0.000000						
005527C2	E02A_Meat_PrimeMeat	Prime Meat			1			0	1	11				0.000000						
00553ED5	Milk_Chally	Chally's Milk	Removes 25 Rads. Decreases thirst and hunger.		1			0	1	11011				0.000000						
005543B4	WL046_HeadhuntersHeadcheese_Pot_DoNotUse	Headhunter's Headcheese			6			0	6	11011				0.000000						
005543B7	WL046_MirelurkBoil_Pot_DoNotUse	Mirelurk Boil			6			0	6	11011				0.000000						
005543B9	WL046_RadstagRedemption_Pot_DoNotUse	Radstag Redemption			6			0	6	11011				0.000000						
00567460	CUT_W05_MQS_202P_RecalibratedLiberator_Item	Recalibrated Liberator			0			0	0	0000000000000000000000000000000000000000000000000000000000000000				0.000000						
0056BE38	ZZZ_E05_Radiation_RadXtreme	Rad-Xtreme	Xtreme Rad Resist for 30 seconds. Radiate rads. Increases thirst.		25			0	25	10011				0.000000						
00572D17	Brew_DuchessDram	Duchess's Dram			15	Alcohol		0	15	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
00575359	W05_MQS_205P_JenStealthPotion	Stealth Boy			60			0	60	10011000000000001				0.000000						
0057AE02	Brew_LiquidCourage	Liquid Courage	Increases STR and LCK. Also, become immune to Fear attacks.		7	Alcohol		0	7	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
0057AE04	Brew_LiquidCourageFerm	Fermentable Liquid Courage	Ages into Liquid Courage		5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
0058F9E1	PepperoniRollTasty	Pepperoni Roll			22			0	22	11011				0.000000						
005939C8	NukaCola_Vaccine_Blood	Nuka-Cola My Blood's In It	Reduce damage from Scorched by 15% for 10 minutes. Restores health.		10			0	10	10011000000000001				0.000000						
005939C9	NukaCola_Vaccine_Vaccinated	Nuka-Cola Vaccinated	Reduce damage from Scorched by 15% for 10 minutes. Restores health.		10			0	10	10011000000000001				0.000000						
005939CA	NukaCola_Vaccine_Scorched	Nuka-Cola Scorched	Reduce damage from Scorched by 15% for 10 minutes. Restores health.		10			0	10	10011000000000001				0.000000						
005955A5	W05_MQR_203P_ChemBlend	Nuclear Don's Custom Chem Blend	+100% Damage, 100 Damage Resist and +100 max Health for 5 minutes. Restores health with an initial burst and continues healing at a slower rate for 5 minutes.		30			0	30	11011				0.000000						
00598DCD	NukaColaCranberry	Nuka-Cola Cranberry			10			0	10	11011				0.000000						
0059B554	DEPRECATED_Festive_HolidayGift_Craftable_Tier_01	Small Handmade Holiday Gift	Low quality handmade present.		0			0	0	1				0.000000						
0059B555	DEPRECATED_Festive_HolidayGift_Craftable_Tier_02	Handmade Holiday Gift	Medium quality handmade present.		0			0	0	1001				0.000000						
0059B556	DEPRECATED_Festive_HolidayGift_Craftable_Tier_03	Large Handmade Holiday Gift	High quality handmade present.		0			0	0	1001				0.000000						
0059CA51	DEPRECATED_Festive_HolidayGift_Loot_Tier_01	Small Holiday Gift	Low quality present.		0			0	0	1				0.000000						
0059CA52	DEPRECATED_Festive_HolidayGift_Loot_Tier_02	Holiday Gift	Medium quality present.		0			0	0	1001				0.000000						
0059CA53	DEPRECATED_Festive_HolidayGift_Loot_Tier_03	Large Holiday Gift	High quality present.		0			0	0	1001				0.000000						
005A5DB3	LGN_BrawlingChemist_Chem01	Super Chem MK I	+30% melee damage, 125 Damage Resist and +2 STR for 5 minutes.		0	all Psycho chems		0	0	11011				0.100000						
005A5DB4	LGN_BrawlingChemist_Chem02	Super Chem MK II	A more powerful chem		0	all Psycho chems		0	0	11011				0.100000						
005A5DB5	LGN_BrawlingChemist_Chem03	Super Chem MK III	An even more powerful chem		0	all Psycho chems		0	0	11011				0.100000						
005A5DB6	LGN_BrawlingChemist_Chem04	SuperChem	The most powerful chem		0	all Psycho chems		0	0	11011				0.100000						
005A753B	DEPRECATED_TreasureHunt_Chest_Loot_Tier_03	Ornate Mole Miner Pail	A high value Mole Miner Pail		0			0	0	1001				0.000000						
005A753D	DEPRECATED_TreasureHunt_Chest_Loot_Tier_02	Mole Miner Pail	A Mole Miner Pail		0			0	0	1001				0.000000						
005A753F	DEPRECATED_TreasureHunt_Chest_Loot_Tier_01	Dusty Mole Miner Pail	A low quality Mole Miner Pail		0			0	0	1				0.000000						
005A75E1	DEPRECATED_TreasureHunt_Chest_Craftable_Tier_03	Crafted Ornate Mole Miner Pail	A high value Mole Miner Pail		0			0	0	1001				0.000000						
005A75E3	DEPRECATED_TreasureHunt_Chest_Craftable_Tier_02	Crafted Mole Miner Pail	A Mole Miner Pail		0			0	0	1001				0.000000						
005A75E5	DEPRECATED_TreasureHunt_Chest_Craftable_Tier_01	Crafted Dusty Mole Miner Pail	A low quality Mole Miner Pail		0			0	0	1				0.000000						
005B7597	BS00_ContributionRewardBox	ATLAS Donor's Provisions	A box of various rewards for donating supplies to the Brotherhood.		0			0	0	1				0.000000						
005CBB7E	LGN_SurvivalShortcut_Chem01	Survival Syringe	Restores health, cures disease, reduces hunger, and reduces thirst		0	all Psycho chems		0	0	11011				0.100000						
005D805C	TreasureHunt_Chest_Loot_Tier_02	Mole Miner Pail	A Mole Miner Pail		0			0	0	1001				0.000000						
005D805D	TreasureHunt_Chest_Loot_Tier_01	Dusty Mole Miner Pail	A low quality Mole Miner Pail		0			0	0	1				0.000000						
005D805E	TreasureHunt_Chest_Craftable_Tier_01	Crafted Dusty Mole Miner Pail	A low quality Mole Miner Pail		0			0	0	1				0.000000						
005D805F	TreasureHunt_Chest_Craftable_Tier_02	Crafted Mole Miner Pail	A Mole Miner Pail		0			0	0	1001				0.000000						
005D8060	TreasureHunt_Chest_Loot_Tier_03	Ornate Mole Miner Pail	A high value Mole Miner Pail		0			0	0	1001				0.000000						
005D8061	TreasureHunt_Chest_Craftable_Tier_03	Crafted Ornate Mole Miner Pail	A high value Mole Miner Pail		0			0	0	1001				0.000000						
005DCA7F	Festive_HolidayGift_Craftable_Tier_01	Small Handmade Holiday Gift	Low quality handmade present.		0			0	0	1				0.000000						
005DCA80	Festive_HolidayGift_Craftable_Tier_02	Handmade Holiday Gift	Medium quality handmade present.		0			0	0	1001				0.000000						
005DCA81	Festive_HolidayGift_Craftable_Tier_03	Large Handmade Holiday Gift	High quality handmade present.		0			0	0	1001				0.000000						
005DCA82	Festive_HolidayGift_Loot_Tier_01	Small Holiday Gift	Low quality present.		0			0	0	1				0.000000						
005DCA83	Festive_HolidayGift_Loot_Tier_02	Holiday Gift	Medium quality present.		0			0	0	1001				0.000000						
005DCA84	Festive_HolidayGift_Loot_Tier_03	Large Holiday Gift	High quality present.		0			0	0	1001				0.000000						
005EE7EC	SCORE_Bubblegum_Perfect	Perfect Bubblegum	No hunger & thirst for 60m		75			0	75	11011				0.000000						
005FD9A7	SCORE_Brew_NukashineVintage_SugarFree	Sugar-Free Nukashine	Increases Fists DMG 100%, decreases Sprint AP cost, and increases AP Regen 50%. Warning: Now with no blackouts!		0	Alcohol		0	0	1101	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
006029FC	SCORE_Boost_CarryWeight	Carry Weight Booster	+50 Carry Weight for 30m		75	Alcohol		0	75	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.000000						
00620384	Spooky_TreatBag_Loot	Spooky Treat Bag	Full of spooky treats		0			0	0	1001				0.000000						
00620385	Spooky_MysteryTreat	Mystery Candy	Who knows what will happen?		50			0	50	11011				0.000000						
00621C0A	PopcornMachine_Popcorn	Popcorn	Hunger & thirst -25% for 14m		7			0	7	10011				0.000000						
00622F8A	E08A_GulperVenom	Acidic Gulper Venom			0			0	0	11				0.000000						
