LVLI_FormID	LVLI_EDID	LVLI_FULL	LVLF_Flags	LLCT_Count	EntryCount	LVLG_ChanceNoneGlobal	LVCT_ChanceNoneCurve	LLKC_FilterKeywordChances	LVSG_EpicLootChance	DIQO_Quest	LIMC_MarkerColor
005A544C	LL_QuestReward_GoldBullion_Easy		0000000000000000000000000000000000000000000000000000000000000000	1	1						
005A5880	LLS_QuestReward_Gold_Treasury_Note_RESTRICTED		11	1	1						
005A5E0D	E01F_Fasnacht_LL_Quest_Rewards_Default		001	6	6						
005A648E	zzz_E01F_Fasnacht_LL_Headwear_Rewards_Common		11	1	1						
005A6492	E01F_Fasnacht_LLS_Headwear_Rewards_UnCommon		11	23	23						
005A6490	zzz_E01F_Fasnacht_LL_Headwear_Rewards_UnCommon		001	2	2						
005A6493	workshop_LL_FloorDecor_FasnachtConfetti		0000000000000000000000000000000000000000000000000000000000000000	2	2						
005A648F	E01F_Fasnacht_LL_Quest_Rewards_Headwear		001	4	4						
005A6491	E01F_Fasnacht_LLS_Headwear_Rewards_Rare		11	22	22						
005A754C	LLS_TreasureHunt_Rewards_Currency_Caps		1100001	4	4						
005A7548	zzz_34568f		0000000000000000000000000000000000000000000000000000000000000000		0						
005A7553	zzz_3gwss		001		0						
005A7549	DEPRECATED_LLS_TreasureHunt_Rewards_Rare		0000000000000000000000000000000000000000000000000000000000000000	14	14						
005A755A	zzz_gh3gf		001		0						
005A7552	zzz_34gsfd		001		0						
005A7544	LLS_TreasureHunt_Rewards_Treasure_Common		11	7	7						
005A7557	DEPRECATED_LL_TreasureHunt_Chest_Loot_Low		001	3	3						
005A7558	DEPRECATED_LL_TreasureHunt_Chest_Loot_High		001	6	6						
005A7555	LLD_Creature_MoleMiner_TreasureHunt		001	3	3						
005A7554	LLS_Creature_MoleMiner_TreasureHunt_Chests		1100001	3	3						
005A754A	zzz_LLS_zzz		0000000000000000000000000000000000000000000000000000000000000000		0						
005A754D	DEPRECATED_LLS_TreasureHunt_Rewards_Currency		001	1	1						
005A7541	zzz_pjhe		0000000000000000000000000000000000000000000000000000000000000000		0						
005A7545	zzz_hg42		0000000000000000000000000000000000000000000000000000000000000000		0						
005A754F	zzz_08745		0000000000000000000000000000000000000000000000000000000000000000		0						
005A7542	zzz_0iuy3		0000000000000000000000000000000000000000000000000000000000000000		0						
005A7546	zzz_87y		0000000000000000000000000000000000000000000000000000000000000000		0						
005A7550	zzz_h34hf		0000000000000000000000000000000000000000000000000000000000000000		0						
005A7543	zzz_f3462		0000000000000000000000000000000000000000000000000000000000000000		0						
005A7551	zzz_LLS_adfft		0000000000000000000000000000000000000000000000000000000000000000		0						
005A7556	DEPRECATED_LL_TreasureHunt_Chest_Loot_Med		001	5	5						
005A754E	DEPRECATED_LLS_TreasureHunt_Rewards_Crafted_Single		11	10	10						
005A7547	zzz_23467h		0000000000000000000000000000000000000000000000000000000000000000		0						
005A754B	LLS_TreasureHunt_Rewards_Currency_Scrip		1100001	4	4						
005A75E7	LLS_Vendor_TreasureHunt_Chests		001	3	3						
005A77BF	ATX_workshop_LL_Decorations_Iron_Cacti		0000000000000000000000000000000000000000000000000000000000000000	2	2						
005A5AD3	LL_QuestReward_GoldBullion_VeryHard		0000000000000000000000000000000000000000000000000000000000000000	1	1						
005A5ADA	workshop_LL_Structure_Shack_RoofsAngled		0000000000000000000000000000000000000000000000000000000000000000	2	2						
005A5E39	LegendaryCrafting_LL_Weapons_Ranged_GaussPistol_RESTRICTED		11	1	1						
005A5E42	LegendaryCrafting_LL_Armor_SecretService_LegLeft_RESTRICTED		11	1	1						
005A5E40	LegendaryCrafting_LL_Armor_SecretService_ArmRight_RESTRICTED		11	1	1						
005A5E3D	LegendaryCrafting_LL_Weapons_Ranged_GaussShotgun_RESTRICTED		11	1	1						
005A5E3A	LegendaryCrafting_LL_Weapons_Ranged_PlasmaCaster_RESTRICTED		11	1	1						
005A5E3C	LegendaryCrafting_LL_Weapons_Ranged_GaussMinigun_RESTRICTED		11	1	1						
005A5E3B	LegendaryCrafting_LL_Weapons_Melee_Gauntlet_RESTRICTED		11	1	1						
005A5E3F	LegendaryCrafting_LL_Armor_SecretService_ArmLeft_RESTRICTED		11	1	1						
005A5E3E	LegendaryCrafting_LL_Weapons_Melee_Cattleprod_RESTRICTED		11	1	1						
005A5E41	LegendaryCrafting_LL_Armor_SecretService_LegRight_RESTRICTED		11	1	1						
005A5E43	LegendaryCrafting_LL_Armor_SecretService_Torso_RESTRICTED		11	1	1						
005A668B	W05_WST_WorkshopProduce_AmmoConstruction_Ballistic_50		01	1	1						
005A6D3F	ATX_workshop_LL_PottingShed		0000000000000000000000000000000000000000000000000000000000000000	1	1						
005A7BDE	zzzLL_Babylon_Weapon_Ranged_GaussShotgun		11		0						
005A7BDF	zzzLL_Babylon_Weapon_Ranged_RegularBow		11		0						
005AC7FE	ATX_workshop_LL_WallDecor_PoweredPosters		0000000000000000000000000000000000000000000000000000000000000000	3	3						
005A7C2D	W05_Daily_Photo_Rewards		001	2	2						
005A7C2A	W05_Daily_Photo_Rewards_Improved		001	3	3						
005A7C2B	LL_Ammo_Camera		11	3	3						
005A7C2C	W05_Daily_Photo_Rewards_Recipes		11	2	2						
005ACF96	ATX_workshop_LL_Prefab_Packins		0000000000000000000000000000000000000000000000000000000000000000		0						
005ADC65	workshop_LL_Shelters_LargeEntrances		0000000000000000000000000000000000000000000000000000000000000000	12	12						
005B2B40	zzzworkshop_LL_Shelters_VaultFloor		0000000000000000000000000000000000000000000000000000000000000000		0						
005B2B3F	workshop_LL_Shelters_VaultRailing		0000000000000000000000000000000000000000000000000000000000000000	5	5						
005B461B	workshop_LL_Shelters_VaultWall		0000000000000000000000000000000000000000000000000000000000000000	2	2						
005B59F2	zzz_UNUSED_workshop_LL_Shelters_Entrance_WaterfallCave		0000000000000000000000000000000000000000000000000000000000000000	2	2						
005B6797	zzz_workshop_LL_Shelters_Entrance_VaultLivingQuarters		0000000000000000000000000000000000000000000000000000000000000000		0						
0055D8A1	V96_LL_VaultSystemRewards_Standard		0000000000000000000000000000000000000000000000000000000000000000	1	1						
0055D89F	V96_LL_VaultSystemRewards_Expert		0000000000000000000000000000000000000000000000000000000000000000	1	1						
0055D8A0	V96_LL_VaultSystemRewards_Novice		0000000000000000000000000000000000000000000000000000000000000000	1	1						
005A6E63	E06_Colossus_LLS_Quest_Rewards_Common		001	2	2				LL_EpicChance_Quest_ECON [GLOB:0052E1AB]		
005A6E61	E06_Colossus_LL_Quest_Rewards		001	3	3						
005A6E64	E06_Colossus_LLS_Quest_Rewards_Unique		1100001	13	13						
005A6E62	E06_Colossus_LLS_Quest_Rewards_Rare		0000000000000000000000000000000000000000000000000000000000000000	1	1						
005A70BD	E06_Colossus_LLS_Quest_Rewards_CursedPickAxe		11	1	1						
005A70BE	LLS_Generic_Rewards_Currency_Caps_25-500		11	4	4						
005A70BF	E06_Colossus_LLS_Quest_Rewards_CursedHarpoonGun		11	1	1						
005A70B8	E06_Colossus_LLS_Quest_Rewards_CursedShovel		11	1	1						
005A70B9	E06_Colossus_LL_Quest_Rewards_Chest		001	6	6						
005A70BA	zzz_obsolete000002		001		0						
005A70B7	zzz_obsolete00001		11		0						
005A70BB	LLS_Grenades_Floater_Gnasher		001	3	3						
005A70BC	LLS_Grenades_Floater_Freezer		001	3	3						
005A70B6	LLS_Grenades_Floater_Flamer		001	3	3						
005A7286	zzz_obsolete0000003		1100001		0						
005AD5AA	ATX_Resources_Collectron_Fasnacht_Sweets		0000000000000000000000000000000000000000000000000000000000000000	8	8						
005AD5A8	zzz_NOTinUSE_ATX_Resources_Collectron_Fasnacht_Party		0000001	5	5						
005AD5A9	ATX_Resources_Collectron_Fasnacht_Treats		0000001	5	5						
005AD988	zzz_workshop_LL_sdv		0000000000000000000000000000000000000000000000000000000000000000		0						
005ADD96	workshop_LL_Decorations_Circus_Trailer		0000000000000000000000000000000000000000000000000000000000000000	1	1						
005AE0A0	DEPRECATED_LL_TreasureHunt_Chest_Crafted_High		001	6	6						
005AE0A1	DEPRECATED_LL_TreasureHunt_Chest_Crafted_Low		001	3	3						
005AE0A2	DEPRECATED_LL_TreasureHunt_Chest_Crafted_Med		001	6	6						
005AE926	LLS_Ammo_Loot_Random_Fallback		11	23	23						
005AE925	LL_Ammo_Arrow		11	4	4						
005AE927	zzzTf23f2f3		11		0	00369793:LL_Container_ChanceNone_ZERO_ECON:GLOB			LL_EpicChance_Standard_ECON [GLOB:0003F1E4]		
005AE924	LLD_Test_Ammo		01	1	1						
005AE923	LLS_Ammo_Creatures_Alien		01	1	1						
005B01AA	workshop_LL_PowerPylons_PowerPylon		0000000000000000000000000000000000000000000000000000000000000000	5	5						
005B673D	ATX_workshop_LL_Decorations_Statue_Dog		0000000000000000000000000000000000000000000000000000000000000000	6	6						
005B6749	zzzATX_workshop_LL_Decorations_BeerSteins_REUSE		0000000000000000000000000000000000000000000000000000000000000000		0						
005B70F5	workshop_LL_FloorDecor_Taxidermy		0000000000000000000000000000000000000000000000000000000000000000	14	14						
005B70F7	zzz_0012fc		0000000000000000000000000000000000000000000000000000000000000000		0						
005C5D88	workshop_LL_Shelters_SmallEntrances		0000000000000000000000000000000000000000000000000000000000000000	20	20						
005C8960	workshop_LL_Shelters_Entrance_VaultStorageRoom		0000000000000000000000000000000000000000000000000000000000000000	1	1						
005C895F	zzz_worshop_LL_Shelters_Entrance_VaultReception		0000000000000000000000000000000000000000000000000000000000000000		0						
005C8961	ATX_workshop_LL_RubberMats		0000000000000000000000000000000000000000000000000000000000000000	5	5						
005C8EB1	workshop_LL_Shelters_ShelterFloors		0000000000000000000000000000000000000000000000000000000000000000	4	4						
005B7529	ATX_workshop_LL_FloorDecor_BeerSteins		0000000000000000000000000000000000000000000000000000000000000000	33	33						
005B7598	BS00_LL_ContributionRewards		001	3	3						
005B7599	zzz_BS00_LLS_ContributionRewards_Currency		001	1	1						
005B75A2	ATX_Resources_Collectron_Fasnacht_Beer		000001	7	7						
005B75A3	ATX_Resources_Collectron_Fasnacht_LiquorAndWine		000001	10	10						
005B77AC	ATX_workshop_LL_WorkshopCollector_Fertilizer		0000000000000000000000000000000000000000000000000000000000000000	4	4						
005C28B1	LLS_Systemic_Rewards_Goodies_Aid		0000000000000000000000000000000000000000000000000000000000000000	9	9						
005C28B0	LLS_Systemic_Rewards_Goodies_Brews		0000000000000000000000000000000000000000000000000000000000000000	14	14						
005C28B2	LLS_Systemic_Rewards_Goodies_Grenades		0000000000000000000000000000000000000000000000000000000000000000	13	13						
005C2D6B	LLS_Container_Contextual_AmmoType_All		001	1	1						
005C2FE0	ATX_workshop_LL_Display_BobbleHead		0000000000000000000000000000000000000000000000000000000000000000	4	4						
005C2DFE	ATX_workshop_LL_RedRocket_Garage		0000000000000000000000000000000000000000000000000000000000000000	1	1						
005C4354	LLS_Systemic_Rewards_Armor-Weapons_Plans		11	2	2						
005C4551	ATX_workshop_LL_Signs_Slocums_Murals		0000000000000000000000000000000000000000000000000000000000000000	3	3						
005C459C	zzzLLS_Creature_WendigoColossus_Contextual_Loot_AmmoType		11		0	00369793:LL_Container_ChanceNone_ZERO_ECON:GLOB			LL_EpicChance_Standard_ECON [GLOB:0003F1E4]		
005C459B	LLD_Creature_WendigoColossusSpawn		001	5	5						
005C4F14	zzz_LLD_Creature_Behemoth_Prime		001	5	5						
005C4F15	zzz_LLD_Creature_HoneyBeast_Prime		001	6	6						
005C4F16	zzz_LLD_Creature_MirelurkQueen_Prime		001	6	6						
005C4F17	zzz_LLD_Creature_Radscorpion_Prime		001	6	6						
005C4F18	zzz_LLD_Creature_CaveCricket_Prime		001	5	5						
005C4F22	zzz_LLD_Creature_HermitCrab_Prime		001	5	5						
005C4F19	zzz_LLD_Creature_Deathclaw_Prime		001	7	7						
005C4F1A	zzz_LLD_Creature_FogCrawler_Prime		001	6	6						
005C4F1E	zzz_LLD_Creature_Gulper_Prime		001	5	5						
005C4F1B	zzz_LLD_Creature_Snallygaster_Prime		001	5	5						
005C4F1C	zzz_LLD_Creature_Radtoad_Prime		001	6	6						
005C4F1D	zzz_LLD_Creature_Grafton_Prime		001	5	5						
005C4F1F	zzz_LLD_Creature_YaoGuai_Prime		001	7	7						
005C4F20	zzz_LLD_Creature_Wolf_Prime		001	5	5						
005C4F21	zzz_LLD_Creature_Sheepsquatch_Prime		001	3	3						
005C53AF	ATX_Resources_Collectron_BoS_MissionSupplies		0000001	3	3						
005C76D4	LL_Ammo_556_AntiScorchBeast		11	5	5						
005C76CA	LL_Ammo_45Caliber_AntiScorchBeast		11	2	2						
005C76CB	LL_Ammo_2mmEC_AntiScorchBeast		11	5	5						
005C76CE	LL_Ammo_44_AntiScorchBeast		11	5	5						
005C76CD	LL_Ammo_10mm_AntiScorchBeast		11	4	4						
005C76CF	LL_Ammo_308Caliber_AntiScorchBeast		11	6	6						
005C76D1	LL_Ammo_FusionCell_Ultracite		11	7	7						
005C76D0	LL_Ammo_FusionCell_AntiScorchBeast		11	5	5						
005C76D6	LL_Ammo_50Cal_AntiScorchBeast		11	5	5						
005C76D8	LL_Ammo_CrossbowBolt_AntiScorchBeast		11	5	5						
005C76D9	LL_Ammo_RRSpike_AntiScorchBeast		11	5	5						
005C76D3	LL_Ammo_PlasmaCartridge_AntiScorchBeast		11	5	5						
005C76D2	LL_Ammo_ShotgunShell_AntiScorchBeast		11	5	5						
005C76D5	LL_Ammo_5mm_AntiScorchBeast		11	5	5						
005C76CC	LL_Ammo_38Caliber_AntiScorchBeast		11	5	5						
005C76D7	LL_Ammo_Arrow_Broadhead_AntiScorchBeast		11	5	5						
005B2FF4	LLD_Creature_DailyOps		001	3	3						
005B2FF5	zzz_deprecated19423		1		0						
005B2FF6	LLS_DailyOps_Stimpak		11	10	10						
005C4B57	LLI_Outfit_Retreat_Villager		001	2	2						
005C4B59	LLI_Outfit_Retreat_Villager_Hats_NONPLAYABLE		0000000000000000000000000000000000000000000000000000000000000000	2	2						
005C4B58	LLI_Outfit_Retreat_Villager_Clothes_NONPLAYABLE		0000000000000000000000000000000000000000000000000000000000000000	7	7						
005C54CA	BS_RE_TravelDWD01_LL_Armor_PowerArmor_01		001	5	5						
005CB9FB	LLS_DailyOps_Rewards_Currency		1100001	3	3						
005CB9FC	LL_DailyOps_Rewards_HighLVL_Chase_Uncommon		0000000000000000000000000000000000000000000000000000000000000000	32	32						
005CB9FD	ZZZ_LLS_DailyOps_Rewards_Rare_Locations_WendigoCave		0000000000000000000000000000000000000000000000000000000000000000	1	1						
005CB9FE	zzz_deprecated9951		0000000000000000000000000000000000000000000000000000000000000000	1	1						
005CBA06	LL_DailyOps_Repeatable_Quest_Rewards		001	6	6						
005CB9FF	LL_DailyOps_Rewards_Chase_Tier01		1100001	2	2						
005CBA00	zzz_deprecated991123		0000000000000000000000000000000000000000000000000000000000000000		0						
005CBA01	ZZZ_LLS_DailyOps_Rewards_Rare_Locations_WestTek		0000000000000000000000000000000000000000000000000000000000000000	1	1						
005CBA02	LLS_Systemic_Rewards_Currency_Caps		1100001	4	4						
005CBA03	zzz_deprecated81852112		0000000000000000000000000000000000000000000000000000000000000000		0						
005CBA04	zzz_deprecated959812		001		0						
005CBA05	zzz_deprecated9919		11		0						
005CBA07	zzz_deprecated9911		0000000000000000000000000000000000000000000000000000000000000000		0						
005CB9F9	ZZZ_LLS_DailyOps_Rewards_Rare_Locations_MorgantownHighSchool		0000000000000000000000000000000000000000000000000000000000000000	1	1						
005CB9FA	LLS_Systemic_Rewards_Currency_Scrip		1100001	4	4						
005CFB19	ATX_workshop_LL_Fence_Junkyard		0000000000000000000000000000000000000000000000000000000000000000	4	4						
005CFCBB	workshop_LL_Power_Generators_fusion		001	10	10						
005D009F	E02A_MeatWeek_LL_Quest_Rewards_Default		001	2	2						
005D00FE	workshop_LL_Power_Generators_Scavenged		0000000000000000000000000000000000000000000000000000000000000000	4	4						
005D0345	zzz_deprecated5818f1		001		0						
005D0343	zzz_deprecated91928837		001		0						
005D0346	deprecated_058123111		11		0						
005D0344	zzz_deprecated59192301d		001		0						
005D080E	LL_DailyOps_Rewards_HighLVL_Chase_Rare		11	21	21						
005D0F1E	workshop_LL_WallDecor_ValleyGalleriaSigns		0000000000000000000000000000000000000000000000000000000000000000	7	7						
005D0F1D	Workshop_LL_BurrowsSigns		0000000000000000000000000000000000000000000000000000000000000000	5	5						
005D163C	workshop_LL_Power_Generators_SuperReactor		0000000000000000000000000000000000000000000000000000000000000000	1	1						
005D1F32	workshop_LL_Power_Generators_Scavenged_SolarPanel		0000000000000000000000000000000000000000000000000000000000000000	1	1						
005D1F8D	WorkshopProduceDirtyWater		01	1	1						
005D804B	zzz_deprecated5912314		11		0						
005D8053	LL_TreasureHunt_Chest_Crafted_Tier_03		001	6	6						
005D8054	LL_TreasureHunt_Chest_Loot_Tier_02		001	5	5						
005D8055	LL_TreasureHunt_Chest_Crafted_Tier_01		001	5	5						
005D8056	LL_TreasureHunt_Chest_Loot_Tier_01		001	4	4						
005D8057	LLS_TreasureHunt_Rewards_Rare		1100001	2	2						
005D8058	LLS_TreasureHunt_Rewards_Currency		1100001	2	2						
005D8059	LL_TreasureHunt_Chest_Crafted_Tier_02		001	6	6						
005D805A	LL_TreasureHunt_Chest_Loot_Tier_03		001	5	5						
005D80DC	LLD_Creature_Boss_DailyOps		001	3	3						
005D80DD	zzz_deprecated0195826611		11		0						
005D80DE	zzz_deprecated95123		11		0						
005D81AC	workshop_LL_Misc_Symptomatic		0000000000000000000000000000000000000000000000000000000000000000	1	1						
005D8E1E	DailyOps_LL_Weapon_Ranged_WhistleInTheDark		11	1	1						
005D94CD	ATX_workshop_LL_Water_RainBarrelBarrel		0000000000000000000000000000000000000000000000000000000000000000	1	1						
005D988F	zzz_deprecated958172		1100001		0						
005D9CC4	LLS_Generic_Recipes_Weapons_Common_Ranged		11	28	28						
005D9CBE	LL_DailyOps_Rewards_LowLVL_Chase_Uncommon		001	1	1						
005D9CBC	LL_DailyOps_Rewards_LowLVL_Chase_Rare		001	1	1						
005D9CC7	LLS_Recipes_PowerArmor_Raider		11	6	6						
005D9CBF	LLS_DailyOps_Rewards_Recipes_Rare		11	2	2						
005D9CC5	LLS_Generic_Recipes_Workshop_Common		11	74	74						
005D9CC3	LLS_Generic_Recipes_Weapons_Common_Melee		11	31	31						
005D9CBB	LLS_DailyOps_Rewards_Chase_HighLVL		1100001	2	2						
005D9CC1	LL_Recipes_Armor_Marine_Any		11	3	3						
005D9CC0	LLS_Generic_Recipes_Armor_Common		11	7	7						
005D9CC6	LLS_Generic_Recipes_PowerArmor_Common		11	5	5						
005D9CBD	LLS_DailyOps_Rewards_Chase_LowLVL		0000000000000000000000000000000000000000000000000000000000000000	2	2						
005D9CC8	LLS_DailyOps_Rewards_Recipes_UnCommon		11	2	2						
005D9CC2	LLS_Generic_Recipes_Weapons_Common		11	2	2						
005D9D1B	DailyOps_LL_Weapon_Melee_TheGutter		11	1	1						
005D9D97	LLS_BoS_VernonDodge_MiscQuest		001	2	2						
005DB4C1	zzzATX_workshop_LL_Displays_PowerArmorRacks		0000000000000000000000000000000000000000000000000000000000000000		0						
005DBD0E	ZZZ_LLS_DailyOps_Tier03_Garanteed		001		0						
005DBD0B	ZZZ_LLS_DailyOps_Tier02_Garanteed		001		0						
005DBD0F	LL_DailyOps_Rewards_Chase_Tier02		1100001	2	2						
005DBD10	LL_DailyOps_Rewards_AdditionalCurrency_Tier03		001	2	2						
005DBD0C	ZZZ_LLS_DailyOps_Tier01_Garanteed		001		0						
005DBD0D	LL_DailyOps_Rewards_Chase_Tier03		1100001	2	2						
005DBE0A	ATX_workshop_LL_Displays_ChassisDisplayFrames		0000000000000000000000000000000000000000000000000000000000000000	11	11						
005DC19D	SCORE_S2_workshop_LL_Structure_Greenhouse_WallSlant		0000000000000000000000000000000000000000000000000000000000000000	2	2						
005DC19E	SCORE_S2_workshop_LL_Structure_Greenhouse_WallTopArch		0000000000000000000000000000000000000000000000000000000000000000	2	2						
005DC19F	SCORE_S2_workshop_LL_Structure_Greenhouse_WallFascia		0000000000000000000000000000000000000000000000000000000000000000	2	2						
005DC19A	SCORE_S2_workshop_LL_Structure_Greenhouse_WallFull		0000000000000000000000000000000000000000000000000000000000000000	2	2						
005DC19B	SCORE_S2_workshop_LL_Structure_Greenhouse_WallHalf		0000000000000000000000000000000000000000000000000000000000000000	1	1						
005DC19C	SCORE_S2_workshop_LL_Structure_Greenhouse_WallSlantFull		0000000000000000000000000000000000000000000000000000000000000000	2	2						
005DC34E	LLS_Contextual_Ammo_556_AntiScorchBeast		11	4	4						
005DC33E	LLS_Contextual_Ammo_Cannonball		11	6	6						
005DC336	LLS_Contextual_Ammo_FusionCell		11	4	4						
005DC332	LLS_Contextual_Ammo_45Caliber		11	4	4						
005DC330	LLS_Contextual_Ammo_2mmEC		11	4	4						
005DC34F	LLS_Contextual_Ammo_50Cal_AntiScorchBeast		11	4	4						
005DC331	LLS_Contextual_Ammo_38Caliber		11	4	4						
005DC33C	LLS_Contextual_Ammo_50CaliberBall		11	4	4						
005DC33D	LLS_Contextual_Ammo_Arrow_Broadhead		11	4	4						
005DC349	LLS_Contextual_Ammo_44_AntiScorchBeast		11	4	4						
005DC359	LLS_Contextual_Ammo_PlasmaCore_LowChance		11	1	1						
005DC33B	LLS_Contextual_Ammo_50Cal		11	4	4						
005DC350	LLS_Contextual_Ammo_Arrow_Broadhead_AntiScorchBeast		11	4	4						
005DC33F	LLS_Contextual_Ammo_CrossbowBolt		11	4	4						
005DC351	LLS_Contextual_Ammo_CrossbowBolt_AntiScorchBeast		11	4	4						
005DC34D	LLS_Contextual_Ammo_PlasmaCartridge_AntiScorchBeast		11	4	4						
005DC345	LLS_Contextual_Ammo_45Caliber_AntiScorchBeast		11	4	4						
005DC339	LLS_Contextual_Ammo_556		11	4	4						
005DC343	LLS_Contextual_Ammo_Harpoon		11	4	4						
005DC333	LLS_Contextual_Ammo_10mm		11	4	4						
005DC355	LLS_DailyOps_Explosives		11	5	5						
005DC341	LLS_Contextual_Ammo_FlamerFuel		11	4	4						
005DC353	LLS_Contextual_Ammo_5mm_AntiScorchBeast		11	4	4						
005DC337	LLS_Contextual_Ammo_ShotgunShell		11	4	4						
005DC352	LLS_Contextual_Ammo_RRSpike_AntiScorchBeast		11	4	4						
005DC340	LLS_Contextual_Ammo_CryoCell		11	4	4						
005DC354	LLS_DailyOps_Contextual_AmmoType_Fallback		11	19	19						
005DC35B	LLS_Contextual_Ammo_PlasmaCore_AntiScorchBeast_LowChance		11	1	1						
005DC35C	zzz_L34g3fdsf		001		0						
005DC34B	LLS_Contextual_Ammo_FusionCell_AntiScorchBeast		11	4	4						
005DC32F	LLS_DailyOps_Contextual_AmmoType_All		0100001	45	45						
005DC35A	LLS_Contextual_Ammo_FusionCore_AntiScorchBeast_LowChance		11	1	1						
005DC348	LLS_Contextual_Ammo_10mm_AntiScorchBeast		11	4	4						
005DC347	LLS_Contextual_Ammo_2mmEC_AntiScorchBeast		11	4	4						
005DC334	LLS_Contextual_Ammo_44		11	4	4						
005DC356	LLS_DailyOps_Rewards_Aid		001	2	2						
005DC344	LLS_Contextual_Ammo_RRSpike		11	4	4						
005DC338	LLS_Contextual_Ammo_PlasmaCartridge		11	4	4						
005DC342	LLS_Contextual_Ammo_GammaCell		11	4	4						
005DC34C	LLS_Contextual_Ammo_ShotgunShell_AntiScorchBeast		11	4	4						
005DC335	LLS_Contextual_Ammo_308Caliber		11	4	4						
005DC358	LLS_Contextual_Ammo_FusionCore_LowChance		11	1	1						
005DC33A	LLS_Contextual_Ammo_5mm		11	4	4						
005DC357	LLS_DailyOps_Contextual_AmmoType_Quest_Repeatable		0100001	45	45						
005DC346	LLS_Contextual_Ammo_38Caliber_AntiScorchBeast		11	4	4						
005DC34A	LLS_Contextual_Ammo_308Caliber_AntiScorchBeast		11	4	4						
005DC4EA	LL_Bandanas_NONPLAYABLE		01	3	3						
005D038B	BS01_MQ02_Invention_LL_Weapon_Ranged_TheFactFinder		001	2	2						
005D0388	BS01_MQ02_Invention_LL_Quest_Rewards_Bad		001	2	2						
005D038A	BS01_MQ02_Invention_LL_Quest_Rewards_Good		001	3	3						
005D0389	BS01_MQ02_Invention_LL_Quest_Rewards_Excellent		001	5	5						
005D0463	LLS_Loot_GoodyBag_Currency_Caps		001	3	3						
005DBD8A	LL_Armor_PowerArmor_T60_Set_BOSKnight_Dmg50_NoHelmet		001	5	5						
005DCA8A	LL_Festive_Holiday_Loot_Tier_02		001	5	5						
005DCA85	LL_Festive_Holiday_Crafted_Tier_03		001	6	6						
005DCA86	LL_Festive_Holiday_Crafted_Tier_01		001	5	5						
005DCA87	LL_Festive_Holiday_Crafted_Tier_02		001	6	6						
005DCA88	LL_Festive_Holiday_Loot_Tier_03		001	5	5						
005DCA89	LL_Festive_Holiday_Loot_Tier_01		001	4	4						
005DCA8B	LLS_Festive_Rewards_Holiday_Rare		1100001	3	3						
005DCA8C	LLS_Festive_Rewards_Currency		1100001	2	2						
005DD12F	BS01_LLV_COMP_Vendor_Medic		001	2	2				LL_EpicChance_VendorSpecialist_ECON [GLOB:00240103]		
005DD68C	workshop_LL_FloorDecor_Musket_Stack_Monument		0000000000000000000000000000000000000000000000000000000000000000	1	1						
005DC91E	ATX_workshop_LL_Decorations_LaserShootingGalleries		0000000000000000000000000000000000000000000000000000000000000000	4	4						
005DCA3A	ATX_workshop_LL_WallDecor_Pennant		0000000000000000000000000000000000000000000000000000000000000000	52	52						
005DCCAC	crLLI_SuperMutantBoss_AssaultRifle_DailyOps		11	1	1				LL_EpicChance_Boss_ECON [GLOB:0005F430]		
005DCCAB	crLLI_BloodEagleBoss_AutoGL_DailyOps		11	1	1				LL_EpicChance_Boss_ECON [GLOB:0005F430]		
005DCAB8	workshop_LL_Appliances_Stove01_BareMetal		0000000000000000000000000000000000000000000000000000000000000000	1	1						
005DCAB7	ATX_workshop_LL_PicketFenceGates		0000000000000000000000000000000000000000000000000000000000000000	7	7						
005DD4F0	ATX_workshop_LL_Decorations_WeatherVanes		0000000000000000000000000000000000000000000000000000000000000000	4	4						
005DD4EF	ATX_workshop_LL_DefensiveStructure_TankBarriers		0000000000000000000000000000000000000000000000000000000000000000	2	2						
005E4538	LLS_Ammo_GrenadeLauncher		11	6	6						
005E47C9	ATX_workshop_LL_WallDecor_Mounted_Fish		0000000000000000000000000000000000000000000000000000000000000000	3	3						
005E47C8	ATX_workshop_LL_FloorDecor_Mounted_Fish		0000000000000000000000000000000000000000000000000000000000000000	3	3						
005E477E	ATX_workshop_LL_Fence_Communist		0000000000000000000000000000000000000000000000000000000000000000	2	2						
005E4867	ATX_workshop_LL_Structure_EncampmentBridge		0000000000000000000000000000000000000000000000000000000000000000	2	2						
005E4868	ATX_workshop_LL_Structure_JailCell_WallFull		0000000000000000000000000000000000000000000000000000000000000000	2	2						
005E4D60	workshop_LL_Shelters_WorkshopProxy		0000000000000000000000000000000000000000000000000000000000000000	1	1						
005E4B6C	workshop_LL_WallDecor_Doorbells		0000000000000000000000000000000000000000000000000000000000000000	4	4						
005E4B71	ATX_workshop_LL_Fence_Encampment		0000000000000000000000000000000000000000000000000000000000000000	2	2						
005E52EA	BS01_MQ07_CreatureOutfit_Scorched_Common		001	6	6						
005E51DE	workshop_LL_Lights_SkullCandles		0000000000000000000000000000000000000000000000000000000000000000	3	3						
005E51E4	ATX_workshop_LL_Decorations_Cardboad_HalloweenCutouts		0000000000000000000000000000000000000000000000000000000000000000	3	3						
005E52AC	ATX_workshop_LL_Structure_Shack_Roofs_Greenhouse		0000000000000000000000000000000000000000000000000000000000000000	2	2						
005E5645	LLS_Ammo_AlienBlaster		11	4	4						
