FURN_FormID	FURN_EDID	FURN_FULL	XALG_Flags	KeywordCount	KW_1	KW_2	KW_3	KW_4	KW_5	KW_6	KW_7	KW_8	KW_9	KW_10	PropCount	Prop_1_AV	Prop_1_Val	Prop_1_Curve	Prop_2_AV	Prop_2_Val	Prop_2_Curve	Prop_3_AV	Prop_3_Val	Prop_3_Curve
005B7A62	zzzObsolete_ATX_WorkbenchArmor_02_VaultTec	Armor Workbench - Vault-Tec		6	000657FF:workbencharmor:KYWD	00091FD4:Workbench_General:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0014D04F:AnimFurnWorkbenchArmorA:KYWD	001F6062:Workbench_Crafting_Armor:KYWD					1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]						
005B7D60	ATX_Chair_HuntingLodge	Hunting Lodge Chair	Premium	3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
005B7D64	ATX_Slocum_Joe_Stool	Slocum Joe Stool	Premium	3	00074EC7:AnimFurnBarStool:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
005B7D65	ATX_Slocum_Joe_Stool_Back	Slocum Joe Stool	Premium	3	00074EC7:AnimFurnBarStool:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
005BB456	ATX_WorkbenchArmorV02_VaultTec	Pristine Vault-Tec Armor Workbench	Premium	6	000657FF:workbencharmor:KYWD	00091FD4:Workbench_General:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0014D04F:AnimFurnWorkbenchArmorA:KYWD	001F6062:Workbench_Crafting_Armor:KYWD					1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]						
005C4B3B	ATX_CoinOp_Rocket_Ride_Gold	Gold Mr. Rocket	Premium	2	000A56D8:FurnitureForce3rdPerson:KYWD	0055AB8E:AnimFurnCoinOpRocketRide:KYWD									0									
005C53AD	ATX_CollectronPod_BoS	BoS Collectron Station		4	00021B18:IsSleepFurniture:KYWD	0007320B:DetectWhileSleepingKeyword:KYWD	000F9E1B:LinkTerminalRobot:KYWD	00101610:AnimFurnProtectronPod:KYWD							0									
005C70CA	ATX_GrelokThrone	Grelok Throne	Premium	4	000A56D8:FurnitureForce3rdPerson:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD	005C8F94:AnimFurnGrelokThrone:KYWD							0									
005C766E	ATX_Couch_HuntingLodgeSet	Hunting Lodge Couch	Premium	2	00030BB2:AnimFurnChairSitAnims:KYWD	0018F692:FurnitureClassRelaxation:KYWD									0									
005C766D	ATX_Chair_HuntingLodgeSet	Hunting Lodge Dining Chair	Premium	3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
005C7679	ATX_Couch_HuntingLodgeSetDUPLICATE000	Hunting Lodge Couch	Premium	2	00030BB2:AnimFurnChairSitAnims:KYWD	0018F692:FurnitureClassRelaxation:KYWD									0									
005C767A	ATX_Chair_HuntingLodgeSetDUPLICATE000	Hunting Lodge Chair	Premium	3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
005C8A3E	Animalistic_Grill_CookingStation	Brahmin Grill		5	00091FD4:Workbench_General:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	00102152:Workbench_Crafting_Cooking:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	005C91E2:AnimFurnWorkbenchCookingAnimalistic:KYWD						2	WorkshopItemOverlap	32.000000	NULL - Null Reference [00000000]	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]			
005AE09B	PowerArmorFurniture_BloodEagle_NonPlayable	Power Armor		4	0003430B:FurnitureTypePowerArmor:KYWD	000BA2F6:FurnitureCantWait:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0016FF02:IgnoreWorkbenchData:KYWD							0									
005C2DCC	AmbushSpawnMolerat02Short			6	00021B18:IsSleepFurniture:KYWD	000329C5:AnimFurnMoleratAmbushShort:KYWD	0007320B:DetectWhileSleepingKeyword:KYWD	0012FD88:FurnitureAllowExitThroughGeometry:KYWD	001CC206:FurnitureAllowEnterThroughGeometry:KYWD	00268AE7:SpawnFurnitureKeyword:KYWD					0									
005C4208	BS01_COMP_Medic_Furniture_CampObject	Solomon's Medic Station	Premium	4	00183AD5:AnimFurnClipboardWithPen:KYWD	001CD02B:BlockPlayerActivation:KYWD	0053E858:CompanionCampObjectKeyword:KYWD	005C420A:BS01_COMP_Medic_CampObject_Keyword:KYWD							0									
005C54C9	BS_RE_TravelDWD01_PowerArmor01	Power Armor		4	0003430B:FurnitureTypePowerArmor:KYWD	000BA2F6:FurnitureCantWait:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0016FF02:IgnoreWorkbenchData:KYWD							0									
005D00AE	ATX_Laser_Light_Shooting_Gallery	Laser Light Duck Shooting Gallery	Premium	2	000A56D8:FurnitureForce3rdPerson:KYWD	005DB137:AnimFurnATXLaserLightShootingGallery:KYWD									0									
005D00AF	ATX_Reclining_Sofa_GreenHounds	Green Hounds Reclining Sofa Chair	Premium	5	000A56D8:FurnitureForce3rdPerson:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD	004845C7:FurnitureAllowCameraMovement:KYWD	005D1F21:AnimFurnReclinerSofaChair:KYWD						0									
005D00B0	ATX_Bed_Hammock	Hammock	Premium	4	00021B18:IsSleepFurniture:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BC262:AnimFurnBedAnims:KYWD	003CD036:BedTypeComfy:KYWD							0									
005D00AC	ATX_CoinOp_Golfcart_Ride	Golf Cart Ride	Premium	2	000A56D8:FurnitureForce3rdPerson:KYWD	005D79CD:AnimFurnCoinOpGolfCartRide:KYWD									0									
005D00AD	SCORE_S2_Armor_Ace_Laser_Shooting_Gallery	Armor Ace Laser Shooting Gallery	Premium	2	000A56D8:FurnitureForce3rdPerson:KYWD	005DB249:AnimFurnATX_Armor_Ace_Laser_Shooting_Gallery:KYWD									0									
005D0327	zzz_ATX_Speed_Bag	Speed Bag		2	000A56D8:FurnitureForce3rdPerson:KYWD	00557269:AnimFurnMrFuzzyRide:KYWD									0									
005D0F56	ATX_Vault_Tec_Foosball_PolesA	Vault-Tec Foosball Table		3	000A56D8:FurnitureForce3rdPerson:KYWD	004845C7:FurnitureAllowCameraMovement:KYWD	005D87B3:AnimFurnFoosballTable:KYWD								0									
005D1C15	ATX_Orgatronic	Orgatronic Deluxe	Premium	4	000A56D8:FurnitureForce3rdPerson:KYWD	004845C7:FurnitureAllowCameraMovement:KYWD	0050CD11:FurnitureTypeInstrument:KYWD	005D7F51:AnimFurnOrgatronic:KYWD							0									
005D1F1F	ATX_Bed_Nails	Bed of Nails		4	00021B18:IsSleepFurniture:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BC262:AnimFurnBedAnims:KYWD	003CD036:BedTypeComfy:KYWD							0									
005D22D2	ATX_WorkbenchCookingStove_CowBlue	Blue Brahmin Grill	Premium	5	00091FD4:Workbench_General:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	00102152:Workbench_Crafting_Cooking:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	005C91E2:AnimFurnWorkbenchCookingAnimalistic:KYWD						2	WorkshopItemOverlap	32.000000	NULL - Null Reference [00000000]	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]			
005D80E0	SCORE_S3_Antique_Speed_Bag	Antique Speed Bag	Premium	4	000A56D8:FurnitureForce3rdPerson:KYWD	0018F691:FurnitureClassWork:KYWD	005D80E1:AnimFurnAntiqueSpeed_Bag:KYWD	005EDEE0:ATX_FurnituretypeAgility:KYWD							1	WorkshopBudgetObjectMultiplier	4.000000	NULL - Null Reference [00000000]						
005D87B2	ATX_Vault_Tec_Foosball_PolesB	Vault-Tec Foosball Table		3	000A56D8:FurnitureForce3rdPerson:KYWD	004845C7:FurnitureAllowCameraMovement:KYWD	005D87B3:AnimFurnFoosballTable:KYWD								0									
005D8E26	ATX_Reclining_Sofa_BrownHounds	Brown Hounds Reclining Sofa Chair	Premium	5	000A56D8:FurnitureForce3rdPerson:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD	004845C7:FurnitureAllowCameraMovement:KYWD	005D1F21:AnimFurnReclinerSofaChair:KYWD						0									
005D98A5	Workshop_Symptomatic	Sympto-matic		3	000A56D8:FurnitureForce3rdPerson:KYWD	003C276C:AnimsFurnAutoDoc:KYWD	005D98A6:FurnitureTypeDiseaseCure:KYWD								0									
005D992C	zzz_ATX_TrainSet_WestVirginia	West Virginia Train Set		2	000A56D8:FurnitureForce3rdPerson:KYWD	005D992D:AnimFurnTrainSet:KYWD									0									
005DC5C5	ATX_WorkbenchPowerArmor_Enclave	Enclave Power Armor Station	Premium	3	00091FD4:Workbench_General:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	0016FF00:PowerArmorWorkbenchKeyword:KYWD								1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]						
005DC5C6	SCORE_S2_WorkbenchPowerArmor_ArmorAce	Armor Ace Power Armor Station	Premium	3	00091FD4:Workbench_General:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	0016FF00:PowerArmorWorkbenchKeyword:KYWD								1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]						
005DBD85	BoSPowerArmorFurnitureKnight_NoHelmet	Power Armor		4	0003430B:FurnitureTypePowerArmor:KYWD	000BA2F6:FurnitureCantWait:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0016FF02:IgnoreWorkbenchData:KYWD							0									
005DBE66	BS01_COMP_Chef_Furniture_CampObject	TEMP - Chef Camp Chair		5	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD	0053E858:CompanionCampObjectKeyword:KYWD	005DBE68:BS01_COMP_Chef_CampObject_Keyword:KYWD						0									
005DD439	DELETE_COMP_Furniture_CampObject_DocSolomon_Station	Doc Solomon's Station		4	0018F691:FurnitureClassWork:KYWD	001AD17E:AnimFurnChairWithRadio:KYWD	0053E858:CompanionCampObjectKeyword:KYWD	005856BB:COMP_Keyword_CampObject_RaiderPunk_Radio:KYWD							0									
005DCAEB	ATX_Bar_OldWest_Stool	Old West Bar Stool	Premium	3	00074EC7:AnimFurnBarStool:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
005E481F	DeathclawPeekIntoDoorwayAmbush			1	005E5643:AnimFurnDeathclawPeekIntoDoorwayAmbush:KYWD										0									
005E5307	Ambush_CaveCollapsed			6	00021B18:IsSleepFurniture:KYWD	0007320B:DetectWhileSleepingKeyword:KYWD	0012FD88:FurnitureAllowExitThroughGeometry:KYWD	001CC206:FurnitureAllowEnterThroughGeometry:KYWD	00268AE7:SpawnFurnitureKeyword:KYWD	005E5308:AnimFurnAmbushCaveCollapsed:KYWD					0									
005E896A	zzzWorkshopBedSleepingBagSleep_PrincessCastlePink	Sleeping Bag - Princess Castle Pink		4	00021B18:IsSleepFurniture:KYWD	0003ADA2:AnimFurnFloorBedAnims:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	003CD038:BedTypeSleepingBag:KYWD							1	Bed	1.000000	NULL - Null Reference [00000000]						
005E897B	BOSRoundTable	Brotherhood Roundtable		2	00140F74:AnimFurnPraying:KYWD	0018F692:FurnitureClassRelaxation:KYWD									0									
005EA43B	ATX_WorkbenchCookingFire_WitchesCauldron	Cooking Station - Witch Cauldron	Premium	5	00091FD4:Workbench_General:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	00102152:Workbench_Crafting_Cooking:KYWD	0010C3B7:AnimFurnWoodCookingFire:KYWD	0012F848:FurnitureScaleActorToOne:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]						
005EBFB0	ATX_BoS_Roundtable_Chair	Brotherhood of Steel Chair		2	00140F74:AnimFurnPraying:KYWD	0018F692:FurnitureClassRelaxation:KYWD									0									
005ECBD7	zzzWorkshop_CrowdBench	Crowd Bench Seats		3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
005ED053	PowerArmorFurniture_NewBOS_Knight_Full_NotPlayable	Power Armor		4	0003430B:FurnitureTypePowerArmor:KYWD	000BA2F6:FurnitureCantWait:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0016FF02:IgnoreWorkbenchData:KYWD							0									
005ED052	PowerArmorFurniture_NewBOS_Paladin_Full_NotPlayable	Power Armor		4	0003430B:FurnitureTypePowerArmor:KYWD	000BA2F6:FurnitureCantWait:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0016FF02:IgnoreWorkbenchData:KYWD							0									
005EDDEC	BoS_UltraciteBatteryTable			1	005EDDED:AnimFurnUltraciteBatteryMaintenance:KYWD										0									
005EDEE7	Workshop_ECDBenchShort01	Crowd Bench Seats		3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
005EDEE6	Workshop_ECDBenchLong01	Crowd Bench Seats		3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
005EDFDB	ATX_WastelandGong	Wasteland Gong	Premium	3	000A56D8:FurnitureForce3rdPerson:KYWD	0018F691:FurnitureClassWork:KYWD	005EFEED:AnimFurn_WastelandGong:KYWD								1	WorkshopBudgetObjectMultiplier	4.000000	NULL - Null Reference [00000000]						
005EDFDF	BS01_MQ07_Armor_PowerArmor_X01_Set_UNPLAYABLE	Power Armor		4	0003430B:FurnitureTypePowerArmor:KYWD	000BA2F6:FurnitureCantWait:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0016FF02:IgnoreWorkbenchData:KYWD							0									
005EE94D	BoS_UltraciteBatteryConsole			1	005EE94E:AnimFurnUltraciteBatteryInstall:KYWD										0									
005EEC97	BS01_Rahmani_NPCMapLean			4	0006E9C7:FurnitureSpecial:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0016BAE0:AnimFurnNPCMapLean:KYWD	0018F691:FurnitureClassWork:KYWD							0									
005EED4D	BS01_COMP_Cooking_YasminFurniture_CampObject	Yasmin's Cooking Stove	Premium	6	00091FD4:Workbench_General:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	00102152:Workbench_Crafting_Cooking:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	005DBE68:BS01_COMP_Chef_CampObject_Keyword:KYWD	005F2B9A:AnimFurnYasminStove:KYWD					2	WorkshopItemOverlap	32.000000	NULL - Null Reference [00000000]	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]			
005EF295	Chair_WheelChair	Wheel Chair		3	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD	005EFB85:AnimFurnWheelchairSitAnims:KYWD								0									
005EF6FB	PowerArmorFurniture_NewBOS_Paladin_NoHelmet_NotPlayable	Power Armor		4	0003430B:FurnitureTypePowerArmor:KYWD	000BA2F6:FurnitureCantWait:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0016FF02:IgnoreWorkbenchData:KYWD							0									
005EF6FA	PowerArmorFurniture_NewBOS_Knight_NoHelmet_NotPlayable	Power Armor		4	0003430B:FurnitureTypePowerArmor:KYWD	000BA2F6:FurnitureCantWait:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0016FF02:IgnoreWorkbenchData:KYWD							0									
005EF714	ATX_BoS_Roundtable	Brotherhood of Steel Roundtable		2	00140F74:AnimFurnPraying:KYWD	0018F692:FurnitureClassRelaxation:KYWD									0									
005EF71D	ATX_CharGen_Bed01	Vault Bed	Premium	4	00021B18:IsSleepFurniture:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BC262:AnimFurnBedAnims:KYWD	003CD036:BedTypeComfy:KYWD							0									
005EF785	DestroyTransmitter	Destroy Transmitter Console		1	005EF787:AnimFurnTransmitterDestroy:KYWD										0									
005EFBE9	ATX_MajesticSantaThrone	Majestic Santa Throne	Premium	4	000A56D8:FurnitureForce3rdPerson:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD	005F0D2E:AnimFurnSantaClausChair:KYWD							0									
005EFB7B	NpcCouchModernDomesticCleanSitNONPLAYER	Couch		2	0010013D:AnimFurnCouch:KYWD	0018F692:FurnitureClassRelaxation:KYWD									0									
005EFB7C	NpcChairModernDomesticSit02NONPLAYER	Chair		3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
005EFB7D	NpcChairModernDomesticSit01NONPLAYER	Chair		3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
005EFCD3	PA_Thinking			1	005EFCD4:AnimFurnPAThinking:KYWD										0									
005F12DE	NPCRifleDrill	NPCRifleDrill		1	005F12DF:AnimFurnRifleDrill:KYWD										0									
005F301E	ATX_Chair_Log01	Log Chair	Premium	3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
005F301F	ATX_Chair_Log02	Log Chair	Premium	3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
005F30B3	ATX_MechanicalBuckingBrahmin	Mechanical Bucking Brahmin Ride	Premium	3	000A56D8:FurnitureForce3rdPerson:KYWD	004845C7:FurnitureAllowCameraMovement:KYWD	005F30B4:AnimFurnATXMechanicalBuckingBrahmin:KYWD								0									
005F3865	ATX_ModularSofaSetCorner_Avocado	Avocado Modular Sofa	Premium	2	00030BB2:AnimFurnChairSitAnims:KYWD	0018F692:FurnitureClassRelaxation:KYWD									1	WorkshopSnappedGroundTolerance	8.000000	NULL - Null Reference [00000000]						
005F3862	ATX_ModularSofaSetEndCap01_Avocado	Avocado Modular Sofa	Premium	2	00030BB2:AnimFurnChairSitAnims:KYWD	0018F692:FurnitureClassRelaxation:KYWD									1	WorkshopSnappedGroundTolerance	8.000000	NULL - Null Reference [00000000]						
005F3864	ATX_ModularSofaSetMiddle_Avocado	Avocado Modular Sofa	Premium	2	00030BB2:AnimFurnChairSitAnims:KYWD	0018F692:FurnitureClassRelaxation:KYWD									1	WorkshopSnappedGroundTolerance	8.000000	NULL - Null Reference [00000000]						
005F3863	ATX_ModularSofaSetEndCap02_Burgundy	Burgundy Modular Sofa	Premium	2	00030BB2:AnimFurnChairSitAnims:KYWD	0018F692:FurnitureClassRelaxation:KYWD									1	WorkshopSnappedGroundTolerance	8.000000	NULL - Null Reference [00000000]						
005F3A08	ATX_ModularSofaSetEndCap01_Cream	Cream Modular Sofa	Premium	2	00030BB2:AnimFurnChairSitAnims:KYWD	0018F692:FurnitureClassRelaxation:KYWD									1	WorkshopSnappedGroundTolerance	8.000000	NULL - Null Reference [00000000]						
005F3A07	ATX_ModularSofaSetCorner_Cream	Cream Modular Sofa	Premium	2	00030BB2:AnimFurnChairSitAnims:KYWD	0018F692:FurnitureClassRelaxation:KYWD									1	WorkshopSnappedGroundTolerance	8.000000	NULL - Null Reference [00000000]						
005F3A0D	ATX_ModularSofaSetEndCap02_Avocado	Avocado Modular Sofa	Premium	2	00030BB2:AnimFurnChairSitAnims:KYWD	0018F692:FurnitureClassRelaxation:KYWD									1	WorkshopSnappedGroundTolerance	8.000000	NULL - Null Reference [00000000]						
005F3A0B	ATX_ModularSofaSetCorner_Burgundy	Burgundy Modular Sofa	Premium	2	00030BB2:AnimFurnChairSitAnims:KYWD	0018F692:FurnitureClassRelaxation:KYWD									1	WorkshopSnappedGroundTolerance	8.000000	NULL - Null Reference [00000000]						
005F3A09	ATX_ModularSofaSetEndCap02_Cream	Cream Modular Sofa	Premium	2	00030BB2:AnimFurnChairSitAnims:KYWD	0018F692:FurnitureClassRelaxation:KYWD									1	WorkshopSnappedGroundTolerance	8.000000	NULL - Null Reference [00000000]						
005F3A0E	ATX_ModularSofaSetMiddle_Burgundy	Burgundy Modular Sofa	Premium	2	00030BB2:AnimFurnChairSitAnims:KYWD	0018F692:FurnitureClassRelaxation:KYWD									1	WorkshopSnappedGroundTolerance	8.000000	NULL - Null Reference [00000000]						
005F3A0A	ATX_ModularSofaSetMiddle_Cream	Cream Modular Sofa	Premium	2	00030BB2:AnimFurnChairSitAnims:KYWD	0018F692:FurnitureClassRelaxation:KYWD									1	WorkshopSnappedGroundTolerance	8.000000	NULL - Null Reference [00000000]						
005F3A0C	ATX_ModularSofaSetEndCap01_Burgundy	Burgundy Modular Sofa	Premium	2	00030BB2:AnimFurnChairSitAnims:KYWD	0018F692:FurnitureClassRelaxation:KYWD									1	WorkshopSnappedGroundTolerance	8.000000	NULL - Null Reference [00000000]						
005F56B2	ATX_ModularSofaSetEndCap01_BlackLeather	Black Leather Modular Sofa	Premium	2	00030BB2:AnimFurnChairSitAnims:KYWD	0018F692:FurnitureClassRelaxation:KYWD									1	WorkshopSnappedGroundTolerance	8.000000	NULL - Null Reference [00000000]						
005F56B3	ATX_ModularSofaSetEndCap02_BlackLeather	Black Leather Modular Sofa	Premium	2	00030BB2:AnimFurnChairSitAnims:KYWD	0018F692:FurnitureClassRelaxation:KYWD									1	WorkshopSnappedGroundTolerance	8.000000	NULL - Null Reference [00000000]						
005F56B4	ATX_ModularSofaSetCorner_BlackLeather	Black Leather Modular Sofa	Premium	2	00030BB2:AnimFurnChairSitAnims:KYWD	0018F692:FurnitureClassRelaxation:KYWD									1	WorkshopSnappedGroundTolerance	8.000000	NULL - Null Reference [00000000]						
005F56B5	ATX_ModularSofaSetMiddle_BlackLeather	Black Leather Modular Sofa	Premium	2	00030BB2:AnimFurnChairSitAnims:KYWD	0018F692:FurnitureClassRelaxation:KYWD									1	WorkshopSnappedGroundTolerance	8.000000	NULL - Null Reference [00000000]						
005F56CA	SCORE_S2_Furniture_Weightbench_GoldVendor	Weight Bench		4	000A56D8:FurnitureForce3rdPerson:KYWD	0018F691:FurnitureClassWork:KYWD	00569B64:AnimFurnWeightBench:KYWD	005B359F:ATX_FurnituretypeStrength:KYWD							1	WorkshopBudgetObjectMultiplier	4.000000	NULL - Null Reference [00000000]						
005F5F92	ATX_Couch_NukaCola_Patio	Nuka-Cola Patio Couch	Premium	2	00030BB2:AnimFurnChairSitAnims:KYWD	0018F692:FurnitureClassRelaxation:KYWD									0									
005F5F93	ATX_Chair_NukaCola_Patio	Nuka-Cola Patio Chair	Premium	3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
005F7ADB	ATX_TrainSet_Nukacola	Nukacola Train Set		2	000A56D8:FurnitureForce3rdPerson:KYWD	005D992D:AnimFurnTrainSet:KYWD									0									
005FB3CE	BS02_MQ03_Blue_Barstool	Stool		3	00074EC7:AnimFurnBarStool:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
005F10C8	CookingStation_GroceryCartGrill	Grocery Cart Grill		5	00091FD4:Workbench_General:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	00102152:Workbench_Crafting_Cooking:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	00600264:AnimFurnGroceryCartGrill:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]						
005FAB9B	F1_ATX_Bed_APC	APC Bed		4	00021B18:IsSleepFurniture:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BC262:AnimFurnBedAnims:KYWD	003CD036:BedTypeComfy:KYWD							0									
005FADCF	ATX_Couch_CorvegaCarDinerSeat	Corvega Diner Seat	Premium	2	00030BB2:AnimFurnChairSitAnims:KYWD	0018F692:FurnitureClassRelaxation:KYWD									0									
005FB022	zzz_ATX_Trainset_Nukacola	Nuka Cola Train Set		2	000A56D8:FurnitureForce3rdPerson:KYWD	005D992D:AnimFurnTrainSet:KYWD									0									
005FB4F2	BS02_MQ03_Blue_ChargingConsole			2	0001B2B5:AnimFurnConsoleMQ206:KYWD	0012F848:FurnitureScaleActorToOne:KYWD									0									
005FB4F3	BS02_MQ03_Blue_KnifeTrick	Knife Trick		1	00586E7C:AnimFurnKnifeTrick:KYWD										0									
005FBC19	ATX_CollectronPod_NukaCola	Nuka-Cola Collectron Station		4	00021B18:IsSleepFurniture:KYWD	0007320B:DetectWhileSleepingKeyword:KYWD	000F9E1B:LinkTerminalRobot:KYWD	00101610:AnimFurnProtectronPod:KYWD							0									
005FD994	ATX_Instrument_DrumSet	Drum Set	Premium	5	000A56D8:FurnitureForce3rdPerson:KYWD	004845C7:FurnitureAllowCameraMovement:KYWD	0050CD11:FurnitureTypeInstrument:KYWD	00573B2F:WorkshopNoStackingOn:KYWD	006025C6:AnimFurnInstrumentDrumSet:KYWD						0									
006028C3	BarStool_Drinking	Stool		3	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD	006028C4:AnimFurnBarStoolDrinking:KYWD								0									
0060325B	AmbushSpawnGenericFabricator_Eyebot			6	00021B18:IsSleepFurniture:KYWD	0007320B:DetectWhileSleepingKeyword:KYWD	0012FD88:FurnitureAllowExitThroughGeometry:KYWD	001CC206:FurnitureAllowEnterThroughGeometry:KYWD	00268AE7:SpawnFurnitureKeyword:KYWD	0060325D:AnimFurnGenericFabricatorEyebot:KYWD					0									
0060381A	PA_StlRgnShinKneel			1	0060381B:AnimFurnPA_StlRgnShinKneel:KYWD										0									
0060383F	NPC_MineExplosionReaction			1	00603840:AnimFurnMineExplosionReaction:KYWD										0									
00603BD3	PA_StlRgnShinExplosion			1	00603BD4:AnimFurnPA_StlRgnShinExplosion:KYWD										0									
00604837	StlRgnWoundedSitting			1	00604838:AnimFurnStlRgnWoundedSitting:KYWD										0									
00604AB9	StlRgnShinInjured			1	00604ABA:AnimFurnStlRgnShinInjured:KYWD										0									
00605801	NPC_JailBars01			3	000A56D8:FurnitureForce3rdPerson:KYWD	004845C7:FurnitureAllowCameraMovement:KYWD	00605802:AnimFurnJailBars01:KYWD								0									
00605C9D	BehemothTestChamberAmbush			5	00021B18:IsSleepFurniture:KYWD	0012FD88:FurnitureAllowExitThroughGeometry:KYWD	001CC206:FurnitureAllowEnterThroughGeometry:KYWD	00268AE7:SpawnFurnitureKeyword:KYWD	00605C9E:AnimFurnBehemothTestChamber:KYWD						0									
00605EF0	zzzWorkshopCryogenicBed	Cryogenic Bed		5	00021B18:IsSleepFurniture:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BC262:AnimFurnBedAnims:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	003CD036:BedTypeComfy:KYWD						1	Bed	1.000000	NULL - Null Reference [00000000]						
006064F1	NPC_HoleInRockWall			1	006064F2:AnimFurn_HoleInRockWall:KYWD										0									
006069EE	StlRgnMedicFemale			1	006069EF:AnimFurnStlRgnMedicFemale:KYWD										0									
