SPEL_FormID	SPEL_EDID	SPEL_FULL	SPEL_DESC
00479B7C	zzz_AbPerkScattershot_Babylon	Scattershot	
00479B7D	zzz_AbPerkShotgunnerMaster_Babylon	Master Shotgun Damage	
00479B84	zzz_PerkTargetDebuffSpell_Babylon	Perk Debuffs	This spell is a hack for all perks that need to use the "Apply Combat Hit Spell" to place a spell on the target you are attacking. Unhelpfully, only one instance of that perk entry point is allowed to work at the same time, making perks override each other. Therefore they must all cast this single spell, which has conditions to determine which affects to apply. Yeah... 
00479B76	zzz_AbPerkOrdnanceExpress_Babylon	Ordnance Express	
00479B79	zzz_AbPerkRadSponge_Babylon	Rad Sponge	
00479B82	zzz_PerkBulletShield_Babylon	Bullet Shield	
00479B68	zzz_AbPerkChemFiend_Babylon	Chem Fiend	
00479D6D	zzz_AbPerkSluggerMaster_Babylon	2H Melee Damage	
00479D6E	zzz_AbPerkSquadManeuvers_Babylon	Squad Maneuvers	
00479D6A	zzz_abPerkDodgy_Babylon		
00479D6C	zzz_AbPerkHomebody_Babylon	Homebody	
00479D69	zzz_AbPerkNerdRage_Babylon	Nerd Rage	
0047A267	zzz_Mutation_TwistedMuscles_Babylon	Twisted Muscles	
00481FDC	zzz_AbPerkPicklock1_Babylon	Picklock 1	
00460637	zzz_AbPerkBarbarian03_Babylon	Barbarian	
00464891	zzz_AbPerkEvasive3_Babylon	Evasive	
0046C57F	zzz_AbPerkBodyguards04_Babylon	Bodyguards	
0046C580	zzz_AbPerkMagneticPersonality2_Babylon	Magnetic Personality	
0046C7F4	zzz_AbPerkMovingTarget3_Babylon	Moving Target	
0046C7F5	zzz_AbPerkTeamMedic_Babylon	Medic	
0046F09A	zzz_Babylon_ApplyVaporizeVisualEffectSpell	Apply Vaporize Visual Effect	
003EC4F6	zzz_zzzBabylon_ShowEnemiesOnMap	Show Enemies On Map	
003EE5A9	zzz_AbPerkHacker_Babylon	Hacker	
003F45F5	zzz_AbPerkClubber_Babylon	1H Melee Damage	
003F45F1	zzz_AbPerkCowboy_Babylon	Master Guerrilla	
003F45EE	zzz_AbPerkWalkingArsenal_Babylon	Walking Arsenal	
003F5340	zzz_Babylon_RadStormSpell	Radiation Storm	
003F5E93	zzz_AbPerkMeleeDamageIncrease_Babylon	1H Melee Damage	
003F6CC8	zzz_AbPerkRunForYourKnife_Babylon	Run For Your Knife	
003F77B9	zzz_Babylon_EN07_PostNewRadWeatherSpell	Nuclear Fallout Radiation	
0041002B	zzz_AbPerkFrogLegs_Babylon	Frog Legs	
004265D2	zzz_AbPerkDemolitionCamps_Babylon	Explosive Damage	
00539B6C	SFS09_Habitat_CowardlyConfidenceSpell	Cowardly Confidence Spell	
0053B78F	SFS09_Habitat_RestoreHealthSpell	Restore Health	
00544B94	WL005_CameraShakeSpell	Camera Shake Spell	
005480C3	W05_MQ_002P_PassTimeSpell		
0053F684	zzz_AbPerkFortifyAP_Babylon		
0054ACB5	WL005_CameraShakeSpell_Distant	Camera Shake Spell	
00548B57	E01C_Tales_Dark_ResistSpell	Damage Resistance Spell	
0054AFA0	zzz_PerkOverlyGenerousRadDamage_Babylon	Overly Generous Damage	
0054AFA9	zzz_AbPerkGroundPounder_Babylon	Storm Trooper	
0054AFAA	zzz_AbPerkDeadManSprinting_Babylon	Dead Man Sprinting	
0054E30F	E02A_PrimeActor_HealthSpell	Fortify Health	
00417B84	PETS_WellTrainedSpell	Well Trained	
003FEE55	V96_BiofabricatorPodVFXSpell	Biofabricator Pod VFX	
0040E614	V94_2_RaditionHazardExteriorLight	Light Radiation	
0040E613	V94_WaterRadiationHighHazard	High Water Radiation	
00417752	V94_2_GECKEnemyRefCollectionDamageModPerkSpell		
0041FEC5	V94_RadiationHazardGECKSpell	Strong Radiation	
00428B48	V96_2_EncEyebotScanner_5_Stealth_StealthField	Stealth Field	
00429AAB	V96_2_EncEyebotScanner_5_Stealth_StealthFieldStartSpell	Stealth Field	
0053E4C4	V94_1_CameraShakeSpell	Camera Shake Spell	
0053E997	crV96_AbHealthRegen	crV96_AbHealthRegen	
0053E9A0	crV96_Flaming	crV96_Flaming	
0053E9AA	crV96_PoisonHitSpell	Poison Attack	
0053E99E	crV96_Chameleon	crV96_Chameleon	
0053E99C	CUT_crV96_AcidHitSpell	crV96_AcidHitSpell	
0053E998	CUT_crV96_Acid	crV96_Acid	
0053E9A3	CUT_crV96_AbImpBallistic	crV96_AbImpBallistic	
0053E9A6	CUT_crV96_AbImpEnergy	crV96_AbImpEnergy	
0053E996	CUT_crV96_AbHyper	crV96_AbHyper	
0053E9A9	crV96_Poison	crV96_Poison	
0053F181	crV96_AbFlaming	crV96_AbFlaming	
0053F183	CUT_crV96_AbAcid	crV96_AbAcid	
0053F188	crV96_AbPoison	crV96_AbPoison	
0053F185	crV96_AbChameleon	crV96_AbChameleon	
0053F199	crV96_AbTeleporting	crV96_AbTeleporting	
00541E2B	crV96_AbElectrified	crV96_AbElectrified	
00541E2C	crV96_AbFreezing	crV96_AbFreezing	
00541E2D	crV96_AbExplosive	crV96_AbExplosive	
0054625A	crV96_Electrified_Cloak	Electric Cloak	
00546259	crV96_Electrified_CloakHazard	Electric Damage	
00546255	crV96_FreezingHitSpell	Freeze Attack	
00546253	crV96_Freezing	crV96_Freezing	
00546250	crV96_ExplosiveHitSpell	Explosive Attack	
00546279	crV96_Electrified	crV96_Electrified	
00546DAD	V96_1_SuppressionScriptSpell	V96 Scripted Suppression Spell	
0054793E	V96_1_DecontaminationMistSpell	Decontamination Mist	
00549C7F	crV96_ExplosiveHazard	crV96_ExplosiveHazard	
0054A344	V96_DeconArchSpell	Decontamination Mist	
0054A34E	V96_1_SuppressionEffect_Flatwoods_Electrical_ScriptSpell	V96 Scripted Suppression Spell	
0054A34F	V96_1_SuppressionEffect_Flatwoods_Explosive_ScriptSpell	V96 Scripted Suppression Spell	
0054A350	V96_1_SuppressionEffect_Flatwoods_Poisonous_ScriptSpell	V96 Scripted Suppression Spell	
0054A351	V96_1_SuppressionEffect_Flatwoods_Flaming_ScriptSpell	V96 Scripted Suppression Spell	
0054A353	V96_1_SuppressionEffect_Flatwoods_Invisible_ScriptSpell	V96 Scripted Suppression Spell	
0054A352	V96_1_SuppressionEffect_Flatwoods_Teleporting_ScriptSpell	V96 Scripted Suppression Spell	
0054A355	V96_1_SuppressionEffect_Flatwoods_Regenerating_ScriptSpell	V96 Scripted Suppression Spell	
0054A354	V96_1_SuppressionEffect_Flatwoods_Freezing_ScriptSpell	V96 Scripted Suppression Spell	
005535F1	V94_AcidHitSpell	Strangler Heart Acid	
005535F4	V94_BleedHitSpell	Bleed	
00554657	CUT_Armor_Set_V94_StealthSpell	Armor_Set_V94_StealthSpell	
00552007	MeatSweats_Lvl1	Mild Meat Sweats	
00552009	MeatSweats_Lvl3	Strong Meat Sweats	
00552008	MeatSweats_Lvl2	Meat Sweats	
0055DA5B	DebugBernardFlareSpell	Flare	
00562191	W05_MQS_205P_TurretSpell		
0056292F	E05_Radiation_RadZoneSpell	Extreme Radiation	
00562931	ZZZ_E05_Radiation_RadNerfSpell	Rad Buff Spell Test	
00563B85	AbPerkArcherMaster	Archer Master	
00563B84	AbPerkArcherExpert	Deal Sealer	
00563B83	AbPerkArcher	Archer	
00564518	RE_ObjectZW04_Spell_Main	Unusual Pipe	
00557265	FF11_FlareSpell	Flare Spell	Spell that fires a flare at a target
005577B6	zzz_Babylon_RadiationImmunity	Immune to Radiation	
00556390	MeatSweats_PoisonSpell	Noxious Gas	
005617E2	V94_AcidHitSpell_Auto	Acid Damage	
005617E3	V94_AcidHitSpell_Melee	Strangler Heart Acid	
00563B9E	V94_Solar_TeamHealSpell	Vault 94 Solar Armor	
0056406E	V94_AcidCloakSpell	Acid Damage	
00564071	V94_BleedHitSpellAttacker	Bleed	
0056A24F	W05_RE_ObjectAF01_Protectron_Destruct	Self Destruct	
0056B648	W05_MQS_205P_JenStealthSpell	Stealth Spell	
0056BE42	E05_Radiation_RadiationHazard	Extreme Radiation	
0056BE39	ZZZ_E05_Radiation_RadXtreme_Cloak	Rad-Xtreme Radiation Cloak	
0056BE3D	E05_Radiation_RadEnemyCloak	Radiation Cloak	
0056BE51	crSpellWendigoColossusRadVomit	Corrosive Bile	
0056BE50	crSpellWendigoColossusPoisonVomit	Poisonous Sludge	
00572349	AbRaceFloater		
00573F26	AbRaceWendigoColossus	Wendigo Abilities	
00565156	abScorchbeastMakeScorchedVariantFX_Spell		
00565158	abScorchbeastQueenMakeScorchedVariantFX_Spell		
00568687	zzz_DeadManSprinting_Babylon	Run For Your Knife	
0056F9E5	CUT_E03A_Mischief_RadResistSpell	Radbreakers Candy	
00574C71	ZZZ_crSpellFloaterGnasherDeathHazard		
00584F22	E05_Radiation_ScavengerBuffSpell	Scavenger Toughness	
00586B56	crSpellWendigoColossusLaunchPoisonVomit		
00586B57	crSpellWendigoColossusLaunchRadVomit		
005872E2	crFloaterGnasherHeal	Gnasher Vampire Bite	
00592411	Water_NoRadiation_DrinkingDirty	Water	
00592F11	WL005_CameraShakeSpell_Explosive	Camera Shake Spell	
00592F12	WL005_CameraShakeSpell_ExplosiveAftermath	Camera Shake Spell	
0059765D	W05_AbCompanionLiteAllyInitialSpell_Scavenger	W05_AbCompanionLiteAllyInitialSpell_Scavenger	
0059765E	W05_AbCompanionLiteAllyInitialSpell_Beggar	W05_CompanionLiteAllyInitialSpell_Beggar	
0059765C	W05_AbCompanionLiteAllyInitialSpell_Wanderer	W05_AbCompanionLiteAllyInitialSpell_Wanderer	
0059765F	W05_AbCompanionLiteAllyInitialSpell_RaiderPunk	W05_AbCompanionLiteAllyInitialSpell_RaiderPunk	
00597660	W05_AbCompanionLiteAllyInitialSpell_Hunter	W05_AbCompanionLiteAllyInitialSpell_Hunter	
00597941	W05_DenizenDialogueSpell	W05_DenizenDialogueSpell	
0059A824	zzz_crFloaterFreezerBreathSlowEffectSpell_Stage1	Chilled	
0059A825	zzz_crFloaterFreezerBreathSlowEffectSpell_Stage2	Frosted	
0059A826	zzz_crFloaterFreezerBreathSlowEffectSpell_Stage3	Frozen	
0059BCD1	LoadIntoNukeZoneRadResist	Rad Resistance	
0059CB02	Christmas_FestiveScorchedLegendarySpell	Festive Scorched Legendary Chance	
0059E3F0	COMP_WellRested3_KindredSpirit	Kindred Spirit	
0059E3F1	COMP_WellRested3_LoversEmbrace	Lover's Embrace	
005A03B1	WL019_WorkshopTrapFlamethrowerSpell		
005A063A	E06_Colossus_WendigoColossusCannibalism_RestoreHealth	Restore Health	
005A2640	WL006_SentryBotMovementSpeedSpell	WL006_SentryBotMovementSpeedSpell	
005A3FD8	E06_MonongahMineDrill_BleedHitSpell	Bleed	
005A4FA1	Ab_Spotlight_TripleXP	Triple XP	
005ACB20	V94_AcidHitSpell_Shotgun	Acid Damage	
005A5949	LGN_WhatRads_RadResist_Spell01	What Rads? - Rad Resist	
005A594E	LGN_WhatRads_RestoreRads_Spell01	What Rads? - Remove Rads	
005A594A	LGN_WhatRads_RadResist_Spell02	What Rads? - Rad Resist	
005A594C	LGN_WhatRads_RadResist_Spell04	What Rads? - Rad Resist	
005A594B	LGN_WhatRads_RadResist_Spell03	What Rads? - Rad Resist	
005A5950	LGN_WhatRads_RestoreRads_Spell03	What Rads? - Remove Rads	
005A594F	LGN_WhatRads_RestoreRads_Spell02	What Rads? - Remove Rads	
005A5951	LGN_WhatRads_RestoreRads_Spell04	What Rads? - Remove Rads	
005A59D5	LGN_BloodSacrifice_Spell01	Blood Sacrifice!	
005A5D78	FollowThroughDmgDebuff04	Follow Through Debuff	
005A5D77	FollowThroughDmgDebuff03	Follow Through Debuff	
005A5D76	FollowThroughDmgDebuff02	Follow Through Debuff	
005A5D75	FollowThroughDmgDebuff01	Follow Through Debuff	
005A5DAE	zzzAbOverchargedCore02		
005A5DAD	zzzAbOverchargedCore01		
005A5DB1	zzz_LGN_BotanyBuddy_Spell01	Botany Buddy	
005A5DC2	LGN_BrawlingChemist_Spell04	Stealth Spell	
005A5DBF	LGN_BrawlingChemist_Spell01	Stealth Spell	
005A5DC0	LGN_BrawlingChemist_Spell02	Stealth Spell	
005A5DC1	LGN_BrawlingChemist_Spell03	Stealth Spell	
005A5DF2	LGN_BloodSacrifice_Spell02	Blood Sacrifice!	
005A5DF1	LGN_TakingOneForTheTeam_Spell01	Damage Increase	
005A5E01	ExplodingPalmExplosionSpell	Explosion Exploding Palm	
005A5E21	CollateralDamage_Spell03	Collateral Damage Spawn Explosion	
005A5E1F	CollateralDamage_Spell01	Collateral Damage Spawn Explosion	
005A5E20	CollateralDamage_Spell02	Collateral Damage Spawn Explosion	
005A5E22	CollateralDamage_Spell04	Collateral Damage Spawn Explosion	
005A5E51	FarFlungFireworks_Spell04	DistanceDetonator Spawn Explosion	
005A5E50	FarFlungFireworks_Spell03	DistanceDetonator Spawn Explosion	
005A5E4F	FarFlungFireworks_Spell02	DistanceDetonator Spawn Explosion	
005A5E4E	FarFlungFireworks_Spell01	DistanceDetonator Spawn Explosion	
005A609B	DetonationContagion_Spell04		
005A609A	DetonationContagion_Spell03		
005A6099	DetonationContagion_Spell02		
005A6098	DetonationContagion_Spell01		
005A60D3	ElectricAbsorption_Spell01		
005A74BD	E06_FallingRockDamageStrong	Burning Debris	
005A764A	E06_CameraShakeSpellIntense	Camera Shake Spell	
005AD3E4	LGN_TakingOneForTheTeam_Spell03	Damage Increase	
005AD3E5	LGN_TakingOneForTheTeam_Spell04	Damage Increase	
005AD3E6	LGN_TakingOneForTheTeam_Spell02	Damage Increase	
005AE153	LGN_RetributionBuffSpell01	Retribution	
005AF56A	zzz_LGN_BotanyBuddy_Spell04	Botany Buddy	
005AF569	zzz_LGN_BotanyBuddy_Spell03	Botany Buddy	
005AF568	zzz_LGN_BotanyBuddy_Spell02	Botany Buddy	
005AF81A	LGN_RetributionBuffSpell02	Retribution Buff	
005AF819	LGN_RetributionBuffSpell03	Retribution Buff	
005AF81B	LGN_RetributionBuffSpell04	Retribution Buff	
005B04B1	LGN_BloodSacrifice_Spell03	Blood Sacrifice!	
005B04B2	LGN_BloodSacrifice_Spell04	Blood Sacrifice!	
005B2E67	zzzAbOverchargedCore04		
005B2E66	zzzAbOverchargedCore03		
005B2E92	zzzAbOverchargedCore03DUPLICATE000		
005B2E93	zzzAbOverchargedCore04DUPLICATE000		
005B4A27	DamageItem_Spell	Collateral Damage Spawn Explosion	
005B519D	ATX_BuffStrength	Strength Boost	
005B6D9B	DamageItem_TestSpell	Damages Items yo!	
005B7586	PT_BuildingTeamBonus	Building Team Bonus	
005B7585	PT_CasualTeamBonus	Casual Team Bonus	
005B7587	PT_ExplorationTeamBonus	Exploration Team Bonus	
005B7588	zzz_PT_HuntingTeamBonus	Hunting Team Bonus	
005B7617	PT_RoleplayTeamBonus	Roleplay Team Bonus	
005C456D	E01F_Fasnacht_FortifyResistanceSpell	Fortify Resistance Spell	
005C492B	PT_HuntingTeamBonus	Hunting Team Bonus	
005C6162	PT_EventTeamBonus	Event Team Bonus	
005B2E9E	DailyOps_Mutation_Volatile	Volatile	Explodes on death
005C6BE9	DailyOps_Mutation_ActiveCamouflage	Active Camouflage	Cloaked when not attacking
005C6BFB	DailyOps_Mutation_Resilient	Resilient	Can only be killed by a melee attack
005C72BE	DailyOps_MutationVFX_Resilient	Resilient VFX	
005C9B33	BS01_COMP_Medic_RestoreDisease_Spell	Ally: Cure Disease	
005C9B34	BS01_COMP_Medic_RestoreRads_Spell	Ally: Remove Rads	
005C9B32	BS01_COMP_Medic_RestoreHealth_Spell	Ally: Restore Health	
005CBB8A	LGN_SurvivalShortcut_Spell02	Stealth Spell	
005CBB8B	LGN_SurvivalShortcut_Spell03	Stealth Spell	
005CBB89	LGN_SurvivalShortcut_Spell01	Stealth Spell	
005CBB8C	LGN_SurvivalShortcut_Spell04	Stealth Spell	
005CBBAB	LGN_FunkyDuds_Spell03	Funky Duds	
005CBBA9	LGN_FunkyDuds_Spell01	Funky Duds	
005CBBAC	LGN_FunkyDuds_Spell04	Funky Duds	
005CBBAA	LGN_FunkyDuds_Spell02	Funky Duds	
005CBE6B	LGN_SizzlingStyle_Spell01	Fire Resist	
005CBE6C	LGN_SizzlingStyle_Spell02	Fire Resist	
005CBE6D	LGN_SizzlingStyle_Spell03	Fire Resist	
005CBE6E	LGN_SizzlingStyle_Spell04	Fire Resist	
005CF09C	zzz_LGN_NuclearProliferator_Spell01	Nuclear Proliferator	
005CF09E	zzz_LGN_NuclearProliferator_Spell03	Nuclear Proliferator	
005CF09D	zzz_LGN_NuclearProliferator_Spell02	Nuclear Proliferator	
005CF09F	zzz_LGN_NuclearProliferator_Spell04	Nuclear Proliferator	
005CF181	AbLgnPerkStrength	Strength	
005CF1D2	AbLgnPerkPerception	Perception	
005CF1D3	AbLgnPerkEndurance	Endurance	
005CF1D4	AbLgnPerkCharisma	Charisma	
005CF1D6	AbLgnPerkAgility	Agility	
005CF1D7	AbLgnPerkLuck	Luck	
005CF1D5	AbLgnPerkIntelligence	Intelligence	
005CFCAF	AbPerkMasterInfiltrator	Infiltrator Master	
005D02B1	DailyOps_Mutation_VampireRestore	Vampire Restore Health	
005D02B0	DailyOps_Mutation_Vampire	Vampire	Regenerates health on attack
005D03C6	DailyOps_Mutation_FreezingTouchExplosion	Freezing Touch	
005D03C5	DailyOps_Mutation_FreezingTouch	Freezing Touch	Slow targets down on attack
005D0CD8	PT_DailyOpsTeamBonus	Daily Ops Team Bonus	
005D1C0C	DailyOps_Mutation_VengefulRageExplosion	Vengeful Rage Explosion	
005D1C0B	DailyOps_Mutation_VengefulRage	Vengeful Rage	Enters enraged state when an ally dies nearby
005D1F85	zzz_DailyOps_Mutation_Default_Mode01	Piercing Gaze (Default)	Greatly enhanced perception
005D22BE	zzzDailyOps_Mutation_ActiveCamouflage_InvisibilitySpell	Active Camouflage Invisibility Spell	
005D22BF	zzzDailyOps_Mutation_ActiveCamouflage_InvisibilityDispel	Active Camouflage Invisibility Dispel	
005D2326	DailyOps_CryoBreathSlowEffectSpell_Stage1	Chilled	
005D2324	DailyOps_CryoBreathSlowEffectSpell_Stage3	Frozen	
005D2325	zzz_DailyOps_CryoBreathSlowEffectSpell_Stage2	Frosted	
005D29C2	HackAndSlashSpell	Hack And Slash VFX	
005D98A7	SymptoMaticDiseaseCure	Sympto-Matic Disease Cure	
005DB342	DailyOps_Mutation_Volatile_ExplosionSpell	Volatile Explosion	Explodes upon death
005DBDC9	DEL_DailyOps_Mutation_Volatile_ExplosionSpellDUPLICATE000	Volatile Explosion Spell	Explodes upon death
005DC6F5	SURV_Hunger_AbilityBACKUP	Hunger	
005DC8F4	SURV_Thirst_AbilityBACKUP	Thirst	
005DD689	BS01_MQ07_PoisonFoodSpell	Poison Food	
005E47C3	zzzDailyOps_MutationSFX_Resilient	Resilient SFX	
005E48D8	DailyOps_MutationAbility_Resilient_NoRadDamage	Resilient No Rad Damage	
005ED7A4	BS01_COMP_Chef_RestoreHungerThirst_Spell	Ally: Remove Hunger and Thirst	
005EDA82	MQ07_PoisonGas	Poison Gas	
005EDEE5	ATX_BuffAgility	Agility Boost	
005F092B	DailyOps_Mutation_ToxicBlood	Toxic Blood	Poison hazard dropped on death
005F092C	DailyOps_Mutation_ToxicBlood_ExplosionSpell	Toxic Explosion	
005F0B29	DailyOps_ToxicBlood_ToxicHazard_Spell_Rank1	Toxic Blood Hazard	
005F0D15	DailyOps_Mutation_ReflectiveSkin	Reflective Skin	Periodically reflects direct damage to its source
005F0DB3	DailyOps_Mutation_GroupRegeneration	Group Regeneration	Heals while grouped in close proximity
005F0DB4	DailyOps_Mutation_GroupRegenerationHeal	Group Regeneration Healing Aura	
005F0E5F	DailyOps_Mutation_SwiftFooted	Swift-Footed	Faster movement, reload & melee speed
005F1372	DailyOps_Mutation_ReflectiveSkin_ReflectSpell	Reflective Skin Reflect	
005F2F5B	DailyOps_ToxicBlood_ToxicHazard_Spell_Rank2	Toxic Blood Hazard	
005F2F59	DailyOps_ToxicBlood_ToxicHazardScriptSpell	Toxic Blood Hazard	
005F2F5A	DailyOps_ToxicBlood_ToxicHazard_Spell_Rank3	Toxic Blood Hazard	
005FAD97	DailyOps_Mutation_ReflectiveSkin_WarningSpell	Reflective Skin Warning	
005FAD96	DailyOps_Mutation_ReflectiveSkin_InactiveSpell	Reflective Skin Inactive	
005FF2FC	AbRaceBehemothBoss		
00600245	BehemothBossTantrumDisplaySpell		
0060032B	BehemothBossTantrumSalvoSpell		
005FE5CE	zzz_DailyOps_Mutation_Default_Mode02	Savage Strike (Default)	Deadly armor-piercing attacks
0060675E	zzzBS02_E01_Enemy_HealthSpell	Fortify Health	
0060675F	zzzBS02_E01_Boss_HealthSpell	Fortify Health	
00606B77	LegendaryAPViaKillSpell	LegendaryAPViaKill	
00606EC1	DEL_Catalyst_CryoTrap_Spell	Cryo Trap	
0060837D	Legendary_Burning_FireSpell	Fire Attack	
0060837E	Legendary_Frozen_FrostSpell	Frost Attack	
0060837F	Legendary_Electrified_EnergySpell	Energy Attack	
0060837C	Legendary_Toxic_PoisonSpell	Poison Attack	
00601E62	DailyOps_Cleanup_Spell	Volatile	Explodes on death
0060497D	ATX_BuffLuck	Luck Boost	
00609E26	SuperMutantBerserker_MoveSpeed	Swift-Footed	Faster movement and melee speed
00609E53	Legendary_CloakOnHit	Cloak On Hit	
0060DBF4	AbPerkSuperMutantBerserker_UnarmedDamage	Iron Fist	
0060DBF3	AbPerkSuperMutantBersker_Weapon	2H Melee Damage	
0060DF40	AbPerkSuperMutantBerserkerSwingSpeed	Berserker Swing Speed	
0060A6A8	DailyOps_DoubleMutation_Mutation_SwiftStalker	Swift Stalker (Double)	Cloaking ability and extra fast
0060A6A7	DailyOps_DoubleMutation_Mutation_StingingFrost	Stinging Frost (Double)	Freezing attacks and toxic hazard on death 
0060DCDE	DailyOps_DoubleMutation_Mutation_BlisteringCold	Blistering Cold (Double)	Extra fast and freezing attacks 
0060DCDC	DailyOps_DoubleMutation_Mutation_Relentless	Relentless (Double)	Heals in proximity and killed only by melee
0060DCDD	DailyOps_DoubleMutation_Mutation_Unstable	Unstable (Double)	Extra fast and explodes on death
0060EC7F	DailyOps_DoubleMutation_Mutation_Vaporous	Vaporous (Double)	Cloaking ability and explodes on death
0060EC80	DailyOps_DoubleMutation_Mutation_ChillingMend	Chilling Mend (Double)	Heals in proximity and freezing attacks
0060EC81	DailyOps_DoubleMutation_Mutation_CloudedToxins	Clouded Toxins (Double)	Cloaking ability and toxic hazard on death
0061F6A5	ATX_COMP_TuneUp_Mechanic_CarryWeight	Tune-Up	
0061F690	ATX_COMP_Mechanic_BuffCharisma	Tune-Up	
0061F6A0	ATX_COMP_TuneUp_Mechanic_CraftingWorkshop	Tune-Up	
0061F69F	ATX_COMP_TuneUp_Mechanic_Repair	Tune-Up	
0061F69E	ATX_COMP_TuneUp_Mechanic_Harvest	Tune-Up	
0061F6A6	ATX_COMP_Mechanic_TuneUp_CarryJunkAbility	Tune-Up	
0061F6AC	ATX_BuffCharisma	Charisma Boost	
0061F6B0	ATX_COMP_TuneUp_Mechanic_Charisma	Tune-Up	
0061F70F	SCORE_S5_COMP_SuperMutant_AbPerkMartialArtist	Maul's Training	
0061F70E	SCORE_S5_COMP_SuperMutant_CastsSpell	Maul's Training	
0061F70D	SCORE_S5_COMP_Charm_Inspector_Spell_Night	Inspector's Charm	
0061F70C	SCORE_S5_COMP_Charm_Inspector_Spell_Day	Daphne's Charm	
00620383	SCORE_S5_COMP_Spell_InspectorFX_UNUSED	Inspector's Smoke Bomb	
0061DADC	RE_Travel_Zetan04_FlameSpell	Strong Fire Hazard	
00620A2A	ATX_COMP_Doberman_CheckItemFetchedTimer_Spell	Dog: Fetch Items	
00620A2B	ATX_COMP_Doberman_Perk_Spell	Dog Treat	
00620A2C	SFS09_Habitat_FriendlyBuffSpell	Buddy Toughness	
00620EBB	E01B_Herd_BrahminBuffSpell	Brahmin Toughness	
006216C7	E07A_RitualShader_Spell	Strong Fire Hazard	
00621C20	HeadHunter_Spell	Head Hunter Spell	
00621FB0	E07A_Mothman_Spell_Shadow	Mothdust Influence	
00623876	E07B_Invaders_TeleportSpell	Zetan Teleport Spell	
006295E7	crCultistHighPriestAddToFactionSpell	Flatwoods Monster Add to Faction	
006295E6	crCultistHighPriestConversionSpell	Flatwoods Monster Cloak	
00629DFE	CorpseHighlightOnTargetSpell	Corpse Highlight	
0062AFDD	ZZZ_BloodHealerSpell	Blood Healer Spell	
00621C0E	HalloweenCandy_NukashineEffect	Mystery Treat Surprise	You're blacking out!
00621C10	HalloweenCandy_SugarRushEffect	Sugar Rush	Sugar Rush
00621C12	HalloweenCandy_LuckyBreakEffect	Lucky Break	Lucky Break
00621C0F	HalloweenCandy_StrengthEffect	Sugar Strength	Sugar Strength
00621C11	HalloweenCandy_SugarVisionEffect	Sugar Vision	Sugar Vision
0062B79F	Mod_Legendary_ElementalArmor_Spell	Elemental Armor Spell	
0062CA69	LegendarySpookedAPSpell	LegendarySpookedAP	
0062D31F	ZZZ_CheerLeaderSpell	Cheer Leader Spell	
0062F748	E07A_Mothman_crXPBonusSpell	True Wisdom of the Mothman	
006309AB	ATX_COMP_Ghoul_BuffAgilityAndFastTravel	Zebulonian Flight	
00631659	ATX_COMP_Astronomer_BuffPerceptionAndEnergyAmmoWeight	Alien Astronomer	
006316B5	ZZZ_Legendary_Weapon_Warmongers_Spell	Warmongers	
006316B6	ZZZ_Legendary_Weapon_Warmongers_Dispel	Warmongers	
00631CDE	Legendary_IncreaseAPRegenSpellArea	Invigorating Legendary Mod	
00631CDF	Legendary_IncreaseAllyResistsSpellEffect	Guardian's Legendary Mod	
00632E37	HalloweenCandy_NukaShineDuration	Sugar Blackout	You're blacking out!
00636AFD	CharGen_VaultFed_PerkSpell	Vault Fed	
0063367B	ZZZ_HeavyHitter_Spell01	Heavy Hitter Spawn Explosion	
006337C8	ZZZ_Bruisers_Spell01	Bruiser's Buff	
00633852	ZZZ_CriticalHealers_Spell	Critical Healers Spell	
0063470B	Legendary_ReduceEnemyResistsSpellEffect	Enervating Legendary Mod	
0063470C	ZZZ_LegendaryIncreaseAttackSpeedOnKillSpell	LegendaryAPViaKill	
00635DD5	test_Vharbison_EventSpell	Test Event Spell	
00636721	E07A_Spell_IMOD_MothDust	Moth Dust FX	You're breathing in the Moth Dust!
0063DA9B	zzzXPD_Pitt01_ObjMod_CarryAndThrow_Slow_Spell	Slow	Slow movement
006406E4	XPD_Fuel_Recipe_RewardBuff_Spell	Communal Cooking	
00632706	FlatwoodsMonsterZetanBoostSpell	Flatwoods Monster Zetan Boost	
00635A06	E01C_Tales_Dark_FlatwoodsMonster_Stunned_Spell		
00636A68	zzz_CharGen_VaultFedPerkSpell	Vault Fed	
006419C0	crTrogSuperiorPoisonCloakDamage	Poison Cloak	
006419BF	crTrogSuperiorPoisonCloak	Poison Cloak	
006446B9	XPD_Fuel_CodeBlue_StimpakBuffSpell	Stimpak Boost	
00645472	PT_ExpeditionTeamBonus	Expedition Team Bonus	
00644EA7	ATX_BuffEndurance	Endurance Boost	
00645D8C	E07B_Invaders_HomerBuff	Homer's Aid	
0064ADB6	FireHazard_Heavy	Fire Hazard	
0064E507	XPD_Hub_Responders_FadeToBlack_Spell		
0062A5BE	Nukashine_BlackoutCOPY0000	Nukashine Blackout	You're blacking out!
0063596C	E09A_Launcher_Fireball		
00636319	E09A_Launcher_EggGasSpell	Egg Gas	
006456C3	E09A_Launcher_WallOfFireSpell	Strong Fire Hazard	
0064C2E7	E08B_AbDamageResist		
0064D00C	E08A_ToxicBlood_ToxicHazard_Spell_AcidGulper	Toxic Blood Hazard	
00651092	XPD_Pitt02_DOTSpell_Survivor03	Damage Over Time - Weak	
