FormID	EDID	FULL	DESC	NNAM	XALG	KEYWORDS	SWFI	BEVA	ETIP	ETUI	ETDI	ETLG	ECIL_Count	ECIL_1	ECIL_2	ECIL_3	ECIL_4	ECIL_5	ECIL_6	ECIL_7	ECIL_8	ECIL_9	ECIL_10	ECIL_11	ECIL_12	ECIL_13	ECIL_14
0060DD31	ATX_ENTM_Account_CAMP_Slot_06	C.A.M.P. Slot #6	Build another home in the Wasteland with this bonus C.A.M.P. Slot!    - UNLOCKS AN EXTRA SLOT FOR ALL CHARACTERS ON YOUR ACCOUNT. -	C.A.M.P. Slot #6					Textures/ATX/Storefront/Utility/		ATX_Account_CAMP_Slot.dds		0														
0060DD3B	ATX_ENTM_Account_SPECIAL_Loadout_09	S.P.E.C.I.A.L. Loadout #9	Experiment with what makes you S.P.E.C.I.A.L. with this bonus Loadout!    - UNLOCKS AN EXTRA LOADOUT FOR ALL CHARACTERS ON YOUR ACCOUNT. -	S.P.E.C.I.A.L. Loadout #9					Textures/ATX/Storefront/Utility/		ATX_Account_SPECIAL_Loadout.dds		0														
0060DD2B	ATX_ENTM_Account_CAMP_Slot_01	C.A.M.P. Slot #1	Build another home in the Wasteland with this bonus C.A.M.P. Slot!    - UNLOCKS AN EXTRA SLOT FOR ALL CHARACTERS ON YOUR ACCOUNT. -	C.A.M.P. Slot #1					Textures/ATX/Storefront/Utility/		ATX_Account_CAMP_Slot.dds		0														
0060DD39	ATX_ENTM_Account_SPECIAL_Loadout_07	S.P.E.C.I.A.L. Loadout #7	Experiment with what makes you S.P.E.C.I.A.L. with this bonus Loadout!    - UNLOCKS AN EXTRA LOADOUT FOR ALL CHARACTERS ON YOUR ACCOUNT. -	S.P.E.C.I.A.L. Loadout #7					Textures/ATX/Storefront/Utility/		ATX_Account_SPECIAL_Loadout.dds		0														
0060DD3A	ATX_ENTM_Account_SPECIAL_Loadout_08	S.P.E.C.I.A.L. Loadout #8	Experiment with what makes you S.P.E.C.I.A.L. with this bonus Loadout!    - UNLOCKS AN EXTRA LOADOUT FOR ALL CHARACTERS ON YOUR ACCOUNT. -	S.P.E.C.I.A.L. Loadout #8					Textures/ATX/Storefront/Utility/		ATX_Account_SPECIAL_Loadout.dds		0														
0060DD30	ATX_ENTM_Account_CAMP_Slot_05	C.A.M.P. Slot #5	Build another home in the Wasteland with this bonus C.A.M.P. Slot!    - UNLOCKS AN EXTRA SLOT FOR ALL CHARACTERS ON YOUR ACCOUNT. -	C.A.M.P. Slot #5					Textures/ATX/Storefront/Utility/		ATX_Account_CAMP_Slot.dds		0														
0060DD35	ATX_ENTM_Account_SPECIAL_Loadout_03	S.P.E.C.I.A.L. Loadout #3	Experiment with what makes you S.P.E.C.I.A.L. with this bonus Loadout!    - UNLOCKS AN EXTRA LOADOUT FOR ALL CHARACTERS ON YOUR ACCOUNT. -	S.P.E.C.I.A.L. Loadout #3					Textures/ATX/Storefront/Utility/		ATX_Account_SPECIAL_Loadout.dds		0														
0060DD2D	ATX_ENTM_Account_CAMP_Slot_02	C.A.M.P. Slot #2	Build another home in the Wasteland with this bonus C.A.M.P. Slot!    - UNLOCKS AN EXTRA SLOT FOR ALL CHARACTERS ON YOUR ACCOUNT. -	C.A.M.P. Slot #2					Textures/ATX/Storefront/Utility/		ATX_Account_CAMP_Slot.dds		0														
0060DD33	ATX_ENTM_Account_CAMP_Slot_08	C.A.M.P. Slot #8	Build another home in the Wasteland with this bonus C.A.M.P. Slot!    - UNLOCKS AN EXTRA SLOT FOR ALL CHARACTERS ON YOUR ACCOUNT. -	C.A.M.P. Slot #8					Textures/ATX/Storefront/Utility/		ATX_Account_CAMP_Slot.dds		0														
0060DD2C	ATX_ENTM_Account_SPECIAL_Loadout_01	S.P.E.C.I.A.L. Loadout #1	Experiment with what makes you S.P.E.C.I.A.L. with this bonus Loadout!    - UNLOCKS AN EXTRA LOADOUT FOR ALL CHARACTERS ON YOUR ACCOUNT. -	S.P.E.C.I.A.L. Loadout #1					Textures/ATX/Storefront/Utility/		ATX_Account_SPECIAL_Loadout.dds		0														
0060DD3C	ATX_ENTM_Account_SPECIAL_Loadout_10	S.P.E.C.I.A.L. Loadout #10	Experiment with what makes you S.P.E.C.I.A.L. with this bonus Loadout!    - UNLOCKS AN EXTRA LOADOUT FOR ALL CHARACTERS ON YOUR ACCOUNT. -	S.P.E.C.I.A.L. Loadout #10					Textures/ATX/Storefront/Utility/		ATX_Account_SPECIAL_Loadout.dds		0														
0060DD3E	ATX_ENTM_Account_SPECIAL_Loadout_12	S.P.E.C.I.A.L. Loadout #12	Experiment with what makes you S.P.E.C.I.A.L. with this bonus Loadout!    - UNLOCKS AN EXTRA LOADOUT FOR ALL CHARACTERS ON YOUR ACCOUNT. -	S.P.E.C.I.A.L. Loadout #12					Textures/ATX/Storefront/Utility/		ATX_Account_SPECIAL_Loadout.dds		0														
0060DD32	ATX_ENTM_Account_CAMP_Slot_07	C.A.M.P. Slot #7	Build another home in the Wasteland with this bonus C.A.M.P. Slot!    - UNLOCKS AN EXTRA SLOT FOR ALL CHARACTERS ON YOUR ACCOUNT. -	C.A.M.P. Slot #7					Textures/ATX/Storefront/Utility/		ATX_Account_CAMP_Slot.dds		0														
0060DD34	ATX_ENTM_Account_SPECIAL_Loadout_02	S.P.E.C.I.A.L. Loadout #2	Experiment with what makes you S.P.E.C.I.A.L. with this bonus Loadout!    - UNLOCKS AN EXTRA LOADOUT FOR ALL CHARACTERS ON YOUR ACCOUNT. -	S.P.E.C.I.A.L. Loadout #2					Textures/ATX/Storefront/Utility/		ATX_Account_SPECIAL_Loadout.dds		0														
0060DF5B	ATX_ENTM_CAMP_StashBox_BoSHighTech	Brotherhood High Tech Stash Box	Secure your tech with the Brotherhood of Steel High Tech Stash Box.    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. - 	High Tech Stash					Textures/ATX/Storefront/Camp/Stash/		ATX_CAMP_StashBox_BoSHighTech.dds		2	ATX_CAMP_StashBox_BoSHighTech_C1.dds	ATX_CAMP_StashBox_BoSHighTech_C2.dds												
0060DF74	ATX_ENTM_Skin_BackpackFlair_SteelReign	Brotherhood of Steel Backpack Flair	Show your dedication to the Brotherhood of Steel with this Backpack Flair!    Flairs can be applied to most Backpacks.    - FLAIRS ARE APPLIED AT ARMOR WORKBENCHES. -	Brotherhood Flair					Textures/ATX/Storefront/Player/Flair/		ATX_Skin_BackpackFlair_SteelReign.dds		2	ATX_Skin_BackpackFlair_SteelReign_C1.dds	ATX_Skin_BackpackFlair_SteelReign_C2.dds												
0060EC75	ATX_ENTM_CAMP_Structure_WildwoodDen	Wildwood Den	Live wild and free in the Wildwood Den!    Wildwood Den door is included and built separately.    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. - 	Wildwood Den					Textures/ATX/Storefront/Camp/Structures/		ATX_CAMP_Structure_WildwoodDen.dds		2	ATX_CAMP_Structure_WildwoodDen_C1.dds	ATX_CAMP_Structure_WildwoodDen_C2.dds												
0060EEBD	SCORE_S5_ENTM_CAMP_WallDeco_Poster_S5GameBoardPoster03	M.I.N.D. Propaganda Poster	Look forward and promote the unification with the M.I.N.D. Propaganda Poster!    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. - 	M.I.N.D. Propaganda Poster					Textures/ATX/Storefront/Camp/WallDecoration/		SCORE_S5_CAMP_WallDeco_Poster_S5GameBoardPosters03.dds		2	SCORE_S5_CAMP_WallDeco_Poster_S5GameBoardPosters03_C1.dds	SCORE_S5_CAMP_WallDeco_Poster_S5GameBoardPosters03_C2.dds												
0060EEBE	SCORE_S5_ENTM_CAMP_WallDeco_Poster_S5GameBoardPoster02	M.I.N.D. Recruitment Poster	Promote unification and help enlist new soldiers with the M.I.N.D. Recruitment Poster!    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. - 	M.I.N.D. Recruitment Poster					Textures/ATX/Storefront/Camp/WallDecoration/		SCORE_S5_CAMP_WallDeco_Poster_S5GameBoardPosters02.dds		2	SCORE_S5_CAMP_WallDeco_Poster_S5GameBoardPosters02_C1.dds	SCORE_S5_CAMP_WallDeco_Poster_S5GameBoardPosters02_C2.dds												
0060EEBF	SCORE_S5_ENTM_CAMP_WallDeco_Poster_S5GameBoardPoster01	M.I.N.D. Nuka-Cola Poster	Evolve your thinking and zap your thirst with the M.I.N.D. Nuka-Cola Poster!    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. - 	M.I.N.D. Nuka-Cola Poster					Textures/ATX/Storefront/Camp/WallDecoration/		SCORE_S5_CAMP_WallDeco_Poster_S5GameBoardPosters01.dds		2	SCORE_S5_CAMP_WallDeco_Poster_S5GameBoardPosters01_C1.dds	SCORE_S5_CAMP_WallDeco_Poster_S5GameBoardPosters01_C2.dds												
0060EEC3	SCORE_S5_ENTM_CAMP_Floor_Guild_Antiquities_04	Guild of Antiquities White Floor and Foundations	Match the timeworn aesthetic of K.D. Inkwell with the Guild of Antiquities White Floor and Foundations set.    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. - 	Guild of Antiquities White Floor					Textures/ATX/Storefront/Camp/Floors/		SCORE_S5_CAMP_Floor_Guild_Antiquities_04.dds		2	SCORE_S5_CAMP_Floor_Guild_Antiquities_04_C1.dds	SCORE_S5_CAMP_Floor_Guild_Antiquities_04_C2.dds												
0060EEC0	SCORE_S5_ENTM_CAMP_Floor_Guild_Antiquities_01	Guild of Antiquities Diamond Floor and Foundations	Match the timeworn aesthetic of K.D. Inkwell with the Guild of Antiquities Diamond Floor and Foundations set.    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. - 	Guild of Antiquities Diamond Floor					Textures/ATX/Storefront/Camp/Floors/		SCORE_S5_CAMP_Floor_Guild_Antiquities_01.dds		2	SCORE_S5_CAMP_Floor_Guild_Antiquities_01_C1.dds	SCORE_S5_CAMP_Floor_Guild_Antiquities_01_C2.dds												
0060EEC2	SCORE_S5_ENTM_CAMP_Floor_Guild_Antiquities_03	Guild of Antiquities Star Floor and Foundations	Match the timeworn aesthetic of K.D. Inkwell with the Guild of Antiquities Star Floor and Foundations set.    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. - 	Guild of Antiquities Star Floor					Textures/ATX/Storefront/Camp/Floors/		SCORE_S5_CAMP_Floor_Guild_Antiquities_03.dds		2	SCORE_S5_CAMP_Floor_Guild_Antiquities_03_C1.dds	SCORE_S5_CAMP_Floor_Guild_Antiquities_03_C2.dds												
0060EEC1	SCORE_S5_ENTM_CAMP_Floor_Guild_Antiquities_02	Guild of Antiquities Blue Floor and Foundations	Match the timeworn aesthetic of K.D. Inkwell with the Guild of Antiquities Blue Floor and Foundations set.    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. - 	Guild of Antiquities Blue Floor					Textures/ATX/Storefront/Camp/Floors/		SCORE_S5_CAMP_Floor_Guild_Antiquities_02.dds		2	SCORE_S5_CAMP_Floor_Guild_Antiquities_02_C1.dds	SCORE_S5_CAMP_Floor_Guild_Antiquities_02_C2.dds												
0060EEE3	ATX_ENTM_CAMP_Decoration_VaultTecSpa	Vault-Tec Spa	Take a Spa Day with the Vault-Tec Spa.    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. - 	Vault-Tec Spa					Textures/ATX/Storefront/Camp/Structures/		ATX_CAMP_Decoration_VaultTecSpa.dds		2	ATX_CAMP_Decoration_VaultTecSpa_C1.dds	ATX_CAMP_Decoration_VaultTecSpa_C2.dds												
0060EEF0	ATX_ENTM_CAMP_WallDeco_Pennant_PTS_BoS	P.T.S. Pennant	A small reward for all your help on Fallout 76's Public Test Server.    This includes a framed and unframed pennant for Rahmani and Shin.    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. - 	P.T.S. Pennant					Textures/ATX/Storefront/Camp/WallDecoration/		ATX_CAMP_WallDeco_Pennant_PTS_BoS.dds		2	ATX_CAMP_WallDeco_Pennant_PTS_BoS_C1.dds	ATX_CAMP_WallDeco_Pennant_PTS_BoS_C2.dds												
0060EF92	zzz_ATX_ENTM_Skin_WeaponSkin_CombatRifle_TheFixer_BloodEagle	Blood Eagle The Fixer Paint	Who you side with is never in doubt with the Blood Eagle Paint for The Fixer.    - SKIN IS CRAFTABLE AT WEAPON WORKBENCHES. -	Blood Eagle Paint	000000001				Textures/ATX/Storefront/Player/WeaponSkin/		ATX_Skin_WeaponSkin_CombatRifle_TheFixer_BloodEagle.dds		2	ATX_Skin_WeaponSkin_CombatRifle_TheFixer_BloodEagle_C1.dds	ATX_Skin_WeaponSkin_CombatRifle_TheFixer_BloodEagle_C2.dds												
0060EF95	ATX_ENTM_Apparel_Headwear_BOSHeadwrap	Brotherhood of Steel Headwraps	Keep the sweat off your brow while mowing down Super Mutants with these Brotherhood of Steel Headwraps.    - APPAREL IS CRAFTABLE AT ARMOR WORKBENCHES. -	BoS Headwraps					Textures/ATX/Storefront/Player/Headwear/		ATX_Apparel_Headwear_BOSHeadwrap.dds		2	ATX_Apparel_Headwear_BOSHeadwrap_C1.dds	ATX_Apparel_Headwear_BOSHeadwrap_C2.dds												
00612282	ATX_ENTM_CAMP_Structure_BoSArmory	Brotherhood of Steel Armory	Build an arsenal that would make the Brotherhood jealous in the Brotherhood of Steel Armory.    Brotherhood of Steel Armory door is included and built separately.    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. - 	Brotherhood Armory					Textures/ATX/Storefront/Camp/Structures/		ATX_CAMP_Structure_BoSArmory.dds		3	ATX_CAMP_Structure_BoSArmory_C1.dds	ATX_CAMP_Structure_BoSArmory_C2.dds	ATX_CAMP_Structure_BoSArmory_C3.dds											
00612373	ATX_ENTM_CAMP_Decoration_Clean_Shower	Clean Shower	Wash your troubles away with the Clean Shower.    Finish your bathroom renovation with this Clean Shower.    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. - 	Clean Shower	000000001				Textures/ATX/Storefront/Camp/Structures/		ATX_CAMP_Decoration_Clean_Shower.dds		2	ATX_CAMP_Decoration_Clean_Shower_C1.dds	ATX_CAMP_Decoration_Clean_Shower_C2.dds												
0061283A	ATX_ENTM_Skin_PowerArmor_Paint_SteelReign	Steel Reign Power Armor Paint	Celebrate a new era for the Brotherhood of Steel with the Steel Reign Power Armor Paint.     This is a unique skin that completely alters the appearance of your Power Armor. It can be equipped on all main Power Armors.    - SKIN IS CRAFTABLE AT POWER ARMOR STATIONS. -	Steel Reign Paint					Textures/ATX/Storefront/Player/PowerArmor/		ATX_Skin_PowerArmor_Paint_SteelReign.dds		3	ATX_Skin_PowerArmor_Paint_SteelReign_C1.dds	ATX_Skin_PowerArmor_Paint_SteelReign_C2.dds	ATX_Skin_PowerArmor_Paint_SteelReign_C3.dds											
00612B9C	SCORE_S5_ENTM_Apparel_Headwear_BloodEagleMerc_Charmer2	Blood Eagle Charmer Helmet	This Blood Eagle Charmer helmet really ties together the complete Blood Eagle Raider ensemble!    - APPAREL IS CRAFTABLE AT ARMOR WORKBENCHES. - 	Charmer Hat	000000001				Textures/ATX/Storefront/Player/Headwear/		ATX_Apparel_Headwear_BloodEagleMerc_Charmer2.dds		1	ATX_Apparel_Headwear_BloodEagleMerc_Charmer2_C1.dds													
00612B9E	SCORE_S5_ENTM_Apparel_Outfit_BloodEagleMerc_Charmer2	Blood Eagle Charmer Blouse Outfit	Look fearsome and fabulous in this Blood Eagle Charmer leather blouse outfit.    - APPAREL IS CRAFTABLE AT ARMOR WORKBENCHES. - 	Charmer Blouse Outfit	000000001				Textures/ATX/Storefront/Player/Outfit/		ATX_Apparel_Outfit_BloodEagleMerc_Charmer2.dds		2	ATX_Apparel_Outfit_BloodEagleMerc_Charmer2_C1.dds	ATX_Apparel_Outfit_BloodEagleMerc_Charmer2_C2.dds												
00612B9B	SCORE_S5_ENTM_Apparel_Headwear_BloodEagleMerc_Charmer1	Blood Eagle Charmer Hat	Even fearless Blood Eagle Raiders understand the value of keeping their heads protected!    - APPAREL IS CRAFTABLE AT ARMOR WORKBENCHES. - 	Charmer Hat	000000001				Textures/ATX/Storefront/Player/Headwear/		ATX_Apparel_Headwear_BloodEagleMerc_Charmer1.dds		1	ATX_Apparel_Headwear_BloodEagleMerc_Charmer1_C1.dds													
00612B9D	SCORE_S5_ENTM_Apparel_Outfit_BloodEagleMerc_Charmer1	Blood Eagle Charmer Leather Outfit	Terrify your friends and neighbors with the Blood Eagle Charmer Leather Outfit.     - APPAREL IS CRAFTABLE AT ARMOR WORKBENCHES. - 	Charmer Leather Outfit 	000000001				Textures/ATX/Storefront/Player/Outfit/		ATX_Apparel_Outfit_BloodEagleMerc_Charmer1.dds		2	ATX_Apparel_Outfit_BloodEagleMerc_Charmer1_C1.dds	ATX_Apparel_Outfit_BloodEagleMerc_Charmer1_C2.dds												
00612F21	ATX_ENTM_CAMP_FloorDecor_Birdbath_Cardinal	Cardinal Bird Bath	Invite West Virginia's state bird to your C.A.M.P. with the Cardinal Bird Bath!    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. - 	Cardinal Bird Bath					Textures/ATX/Storefront/Camp/FloorDecoration/		ATX_CAMP_FloorDecor_Birdbath_Cardinal.dds		3	ATX_CAMP_FloorDecor_Birdbath_Cardinal_C1.dds	ATX_CAMP_FloorDecor_Birdbath_Cardinal_C2.dds	ATX_CAMP_FloorDecor_Birdbath_Cardinal_C3.dds											
00613997	SCORE_S14_ENTM_CAMP_Machinery_PowerConnectors_TeslaCoil	Tesla Coil Power Connectors	Charge up your C.A.M.P with these Tesla Coil Power Connectors!    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -  	Tesla Coil Connectors	000000001				Textures/ATX/Storefront/Camp/Machinery/		SCORE_S14_CAMP_Machinery_PowerConnectors_TeslaCoil.dds		2	SCORE_S14_CAMP_Machinery_PowerConnectors_TeslaCoil_C1.dds	SCORE_S14_CAMP_Machinery_PowerConnectors_TeslaCoil_C2.dds												
006139D6	ATX_ENTM_CAMP_Machinery_Workbench_Cooking_Stove_CamdenPark	Camden Park Cooking Stove	Give your kitchen some downtown ruins flair with the Camden Park Cooking Stove.  Requires the Cooking Stove Plan to be learned.     - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. - 	Camden Park Stove					Textures/ATX/Storefront/Camp/Machinery/		ATX_CAMP_Machinery_Workbench_Cooking_Stove_CamdenPark.dds		2	ATX_CAMP_Machinery_Workbench_Cooking_Stove_CamdenPark_C1.dds	ATX_CAMP_Machinery_Workbench_Cooking_Stove_CamdenPark_C2.dds												
00618B2A	ATX_ENTM_CAMP_WallPaper_Basement	Basement Wallpaper	The Basement Wallpaper can give any room in your C.A.M.P. a subterranean feel.    - WALLPAPER ITEMS APPEAR WHILE IN C.A.M.P. EDIT MODE. -   	Basement Wallpaper					Textures/ATX/Storefront/Camp/Wallpaper/		ATX_CAMP_WallPaper_Basement.dds		2	ATX_CAMP_WallPaper_Basement_C1.dds	ATX_CAMP_WallPaper_Basement_C2.dds												
0061D7ED	ATX_ENTM_Skin_WeaponSkin_LeverGun_BlueRidge	Blue Ridge Paint (Lever Action Rifle)	Guard the Blue Ridge Company with the Blue Ridge Paint for your Lever Action Rifle.    - SKIN IS CRAFTABLE AT WEAPON WORKBENCHES. -	Blue Ridge Paint	000000001				Textures/ATX/Storefront/Player/WeaponSkin/		ATX_Skin_WeaponSkin_LeverGun_BlueRidge.dds		2	ATX_Skin_WeaponSkin_LeverGun_BlueRidge_C1.dds	ATX_Skin_WeaponSkin_LeverGun_BlueRidge_C2.dds												
0061D919	ATX_ENTM_Skin_PowerArmor_Paint_BlueRidge	Blue Ridge Power Armor Paint	Guard the Blue Ridge Caravan Company with the Blue Ridge Paint for your Power Armor.    This is a unique skin that completely alters the appearance of your Power Armor. It can be equipped on all main Power Armors.    - SKIN IS CRAFTABLE AT POWER ARMOR STATIONS. -	Blue Ridge Paint					Textures/ATX/Storefront/Player/PowerArmor/		ATX_Skin_PowerArmor_Paint_BlueRidge.dds		3	ATX_Skin_PowerArmor_Paint_BlueRidge_C1.dds	ATX_Skin_PowerArmor_Paint_BlueRidge_C2.dds	ATX_Skin_PowerArmor_Paint_BlueRidge_C3.dds											
0061D9DA	ATX_ENTM_Apparel_Outfit_Swimsuit_WavyWillard	Wavy Willard's Swimsuit	Make a big splash with the Wavy Willard's Swimsuit.    - APPAREL IS CRAFTABLE AT ARMOR WORKBENCHES. -	Park Swimsuit					Textures/ATX/Storefront/Player/Outfit/		ATX_Apparel_Outfit_Swimsuit_WavyWillard.dds		2	ATX_Apparel_Outfit_Swimsuit_WavyWillard_C1.dds	ATX_Apparel_Outfit_Swimsuit_WavyWillard_C2.dds												
0061D9DB	ATX_ENTM_Apparel_Outfit_Swimtrunks_WavyWillard	Wavy Willard's Swim Trunks	Make a big splash with the Wavy Willard's Swim Trunks.    - APPAREL IS CRAFTABLE AT ARMOR WORKBENCHES. -	Park Swim Trunks					Textures/ATX/Storefront/Player/Outfit/		ATX_Apparel_Outfit_Swimtrunks_WavyWillard.dds		2	ATX_Apparel_Outfit_Swimtrunks_WavyWillard_C1.dds	ATX_Apparel_Outfit_Swimtrunks_WavyWillard_C2.dds												
0061DA53	zzzATX_ENTM_CAMP_Defense_Barrier_WavyWillard	Wavy Willard Stone Walls	Protect your C.A.M.P. with these Wavy Willard's Waterpark inspired Stone Wall Barriers. Includes a secret door!    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. - 	Wavy Willard Wall					Textures/ATX/Storefront/Camp/Defenses/		ATX_CAMP_Defense_Barrier_WavyWillard.dds		2	ATX_CAMP_Defense_Barrier_WavyWillard_C1.dds	ATX_CAMP_Defense_Barrier_WavyWillard_C2.dds												
0061DA2B	zzzATX_ENTM_CAMP_Structure_NotUsed	Wavy Willard's Wipeout	Make a big splash sliding down the Wavy Willard's Wipeout!    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. - 	Wavy Willard's Wipeout					Textures/ATX/Storefront/Camp/Structures/		ATX_CAMP_Structure_WavyWillardsWipeout.dds		2	ATX_CAMP_Structure_WavyWillardsWipeout_C1.dds	ATX_CAMP_Structure_WavyWillardsWipeout_C2.dds												
0061DA64	zzzATX_ENTM_Outfit_BlueridgeTrader	Blue Ridge Trader Outfit	Join the Blue Ridge Caravan Company with this authentic trader inspired outfit.    - APPAREL IS CRAFTABLE AT ARMOR WORKBENCHES. -	Blue Ridge Trader Outfit					Textures/ATX/Storefront/Player/Outfit/		ATX_Apparel_Outfit_BlueridgeTrader.dds		2	ATX_Apparel_Outfit_BlueridgeTrader_C1.dds	ATX_Apparel_Outfit_BlueridgeTrader_C2.dds												
0061DA65	zzzATX_ENTM_Headwear_BlueridgeTrader	Blue Ridge Trader Hat	Join the Blue Ridge Caravan Company with this authentic trader inspired Hat!    - APPAREL IS CRAFTABLE AT ARMOR WORKBENCHES. -	Blue Ridge Trader Hat					Textures/ATX/Storefront/Player/Headwear/		ATX_Apparel_Headwear_BlueridgeTrader.dds		1	ATX_Apparel_Headwear_BlueridgeTrader_C1.dds													
0061DA83	zzzATX_ENTM_Skin_WeaponSkin_Broadsider_Stinger	The Stinger	As if the cannon balls were not terrifying enough now you can put Rad Scorpion carapaces on your Broadsider!    - SKIN IS CRAFTABLE AT WEAPON WORKBENCHES. -	The Stinger	000000001				Textures/ATX/Storefront/Player/WeaponSkin/		ATX_Skin_WeaponSkin_Broadsider_Stinger.dds		2	ATX_Skin_WeaponSkin_Broadsider_Stinger_C1.dds	ATX_Skin_WeaponSkin_Broadsider_Stinger_C2.dds												
0061DA2E	ATX_ENTM_CAMP_Structure_WavyWillard_Wipeout	Wavy Willard's Wipeout	Make a big splash sliding down the Wavy Willard's Wipeout!    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -   	Wavy Willard's Wipeout					Textures/ATX/Storefront/Camp/Structures/		ATX_CAMP_Structure_WavyWillardsWipeout.dds		2	ATX_CAMP_Structure_WavyWillardsWipeout_C1.dds	ATX_CAMP_Structure_WavyWillardsWipeout_C2.dds												
0061DAC0	ATX_ENTM_CAMP_Floor_WavyWillard_LazyRiver	Lazy River Floor and Foundations	Sport the Wavy Willard's theme in your home with the Lazy River Floor and Foundations set!    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. - 	Lazy River	000000001				Textures/ATX/Storefront/Camp/Floors/		ATX_CAMP_Floor_WavyWillard.dds		2	ATX_CAMP_Floor_WavyWillard_C1.dds	ATX_CAMP_Floor_WavyWillard_C2.dds												
0061DACB	ATX_ENTM_Skin_Backpack_FloorWalker	Floor Walker Backpack	Gear up for the Wasteland with the Floor Walker Backpack!    This skin can be applied to both the Small and Standard Backpack as a mod.    - SKIN IS CRAFTABLE AT ARMOR WORKBENCHES. -	Floor Walker Backpack					Textures/ATX/Storefront/Player/Backpack/		ATX_Skin_Backpack_FloorWalker.dds		2	ATX_Skin_Backpack_FloorWalker_C1.dds	ATX_Skin_Backpack_FloorWalker_C2.dds												
0061E07B	SCORE_S6_ENTM_CAMP_Ally_Inspector_Daphne	Lite Ally: Daphne	By day, she's Daphne, but by night, she's the Inspector!    - ALLIES  APPEAR ONCE THEIR FURNITURE IS PLACED IN C.A.M.P. MODE. - 	Daphne	000000001				Textures/ATX/Storefront/Camp/Ally/		SCORE_S6_CAMP_Ally_Inspector_Daphne.dds		2	SCORE_S6_CAMP_Ally_Inspector_Daphne_C1.dds	SCORE_S6_CAMP_Ally_Inspector_Daphne_C2.dds												
0061E07A	SCORE_S8_ENTM_CAMP_Ally_Mechanic_SamNguyen	Lite Ally: Sam Nguyen	If you need a handyman or a hearty tune, Sam's your man.    - ALLIES  APPEAR ONCE THEIR FURNITURE IS PLACED IN C.A.M.P. MODE. - 	Sam Nguyen	000000001				Textures/ATX/Storefront/Camp/Ally/		SCORE_S8_CAMP_Ally_Mechanic_SamNguyen.dds		2	ATX_CAMP_Ally_Mechanic_SamNguyen_C1.dds	ATX_CAMP_Ally_Mechanic_SamNguyen_C2.dds												
0061E07C	SCORE_S6_ENTM_CAMP_Ally_SuperMutant_Maul	Lite Ally: Maul	Maul will serve you meat while he hunts for a fabled hero.    - ALLIES  APPEAR ONCE THEIR FURNITURE IS PLACED IN C.A.M.P. MODE. - 	Maul	000000001				Textures/ATX/Storefront/Camp/Ally/		SCORE_S6_CAMP_Ally_SuperMutant_Maul.dds		2	SCORE_S6_CAMP_Ally_SuperMutant_Maul_C1.dds	SCORE_S6_CAMP_Ally_SuperMutant_Maul_C2.dds												
0061DD8B	ATX_ENTM_CAMP_Defense_Barrier_WavyWillardDUPLICATE000	Wavy Willard Stone Walls	Protect your C.A.M.P. with these Wavy Willard's Waterpark inspired Stone Wall Barrier. Includes a secret door!    - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. - 	Wavy Willard Walls					Textures/ATX/Storefront/Camp/Defenses/		ATX_CAMP_Defense_Barrier_WavyWillard.dds		2	ATX_CAMP_Defense_Barrier_WavyWillard_C1.dds	ATX_CAMP_Defense_Barrier_WavyWillard_C2.dds												
0061DD8F	ATX_ENTM_Skin_WeaponSkin_Broadsider_StingerDUPLICATE000	The Stinger	As if the cannon balls were not terrifying enough now you can put Rad Scorpion carapaces on your Broadsider!    - SKIN IS CRAFTABLE AT WEAPON WORKBENCHES. -	The Stinger	000000001				Textures/ATX/Storefront/Player/WeaponSkin/		ATX_Skin_WeaponSkin_Broadsider_Stinger.dds		2	ATX_Skin_WeaponSkin_Broadsider_Stinger_C1.dds	ATX_Skin_WeaponSkin_Broadsider_Stinger_C2.dds												
