FormID	EDID	FULL	DESC	KeywordCount	KW1	KW2	KW3	KW4	KW5	PTRN	Model	VCRY	DATA_Value	DATA_Weight	ReferencedByCount	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6	Ref7	Ref8	Ref9	Ref10	Ref11	Ref12	Ref13	Ref14	Ref15	Ref16	Ref17	Ref18	Ref19	Ref20	Ref21	Ref22	Ref23	Ref24	Ref25	Ref26	Ref27	Ref28	Ref29	Ref30	Ref31	Ref32	Ref33	Ref34	Ref35	Ref36	Ref37	Ref38	Ref39	Ref40	Ref41	Ref42	Ref43	Ref44	Ref45	Ref46	Ref47	Ref48	Ref49	Ref50	Ref51	Ref52	Ref53	Ref54	Ref55	Ref56	Ref57	Ref58	Ref59	Ref60	Ref61	Ref62	Ref63	Ref64	Ref65	Ref66	Ref67	Ref68	Ref69	Ref70	Ref71	Ref72	Ref73	Ref74	Ref75	Ref76	Ref77	Ref78	Ref79	Ref80	Ref81	Ref82
003F073F	P01B_Lying_02_Password	Assembly Password		0						KeyChains [TRNS:00248893]	Props/Holotape_Prop.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	00477F9C:P01B_Lying_SecretTerminalRef:REFR	0047F443:P01B_Lying_02:QUST																																																																																
003F0740	P01B_Lying_Master_Keycard	Spare Operative Keycard		0						KeyChains [TRNS:00248893]	Props\GenericKeycard01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	3	00473BA1::REFR	0047F443:P01B_Lying_02:QUST	0047F444:P01B_Master:QUST																																																																															
003F1861	CUT_P01B_Mini_Squatch01_CindysKey	Cindy's Diary Key		0						Keys [TRNS:001AB213]	props/key02.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	1	0046484F:P01B_Mini_Squatch01:QUST																																																																																	
003F1B6F	BMO_BunkerKey07_BraxtonKey_final	TNT Dome Key 7		0						Keys [TRNS:001AB213]	Props\Key_Chain01.nif	Caps001 "Cap" [CNCY:0000000F]	1	0.000000	2	0012B66C:TNTDomeDoorVTU:REFR	003F1BDD::REFR																																																																																
003F1BAB	BMO_BunkerKey07_MotelKey	Room 123		0						Keys [TRNS:001AB213]	Props\Key_Chain01.nif	Caps001 "Cap" [CNCY:0000000F]	1	0.000000	0																																																																																		
003F1BD5	BMO_BunkerKey07_Ingram_Password_01	Nuka Cola Marketing Access Code		0						KeyChains [TRNS:00248893]	Props\Holotape_Prop.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	003F1BD3:BMO_BunkerKey07_Ingram_Terminal:TERM	003F1BD8:BMO_BunkerKey07_LootPrewar_Suitcase_Clean:CONT																																																																																
003F1B6C	BMO_BunkerKey07_Keycard01	Paired Keycard 01		0						KeyChains [TRNS:00248893]	Props\GenericKeycard01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	003F1B6D::REFR	003F1B82::REFR																																																																																
003F1B84	BMO_BunkerKey07_Keycard02	Paired Keycard 02		0						KeyChains [TRNS:00248893]	Props\GenericKeycard01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	003F1B83::REFR	003F1BAD::REFR																																																																																
003F269D	P01b_Robot_Key	Safe Key		0						Keys [TRNS:001AB213]	Props\Key_Chain01.nif	Caps001 "Cap" [CNCY:0000000F]	1	0.000000	2	002E9E52::REFR	003F269E::REFR																																																																																
003FBF36	P01B_Wolf_RecallKey	Assaultron Recall Keycard		4	000E9447:NotJunkJetAmmo:KYWD	001CC46A:UnscrappableObject:KYWD	003ECB8C:NonDroppable:KYWD	00499F7A:NonPlayerTradable:KYWD		KeyChains [TRNS:00248893]	Props/GenericKeycard01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	5	003FBF2E:P01B_Wolf:QUST	00402D15:co_P01B_Wolf_RecallKey:COBJ	0040F9AE:P01B_Wolf_LL_Quest_Reward:LVLI	00454CBC:E01B_Encryptid_RecallTerminal:TERM	0056F554:E01B_Encryptid_RecallTerminalSub:TERM																																																																													
003FAB67	WatogaSewersKey01	Maintenance Key		0						KeyChains [TRNS:00248893]	Props\Key01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	0																																																																																		
003FCBC7	W05_MQS_201P_HornwrightSaferoomKeycard	Hornwright Safe Room Access Card		0						KeyChains [TRNS:00248893]	Props\GenericKeycard01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	6	003F28C3:W05_MQS_201P:QUST	00405857::REFR	00584967:W05_MQS_201P_SafeRoom_IDCardReader:ACTI	00590262::REFR	005A0E03::REFR	005A1026::REFR																																																																												
004040FF	DomeKeycard	Dome Access Card		0						KeyChains [TRNS:00248893]	Props/GenericKeycard01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	0																																																																																		
0040CFAB	WU_ShopsKey	Shopping Plaza Key		0						Keys [TRNS:001AB213]	Props\Key_Chain01.nif	Caps001 "Cap" [CNCY:0000000F]	1	0.000000	3	0040CF96::REFR	0040CFAC::REFR	00554D22::REFR																																																																															
0040D7FE	WU_TunnelsKey	Storage Tunnels Key		0						Keys [TRNS:001AB213]	Props\Key_Chain01.nif	Caps001 "Cap" [CNCY:0000000F]	1	0.000000	7	00411214::REFR	00428C7C::REFR	00428C7D::REFR	00428C7E::REFR	00428C7F::REFR	004292D4::REFR	004292D6:COMP_AllyGarageDoor:REFR																																																																											
0040FA9C	W05_MQ_002P_BossDoorKey	WV Lumber Co. Office Key		0						MiscNoteKey [TRNS:00248896]	Props\Note_LowPoly.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	1	0040FAA2:W05_MQ_002P_Radical_IntercomTEMP:NPC_																																																																																	
0041A33A	W05_MQ_003P_Muscle_AssaultronRoomKey	Assaultron Showroom Key		0						KeyChains [TRNS:00248893]	Props\Key03.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	5	00411EC0::REFR	0041A386::REFR	0041A389::REFR	0041A39D:W05_MQ_003P_Muscle:QUST	005537E0:W05_MQ_003P_Muscle_DuncanNDuncanQuest_Interior:QUST																																																																													
0041A33B	W05_MQ_003P_Muscle_ProtectronRoomKey	Protectron Showroom Key		0						KeyChains [TRNS:00248893]	Props\Key01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	5	00411C85::REFR	00411CB7::REFR	00411E9D::REFR	0041A39D:W05_MQ_003P_Muscle:QUST	005537E0:W05_MQ_003P_Muscle_DuncanNDuncanQuest_Interior:QUST																																																																													
0041A33C	W05_MQ_003P_Muscle_HandyRoomKey	Mr. Handy Showroom Key		0						KeyChains [TRNS:00248893]	Props\Key02.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	5	00411EB1::REFR	0041A388::REFR	0041A38A::REFR	0041A39D:W05_MQ_003P_Muscle:QUST	005537E0:W05_MQ_003P_Muscle_DuncanNDuncanQuest_Interior:QUST																																																																													
0041B85D	W05_MQ_101P_A_RepairTerminalKey	Terminal Password		0						KeyChains [TRNS:00248893]	Props/Holotape_Prop.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	003FBC0D:W05_MQ_101P_A:QUST	0041B839:W05_MQ_101P_A_RepairTerminal:TERM																																																																																
00424636	GraftonSteelUndergroundKeycard	Grafton Steel Security Override		0						KeyChains [TRNS:00248893]	Props\GenericKeycard01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	1	00424643:LLD_Creature_Robot_SentryBot_GraftonSteelUnderground:LVLI																																																																																	
00424849	W05_MQ_004P_Crane_CacheKeycard	RobCo Experimental Cache Keycard		0						KeyChains [TRNS:00248893]	Props\GenericKeycard01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	3	004121A9::REFR	0041C976:W05_MQ_004P_Crane:QUST	0059FC45::REFR																																																																															
00424836	W05_MQ_004P_Crane_CraneRoomKey	Wayward Upstairs Room Key		0						KeyChains [TRNS:00248893]	Props\Key02.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	00405EA1:W05_Wayward_Duchess:NPC_	004267E7::REFR																																																																																
0041F4CA	LC096_MorgantownAirport_Keycard	Morgantown Airport Security Keycard		0						KeyChains [TRNS:00248893]	Props\GenericKeycard01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	4	003C4C23:RS01B_Contact:QUST	0041F469::REFR	0041F4A3::REFR	0041F4CB::REFR																																																																														
00429AC3	WL035_FloydKey	Floyd's Key		0						Keys [TRNS:001AB213]	Props\Key_Chain01.nif	Caps001 "Cap" [CNCY:0000000F]	1	0.000000	5	00429CD2::REFR	0059298E::REFR	005FAB48::REFR	005FAB4D::REFR	005FAB52::REFR																																																																													
00429AC4	WL035_EarlKey	Earl's Key		0						Keys [TRNS:001AB213]	props/key01.nif	Caps001 "Cap" [CNCY:0000000F]	1	0.000000	2	00429CD5::REFR	00429D3E::REFR																																																																																
0042A7CB	POI286_GauleyMineExitKey	Gauley Mine Exit Key		0						KeyChains [TRNS:00248893]	Props\Key01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	001B3F8C:DEBUG_QuestMaster_LVC:QUST	0041A39D:W05_MQ_003P_Muscle:QUST																																																																																
0042F24B	WL020_Key02	Lev's Hideout Key		0						KeyChains [TRNS:00248893]	Props\Key01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	3	0042F178::REFR	0042F179::REFR	00535E55:W05_MQR_204P:QUST																																																																															
0042F24A	WL020_Key01	Manager's Key		0						KeyChains [TRNS:00248893]	Props\Key01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	0																																																																																		
00427589	P03L_Cage_Key	Cage Key		0						Keys [TRNS:001AB213]	Props\Key_Chain01.nif	Caps001 "Cap" [CNCY:0000000F]	1	0.000000	2	004273D8:P03L_McCreary_Scenes:QUST	00427572::REFR																																																																																
00540E0B	WU_GarageAKey	Garage Alpha Key		0						Keys [TRNS:001AB213]	Props\Key_Chain01.nif	Caps001 "Cap" [CNCY:0000000F]	1	0.000000	0																																																																																		
00546C1E	W05_MQ_102P_ReactorKey	Reactor Key		0						KeyChains [TRNS:00248893]	Props\Key03.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	5	0003EB76::REFR	003FFACF:W05_MQ_102P:QUST	00546BFF::INFO	0054B3C3::REFR	0054B3C5::REFR																																																																													
00547570	WL048_MausoleumKey	Kanawha Mausoleum Key		0						KeyChains [TRNS:00248893]	props/key_chain01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	00120CC4::REFR	00547571::REFR																																																																																
00547CA5	Vault79ShootingRangePassword	Shooting Range Password		0						KeyChains [TRNS:00248893]	Props\Holotape_Prop.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	00543958::REFR	00547CA6::REFR																																																																																
0054EF21	W05_MQ_101P_OverseerHomeKey	Overseer's Basement Key		0						Keys [TRNS:001AB213]	props/key03.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	003FBBB2:W05_MQ_101P:QUST	00549DDF::REFR																																																																																
00553840	W05_MQ_003P_Muscle_AssaultronRoomCard	Assaultron Showroom Access Card		1	003D4327:UnsellableObject:KYWD					KeyChains [TRNS:00248893]	Props\GenericKeycard01.nif	Caps001 "Cap" [CNCY:0000000F]	500	0.000000	5	0041A335:W05_MQ_003P_Muscle_VendorChest_Skinner:CONT	0041A39D:W05_MQ_003P_Muscle:QUST	005537E0:W05_MQ_003P_Muscle_DuncanNDuncanQuest_Interior:QUST	0055384D:W05_MQ_003P_Muscle_IDCardReader_Assaultron:ACTI	0055384F:W05_MQ_003P_Muscle_IDCardReader_HandyMulti:ACTI																																																																													
00553841	W05_MQ_003P_Muscle_HandyRoomAccessCard	Mr. Handy Showroom Access Card		1	003D4327:UnsellableObject:KYWD					KeyChains [TRNS:00248893]	Props\GenericKeycard01.nif	Caps001 "Cap" [CNCY:0000000F]	350	0.000000	5	0041A335:W05_MQ_003P_Muscle_VendorChest_Skinner:CONT	0041A39D:W05_MQ_003P_Muscle:QUST	005537E0:W05_MQ_003P_Muscle_DuncanNDuncanQuest_Interior:QUST	0055384F:W05_MQ_003P_Muscle_IDCardReader_HandyMulti:ACTI	00553851:W05_MQ_003P_Muscle_IDCardReader_Handy:ACTI																																																																													
00553842	W05_MQ_003P_Muscle_ProtectronRoomAccessCard	Protectron Showroom Access Card		1	003D4327:UnsellableObject:KYWD					KeyChains [TRNS:00248893]	Props\GenericKeycard01.nif	Caps001 "Cap" [CNCY:0000000F]	250	0.000000	4	0041A335:W05_MQ_003P_Muscle_VendorChest_Skinner:CONT	0041A39D:W05_MQ_003P_Muscle:QUST	005537E0:W05_MQ_003P_Muscle_DuncanNDuncanQuest_Interior:QUST	00553850:W05_MQ_003P_Muscle_IDCardReader_Protectron:ACTI																																																																														
00553A9D	DELETED_UCB_PRC_MainDoorKey01	Communist Facility Key		0						Keys [TRNS:001AB213]	Props\Key_Chain01.nif	Caps001 "Cap" [CNCY:0000000F]	1	0.000000	0																																																																																		
00553A9E	UCB_PRC_BasementKey01	PRC Motherlode Access Key		0						Keys [TRNS:001AB213]	Props\Key_Chain01.nif	Caps001 "Cap" [CNCY:0000000F]	1	0.000000	4	005378A1:WL038MotherlodeDrillTrigger:ACTI	00553AAF::REFR	00553D50:LvlPRCGhoul_Commander_Inside:NPC_	0055630D::REFR																																																																														
003F787F	V94_2_Robot_WorkroomKey	Vault 94 Workroom Key		0						KeyChains [TRNS:00248893]	props/Key01_Flat.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	003F4720:V94_2:QUST	003F521F::REFR																																																																																
003F7881	V94_2_Robot_MaintenanceKey	Vault 94 Maintenance Key		0						KeyChains [TRNS:00248893]	props/Key03_Flat.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	8	003F4720:V94_2:QUST	003F5213::REFR	003F5214::REFR	003F5218::REFR	003F5219::REFR	003F5221::REFR	003F5222::REFR	003F5223::REFR																																																																										
003F787E	V94_2_Robot_NurseryKey	Vault 94 Nursery Key		0						KeyChains [TRNS:00248893]	props/Key02_Flat.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	003F4720:V94_2:QUST	003F521C::REFR																																																																																
003F7880	V94_2_Robot_StorageKey	Vault 94 Storage Room Key		0						KeyChains [TRNS:00248893]	props/Key03_Flat.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	3	003F4720:V94_2:QUST	003F5212::REFR	003F5233::REFR																																																																															
003F87A0	V94_2_Utility_MaintenancePassword	Tyrone Hayes' Password		0						MiscHolotape [TRNS:000995A5]	animobjects/V96_Holotape02d.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	003F4720:V94_2:QUST	003F880D:V94_2_Utility_UtilityRoomWallTerminal:TERM																																																																																
003F879F	CUT_V94_1_Utility_MaintenancePassword	Tyrone Hayes' Password		1	003F78D1:CUT_VaultSystemFixupObject_Holotape:KYWD					MiscHolotape [TRNS:000995A5]	Props\Holotape_Prop.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	0																																																																																		
0041F8B5	V96_2_ResidentIDCard	Vault 96 ID Card		0						KeyChains [TRNS:00248893]	props/GenericKeycard01_Flat05.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	0041F7FF:V96_2:QUST	0041F8B6:V96_2_Access_AtriumRoomIDCardReader:ACTI																																																																																
00422B9B	V96_2_Access_Password03	Jeanette Higgins' Password		0						MiscHolotape [TRNS:000995A5]	animobjects/V96_Holotape02c.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	003F3945:V96_2_Access_OverseerSecurityTerminal:TERM	0041F7FF:V96_2:QUST																																																																																
00422B99	V96_2_Access_Password01	Nina Valaya's Password		0						MiscHolotape [TRNS:000995A5]	animobjects/V96_Holotape02c.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	003F3945:V96_2_Access_OverseerSecurityTerminal:TERM	0041F7FF:V96_2:QUST																																																																																
00422B9C	V96_2_Access_Password04	Hans Memling's Password		0						MiscHolotape [TRNS:000995A5]	animobjects/V96_Holotape02c.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	003F3945:V96_2_Access_OverseerSecurityTerminal:TERM	0041F7FF:V96_2:QUST																																																																																
00422B9A	V96_2_Access_Password02	Molly Cooper's Password		0						MiscHolotape [TRNS:000995A5]	animobjects/V96_Holotape02c.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	003F3945:V96_2_Access_OverseerSecurityTerminal:TERM	0041F7FF:V96_2:QUST																																																																																
004273A4	CUT_V96_2_Analysis_DatabankXXX	Vault 96 Databank		0						MiscHolotape [TRNS:000995A5]	animobjects/V96_Holotape02f.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	0																																																																																		
00547925	V96_1_Engineering_DeconStationPassword7	Decontamination Station 7 Password		0						MiscHolotape [TRNS:000995A5]	animobjects/V96_Holotape02d.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	1	0053E885:V96_1:QUST																																																																																	
00547924	V96_1_Engineering_DeconStationPassword6	Decontamination Station 6 Password		0						MiscHolotape [TRNS:000995A5]	animobjects/V96_Holotape02d.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	1	0053E885:V96_1:QUST																																																																																	
00547922	V96_1_Engineering_DeconStationPassword4	Decontamination Station 4 Password		0						MiscHolotape [TRNS:000995A5]	animobjects/V96_Holotape02d.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	1	0053E885:V96_1:QUST																																																																																	
00547921	V96_1_Engineering_DeconStationPassword3	Decontamination Station 3 Password		0						MiscHolotape [TRNS:000995A5]	animobjects/V96_Holotape02d.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	1	0053E885:V96_1:QUST																																																																																	
00547920	V96_1_Engineering_DeconStationPassword2	Decontamination Station 2 Password		0						MiscHolotape [TRNS:000995A5]	animobjects/V96_Holotape02d.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	1	0053E885:V96_1:QUST																																																																																	
00547923	V96_1_Engineering_DeconStationPassword5	Decontamination Station 5 Password		0						MiscHolotape [TRNS:000995A5]	animobjects/V96_Holotape02d.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	1	0053E885:V96_1:QUST																																																																																	
0055ADA7	W05_MQ_004P_Crane_CacheControlRoomKey	Cache Control Room Key		0						KeyChains [TRNS:00248893]	Props\Key02.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	00415BC6::REFR	0055ADCD::REFR																																																																																
0055C604	W05_MQR_203P_HalRoomKey	Arena Slave Quarters Key		0						KeyChains [TRNS:00248893]	Props\Key01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	3	004221FA::REFR	0042F31B:W05_MQR_203P:QUST	0055B0BD::REFR																																																																															
0056B779	W05_MQR_202P_SectorCharlieKeycard	Grafton Steel Sector Charlie Keycard		0						KeyChains [TRNS:00248893]	Props\GenericKeycard01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	0041C9E6:W05_MQR_202P:QUST	0056B77B::REFR																																																																																
0056BEC3	W05_MQR_202P_SectorAlphaKeycard	Grafton Steel Sector Alpha Keycard		0						KeyChains [TRNS:00248893]	Props\GenericKeycard01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	3	0041C9E6:W05_MQR_202P:QUST	0056B777:W05_MQR_202P_IDCardReader01:REFR	0056BEC4::REFR																																																																															
0056F28A	W05_RE_ObjectBB02Key	Box Key		0						Keys [TRNS:001AB213]	props/Key01_Flat.nif	Caps001 "Cap" [CNCY:0000000F]	1	0.000000	0																																																																																		
00571F62	DELETEDCOMP_Astronaut_015_Key_RDLab	U.S.S.A. R&D Access		2	001CC46A:UnscrappableObject:KYWD	003D4327:UnsellableObject:KYWD				KeyChains [TRNS:00248893]	Props\GenericKeycard01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	0																																																																																		
005723B9	W05_MQR_205P_FacilitiesManagementKeycard	Vault 79 Facilities Management Keycard		0						KeyChains [TRNS:00248893]	Props\GenericKeycard01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	00548B7A:W05_MQR_205P:QUST	00573EFD::REFR																																																																																
00572A40	WL005_WorkerBreakroomKey	Grafton Steel Closet Key		0						Keys [TRNS:001AB213]	Props\Key_Chain01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	00570744::REFR	00572A41::REFR																																																																																
00573194	COMP_Astronaut_Outtro_Keycard_ATHENA	U.S.S.A. Access Keycard		0						KeyChains [TRNS:00248893]	Props\GenericKeycard01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	4	0056BF31:COMP_Quest_Outtro_Full_Astronaut:QUST	00571F05:COMP_RQ_Fetch_SpecificAliases_Astronaut_015_LabRat:QUST	00599549::REFR	005A2888:COMP_RQ_Fetch_KnownObjectsList:FLST																																																																														
00574B9F	COMP_Key_Jail_Beckett	Beckett's Jail Cell Key		0						Keys [TRNS:001AB213]	Props\Key02.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	3	00574625:COMP_Quest_Intro_Full_Beckett:QUST	00574B97:REF_COMP_Beckett_Door_Jail:REFR	00582161:DELETED_COMP_Quest_Outtro_Full_Beckett:QUST																																																																															
00586389	W05_MQS_204P_TheMazeID	Hornwright Testing Area ID		0						KeyChains [TRNS:00248893]	SetDressing\CardReader\HornwrightID.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	4	0040C458:W05_MQS_204P:QUST	00584F29:W05_MQS_204P_TheMazeLoad_IDCardReader:ACTI	00592E86::REFR	00592E87::REFR																																																																														
0058C78D	W05_MQS_201P_HornwrightEstateLabKeycard	Hornwright Estate Lab Key		0						KeyChains [TRNS:00248893]	props/key01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	0033BB23::REFR	003F28C3:W05_MQS_201P:QUST																																																																																
0058D5BA	WU_DollKey	Dollmaker's Key		0						Keys [TRNS:001AB213]	Props\Key_Chain01.nif	Caps001 "Cap" [CNCY:0000000F]	1	0.000000	0																																																																																		
0059250C	W05_Vault79Operations_KeyCard	Vault 79 Access Card		0						KeyChains [TRNS:00248893]	Props/GenericKeycard01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	0054EDB9:W05_MQA_206P:QUST	00591E69:ClassifiedVaultAccessLaserGridRef:REFR																																																																																
005930F2	W05_Raider_JohnnyPassword	Johnny's Password		0						Keys [TRNS:001AB213]	Props\Holotape_Prop.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	4	0042F54B:W05_Raider_Johnny:NPC_	0058EAC9:W05_Raider_JohnnyTerminalRef:REFR	005A3512:W05_Raider_Johnny_Crater:NPC_	005A35CE:W05_Raider_Johnny_Test:NPC_																																																																														
00596E63	W05_MQ_003P_Muscle_DnDAccessCard	Duncan & Duncan Entrance Card		1	003D4327:UnsellableObject:KYWD					KeyChains [TRNS:00248893]	Props\GenericKeycard01.nif	Caps001 "Cap" [CNCY:0000000F]	250	0.000000	2	0041A39D:W05_MQ_003P_Muscle:QUST	00596E62:W05_MQ_003P_Muscle_DnD_EntranceIDCardReader:ACTI																																																																																
0059EB03	W05_MQR_203P_ArenaDoorKey			0						KeyChains [TRNS:00248893]	Props\Key01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	0026A354::REFR	0042F31B:W05_MQR_203P:QUST																																																																																
005A0051	WL006_TurretSecurityTermialKey	Bravo Sector Security Password		0						MiscHolotape [TRNS:000995A5]	Props\Holotape_Prop.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	4	005A00F8::REFR	005A00F9::REFR	005A00FC::REFR	005A00FD::REFR																																																																														
005A03F2	WU_MainKey	Watoga Underground Key		0						Keys [TRNS:001AB213]	Props\Key_Chain01.nif	Caps001 "Cap" [CNCY:0000000F]	1	0.000000	3	005A0405::REFR	005A05DE:COMP_Quest_Outro_Full_Beckett:QUST	005B01BA::REFR																																																																															
005CB58C	BS01_MQ04_Arms_ThroneDoorKey	Throne Room Key		0						KeyChains [TRNS:00248893]	Props\Key01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	005C618C:DaggersDenInteriorDoor02:REFR	005CB547:BS01_MQ04_Arms:QUST																																																																																
005CB58B	BS01_MQ04_Arms_SupplyCrateKey	Dagger's Key		0						KeyChains [TRNS:00248893]	Props\Key01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	3	005CB547:BS01_MQ04_Arms:QUST	005CB5A0::REFR	005E43A0::REFR																																																																															
005DB37B	SHELS01_ReubenSafeKey	Reuben's Safe Key		2	001CC46A:UnscrappableObject:KYWD	003ECB8C:NonDroppable:KYWD				Keys [TRNS:001AB213]	Props\Key_Chain01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	4	005C785E:SHELS01_ReubenKeyMiscObjective:QUST	005DB4DA:SHELS01_InvestigateCorpseAtIsolatedCabinMiscObjective:QUST	005DC5DB:SHELS01_FindTheKeyMiscObjective:QUST	005DC663::REFR																																																																														
005D80DB	BS01_Valdez_Terminal_Password	Scribe Valdez's Terminal Password		0						KeyChains [TRNS:00248893]	Props/Holotape_Prop.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	3	005B79EB:BS01_MQ02_Invention:QUST	005CB793:BS01_Valdez_Terminal_Ref:REFR	005D2AFF:BS01_MQ05_Raiders:QUST																																																																															
005D99B3	BS01_MQ06_Settlers_MineKey	Kerwood Back Tunnel Key		0						Keys [TRNS:001AB213]	props/key03.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	3	005D1F89:BS01_MQ06_Settlers:QUST	005D9887::REFR	005D9888::REFR																																																																															
005D99B4	BS01_MQ06_Settlers_WeaponsKey	BOS Weapons Key		0						Keys [TRNS:001AB213]	props/key03.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	005D1F89:BS01_MQ06_Settlers:QUST	005D936A::REFR																																																																																
005DB4EE	BS01_MQ06_Settlers_TerminalPassword	Seecrut Passwurd "12345"		0						KeyChains [TRNS:00248893]	Props/Holotape_Prop.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	005D1F89:BS01_MQ06_Settlers:QUST	005DB4FD:BS01_MQ06_Settlers_Terminal:TERM																																																																																
005E4887	BS01_MQ07_HoldingCellKeyCard01	Holding Cell Keycard		0						KeyChains [TRNS:00248893]	Props\GenericKeycard01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	005DC4FE:BS01_MQ07_Over:QUST	005E488B::REFR																																																																																
005E7029	BS01_MQ07_Over_LockerKey	Walton Footlocker Key		0						KeyChains [TRNS:00248893]	Props\Key01.nif	Caps001 "Cap" [CNCY:0000000F]	0	0.000000	2	005E702A:BS01_MQ07_Loot_CorpseEnclaveMale03:NPC_	005E7042::REFR																																																																																
