ACTI_FormID	ACTI_EDID	ACTI_FULL	XALG_Flags	CanBeInstanced	KeywordCount	PropCount	VMAD_ScriptCount	VMAD_Scripts
00543E0D	W05_SettlersDaily_Clinic_DepositContainer	Donation Box		False	0	0	0	
00543E14	W05_SettlersDaily_Painting_Target02	Raider Graffiti		False	0	0	0	
00543E37	W05_SettlersDaily_Fieldhand_Target04	Livestock Trough		False	0	0	0	
00543E11	W05_SettlersDaily_Stew_DepositContainer	Donation Box		False	0	0	0	
00543E36	W05_SettlersDaily_Fieldhand_Target03	Livestock Trough		False	0	0	0	
00543E13	W05_SettlersDaily_Painting_Target01	Raider Graffiti		False	0	0	0	
00543E0F	W05_SettlersDaily_Restock_DepositContainer	Donation Box		False	0	0	0	
00544B95	WaterCircle1024IntMurkyPuddle_WL005				0	0	0	
00546FAC	W05_MQ_004P_VaultScanner				0	0	0	
005480BF	W05_MQ_002P_PaintCanActivator	Paint Can		False	0	0	0	
005441D5	ATX_Babylon_HighTechCeilingLight_Clean	Clean Modern Ceiling Light	Premium	False	0	0	0	
00548230	NukaPlant_Generator	Power Box		False	0	0	0	
00548232	NukaPlant_PowerBox	Power Box		False	0	0	0	
0054822F	PowerBox_Ajar_Activator	Power Box		False	0	0	0	
00548D49	W05_MQR_205P_EndDoorTrigger				0	0	0	
00548D20	WL003_PASpeaker				0	0	0	
00548D71	W05_MQR_205P_SecurityTrigger				0	0	0	
00548D01	WL003_PASystemRadioTransmitter	Vault 79 PA Radio Transmitter		False	0	0	0	
00548D74	W05_MQR_205P_OptionalRoomTrigger				0	0	0	
00549733	W05_MQS_201P_Lookat_Trigger	Pip-Boy 2000 Mk VII Transmitter Schematic	Camera Weapon Detectable	False	0	0	0	
0054A729	W05_Daily_F01_RadioTransmitter	Foundation Property Tracker		False	0	0	0	
0054A75B	RadioBoxAppalachia_On_WL005	Radio		False	0	0	0	
0054ABB9	W05_MQR_202P_PASpeaker				0	0	0	
0054ACC5	CircuitBreaker_WL005	Circuit Breaker		False	0	0	0	
0054AD39	W05_Daily_PhotoCraterExt01LookatTrigger	Small Camp	Camera Weapon Detectable	False	0	0	0	
0054AD38	W05_Daily_PhotoFoundationExt01LookatTrigger	Watchtower	Camera Weapon Detectable	False	0	0	0	
0054EB26	W05_Daily_PhotoFoundationInt01LookatTrigger	Foundation Generator	Camera Weapon Detectable	False	0	0	0	
0054EF7D	W05_MQA_206P_JohnnyTrigger				0	0	0	
0054B400	E02A_Meat_BBQ_GrillActivator	Grahm's Meat Grill		False	0	0	0	
0054A931	ATX_SmokeMachine	Smoke Machine	Premium	False	0	0	0	
0054ADD9	ATX_NeonStarSign_July4th	Freedom Stars Neon Sign	Premium	False	0	0	0	
0054E31A	E02A_Meat_BBQ_ChallyFeedPile	Chally's Feed Pile		False	0	0	0	
0054E32F	ATX_Babylon_WorkshopPlayerVendingMachine_NukaCola	Nuka-Cola Vending Machine	Premium	False	0	0	0	
005537D3	W05_MQR_201P_ApproachingLouTrigger				0	0	0	
005537DD	W05_MQR_201P_WeaselWall02Trigger				0	0	0	
0055384D	W05_MQ_003P_Muscle_IDCardReader_Assaultron	Assaultron Showroom Card Reader		False	0	0	0	
0055384E	W05_MQ_003P_SecretDoorTrigger	Boarded Up Door		False	0	0	0	
0055384F	W05_MQ_003P_Muscle_IDCardReader_HandyMulti	Mr. Handy Showroom Card Reader		False	0	0	0	
00553850	W05_MQ_003P_Muscle_IDCardReader_Protectron	Protectron Showroom Card Reader		False	0	0	0	
00553851	W05_MQ_003P_Muscle_IDCardReader_Handy	Mr. Handy Showroom Card Reader		False	0	0	0	
00553AF1	W05_MQA_206P_ChaseTrigger				0	0	0	
005544AE	W05_MQR_201P_DeathTrap01Trigger				0	0	0	
005544B0	W05_MQR_201P_DeathTrap02Trigger				0	0	0	
005544AB	W05_MQR_201P_DeathTrap03BTrigger				0	0	0	
005544A8	W05_MQR_201P_DeathTrap03ATrigger				0	0	0	
005544AC	W05_MQR_201P_DeathTrap03CTrigger				0	0	0	
005544DC	W05_MQS_201P_Activator_Airplane	Airplane		False	0	0	0	
00555B16	W05_Community_Treehouse_Village_Lights_Activator	Fuse Box		False	0	0	0	
00556D46	W05_MQ_003P_HamRadioOFF	Ham Radio		False	0	0	0	
00556EC8	HitDoorLgBroken01Activator				0	0	0	
00556EBA	HitDoorsmBroken01Activator				0	0	0	
003F1E8E	V94_3_SeedBankPanelRight	Seed Bank		False	0	0	0	
003F1EC5	V96_1_IndSmPipe1WayHalf01Breakable	Cryogenics System Pipe		False	0	0	0	
003F1EC4	DEL_V96_IndSmPipe1WayHalf01Activator_DELETE				0	0	0	
003F1EC6	V96_1_IndSmPipe2Way01Breakable	Cryogenics System Pipe		False	0	0	0	
003F1EC3	V96_1_IndSmPipe1Way01Breakable	Cryogenics System Pipe		False	0	0	0	
003F3879	V94_3_IndSmPipe1Way01BreakableShort	Flood Control Pipe		False	0	0	0	
003F387A	V94_3_IndSmPipe1WayHalf01BreakableShort	Flood Control Pipe		False	0	0	0	
003F387E	V94_1_IndSmPipe2Way01BreakableShort	Flood Control Pipe		False	0	0	0	
003F387B	V94_3_IndSmPipe2Way01BreakableShort	Flood Control Pipe		False	0	0	0	
003F387D	V94_1_IndSmPipe1WayHalf01BreakableShort	Flood Control Pipe		False	0	0	0	
003F387C	V94_1_IndSmPipe1Way01BreakableShort	Flood Control Pipe		False	0	0	0	
003F38D3	Vault_ToggleButton	Button		False	0	0	0	
003F38BD	Vault_KlaxonLight01				0	0	0	
003F38B4	Vault_VltSecurityGate				0	0	0	
003F38B5	Vault_VltSecurityGate02				0	0	0	
003F38D9	Vault_Valve	Valve		False	0	0	0	
003F38D4	Vault_HandScanner	Hand Scanner		False	0	0	0	
003F38BE	Vault_EmergencyLightAnim01				0	0	0	
003F38D2	Vault_CircuitBreaker	Circuit Breaker		False	0	0	0	
003F38BC	Vault_RedR_ButtonBox	Button		False	0	0	0	
003F38D5	Vault_IDCardReader01	ID Card Reader		False	0	0	0	
003F4723	Vault_DotMatrixPrinter01	Printer		False	0	0	0	
003F472A	Vault_IndustrialMachineTurbine01				0	0	0	
003F4722	Vault_DeconArch01				0	0	0	
003F473A	Vault_VltSecurityGateWide02				0	0	0	
003F5017	V94_ReactorChemConsole_Primary	Primary Reactor Catalyst Receptacle		False	0	0	0	
003F501C	V94_1_ReactorEventIDCardReader_Secondary	Secondary Reactor Control Card Reader		False	0	0	0	
003F501E	V94_1_ReactorEventHandScanner_Control	Control Console Hand Scanner		False	0	0	0	
003F5015	V94_1_ReactorEventIDCardReader_Primary	Primary Reactor Control Card Reader		False	0	0	0	
003F501A	V94_ReactorChemConsole_Secondary	Secondary Reactor Catalyst Receptacle		False	0	0	0	
003F5018	V94_ReactorInterlockPanel_Primary	Primary Reactor Interlock Panel		False	0	0	0	
003F5016	V94_1_ReactorEventHandScanner_Primary	Primary Reactor Hand Scanner		False	0	0	0	
003F501D	V94_3_ReactorEventIDCardReader_Secondary	Secondary Reactor Control Card Reader		False	0	0	0	
003F501B	V94_1_ReactorEventHandScanner_Secondary	Secondary Reactor Hand Scanner		False	0	0	0	
003F5019	V94_ReactorInterlockPanel_Secondary	Secondary Reactor Interlock Panel		False	0	0	0	
003F5014	V94_3_ReactorEventIDCardReader_Primary	Primary Reactor Control Card Reader		False	0	0	0	
003F5196	CameraAttachSprinklerSpray				0	0	0	
003F5197	V94_CameraAttachSprinklerSpray				0	0	0	
003F60FB	EnableMarkerAlwaysSynced				0	0	0	
003F700B	V94_2_Vote_IDCardReaderNay	Vault 94 Voting Station - 'Nay'		False	0	0	0	
003F7009	V94_2_Vote_IDCardReaderAye	Vault 94 Voting Station - 'Aye'		False	0	0	0	
003F6F85	V94_2_UtilityRoomDoor_NoNativeTerminal				0	0	0	
003F6F23	V94_GreenhouseChemConsolePanel	Canister Receptacle		False	0	0	0	
003F78E5	V94_2_GECKDamage				0	0	0	
003F807A	V94_2_SeedBankPanelLeft	Seed Bank		False	0	0	0	
003F7FDC	V94_2_RadiationHazardTrigger				0	0	0	
003F807B	V94_2_SeedBankPanelRight	Seed Bank		False	0	0	0	
003F807D	V94_2_ChemBankPanelRight	Chemical Bank		False	0	0	0	
003F807C	V94_2_ChemBankPanelLeft	Chemical Bank		False	0	0	0	
003FC1FD	V94_2_IndSmPipe1Way01Breakable	Containment System Pipe		False	0	0	0	
003FC1FE	V94_2_IndSmPipe1WayHalf01Breakable	Containment System Pipe		False	0	0	0	
003FC1FF	V94_2_IndSmPipe2Way01Breakable	Containment System Pipe		False	0	0	0	
003FEE41	V96_DeconMistActivator				0	0	0	
003FEE42	V96_DeconMistVentCeiling01FX				0	0	0	
003FEE43	V96_DeconMistVentCeiling02BigFX				0	0	0	
00405711	V96_QuantumFieldGenerator	Quantum Field Generator		False	0	0	0	
00405D21	VaultSystemExploitCheckTrigger				0	0	0	
0040C2B8	V94_0_VaultSystemExploitCheckTrigger				0	0	0	
0040C2B5	V94_2_VaultSystemExploitCheckTrigger				0	0	0	
0040C2B4	V94_1_VaultSystemExploitCheckTrigger				0	0	0	
0040C2B6	V94_3_VaultSystemExploitCheckTrigger				0	0	0	
0040D6E4	Vault_DefaultEmptyTriggerNonPlayerOnly				0	0	0	
0040E28C	VltDoorWide01_Activator02DUPLICATE000				0	0	0	
0040E609	V94_Water1024IntMurkyDefault				0	0	0	
0040E61B	Vault_RespiteZoneExitToggleButton	Button		False	0	0	0	
00411FE8	V94_Water1024IntMurkyDefaultMovable				0	0	0	
0041FE5B	V96_2_Analysis_SprinklerSystemValve	Sprinkler System Valve		False	0	0	0	
0041F8B6	V96_2_Access_AtriumRoomIDCardReader	ID Card Reader		False	0	0	0	
0041FE85	V96_Analysis_ToggleButton06	Refresh Network Address		False	0	0	0	
0041FE84	V96_Analysis_ToggleButton05	Release Network Address		False	0	0	0	
0041F818	V96_RadioTransmitter	Vault 96 Emergency Broadcast		False	0	0	0	
0041FE81	V96_Analysis_ToggleButton02	Cycle Network Protocol		False	0	0	0	
0041FE83	V96_Analysis_ToggleButton04	Reset Network Controller		False	0	0	0	
0041FE87	V96_Analysis_ToggleButton08	Reset Output Ports		False	0	0	0	
0041FE93	V96_Analysis_ToggleButtonController				0	0	0	
0041FE97	V96_Analysis_Keypad03	Data Entry Keypad 3		False	0	0	0	
0041FA1E	V96_2_Analyze_MainframeCoreConsolePanel			False	0	0	0	
0041FA87	V96_2_Scan_InfectedMainframeCoreConsolePanel			False	0	0	0	
0041FA72	V96_2_QuantumCellPanel	Quantum Inverter		False	0	0	0	
0041FE96	V96_Analysis_Keypad02	Data Entry Keypad 2		False	0	0	0	
0041FE98	V96_Analysis_Keypad04	Data Entry Keypad 4		False	0	0	0	
0041FDFF	V96_2_Scan_MainframeCoreReformatterConsolePanel	Mainframe Core Reformatter		False	0	0	0	
0041FE78	V96_Analysis_ToggleButton01	Network Power Switch		False	0	0	0	
0041FE82	V96_Analysis_ToggleButton03	Flush Network Cache		False	0	0	0	
0041FE95	V96_Analysis_Keypad01	Data Entry Keypad 1		False	0	0	0	
0041FE86	V96_Analysis_ToggleButton07	Reset Input Ports		False	0	0	0	
00422D10	Vault_VltSecurityGate_NoNativeTerminal				0	0	0	
00424B8A	V96_2_AnalysisPrinter01	Research Lab Printer #1		False	0	0	0	
00424B8C	V96_2_AnalysisPrinter03	Research Lab Printer #3		False	0	0	0	
00424B8B	V96_2_AnalysisPrinter02	Research Lab Printer #2		False	0	0	0	
00424B8D	V96_2_AnalysisPrinter04	Research Lab Printer #4		False	0	0	0	
00424BBC	V96_2_Analysis_CircuitBreakers	Circuit Breaker		False	0	0	0	
00427145	WaterV94Res01				0	0	0	
00427838	V96_2_Scan_MainframeLight				0	0	0	
00428B50	V96_CameraAttachSprinklerSpray				0	0	0	
0042A261	Vault_VltSecurityGateWide02_NoNativeTerminal				0	0	0	
0042AAF4	V96_2_Access_RoomMarker				0	0	0	
0053F198	V96Exterior_TempVltGearDoor				0	0	0	
0053F3E5	CUT_V96_MainframeCoreConsolePanel01				0	0	0	
0053F3E6	CUT_V96_MainFrameCoreReformatter01				0	0	0	
0053F3F5	MainframeCoreConsolePanel01b				0	0	0	
00541B7F	V96_1_Mainframe_QuantumCellPanel	Quantum Inverter		False	0	0	0	
00541BF6	V96_1_Engineering_CodePrinter	Printer		False	0	0	0	
00541B14	V96_1_Genetics_ResearchStationCentrifuge	Automated Centrifuge		False	0	0	0	
00541DE4	V96_1_Research_SprinklerInjectionPort	Sprinkler Injection Port		False	0	0	0	
00541DDA	V96_1_Research_ChemicalProcessingStationPanel	Chemical Processing Unit		False	0	0	0	
00541C6F	V96_2_Cryo_CryoValve	Sprinkler System Valve		False	0	0	0	
00546DA8	V96_1_RespiteZoneExitToggleButton	Button		False	0	0	0	
00546DAB	V96_1_Cryo_CryoGasValve	Gas Release Valve		False	0	0	0	
0054792E	V96_1_Engineering_DeconKeypad_2	Decontamination Station 2 Keypad		False	0	0	0	
00547932	V96_1_Engineering_DeconKeypad_5	Decontamination Station 5 Keypad		False	0	0	0	
0054793A	V96_Vault_DeconArch01				0	0	0	
00547950	V96_1_Research_ChemicalProcessingStationButton	Activate Chemical Processing System		False	0	0	0	
00547933	V96_1_Engineering_DeconKeypad_4	Decontamination Station 4 Keypad		False	0	0	0	
0054792D	V96_1_Engineering_DeconKeypad_1	Decontamination Station 1 Keypad		False	0	0	0	
0054796C	V96_1_Research_SprinklerSystemValve	Sprinkler System Valve		False	0	0	0	
0054792F	V96_1_Engineering_DeconKeypad_6	Decontamination Station 6 Keypad		False	0	0	0	
00547930	V96_1_Engineering_DeconKeypad_3	Decontamination Station 3 Keypad		False	0	0	0	
00547931	V96_1_Engineering_DeconKeypad_7	Decontamination Station 7 Keypad		False	0	0	0	
00548F31	CUT_DefaultChallengeTrigger				0	0	0	
00549D41	V96_QuantumFieldProjector				0	0	0	
0054AC3D	V96_2_VaultSystemExploitCheckTrigger				0	0	0	
0054AC3B	V96_0_VaultSystemExploitCheckTrigger				0	0	0	
0054AC3C	V96_1_VaultSystemExploitCheckTrigger				0	0	0	
0054F999	BoSz03_WorkshopArtillery	Artillery Piece		False	0	0	0	
00552239	CUT_E02A_Meat_BBQ_GramophoneAnimated01	Grahm-o-Phone		False	0	0	0	
00552A82	E02A_Meat_BBQ_SnackCart	Snack Cart		False	0	0	0	
00552A83	E02A_Meat_BBQ_ChallyStinkyPile	Stinky Pile		False	0	0	0	
00552A81	E02A_Meat_BBQ_Woodpile	Woodpile		False	0	0	0	
0055352F	E02A_Meat_BBQ_Leftovers	Rotten Leftovers		False	0	0	0	
00553655	E02A_Meat_BBQ_FireActivator	Brush Fire		False	0	0	0	
0055365A	E02A_Meat_BBQ_Cooler	Cooler		False	0	0	0	
00553928	DELETED_E02A_Meat_BBQ_GramophoneAudioActivator01	Grahm-O-Phone		False	0	0	0	
00553A71	ATX_WorkshopPlayerVendingStation_FreeStates	Free states Vending Machine	Premium	False	0	0	0	
00555FFC	TrainStationAtomicShop_Kiosk_Activator	Open the Atomic Shop!		False	0	0	0	
005554F5	ATX_Lamp_Glowing_Mushroom	Glowing Mushroom Lamp	Premium	False	0	0	0	
00555D76	CUT_E02A_Meat_BBQ_SnackCartActivator	Snack Cart		False	0	0	0	
0055AD9F	W05_Wayward_VendingMachine_Ammo	Ammunition Vending Machine		False	0	0	0	
0055AD9E	W05_Wayward_VendingMachine_Medical	Medical Supplies Vending Machine		False	0	0	0	
0055B26D	W05_Wl059_Pipe_LDI	Water Pipe		False	0	0	0	
0055C600	W05_MQR_203P_JohnnyHalDoorTrigger				0	0	0	
0055C63B	W05_Daily_PhotoCraterExt02LookatTrigger	Black Bear Lodge	Camera Weapon Detectable	False	0	0	0	
0055C643	W05_Daily_PhotoFoundationInt03LookatTrigger	Mill Saw	Camera Weapon Detectable	False	0	0	0	
0055C646	W05_Daily_PhotoFoundationExt02LookatTrigger	The Freak Show	Camera Weapon Detectable	False	0	0	0	
0055C633	W05_Daily_PhotoCraterInt02LookatTrigger	Communications Area	Camera Weapon Detectable	False	0	0	0	
0055C63F	W05_Daily_PhotoCraterExt03LookatTrigger	Colonel Kelley Monument	Camera Weapon Detectable	False	0	0	0	
0055C64B	W05_Daily_PhotoFoundationExt03LookatTrigger	Spruce Knob Lake	Camera Weapon Detectable	False	0	0	0	
0055C636	W05_Daily_PhotoCraterInt03LookatTrigger	Crop Field	Camera Weapon Detectable	False	0	0	0	
0055DE5E	W05_MQS_205P_MotherloadSpeaker				0	0	0	
0055E2E5	WL019_Bookshelf	Bookshelf		False	0	0	0	
0055F68B	COMP_Astronaut_Intro_FlightRecorder	Flight Recorder		False	0	0	0	
0055F6CE	COMP_Astronaut_Activator_Button_AcquireCompanion	Turn on Allies		False	0	0	0	
00560106	RETriggerMining			False	0	0	0	
00561A19	COMP_Astronaut_Intro_Activator_FlightRecorder	Extract Flight Recorder		False	0	0	0	
00561BE4	E05_Caravan_GateButton	Button		False	0	0	0	
005634A7	ZZZ_E05_Radiation_RadSerumDispenser	Rad Serum Dispenser		False	0	0	0	
005634A9	ZZZ_E05_Radiation_AntiRadSerumDispenser	Anti-Rad Serum Dispenser		False	0	0	0	
00564514	RE_ObjectZW04_Activator	Unusual Pipe		False	0	0	0	
00557263	FF11_Start_Activator	Flare Launcher		False	0	0	0	
005577BC	ATX_WorkshopGeneratorMedium_FreeStates	Free States Generator - Medium	Premium|Camera Weapon Detectable	False	0	0	0	
005577BE	ATX_WorkshopGeneratorSmall_FreeStates	Free States Generator - Small	Premium|Camera Weapon Detectable	False	0	0	0	
0055976F	DELETED_WorkshopGeneratorMedium_NoEnemyAttack	Generator - Medium	Camera Weapon Detectable	False	0	0	0	
0055AECB	ATX_OuthouseActivator	Outhouse	Premium	False	0	0	0	
0055C263	ATX_SatelliteDish	Satellite Dish	Premium	False	0	0	0	
0055C53B	ATX_WorkshopPlayerVendingStation_Raider	Raider Vending Machine	Premium	False	0	0	0	
0055FA65	ATX_Refrigerator	Refrigerator	Premium	False	0	0	0	
0055FA62	ATX_Refrigerator_Arktos	Bloody Arktos Refrigerator	Premium	False	0	0	0	
0055FA64	ATX_Refrigerator_StainlessSteel	Stainless Refrigerator	Premium	False	0	0	0	
0055FA63	ATX_Refrigerator_NukaCola	Nuka-Cola Refrigerator	Premium	False	0	0	0	
0055FA81	ATX_Lamp_PipBoy_2000	Vault Boy 2000 Desk Lamp	Premium	False	0	0	0	
0056001F	V94_3_AtriumEnemyKillTrigger				0	0	0	
005600AF	E03A_Mischief_Bonfire01_Park	Bonfire	Skip HAVOK on Load	False	0	0	0	
005619CF	ATX_VaultTecPrototypeGenerator	Vault-Tec Prototype Generator	Premium|Camera Weapon Detectable	False	0	0	0	
005655F9	W05_RE_SceneZW01_Trigger				0	0	0	
00566C45	DELETED_WorkshopGenerator_NoEnemyAttack	Generator - Small	Camera Weapon Detectable	False	0	0	0	
0056877E	W05_MQS_203P_BrainPrepStartTrigger	Brain Prep		False	0	0	0	
00568782	W05_MQS_203P_BrainPrepTempTrigger	Temperature		False	0	0	0	
00568784	W05_MQS_203P_BrainPrepTimerTrigger	Timer		False	0	0	0	
00568780	W05_MQS_203P_BrainPrepPHTrigger	pH Value		False	0	0	0	
00569A81	W05_MQS_203P_BrainPrepPlacementTrig	Brain Jar Placement		False	0	0	0	
0056AAD9	E05_Radiation_OreBox	Ore Storage Container		False	0	0	0	
0056B75F	W05_MQR_202P_PASystemRadioTransmitter	Grafton Steel Interior PA Radio Transmitter		False	0	0	0	
0056B771	W05_MQR_202P_RaRaVent_1515_PeekTrigger				0	0	0	
0056BE3B	ZZZ_E05_Radiation_RadXtremeDispenser	Rad-Xtreme Dispenser		False	0	0	0	
0056C077	COMP_Astronaut_Outtro_Activator_Keypad	Keypad		False	0	0	0	
0056D762	SlideProjectorOverseerJourney	Projector		False	0	0	0	
00572D8A	W05_MQR_205P_0310Trigger				0	0	0	
00572D9C	W05_MQR_205P_0305_Meg_Trigger				0	0	0	
00564188	AutoDispenserCurrency				0	0	0	
00564ADF	E03A_Mischief_Pyre00_Start	Mischief Pyre	Skip HAVOK on Load	False	0	0	0	
00564B35	E03A_Mischief_Pyre03_Courtyard	Mischief Pyre	Skip HAVOK on Load	False	0	0	0	
00564B34	E03A_Mischief_Pyre02_Rooms	Mischief Pyre	Skip HAVOK on Load	False	0	0	0	
00564B33	E03A_Mischief_Pyre01_Park	Mischief Pyre	Skip HAVOK on Load	False	0	0	0	
00565307	Pillory				0	0	0	
00565308	E03A_Mischief_TreatBowl	Candy Bowl	Skip HAVOK on Load	False	0	0	0	
005655E3	ATX_BabeBrahminBull	Vault Bunyan and Babe the Blue Brahmin	Premium	False	0	0	0	
00564AF6	ATX_GlobeFutureTec	Future-Tec World Globe	Premium	False	0	0	0	
00566B3F	E03A_Mischief_Bonfire02_Rooms	Bonfire	Skip HAVOK on Load	False	0	0	0	
00566B40	E03A_Mischief_Bonfire03_Courtyard	Bonfire	Skip HAVOK on Load	False	0	0	0	
0056866F	W05_Vault79ElevatorDoorTrigger				0	0	0	
0056866C	W05_Vault79EntranceDoorTrigger				0	0	0	
00567446	ATX_Sink_Rustic_Outdoor	Rustic Sink	Premium	False	0	0	0	
00567448	ATX_Drinking_Fountain_Rustic	Rustic Fountain	Premium	False	0	0	0	
005693AA	W05_RE_ClueBoardActivator	Investigation Board		False	0	0	0	
005693D4	W05_RE_MapBoardActivator	Incomplete Map		False	0	0	0	
005693D6	W05_RE_BlacklightActivator	Blacklight		False	0	0	0	
005693AE	W05_RE_MapMasterDummy				0	0	0	
005693B3	W05_RE_MapSegmentDummy				0	0	0	
00568B36	E03A_Mischief_BlackForkTrigger	Box of Forks		False	0	0	0	
00568B35	E03A_Mischief_GraffitiTrigger	Wall		False	0	0	0	
0056BAC9	DELETED_W05_RE_GraftonPawnShopLoadDoorTrig	Grafton Pawn Shop		False	0	0	0	
0056BA44	W05_RE_V79KeypadActivator	Keypad		False	0	0	0	
0056BAD6	W05_RE_FlaviaInspectSkeletonTrigger	Skeleton		False	0	0	0	
0056BADE	W05_RE_BurialMoundActivator	Dirt Mound		False	0	0	0	
0056BA41	W05_RE_FakeKeypadActivator	Keypad		False	0	0	0	
0056B90F	ATX_Refrigerator_BloodSpattered	Arktos Refrigerator	Premium	False	0	0	0	
0056D619	CameraAttachVault96FrostDUPLICATE001				0	0	0	
0056D630	CameraAttachVault96FrostHalfDUPLICATE000				0	0	0	
0056D62D	CameraAttachVault96FrostDUPLICATE000				0	0	0	
0056FB74	ATX_NukaColaVendingMachine_01	Pristine Nuka-Cola Vending Machine	Premium	False	0	0	0	
00570D69	TestTan_ProgressBar_StartButton	Progress Bar Test Event		False	0	0	0	
00571DB6	CUT_E03A_Mischief_RadXCauldron	Radbreakers Candy	Skip HAVOK on Load	False	0	0	0	
00572640	ATX_HalloweenFogMachine	Halloween Fog Machine	Premium	False	0	0	0	
00576310	VltSecretDoorActivator				0	0	0	
00582109	W05_CAMP_Utility_WaterWell	Water Well	Bullion Reward Object	False	0	0	0	
0058312D	W05_MQA_206P_RaiderGoldRoomTrigger				0	0	0	
0058394A	DELETED_WorkshopGeneratorLarge_NoEnemyAttack	Generator - Large	Camera Weapon Detectable	False	0	0	0	
0058394B	DELETED_WorkshopGeneratorFusion_NoEnemyAttack	Generator - Fusion		False	0	0	0	
0058496A	W05_MQS_201P_DoorOpen_IDCardReader	Door Open		False	0	0	0	
00584967	W05_MQS_201P_SafeRoom_IDCardReader	Hornwright Estate - Safe Room		False	0	0	0	
00584F29	W05_MQS_204P_TheMazeLoad_IDCardReader	Hornwright Industrial HQ - The Maze		False	0	0	0	
00585AFC	Vault79_GoldPickupTrigger	Gold Bullion		False	0	0	0	
005864B1	DenizenEnableMarker				0	0	0	
00587BC1	Vault79GearDoorFalling		Skip HAVOK on Load		0	0	0	
00573831	ATX_Sink_Clean_01	Clean Sink	Premium	False	0	0	0	
00573E01	E03A_Mischief_OrangeForkTrigger	Box of Forks		False	0	0	0	
00573E02	E03A_Mischief_TreatBowl_Courtyard	Candy Bowl	Skip HAVOK on Load	False	0	0	0	
00573B37	MTR08_StartButton	Button		False	0	0	0	
00574CDE	ATX_Lamp_NukaColaBottle_Quantum_Lamp	Large Nuka-Cola Bottle Lamp	Premium	False	0	0	0	
005775A3	ATX_Statue_Tank_Iron	Iron Hero of the Great War Statue	Skip HAVOK on Load|Premium	False	0	0	0	
005775A1	ATX_Statue_Tank_Patina	Weathered Hero of the Great War Statue	Skip HAVOK on Load|Premium	False	0	0	0	
005775A4	ATX_Statue_Tank_Bronze	Hero of the Great War Statue	Skip HAVOK on Load|Premium	False	0	0	0	
00578649	ATX_Workshop_HalloweenCandyBowl	Trick Candy Bowl	Premium	False	0	0	0	
00578653	ATX_SmokeMachine_Halloween	Halloween Fog Machine	Premium	False	0	0	0	
0057AD3D	ATX_SmokeMachine_Halloween_Placeable				0	0	0	
005831CB	ATX_Halloween_JackoLantern_03	Jack O' Lantern	Premium	False	0	0	0	
005831CA	ATX_Halloween_JackoLantern_02	Jack O' Lantern	Premium	False	0	0	0	
005831C9	ATX_Halloween_JackoLantern_01	Jack O' Lantern	Premium	False	0	0	0	
0058639A	ATX_WraithScarecrow	Wraith Scarecrow	Premium	False	0	0	0	
005863F5	ATX_WorkshopPlayerVendingMachine_Halloween	Halloween Vending Machine	Premium	False	0	0	0	
00588B04	Vault79AtriumLoudspeaker				0	0	0	
00588C1A	LaserGrid01Vault79Exterior				0	0	0	
00589E95	WorkshopGeneratorLarge_NonDestructible	Generator - Large	Camera Weapon Detectable	False	0	0	0	
0058B277	ATX_Toilet_Clean_01				0	0	0	
0058B72C	COMP_QuestNameHolder	Will be the quest name, name to be replaced by text replacement		False	0	0	0	
0058BAE8	DeletedCOMP_QuestObjectiveHolder	Will be the quest objective, name to be replaced by text replacement		False	0	0	0	
0058BAF4	COMP_QuestObjectiveHolderDUPLICATE000	Will be the quest objective, name to be replaced by text replacement		False	0	0	0	
0058C78E	W05_MQ_102P_A_BoardActivator	Board	Skip HAVOK on Load	False	0	0	0	
0058CC8B	E05_RadioactiveBarrel	Radioactive Barrel		False	0	0	0	
0058D676	HeadAssaultron_Single_Activator01	Assaultron Head		False	0	0	0	
0058D675	HeadAssaultron_InJug_Activator01	Assaultron Head		False	0	0	0	
0058E6F5	COMP_AllySpawnMarker_All_ChanceDefault				0	0	0	
0058EAB7	W05_MQ_003P_AssaultronFloorModel	Assaultron Display Model		False	0	0	0	
0058EAB9	W05_MQ_003P_ProtectronFloorModel	Protectron Display Model		False	0	0	0	
0058EAB8	W05_MQ_003P_HandyFloorModel	Mr. Handy Display Model		False	0	0	0	
0058EAB6	W05_MQ_003P_HamRadioOFFCOPY0000	Ham Radio		False	0	0	0	
0058EABA	W05_MQ_003P_EyebotFloorModel	Eyebot Display Model		False	0	0	0	
0058F556	FakeWallRock	Fake Wall		False	0	0	0	
0058F578	W05_WL038_UltraciteDeathTrigger				0	0	0	
0058FDF9	FFZ10_Light_LighthouseLampActivator	Lighthouse Lamp		False	0	0	0	
0058FF1A	HitSwitchDoorExSm01_NoNativeTerminal				0	0	0	
0058FF19	SecurityGateLg02_NoNativeTerminal				0	0	0	
0059002F	FF06_Feed_Hopper	Ingredient Hopper		False	0	0	0	
00590AB1	COMP_AllySpawnMarker_Scavenger_ChanceDefault				0	0	0	
00591220	W05_MQ_101P_B_SettlerClue04	Dead Body		False	0	0	0	
0059122D	WaywardSign				0	0	0	
00591660	MotherlodeDrill_DrillThruWall			False	0	0	0	
0059192A	W05_MQS_204P_FakeWallActivator01	Fake Wall		False	0	0	0	
00591A46	W05_MQS_201P_KeycardPrinter	Access Keycard Printer		False	0	0	0	
00592994	W05_Wayward_OpeningSoonPoster				0	0	0	
