FormID	EDID	NAM1_ActorValue	NAM2_Produce	NAM4_Interval	ReferencedByCount	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6	Ref7	Ref8	Ref9	Ref10	Ref11	Ref12	Ref13	Ref14	Ref15	Ref16	Ref17	Ref18	Ref19	Ref20	Ref21	Ref22	Ref23	Ref24	Ref25	Ref26	Ref27	Ref28	Ref29	Ref30
008577F0	ATX_Resource_ToxicBob	ATX_ResourceAV_ToxicBob "Toxic Goo" [AVIF:008577EC]	ATX_Resources_ToxicBobCollectron_resource [LVLI:008577EE]	ATX_ResourceProductionIntervalHours_ToxicBob_resource [GLOB:008577ED]	0																														
0085CE58	SCORE_S23_Resource_Collectron_Cornbot	SCORE_S23_ResourceAV_Collectron_Cornbot "Corn" [AVIF:0085CE47]	SCORE_S23_Resources_Collectron_Cornbot [LVLI:0085CE50]	SCORE_S23_ResourceProductionIntervalHours_Collectron_Cornbot [GLOB:0085CE4F]	0																														
0085D82A	SCORE_S23_Resource_CrashedCargoBot	SCORE_S23_ResourceAV_CrashedCargoBot "Military Supplies" [AVIF:0085D81F]	SCORE_S23_Resources_CrashedCargoBot [LVLI:0085D829]	SCORE_S23_ResourceProductionIntervalHours_CrashedCargoBot [GLOB:0085D826]	0																														
00888554	ATX_Resource_AmmOMatic_resource_556	ATX_ResourceAV_AmmOMatic_resource_556 "Ammo" [AVIF:0088855A]	ATX_Resources_AmmOMatic_resource_556 [LVLI:00888566]	ATX_ResourceProductionIntervalHours_AmmOMatic_resource_556 [GLOB:00888560]	0																														
00888550	ATX_Resource_AmmOMatic_resource_10mm	ATX_ResourceAV_AmmOMatic_resource_10mm "Ammo" [AVIF:00888556]	ATX_Resources_AmmOMatic_resource_10mm [LVLI:00888562]	ATX_ResourceProductionIntervalHours_AmmOMatic_resource_10mm [GLOB:0088855C]	0																														
00888551	ATX_Resource_AmmOMatic_resource_308Caliber	ATX_ResourceAV_AmmOMatic_resource_308Caliber "Ammo" [AVIF:00888557]	ATX_Resources_AmmOMatic_resource_308Caliber [LVLI:00888563]	ATX_ResourceProductionIntervalHours_AmmOMatic_resource_308Caliber [GLOB:0088855D]	0																														
00888552	ATX_Resource_AmmOMatic_resource_44	ATX_ResourceAV_AmmOMatic_resource_44 "Ammo" [AVIF:00888558]	ATX_Resources_AmmOMatic_resource_44 [LVLI:00888564]	ATX_ResourceProductionIntervalHours_AmmOMatic_resource_44 [GLOB:0088855E]	0																														
00888555	ATX_Resource_AmmOMatic_resource_ShotgunShell	ATX_ResourceAV_AmmOMatic_resource_ShotgunShell "Ammo" [AVIF:0088855B]	ATX_Resources_AmmOMatic_resource_ShotgunShell [LVLI:00888567]	ATX_ResourceProductionIntervalHours_AmmOMatic_resource_ShotgunShell [GLOB:00888561]	0																														
00888553	ATX_Resource_AmmOMatic_resource_45Caliber	ATX_ResourceAV_AmmOMatic_resource_45Caliber "Ammo" [AVIF:00888559]	ATX_Resources_AmmOMatic_resource_45Caliber [LVLI:00888565]	ATX_ResourceProductionIntervalHours_AmmOMatic_resource_45Caliber [GLOB:0088855F]	0																														
008975A7	ATX_Resource_Curing_resource	ATX_ResourceAV_Curing_resource "Jerky" [AVIF:0089759F]	ATX_Resources_Curing_resource [LVLI:008975A6]	ATX_ResourceProductionIntervalHours_Curing_resource [GLOB:008975A3]	0																														
0089A4DA	ATX_Resource_SteamBoiler_resource	ATX_ResourceAV_SteamBoiler_resource "SteamBoiler" [AVIF:0089A4D4]	NULL - Null Reference [00000000]	ATX_ResourceProductionIntervalHours_SteamBoiler_resource [GLOB:0089A4D7]	0																														
0089A839	ATX_Resource_FishPile_resource	ATX_ResourceAV_FishPile_resource "Common Bait" [AVIF:0089A831]	ATX_Resources_FishPile_resource [LVLI:0089A838]	ATX_ResourceProductionIntervalHours_FishPile_resource [GLOB:0089A835]	0																														
0089AA0D	ATX_Resource_BrahminRack_resource	ATX_ResourceAV_BrahminRack_resource "Raw Leather" [AVIF:0089AA05]	ATX_Resources_BrahminRack_resource [LVLI:0089AA0C]	ATX_ResourceProductionIntervalHours_BrahminRack_resource [GLOB:0089AA09]	0																														
0085B25F	ATX_Resource_Shredder_resource	ATX_ResourceAV_Shredder_resource "Suspicous Items" [AVIF:0085B257]	ATX_Resources_Shredder_resource [LVLI:0085B25E]	ATX_ResourceProductionIntervalHours_Shredder_resource [GLOB:0085B25B]	0																														
0089A8BF	SCORE_S24_Resource_StrangeCurioCabinet_resource	SCORE_S24_ResourceAV_StrangeCurioCabinet_resource "Adhesive, Asbestos, Ceramic" [AVIF:0089A8B8]	SCORE_S24_Resources_StrangeCurioCabinet_resource [LVLI:0089A8BD]	SCORE_S24_ResourceProductionIntervalHours_StrangeCurioCabinet_resource [GLOB:0089A8BA]	0																														
008A52C9	ATX_PeppinoResource_Collector	ATX_ResourceAV_Collectron_Peppino_Collector "Circus Junk" [AVIF:008A52C1]	ATX_Resources_Collectron_Peppino [LVLI:008A52C7]	ATX_ResourceProductionIntervalHours_Collectron_Peppino [GLOB:008A52C3]	0																														
008A7075	SCORE_S24_Resource_SurvivalCache	SCORE_S24_ResourceAV_SurvivalCache "Rip's Essentials" [AVIF:008A706A]	SCORE_S24_Resources_SurvivalCache [LVLI:008A7074]	SCORE_S24_ResourceProductionIntervalHours_SurvivalCache [GLOB:008A7072]	0																														
008B2023	ATX_EvidenceCollectionAssistantResource_Collector	ATX_ResourceAV_Collectron_EvidenceCollectionAssistant "Evidence" [AVIF:008AD796]	ATX_Resources_Collectron_EvidenceCollectionAssistant [LVLI:008AD79B]	ATX_ResourceProductionIntervalHours_Collectron_EvidenceCollectionAssistant [GLOB:008B2022]	0																														
008B53B3	ATX_Resource_TeaWizard_resource	ATX_ResourceAV_TeaWizard_resource "Lucky Leaf Tea" [AVIF:008B5447]	ATX_Resources_TeaWizard_resource [LVLI:008B53FE]	ATX_ResourceProductionIntervalHours_TeaWizard_resource [GLOB:008B5401]	0																														
008B1570	zzz_ATX_Resource_CleaningTable_resource	zzz_ATX_ResourceAV_CleaningTable_resource "CleaningTable" [AVIF:008B1568]	zzz_ATX_Resources_CleaningTable_resource [LVLI:008B156F]	zzz_ATX_ResourceProductionIntervalHours_CleaningTable_resource [GLOB:008B156C]	0																														
008B1CD8	ATX_Resource_NukaVictory_resource	ATX_ResourceAV_NukaVictory_resource "Nuka Victory Candy" [AVIF:008B1CD0]	ATX_Resources_NukaVictory_resource [LVLI:008B1CD7]	ATX_ResourceProductionIntervalHours_NukaVictory_resource [GLOB:008B1CD4]	0																														
008B3DE7	SCORE_S25_Resource_Collectron_MrFarmhand	SCORE_S25_ResourceAV_Collectron_MrFarmhand "FarmResources" [AVIF:008B3DBA]	SCORE_S25_Resources_Collectron_MrFarmhand [LVLI:008B3DCC]	SCORE_S25_ResourceProductionIntervalHours_Collectron_MrFarmhand [GLOB:008B3DCB]	0																														
008CD16C	ATX_SirLoinResource_Collector	ATX_ResourceAV_Collectron_SirLoin_Collector "Fleisch" [AVIF:008CD15C]	ATX_Resources_Collectron_SirLoin [LVLI:008CD162]	ATX_ResourceProductionIntervalHours_Collectron_SirLoin [GLOB:008CD161]	0																														
