OMOD_FormID	OMOD_EDID	PropIndex	ValueType	FunctionType	PropertyName	Value1	Value2	CurveTable
00563AAE	ATX_mod_PowerArmor_T60_RightArm_Material_Paint_BasicBlue	2	FormID,Int	SET	Material Swaps	ATX_mat_PA_T60_BasicBlue """" [MSWP:0056005B]	3	NULL - Null Reference [00000000]
00563AAF	ATX_mod_PowerArmor_T60_RightLeg_Material_Paint_BasicBlue	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicBlue """" [KYWD:0056348C]	2	NULL - Null Reference [00000000]
00563AAF	ATX_mod_PowerArmor_T60_RightLeg_Material_Paint_BasicBlue	1	Enum	SET	Body Part	13	00 00 00 00	NULL - Null Reference [00000000]
00563AAF	ATX_mod_PowerArmor_T60_RightLeg_Material_Paint_BasicBlue	2	FormID,Int	SET	Material Swaps	ATX_mat_PA_T60_BasicBlue """" [MSWP:0056005B]	3	NULL - Null Reference [00000000]
00563AB0	ATX_mod_PowerArmor_T60_Torso_Material_Paint_BasicBlue	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicBlue """" [KYWD:0056348C]	2	NULL - Null Reference [00000000]
00563AB0	ATX_mod_PowerArmor_T60_Torso_Material_Paint_BasicBlue	1	Enum	SET	Body Part	0	00 00 00 00	NULL - Null Reference [00000000]
00563AB0	ATX_mod_PowerArmor_T60_Torso_Material_Paint_BasicBlue	2	FormID,Int	SET	Material Swaps	ATX_mat_PA_T60_BasicBlue """" [MSWP:0056005B]	3	NULL - Null Reference [00000000]
00563BAB	ATX_mod_PowerArmor_X01_Helmet_Material_Paint_BasicGrey	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicGray """" [KYWD:00563461]	2	NULL - Null Reference [00000000]
00563BAB	ATX_mod_PowerArmor_X01_Helmet_Material_Paint_BasicGrey	1	Enum	SET	Body Part	1	00 00 00 00	NULL - Null Reference [00000000]
00563BAB	ATX_mod_PowerArmor_X01_Helmet_Material_Paint_BasicGrey	2	FormID,Int	SET	Material Swaps	ATX_mat_PA_X01_BasicGray """" [MSWP:0056005E]	3	NULL - Null Reference [00000000]
00563BAC	ATX_mod_PowerArmor_X01_LeftArm_Material_Paint_BasicGrey	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicGray """" [KYWD:00563461]	2	NULL - Null Reference [00000000]
00563BAC	ATX_mod_PowerArmor_X01_LeftArm_Material_Paint_BasicGrey	1	Enum	SET	Body Part	6	00 00 00 00	NULL - Null Reference [00000000]
00563BAC	ATX_mod_PowerArmor_X01_LeftArm_Material_Paint_BasicGrey	2	FormID,Int	SET	Material Swaps	ATX_mat_PA_X01_BasicGray """" [MSWP:0056005E]	3	NULL - Null Reference [00000000]
00563BAD	ATX_mod_PowerArmor_X01_LeftLeg_Material_Paint_BasicGrey	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicGray """" [KYWD:00563461]	2	NULL - Null Reference [00000000]
00563BAD	ATX_mod_PowerArmor_X01_LeftLeg_Material_Paint_BasicGrey	1	Enum	SET	Body Part	10	00 00 00 00	NULL - Null Reference [00000000]
00563BAD	ATX_mod_PowerArmor_X01_LeftLeg_Material_Paint_BasicGrey	2	FormID,Int	SET	Material Swaps	ATX_mat_PA_X01_BasicGray """" [MSWP:0056005E]	3	NULL - Null Reference [00000000]
00563BAE	ATX_mod_PowerArmor_X01_RightArm_Material_Paint_BasicGrey	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicGray """" [KYWD:00563461]	2	NULL - Null Reference [00000000]
00563BAE	ATX_mod_PowerArmor_X01_RightArm_Material_Paint_BasicGrey	1	Enum	SET	Body Part	8	00 00 00 00	NULL - Null Reference [00000000]
00563BAE	ATX_mod_PowerArmor_X01_RightArm_Material_Paint_BasicGrey	2	FormID,Int	SET	Material Swaps	ATX_mat_PA_X01_BasicGray """" [MSWP:0056005E]	3	NULL - Null Reference [00000000]
00563BAF	ATX_mod_PowerArmor_X01_RightLeg_Material_Paint_BasicGrey	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicGray """" [KYWD:00563461]	2	NULL - Null Reference [00000000]
00563BAF	ATX_mod_PowerArmor_X01_RightLeg_Material_Paint_BasicGrey	1	Enum	SET	Body Part	13	00 00 00 00	NULL - Null Reference [00000000]
00563BAF	ATX_mod_PowerArmor_X01_RightLeg_Material_Paint_BasicGrey	2	FormID,Int	SET	Material Swaps	ATX_mat_PA_X01_BasicGray """" [MSWP:0056005E]	3	NULL - Null Reference [00000000]
00563BB0	ATX_mod_PowerArmor_X01_Torso_Material_Paint_BasicGrey	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicGray """" [KYWD:00563461]	2	NULL - Null Reference [00000000]
00563BB0	ATX_mod_PowerArmor_X01_Torso_Material_Paint_BasicGrey	1	Enum	SET	Body Part	0	00 00 00 00	NULL - Null Reference [00000000]
00563BB0	ATX_mod_PowerArmor_X01_Torso_Material_Paint_BasicGrey	2	FormID,Int	SET	Material Swaps	ATX_mat_PA_X01_BasicGray """" [MSWP:0056005E]	3	NULL - Null Reference [00000000]
00563BBC	ATX_mod_PowerArmor_X01_Helmet_Material_Paint_BasicYellow	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicYellow """" [KYWD:0056348B]	2	NULL - Null Reference [00000000]
00563BBC	ATX_mod_PowerArmor_X01_Helmet_Material_Paint_BasicYellow	1	Enum	SET	Body Part	1	00 00 00 00	NULL - Null Reference [00000000]
00563BBC	ATX_mod_PowerArmor_X01_Helmet_Material_Paint_BasicYellow	2	FormID,Int	SET	Material Swaps	ATX_mat_PA_X01_BasicYellow """" [MSWP:00560061]	3	NULL - Null Reference [00000000]
00563BBD	ATX_mod_PowerArmor_X01_LeftArm_Material_Paint_BasicYellow	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicYellow """" [KYWD:0056348B]	2	NULL - Null Reference [00000000]
00563BBD	ATX_mod_PowerArmor_X01_LeftArm_Material_Paint_BasicYellow	1	Enum	SET	Body Part	6	00 00 00 00	NULL - Null Reference [00000000]
00563BBD	ATX_mod_PowerArmor_X01_LeftArm_Material_Paint_BasicYellow	2	FormID,Int	SET	Material Swaps	ATX_mat_PA_X01_BasicYellow """" [MSWP:00560061]	3	NULL - Null Reference [00000000]
00563BBE	ATX_mod_PowerArmor_X01_LeftLeg_Material_Paint_BasicYellow	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicYellow """" [KYWD:0056348B]	2	NULL - Null Reference [00000000]
00563BBE	ATX_mod_PowerArmor_X01_LeftLeg_Material_Paint_BasicYellow	1	Enum	SET	Body Part	10	00 00 00 00	NULL - Null Reference [00000000]
00563BBE	ATX_mod_PowerArmor_X01_LeftLeg_Material_Paint_BasicYellow	2	FormID,Int	SET	Material Swaps	ATX_mat_PA_X01_BasicYellow """" [MSWP:00560061]	3	NULL - Null Reference [00000000]
00563BBF	ATX_mod_PowerArmor_X01_RightArm_Material_Paint_BasicYellow	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicYellow """" [KYWD:0056348B]	2	NULL - Null Reference [00000000]
00563BBF	ATX_mod_PowerArmor_X01_RightArm_Material_Paint_BasicYellow	1	Enum	SET	Body Part	8	00 00 00 00	NULL - Null Reference [00000000]
00563BBF	ATX_mod_PowerArmor_X01_RightArm_Material_Paint_BasicYellow	2	FormID,Int	SET	Material Swaps	ATX_mat_PA_X01_BasicYellow """" [MSWP:00560061]	3	NULL - Null Reference [00000000]
00563BC0	ATX_mod_PowerArmor_X01_RightLeg_Material_Paint_BasicYellow	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicYellow """" [KYWD:0056348B]	2	NULL - Null Reference [00000000]
00563BC0	ATX_mod_PowerArmor_X01_RightLeg_Material_Paint_BasicYellow	1	Enum	SET	Body Part	13	00 00 00 00	NULL - Null Reference [00000000]
00563BC0	ATX_mod_PowerArmor_X01_RightLeg_Material_Paint_BasicYellow	2	FormID,Int	SET	Material Swaps	ATX_mat_PA_X01_BasicYellow """" [MSWP:00560061]	3	NULL - Null Reference [00000000]
00563BC1	ATX_mod_PowerArmor_X01_Torso_Material_Paint_BasicYellow	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicYellow """" [KYWD:0056348B]	2	NULL - Null Reference [00000000]
00563BC1	ATX_mod_PowerArmor_X01_Torso_Material_Paint_BasicYellow	1	Enum	SET	Body Part	0	00 00 00 00	NULL - Null Reference [00000000]
00563BC1	ATX_mod_PowerArmor_X01_Torso_Material_Paint_BasicYellow	2	FormID,Int	SET	Material Swaps	ATX_mat_PA_X01_BasicYellow """" [MSWP:00560061]	3	NULL - Null Reference [00000000]
00563BC8	ATX_mod_PowerArmor_X01_Helmet_Material_Paint_BasicRed	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicRed """" [KYWD:0056348E]	2	NULL - Null Reference [00000000]
00563BC8	ATX_mod_PowerArmor_X01_Helmet_Material_Paint_BasicRed	1	Enum	SET	Body Part	1	00 00 00 00	NULL - Null Reference [00000000]
00563BC8	ATX_mod_PowerArmor_X01_Helmet_Material_Paint_BasicRed	2	FormID,Int	SET	Material Swaps	ATX_mat_PA_X01_BasicRed """" [MSWP:0056005F]	3	NULL - Null Reference [00000000]
00563BC9	ATX_mod_PowerArmor_X01_LeftArm_Material_Paint_BasicRed	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicRed """" [KYWD:0056348E]	2	NULL - Null Reference [00000000]
00563BC9	ATX_mod_PowerArmor_X01_LeftArm_Material_Paint_BasicRed	1	Enum	SET	Body Part	6	00 00 00 00	NULL - Null Reference [00000000]
00563BC9	ATX_mod_PowerArmor_X01_LeftArm_Material_Paint_BasicRed	2	FormID,Int	SET	Material Swaps	ATX_mat_PA_X01_BasicRed """" [MSWP:0056005F]	3	NULL - Null Reference [00000000]
00563BCA	ATX_mod_PowerArmor_X01_LeftLeg_Material_Paint_BasicRed	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicRed """" [KYWD:0056348E]	2	NULL - Null Reference [00000000]
00563BCA	ATX_mod_PowerArmor_X01_LeftLeg_Material_Paint_BasicRed	1	Enum	SET	Body Part	10	00 00 00 00	NULL - Null Reference [00000000]
00563BCA	ATX_mod_PowerArmor_X01_LeftLeg_Material_Paint_BasicRed	2	FormID,Int	SET	Material Swaps	ATX_mat_PA_X01_BasicRed """" [MSWP:0056005F]	3	NULL - Null Reference [00000000]
00563BCB	ATX_mod_PowerArmor_X01_RightArm_Material_Paint_BasicRed	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicRed """" [KYWD:0056348E]	2	NULL - Null Reference [00000000]
00563BCB	ATX_mod_PowerArmor_X01_RightArm_Material_Paint_BasicRed	1	Enum	SET	Body Part	8	00 00 00 00	NULL - Null Reference [00000000]
00563BCB	ATX_mod_PowerArmor_X01_RightArm_Material_Paint_BasicRed	2	FormID,Int	SET	Material Swaps	ATX_mat_PA_X01_BasicRed """" [MSWP:0056005F]	3	NULL - Null Reference [00000000]
00563BCC	ATX_mod_PowerArmor_X01_RightLeg_Material_Paint_BasicRed	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicRed """" [KYWD:0056348E]	2	NULL - Null Reference [00000000]
00563BCC	ATX_mod_PowerArmor_X01_RightLeg_Material_Paint_BasicRed	1	Enum	SET	Body Part	13	00 00 00 00	NULL - Null Reference [00000000]
00563BCC	ATX_mod_PowerArmor_X01_RightLeg_Material_Paint_BasicRed	2	FormID,Int	SET	Material Swaps	ATX_mat_PA_X01_BasicRed """" [MSWP:0056005F]	3	NULL - Null Reference [00000000]
00563BCD	ATX_mod_PowerArmor_X01_Torso_Material_Paint_BasicRed	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicRed """" [KYWD:0056348E]	2	NULL - Null Reference [00000000]
00563BCD	ATX_mod_PowerArmor_X01_Torso_Material_Paint_BasicRed	1	Enum	SET	Body Part	0	00 00 00 00	NULL - Null Reference [00000000]
00563BCD	ATX_mod_PowerArmor_X01_Torso_Material_Paint_BasicRed	2	FormID,Int	SET	Material Swaps	ATX_mat_PA_X01_BasicRed """" [MSWP:0056005F]	3	NULL - Null Reference [00000000]
00563BD4	ATX_mod_PowerArmor_X01_Helmet_Material_Paint_BasicBlue	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicBlue """" [KYWD:0056348C]	2	NULL - Null Reference [00000000]
00563BD4	ATX_mod_PowerArmor_X01_Helmet_Material_Paint_BasicBlue	1	Enum	SET	Body Part	1	00 00 00 00	NULL - Null Reference [00000000]
00563BD4	ATX_mod_PowerArmor_X01_Helmet_Material_Paint_BasicBlue	2	FormID,Int	SET	Material Swaps	ATX_mat_PA_X01_BasicBlue """" [MSWP:00560060]	3	NULL - Null Reference [00000000]
00563BD5	ATX_mod_PowerArmor_X01_LeftArm_Material_Paint_BasicBlue	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicBlue """" [KYWD:0056348C]	2	NULL - Null Reference [00000000]
00563BD5	ATX_mod_PowerArmor_X01_LeftArm_Material_Paint_BasicBlue	1	Enum	SET	Body Part	6	00 00 00 00	NULL - Null Reference [00000000]
00563BD5	ATX_mod_PowerArmor_X01_LeftArm_Material_Paint_BasicBlue	2	FormID,Int	SET	Material Swaps	ATX_mat_PA_X01_BasicBlue """" [MSWP:00560060]	3	NULL - Null Reference [00000000]
00563BD6	ATX_mod_PowerArmor_X01_LeftLeg_Material_Paint_BasicBlue	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicBlue """" [KYWD:0056348C]	2	NULL - Null Reference [00000000]
00563BD6	ATX_mod_PowerArmor_X01_LeftLeg_Material_Paint_BasicBlue	1	Enum	SET	Body Part	10	00 00 00 00	NULL - Null Reference [00000000]
00563BD6	ATX_mod_PowerArmor_X01_LeftLeg_Material_Paint_BasicBlue	2	FormID,Int	SET	Material Swaps	ATX_mat_PA_X01_BasicBlue """" [MSWP:00560060]	3	NULL - Null Reference [00000000]
00563BD7	ATX_mod_PowerArmor_X01_RightArm_Material_Paint_BasicBlue	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicBlue """" [KYWD:0056348C]	2	NULL - Null Reference [00000000]
00563BD7	ATX_mod_PowerArmor_X01_RightArm_Material_Paint_BasicBlue	1	Enum	SET	Body Part	8	00 00 00 00	NULL - Null Reference [00000000]
00563BD7	ATX_mod_PowerArmor_X01_RightArm_Material_Paint_BasicBlue	2	FormID,Int	SET	Material Swaps	ATX_mat_PA_X01_BasicBlue """" [MSWP:00560060]	3	NULL - Null Reference [00000000]
00563BD8	ATX_mod_PowerArmor_X01_RightLeg_Material_Paint_BasicBlue	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicBlue """" [KYWD:0056348C]	2	NULL - Null Reference [00000000]
00563BD8	ATX_mod_PowerArmor_X01_RightLeg_Material_Paint_BasicBlue	1	Enum	SET	Body Part	13	00 00 00 00	NULL - Null Reference [00000000]
00563BD8	ATX_mod_PowerArmor_X01_RightLeg_Material_Paint_BasicBlue	2	FormID,Int	SET	Material Swaps	ATX_mat_PA_X01_BasicBlue """" [MSWP:00560060]	3	NULL - Null Reference [00000000]
00563BD9	ATX_mod_PowerArmor_X01_Torso_Material_Paint_BasicBlue	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicBlue """" [KYWD:0056348C]	2	NULL - Null Reference [00000000]
00563BD9	ATX_mod_PowerArmor_X01_Torso_Material_Paint_BasicBlue	1	Enum	SET	Body Part	0	00 00 00 00	NULL - Null Reference [00000000]
00563BD9	ATX_mod_PowerArmor_X01_Torso_Material_Paint_BasicBlue	2	FormID,Int	SET	Material Swaps	ATX_mat_PA_X01_BasicBlue """" [MSWP:00560060]	3	NULL - Null Reference [00000000]
00563BE0	ATX_mod_PowerArmor_X01_Helmet_Material_Paint_BasicAqua	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicAqua """" [KYWD:0056348D]	2	NULL - Null Reference [00000000]
00563BE0	ATX_mod_PowerArmor_X01_Helmet_Material_Paint_BasicAqua	1	Enum	SET	Body Part	1	00 00 00 00	NULL - Null Reference [00000000]
00563BE0	ATX_mod_PowerArmor_X01_Helmet_Material_Paint_BasicAqua	2	FormID,Int	SET	Material Swaps	ATX_mat_PA_X01_BasicAqua """" [MSWP:00560062]	3	NULL - Null Reference [00000000]
00563BE1	ATX_mod_PowerArmor_X01_LeftArm_Material_Paint_BasicAqua	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicAqua """" [KYWD:0056348D]	2	NULL - Null Reference [00000000]
00563BE1	ATX_mod_PowerArmor_X01_LeftArm_Material_Paint_BasicAqua	1	Enum	SET	Body Part	6	00 00 00 00	NULL - Null Reference [00000000]
00563BE1	ATX_mod_PowerArmor_X01_LeftArm_Material_Paint_BasicAqua	2	FormID,Int	SET	Material Swaps	ATX_mat_PA_X01_BasicAqua """" [MSWP:00560062]	3	NULL - Null Reference [00000000]
00563BE2	ATX_mod_PowerArmor_X01_LeftLeg_Material_Paint_BasicAqua	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicAqua """" [KYWD:0056348D]	2	NULL - Null Reference [00000000]
00563BE2	ATX_mod_PowerArmor_X01_LeftLeg_Material_Paint_BasicAqua	1	Enum	SET	Body Part	10	00 00 00 00	NULL - Null Reference [00000000]
00563BE2	ATX_mod_PowerArmor_X01_LeftLeg_Material_Paint_BasicAqua	2	FormID,Int	SET	Material Swaps	ATX_mat_PA_X01_BasicAqua """" [MSWP:00560062]	3	NULL - Null Reference [00000000]
00563BE3	ATX_mod_PowerArmor_X01_RightArm_Material_Paint_BasicAqua	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicAqua """" [KYWD:0056348D]	2	NULL - Null Reference [00000000]
00563BE3	ATX_mod_PowerArmor_X01_RightArm_Material_Paint_BasicAqua	1	Enum	SET	Body Part	8	00 00 00 00	NULL - Null Reference [00000000]
00563BE3	ATX_mod_PowerArmor_X01_RightArm_Material_Paint_BasicAqua	2	FormID,Int	SET	Material Swaps	ATX_mat_PA_X01_BasicAqua """" [MSWP:00560062]	3	NULL - Null Reference [00000000]
00563BE4	ATX_mod_PowerArmor_X01_RightLeg_Material_Paint_BasicAqua	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicAqua """" [KYWD:0056348D]	2	NULL - Null Reference [00000000]
00563BE4	ATX_mod_PowerArmor_X01_RightLeg_Material_Paint_BasicAqua	1	Enum	SET	Body Part	13	00 00 00 00	NULL - Null Reference [00000000]
00563BE4	ATX_mod_PowerArmor_X01_RightLeg_Material_Paint_BasicAqua	2	FormID,Int	SET	Material Swaps	ATX_mat_PA_X01_BasicAqua """" [MSWP:00560062]	3	NULL - Null Reference [00000000]
00563BE5	ATX_mod_PowerArmor_X01_Torso_Material_Paint_BasicAqua	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicAqua """" [KYWD:0056348D]	2	NULL - Null Reference [00000000]
00563BE5	ATX_mod_PowerArmor_X01_Torso_Material_Paint_BasicAqua	1	Enum	SET	Body Part	0	00 00 00 00	NULL - Null Reference [00000000]
00563BE5	ATX_mod_PowerArmor_X01_Torso_Material_Paint_BasicAqua	2	FormID,Int	SET	Material Swaps	ATX_mat_PA_X01_BasicAqua """" [MSWP:00560062]	3	NULL - Null Reference [00000000]
00563F50	ATX_mod_PowerArmor_Excavator_Helmet_Material_Paint_BasicGrey	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicGray """" [KYWD:00563461]	2	NULL - Null Reference [00000000]
00563F50	ATX_mod_PowerArmor_Excavator_Helmet_Material_Paint_BasicGrey	1	Enum	SET	Body Part	1	00 00 00 00	NULL - Null Reference [00000000]
00563F50	ATX_mod_PowerArmor_Excavator_Helmet_Material_Paint_BasicGrey	2	FormID,Float	ADD	Actor Values	PowerArmorEquipped_Excavator """" [AVIF:00530402]	1.000000	NULL - Null Reference [00000000]
00563F50	ATX_mod_PowerArmor_Excavator_Helmet_Material_Paint_BasicGrey	3	FormID,Int	SET	Material Swaps	ATX_MSWP_PA_Excavator_BasicGray """" [MSWP:00560063]	3	NULL - Null Reference [00000000]
00563F51	ATX_mod_PowerArmor_Excavator_LeftArm_Material_Paint_BasicGrey	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicGray """" [KYWD:00563461]	2	NULL - Null Reference [00000000]
00563F51	ATX_mod_PowerArmor_Excavator_LeftArm_Material_Paint_BasicGrey	1	Enum	SET	Body Part	6	00 00 00 00	NULL - Null Reference [00000000]
00563F51	ATX_mod_PowerArmor_Excavator_LeftArm_Material_Paint_BasicGrey	2	FormID,Float	ADD	Actor Values	PowerArmorEquipped_Excavator """" [AVIF:00530402]	1.000000	NULL - Null Reference [00000000]
00563F51	ATX_mod_PowerArmor_Excavator_LeftArm_Material_Paint_BasicGrey	3	FormID,Int	SET	Material Swaps	ATX_MSWP_PA_Excavator_BasicGray """" [MSWP:00560063]	3	NULL - Null Reference [00000000]
00563F52	ATX_mod_PowerArmor_Excavator_LeftLeg_Material_Paint_BasicGrey	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicGray """" [KYWD:00563461]	2	NULL - Null Reference [00000000]
00563F52	ATX_mod_PowerArmor_Excavator_LeftLeg_Material_Paint_BasicGrey	1	Enum	SET	Body Part	10	00 00 00 00	NULL - Null Reference [00000000]
00563F52	ATX_mod_PowerArmor_Excavator_LeftLeg_Material_Paint_BasicGrey	2	FormID,Float	ADD	Actor Values	PowerArmorEquipped_Excavator """" [AVIF:00530402]	1.000000	NULL - Null Reference [00000000]
00563F52	ATX_mod_PowerArmor_Excavator_LeftLeg_Material_Paint_BasicGrey	3	FormID,Int	SET	Material Swaps	ATX_MSWP_PA_Excavator_BasicGray """" [MSWP:00560063]	3	NULL - Null Reference [00000000]
00563F53	ATX_mod_PowerArmor_Excavator_RightArm_Material_Paint_BasicGrey	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicGray """" [KYWD:00563461]	2	NULL - Null Reference [00000000]
00563F53	ATX_mod_PowerArmor_Excavator_RightArm_Material_Paint_BasicGrey	1	Enum	SET	Body Part	8	00 00 00 00	NULL - Null Reference [00000000]
00563F53	ATX_mod_PowerArmor_Excavator_RightArm_Material_Paint_BasicGrey	2	FormID,Float	ADD	Actor Values	PowerArmorEquipped_Excavator """" [AVIF:00530402]	1.000000	NULL - Null Reference [00000000]
00563F53	ATX_mod_PowerArmor_Excavator_RightArm_Material_Paint_BasicGrey	3	FormID,Int	SET	Material Swaps	ATX_MSWP_PA_Excavator_BasicGray """" [MSWP:00560063]	3	NULL - Null Reference [00000000]
00563F54	ATX_mod_PowerArmor_Excavator_RightLeg_Material_Paint_BasicGrey	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicGray """" [KYWD:00563461]	2	NULL - Null Reference [00000000]
00563F54	ATX_mod_PowerArmor_Excavator_RightLeg_Material_Paint_BasicGrey	1	Enum	SET	Body Part	13	00 00 00 00	NULL - Null Reference [00000000]
00563F54	ATX_mod_PowerArmor_Excavator_RightLeg_Material_Paint_BasicGrey	2	FormID,Float	ADD	Actor Values	PowerArmorEquipped_Excavator """" [AVIF:00530402]	1.000000	NULL - Null Reference [00000000]
00563F54	ATX_mod_PowerArmor_Excavator_RightLeg_Material_Paint_BasicGrey	3	FormID,Int	SET	Material Swaps	ATX_MSWP_PA_Excavator_BasicGray """" [MSWP:00560063]	3	NULL - Null Reference [00000000]
00563F55	ATX_mod_PowerArmor_Excavator_Torso_Material_Paint_BasicGrey	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicGray """" [KYWD:00563461]	2	NULL - Null Reference [00000000]
00563F55	ATX_mod_PowerArmor_Excavator_Torso_Material_Paint_BasicGrey	1	Enum	SET	Body Part	0	00 00 00 00	NULL - Null Reference [00000000]
00563F55	ATX_mod_PowerArmor_Excavator_Torso_Material_Paint_BasicGrey	2	FormID,Float	ADD	Actor Values	PowerArmorEquipped_Excavator """" [AVIF:00530402]	1.000000	NULL - Null Reference [00000000]
00563F55	ATX_mod_PowerArmor_Excavator_Torso_Material_Paint_BasicGrey	3	FormID,Int	SET	Material Swaps	ATX_MSWP_PA_Excavator_BasicGray """" [MSWP:00560063]	3	NULL - Null Reference [00000000]
00563F5B	ATX_mod_PowerArmor_Excavator_Helmet_Material_Paint_BasicYellow	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicYellow """" [KYWD:0056348B]	2	NULL - Null Reference [00000000]
00563F5B	ATX_mod_PowerArmor_Excavator_Helmet_Material_Paint_BasicYellow	1	Enum	SET	Body Part	1	00 00 00 00	NULL - Null Reference [00000000]
00563F5B	ATX_mod_PowerArmor_Excavator_Helmet_Material_Paint_BasicYellow	2	FormID,Float	ADD	Actor Values	PowerArmorEquipped_Excavator """" [AVIF:00530402]	1.000000	NULL - Null Reference [00000000]
00563F5B	ATX_mod_PowerArmor_Excavator_Helmet_Material_Paint_BasicYellow	3	FormID,Int	SET	Material Swaps	ATX_MSWP_PA_Excavator_BasicYellow """" [MSWP:00560066]	3	NULL - Null Reference [00000000]
00563F5C	ATX_mod_PowerArmor_Excavator_LeftArm_Material_Paint_BasicYellow	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicYellow """" [KYWD:0056348B]	2	NULL - Null Reference [00000000]
00563F5C	ATX_mod_PowerArmor_Excavator_LeftArm_Material_Paint_BasicYellow	1	Enum	SET	Body Part	6	00 00 00 00	NULL - Null Reference [00000000]
00563F5C	ATX_mod_PowerArmor_Excavator_LeftArm_Material_Paint_BasicYellow	2	FormID,Float	ADD	Actor Values	PowerArmorEquipped_Excavator """" [AVIF:00530402]	1.000000	NULL - Null Reference [00000000]
00563F5C	ATX_mod_PowerArmor_Excavator_LeftArm_Material_Paint_BasicYellow	3	FormID,Int	SET	Material Swaps	ATX_MSWP_PA_Excavator_BasicYellow """" [MSWP:00560066]	3	NULL - Null Reference [00000000]
00563F5D	ATX_mod_PowerArmor_Excavator_LeftLeg_Material_Paint_BasicYellow	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicYellow """" [KYWD:0056348B]	2	NULL - Null Reference [00000000]
00563F5D	ATX_mod_PowerArmor_Excavator_LeftLeg_Material_Paint_BasicYellow	1	Enum	SET	Body Part	10	00 00 00 00	NULL - Null Reference [00000000]
00563F5D	ATX_mod_PowerArmor_Excavator_LeftLeg_Material_Paint_BasicYellow	2	FormID,Float	ADD	Actor Values	PowerArmorEquipped_Excavator """" [AVIF:00530402]	1.000000	NULL - Null Reference [00000000]
00563F5D	ATX_mod_PowerArmor_Excavator_LeftLeg_Material_Paint_BasicYellow	3	FormID,Int	SET	Material Swaps	ATX_MSWP_PA_Excavator_BasicYellow """" [MSWP:00560066]	3	NULL - Null Reference [00000000]
00563F5E	ATX_mod_PowerArmor_Excavator_RightArm_Material_Paint_BasicYellow	0	FormID,Int	ADD	Keywords	dn_HasMaterial_PA_ATX_BasicYellow """" [KYWD:0056348B]	2	NULL - Null Reference [00000000]
00563F5E	ATX_mod_PowerArmor_Excavator_RightArm_Material_Paint_BasicYellow	1	Enum	SET	Body Part	8	00 00 00 00	NULL - Null Reference [00000000]
