FormID	EDID	CNAM_FormID	CNAM_EDID	CNAM_FULL	GNAM_FormID	GNAM_EDID	GNAM_FULL	FNAM_Keywords	FVPA	ReferencedBy_Flat	ReferencedByCount	Ref_1	Ref_2	Ref_3	Ref_4	Ref_5	Ref_6	Ref_7	Ref_8	Ref_9	Ref_10	Ref_11	Ref_12	Ref_13	Ref_14	Ref_15	Ref_16	Ref_17	Ref_18	Ref_19	Ref_20	Ref_21	Ref_22	Ref_23	Ref_24	Ref_25	Ref_26	Ref_27	Ref_28	Ref_29	Ref_30	Ref_31	Ref_32	Ref_33	Ref_34	Ref_35	Ref_36	Ref_37
0060CB3D	workshop_co_Decorations_PlasticFruitBowl	00600148	workshop_PlasticFruitBowl	Plastic Fruit Bowl						0075FC0B:E02A_Meat_AllChaseRecipesKnown_Condition:CNDF	1	0075FC0B:E02A_Meat_AllChaseRecipesKnown_Condition:CNDF																																				
0060CB3B	workshop_co_CondProxy_CraftingCooking_GroceryCartGrill									003368A4:workshop_LL_CraftingCooking:LVLI|0075FC0B:E02A_Meat_AllChaseRecipesKnown_Condition:CNDF	2	003368A4:workshop_LL_CraftingCooking:LVLI	0075FC0B:E02A_Meat_AllChaseRecipesKnown_Condition:CNDF																																			
0060A6BC	ATX_co_mod_Pipboy_Skin_BoSSteelReign	0060A6BF	ATX_mod_Pipboy_Skin_BoSSteelReign	Brotherhood of Steel Paint							0																																					
0060CB46	ATX_co_mod_PowerArmor_ALL_Material_Paint_Surveyor_ArmLeft	0060CB4A	ATX_mod_PowerArmor_ALL_Material_Paint_Surveyor_ArmLeft	Surveyor Paint							0																																					
0060CB42	ATX_co_mod_PowerArmor_ALL_Material_Paint_Surveyor_Helmet	0060CB49	ATX_mod_PowerArmor_ALL_Material_Paint_Surveyor_Helmet	Surveyor Paint							0																																					
0060CB43	ATX_co_mod_PowerArmor_ALL_Material_Paint_Surveyor_LegRight	0060CB4B	ATX_mod_PowerArmor_ALL_Material_Paint_Surveyor_LegRight	Surveyor Paint							0																																					
0060CB45	ATX_co_mod_PowerArmor_ALL_Material_Paint_Surveyor_ArmRight	0060CB4D	ATX_mod_PowerArmor_ALL_Material_Paint_Surveyor_ArmRight	Surveyor Paint							0																																					
0060CB41	ATX_co_mod_PowerArmor_ALL_Material_Paint_Surveyor_Torso	0060CB4E	ATX_mod_PowerArmor_ALL_Material_Paint_Surveyor_Torso	Surveyor Paint							0																																					
0060CB44	ATX_co_mod_PowerArmor_ALL_Material_Paint_Surveyor_LegLeft	0060CB4C	ATX_mod_PowerArmor_ALL_Material_Paint_Surveyor_LegLeft	Surveyor Paint							0																																					
0060D161	ATX_co_Tinkers_Souvenir_BeerStein_PowerArmorBeer	0060A0D0	ATX_PowerArmorBeerStein_Misc	Power Armor Beer Stein							0																																					
0060D1A1	co_mod_Legendary_Crafting_Armor1	0060D1A7	mod_Legendary_Crafting_Armor1	Random ¬							0																																					
0060D1A2	co_mod_Legendary_Crafting_Armor2	0060D1A8	mod_Legendary_Crafting_Armor2	Random ¬¬							0																																					
0060D1A3	co_mod_Legendary_Crafting_Armor3	0060D1A9	mod_Legendary_Crafting_Armor3	Random ¬¬¬							0																																					
0060D1A4	zzz_co_f1ffcdwc										0																																					
0060D17E	workshop_co_GeneratorWindmill	005D00FE	workshop_LL_Power_Generators_Scavenged								0																																					
0060D336	ATX_co_Clothes_Headwear_BoSReconHelmet	0060DC03	ATX_Headwear_BOS_Recon_Helmet	BOS Recon Helmet							0																																					
0060D5C1	co_PowerArmor_Hellcat_ArmLeft	0060D5B9	Armor_PowerArmor_Hellcat_ArmLeft	Hellcat Left Arm						005FA459:BS02_MQ05_Catalyst:QUST|0060624D:LegendaryItems_LL_PowerArmor_All:LVLI|0060DC28:Legendary_LL_PowerArmor_Hellcat:LVLI	3	005FA459:BS02_MQ05_Catalyst:QUST	0060624D:LegendaryItems_LL_PowerArmor_All:LVLI	0060DC28:Legendary_LL_PowerArmor_Hellcat:LVLI																																		
0060D5C2	co_PowerArmor_Hellcat_ArmRight	0060D5BA	Armor_PowerArmor_Hellcat_ArmRight	Hellcat Right Arm						005FA459:BS02_MQ05_Catalyst:QUST|0060624D:LegendaryItems_LL_PowerArmor_All:LVLI|0060DC28:Legendary_LL_PowerArmor_Hellcat:LVLI	3	005FA459:BS02_MQ05_Catalyst:QUST	0060624D:LegendaryItems_LL_PowerArmor_All:LVLI	0060DC28:Legendary_LL_PowerArmor_Hellcat:LVLI																																		
0060D5C3	co_PowerArmor_Hellcat_Helmet	0060D5B5	Armor_PowerArmor_Hellcat_Helmet	Hellcat Helm						005FA459:BS02_MQ05_Catalyst:QUST	1	005FA459:BS02_MQ05_Catalyst:QUST																																				
0060D5C4	co_PowerArmor_Hellcat_LegLeft	0060D5B7	Armor_PowerArmor_Hellcat_LegLeft	Hellcat Left Leg						005FA459:BS02_MQ05_Catalyst:QUST|0060624D:LegendaryItems_LL_PowerArmor_All:LVLI|0060DC28:Legendary_LL_PowerArmor_Hellcat:LVLI	3	005FA459:BS02_MQ05_Catalyst:QUST	0060624D:LegendaryItems_LL_PowerArmor_All:LVLI	0060DC28:Legendary_LL_PowerArmor_Hellcat:LVLI																																		
0060D5C5	co_PowerArmor_Hellcat_LegRight	0060D5B6	Armor_PowerArmor_Hellcat_LegRight	Hellcat Right Leg						005FA459:BS02_MQ05_Catalyst:QUST|0060624D:LegendaryItems_LL_PowerArmor_All:LVLI|0060DC28:Legendary_LL_PowerArmor_Hellcat:LVLI	3	005FA459:BS02_MQ05_Catalyst:QUST	0060624D:LegendaryItems_LL_PowerArmor_All:LVLI	0060DC28:Legendary_LL_PowerArmor_Hellcat:LVLI																																		
0060D5C6	co_PowerArmor_Hellcat_Torso	0060D5B8	Armor_PowerArmor_Hellcat_Torso	Hellcat Chest Piece						005FA459:BS02_MQ05_Catalyst:QUST|0060624D:LegendaryItems_LL_PowerArmor_All:LVLI|0060DC28:Legendary_LL_PowerArmor_Hellcat:LVLI	3	005FA459:BS02_MQ05_Catalyst:QUST	0060624D:LegendaryItems_LL_PowerArmor_All:LVLI	0060DC28:Legendary_LL_PowerArmor_Hellcat:LVLI																																		
0060D33D	ATX_workshop_co_FloorDecor_GamingMachines	006512BE	ATX_workshop_LL_GamingMachines								0																																					
0060DAFD	co_mod_PowerArmor_Hellcat_Arm_Misc_Optimized	0060DB44	mod_PowerArmor_Hellcat_Arm_Misc_Optimized	Optimized Bracers							0																																					
0060DAFE	co_mod_PowerArmor_Hellcat_Arm_Misc_ShockDmg	0060DB43	mod_PowerArmor_Hellcat_Arm_Misc_ShockDmg	Tesla Bracers							0																																					
0060DAFF	co_mod_PowerArmor_Hellcat_Arm_Misc_Unarmed	0060DB42	mod_PowerArmor_Hellcat_Arm_Misc_Unarmed	Hydraulic Bracers							0																																					
0060DB00	co_mod_PowerArmor_Hellcat_Helmet_Misc_DetectLife	0060DB40	mod_PowerArmor_Hellcat_Helmet_Misc_DetectLife	Targeting HUD							0																																					
0060DB01	co_mod_PowerArmor_Hellcat_Helmet_Misc_Int	0060DB3F	mod_PowerArmor_Hellcat_Helmet_Misc_Int	Internal Database							0																																					
0060DB02	co_mod_PowerArmor_Hellcat_Helmet_Misc_Recon	0060DB3E	mod_PowerArmor_Hellcat_Helmet_Misc_Recon	Recon Sensors							0																																					
0060DB03	co_mod_PowerArmor_Hellcat_Helmet_Misc_Sensor	0060DB3D	mod_PowerArmor_Hellcat_Helmet_Misc_Sensor	Sensor Array							0																																					
0060DB04	co_mod_PowerArmor_Hellcat_Helmet_Misc_VATSChance	0060DB3A	mod_PowerArmor_Hellcat_Helmet_Misc_VATSChance	V.A.T.S. Matrix Overlay							0																																					
0060DB05	co_mod_PowerArmor_Hellcat_Leg_Misc_APRegen	0060DB39	mod_PowerArmor_Hellcat_Leg_Misc_APRegen	Kinetic Servos							0																																					
0060DB06	co_mod_PowerArmor_Hellcat_Leg_Misc_Carry	0060DB38	mod_PowerArmor_Hellcat_Leg_Misc_Carry	Calibrated Shocks							0																																					
0060DB07	co_mod_PowerArmor_Hellcat_Leg_Misc_ExplVent	0060DB37	mod_PowerArmor_Hellcat_Leg_Misc_ExplVent	Cooling Vent							0																																					
0060DB08	co_mod_PowerArmor_Hellcat_Leg_Misc_OptimizedServos	0060DB36	mod_PowerArmor_Hellcat_Leg_Misc_OptimizedServos	Optimized Servos							0																																					
0060DB09	co_mod_PowerArmor_Hellcat_Leg_Misc_SprintBoost	0060DB35	mod_PowerArmor_Hellcat_Leg_Misc_SprintBoost	Overdrive Servos							0																																					
0060DB0A	co_mod_PowerArmor_Hellcat_Torso_Misc_BatRegen	0060DB34	mod_PowerArmor_Hellcat_Torso_Misc_BatRegen	Core Assembly							0																																					
0060DB0B	co_mod_PowerArmor_Hellcat_Torso_Misc_Cleanser	0060DB3B	mod_PowerArmor_Hellcat_Torso_Misc_Cleanser	Blood Cleanser							0																																					
0060DB0C	co_mod_PowerArmor_Hellcat_Torso_Misc_Emergency	0060DB33	mod_PowerArmor_Hellcat_Torso_Misc_Emergency	Emergency Protocols							0																																					
0060DB0D	co_mod_PowerArmor_Hellcat_Torso_Misc_JetPack	0060DB32	mod_PowerArmor_Hellcat_Torso_Misc_JetPack	Jet Pack						00655D0C:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_JetPack_Blackbird_Elite:COBJ|00678128:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_JetPack_Fanatic:COBJ|0067A905:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_JetPack_AlienInvader:COBJ|0067ADD5:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_Jetpack_Hanukkah:COBJ|0068DEE5:zzz_ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_Jetpack_BloodEagle:COBJ|0068E75A:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_Jetpack_MidnightWatch:COBJ|00692A8B:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_Jetpack_VertiguardBloodEagle:COBJ|00696268:co_mod_PowerArmor_Hellcat_Torso_Misc_JetPack_AlienInvaderV2:COBJ|006AA73A:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_JetPack_Vertibird:COBJ|006AA73B:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_JetPack_ArmorAce:COBJ|006AA73E:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_JetPack_CaptainCosmos_Black:COBJ|006AA740:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_JetPack_CaptainCosmos:COBJ|006AA741:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_JetPack_RRRanger:COBJ|006AA742:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_JetPack_MothMan:COBJ|006AA746:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_JetPack_Enclave:COBJ|006AA748:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_JetPack_Communist:COBJ|006AA74A:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_JetPack_Communist_Red:COBJ|006AA750:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_JetPack_HARE:COBJ|006AA751:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_JetPack_FreeStates_01:COBJ|006AA752:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_JetPack_FreeStates_02:COBJ|006E7A0B:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_Jetpack_DarkStar:COBJ|006F58E3:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_Jetpack_Heartbreaker:COBJ|0073505C:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_Jetpack_TheBrotherhood:COBJ|007455D3:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_JetPack_V63:COBJ|007479D9:SCORE_S16_co_mod_PowerArmor_Hellcat_Torso_Misc_Jetpack_DevilsWings:COBJ|0076F4C4:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_JetPack_FlatwoodsMonster:COBJ|00799C6D:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_Jetpack_Vertiguard_Enclave:COBJ|007B2898:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_Jetpack_FillerUp:COBJ|007DC4A9:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_Jetpack_Switchback:COBJ|00842957:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_Jetpack_Specialist:COBJ|00857239:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_Jetpack_LadyLibertyPrime:COBJ	31	00655D0C:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_JetPack_Blackbird_Elite:COBJ	00678128:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_JetPack_Fanatic:COBJ	0067A905:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_JetPack_AlienInvader:COBJ	0067ADD5:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_Jetpack_Hanukkah:COBJ	0068DEE5:zzz_ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_Jetpack_BloodEagle:COBJ	0068E75A:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_Jetpack_MidnightWatch:COBJ	00692A8B:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_Jetpack_VertiguardBloodEagle:COBJ	00696268:co_mod_PowerArmor_Hellcat_Torso_Misc_JetPack_AlienInvaderV2:COBJ	006AA73A:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_JetPack_Vertibird:COBJ	006AA73B:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_JetPack_ArmorAce:COBJ	006AA73E:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_JetPack_CaptainCosmos_Black:COBJ	006AA740:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_JetPack_CaptainCosmos:COBJ	006AA741:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_JetPack_RRRanger:COBJ	006AA742:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_JetPack_MothMan:COBJ	006AA746:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_JetPack_Enclave:COBJ	006AA748:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_JetPack_Communist:COBJ	006AA74A:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_JetPack_Communist_Red:COBJ	006AA750:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_JetPack_HARE:COBJ	006AA751:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_JetPack_FreeStates_01:COBJ	006AA752:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_JetPack_FreeStates_02:COBJ	006E7A0B:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_Jetpack_DarkStar:COBJ	006F58E3:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_Jetpack_Heartbreaker:COBJ	0073505C:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_Jetpack_TheBrotherhood:COBJ	007455D3:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_JetPack_V63:COBJ	007479D9:SCORE_S16_co_mod_PowerArmor_Hellcat_Torso_Misc_Jetpack_DevilsWings:COBJ	0076F4C4:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_JetPack_FlatwoodsMonster:COBJ	00799C6D:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_Jetpack_Vertiguard_Enclave:COBJ	007B2898:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_Jetpack_FillerUp:COBJ	007DC4A9:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_Jetpack_Switchback:COBJ	00842957:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_Jetpack_Specialist:COBJ	00857239:ATX_co_mod_PowerArmor_Hellcat_Torso_Misc_Jetpack_LadyLibertyPrime:COBJ						
0060DB0E	co_mod_PowerArmor_Hellcat_Torso_Misc_Kinetic	0060DB31	mod_PowerArmor_Hellcat_Torso_Misc_Kinetic	Kinetic Dynamo							0																																					
0060DB0F	co_mod_PowerArmor_Hellcat_Torso_Misc_MedicPump	0060DB3C	mod_PowerArmor_Hellcat_Torso_Misc_MedicPump	Medic Pump							0																																					
0060DB10	co_mod_PowerArmor_Hellcat_Torso_Misc_Reactive	0060DB30	mod_PowerArmor_Hellcat_Torso_Misc_Reactive	Reactive Plates							0																																					
0060DB11	co_mod_PowerArmor_Hellcat_Torso_Misc_StealthBoy	0060DB2F	mod_PowerArmor_Hellcat_Torso_Misc_StealthBoy	Stealth Boy							0																																					
0060DB12	co_mod_PowerArmor_Hellcat_Torso_Misc_Str	0060DB2E	mod_PowerArmor_Hellcat_Torso_Misc_Str	Motion-Assist Servos							0																																					
0060DB13	co_mod_PowerArmor_Hellcat_Torso_Misc_Tesla	0060DB41	mod_PowerArmor_Hellcat_Torso_Misc_Tesla	Tesla Coils							0																																					
0060DAFC	co_mod_PowerArmor_Hellcat_Arm_Misc_Bleed	0060DB45	mod_PowerArmor_Hellcat_Arm_Misc_Bleed	Rusty Knuckles							0																																					
0060DBE5	workshop_co_FloorDecor_DecoyDuckSet	0060DBE6	workshop_LL_FloorDecor_DecoyDuckSet							0075FC0B:E02A_Meat_AllChaseRecipesKnown_Condition:CNDF	1	0075FC0B:E02A_Meat_AllChaseRecipesKnown_Condition:CNDF																																				
0060DC45	ATX_workshop_co_Structure_BoS_WallSlant	0060DC4D	ATXworkshop_LL_Structure_BoS_WallSlant								0																																					
0060DC43	ATX_workshop_co_Structure_BoS_WallFull	0060DC4B	ATX_workshop_LL_Structure_BoS_WallFull								0																																					
0060DC42	ATX_workshop_co_Structure_BoS_WallFascia	0060DC4A	ATXworkshop_LL_Structure_BoS_WallFascia								0																																					
0060DC46	ATX_workshop_co_Structure_BoS_WallSlantFull	0060DC4E	ATXworkshop_LL_Structure_BoS_WallSlantFull								0																																					
0060DC47	ATX_workshop_co_Structure_BoS_WallTopArch	0060DC4F	ATXworkshop_LL_Structure_BoS_WallTopArch								0																																					
0060DC44	ATX_workshop_co_Structure_BoS_WallHalf	0060DC4C	ATXworkshop_LL_Structure_BoS_WallHalf								0																																					
0060DC48	ATX_workshop_co_Structure_Shack_RoofsMisc_BoS	0060DC50	ATX_workshop_LL_Structure_Shack_Roofs_BoS								0																																					
0060DC00	ATX_workshop_co_CondProxy_Displays_RobotBeerSteins									00631693:BS02_E01_Metal_LL_Event_Rewards_Rare:LVLI|006F0470:ATX_workshop_LL_DisplayCases_Steins_Aluminum:LVLI	2	00631693:BS02_E01_Metal_LL_Event_Rewards_Rare:LVLI	006F0470:ATX_workshop_LL_DisplayCases_Steins_Aluminum:LVLI																																			
0060DC51	ATX_co_Clothes_Headwear_FourthJulyParade	0060D599	ATX_Headwear_FourthJulyParade_Hat	Fourth of July Parade Hat							0																																					
0060DC69	ATX_co_mod_CrusaderPistol_Weapon_Paint_BoSRed	0060DB86	ATX_mod_BoSPistol_Weapon_Paint_BoSRed	Red Steel Paint							0																																					
0060DCE4	ATX_co_Clothes_Outfit_FourthJulyParadePants	0060D598	ATX_Clothes_FourthJulyParade_Pants	Fourth of July Parade Pants							0																																					
0060DCE3	ATX_co_Clothes_Outfit_FourthJulyParadeShorts	0060D597	ATX_Clothes_FourthJulyParade_Shorts	Fourth of July Parade Shorts							0																																					
0060DF72	ATX_co_BackPack_Flair1_SteelReign	00608937	ATX_mod_BackPack_SteelReign_Flair1	Brotherhood of Steel Backpack Flair							0																																					
0060DF73	ATX_co_BackPack_Flair2_SteelReign	00608938	ATX_mod_BackPack_SteelReign_Flair2	Brotherhood of Steel Backpack Flair							0																																					
0060E0E1	co_mod_PepperShaker_Barrel_Dual	0060E0EA	mod_PepperShaker_Barrel_Dual	Dual Barrel							0																																					
0060E0E2	co_mod_PepperShaker_Barrel_Hex	0060E0E9	mod_PepperShaker_Barrel_Hex	Hex Barrel							0																																					
0060E0E3	co_mod_PepperShaker_Barrel_Single	0060E0E8	mod_PepperShaker_Barrel_Single	Single Barrel							0																																					
0060E0E4	co_mod_PepperShaker_Magazine_Standard	0060E0EC	mod_PepperShaker_Magazine_Standard	Standard Magazine							0																																					
0060E0E5	co_mod_PepperShaker_Magazine_Plasma	0060E0ED	mod_PepperShaker_Magazine_Plasma	Plasma Magazine							0																																					
0060E0E6	co_mod_PepperShaker_Magazine_Laser	0060E0EE	mod_PepperShaker_Magazine_Laser	Laser Magazine							0																																					
0060E0E0	co_mod_PepperShaker_Barrel_Standard	0060E0EB	mod_PepperShaker_Barrel_Standard	Standard Barrel							0																																					
0060E6BF	co_mod_PepperShaker_Scope_ReflexSight	0060E5D0	mod_PepperShaker_Scope_SightReflex	Gunner Sight							0																																					
0060E6C0	ATX_co_mod_CombatRifle_TheFixer_Weapon_Paint_BloodEagle	0060E6C2	SCORE_S5_mod_CombatRifle_Weapon_Paint_TheFixer_BloodEagle	Blood Eagle Paint							0																																					
0060EC76	ATX_workshop_co_Structure_WildwoodDen	00606C08	ATX_Workshop_WildwoodDen	Wildwood Den							0																																					
0060EDA4	ATX_workshop_co_Displays_ChassisDisplayFrames	005DBE0A	ATX_workshop_LL_Displays_ChassisDisplayFrames								0																																					
0060EEE2	zzz_ATX_workshop_co_Decoration_VaultTecSpa										0																																					
0060EEEF	SCORE_S5_co_Clothes_Headwear_RaiderGoon	0060DF4D	ATX_Headwear_Raider_Goon_Helmet	Raider Goon Helmet							0																																					
0060EEEE	SCORE_S5_co_Clothes_Outfit_RaiderGoon	0060DF4C	ATX_Clothes_Raider_Goon	Raider Goon							0																																					
0060EF0C	ATX_co_mod_PowerArmor_Excavator_Helmet_Material_Paint_MIND	0060ED6A	SCORE_S5_mod_PowerArmor_Excavator_Helmet_Material_Paint_MIND	M.I.N.D. Paint							0																																					
0060EEF4	ATX_co_mod_PowerArmor_X01_LeftLeg_Material_Paint_MIND	0060ED73	SCORE_S5_mod_PowerArmor_X01_LeftLeg_Material_Paint_MIND	M.I.N.D. Paint							0																																					
0060EF18	ATX_co_mod_PowerArmor_T60_RightArm_Material_Paint_MIND	0060ED55	SCORE_S5_mod_PowerArmor_T60_RightArm_Material_Paint_MIND	M.I.N.D. Paint							0																																					
0060EEFC	ATX_co_mod_PowerArmor_T60_LeftLeg_Material_Paint_MIND	0060ED67	SCORE_S5_mod_PowerArmor_T60_LeftLeg_Material_Paint_MIND	M.I.N.D. Paint							0																																					
0060EF0D	ATX_co_mod_PowerArmor_T65_RightArm_Material_Paint_MIND	0060ED5D	SCORE_S5_mod_PowerArmor_T65_RightArm_Material_Paint_MIND	M.I.N.D. Paint							0																																					
0060EF03	ATX_co_mod_PowerArmor_X01_RightLeg_Material_Paint_MIND	0060ED74	SCORE_S5_mod_PowerArmor_X01_RightLeg_Material_Paint_MIND	M.I.N.D. Paint							0																																					
0060EF19	ATX_co_mod_PowerArmor_T45_Torso_Material_Paint_MIND	0060ED75	SCORE_S5_mod_PowerArmor_T45_Torso_Material_Paint_MIND	M.I.N.D. Paint							0																																					
0060EF02	ATX_co_mod_PowerArmor_T65_Helmet_Material_Paint_MIND	0060ED6B	SCORE_S5_mod_PowerArmor_T65_Helmet_Material_Paint_MIND	M.I.N.D. Paint							0																																					
0060EF01	ATX_co_mod_PowerArmor_T51_Helmet_Material_Paint_MIND	0060ED57	SCORE_S5_mod_PowerArmor_T51_Helmet_Material_Paint_MIND	M.I.N.D. Paint							0																																					
0060EF16	ATX_co_mod_PowerArmor_X01_Helmet_Material_Paint_MIND	0060ED76	SCORE_S5_mod_PowerArmor_X01_Helmet_Material_Paint_MIND	M.I.N.D. Paint							0																																					
0060EF00	ATX_co_mod_PowerArmor_T65_LeftLeg_Material_Paint_MIND	0060ED6C	SCORE_S5_mod_PowerArmor_T65_LeftLeg_Material_Paint_MIND	M.I.N.D. Paint							0																																					
0060EF0E	ATX_co_mod_PowerArmor_Excavator_RightArm_Material_Paint_MIND	0060ED60	SCORE_S5_mod_PowerArmor_Excavator_RightArm_Material_Paint_MIND	M.I.N.D. Paint							0																																					
0060EEFD	ATX_co_mod_PowerArmor_T60_Helmet_Material_Paint_MIND	0060ED65	SCORE_S5_mod_PowerArmor_T60_Helmet_Material_Paint_MIND	M.I.N.D. Paint							0																																					
0060EEFF	ATX_co_mod_PowerArmor_T45_LegLeft_Material_Paint_MIND	0060ED62	SCORE_S5_mod_PowerArmor_T45_LeftLeg_Material_Paint_MIND	M.I.N.D. Paint							0																																					
0060EF13	ATX_co_mod_PowerArmor_Ultracite_Helmet_Material_Paint_MIND	0060ED70	SCORE_S5_mod_PowerArmor_Ultracite_Helmet_Material_Paint_MIND	M.I.N.D. Paint							0																																					
0060EF11	ATX_co_mod_PowerArmor_T45_LeftArm_Material_Paint_MIND	0060ED79	SCORE_S5_mod_PowerArmor_T45_LeftArm_Material_Paint_MIND	M.I.N.D. Paint							0																																					
0060EEF6	ATX_co_mod_PowerArmor_X01_LeftArm_Material_Paint_MIND	0060ED58	SCORE_S5_mod_PowerArmor_X01_LeftArm_Material_Paint_MIND	M.I.N.D. Paint							0																																					
0060EF0F	ATX_co_mod_PowerArmor_Ultracite_LeftArm_Material_Paint_MIND	0060ED5F	SCORE_S5_mod_PowerArmor_Ultracite_LeftArm_Material_Paint_MIND	M.I.N.D. Paint							0																																					
0060EF10	ATX_co_mod_PowerArmor_Ultracite_LeftLeg_Material_Paint_MIND	0060ED72	SCORE_S5_mod_PowerArmor_Ultracite_LeftLeg_Material_Paint_MIND	M.I.N.D. Paint							0																																					
0060EEF5	ATX_co_mod_PowerArmor_T65_Torso_Material_Paint_MIND	0060ED56	SCORE_S5_mod_PowerArmor_T65_Torso_Material_Paint_MIND	M.I.N.D. Paint							0																																					
0060EF12	ATX_co_mod_PowerArmor_T45_RightArm_Material_Paint_MIND	0060ED7A	SCORE_S5_mod_PowerArmor_T45_RightArm_Material_Paint_MIND	M.I.N.D. Paint							0																																					
0060EF0B	ATX_co_mod_PowerArmor_T51_RightArm_Material_Paint_MIND	0060ED68	SCORE_S5_mod_PowerArmor_T51_RightArm_Material_Paint_MIND	M.I.N.D. Paint							0																																					
0060EEFA	ATX_co_mod_PowerArmor_Ultracite_RightArm_Material_Paint_MIND	0060ED53	SCORE_S5_mod_PowerArmor_Ultracite_RightArm_Material_Paint_MIND	M.I.N.D. Paint							0																																					
0060EEF8	ATX_co_mod_PowerArmor_Ultracite_Torso_Material_Paint_MIND	0060ED52	SCORE_S5_mod_PowerArmor_Ultracite_Torso_Material_Paint_MIND	M.I.N.D. Paint							0																																					
0060EF07	ATX_co_mod_PowerArmor_Excavator_RightLeg_Material_Paint_MIND	0060ED6F	SCORE_S5_mod_PowerArmor_Excavator_RightLeg_Material_Paint_MIND	M.I.N.D. Paint							0																																					
0060EF0A	ATX_co_mod_PowerArmor_Excavator_LeftLeg_Material_Paint_MIND	0060ED64	SCORE_S5_mod_PowerArmor_Excavator_LeftLeg_Material_Paint_MIND	M.I.N.D. Paint							0																																					
0060EF05	ATX_co_mod_PowerArmor_T51_Torso_Material_Paint_MIND	0060ED54	SCORE_S5_mod_PowerArmor_T51_Torso_Material_Paint_MIND	M.I.N.D. Paint							0																																					
0060EF09	ATX_co_mod_PowerArmor_T60_Torso_Material_Paint_MIND	0060ED5C	SCORE_S5_mod_PowerArmor_T60_Torso_Material_Paint_MIND	M.I.N.D. Paint							0																																					
0060EF1A	ATX_co_mod_PowerArmor_X01_Torso_Material_Paint_MIND	0060ED61	SCORE_S5_mod_PowerArmor_X01_Torso_Material_Paint_MIND	M.I.N.D. Paint							0																																					
0060EEF1	ATX_co_mod_PowerArmor_X01_RightArm_Material_Paint_MIND	0060ED63	SCORE_S5_mod_PowerArmor_X01_RightArm_Material_Paint_MIND	M.I.N.D. Paint							0																																					
