FormID	EDID	ConditionCount	Cond01	Cond02	Cond03	Cond04	Cond05	Cond06	Cond07	Cond08	Cond09	Cond10	Cond11	Cond12	Cond13	Cond14	Cond15	Cond16	Cond17	Cond18	Cond19	Cond20	Cond21	Cond22	Cond23	Cond24	Cond25	ReferencedByCount	Ref01	Ref02	Ref03	Ref04	Ref05	Ref06	Ref07	Ref08	Ref09	Ref10	Ref11	Ref12	Ref13	Ref14	Ref15	Ref16	Ref17	Ref18	Ref19	Ref20	Ref21	Ref22	Ref23	Ref24	Ref25	FileName
00646A30	SCORE_S8_COBJ_ExerciseBike_Condition	2	Subject.HasLearnedRecipe(SCORE_workshop_CondProxy_co_CategoryFurniture_ExerciseBike_GoldVendor [COBJ:00646A32], 00 00 00 00) = 1.000000	Subject.HasEntitlement(SCORE_S8_ENTM_CAMP_Utility_ExerciseBike "Exercise Bike" [ENTM:0063C6DE], 00 00 00 00) = 1.000000																								1	00571DAC:ATX_workshop_LL_ExerciseEquipment:"":LVLI																									SeventySix.esm
00646A2F	SCORE_S8_COBJ_Sam_Condition	2	Subject.HasLearnedRecipe(SCORE_workshop_CondProxy_co_CategoryAlly_Sam_GoldVendor [COBJ:00646A31], 00 00 00 00) = 1.000000	Subject.HasEntitlement(SCORE_S8_ENTM_CAMP_Ally_Mechanic_SamNguyen "Lite Ally: Sam Nguyen" [ENTM:0061E07A], 00 00 00 00) = 1.000000																								1	0061E077:ATX_co_COMP_Constructible_CampObject_Mechanic:"":COBJ																									SeventySix.esm
00660E9E	XPD_IsUniqueUnionGeneric_Condition	5	Subject.HasKeyword(XPD_ObjMod_FreePrisoners_PrisonerImprisoned_Keyword [KYWD:00640308], 00 00 00 00) = 1.000000	Subject.HasKeyword(XPD_ObjMod_FreePrisoners_PrisonerFreed_Keyword [KYWD:00637A47], 00 00 00 00) = 1.000000	Subject.HasKeyword(XPD_Pitt01_UnionScavenger_Keyword [KYWD:00652F75], 00 00 00 00) = 1.000000	Subject.HasKeyword(XPD_Pitt02_Laborer_Keyword [KYWD:0065EAE7], 00 00 00 00) = 1.000000	Subject.GetIsID(LvlFanaticUnique_Hopeful_XPD_Pitt02 "Fanatic Hopeful" [NPC_:0064D934], 00 00 00 00) = 1.000000																					7	00648E7B:XPD_Dialogue_UnionGeneric_Hello_Group:"":INFO	0065F747:XPD_Pitt02_UnionGeneric_Trench_Idle:"":INFO	0065F74D:XPD_Pitt02_UnionGeneric_Trench_Hello:"":INFO	00660E9B:XPD_Dialogue_UnionGeneric_Hello_Stranger:"":INFO	00660E9C:XPD_Dialogue_UnionGeneric_Hello_Veteran:"":INFO	00660E9D:XPD_Pitt02_UnionGeneric_Pitt01_Hello:"":INFO	00663921:XPD_Pitt02_UnionGeneric_Trench_Idle_NOTGhoul:"":INFO																			SeventySix.esm
0066614E	CUT_XPD_IsUnionGenericWithTrenchDialogue_Condition	4	Subject.GetIsVoiceType(XPD_NPCF_GenericUnion01 "Unioner" [VTYP:00648F90], 00 00 00 00) = 1.000000	Subject.GetIsVoiceType(XPD_NPCF_GenericUnionGhoul03 "Unioner" [VTYP:00648F88], 00 00 00 00) = 1.000000	Subject.GetIsVoiceType(XPD_NPCM_GenericUnion01 "Unioner" [VTYP:00648F8B], 00 00 00 00) = 1.000000	Subject.GetIsVoiceType(XPD_NPCM_GenericUnion02 "Unioner" [VTYP:00648F86], 00 00 00 00) = 1.000000																						0																										SeventySix.esm
00668999	SCORE_S9_COBJ_WorkbenchCookingStove_Chuckwagon_Condition	2	Subject.HasLearnedRecipe(SCORE_workshop_CondProxy_co_CategoryFurniture_Chuckwagon_GoldVendor [COBJ:0066899D], 00 00 00 00) = 1.000000	Subject.HasEntitlement(SCORE_S9_ENTM_CAMP_Machinery_Workbench_Cooking_Grill_Chuckwagon "Chuckwagon Cooking Station" [ENTM:0064E0C5], 00 00 00 00) = 1.000000																								1	003368A4:workshop_LL_CraftingCooking:"":LVLI																									SeventySix.esm
00668996	SCORE_S9_COBJ_ArmWrestleMachine_Condition	2	Subject.HasLearnedRecipe(SCORE_workshop_CondProxy_co_CategoryFurniture_ArmWrestleMachine_GoldVendor [COBJ:0066899B], 00 00 00 00) = 1.000000	Subject.HasEntitlement(SCORE_S9_ENTM_CAMP_Utility_ArmWrestleMachine "Arm Wrestle Machine" [ENTM:0064E0DA], 00 00 00 00) = 1.000000																								1	006512BE:ATX_workshop_LL_GamingMachines:"":LVLI																									SeventySix.esm
00668997	SCORE_S9_COBJ_PopcornMachine_Condition	2	Subject.HasLearnedRecipe(SCORE_workshop_CondProxy_co_CategoryFurniture_PopcornMachine_GoldVendor [COBJ:0066899C], 00 00 00 00) = 1.000000	Subject.HasEntitlement(ATX_ENTM_CAMP_Utility_PopcornMachine "Popcorn Machine" [ENTM:00620B25], 00 00 00 00) = 1.000000																								1	00691C03:ATX_workshop_LL_Utility_PopcornMachines:"":LVLI																									SeventySix.esm
00668998	SCORE_S9_COBJ_HorseRacingGame_Condition	2	Subject.HasLearnedRecipe(SCORE_workshop_CondProxy_co_CategoryFurniture_HorseRacingGame_GoldVendor [COBJ:0066899A], 00 00 00 00) = 1.000000	Subject.HasEntitlement(SCORE_S9_ENTM_CAMP_Furniture_HorseRacingGame "Mechanical Derby Game" [ENTM:0060D33E], 00 00 00 00) = 1.000000																								1	006512BE:ATX_workshop_LL_GamingMachines:"":LVLI																									SeventySix.esm
00674960	SCORE_S11_COBJ_NukaAgent_Condition	1	Subject.HasEntitlement(SCORE_S11_ENTM_CAMP_Ally_NukaAgent_leo "Lite Ally: Leo Petrov" [ENTM:00674962], 00 00 00 00) = 1.000000																									0																										SeventySix.esm
00679A74	SCORE_S11_COBJ_NukaQuantum_Condition	2	Subject.HasLearnedRecipe(SCORE_workshop_CondProxy_co_CategoryResources_NukaQuantum_GoldVendor [COBJ:00679A75], 00 00 00 00) = 1.000000	Subject.HasEntitlement(SCORE_S11_ENTM_CAMP_Utility_Collectron_NukaQuantum "Nuka-Cola Quantum Collectron Station" [ENTM:00679A77], 00 00 00 00) = 1.000000																								4	00536D30:ATX_workshop_LL_Collectrons:"":LVLI	0054B406:ATX_Collectrons_Terminal:"Terminal":TERM	005FD099:ATX_RedRocketRobotPumpTerminal:"Terminal":TERM	0084F1B1:ATX_Collectrons_Terminal_Liberator:"Terminal":TERM																						SeventySix.esm
0067E71A	SCORE_S10_COBJ_PowerArmor_Union_LegLeft	3	Subject.HasLearnedRecipe(co_Proxy_XPD_PowerArmor_Union_LegLeft [COBJ:0064B947], 00 00 00 00) = 1.000000	Subject.HasLearnedRecipe(SCORE_S10_co_PowerArmor_Union_LegLeft_StampsVendor [COBJ:0067E720], 00 00 00 00) = 1.000000	Subject.HasEntitlement(SCORE_S10_ENTM_PowerArmor_Union_LegLeft "Union Power Armor Left Leg Crafting" [ENTM:0064B979], 00 00 00 00) = 1.000000																							4	0060624D:LegendaryItems_LL_PowerArmor_All:"":LVLI	0063966F:XPD_LLV_ExpeditionVendor_Giuseppe:"":LVLI	0064B980:Legendary_LL_PowerArmor_Union:"":LVLI	00788DA9:co_XPD_PowerArmor_Union_LegLeft_Copy01:"":COBJ																						SeventySix.esm
0067E71B	SCORE_S10_COBJ_PowerArmor_Union_LegRight	3	Subject.HasLearnedRecipe(co_Proxy_XPD_PowerArmor_Union_LegRight [COBJ:0064B95A], 00 00 00 00) = 1.000000	Subject.HasLearnedRecipe(SCORE_S10_co_PowerArmor_Union_LegRight_StampsVendor [COBJ:0067E71F], 00 00 00 00) = 1.000000	Subject.HasEntitlement(SCORE_S10_ENTM_PowerArmor_Union_LegRight "Union Power Armor Right Leg Crafting" [ENTM:0064B97A], 00 00 00 00) = 1.000000																							4	0060624D:LegendaryItems_LL_PowerArmor_All:"":LVLI	0063966F:XPD_LLV_ExpeditionVendor_Giuseppe:"":LVLI	0064B980:Legendary_LL_PowerArmor_Union:"":LVLI	00788DAA:co_XPD_PowerArmor_Union_LegRight_Copy01:"":COBJ																						SeventySix.esm
0067E71C	SCORE_S10_COBJ_PowerArmor_Union_Jetpack	2	Subject.HasLearnedRecipe(co_XPD_mod_PowerArmor_Union_Torso_Misc_JetPack [COBJ:0064B962], 00 00 00 00) = 1.000000	Subject.HasEntitlement(SCORE_S10_ENTM_PowerArmor_Union_Jetpack "Union Power Armor Jetpack Crafting" [ENTM:0064B97C], 00 00 00 00) = 1.000000																								25	0063966F:XPD_LLV_ExpeditionVendor_Giuseppe:"":LVLI	0067ADDC:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_Hanukkah:"":COBJ	00692A92:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_VertiguardBloodEagle:"":COBJ	006A5838:co_mod_PowerArmor_Union_Torso_Misc_JetPack_AlienInvaderV2:"":COBJ	006A9888:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_Fanatic:"":COBJ	006AA738:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_Blackbird_Elite:"":COBJ	006AA739:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_Vertibird:"":COBJ	006AA73C:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_ArmorAce:"":COBJ	006AA73D:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_CaptainCosmos_Black:"":COBJ	006AA73F:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_CaptainCosmos:"":COBJ	006AA743:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_RRRanger:"":COBJ	006AA744:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_Mothman:"":COBJ	006AA745:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_Enclave:"":COBJ	006AA747:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_Communist:"":COBJ	006AA749:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_Communist_Red:"":COBJ	006AA74D:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_AlienInvader:"":COBJ	006AA74E:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_HARE:"":COBJ	006AA74F:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_MidnightWatch:"":COBJ	006AA753:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_FreeStates_01:"":COBJ	006AA754:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_FreeStates_02:"":COBJ	006E7A08:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_DarkStar:"":COBJ	006F58EA:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_Heartbreaker:"":COBJ	007455D5:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_V63:"":COBJ	007479E2:SCORE_S16_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_DevilsWings:"":COBJ	0076F4CB:ATX_co_mod_PowerArmor_Union_Torso_Misc_Jetpack_FlatwoodsMonster:"":COBJ	SeventySix.esm
0067E71D	SCORE_S10_COBJ_PowerArmor_Union_Helmet	3	Subject.HasLearnedRecipe(co_Proxy_XPD_PowerArmor_Union_Helmet [COBJ:0064B945], 00 00 00 00) = 1.000000	Subject.HasLearnedRecipe(SCORE_S10_co_PowerArmor_Union_Helmet_StampsVendor [COBJ:0067E723], 00 00 00 00) = 1.000000	Subject.HasEntitlement(SCORE_S10_ENTM_PowerArmor_Union_Helmet "Union Power Armor Helmet Crafting" [ENTM:0064B978], 00 00 00 00) = 1.000000																							2	0063966F:XPD_LLV_ExpeditionVendor_Giuseppe:"":LVLI	00788DAB:co_XPD_PowerArmor_Union_Helmet_Copy01:"":COBJ																								SeventySix.esm
0067E717	SCORE_S10_COBJ_PowerArmor_Union_Torso	3	Subject.HasLearnedRecipe(co_Proxy_XPD_PowerArmor_Union_Torso [COBJ:0064B94D], 00 00 00 00) = 1.000000	Subject.HasLearnedRecipe(SCORE_S10_co_PowerArmor_Union_Torso_StampsVendor [COBJ:0067E71E], 00 00 00 00) = 1.000000	Subject.HasEntitlement(SCORE_S10_ENTM_PowerArmor_Union_Torso "Union Power Armor Torso Crafting" [ENTM:0064B97B], 00 00 00 00) = 1.000000																							4	0060624D:LegendaryItems_LL_PowerArmor_All:"":LVLI	0063966F:XPD_LLV_ExpeditionVendor_Giuseppe:"":LVLI	0064B980:Legendary_LL_PowerArmor_Union:"":LVLI	00788DAD:co_XPD_PowerArmor_Union_Torso_Copy01:"":COBJ																						SeventySix.esm
0067E718	SCORE_S10_COBJ_PowerArmor_Union_ArmLeft	3	Subject.HasLearnedRecipe(co_Proxy_XPD_PowerArmor_Union_ArmLeft [COBJ:0064B967], 00 00 00 00) = 1.000000	Subject.HasLearnedRecipe(SCORE_S10_co_PowerArmor_Union_ArmLeft_StampsVendor [COBJ:0067E722], 00 00 00 00) = 1.000000	Subject.HasEntitlement(SCORE_S10_ENTM_PowerArmor_Union_ArmLeft "Union Power Armor Left Arm Crafting" [ENTM:0064B976], 00 00 00 00) = 1.000000																							4	0060624D:LegendaryItems_LL_PowerArmor_All:"":LVLI	0063966F:XPD_LLV_ExpeditionVendor_Giuseppe:"":LVLI	0064B980:Legendary_LL_PowerArmor_Union:"":LVLI	00788DAC:co_XPD_PowerArmor_Union_ArmLeft_Copy01:"":COBJ																						SeventySix.esm
0067E719	SCORE_S10_COBJ_PowerArmor_Union_ArmRight	3	Subject.HasLearnedRecipe(co_Proxy_XPD_PowerArmor_Union_ArmRight [COBJ:00788DA8], 00 00 00 00) = 1.000000	Subject.HasLearnedRecipe(SCORE_S10_co_PowerArmor_Union_ArmRight_StampsVendor [COBJ:0067E721], 00 00 00 00) = 1.000000	Subject.HasEntitlement(SCORE_S10_ENTM_PowerArmor_Union_ArmRight "Union Power Armor Right Arm Crafting" [ENTM:0064B977], 00 00 00 00) = 1.000000																							4	0060624D:LegendaryItems_LL_PowerArmor_All:"":LVLI	0063966F:XPD_LLV_ExpeditionVendor_Giuseppe:"":LVLI	0064B968:co_XPD_PowerArmor_Union_ArmRight:"":COBJ	0064B980:Legendary_LL_PowerArmor_Union:"":LVLI																						SeventySix.esm
00680833	SCORE_S10_COBJ_FloorDecor_GloveBox_Condition	2	Subject.HasLearnedRecipe(SCORE_workshop_CondProxy_co_CategoryFurniture_Glovebox_GoldVendor [COBJ:006657EC], 00 00 00 00) = 1.000000	Subject.HasEntitlement(SCORE_S10_ENTM_CAMP_Utility_Radiation_Glove_Box "Radiation Glove Box" [ENTM:00661F5F], 00 00 00 00) = 1.000000																								1	00668D4C:ATX_workshop_co_FloorDecor_RadiationGloveBox:"":COBJ																									SeventySix.esm
0068D3D1	SCORE_S12_COBJ_Scarberry_Condition	2	Subject.HasLearnedRecipe(SCORE_workshop_CondProxy_co_CategoryAlly_Scarberry_GoldVendor [COBJ:006BE8DC], 00 00 00 00) = 1.000000	Subject.HasEntitlement(SCORE_S12_ENTM_CAMP_Ally_Scarberry "Lite Ally: Steven Scarberry" [ENTM:0068D3D3], 00 00 00 00) = 1.000000																								1	0068D3D2:ATX_co_COMP_Constructible_CampObject_Scarberry:"":COBJ																									SeventySix.esm
00691C2A	SCORE_S11_COBJ_NukaCola_MysteryMachine_Condition	2	Subject.HasLearnedRecipe(SCORE_workshop_CondProxy_co_CategoryFurniture_NukaCola_MysteryMachine_GoldVendor [COBJ:00691C2C], 00 00 00 00) = 1.000000	Subject.HasEntitlement(SCORE_S11_ENTM_Utility_NukaColaMysteryMachine "Nuka-Cola Mystery Machine" [ENTM:0067A28C], 00 00 00 00) = 1.000000																								1	007A7E84:ATX_workshop_LL_NukaColaMysteryMachines:"":LVLI																									SeventySix.esm
00691C29	SCORE_S11_COBJ_Leo_Petrov_Condition	2	Subject.HasLearnedRecipe(SCORE_workshop_CondProxy_co_CategoryAlly_Leo_Petrov_GoldVendor [COBJ:00691C2B], 00 00 00 00) = 1.000000	Subject.HasEntitlement(SCORE_S11_ENTM_CAMP_Ally_NukaAgent_leo "Lite Ally: Leo Petrov" [ENTM:00674962], 00 00 00 00) = 1.000000																								1	00674961:ATX_co_COMP_Constructible_CampObject_NukaAgent:"":COBJ																									SeventySix.esm
0069F285	MPE_AllChaseRareRecipesKnown_Condition	25	Subject.HasLearnedRecipe(co_chem_StimGas [COBJ:0041557F], 00 00 00 00) = 1.000000	Subject.HasLearnedRecipe(co_chem_SFS09_FormulaP [COBJ:00421215], 00 00 00 00) = 1.000000	Subject.HasLearnedRecipe(co_utility_CuttingFluid [COBJ:000657FC], 00 00 00 00) = 1.000000	Subject.HasLearnedRecipe(co_Weapon_Ranged_TheFixer [COBJ:0046D2A8], 00 00 00 00) = 1.000000	Subject.HasLearnedRecipe(co_Weapon_Melee_BearArm [COBJ:003FFADF], 00 00 00 00) = 1.000000	Subject.HasLearnedRecipe(co_Weapon_Melee_DeathclawGauntlet [COBJ:0010A08A], 00 00 00 00) = 1.000000	Subject.HasLearnedRecipe(co_mod_melee_BearArm_Heavy [COBJ:003FFADE], 00 00 00 00) = 1.000000	Subject.HasLearnedRecipe(co_mod_melee_BearArm_Puncturing [COBJ:003FFADD], 00 00 00 00) = 1.000000	Subject.HasLearnedRecipe(co_mod_melee_SkiSword_SkateBlade [COBJ:0034255C], 00 00 00 00) = 1.000000	Subject.HasLearnedRecipe(co_mod_melee_BoxingGlove_ExtraHeavyHead [COBJ:00187A29], 00 00 00 00) = 1.000000	Subject.HasLearnedRecipe(co_mod_melee_DLC04_Sledgehammer_ExtraHeavyHead_Rocket_Spikes [COBJ:00113FF5], 00 00 00 00) = 1.000000	Subject.HasLearnedRecipe(co_mod_UnderArmor_MarineWetsuit_MK4 [COBJ:00530BA7], 00 00 00 00) = 1.000000	Subject.HasLearnedRecipe(co_mod_UnderArmor_MarineWetsuit_MK5 [COBJ:00530BA8], 00 00 00 00) = 1.000000	Subject.HasLearnedRecipe(co_Clothes_CivilWarEraSuit [COBJ:003A177B], 00 00 00 00) = 1.000000	Subject.HasLearnedRecipe(co_Clothes_CivilWarEraDress [COBJ:003A177A], 00 00 00 00) = 1.000000	Subject.HasLearnedRecipe(co_Clothes_CivilWarUniformUnion [COBJ:003A177E], 00 00 00 00) = 1.000000	Subject.HasLearnedRecipe(co_Clothes_SkiingPurpleAndWhiteOutfit [COBJ:003A178C], 00 00 00 00) = 1.000000	Subject.HasLearnedRecipe(co_Clothes_HalloweenCostume01_Witch [COBJ:003A1786], 00 00 00 00) = 1.000000	Subject.HasLearnedRecipe(co_Clothes_HalloweenCostume02_Skeleton [COBJ:003A1787], 00 00 00 00) = 1.000000	Subject.HasLearnedRecipe(co_Headwear_CivilWarEraHat [COBJ:0050E3EA], 00 00 00 00) = 1.000000	Subject.HasLearnedRecipe(co_Headwear_CivilWarHatConfederate [COBJ:0050E3EB], 00 00 00 00) = 1.000000	Subject.HasLearnedRecipe(co_Headwear_HalloweenCostume01Hat_Witch [COBJ:0050E3ED], 00 00 00 00) = 1.000000	Subject.HasLearnedRecipe(co_Headwear_HalloweenCostume02Hat_Skeleton [COBJ:0050E3EE], 00 00 00 00) = 1.000000	Subject.HasLearnedRecipe(workshop_co_FloorDecor_RadioactiveBarrel [COBJ:0058CC8D], 00 00 00 00) = 1.000000	Subject.HasLearnedRecipe(co_Armor_Underarmor_BoS_Knight [COBJ:0016EF6B], 00 00 00 00) = 1.000000	1	0075F0D4:LLS_XPD_AC_LL_Sidequest_Reward_RarePlans:"":LVLI																									SeventySix.esm
00699AB1	SCORE_S13_COBJ_HollywoodPopcornMachine_Condition	2	Subject.HasLearnedRecipe(SCORE_workshop_CondProxy_co_CategoryFurniture_PopcornMachine_GoldVendor [COBJ:0066899C], 00 00 00 00) = 1.000000	Subject.HasEntitlement(ATX_ENTM_CAMP_Utility_PopcornMachine "Popcorn Machine" [ENTM:00620B25], 00 00 00 00) = 1.000000																								0																										SeventySix.esm
006A435F	SCORE_S13_COBJ_JoeyBello_Condition	2	Subject.HasLearnedRecipe(SCORE_workshop_CondProxy_co_CategoryAlly_Joey_Bello_GoldVendor [COBJ:006D8725], 00 00 00 00) = 1.000000	Subject.HasEntitlement(SCORE_S13_ENTM_CAMP_Ally_JoeyBello "Lite Ally: Joey Bello" [ENTM:006A4361], 00 00 00 00) = 1.000000																								1	006A4360:ATX_co_COMP_Constructible_CampObject_JoeyBello:"":COBJ																									SeventySix.esm
006BE8DA	SCORE_S12_COBJ_ColdShoulder_Condition	2	Subject.HasEntitlement(SCORE_S12_ENTM_Weapons_ColdShoulder "Cold Shoulder" [ENTM:0068E5A1], 00 00 00 00) = 1.000000	Subject.HasLearnedRecipe(SCORE_S12_co_Weapon_ColdShoulder_StampVendor [COBJ:006BE8DE], 00 00 00 00) = 1.000000																								1	0063966F:XPD_LLV_ExpeditionVendor_Giuseppe:"":LVLI																									SeventySix.esm
006BE8D8	SCORE_S12_COBJ_Firewood_Pile_Condition	2	Subject.HasLearnedRecipe(SCORE_workshop_CondProxy_co_CategoryFurniture_Firewood_Pile_GoldVendor [COBJ:006BE8DB], 00 00 00 00) = 1.000000	Subject.HasEntitlement(SCORE_S12_ENTM_CAMP_Utility_FirewoodPile "Firewood Pile" [ENTM:006916AE], 00 00 00 00) = 1.000000																								2	00691C07:SCORE_S12_workshop_co_Utility_FirewoodPile:"":COBJ	00691C0D:SCORE_S12_Resources_FirewoodPile:"":LVLI																								SeventySix.esm
006BE8D9	SCORE_S12_COBJ_Radstag_Condition	2	Subject.HasLearnedRecipe(SCORE_workshop_CondProxy_co_CategoryFurniture_Radstag_FieldDressing_GoldVendor [COBJ:006BE8DD], 00 00 00 00) = 1.000000	Subject.HasEntitlement(SCORE_S12_ENTM_CAMP_Utility_RadstagFieldDressingStation "Radstag Field Dressing Station" [ENTM:00685955], 00 00 00 00) = 1.000000																								2	0068E779:ATX_workshop_LL_WorkshopCollector_RadstagFieldDressingStation:"":LVLI	0068E77A:ATX_Workshop_co_Utility_RadstagFieldDressingStation:"":COBJ																								SeventySix.esm
006CA796	SCORE_S13_COBJ_HollywoodVanity_Condition	2	Subject.HasLearnedRecipe(SCORE_workshop_CondProxy_co_CategoryFurniture_HollywoodVanity_GoldVendor [COBJ:006A274B], 00 00 00 00) = 1.000000	Subject.HasEntitlement(SCORE_S13_ENTM_CAMP_Utility_HollywoodVanity "Hollywood Vanity" [ENTM:006A274C], 00 00 00 00) = 1.000000																								0																										SeventySix.esm
006D7184	PowerArmor_Set_Union	6	Subject.GetEquipped(XPD_Armor_PowerArmor_Union_Helmet "Union Helm" [ARMO:0064B91C], 00 00 00 00) = 1.000000	Subject.GetEquipped(XPD_Armor_PowerArmor_Union_Torso "Union Chest Piece" [ARMO:0064B91B], 00 00 00 00) = 1.000000	Subject.GetEquipped(XPD_Armor_PowerArmor_Union_ArmLeft "Union Left Arm" [ARMO:0064B91F], 00 00 00 00) = 1.000000	Subject.GetEquipped(XPD_Armor_PowerArmor_Union_ArmRight "Union Right Arm" [ARMO:0064B91E], 00 00 00 00) = 1.000000	Subject.GetEquipped(XPD_Armor_PowerArmor_Union_LegLeft "Union Left Leg" [ARMO:0064B920], 00 00 00 00) = 1.000000	Subject.GetEquipped(XPD_Armor_PowerArmor_Union_LegRight "Union Right Leg" [ARMO:0064B91D], 00 00 00 00) = 1.000000																				6	006758F7:mod_PowerArmor_Union_Torso_Lining_A:"Model A":OMOD	006758F8:mod_PowerArmor_Union_Helmet_Lining_A:"Model A":OMOD	006758F9:mod_PowerArmor_Union_Arm_Lining_A:"Model A":OMOD	006758FA:mod_PowerArmor_Union_Leg_Lining_A:"Model A":OMOD	006758FB:AbPowerArmorPerk_Union:"Union PA Bonuses":SPEL	006D7186:EnchPowerArmor_Generic_Union_Torso:"Union PA Bonuses":ENCH																				SeventySix.esm
006D7185	PowerArmor_Set_Excavator	6	Subject.GetEquipped(Armor_PowerArmor_Excavator_ArmLeft "Excavator Left Arm" [ARMO:0032E182], 00 00 00 00) = 1.000000	Subject.GetEquipped(Armor_PowerArmor_Excavator_ArmRight "Excavator Right Arm" [ARMO:0032E188], 00 00 00 00) = 1.000000	Subject.GetEquipped(Armor_PowerArmor_Excavator_Helmet "Excavator Helmet" [ARMO:0032E180], 00 00 00 00) = 1.000000	Subject.GetEquipped(Armor_PowerArmor_Excavator_LegLeft "Excavator Left Leg" [ARMO:0032E185], 00 00 00 00) = 1.000000	Subject.GetEquipped(Armor_PowerArmor_Excavator_LegRight "Excavator Right Leg" [ARMO:0032E187], 00 00 00 00) = 1.000000	Subject.GetEquipped(Armor_PowerArmor_Excavator_Torso "Excavator Torso" [ARMO:0032E18A], 00 00 00 00) = 1.000000																				6	00338698:mod_PowerArmor_Excavator_Arm_Lining_A:"Model A":OMOD	0033869E:mod_PowerArmor_Excavator_Helmet_Lining_A:"Model A":OMOD	003386A4:mod_PowerArmor_Excavator_Leg_Lining_A:"Model A":OMOD	003386AA:mod_PowerArmor_Excavator_Torso_Lining_A:"Model A":OMOD	005303FF:AbPowerArmorPerk_Excavator:"Excavator Bonuses":SPEL	006D7187:EnchPowerArmor_Generic_Excavator_Torso:"Excavator Bonuses":ENCH																				SeventySix.esm
006C6DBE	SCORE_S14_COBJ_AutoMiner_Condition	2	Subject.HasLearnedRecipe(SCORE_workshop_CondProxy_co_CategoryResources_Autominer_GoldVendor [COBJ:00732A94], 00 00 00 00) = 1.000000	Subject.HasEntitlement(SCORE_S14_ENTM_CAMP_Utility_Collectron_AutoMiner "Auto-Miner Collectron Station" [ENTM:006C6DC0], 00 00 00 00) = 1.000000																								4	00536D30:ATX_workshop_LL_Collectrons:"":LVLI	0054B406:ATX_Collectrons_Terminal:"Terminal":TERM	005FD099:ATX_RedRocketRobotPumpTerminal:"Terminal":TERM	0084F1B1:ATX_Collectrons_Terminal_Liberator:"Terminal":TERM																						SeventySix.esm
006D8723	SCORE_S13_COBJ_Cryptid_Card_Display_Condition	2	Subject.HasLearnedRecipe(SCORE_workshop_CondProxy_co_CategoryFurniture_Cryptid_Card_Display_GoldVendor [COBJ:006D8726], 00 00 00 00) = 1.000000	Subject.HasEntitlement(SCORE_S13_Moon_ENTM_CAMP_WallDisplaycase_CardDisplay "Cryptid Cards Wall Display" [ENTM:00685951], 00 00 00 00) = 1.000000																								1	0069759F:SCORE_13_Moon_workshop_co_WallDecor_DisplayCase_CryptidCards:"":COBJ																									SeventySix.esm
006D8724	SCORE_S13_COBJ_Flair_Display_Condition	2	Subject.HasLearnedRecipe(SCORE_workshop_CondProxy_co_CategoryFurniture_Flair_Display_GoldVendor [COBJ:006D8727], 00 00 00 00) = 1.000000	Subject.HasEntitlement(SCORE_S13_ENTM_Display_FlairDisplay "Jewelry Stand Flair Display" [ENTM:006B3A50], 00 00 00 00) = 1.000000																								1	006EFFB1:workshop_LL_FlairDisplayCases:"":LVLI																									SeventySix.esm
006DC964	SCORE_S14_COBJ_GrandmaJunko_Condition	2	Subject.HasLearnedRecipe(SCORE_workshop_CondProxy_co_CategoryAlly_GrandmaJunko_GoldVendor [COBJ:00732A93], 00 00 00 00) = 1.000000	Subject.HasEntitlement(SCORE_S14_ENTM_CAMP_Ally_GrandmaJunko "Lite Ally: Grandma Junko" [ENTM:006DC967], 00 00 00 00) = 1.000000																								1	006DC965:ATX_co_COMP_Constructible_CampObject_GrandmaJunko:"":COBJ																									SeventySix.esm
