menu category	name	edid	form_id	build	price_xbox	price_ps	price_pc	limit_new	limit_existing	mutation	buff	availability	order category	notes
Fish	Purple Axolotl	Fishing_Fish_Meal_Small_Raw_Axolotl05_PurpleAxolotl	008006D4		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Purple Radpole	Fishing_Fish_Meal_Large_Raw_Toxic_PurpleRadpole	007CE4DD		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Redbelly	Fishing_Fish_Meal_Small_Raw_Generic_Redbelly	007CE4E9		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Ridge Trout	Fishing_Fish_Meal_Medium_Raw_Generic_RidgeTrout	007CE4E8		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Rusted Sawgill	Burn_Fish_Meal_Small_Raw_Universal_BurningSprings_Sawgill	0084829C		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Ryl-Tkannoth, Maw-Begotten	Fishing_Fish_Meal_LocalLegend_Raw_MawBegotten	00804F74		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Scaled Axolotl	Fishing_Fish_Meal_Small_Raw_Axolotl07_ScaledAxolotl	008006DC		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Shadow Axolotl	Fishing_Fish_Meal_Small_Raw_Axolotl09_ShadowAxolotl	008006D5		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Smoky Salmon	Fishing_Fish_Meal_Medium_Raw_Generic_SmokySalmon	007CE4E0		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Sooty Sawgill	Fishing_Fish_Meal_Small_Raw_Universal_Ash_SootySawgill	007CE4D0		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Speckled Axolotl	Fishing_Fish_Meal_Small_Raw_Axolotl11_SpeckledAxolotl	008006D6		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Spikesnapper	Fishing_Fish_Meal_Small_Raw_Mire_Spikesnapper	007D2AF1		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Spotted Axolotl	Fishing_Fish_Meal_Small_Raw_Axolotl10_SpottedAxolotl	008006DA		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Spring Filet	SeasonalFish_Meal_SpringFillet	008B76D0		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Seasonal	fish	
Fish	Static Sawgill	Fishing_Fish_Meal_Small_Raw_Universal_Skyline_StaticSawgill	007CE4DE		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Stone Axolotl	Fishing_Fish_Meal_Small_Raw_Axolotl12_StoneAxolotl	008006D1		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Stormswimmer	Fishing_Fish_Meal_Large_Raw_Skyline_Stormswimmer	007CE4D6		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Striped Axolotl	Fishing_Fish_Meal_Small_Raw_Axolotl08_StripedAxolotl	008006DB		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Summer Filet	SeasonalFish_Meal_SummerFillet	008B33D3		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Seasonal	fish	
Fish	Sunscream	Fishing_Fish_Meal_Small_Raw_Generic_Sunscream	007CE4D9		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Timber Sawgill	Fishing_Fish_Meal_Small_Raw_Universal_Forest_TimberSawgill	007CE4ED		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Walleye	Fishing_Fish_Meal_Medium_Raw_Generic_Walleye	007CE4EA		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Wavy Willard	Fishing_Fish_Meal_LocalLegend_Raw_WavyWillard	00804F75		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Winter Filet	SeasonalFish_Meal_WinterFillet	008B76CE		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Seasonal	fish	
Fish	Withered Radeye	Burn_Fish_Meal_Medium_Raw_BurningSprings_Walleye	0084829F		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Fish	Yellow Bullhead	Fishing_Fish_Meal_Medium_Raw_Generic_YellowBullhead	007CE4EB		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	food	
Ingredients	Acidic Gulper Venom	E08A_GulperVenom	00622F8A		N/A	N/A	N/A	N/A	N/A			Not Available	food	
Ingredients	Angler Meat	AnglerMeat	00110BA4		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Ant Meat	RadAntMeat	00112EFA		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Ash Rose	AshRoseHerb	0011C0C2		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Aster	AsterHerb	00110A12		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Black Bloodleaf	BloodbloomHerb	00110B6B		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Blight	BlightVegetable	00111345		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Bloatfly Meat	BloatflyMeat	000330F4		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Bloodbug Meat	BloodbugMeat	00074D0D		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Bloodleaf	BloodLeafHerb	001C25EE		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Brahmin Meat	BrahminMeat	0004A13F		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Brain Fungus	BrainFungusVegetable	001C0FC2		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Carrot	CarrotVegetable	000F742E		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Carrot Flower	CarrotFlowerHerb	001C4013		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Cat Meat	CatMeat	000939B8		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Cave Cricket Gland	CaveCricketMeatGland	0011335E		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Cave Cricket Meat	CaveCricketMeat	00112EE6		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Cave Fungus	CaveFungusVegetable	000330F7		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Chicken Thigh	ChickenMeat	00111967		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	ingredient	
Ingredients	Corn	CornVegetable	000330F8		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Corpse Flower Stamen	CorpseFlowerStamenFruit	00366F95		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Corpse Seeds	CorpseFlowerSeedsFruit	00007030		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Cranberries	CranberryFruit	0010D90E		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Deathclaw Egg	DeathclawEgg	00046939		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Deathclaw Meat	DeathclawMeat	00074D0E		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Diseased Cranberries	CranberryFruitDiseased	001FABC2		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Fever Blossom	FeverBlossomHerb	00113106		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Firecap	FirecapVegetable	00064AF0		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Firecracker Berry	FirecrackerBerryFruit	0012C48E		N/A	N/A	N/A			Herbivore		Not Available	ingredient	
Ingredients	Flying Ant Meat	SwarmMeat	00112EE7		N/A	N/A	N/A			Carnivore		Not Available	ingredient	
Ingredients	Fox Meat	FoxMeat	004FE519		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Frog Egg	RadFrogEgg	004FE51C		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Frog Leg	RadFrogLeg	004FE51D		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Ginseng Root	Ginseng	004EE5D2		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Glowing Fungus	GlowingFungusVegetable	001C0FC3		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Glowing Meat	GlowingMeat	003657E1		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Glowing Resin	SapVegetable	000933EA		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Gourd	GourdVegetable	000EF24D		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Gourd Blossom	GourdFlowerHerb	001C4011		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Gulper Innards	GulperMeat	001115E9		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Gut Shroom	GutShroomVegetable	00412186		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Healthy Deathclaw Egg	Burn_E01_HealthyDeathclawEgg	0080A085		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Hermit Crab Meat	HermitCrabMeat	0011159C		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Iguana Bits	IguanaMeat	000330FD		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Intestine	Cooking_Intestine	003EEA40		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	ingredient	
Ingredients	Kaleidopore Flower	KaleidoporeHerb	003FFADB		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Lure Weed	AnglerLureWeedVegetable	00111346		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Megasloth Meat	MegaslothMeat	0005303E		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Megasloth Mushroom	MegaSlothMushroomVegetable	00142950		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Melon	MelonFruit	000FAFEB		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Melon Bloom	MelonBloomHerb	001C4010		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Melon Blossom	MelonFlowerHerb	001F24B6		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Mirelurk Egg	MirelurkEgg	0023E9D4		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Mirelurk Meat	MirelurkMeat	000330FF		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Moldy Food	MoldyFood01	001A6397		N/A	N/A	N/A	N/A	N/A			Not Available	food	
Ingredients	Mole Rat Meat	MoleratMeat	00033101		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Mongrel Dog Meat	Dogmeat	000330FB		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Mothman Egg	MothmanEgg	0008E922		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Mutant Hound Meat	MutanthoundMeat	00146156		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Mutated Fern Flower	FernFlowerHerb	000E34E9		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Mutfruit	MutfruitFruit	00033102		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Opossum Meat	OpossumMeat	004FE51A		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Owlet Meat	OwletMeat	004FE51B		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Perfect Mothman Egg	E07A_Mothman_EnlightenedMothmanEgg	006238EE		N/A	N/A	N/A			Carnivore		Not Available	ingredient	
Ingredients	Prickeye	VegetableSlipperCactus	008468C4		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Prime Meat	E02A_Meat_PrimeMeat	005527C2		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Pumpkin	PumpkinVegetable	00088C3C		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Queen Mirelurk Meat	MirelurkQueenMeat	0020D3DE		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Rabbit Leg	RabbitMeat	00111966		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Radhog Meat	BURN_RadhogMeat	0084B86A		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Radrat Meat	RadRatMeat	00112F04		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Radroach Meat	RadroachMeat	00033106		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Radscorpion Egg	RadscorpionEgg	0004693B		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Radscorpion Meat	RadscorpionMeat	00074D10		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Radstag Meat	RadstagMeat	0004A14F		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Radtoad Egg	RadToadEgg	00295BE5		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Radtoad Leg	RadToadLeg	00294538		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Raw Fog Crawler Meat	FogCrawlerMeat	00110BA2		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Raw Wolf Meat	WolfMeat	00110A48		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Razorgrain	RazorgrainVegetable	000E0043		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Rhododendron Flower	RhododendronHerb	00525644		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Salmon Filet	Meal_SalmonFillet	008B7B86		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP	Not Available	ingredient	
Ingredients	Scorchbeast Brain	ScorchBeastMeatBrain	002DB87B		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Scorchbeast Heart	ScorchBeastMeatHeart	002DB87C		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Scorchbeast Liver	ScorchBeastMeatLiver	002DB87D		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Scorchbeast Lung	ScorchBeastMeatLung	002DB87E		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Scorchbeast Meat	ScorchBeastMeat	002DB87A		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Sheepsquatch Horn	Sheepsquatch_Horn	0046C85E		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Sheepsquatch Meat	SheepsquatchMeat	0046C85D		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Silt Bean	SiltBeanVegetable	001BE2AB		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Snaptail Reed	SnaptailReedVegetable	003C51DF		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Softshell Mirelurk Meat	MirelurkSoftshellMeat	00033100		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Soot Flower	SootFlowerHerb	001C3FDC		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Spoiled Fruit	SpoiledFood_Fruit	0037E135		N/A	N/A	N/A					Not Available	ingredient	
Ingredients	Spoiled Meat	SpoiledFood_Meat	0037E133		N/A	N/A	N/A					Not Available	ingredient	
Ingredients	Spoiled Vegetables	SpoiledFood_Vegetable	0037E134		N/A	N/A	N/A					Not Available	ingredient	
Ingredients	Squirrel Bits	SquirrelMeat	000366BC		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Starlight Berries	StarlightBerries	00384D8C		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Steeped Melon Bloom Tea	MelonBloomHerbTastyTea	002944DD		25	35	35	N/A	N/A	Herbivore	Restore HP | Max AP		food	
Ingredients	Steeped Strangler Bloom Tea	StranglerBloomHerbTastyTea	002944E0		25	35	35	N/A	N/A	Herbivore	Restore HP | Rad Resist		food	
Ingredients	Stingwing Meat	StingwingMeat	00074D0F		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Ingredients	Strangler Bloom	StranglerBloomHerb	00081FDB		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	ingredient	
Ingredients	Strangler Pod	StranglerPodHerb	00050DC9		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Swamp Plant	SwampPlantVegetable	003D7496		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Tarberry	TarberryFruit	000D981D		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Tato	TatoVegetableFruit	0009DCC4		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Tato Flower	TatoFlowerHerb	001C400D		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Thistle	ThistleHerb	0009F24B		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Toxic Soot Flower	ToxicSootFlowerHerb	003C51E0		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Wild Blackberry	BlackberryFruit	0000BAEF		N/A	N/A	N/A	N/A	N/A	Herbivore		Not Available	food	
Ingredients	Winner's Cup	W05_MQR_203P_WinnersCup	0042F5B0		N/A	N/A	N/A	N/A	N/A			Not Available	food	
Ingredients	Yao Guai Meat	YaoGuaiMeat	00047660		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	food	
Magazines & Bobbleheads	Astoundingly Awesome Tales 1	Magazine_AwesomeTales01_Potion	0043038B		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Astoundingly Awesome Tales 10	Magazine_AwesomeTales10_Potion	004303A6		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Astoundingly Awesome Tales 11	Magazine_AwesomeTales11_Potion	004303A9		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Astoundingly Awesome Tales 12	Magazine_AwesomeTales12_Potion	004303AC		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Astoundingly Awesome Tales 13	Magazine_AwesomeTales13_Potion	004303AF		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Astoundingly Awesome Tales 2	Magazine_AwesomeTales02_Potion	0043038E		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Astoundingly Awesome Tales 3	Magazine_AwesomeTales03_Potion	00430391		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Astoundingly Awesome Tales 4	Magazine_AwesomeTales04_Potion	00430394		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Astoundingly Awesome Tales 5	Magazine_AwesomeTales05_Potion	00430397		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Astoundingly Awesome Tales 6	Magazine_AwesomeTales06_Potion	0043039A		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Astoundingly Awesome Tales 7	Magazine_AwesomeTales07_Potion	0043039D		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Astoundingly Awesome Tales 8	Magazine_AwesomeTales08_Potion	004303A0		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Astoundingly Awesome Tales 9	Magazine_AwesomeTales09_Potion	004303A3		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Backwoodsman 1	Magazine_Backwoodsman01_Potion	004303B3		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Backwoodsman 10	Magazine_Backwoodsman10_Potion	004303CE		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Backwoodsman 2	Magazine_Backwoodsman07_Potion	004303C5		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Backwoodsman 3	Magazine_Backwoodsman03_Potion	004303B9		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Backwoodsman 4	Magazine_Backwoodsman04_Potion	004303BC		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Backwoodsman 5	Magazine_Backwoodsman05_Potion	004303BF		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Backwoodsman 6	Magazine_Backwoodsman06_Potion	004303C2		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Backwoodsman 7	Magazine_Backwoodsman02_Potion	004303B6		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Backwoodsman 8	Magazine_Backwoodsman08_Potion	004303C8		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Backwoodsman 9	Magazine_Backwoodsman09_Potion	004303CB		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Bobblehead: Agility	Bobblehead_Agility_Potion	004FE4E3		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Bobblehead: Big Guns	BobbleHead_BigGuns_Potion	004FE4E8		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Bobblehead: Caps	BobbleHead_Caps_Potion	004FE4EA		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Bobblehead: Charisma	BobbleHead_Charisma_Potion	004FE4EC		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Bobblehead: Endurance	BobbleHead_Endurance_Potion	004FE4EE		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Bobblehead: Energy Weapons	BobbleHead_EnergyWeapons_Potion	004FE4F0		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Bobblehead: Explosive	BobbleHead_Explosives_Potion	004FE4F2		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Bobblehead: Intelligence	BobbleHead_Intelligence_Potion	004FE4F4		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Bobblehead: Leader	BobbleHead_Leader_Potion	0042FED2		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Bobblehead: Lock Picking	BobbleHead_LockPicking_Potion	0042FED4		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Bobblehead: Luck	BobbleHead_Luck_Potion	0042FED6		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Bobblehead: Medicine	BobbleHead_Medicine_Potion	0042FED8		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Bobblehead: Melee	BobbleHead_Melee_Potion	0042FEDA		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Bobblehead: Perception	BobbleHead_Perception_Potion	0042FEDC		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Bobblehead: Repair	BobbleHead_Repair_Potion	0042FEDE		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Bobblehead: Science	BobbleHead_Science_Potion	0042FEE0		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Bobblehead: Small Guns	BobbleHead_SmallGuns_Potion	0042FEE2		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Bobblehead: Sneak	BobbleHead_Sneak_Potion	0042FEE4		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Bobblehead: Strength	BobbleHead_Strength_Potion	0042FEE6		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Bobblehead: Unarmed	BobbleHead_Unarmed_Potion	0042FEE8		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Grognak the Barbarian 1	Magazine_GrognakTheBarbarian01_Potion	004303D0		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Grognak the Barbarian 10	Magazine_GrognakTheBarbarian10_Potion	004303E8		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Grognak the Barbarian 2	Magazine_GrognakTheBarbarian02_Potion	004303D2		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Grognak the Barbarian 3	Magazine_GrognakTheBarbarian03_Potion	004303D4		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Grognak the Barbarian 4	Magazine_GrognakTheBarbarian04_Potion	004303D6		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Grognak the Barbarian 5	Magazine_GrognakTheBarbarian05_Potion	004303D9		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Grognak the Barbarian 6	Magazine_GrognakTheBarbarian06_Potion	004303DC		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Grognak the Barbarian 7	Magazine_GrognakTheBarbarian07_Potion	004303DF		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Grognak the Barbarian 8	Magazine_GrognakTheBarbarian08_Potion	004303E2		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Grognak the Barbarian 9	Magazine_GrognakTheBarbarian09_Potion	004303E5		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Guns and Bullets 1	Magazine_GunsAndBullets01_Potion	004303F5		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Guns and Bullets 10	Magazine_GunsAndBullets10_Potion	00430410		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
