name,star,category,weapon_type,desc,status,is_pool,edid,attach
Random Legendary Mod,4,Weapon,,,standard,True,modcol_Legendary_Crafting_Weapon4,Legendary Mod ¬¬¬¬
Random Legendary Mod,4,Weapon,,,update-tagged,True,HTO_modcol_Legendary_Crafting_Weapon4,Legendary Mod ¬¬¬¬
Ruiner's,4,Weapon,Ranged,Single Shot Weapons Have A 5% Chance To Deal An Additional 500 Damage For Every 5 Luck,update-tagged,False,P62_mod_Legendary_Weapon4_Guns_Ruiners,Legendary Mod ¬¬¬¬
Satiated,4,Weapon,,,update-tagged,False,P62_mod_Legendary_Weapon4_Satiated,Legendary Mod ¬¬¬¬
Satiated,4,Weapon,,,update-tagged,False,HTO_mod_Legendary_Weapon4_Satiated,Legendary Mod ¬¬¬¬
Scavenger's Legendary Mod,4,Weapon,Ranged,60% chance to Find Extra Components when you search Containers and Corpses.,deprecated,False,ZZZ_mod_Legendary_Weapon_Ranged4_Scavengers,Legendary Mod ¬¬¬¬
Scavenger's Legendary Mod,4,Weapon,Melee,60% chance to Find Extra Components when you search Containers and Corpses.,deprecated,False,ZZZ_mod_Legendary_Weapon_Melee4_Scavengers,Legendary Mod ¬¬¬¬
Sightseer's,4,Weapon,Ranged,+50% Range & Damage When Aiming Down Sights,update-tagged,False,P62_mod_Legendary_Weapon4_Guns_SightSeers,Legendary Mod ¬¬¬¬
Slayer's,4,Weapon,,+50% Damage Against Legendary and Raid Combatants,deprecated,False,zzz_WIP4_mod_Legendary_Weapon4_Slayers,Legendary Mod ¬¬¬¬
Stabilizer's,4,Weapon,Ranged,"Improves Weapon Cone of Fire, Recoil, and Stability by 40%",standard,False,mod_Legendary_Weapon4_Guns_Stabilizers,Legendary Mod ¬¬¬¬
Staggering,4,Weapon,,Chance to stagger on hit,deprecated,False,zzz_mod_Legendary_Weapon4_Stagger,Legendary Mod ¬¬¬¬
Stunning,4,Weapon,Melee,"When Successfully Blocking, Stagger and Stun the Target for 5s. (10s Cooldown after Casted)",deleted/wip,False,DEL_WIP4_mod_Legendary_Weapon4_Melee_Stunning,Legendary Mod ¬¬¬¬
Super Resilient,4,Weapon,Ranged,,deleted/wip,False,DEL_WIP4_mod_Legendary_Weapon4_Guns_SuperResilient,Legendary Mod ¬¬¬¬
Tarnished,4,Weapon,,,update-tagged,False,HTO_mod_Legendary_Weapon4_Tarnished,Legendary Mod ¬¬¬¬
Thrill-Seeker's,4,Weapon,,Reload Speed & Melee Attack Speed increases based on Killstreak Count,update-tagged,False,RA_mod_Legendary_Weapon4_ThrillSeeker,Legendary Mod ¬¬¬¬
Topper's,4,Weapon,Ranged,Equipped Weapon Auto-Reloads at a Rate of +1 Every 5 Seconds,deleted/wip,False,DEL_WIP4_mod_Legendary_Weapon4_Guns_Toppers,Legendary Mod ¬¬¬¬
Viper's,4,Weapon,,"When a Combat Target is Poisoned, Deal +50% Bonus Damage",standard,False,mod_Legendary_Weapon4_Vipers,Legendary Mod ¬¬¬¬
Warmonger's Legendary Mod,4,Weapon,Melee,+150% damage on the next hit within 15 seconds of a kill.,deprecated,False,zzz_mod_Legendary_Weapon_Melee4_Warmongers,Legendary Mod ¬¬¬¬
Warmonger's Legendary Mod,4,Weapon,Ranged,+150% damage on the next hit within 15 seconds of a kill.,deprecated,False,zzz_mod_Legendary_Weapon_Ranged4_Warmongers,Legendary Mod ¬¬¬¬
Wounding,4,Weapon,,Targets bleed for 25 damage over 5 seconds,deprecated,False,zzz_mod_Legendary_Weapon4_Bleed,Legendary Mod ¬¬¬¬
Executioner's,5,Weapon,,,unique/custom,False,Burn_Custom_Legendary_Weapon1_Execute,Legendary Mod ¬¬¬¬¬
Incendiary,5,Weapon,,Increases weapon damage by 15%,deprecated,False,zzz_mod_Legendary_Weapon_SuperDamage,Legendary Mod ¬¬¬¬¬
,,Weapon,,,standard,True,_PARENT_mod_Legendary_Weapon_WEIGHTVALUE_4,
,,Weapon,,,standard,True,_PARENT_mod_Legendary_Weapon_WEIGHTVALUE_5,
,,Weapon,,,standard,True,_PARENT_mod_Legendary_Weapon_WEIGHTVALUE_3,
,,Weapon,,,standard,True,_PARENT_mod_Legendary_Weapon_WEIGHTVALUE_1,
,,Weapon,,,standard,True,_PARENT_mod_Legendary_Weapon_WEIGHTVALUE_2,
,,Weapon,,,standard,True,zzzE09A_modcol_GrandFinale_Legendary_Weapon3,
,,Weapon,,,standard,True,zzzE09A_modcol_GrandFinale_Legendary_Weapon2,
,,Weapon,,,standard,True,zzzE09A_modcol_GrandFinale_Legendary_Weapon1,
,,Weapon,,,standard,True,zzzE09D_modcol_GunthersRevolver_Legendary_Weapon3,
,,Weapon,,,standard,True,zzzE09A_modcol_RatBat_Legendary_Weapon1,
,,Weapon,,,standard,True,zzzE09A_modcol_RatBat_Legendary_Weapon2,
,,Weapon,,,standard,True,zzzE09A_modcol_RatBat_Legendary_Weapon3,
,,Weapon,,,standard,True,zzzE09D_modcol_GunthersRevolver_Legendary_Weapon1,
,,Weapon,,,standard,True,zzzE09D_modcol_GunthersRevolver_Legendary_Weapon2,
,,Weapon,,,standard,True,mod_Legendary_Weapon_Crafted,Extract Legendary Mods
,,Weapon,,,deprecated,True,zzz_PARENT_mod_Legendary_Weapon_STABILIZERS,
Blazing Block,,Weapon,Melee,25% chance to deal 50 Fire damage on a successful block,deprecated,False,zzz_mod_Legendary_Weapon4_Melee_BlockBurns,
Charged,,Weapon,Melee,10% chance to deal 40 Electrical damage on a successful block,deprecated,False,zzz_mod_Legendary_Weapon4_Melee_BlockElectrocutes,
Fenzying Block,,Weapon,Melee,10% chance to frenzy your opponent on a successful block,deprecated,False,zzz_mod_Legendary_Weapon4_Melee_BlockFrenzies,
Freezing Block,,Weapon,Melee,25% chance to freeze your opponent on a successful block,deprecated,False,zzz_mod_Legendary_Weapon4_Melee_BlockFreeze,
Heavyweight's Legendary Mod,,Weapon,,Damage increases as carry weight increases,deprecated,False,zzz_mod_Legendary_Weapon1_DamageViaCarryWeight,
Invalid Item,,Weapon,,Fires an electrical discharge that arcs between targets.,standard,False,zzzDLC01mod_Legendary_Weapon_LightningGun_Babylon,
Irradiating,,Weapon,Melee,50% chance to deal 50 Rads on a successful block,deprecated,False,zzz_mod_Legendary_Weapon4_Melee_BlockIrradiates,
Kneecapper,,Weapon,,Chance to cripple a limb,deprecated,False,zzz_mod_Legendary_Weapon4_Cripple,
Pulsating,,Weapon,Melee,Blocking Melee Attacks cause an explosion,deprecated,False,zzz_BOUNTY_mod_Legendary_Weapon2_Melee_Pulsating,
Random ¬,,Weapon,,"Generate a random ¬ Legendary Mod. This will replace any existing ¬, ¬¬, and ¬¬¬ Legendary Mods.",standard,False,mod_Legendary_Crafting_Weapon1,Add Legendary Mods
Random ¬¬,,Weapon,,"Generate random ¬ and ¬¬  Legendary Mods. This will replace any existing ¬, ¬¬, and ¬¬¬ Legendary Mods.",standard,False,mod_Legendary_Crafting_Weapon2,Add Legendary Mods
Random ¬¬¬,,Weapon,,"Generate random ¬, ¬¬, and ¬¬¬  Legendary Mods. This will replace any existing ¬, ¬¬, and ¬¬¬ Legendary Mods.",standard,False,mod_Legendary_Crafting_Weapon3,Add Legendary Mods
Random ¬¬¬¬,,Weapon,,"Generate random ¬, ¬¬, ¬¬¬, and ¬¬¬¬  Legendary Mods. This will replace any existing ¬, ¬¬, ¬¬¬, and ¬¬¬¬ Legendary Mods.",standard,False,mod_Legendary_Crafting_Weapon4,Add Legendary Mods
