LGDI_FormID	LGDI_EDID	FULL	ScripCost	ValueCurrency	ApplicableItemList_FormID	ApplicableItemList_EDID	ApplicableItemList_FULL	Model	PreviewTransform	LegendaryTemplate	IncludeFilters	ExcludeFilters	LegModCount	LegMods_Flat	ReferencedByCount	Ref_1	Ref_2	Ref_3	Ref_4	Ref_5	Ref_6	Ref_7	Ref_8	Ref_9	Ref_10	Ref_11	Ref_12	Ref_13	Ref_14	Ref_15	Ref_16	Ref_17	Ref_18	Ref_19	Ref_20	Ref_21	Ref_22	Ref_23	Ref_24	Ref_25	Ref_26	Ref_27	Ref_28	Ref_29	Ref_30
00853D20	BOUNTY_LegendaryItems_Armor_Rank3	¬¬¬ Bounty Armor Rewards	60	Caps001 ""Cap"" [CNCY:0000000F]	00417C4A	LegendaryItems_LL_Armor_All		props/legendaryitembox/legnedaryitembox.nif	Legendary_Box """" [TRNS:00548799]				6	First Star Slot=BOUNTY_modcol_Legendary_Crafting_Armor1 [OMOD:0083DA70] | First Star Slot=BOUNTY_modcol_Legendary_Crafting_Armor2 [OMOD:0083DA6C] | First Star Slot=BOUNTY_modcol_Legendary_Crafting_Armor3 [OMOD:0083DA6E] | First Star Slot=modcol_Legendary_Crafting_Armor1 [OMOD:007904ED] | First Star Slot=modcol_Legendary_Crafting_Armor2 [OMOD:007904EE] | First Star Slot=modcol_Legendary_Crafting_Armor3 [OMOD:007904EF]	4	007D6A6B:Burn_LL_BountyHunt_LegendaryTemplate_All:LVLI	00833A16:Burn_LL_BountyHunt_LegendaryTemplate_3Star_HeadHunt:LVLI	0085646A:LTT_Burn_LL_BountyHunt_LegendaryTemplate_3Star_GruntHunt:LVLI	0085DCDB:LTT_Burn_LL_BountyHunt_LegendaryTemplate_3Star_HeadHunt:LVLI																										
0085DCD3	BOUNTY_LegendaryItems_Weapons_Melee_Rank2	¬¬¬ Bounty Melee Weapon Rewards	60	Caps001 ""Cap"" [CNCY:0000000F]	00417C49	LegendaryItems_LL_Weapons_Melee_All		props/legendaryitembox/legnedaryitembox.nif	Legendary_Box """" [TRNS:00548799]				4	First Star Slot=BOUNTY_modcol_Legendary_Crafting_Weapon1 [OMOD:00853B5A] | First Star Slot=modcol_Legendary_Crafting_Weapon1 [OMOD:007904EA] | First Star Slot=BOUNTY_modcol_Legendary_Crafting_Weapon2 [OMOD:00853B5B] | First Star Slot=modcol_Legendary_Crafting_Weapon2 [OMOD:007904EB]	0																														
0085DCD4	BOUNTY_LegendaryItems_Weapons_Melee_Rank3	¬¬¬ Bounty Melee Weapon Rewards	60	Caps001 ""Cap"" [CNCY:0000000F]	00417C49	LegendaryItems_LL_Weapons_Melee_All		props/legendaryitembox/legnedaryitembox.nif	Legendary_Box """" [TRNS:00548799]				6	First Star Slot=BOUNTY_modcol_Legendary_Crafting_Weapon1 [OMOD:00853B5A] | First Star Slot=modcol_Legendary_Crafting_Weapon1 [OMOD:007904EA] | First Star Slot=BOUNTY_modcol_Legendary_Crafting_Weapon2 [OMOD:00853B5B] | First Star Slot=modcol_Legendary_Crafting_Weapon2 [OMOD:007904EB] | First Star Slot=BOUNTY_modcol_Legendary_Crafting_Weapon3 [OMOD:00853B5C] | First Star Slot=modcol_Legendary_Crafting_Weapon3 [OMOD:007904EC]	1	00833A16:Burn_LL_BountyHunt_LegendaryTemplate_3Star_HeadHunt:LVLI																													
0085DCD5	BOUNTY_LegendaryItems_Weapons_Ranged_Rank1	¬ Bounty Ranged Weapon Rewards	60	Caps001 ""Cap"" [CNCY:0000000F]	00417C45	LegendaryItems_LL_Weapons_Ranged_All		props/legendaryitembox/legnedaryitembox.nif	Legendary_Box """" [TRNS:00548799]				2	First Star Slot=BOUNTY_modcol_Legendary_Crafting_Weapon1 [OMOD:00853B5A] | First Star Slot=modcol_Legendary_Crafting_Weapon1 [OMOD:007904EA]	0																														
0085DCD2	BOUNTY_LegendaryItems_Weapons_Melee_Rank1	¬¬¬ Bounty Melee Weapon Rewards	60	Caps001 ""Cap"" [CNCY:0000000F]	00417C49	LegendaryItems_LL_Weapons_Melee_All		props/legendaryitembox/legnedaryitembox.nif	Legendary_Box """" [TRNS:00548799]				2	First Star Slot=BOUNTY_modcol_Legendary_Crafting_Weapon1 [OMOD:00853B5A] | First Star Slot=modcol_Legendary_Crafting_Weapon1 [OMOD:007904EA]	0																														
0085DCD6	BOUNTY_LegendaryItems_Weapons_Ranged_Rank2	¬¬ Bounty Ranged Weapon Rewards	60	Caps001 ""Cap"" [CNCY:0000000F]	00417C45	LegendaryItems_LL_Weapons_Ranged_All		props/legendaryitembox/legnedaryitembox.nif	Legendary_Box """" [TRNS:00548799]				3	First Star Slot=BOUNTY_modcol_Legendary_Crafting_Weapon1 [OMOD:00853B5A] | First Star Slot=modcol_Legendary_Crafting_Weapon1 [OMOD:007904EA] | First Star Slot=modcol_Legendary_Crafting_Weapon2 [OMOD:007904EB]	0																														
0085DCD7	BOUNTY_LegendaryItems_Weapons_Ranged_Rank3	¬¬¬ Bounty Ranged Weapon Rewards	60	Caps001 ""Cap"" [CNCY:0000000F]	00417C45	LegendaryItems_LL_Weapons_Ranged_All		props/legendaryitembox/legnedaryitembox.nif	Legendary_Box """" [TRNS:00548799]				6	First Star Slot=BOUNTY_modcol_Legendary_Crafting_Weapon1 [OMOD:00853B5A] | First Star Slot=modcol_Legendary_Crafting_Weapon1 [OMOD:007904EA] | First Star Slot=BOUNTY_modcol_Legendary_Crafting_Weapon2 [OMOD:00853B5B] | First Star Slot=modcol_Legendary_Crafting_Weapon2 [OMOD:007904EB] | First Star Slot=BOUNTY_modcol_Legendary_Crafting_Weapon3 [OMOD:00853B5C] | First Star Slot=modcol_Legendary_Crafting_Weapon3 [OMOD:007904EC]	1	00833A16:Burn_LL_BountyHunt_LegendaryTemplate_3Star_HeadHunt:LVLI																													
00884075	LTT_LegendaryItems_Weapons_Melee_Rank4	¬¬¬¬ Legendary Melee Weapon	150	Caps001 ""Cap"" [CNCY:0000000F]	00417C49	LegendaryItems_LL_Weapons_Melee_All		props/legendaryitembox/legnedaryitembox.nif	Legendary_Box """" [TRNS:00548799]				4	First Star Slot=BOUNTY_modcol_Legendary_Crafting_Weapon1 [OMOD:00853B5A] | First Star Slot=BOUNTY_modcol_Legendary_Crafting_Weapon2 [OMOD:00853B5B] | First Star Slot=BOUNTY_modcol_Legendary_Crafting_Weapon3 [OMOD:00853B5C] | First Star Slot=modcol_Legendary_Crafting_Weapon4 [OMOD:007A0D35]	1	0085646D:LTT_Burn_LL_BountyHunt_LegendaryTemplate_4Star:LVLI																													
00884073	LTT_LegendaryItems_Armor_Rank4	¬¬¬¬ Legendary Armor	100	Caps001 ""Cap"" [CNCY:0000000F]	00417C4A	LegendaryItems_LL_Armor_All		props/legendaryitembox/legnedaryitembox.nif	Legendary_Box """" [TRNS:00548799]				4	First Star Slot=BOUNTY_modcol_Legendary_Crafting_Armor1 [OMOD:0083DA70] | First Star Slot=BOUNTY_modcol_Legendary_Crafting_Armor2 [OMOD:0083DA6C] | First Star Slot=BOUNTY_modcol_Legendary_Crafting_Armor3 [OMOD:0083DA6E] | First Star Slot=modcol_Legendary_Crafting_Armor4 [OMOD:007A0D36]	2	0085646D:LTT_Burn_LL_BountyHunt_LegendaryTemplate_4Star:LVLI	008A4D1D:QDLBarbara_Lesson05_QuestReward:GMRW																												
00884076	LTT_LegendaryItems_Weapons_Ranged_Rank4	¬¬¬¬ Legendary Ranged Weapon	150	Caps001 ""Cap"" [CNCY:0000000F]	00417C45	LegendaryItems_LL_Weapons_Ranged_All		props/legendaryitembox/legnedaryitembox.nif	Legendary_Box """" [TRNS:00548799]				4	First Star Slot=BOUNTY_modcol_Legendary_Crafting_Weapon1 [OMOD:00853B5A] | First Star Slot=BOUNTY_modcol_Legendary_Crafting_Weapon2 [OMOD:00853B5B] | First Star Slot=BOUNTY_modcol_Legendary_Crafting_Weapon3 [OMOD:00853B5C] | First Star Slot=modcol_Legendary_Crafting_Weapon4 [OMOD:007A0D35]	1	0085646D:LTT_Burn_LL_BountyHunt_LegendaryTemplate_4Star:LVLI																													
00884074	LTT_LegendaryItems_PowerArmor_Rank4	¬¬¬¬ Legendary Power Armor	200	Caps001 ""Cap"" [CNCY:0000000F]	0060624D	LegendaryItems_LL_PowerArmor_All		props/legendaryitembox/legnedaryitembox.nif	Legendary_Box """" [TRNS:00548799]				4	First Star Slot=BOUNTY_modcol_Legendary_Crafting_PowerArmor1 [OMOD:00853B67] | First Star Slot=BOUNTY_modcol_Legendary_Crafting_PowerArmor2 [OMOD:00853B65] | First Star Slot=BOUNTY_modcol_Legendary_Crafting_PowerArmor3 [OMOD:00853B66] | First Star Slot=modcol_Legendary_Crafting_PowerArmor4 [OMOD:007A0D34]	1	0085646D:LTT_Burn_LL_BountyHunt_LegendaryTemplate_4Star:LVLI																													
00863A9A	RA_LegendaryItems_Weapons_Rank4	¬¬¬¬ Normal Weapon Rewards	150	Caps001 ""Cap"" [CNCY:0000000F]	0059E07B	LegendaryItems_LL_Weapons_Any		props/legendaryitembox/legnedaryitembox.nif	Legendary_Box """" [TRNS:00548799]				4	First Star Slot=modcol_Legendary_Crafting_Weapon1 [OMOD:007904EA] | First Star Slot=modcol_Legendary_Crafting_Weapon2 [OMOD:007904EB] | First Star Slot=modcol_Legendary_Crafting_Weapon3 [OMOD:007904EC] | First Star Slot=RA_modcol_Legendary_Crafting_Weapon4 [OMOD:00863A9F]	1	00863A9D:RA_LL_LegendaryTemplate_4Star:LVLI																													
00863A9B	RA_LegendaryItems_Armor_Rank4	¬¬¬¬ Normal Armor Rewards	150	Caps001 ""Cap"" [CNCY:0000000F]	00417C4A	LegendaryItems_LL_Armor_All		props/legendaryitembox/legnedaryitembox.nif	Legendary_Box """" [TRNS:00548799]				4	First Star Slot=modcol_Legendary_Crafting_Armor1 [OMOD:007904ED] | First Star Slot=modcol_Legendary_Crafting_Armor2 [OMOD:007904EE] | First Star Slot=modcol_Legendary_Crafting_Armor3 [OMOD:007904EF] | First Star Slot=RA_modcol_Legendary_Crafting_Armor4 [OMOD:00863AA1]	1	00863A9D:RA_LL_LegendaryTemplate_4Star:LVLI																													
00863A9C	RA_LegendaryItems_PowerArmor_Rank4	¬¬¬¬ Normal Power Armor Rewards	150	Caps001 ""Cap"" [CNCY:0000000F]	0060624D	LegendaryItems_LL_PowerArmor_All		props/legendaryitembox/legnedaryitembox.nif	Legendary_Box """" [TRNS:00548799]				4	First Star Slot=modcol_Legendary_Crafting_PowerArmor1 [OMOD:007904F0] | First Star Slot=modcol_Legendary_Crafting_PowerArmor2 [OMOD:007904F1] | First Star Slot=modcol_Legendary_Crafting_PowerArmor3 [OMOD:007904F2] | First Star Slot=RA_modcol_Legendary_Crafting_PowerArmor4 [OMOD:00863AA0]	1	00863A9D:RA_LL_LegendaryTemplate_4Star:LVLI																													
008833D6	RA_LegendaryItems_Weapons_BigfootOnly_Rank4	¬¬¬¬ Bigfoot Weapon Rewards	150	Caps001 ""Cap"" [CNCY:0000000F]	0059E07B	LegendaryItems_LL_Weapons_Any		props/legendaryitembox/legnedaryitembox.nif	Legendary_Box """" [TRNS:00548799]				4	First Star Slot=modcol_Legendary_Crafting_Weapon1 [OMOD:007904EA] | First Star Slot=modcol_Legendary_Crafting_Weapon2 [OMOD:007904EB] | First Star Slot=modcol_Legendary_Crafting_Weapon3 [OMOD:007904EC] | First Star Slot=RA_modcol_Legendary_Crafting_BigfootOnly_Weapon4 [OMOD:008833D3]	1	008833D4:RA_LLS_Bigfoot_Rewards_LegendaryShards_Exclusive:LVLI																													
0088853C	HTO_LegendaryItems_Weapons_Ranged_Rank4	¬¬¬¬ Legendary Ranged Weapon	150	Caps001 ""Cap"" [CNCY:0000000F]	00417C45	LegendaryItems_LL_Weapons_Ranged_All		props/legendaryitembox/legnedaryitembox.nif	Challenge_Raids_RD01_WeeklyLegendaryReward_Package_XFORM """" [TRNS:0085A889]				4	First Star Slot=modcol_Legendary_Crafting_Weapon1 [OMOD:007904EA] | First Star Slot=modcol_Legendary_Crafting_Weapon2 [OMOD:007904EB] | First Star Slot=modcol_Legendary_Crafting_Weapon3 [OMOD:007904EC] | First Star Slot=HTO_modcol_Legendary_Crafting_Weapon4 [OMOD:0088853F]	1	00888524:HTO_crLLS_Rewards_Legendary_Boss_Weapons_Ranged:LVLI																													
0088853B	HTO_LegendaryItems_Weapons_Melee_Rank4	¬¬¬¬ Legendary Melee Weapon	150	Caps001 ""Cap"" [CNCY:0000000F]	00417C49	LegendaryItems_LL_Weapons_Melee_All		props/legendaryitembox/legnedaryitembox.nif	Challenge_Raids_RD01_WeeklyLegendaryReward_Package_XFORM """" [TRNS:0085A889]				4	First Star Slot=modcol_Legendary_Crafting_Weapon1 [OMOD:007904EA] | First Star Slot=modcol_Legendary_Crafting_Weapon2 [OMOD:007904EB] | First Star Slot=modcol_Legendary_Crafting_Weapon3 [OMOD:007904EC] | First Star Slot=HTO_modcol_Legendary_Crafting_Weapon4 [OMOD:0088853F]	1	00888522:HTO_crLLS_Rewards_Legendary_Boss_Weapons_Melee:LVLI																													
0088853A	HTO_LegendaryItems_PowerArmor_Rank4	¬¬¬¬ Legendary Power Armor	200	Caps001 ""Cap"" [CNCY:0000000F]	0060624D	LegendaryItems_LL_PowerArmor_All		props/legendaryitembox/legnedaryitembox.nif	Challenge_Raids_RD01_WeeklyLegendaryReward_Package_XFORM """" [TRNS:0085A889]				4	First Star Slot=modcol_Legendary_Crafting_PowerArmor1 [OMOD:007904F0] | First Star Slot=modcol_Legendary_Crafting_PowerArmor2 [OMOD:007904F1] | First Star Slot=modcol_Legendary_Crafting_PowerArmor3 [OMOD:007904F2] | First Star Slot=HTO_modcol_Legendary_Crafting_PowerArmor4 [OMOD:0088853E]	1	00888520:HTO_crLLS_Rewards_Legendary_Boss_PowerArmor:LVLI																													
00888539	HTO_LegendaryItems_Armor_Rank4	¬¬¬¬ Legendary Armor	100	Caps001 ""Cap"" [CNCY:0000000F]	00417C4A	LegendaryItems_LL_Armor_All		props/legendaryitembox/legnedaryitembox.nif	Challenge_Raids_RD01_WeeklyLegendaryReward_Package_XFORM """" [TRNS:0085A889]				4	First Star Slot=modcol_Legendary_Crafting_Armor1 [OMOD:007904ED] | First Star Slot=modcol_Legendary_Crafting_Armor2 [OMOD:007904EE] | First Star Slot=modcol_Legendary_Crafting_Armor3 [OMOD:007904EF] | First Star Slot=HTO_modcol_Legendary_Crafting_Armor4 [OMOD:0088853D]	1	0088851E:HTO_crLLS_Rewards_Legendary_Boss_Armor:LVLI																													
