WEAP_FormID	WEAP_EDID	WEAP_FULL	DNAM_Ammo	DNAM_Speed	DNAM_ReloadSpeed	DNAM_NPCReloadDelay	DNAM_Reach	DNAM_ReachEngagementMult	DNAM_MinRange	DNAM_MaxRange	DNAM_AttackDelaySeconds	DNAM_DamageOutOfRangeMult	DNAM_OnHit	DNAM_Flags	DNAM_Capacity	DNAM_AmmoPerShot	DNAM_WeaponType	DNAM_SecondaryDamage	DNAM_Weight	DNAM_Value	DNAM_BaseDamage	DNAM_SoundLevel	DNAM_AccuracyBonus	DNAM_AnimAttackSeconds	DNAM_Rank	DNAM_ActionPointCost	DNAM_FullPowerSeconds	DNAM_MinPowerPerShot	DNAM_Stagger	DNAM_Health	CRDT_CritDamageMult	CRDT_CritChargeBonus	CRDT_CritEffect	DNAM_Projectiles	DNAM_RumblePattern	WSAM_SneakAttackMult	CVT0_DamageCurve	CVT1_MinDurabilityCurve	CVT2_CondLossScale	CVT3_BashCondLossScale	CVT4_MaxDurabilityCurve
0062E218	crWorkshopTurretEnclaveShotgunRight	Turret Shotgun	AmmoShotgunShell "Shotgun Shell" [AMMO:0001F673]	1.000000	1.000000	0.000000	1.000000	1.000000	1139.000000	2278.000000	0.400000	0.100000	Explode only		0	1	Gun	4.000000	25.000000	0	0	Loud	0	2.666667	0	35.000000	0.000000	0.000000	Medium	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier25 [CURV:0076E9CE]				
0062E21A	crWorkshopTurretEnclaveMissileLauncherRight	Turret Missile Launcher	crAmmoMissile_Turret "Missile" [AMMO:003D5B55]	1.000000	1.000000	4.000000	1.000000	1.000000	2612.000000	5225.000000	0.750000	0.500000	Explode only		4	1	Gun	3.000000	20.000000	0	15	Loud	0	0.166667	0	45.000000	0.000000	0.000000	Medium	0	1.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier16 [CURV:0076E9C5]				
0062E219	crWorkshopTurretEnclaveShotgunLeft	Turret Shotgun	AmmoShotgunShell "Shotgun Shell" [AMMO:0001F673]	1.000000	1.000000	0.000000	1.000000	1.000000	1139.000000	2278.000000	0.400000	0.100000	Explode only		0	1	Gun	4.000000	25.000000	0	0	Loud	0	2.666667	0	35.000000	0.000000	0.000000	Medium	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier25 [CURV:0076E9CE]				
0062E217	crWorkshopTurretEnclaveLaserLeft	Turret Laser Gun	AmmoFusionCell "Fusion Cell" [AMMO:000C1897]	1.000000	1.000000	0.000000	1.000000	1.000000	1175.000000	2350.000000	1.000000	0.700000	Normal formula behaviour		0	1	Gun	8.000000	25.000000	0	0	Loud	0	2.666667	0	20.000000	0.000000	0.000000	Medium	0	2.000000	1.000000	CritLaser [SPEL:000731B2]			2.000000					
0062E21B	crWorkshopTurretEnclaveMissileLauncherLeft	Turret Missile Launcher	crAmmoMissile_Turret "Missile" [AMMO:003D5B55]	1.000000	1.000000	4.000000	1.000000	1.000000	2612.000000	5225.000000	0.750000	0.500000	Explode only		4	1	Gun	3.000000	20.000000	0	15	Loud	0	0.166667	0	45.000000	0.000000	0.000000	Medium	0	1.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier16 [CURV:0076E9C5]				
0062E216	crWorkshopTurretEnclaveLaserRight	Turret Laser Gun	AmmoFusionCell "Fusion Cell" [AMMO:000C1897]	1.000000	1.000000	0.000000	1.000000	1.000000	1175.000000	2350.000000	1.000000	0.700000	Normal formula behaviour		0	1	Gun	8.000000	25.000000	0	0	Loud	0	2.666667	0	20.000000	0.000000	0.000000	Medium	0	2.000000	1.000000	CritLaser [SPEL:000731B2]			2.000000					
006361A2	AutoAxe	Auto Axe	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	0.800000	1.000000	256.000000	256.000000	1.000000	-1.000000	Normal formula behaviour		0	1	TwoHandAxe	1.000000	12.000000	125	0	Very Loud	0	2.200000	0	9.000000	0.000000	0.000000	Small	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Player_Damage_Universal_Tier13 [CURV:0080F1FD]	Durability_Weapons_Melee_Min [CURV:001FABB9]	ConditionDamageScaleFactor_Weapons_Melee [CURV:002E8F1B]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Melee_Max [CURV:00345A4C]
006353D0	SCORE_S7_GammaGun_Xerxos	Xerxo's Gamma Ray Gun	AmmoGammaCell "Gamma Round" [AMMO:000DF279]	1.000000	1.000000	0.000000	1.000000	1.000000	1241.000000	2482.000000	0.150000	0.500000	Explode only		8	1	Gun	16.000000	3.000000	0	0	Normal	0	0.666667	0	18.000000	0.000000	0.250000	Small	100	2.500000	1.000000	NULL - Null Reference [00000000]			2.500000	CT_Player_Damage_Universal_Tier27 [CURV:0080F20B]	Durability_Weapons_Energy_Min [CURV:001FAB9A]	ConditionDamageScaleFactor_Weapons_Energy [CURV:0003490E]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Energy_Max [CURV:00345A4D]
0063CC26	crUnarmedTrogMelee	Unarmed Trog	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	1.330000	1.000000	500.000000	2000.000000	0.000000	0.500000	Explode only		0	1	HandToHandMelee	0.000000	0.000000	0	0	Normal	0	1.330100	0	20.000000	0.000000	0.000000	None	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier33 [CURV:0076E9D6]				
0063CC27	crTrogSpitAttack	Trog Vomit Attack	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	1.000000	1.000000	500.000000	1500.000000	3.000000	0.000000	Normal formula behaviour		0	1	Gun	0.000000	3.000000	0	0	Normal	0	2.000000	0	0.000000	0.000000	0.000000	Extra Large	0	2.000000	0.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier31 [CURV:0076E9D4]				
0063D68A	XPD_ObjMod_CarryAndThrow_Object_Template	Carry Object Template	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	1.000000	1.000000	1000.000000	2000.000000	0.000000	1.000000	Normal formula behaviour		0	1	Grenade	3.000000	0.500000	50	5	Silent	0	1.833333	0	0.000000	0.000000	0.000000	Small	0	2.000000	1.000000	NULL - Null Reference [00000000]								
0063DAAA	XPD_Pitt01_ObjMod_CarryAndThrow_Object	Coolant Canister	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	1.000000	1.000000	1000.000000	2000.000000	0.000000	1.000000	Normal formula behaviour		0	1	Grenade	3.000000	0.500000	50	5	Silent	0	1.833333	0	0.000000	0.000000	0.000000	Small	0	2.000000	1.000000	NULL - Null Reference [00000000]								
0062EEED	E07B_Invaders_MissileStrikeWeapon	Orbital Strike	EN02_OrbitalStrikeAmmo "Orbital Strike" [AMMO:004E42A2]	1.000000	1.000000	0.000000	1.000000	1.000000	256.000000	256.000000	0.000000	0.700000	Normal formula behaviour		1	1	Gun	15.000000	25.000000	400	33	Very Loud	0	1.000000	0	30.000000	0.000000	0.000000	Large	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Player_Damage_Universal_Tier13 [CURV:0080F1FD]				
0062FE8E	AlienRifle	Alien Disintegrator	AmmoAlienBlaster "Alien Blaster Round" [AMMO:001025AA]	1.000000	1.000000	0.000000	1.000000	1.000000	2285.000000	4569.000000	0.300000	0.500000	Normal formula behaviour		25	1	Gun	21.000000	7.000000	250	0	Normal	0	0.833333	0	17.000000	0.000000	0.000000	Medium	100	2.250000	1.000000	NULL - Null Reference [00000000]			2.250000		Durability_Weapons_Energy_Min [CURV:001FAB9A]	ConditionDamageScaleFactor_Weapons_Energy [CURV:0003490E]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Energy_Max [CURV:00345A4D]
00630C7D	ElectroEnforcer	Electro Enforcer	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	0.800000	1.000000	0.000000	10.000000	0.000000	-1.000000	Explode only		0	1	TwoHandSword	0.000000	8.000000	100	23	Normal	0	1.800010	0	58.000000	0.000000	0.000000	Medium	100	3.000000	1.000000	NULL - Null Reference [00000000]			2.500000	CT_Player_Damage_Universal_Tier30 [CURV:0080F20E]	Durability_Weapons_Melee_Min [CURV:001FABB9]	ConditionDamageScaleFactor_Weapons_Melee [CURV:002E8F1B]	SecondaryScaleFactor_Weapons_Melee_Block [CURV:000361F3]	Durability_Weapons_Melee_Max [CURV:00345A4C]
00632ECB	crAlienDrone	EyeBot Laser	crAmmoFusionCellEyebot "Fusion Cell" [AMMO:000AB4FE]	1.000000	1.000000	0.000000	1.000000	1.000000	300.000000	700.000000	3.000000	0.000000	Normal formula behaviour		0	1	Gun	0.000000	3.000000	0	5	Normal	0	0.600000	0	0.000000	0.000000	0.000000	Medium	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier24 [CURV:0076E9CD]				
00635A6B	crWeapZetanDrone	Zetan Drone Laser	AmmoFusionCell "Fusion Cell" [AMMO:000C1897]	1.000000	1.000000	0.000000	1.000000	1.000000	0.000000	2048.000000	1.000000	0.000000	Normal formula behaviour		0	1	Gun	0.000000	3.000000	0	0	Normal	0	0.166667	0	0.000000	0.000000	0.000000	Medium	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000					
00636651	crWeapZetanDroneHeadBeam	Zetan Drone Head Beam	Ammo10mm "10mm Round" [AMMO:0001F276]	0.100000	1.000000	3.000000	1.000000	1.000000	300.000000	4096.000000	0.100000	0.700000	Normal formula behaviour		5	1	Gun	8.000000	8.000000	0	0	Loud	0	2.666667	0	20.000000	0.000000	0.000000	Small	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000					
0063D30C	crAlienRifle	Alien Disintegrator	AmmoAlienBlaster "Alien Blaster Round" [AMMO:001025AA]	1.000000	1.000000	0.000000	1.000000	1.000000	1587.000000	3173.000000	0.300000	0.500000	Normal formula behaviour		0	1	Gun	15.000000	7.000000	250	0	Normal	0	0.666667	0	25.000000	0.000000	0.000000	Medium	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000		Durability_Weapons_Energy_Min [CURV:001FAB9A]	ConditionDamageScaleFactor_Weapons_Energy [CURV:0003490E]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Energy_Max [CURV:00345A4D]
0063D310	crAlienBlaster	Alien Blaster	AmmoAlienBlaster "Alien Blaster Round" [AMMO:001025AA]	1.000000	1.000000	0.000000	1.000000	1.000000	1058.000000	2115.000000	0.100000	0.500000	Normal formula behaviour		0	1	Gun	10.000000	2.000000	90	0	Normal	0	1.000000	0	20.000000	0.000000	0.000000	Small	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000		Durability_Weapons_Energy_Min [CURV:001FAB9A]	ConditionDamageScaleFactor_Weapons_Energy [CURV:0003490E]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Energy_Max [CURV:00345A4D]
0063D30D	crUnarmedPowerArmor	Unarmed Power Armor	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	0.680000	1.000000	500.000000	2000.000000	0.000000	0.500000	Explode only		0	1	HandToHandMelee	0.000000	0.000000	0	10	Normal	0	0.886677	0	20.000000	0.000000	0.000000	Small	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier31 [CURV:0076E9D4]				
0063D30E	crElectroEnforcer	Electro Enforcer	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	0.800000	1.000000	0.000000	10.000000	0.000000	-1.000000	Explode only		0	1	TwoHandSword	0.000000	12.000000	40	23	Normal	0	1.420010	0	40.000000	0.000000	0.000000	Medium	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier12 [CURV:0076E9C1]	Durability_Weapons_Melee_Min [CURV:001FABB9]	ConditionDamageScaleFactor_Weapons_Melee [CURV:002E8F1B]	SecondaryScaleFactor_Weapons_Melee_Block [CURV:000361F3]	Durability_Weapons_Melee_Max [CURV:00345A4C]
0063EB6F	crAlienBlaster_Cryo	Cryo Alien Blaster	AmmoAlienBlaster "Alien Blaster Round" [AMMO:001025AA]	1.000000	1.000000	0.000000	1.000000	1.000000	1058.000000	2115.000000	0.100000	0.500000	Normal formula behaviour		0	1	Gun	10.000000	2.000000	90	0	Normal	0	0.666667	0	20.000000	0.000000	0.000000	Small	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000		Durability_Weapons_Energy_Min [CURV:001FAB9A]	ConditionDamageScaleFactor_Weapons_Energy [CURV:0003490E]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Energy_Max [CURV:00345A4D]
0063EB70	crAlienBlaster_Poison	Poison Alien Blaster	AmmoAlienBlaster "Alien Blaster Round" [AMMO:001025AA]	1.000000	1.000000	0.000000	1.000000	1.000000	1058.000000	2115.000000	0.100000	0.500000	Normal formula behaviour		0	1	Gun	10.000000	2.000000	90	0	Normal	0	1.000000	0	20.000000	0.000000	0.000000	Small	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000		Durability_Weapons_Energy_Min [CURV:001FAB9A]	ConditionDamageScaleFactor_Weapons_Energy [CURV:0003490E]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Energy_Max [CURV:00345A4D]
0063EE3E	crWeapZetanDrone_GammaGun	Zetan Elite Drone Gamma Gun	crAmmoGammaCell "Gamma Round" [AMMO:0063EE3B]	1.000000	1.000000	0.000000	1.000000	1.000000	0.000000	2048.000000	1.000000	0.000000	Normal formula behaviour		0	1	Gun	0.000000	3.000000	0	1	Normal	0	0.166667	0	0.000000	0.000000	0.000000	Small	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000					
0063EE3F	crWeapZetanDrone_Suicider	Zetan Detonator Laser	AmmoFusionCell "Fusion Cell" [AMMO:000C1897]	1.000000	1.000000	0.000000	1.000000	1.000000	0.000000	400.000000	1.000000	0.000000	Normal formula behaviour		0	1	Gun	0.000000	3.000000	0	5	Normal	0	0.166667	0	0.000000	0.000000	0.000000	Medium	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier24 [CURV:0076E9CD]				
0063F054	cr_alienprobe	The Invader	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	0.800000	1.000000	0.000000	10.000000	0.000000	-1.000000	Dismember only		0	1	OneHandDagger	10.000000	1.000000	25	9	Silent	0	2.000000	0	20.000000	0.000000	0.000000	None	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier28 [CURV:0076E9D1]	Durability_Weapons_Melee_Min [CURV:001FABB9]	ConditionDamageScaleFactor_Weapons_Melee [CURV:002E8F1B]	SecondaryScaleFactor_Weapons_Melee_Block [CURV:000361F3]	Durability_Weapons_Melee_Max [CURV:00345A4C]
0063FAF1	crWeapEyebot_Suicider	EyeBot Suicider Laser	crAmmoFusionCellEyebot "Fusion Cell" [AMMO:000AB4FE]	1.000000	1.000000	0.000000	1.000000	1.000000	0.000000	400.000000	3.000000	0.000000	Normal formula behaviour		0	1	Gun	0.000000	3.000000	0	5	Normal	0	0.600000	0	0.000000	0.000000	0.000000	Medium	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier24 [CURV:0076E9CD]				
00640193	crBaseballBat_Spiked	Baseball Bat	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	0.800000	1.000000	0.000000	10.000000	0.000000	-1.000000	Explode only		0	1	TwoHandSword	10.000000	3.000000	25	10	Quiet	0	1.800010	0	35.000000	0.000000	0.000000	Medium	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier04 [CURV:0076E9B9]	Durability_Weapons_Melee_Min [CURV:001FABB9]	ConditionDamageScaleFactor_Weapons_Melee [CURV:002E8F1B]	SecondaryScaleFactor_Weapons_Melee_Block [CURV:000361F3]	Durability_Weapons_Melee_Max [CURV:00345A4C]
00640194	crPipeGun_semiauto	Pipe	Ammo38Caliber ".38 Round" [AMMO:0004CE87]	1.000000	1.000000	0.000000	1.000000	1.000000	881.000000	1763.000000	0.166700	0.250000	Normal formula behaviour		12	1	Gun	10.000000	4.000000	25	13	Loud	0	0.300000	0	21.000000	0.000000	0.000000	Small	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier08 [CURV:0076E9BD]	Durability_Weapons_Ballistic_Min [CURV:00052192]	ConditionDamageScaleFactor_Weapons_Ballistic [CURV:002E8F1A]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Ballistic_Max [CURV:00345A4E]
00640195	crHuntingRifle_Sniper	Hunting Rifle	Ammo308Caliber ".308 Round" [AMMO:0001F66B]	1.250000	1.250000	0.000000	1.000000	1.000000	2177.000000	4354.000000	0.150000	0.500000	Explode only		5	1	Gun	15.000000	6.000000	40	15	Loud	0	0.833333	0	28.000000	0.000000	0.000000	Small	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier28 [CURV:0076E9D1]	Durability_Weapons_Ballistic_Min [CURV:00052192]	ConditionDamageScaleFactor_Weapons_Ballistic_SixShot [CURV:0050A606]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Ballistic_Max [CURV:00345A4E]
006419C1	crTrogBite	Trog Bite	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	1.060000	1.000000	500.000000	2000.000000	0.000000	0.500000	Explode only		0	1	HandToHandMelee	0.000000	0.000000	0	0	Normal	0	1.296700	0	20.000000	0.000000	0.000000	Medium	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier36 [CURV:0076E9D9]				
0064220B	crFanaticWoodCuttingAxe	Multi-Purpose Axe	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	0.800000	1.000000	0.000000	10.000000	0.000000	-1.000000	Normal formula behaviour		0	1	TwoHandSword	10.000000	4.000000	40	23	Normal	0	1.800010	0	40.000000	0.000000	0.000000	Medium	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier30 [CURV:0076E9D3]	Durability_Weapons_Melee_Min [CURV:001FABB9]	ConditionDamageScaleFactor_Weapons_Melee [CURV:002E8F1B]	SecondaryScaleFactor_Weapons_Melee_Block [CURV:000361F3]	Durability_Weapons_Melee_Max [CURV:00345A4C]
0064220C	crFanaticBaseballBat	Baseball Bat	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	0.800000	1.000000	0.000000	10.000000	0.000000	-1.000000	Explode only		0	1	TwoHandSword	10.000000	3.000000	25	16	Quiet	0	1.800010	0	35.000000	0.000000	0.000000	Medium	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier30 [CURV:0076E9D3]	Durability_Weapons_Melee_Min [CURV:001FABB9]	ConditionDamageScaleFactor_Weapons_Melee [CURV:002E8F1B]	SecondaryScaleFactor_Weapons_Melee_Block [CURV:000361F3]	Durability_Weapons_Melee_Max [CURV:00345A4C]
0064220D	crFanaticAssaultRifle	Assault Rifle	Ammo556 "5.56 Round" [AMMO:0001F278]	1.000000	1.000000	0.000000	1.000000	1.000000	1587.000000	3173.000000	0.250000	0.500000	Normal formula behaviour		20	1	Gun	15.000000	8.000000	105	30	Loud	0	0.666667	0	32.000000	0.000000	0.000000	Small	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier20 [CURV:0076E9C9]	Durability_Weapons_Ballistic_Min [CURV:00052192]	ConditionDamageScaleFactor_Weapons_Ballistic [CURV:002E8F1A]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Ballistic_Max [CURV:00345A4E]
00642210	crFanaticTireIron	Tire Iron	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	0.800000	1.000000	0.000000	10.000000	0.000000	0.000000	Explode only		0	1	OneHandSword	0.000000	2.000000	25	12	Quiet	0	1.138894	0	25.000000	0.000000	0.000000	Small	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier25 [CURV:0076E9CE]	Durability_Weapons_Melee_Min [CURV:001FABB9]	ConditionDamageScaleFactor_Weapons_Melee [CURV:002E8F1B]	SecondaryScaleFactor_Weapons_Melee_Block [CURV:000361F3]	Durability_Weapons_Melee_Max [CURV:00345A4C]
0064220E	crFanaticCombatRifle	Combat Rifle	Ammo45Caliber ".45 Round" [AMMO:0001F66A]	1.000000	1.000000	0.000000	1.000000	1.000000	1763.000000	3526.000000	0.300000	0.500000	Normal formula behaviour		20	1	Gun	15.000000	7.000000	130	33	Loud	0	0.833333	0	25.000000	0.000000	0.000000	Medium	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier20 [CURV:0076E9C9]	Durability_Weapons_Ballistic_Min [CURV:00052192]	ConditionDamageScaleFactor_Weapons_Ballistic [CURV:002E8F1A]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Ballistic_Max [CURV:00345A4E]
0064220F	crFanatic10mm	10mm	Ammo10mm "10mm Round" [AMMO:0001F276]	1.000000	1.000000	0.000000	1.000000	1.000000	1058.000000	2115.000000	0.233300	0.500000	Normal formula behaviour		12	1	Gun	10.000000	3.000000	40	18	Loud	0	0.666667	0	20.000000	0.000000	0.000000	Small	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier20 [CURV:0076E9C9]	Durability_Weapons_Ballistic_Min [CURV:00052192]	ConditionDamageScaleFactor_Weapons_Ballistic [CURV:002E8F1A]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Ballistic_Max [CURV:00345A4E]
00642214	crFanaticMachete	Machete	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	0.800000	1.000000	0.000000	10.000000	0.000000	-1.000000	Dismember only		0	1	OneHandSword	10.000000	2.000000	25	14	Quiet	0	1.138894	0	30.000000	0.000000	0.000000	Small	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier25 [CURV:0076E9CE]	Durability_Weapons_Melee_Min [CURV:001FABB9]	ConditionDamageScaleFactor_Weapons_Melee [CURV:002E8F1B]	SecondaryScaleFactor_Weapons_Melee_Block [CURV:000361F3]	Durability_Weapons_Melee_Max [CURV:00345A4C]
00642211	crFanaticKnife	Combat Knife	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	0.800000	1.000000	0.000000	10.000000	0.000000	-1.000000	Dismember only		0	1	OneHandSword	10.000000	1.000000	25	9	Silent	0	0.794453	0	20.000000	0.000000	0.000000	None	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier25 [CURV:0076E9CE]	Durability_Weapons_Melee_Min [CURV:001FABB9]	ConditionDamageScaleFactor_Weapons_Melee [CURV:002E8F1B]	SecondaryScaleFactor_Weapons_Melee_Block [CURV:000361F3]	Durability_Weapons_Melee_Max [CURV:00345A4C]
00642212	crFanaticSledgehammer	Sledgehammer	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	0.800000	1.000000	0.000000	10.000000	0.000000	-1.000000	Explode only		0	1	TwoHandSword	15.000000	12.000000	40	23	Normal	0	1.800010	0	40.000000	0.000000	0.000000	Medium	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier30 [CURV:0076E9D3]	Durability_Weapons_Melee_Min [CURV:001FABB9]	ConditionDamageScaleFactor_Weapons_Melee [CURV:002E8F1B]	SecondaryScaleFactor_Weapons_Melee_Block [CURV:000361F3]	Durability_Weapons_Melee_Max [CURV:00345A4C]
00642213	crFanaticShishkebab	Shishkebab	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	0.800000	1.000000	0.000000	10.000000	0.000000	0.000000	Dismember only		0	1	OneHandSword	0.000000	3.000000	120	13	Normal	0	1.138894	0	35.000000	0.000000	0.000000	Small	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier20 [CURV:0076E9C9]	Durability_Weapons_Melee_Min [CURV:001FABB9]	ConditionDamageScaleFactor_Weapons_Melee [CURV:002E8F1B]	SecondaryScaleFactor_Weapons_Melee_Block [CURV:000361F3]	Durability_Weapons_Melee_Max [CURV:00345A4C]
00642215	crFanaticPipeWrench	Pipe Wrench	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	0.800000	1.000000	0.000000	10.000000	0.000000	-1.000000	Explode only		0	1	OneHandSword	10.000000	2.000000	30	13	Quiet	0	1.138894	0	35.000000	0.000000	0.000000	Small	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier25 [CURV:0076E9CE]	Durability_Weapons_Melee_Min [CURV:001FABB9]	ConditionDamageScaleFactor_Weapons_Melee [CURV:002E8F1B]	SecondaryScaleFactor_Weapons_Melee_Block [CURV:000361F3]	Durability_Weapons_Melee_Max [CURV:00345A4C]
00642216	crFanaticPickAxe	Pickaxe	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	0.800000	1.000000	0.000000	10.000000	0.000000	-1.000000	Normal formula behaviour		0	1	TwoHandSword	10.000000	2.500000	40	23	Normal	0	1.800010	0	40.000000	0.000000	0.000000	Medium	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier30 [CURV:0076E9D3]	Durability_Weapons_Melee_Min [CURV:001FABB9]	ConditionDamageScaleFactor_Weapons_Melee [CURV:002E8F1B]	SecondaryScaleFactor_Weapons_Melee_Block [CURV:000361F3]	Durability_Weapons_Melee_Max [CURV:00345A4C]
00642217	crFanatic10mmSMG	10mm Submachine Gun	Ammo10mm "10mm Round" [AMMO:0001F276]	1.000000	1.000000	0.000000	1.000000	1.000000	1018.000000	2036.000000	0.233300	0.500000	Normal formula behaviour		30	1	Gun	10.000000	3.000000	70	7	Loud	0	2.200000	0	28.000000	0.000000	0.000000	Small	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier20 [CURV:0076E9C9]	Durability_Weapons_Ballistic_Min [CURV:00052192]	ConditionDamageScaleFactor_Weapons_Ballistic [CURV:002E8F1A]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Ballistic_Max [CURV:00345A4E]
006423BB	crFanaticHuntingRifle	Hunting Rifle	Ammo308Caliber ".308 Round" [AMMO:0001F66B]	1.250000	1.250000	0.000000	1.000000	1.000000	2177.000000	4354.000000	0.150000	0.500000	Explode only		5	1	Gun	15.000000	6.000000	40	20	Loud	0	0.833333	0	28.000000	0.000000	0.000000	Small	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier31 [CURV:0076E9D4]	Durability_Weapons_Ballistic_Min [CURV:00052192]	ConditionDamageScaleFactor_Weapons_Ballistic_SixShot [CURV:0050A606]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Ballistic_Max [CURV:00345A4E]
