FormID	EDID	FULL	DESC	NNAM	XALG_Flags	KEYWORDS	SWFI	BEVA	ETIP	ETDI	ETLG	ReferencedBy	ECIL_Count	ECIL_1	ECIL_2	ECIL_3	ECIL_4	ECIL_5	ECIL_6	ECIL_7	ECIL_8	ECIL_9	ECIL_10	ECIL_11	ECIL_12	ECIL_13	ECIL_14
006237DE	ATX_F1_ENTM_Apparel_Headwear_JackGourdon	Jack-O-Lantern Helmet	Guaranteed to get smoke in your eyes but absolutely worth it!  This offer is exclusive to Fallout 1st Members. Available September 2021.  - APPAREL IS CRAFTABLE AT ARMOR WORKBENCHES. -	Jack-O-Lantern Helmet	Fallout 1st	003BF410:ATX_Entitlement_Category_Store_Apparel:KYWD|0051AB27:ATX_Entitlement_Filter_Store_Apparel_Headwear:KYWD|007914FC:ATX_ItemRarity_Superior:KYWD			Textures/ATX/Storefront/Player/Headwear/	ATX_F1_Apparel_Headwear_JackGourdon.dds		006237DC:ATX_F1_co_Clothes_Headwear_JackGourdon:COBJ	1	ATX_F1_Apparel_Headwear_JackGourdon_C1.dds													
006237DD	ATX_F1_ENTM_Apparel_Outfit_JackGourdon	Jack Gourdon Outfit	Carve up that pumpkin and Rip around the town in style with this outfit!  This offer is exclusive to Fallout 1st Members. Available September 2021.  - APPAREL IS CRAFTABLE AT ARMOR WORKBENCHES. -	Jack Gourdon Outfit	Fallout 1st	003BF410:ATX_Entitlement_Category_Store_Apparel:KYWD|0051AB28:ATX_Entitlement_Filter_Store_Apparel_Outfits:KYWD|007914FC:ATX_ItemRarity_Superior:KYWD			Textures/ATX/Storefront/Player/Outfit/	ATX_F1_Apparel_Outfit_JackGourdon.dds		006237DB:ATX_F1_co_Clothes_Outfit_JackGourdon:COBJ	2	ATX_F1_Apparel_Outfit_JackGourdon_C1.ddsATX_F1_Apparel_Outfit_JackGourdon_C2.dds													
00623883	ATX_ENTM_Apparel_Headwear_JackGourdon_Black	Black Jack-O-Lantern Helmet	Guaranteed to get smoke in your eyes but absolutely worth it!  - APPAREL IS CRAFTABLE AT ARMOR WORKBENCHES. -	Black Jack-O-Lantern Helmet	Fallout 1st	003BF410:ATX_Entitlement_Category_Store_Apparel:KYWD|0051AB27:ATX_Entitlement_Filter_Store_Apparel_Headwear:KYWD|007914FC:ATX_ItemRarity_Superior:KYWD			Textures/ATX/Storefront/Player/Headwear/	ATX_Apparel_Headwear_JackGourdon_Black.dds		00623881:ATX_co_Clothes_Headwear_JackGourdon_Black:COBJ	1	ATX_Apparel_Headwear_JackGourdon_Black_C1.dds													
00623882	ATX_ENTM_Apparel_Outfit_JackGourdon_Black	Jack Gourdon Black Outfit	Carve up that pumpkin and Rip around the town in style with this outfit!  - APPAREL IS CRAFTABLE AT ARMOR WORKBENCHES. -	Jack Gourdon Black Outfit	Fallout 1st	003BF410:ATX_Entitlement_Category_Store_Apparel:KYWD|0051AB28:ATX_Entitlement_Filter_Store_Apparel_Outfits:KYWD|007914FC:ATX_ItemRarity_Superior:KYWD			Textures/ATX/Storefront/Player/Outfit/	ATX_Apparel_Outfit_JackGourdon_Black.dds		00623880:ATX_co_Clothes_Outfit_JackGourdon_Black:COBJ	2	ATX_Apparel_Outfit_JackGourdon_Black_C1.ddsATX_Apparel_Outfit_JackGourdon_Black_C2.dds													
006238E2	ATX_ENTM_CAMP_WallDeco_Pennant_PTS_Worlds	P.T.S. Pennant	A small reward for all your help on Fallout 76's Public Test Server.  This includes a framed and unframed pennant to celebrate Fallout Worlds.  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	P.T.S. Pennant		003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|003DC598:ATX_Entitlement_Filter_Store_CAMP_Decorations:KYWD|007914FB:ATX_ItemRarity_Rare:KYWD			Textures/ATX/Storefront/Camp/WallDecoration/	ATX_CAMP_WallDeco_Pennant_PTS_Worlds.dds		005DCA3A:ATX_workshop_LL_WallDecor_Pennant:LVLI	2	ATX_CAMP_WallDeco_Pennant_PTS_Worlds_C1.ddsATX_CAMP_WallDeco_Pennant_PTS_Worlds_C2.dds													
00623BE6	ATX_ENTM_CAMP_Utility_SpookyCandyBowl	Spooky Candy Bowl	Share your Mystery Candy with the Spooky Candy Bowl. The Spooky Candy Bowl is a container which can dispense Mystery Candy in your C.A.M.P.  - THIS ITEM CANNOT BE BUILT IN SHELTERS-  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Spooky Candy Bowl	Premium	003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|00412287:ATX_Entitlement_Filter_Store_CAMP_Utility:KYWD|007914FB:ATX_ItemRarity_Rare:KYWD			Textures/ATX/Storefront/Camp/Utility/	ATX_CAMP_Utility_SpookyCandyBowl.dds		006EF6A6:HalloweenEvent_workshop_LL_CandyBowls:LVLI	2	ATX_CAMP_Utility_SpookyCandyBowl_C1.ddsATX_CAMP_Utility_SpookyCandyBowl_C2.dds													
006273AB	ATX_ENTM_CAMP_WallDeco_Pennant_NuclearWinter	Nuclear Winter Pennant	A thank you for participating in ZAX's experiment.  This includes a framed and unframed pennant to commemorate Nuclear Winter.  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Nuclear Winter Pennant		003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|003DC598:ATX_Entitlement_Filter_Store_CAMP_Decorations:KYWD|007914FB:ATX_ItemRarity_Rare:KYWD			Textures/ATX/Storefront/Camp/WallDecoration/	ATX_CAMP_WallDeco_Pennant_NuclearWinter.dds		005DCA3A:ATX_workshop_LL_WallDecor_Pennant:LVLI	2	ATX_CAMP_WallDeco_Pennant_NuclearWinter_C1.ddsATX_CAMP_WallDeco_Pennant_NuclearWinter_C2.dds													
00629675	ATX_ENTM_CAMP_Furniture_Table_Thanksgiving_Kid	Thanksgiving Kids Table	Set up for the perfect Thanksgiving feast. The best conversation is always at the Kids Table!   - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Kids Table		003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|0052B5FC:ATX_Entitlement_Filter_Store_CAMP_Furniture:KYWD|007914FB:ATX_ItemRarity_Rare:KYWD			Textures/ATX/Storefront/Camp/Furniture/	ATX_CAMP_Furniture_Table_Thanksgiving_Kid.dds		00629676:ATX_workshop_LL_Decorations_Dining_Table:LVLI	2	ATX_CAMP_Furniture_Table_Thanksgiving_Kid_C1.ddsATX_CAMP_Furniture_Table_Thanksgiving_Kid_C2.dds													
00629674	ATX_ENTM_CAMP_Furniture_Table_Thanksgiving_Adult	Thanksgiving Adults Table	Set up for the perfect Thanksgiving feast. The best food is always at the Adults Table!   - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Adults Table		003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|0052B5FC:ATX_Entitlement_Filter_Store_CAMP_Furniture:KYWD|007914FB:ATX_ItemRarity_Rare:KYWD			Textures/ATX/Storefront/Camp/Furniture/	ATX_CAMP_Furniture_Table_Thanksgiving_Adult.dds		00629676:ATX_workshop_LL_Decorations_Dining_Table:LVLI	2	ATX_CAMP_Furniture_Table_Thanksgiving_Adult_C1.ddsATX_CAMP_Furniture_Table_Thanksgiving_Adult_C2.dds													
00629678	ATX_ENTM_CAMP_Furniture_Chair_Thanksgiving_Kid	Thanksgiving Kids Chair	The perfect Kids Chair for the perfect Thanksgiving feast.   - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Kids Chair	Premium	003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|0052B5FC:ATX_Entitlement_Filter_Store_CAMP_Furniture:KYWD|0079A59D:ATX_ItemRarity_Standard:KYWD			Textures/ATX/Storefront/Camp/Furniture/	ATX_CAMP_Furniture_Chair_Thanksgiving_Kid.dds		001634D8:workshop_LL_Decorations_Chairs_Wood:LVLI|0062967A:ZZZ_ATX_workshop_LL_Decorations_Chairs_Thanksgiving:LVLI	1	ATX_CAMP_Furniture_Chair_Thanksgiving_Kid_C1.dds													
00629679	ATX_ENTM_CAMP_Furniture_Chair_Thanksgiving_Adult	Thanksgiving Adults Chair	The perfect Adults Chair for the perfect Thanksgiving feast.   - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Adults Chair	Premium	003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|0052B5FC:ATX_Entitlement_Filter_Store_CAMP_Furniture:KYWD|0079A59D:ATX_ItemRarity_Standard:KYWD			Textures/ATX/Storefront/Camp/Furniture/	ATX_CAMP_Furniture_Chair_Thanksgiving_Adult.dds		001634D8:workshop_LL_Decorations_Chairs_Wood:LVLI|0062967A:ZZZ_ATX_workshop_LL_Decorations_Chairs_Thanksgiving:LVLI	1	ATX_CAMP_Furniture_Chair_Thanksgiving_Adult_C1.dds													
0062B0E1	ATX_ENTM_CAMP_Bed_Twinbed	Classic Twin Bed	Get the best night sleep ever in this Classic Twin Bed  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Twin Bed		003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|0052B5FC:ATX_Entitlement_Filter_Store_CAMP_Furniture:KYWD|0079A59D:ATX_ItemRarity_Standard:KYWD			Textures/ATX/Storefront/Camp/Beds/	ATX_CAMP_Bed_Twinbed.dds		0047737D:ATX_workshop_LL_Beds:LVLI	0														
0062B365	ATX_F1_ENTM_PlayerStyle_HairStyle_SparkPlugs	Spark Plugs Hairstyle	Electrify your friends and enemies alike with the Spark Plugs Hairstyle.   - UNLOCKS A HAIRSTYLE OPTION. -	Spark Plugs	Fallout 1st	0052B5F1:ATX_Entitlement_Category_Store_PlayerStyles:KYWD|0052B5F3:ATX_Entitlement_Filter_Store_PlayerStyles_Hairstyles:KYWD|007914FC:ATX_ItemRarity_Superior:KYWD			Textures/ATX/Storefront/Player/Hairstyle/	ATX_F1_PlayerStyle_HairStyle_SparkPlugs.dds		00629A7A:ATX_F1_HairMale_SparkPlugs:HDPT|00629A7C:ATX_F1_HairFemale_SparkPlugs:HDPT	1	ATX_F1_PlayerStyle_HairStyle_SparkPlugs_C1.dds													
0062B364	ATX_ENTM_PlayerStyle_HairStyle_MetalMohawk	Metal Mohawk Hairstyle	Cleave your mark in the Wasteland with the Metal Mohawk Hairstyle.   - UNLOCKS A HAIRSTYLE OPTION. -	Metal Mohawk		0052B5F1:ATX_Entitlement_Category_Store_PlayerStyles:KYWD|0052B5F3:ATX_Entitlement_Filter_Store_PlayerStyles_Hairstyles:KYWD|007914FB:ATX_ItemRarity_Rare:KYWD			Textures/ATX/Storefront/Player/Hairstyle/	ATX_PlayerStyle_HairStyle_MetalMohawk.dds		00629A79:ATX_HairMale_MetalMohawk:HDPT|00629A7B:ATX_HairFemale_MetalMohawk:HDPT	1	ATX_PlayerStyle_HairStyle_MetalMohawk_C1.dds													
0062D315	ATX_ENTM_CAMP_Furniture_Instrument_Pipe_Organ	Pipe Organ	No Haunted Mansion is complete without a creepy Pipe Organ!  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Pipe Organ	Premium	003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|003DC598:ATX_Entitlement_Filter_Store_CAMP_Decorations:KYWD|007914FC:ATX_ItemRarity_Superior:KYWD			Textures/ATX/Storefront/Camp/Furniture/	ATX_CAMP_Furniture_Instrument_Pipe_Organ.dds		00509746:workshop_LL_Instruments_Pianos:LVLI	2	ATX_CAMP_Furniture_Instrument_Pipe_Organ_C1.ddsATX_CAMP_Furniture_Instrument_Pipe_Organ_C2.dds													
0062D323	ATX_ENTM_CAMP_FloorDecor_CreepyWell	Creepy Well	Every haunted C.A.M.P. needs a decrepit Creepy Well!  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Creepy Well		003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|003DC598:ATX_Entitlement_Filter_Store_CAMP_Decorations:KYWD|007914FB:ATX_ItemRarity_Rare:KYWD			Textures/ATX/Storefront/Camp/FloorDecoration/	ATX_CAMP_FloorDecor_CreepyWell.dds		0062D321:ATX_workshop_co_FloorDecor_CreepyWell:COBJ	2	ATX_CAMP_FloorDecor_CreepyWell_C1.ddsATX_CAMP_FloorDecor_CreepyWell_C2.dds													
0062D322	ATX_ENTM_CAMP_FloorDecor_Tombstones_Undead	Undead Tombstone	Keep an eye on this one.  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Undead Tombstone	Premium	003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|003DC598:ATX_Entitlement_Filter_Store_CAMP_Decorations:KYWD|0079A59D:ATX_ItemRarity_Standard:KYWD			Textures/ATX/Storefront/Camp/FloorDecoration/	ATX_CAMP_FloorDecor_Tombstones_Undead.dds		0062D324:ATX_workshop_LL_Decoration_Tombstones:LVLI	1	ATX_CAMP_FloorDecor_Tombstones_Undead_C1.dds													
0062D542	ATX_ENTM_CAMP_FloorDecor_Tombstones_Gargoyle	Gargoyle Tombstone	Your grave is safe with the Gargoyle Tombstone.  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Gargoyle Tombstone	Premium	003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|003DC598:ATX_Entitlement_Filter_Store_CAMP_Decorations:KYWD|0079A59D:ATX_ItemRarity_Standard:KYWD			Textures/ATX/Storefront/Camp/FloorDecoration/	ATX_CAMP_FloorDecor_Tombstones_Gargoyle.dds		0062D324:ATX_workshop_LL_Decoration_Tombstones:LVLI	1	ATX_CAMP_FloorDecor_Tombstones_Gargoyle_C1.dds													
0062D543	ATX_ENTM_CAMP_FloorDecor_Tombstones_Royal	Royal Tombstone	Denote someone of importance with the Royal Tombstone.  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Royal Tombstone	Premium	003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|003DC598:ATX_Entitlement_Filter_Store_CAMP_Decorations:KYWD|0079A59D:ATX_ItemRarity_Standard:KYWD			Textures/ATX/Storefront/Camp/FloorDecoration/	ATX_CAMP_FloorDecor_Tombstones_Royal.dds		0062D324:ATX_workshop_LL_Decoration_Tombstones:LVLI	1	ATX_CAMP_FloorDecor_Tombstones_Royal_C1.dds													
0062EB86	ATX_ENTM_CAMP_Floor_HauntedHouse_Tile	Haunted House Tile Floor and Foundations	Give your Haunted House an practical touch with the Tile Floor and Foundations set!  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Haunted House Tile	Premium	003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|0052B5F9:ATX_Entitlement_Filter_Store_CAMP_Structures:KYWD|007914FB:ATX_ItemRarity_Rare:KYWD			Textures/ATX/Storefront/Camp/Floors/	ATX_CAMP_Floor_HauntedHouse_Tile.dds		0008BEC1:workshop_LL_Structure_FloorFull:LVLI|003EAEC0:workshop_LL_Structure_FoundationWood:LVLI|003EAEC2:workshop_LL_Structure_FoundationConcrete:LVLI	2	ATX_CAMP_Floor_HauntedHouse_Tile_C1.ddsATX_CAMP_Floor_HauntedHouse_Tile_C2.dds													
0062EB85	ATX_ENTM_CAMP_Floor_HauntedHouse_Stone	Haunted House Stone Floor and Foundations	Give your Haunted House an elegant touch with the Stone Floor and Foundations set!  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Stone Floor	Premium	003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|0052B5F9:ATX_Entitlement_Filter_Store_CAMP_Structures:KYWD|007914FB:ATX_ItemRarity_Rare:KYWD			Textures/ATX/Storefront/Camp/Floors/	ATX_CAMP_Floor_HauntedHouse_Stone.dds		0008BEC1:workshop_LL_Structure_FloorFull:LVLI|003EAEC0:workshop_LL_Structure_FoundationWood:LVLI|003EAEC2:workshop_LL_Structure_FoundationConcrete:LVLI	2	ATX_CAMP_Floor_HauntedHouse_Stone_C1.ddsATX_CAMP_Floor_HauntedHouse_Stone_C2.dds													
0062F43E	SCORE_S7_ENTM_Skin_PowerArmor_Paint_T60_Zorbo	Zorbo Power Armor T-60 Paint	A patentend Zorbo invention for destruction!  - SKIN IS CRAFTABLE AT POWER ARMOR STATIONS. -	Zorbo T-60 Paint		004302F8:ATX_Entitlement_Category_Store_Skin:KYWD|0052B5F0:ATX_Entitlement_Filter_Store_Skin_PowerArmor:KYWD|005438F9:BabylonBlockFavorite:KYWD|007914FB:ATX_ItemRarity_Rare:KYWD			Textures/ATX/Storefront/Player/PowerArmor/	SCORE_S7_Skin_PowerArmor_Paint_T60_Zorbo.dds		0062FDA3:SCORE_S7_co_mod_PowerArmor_T60_LeftArm_Material_Paint_Zorbo:COBJ|0062FDA4:SCORE_S7_co_mod_PowerArmor_T60_RightArm_Material_Paint_Zorbo:COBJ|0062FDA5:SCORE_S7_co_mod_PowerArmor_T60_LeftLeg_Material_Paint_Zorbo:COBJ|0062FDA6:SCORE_S7_co_mod_PowerArmor_T60_RightLeg_Material_Paint_Zorbo:COBJ|0062FDA7:SCORE_S7_co_mod_PowerArmor_T60_Helmet_Material_Paint_Zorbo:COBJ|0062FDA8:SCORE_S7_co_mod_PowerArmor_T60_Torso_Material_Paint_Zorbo:COBJ	2	SCORE_S7_Skin_PowerArmor_Paint_T60_Zorbo_C1.ddsSCORE_S7_Skin_PowerArmor_Paint_T60_Zorbo_C2.dds													
0062F439	SCORE_S7_ENTM_CAMP_FloorDecor_Plushie_Octosaw	Octosaw Plushie	Death by 8 thousand of the cutest cuts!  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Octosaw Plushie	Premium	003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|003DC598:ATX_Entitlement_Filter_Store_CAMP_Decorations:KYWD|0079A59D:ATX_ItemRarity_Standard:KYWD			Textures/ATX/Storefront/Camp/FloorDecoration/	SCORE_S7_CAMP_FloorDecor_Plushie_Octosaw.dds		006A5790:ATX_co_Tinkers_Souvenir_Plushie_Octosaw:COBJ|008AA91B:workshop_LL_Plushies_Other:LVLI	1	SCORE_S7_CAMP_FloorDecor_Plushie_Octosaw_C1.dds													
0062F453	SCORE_S7_ENTM_CAMP_FloorDecor_Stein_FloatingFace	Floating Face Farrah's Flagon	What concoction has Floating Face Farrah fused  up on Ketson Prime?!  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Floating Face Flagon		003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|003DC598:ATX_Entitlement_Filter_Store_CAMP_Decorations:KYWD|007914FB:ATX_ItemRarity_Rare:KYWD			Textures/ATX/Storefront/Camp/FloorDecoration/	SCORE_S7_CAMP_FloorDecor_Stein_FloatingFace.dds		005B7529:ATX_workshop_LL_FloorDecor_BeerSteins:LVLI|0062F817:SCORE_S7_co_Tinkers_Souvenir_BeerStein_MIND:COBJ	1	SCORE_S7_CAMP_FloorDecor_Stein_FloatingFace_C1.dds													
0062F435	SCORE_S7_ENTM_Skin_WeaponSkin_Sword_Toshiro	Samurai Sword Paint (Sword)	Strength and swiftness must be used when wielding the razor-sharp weapon of choice of the ancient samurai.  - SKIN IS CRAFTABLE AT WEAPON WORKBENCHES. -  - Works with most 1h melee weapons. -	Samurai Sword Paint	Premium	004302F8:ATX_Entitlement_Category_Store_Skin:KYWD|0052B5EE:ATX_Entitlement_Filter_Store_Skin_Weapons:KYWD|007914FC:ATX_ItemRarity_Superior:KYWD			Textures/ATX/Storefront/Player/WeaponSkin/	SCORE_S7_Skin_WeaponSkin_Sword_Toshiro.dds		00632227:ATX_co_mod_Sword_Weapon_ModelSwap_SamuraiSword:COBJ	2	SCORE_S7_Skin_WeaponSkin_Sword_Toshiro_C1.ddsSCORE_S7_Skin_WeaponSkin_Sword_Toshiro_C2.dds													
0062F447	SCORE_S7_ENTM_CAMP_Floor_Starscape	Starscape Floors and Foundations	Walk upon the sky with this dreamy Starscape Floor.  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Starscape Floor		003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|0052B5F9:ATX_Entitlement_Filter_Store_CAMP_Structures:KYWD|007914FB:ATX_ItemRarity_Rare:KYWD			Textures/ATX/Storefront/Camp/Floors/	SCORE_S7_CAMP_Floor_Starscape.dds		0008BEC1:workshop_LL_Structure_FloorFull:LVLI|003EAEC0:workshop_LL_Structure_FoundationWood:LVLI|003EAEC2:workshop_LL_Structure_FoundationConcrete:LVLI	1	SCORE_S7_CAMP_Floor_Starscape_C1.dds													
0062F44B	SCORE_S7_ENTM_Skin_BackpackFlair_AlienShip	Alien Ship Backpack Flair	Fly away with this spaceship Backpack Flair!  Flairs can be applied to most Backpacks.  - FLAIRS ARE APPLIED AT ARMOR WORKBENCHES. -	Alien Ship Flair		004302F8:ATX_Entitlement_Category_Store_Skin:KYWD|0053860D:ATX_Entitlement_Filter_Store_Skin_Backpacks:KYWD|0079A59D:ATX_ItemRarity_Standard:KYWD			Textures/ATX/Storefront/Player/Flair/	SCORE_S7_Skin_BackpackFlair_ZetanShip.dds		00631D17:SCORE_S7_co_BackPack_Flair1_ZetanShip:COBJ|00631D18:SCORE_S7_co_BackPack_Flair2_ZetanShip:COBJ|006B611B:SCORE_S7_co_Tinkers_Souvenir_ZetanShip_MiscFlair:COBJ	1	SCORE_S7_Skin_BackpackFlair_ZetanShip_C1.dds													
0062F441	SCORE_S7_ENTM_Skin_PowerArmor_Paint_X01_Zorbo	Zorbo Power Armor X-01 Paint	A patented Zorbo invention for destruction!  - SKIN IS CRAFTABLE AT POWER ARMOR STATIONS. -	Zorbo X-01 Paint		004302F8:ATX_Entitlement_Category_Store_Skin:KYWD|0052B5F0:ATX_Entitlement_Filter_Store_Skin_PowerArmor:KYWD|005438F9:BabylonBlockFavorite:KYWD|007914FB:ATX_ItemRarity_Rare:KYWD			Textures/ATX/Storefront/Player/PowerArmor/	SCORE_S7_Skin_PowerArmor_Paint_X01_Zorbo.dds		0062FDAF:SCORE_S7_co_mod_PowerArmor_X01_LeftArm_Material_Paint_Zorbo:COBJ|0062FDB0:SCORE_S7_co_mod_PowerArmor_X01_RightArm_Material_Paint_Zorbo:COBJ|0062FDB1:SCORE_S7_co_mod_PowerArmor_X01_LeftLeg_Material_Paint_Zorbo:COBJ|0062FDB2:SCORE_S7_co_mod_PowerArmor_X01_RightLeg_Material_Paint_Zorbo:COBJ|0062FDB3:SCORE_S7_co_mod_PowerArmor_X01_Helmet_Material_Paint_Zorbo:COBJ|0062FDB4:SCORE_S7_co_mod_PowerArmor_X01_Torso_Material_Paint_Zorbo:COBJ	2	SCORE_S7_Skin_PowerArmor_Paint_X01_Zorbo_C1.ddsSCORE_S7_Skin_PowerArmor_Paint_X01_Zorbo_C2.dds													
0062F43F	SCORE_S7_ENTM_Skin_PowerArmor_Paint_T65_Zorbo	Zorbo Power Armor T-65 Paint	A patentend Zorbo invention for destruction!  - SKIN IS CRAFTABLE AT POWER ARMOR STATIONS. -	Zorbo T-65 Paint		004302F8:ATX_Entitlement_Category_Store_Skin:KYWD|0052B5F0:ATX_Entitlement_Filter_Store_Skin_PowerArmor:KYWD|005438F9:BabylonBlockFavorite:KYWD|007914FB:ATX_ItemRarity_Rare:KYWD			Textures/ATX/Storefront/Player/PowerArmor/	SCORE_S7_Skin_PowerArmor_Paint_T65_Zorbo.dds		0062FDA9:SCORE_S7_co_mod_PowerArmor_T65_LeftArm_Material_Paint_Zorbo:COBJ|0062FDAA:SCORE_S7_co_mod_PowerArmor_T65_RightArm_Material_Paint_Zorbo:COBJ|0062FDAB:SCORE_S7_co_mod_PowerArmor_T65_LeftLeg_Material_Paint_Zorbo:COBJ|0062FDAC:SCORE_S7_co_mod_PowerArmor_T65_RightLeg_Material_Paint_Zorbo:COBJ|0062FDAD:SCORE_S7_co_mod_PowerArmor_T65_Helmet_Material_Paint_Zorbo:COBJ|0062FDAE:SCORE_S7_co_mod_PowerArmor_T65_Torso_Material_Paint_Zorbo:COBJ	2	SCORE_S7_Skin_PowerArmor_Paint_T65_Zorbo_C1.ddsSCORE_S7_Skin_PowerArmor_Paint_T65_Zorbo_C2.dds													
0062F43D	SCORE_S7_ENTM_Skin_PowerArmor_Paint_Excavator_Zorbo	Zorbo Power Armor Excavator Paint	A patentend Zorbo invention for destruction!  - SKIN IS CRAFTABLE AT POWER ARMOR STATIONS. -	Zorbo Excavator Paint		004302F8:ATX_Entitlement_Category_Store_Skin:KYWD|0052B5F0:ATX_Entitlement_Filter_Store_Skin_PowerArmor:KYWD|005438F9:BabylonBlockFavorite:KYWD|007914FB:ATX_ItemRarity_Rare:KYWD			Textures/ATX/Storefront/Player/PowerArmor/	SCORE_S7_Skin_PowerArmor_Paint_Excavator_Zorbo.dds		0062FDB5:SCORE_S7_co_mod_PowerArmor_Excavator_LeftArm_Material_Paint_Zorbo:COBJ|0062FDB6:SCORE_S7_co_mod_PowerArmor_Excavator_RightArm_Material_Paint_Zorbo:COBJ|0062FDB7:SCORE_S7_co_mod_PowerArmor_Excavator_LeftLeg_Material_Paint_Zorbo:COBJ|0062FDB8:SCORE_S7_co_mod_PowerArmor_Excavator_RightLeg_Material_Paint_Zorbo:COBJ|0062FDB9:SCORE_S7_co_mod_PowerArmor_Excavator_Helmet_Material_Paint_Zorbo:COBJ|0062FDBA:SCORE_S7_co_mod_PowerArmor_Excavator_Torso_Material_Paint_Zorbo:COBJ	2	SCORE_S7_Skin_PowerArmor_Paint_Excavator_Zorbo_C1.ddsSCORE_S7_Skin_PowerArmor_Paint_Excavator_Zorbo_C2.dds													
0062F445	SCORE_S7_ENTM_CAMP_Furniture_ShootingGallery_AlienInvasion	Alien Invasion Shooting Gallery	Prepare yourself for an invasion with the Alien Invasion Shooting Gallery!  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Alien Invasion Shooting Gallery	Premium	003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|003DC598:ATX_Entitlement_Filter_Store_CAMP_Decorations:KYWD|007914FB:ATX_ItemRarity_Rare:KYWD			Textures/ATX/Storefront/Camp/Furniture/	SCORE_S7_CAMP_Furniture_ShootingGallery_AlienInvasion.dds		005DC91E:ATX_workshop_LL_Decorations_LaserShootingGalleries:LVLI	2	SCORE_S7_CAMP_Furniture_ShootingGallery_AlienInvasion_C1.ddsSCORE_S7_CAMP_Furniture_ShootingGallery_AlienInvasion_C2.dds													
