PCRD_FormID	PCRD_EDID	FormVersion	DESC	MNAM_MaleName	FNAM_FemaleName	ANAM_PerkCardFlags	DATA_Value	DATA_MinLevel	DATA_Special	DATA_RaceRestriction	PCDV_GLOB_FormID	PCDV_GLOB_EDID	PCDV_GLOB_FULL	SNAM_Sound	RankCount	Ranks_Flat	ReferencedByCount	Rank_1_CardRank	Rank_1_MalePerk_FormID	Rank_1_MalePerk_EDID	Rank_1_MalePerk_FULL	Rank_1_FemalePerk_FormID	Rank_1_FemalePerk_EDID	Rank_1_FemalePerk_FULL	Rank_2_CardRank	Rank_2_MalePerk_FormID	Rank_2_MalePerk_EDID	Rank_2_MalePerk_FULL	Rank_2_FemalePerk_FormID	Rank_2_FemalePerk_EDID	Rank_2_FemalePerk_FULL	Rank_3_CardRank	Rank_3_MalePerk_FormID	Rank_3_MalePerk_EDID	Rank_3_MalePerk_FULL	Rank_3_FemalePerk_FormID	Rank_3_FemalePerk_EDID	Rank_3_FemalePerk_FULL	Rank_4_CardRank	Rank_4_MalePerk_FormID	Rank_4_MalePerk_EDID	Rank_4_MalePerk_FULL	Rank_4_FemalePerk_FormID	Rank_4_FemalePerk_EDID	Rank_4_FemalePerk_FULL	Rank_5_CardRank	Rank_5_MalePerk_FormID	Rank_5_MalePerk_EDID	Rank_5_MalePerk_FULL	Rank_5_FemalePerk_FormID	Rank_5_FemalePerk_EDID	Rank_5_FemalePerk_FULL	Ref_1	Ref_2	Ref_3	Ref_4	Ref_5	Ref_6	Ref_7	Ref_8	Ref_9	Ref_10	Ref_11
003BD59C	ChemistCard	209	A little goes a long way.	Chemist			0.000000	34	Intelligence	None	001179ED	PerkCard_Caps_Common		00216351:UIPerkMenuChemist:SNDR	1	1|000E36FF:Chemist01:Chemist|	3	1	000E36FF	Chemist01	Chemist																																0005B390:LevelUp_SelectionList:LVPC	004713BA:Challenge_Lifetime_Perks_RankUp_SUB_Intelligence_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST								
003BD596	FullChargeCard	209	Lift your feet!	FullCharge			0.000000	33	Strength	None	001179ED	PerkCard_Caps_Common			2	1|003BD593:FullCharge01:Full Charge| || 2|003BD594:FullCharge02:Full Charge|	3	1	003BD593	FullCharge01	Full Charge				2	003BD594	FullCharge02	Full Charge																									0005B390:LevelUp_SelectionList:LVPC	004713BC:Challenge_Lifetime_Perks_RankUp_SUB_Strength_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST								
003BE313	POST_OutlawCard	209	Rules should have died with the war!	Outlaw			0.000000	32	Charisma	None	001179F3	PerkCard_Caps_Rare			3	2|003BE310:POST_Outlaw01:Outlaw| || 3|003BE311:POST_Outlaw02:Outlaw| || 4|003BE312:POST_Outlaw03:Outlaw|	1	2	003BE310	POST_Outlaw01	Outlaw				3	003BE311	POST_Outlaw02	Outlaw				4	003BE312	POST_Outlaw03	Outlaw																		004713BF:Challenge_Lifetime_Perks_RankUp_SUB_Charisma_Formlist:FLST										
003BE30F	TravelAgentCard	209	You've got friends where it counts.	TravelAgent			0.000000	26	Charisma	None	001179ED	PerkCard_Caps_Common			1	1|003BE30C:TravelAgent01:Travel Agent|	4	1	003BE30C	TravelAgent01	Travel Agent																																0005B390:LevelUp_SelectionList:LVPC	004713BF:Challenge_Lifetime_Perks_RankUp_SUB_Charisma_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST	006309AA:ATX_COMP_Ghoul_BuffFastTravelPerk:PERK							
003D2954	BlockerCard	209	Brace for impact!	Blocker			0.000000	21	Strength	None	001179F3	PerkCard_Caps_Rare			3	1|003D2950:Blocker01:Blocker| || 2|003D2952:Blocker02:Blocker| || 3|003D2953:Blocker03:Blocker|	3	1	003D2950	Blocker01	Blocker				2	003D2952	Blocker02	Blocker				3	003D2953	Blocker03	Blocker																		0005B390:LevelUp_SelectionList:LVPC	004713BC:Challenge_Lifetime_Perks_RankUp_SUB_Strength_Formlist:FLST	0050B379:PerkCardPack_LaunchPack001_Rare:FLST								
003D2962	WeaponArtisanCard	209	Weapon repair is an art.	WeaponArtisan			0.000000	40	Intelligence	None	001179ED	PerkCard_Caps_Common			3	1|003D295F:WeaponArtisan01:Weapon Artisan| || 2|003D2960:WeaponArtisan02:Weapon Artisan| || 3|003D2961:WeaponArtisan03:Weapon Artisan|	3	1	003D295F	WeaponArtisan01	Weapon Artisan				2	003D2960	WeaponArtisan02	Weapon Artisan				3	003D2961	WeaponArtisan03	Weapon Artisan																		0005B390:LevelUp_SelectionList:LVPC	004713BA:Challenge_Lifetime_Perks_RankUp_SUB_Intelligence_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST								
003D295E	AntibioticCard	209	THIS PERK IS DEPRECATED!	Antiobiotic			0.000000	25	Charisma	None					2	1|003D2958:Antibiotic01:Antibiotic| || 2|003D295D:Antibiotic02:Antibiotic|	1	1	003D2958	Antibiotic01	Antibiotic				2	003D295D	Antibiotic02	Antibiotic																									004713BF:Challenge_Lifetime_Perks_RankUp_SUB_Charisma_Formlist:FLST										
003D2951	DodgyCard	209	Dodge bullets and roll with the punches.	Dodgy			0.000000	45	Agility	None	001179F3	PerkCard_Caps_Rare			1	2|003D2948:Dodgy01:Dodgy|	3	2	003D2948	Dodgy01	Dodgy																																0005B390:LevelUp_SelectionList:LVPC	004713B9:Challenge_Lifetime_Perks_RankUp_SUB_Agility_Formlist:FLST	0050B379:PerkCardPack_LaunchPack001_Rare:FLST								
003D2957	GoatLegsCard	209	Your legs must be double-jointed.	GoatLegs			0.000000	32	Agility	None	001179ED	PerkCard_Caps_Common			1	1|003D2955:GoatLegs01:Goat Legs|	3	1	003D2955	GoatLegs01	Goat Legs																																0005B390:LevelUp_SelectionList:LVPC	004713B9:Challenge_Lifetime_Perks_RankUp_SUB_Agility_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST								
003DE58A	CUT_FixerUpperCard	209	You can roll with the punches.	FixerUpper			0.000000	0	Strength	None	0024F8D6	PerkCard_Caps_Uncommon			3	0|003DE587:CUT_FixerUpper01:Fixer-Upper| || 0|003DE588:CUT_FixerUpper02:Fixer-Upper| || 0|003DE589:CUT_FixerUpper03:Fixer-Upper|	0	0	003DE587	CUT_FixerUpper01	Fixer-Upper				0	003DE588	CUT_FixerUpper02	Fixer-Upper				0	003DE589	CUT_FixerUpper03	Fixer-Upper																												
003DE58E	IncisorCard	209	Aim for the joints!	Incisor			0.000000	34	Strength	None	001179F3	PerkCard_Caps_Rare			3	1|003DE58B:Incisor01:Incisor| || 2|003DE58C:Incisor02:Incisor| || 3|003DE58D:Incisor03:Incisor|	3	1	003DE58B	Incisor01	Incisor				2	003DE58C	Incisor02	Incisor				3	003DE58D	Incisor03	Incisor																		0005B390:LevelUp_SelectionList:LVPC	004713BC:Challenge_Lifetime_Perks_RankUp_SUB_Strength_Formlist:FLST	0050B379:PerkCardPack_LaunchPack001_Rare:FLST								
003DE593	RejuvenatedCard	209	Food for the body and soul.	Rejuvenated			0.000000	12	Endurance	Human	001179ED	PerkCard_Caps_Common			2	1|003DE58F:Rejuvenated01:Rejuvenated| || 2|003DE590:Rejuvenated02:Rejuvenated|	9	1	003DE58F	Rejuvenated01	Rejuvenated				2	003DE590	Rejuvenated02	Rejuvenated																									0005B390:LevelUp_SelectionList:LVPC	004713BE:Challenge_Lifetime_Perks_RankUp_SUB_Endurance_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST	006DE9E3:NPE_Loadout_CommandoSelectionList:LVPC	006DE9E4:NPE_Loadout_GunslingerSelectionList:LVPC	006DE9E5:NPE_Loadout_SluggerSelectionList:LVPC	006DE9E6:NPE_Loadout_ShotgunnerSelectionList:LVPC	006DE9E7:NPE_Loadout_VATSSelectionList:LVPC	007B9AF0:ATX_Loadout_Level50_Boost_BonusCards:LVPC		
003E21E5	CriticalSavvyCard	209	You're a battlefield tactician.	CriticalSavvy			0.000000	44	Luck	None	0024F8D6	PerkCard_Caps_Uncommon			3	1|003E21E1:CriticalSavvy01:Critical Savvy| || 2|003E21E2:CriticalSavvy02:Critical Savvy| || 3|003E21E3:CriticalSavvy03:Critical Savvy|	3	1	003E21E1	CriticalSavvy01	Critical Savvy				2	003E21E2	CriticalSavvy02	Critical Savvy				3	003E21E3	CriticalSavvy03	Critical Savvy																		0005B390:LevelUp_SelectionList:LVPC	004713BB:Challenge_Lifetime_Perks_RankUp_SUB_Luck_Formlist:FLST	0050B378:PerkCardPack_LaunchPack001_Uncommon:FLST								
003E2202	TenderizerCard	209	Make them look like Swiss Cheese!	Tenderizer			0.000000	46	Charisma	None	0024F8D6	PerkCard_Caps_Uncommon			1	2|003E21F4:Tenderizer01:Tenderizer|	3	2	003E21F4	Tenderizer01	Tenderizer																																0005B390:LevelUp_SelectionList:LVPC	004713BF:Challenge_Lifetime_Perks_RankUp_SUB_Charisma_Formlist:FLST	0050B378:PerkCardPack_LaunchPack001_Uncommon:FLST								
003E2201	SuppressorCard	209	Put the fear of you into them!	Suppressor			0.000000	40	Charisma	None	0024F8D6	PerkCard_Caps_Uncommon			3	1|003DE594:Suppressor01:Suppressor| || 2|003E21ED:Suppressor02:Suppressor| || 3|003E21EF:Suppressor03:Suppressor|	4	1	003DE594	Suppressor01	Suppressor				2	003E21ED	Suppressor02	Suppressor				3	003E21EF	Suppressor03	Suppressor																		0005B390:LevelUp_SelectionList:LVPC	004713BF:Challenge_Lifetime_Perks_RankUp_SUB_Charisma_Formlist:FLST	0050B378:PerkCardPack_LaunchPack001_Uncommon:FLST	007B9AEF:ATX_Loadout_Level50_BoostSelectionList:LVPC							
003E21E4	ContractorCard	209	Quality over quantity!	Contractor			0.000000	18	Intelligence	None	001179ED	PerkCard_Caps_Common			2	1|00393F4A:Contractor01:Contractor| || 2|003DF404:Contractor02:Contractor|	4	1	00393F4A	Contractor01	Contractor				2	003DF404	Contractor02	Contractor																									0005B390:LevelUp_SelectionList:LVPC	004713BA:Challenge_Lifetime_Perks_RankUp_SUB_Intelligence_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST	007B9AEF:ATX_Loadout_Level50_BoostSelectionList:LVPC							
003E21EC	JunkShieldCard	209	Who needs armor when you've got so much junk?	JunkShield			0.000000	10	Luck	None	001179F3	PerkCard_Caps_Rare			1	1|003E21E6:JunkShield01:Junk Shield|	3	1	003E21E6	JunkShield01	Junk Shield																																0005B390:LevelUp_SelectionList:LVPC	004713BB:Challenge_Lifetime_Perks_RankUp_SUB_Luck_Formlist:FLST	0050B379:PerkCardPack_LaunchPack001_Rare:FLST								
003E35C1	FixItGoodCard	209	It's better than new!	FixItGood			0.000000	27	Intelligence	None	001179ED	PerkCard_Caps_Common			3	1|003E35BE:FixItGood01:Fix It Good| || 2|003E35BF:FixItGood02:Fix It Good| || 3|003E35C0:FixItGood03:Fix It Good|	3	1	003E35BE	FixItGood01	Fix It Good				2	003E35BF	FixItGood02	Fix It Good				3	003E35C0	FixItGood03	Fix It Good																		0005B390:LevelUp_SelectionList:LVPC	004713BA:Challenge_Lifetime_Perks_RankUp_SUB_Intelligence_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST								
003E8630	QuickHandsCard	209	In combat, there's no time to hesitate.	QuickHands			0.000000	40	Luck	Human	0024F8D6	PerkCard_Caps_Uncommon		001A72ED:UIPerkMenuQuickHands:SNDR	3	1|000221FC:QuickHands01:Quick Hands| || 2|001D2478:QuickHands02:Quick Hands| || 3|003E862D:QuickHands03:Quick Hands|	3	1	000221FC	QuickHands01	Quick Hands				2	001D2478	QuickHands02	Quick Hands				3	003E862D	QuickHands03	Quick Hands																		0005B390:LevelUp_SelectionList:LVPC	004713BB:Challenge_Lifetime_Perks_RankUp_SUB_Luck_Formlist:FLST	0050B378:PerkCardPack_LaunchPack001_Uncommon:FLST								
003E996E	FriendlyFireCard	209	You majored in aggressive cauterization.	FriendlyFire			0.000000	48	Charisma	None	0024F8D6	PerkCard_Caps_Uncommon			3	1|003E956A:FriendlyFire01:Friendly Fire| || 2|0051ABC2:FriendlyFire02:Friendly Fire| || 3|0051ABC4:FriendlyFire03:Friendly Fire|	3	1	003E956A	FriendlyFire01	Friendly Fire				2	0051ABC2	FriendlyFire02	Friendly Fire				3	0051ABC4	FriendlyFire03	Friendly Fire																		0005B390:LevelUp_SelectionList:LVPC	004713BF:Challenge_Lifetime_Perks_RankUp_SUB_Charisma_Formlist:FLST	0050B378:PerkCardPack_LaunchPack001_Uncommon:FLST								
003E996D	MartialArtistCard	209	Light as paper, hard as steel.	MartialArtist			0.000000	16	Strength	None	001179F3	PerkCard_Caps_Rare			3	1|003E9565:MartialArtist01:Martial Artist| || 2|003E9568:MartialArtist02:Martial Artist| || 3|003E9569:MartialArtist03:Martial Artist|	5	1	003E9565	MartialArtist01	Martial Artist				2	003E9568	MartialArtist02	Martial Artist				3	003E9569	MartialArtist03	Martial Artist																		0005B390:LevelUp_SelectionList:LVPC	004713BC:Challenge_Lifetime_Perks_RankUp_SUB_Strength_Formlist:FLST	0050B379:PerkCardPack_LaunchPack001_Rare:FLST	006DE9E5:NPE_Loadout_SluggerSelectionList:LVPC	007B9AEF:ATX_Loadout_Level50_BoostSelectionList:LVPC						
004E84E8	RoboticsExpertCard	209	Machines will always serve humans, if you have anything to say about it.	RoboticsExpert			0.000000	48	Intelligence	None	0024F8D6	PerkCard_Caps_Uncommon		001A72F2:UIPerkMenuRoboticsExpert:SNDR	3	1|004E84E5:RoboticsExpert01:Robotics Expert| || 2|004E84E6:RoboticsExpert02:Robotics Expert| || 3|004E84E7:RoboticsExpert03:Robotics Expert|	6	1	004E84E5	RoboticsExpert01	Robotics Expert				2	004E84E6	RoboticsExpert02	Robotics Expert				3	004E84E7	RoboticsExpert03	Robotics Expert																		0005B390:LevelUp_SelectionList:LVPC	004713BA:Challenge_Lifetime_Perks_RankUp_SUB_Intelligence_Formlist:FLST	0050B378:PerkCardPack_LaunchPack001_Uncommon:FLST	00744CFC::INFO	00748F3B::INFO	008B448B::INFO					
00505BD1	AntiEpidemicCard	209	You're a happy doc. Your cures are contagious.	AntiEpidemic			0.000000	34	Charisma	None	0024F8D6	PerkCard_Caps_Uncommon			2	1|00505BCD:AntiEpidemic01:Anti-Epidemic| || 2|00505BCE:AntiEpidemic02:Anti-Epidemic|	3	1	00505BCD	AntiEpidemic01	Anti-Epidemic				2	00505BCE	AntiEpidemic02	Anti-Epidemic																									0005B390:LevelUp_SelectionList:LVPC	004713BF:Challenge_Lifetime_Perks_RankUp_SUB_Charisma_Formlist:FLST	0050B378:PerkCardPack_LaunchPack001_Uncommon:FLST								
0051ABC6	LastLaughCard	209	You find humor in death, your own specifically.	LastLaugh			0.000000	27	Luck	None	0024F8D6	PerkCard_Caps_Uncommon		001A72DF:UIPerkMenuMysteriousStranger:SNDR	1	1|00391F1F:LastLaugh01:Last Laugh|	3	1	00391F1F	LastLaugh01	Last Laugh																																0005B390:LevelUp_SelectionList:LVPC	004713BB:Challenge_Lifetime_Perks_RankUp_SUB_Luck_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST								
0051ABCB	PerceptiBobbleCard	209	Gettin' warm!	Perceptibobble			0.000000	16	Perception	None	001179ED	PerkCard_Caps_Common		001A763A:UIPerkMenuFortuneFinder:SNDR	1	1|003E956D:PerceptiBobble01:Percepti-Bobble|	3	1	003E956D	PerceptiBobble01	Percepti-Bobble																																0005B390:LevelUp_SelectionList:LVPC	004713BD:Challenge_Lifetime_Perks_RankUp_SUB_Perception_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST								
0051ABCA	PannapictagraphistCard	209	You can just hear those sweet, sweet zines!	Pannapictagraphist			0.000000	12	Perception	None	001179ED	PerkCard_Caps_Common		001A763A:UIPerkMenuFortuneFinder:SNDR	1	1|003E956E:Pannapictagraphist01:Pannapictagraphist|	3	1	003E956E	Pannapictagraphist01	Pannapictagraphist																																0005B390:LevelUp_SelectionList:LVPC	004713BD:Challenge_Lifetime_Perks_RankUp_SUB_Perception_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST								
0051ABC9	FortuneFinderCard	209	You're a human metal detector.	FortuneFinder			0.000000	22	Perception	None	001179ED	PerkCard_Caps_Common		001A763A:UIPerkMenuFortuneFinder:SNDR	1	1|00518504:FortuneFinder01:Fortune Finder|	3	1	00518504	FortuneFinder01	Fortune Finder																																0005B390:LevelUp_SelectionList:LVPC	004713BD:Challenge_Lifetime_Perks_RankUp_SUB_Perception_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST								
0052415D	GoodWithSaltCard	209	You're so salty, it rubs off on your food!	GoodWithSalt			0.000000	9	Intelligence	None	0024F8D6	PerkCard_Caps_Uncommon		001A762C:UIPerkMenuBigLeagues:SNDR	2	1|00524159:GoodWithSalt01:Good With Salt| || 2|0052415B:GoodWithSalt02:Good With Salt|	3	1	00524159	GoodWithSalt01	Good With Salt				2	0052415B	GoodWithSalt02	Good With Salt																									0005B390:LevelUp_SelectionList:LVPC	004713BB:Challenge_Lifetime_Perks_RankUp_SUB_Luck_Formlist:FLST	0050B378:PerkCardPack_LaunchPack001_Uncommon:FLST								
00123A5F	GladiatorExpertCard	209	Good form keeps you on your toes!	GladiatorExpert			0.000000	15	Strength	None	001179F3	PerkCard_Caps_Rare			1	1|003440AB:GladiatorExpert01:Natural Stance|	3	1	003440AB	GladiatorExpert01	Natural Stance																																0005B390:LevelUp_SelectionList:LVPC	004713BC:Challenge_Lifetime_Perks_RankUp_SUB_Strength_Formlist:FLST	0050B379:PerkCardPack_LaunchPack001_Rare:FLST								
00123A60	GladiatorMasterCard	209	In another life you were a swordsman!	GladiatorMaster			0.000000	35	Strength	None	001179F3	PerkCard_Caps_Rare			1	1|00123A5B:GladiatorMaster01:Blood Luster|	3	1	00123A5B	GladiatorMaster01	Blood Luster																																0005B390:LevelUp_SelectionList:LVPC	004713BC:Challenge_Lifetime_Perks_RankUp_SUB_Strength_Formlist:FLST	0050B379:PerkCardPack_LaunchPack001_Rare:FLST								
00520BD8	SluggerExpertCard	209	Knock 'em out of the park!	SluggerExpert			0.000000	15	Strength	None	001179F3	PerkCard_Caps_Rare		001A762C:UIPerkMenuBigLeagues:SNDR	1	2|000E36FE:SluggerExpert01:Knee-Capper|	4	2	000E36FE	SluggerExpert01	Knee-Capper																																0005B390:LevelUp_SelectionList:LVPC	004713BC:Challenge_Lifetime_Perks_RankUp_SUB_Strength_Formlist:FLST	0050B379:PerkCardPack_LaunchPack001_Rare:FLST	006DE9E5:NPE_Loadout_SluggerSelectionList:LVPC							
00520BD9	SluggerMasterCard	209	Home run with each hit!	SluggerMaster			0.000000	35	Strength	None	001179F3	PerkCard_Caps_Rare		001A762C:UIPerkMenuBigLeagues:SNDR	1	3|00520BD4:SluggerMaster01:Heavy Hitter|	3	3	00520BD4	SluggerMaster01	Heavy Hitter																																0005B390:LevelUp_SelectionList:LVPC	004713BC:Challenge_Lifetime_Perks_RankUp_SUB_Strength_Formlist:FLST	0050B379:PerkCardPack_LaunchPack001_Rare:FLST								
004F9FD3	WoodchuckerCard	209	You can chuck more wood than a woodchuck chucks.	WoodChucker			0.000000	17	Luck	None	001179ED	PerkCard_Caps_Common			1	1|004F9FCF:Woodchucker01:WoodChucker|	3	1	004F9FCF	Woodchucker01	WoodChucker																																0005B390:LevelUp_SelectionList:LVPC	004713BB:Challenge_Lifetime_Perks_RankUp_SUB_Luck_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST								
0047142F	zzz_Babylon_ScroungerCard	209	Keep the fight going!	Scrounger			0.000000	1	Luck	None	0024F8D6	PerkCard_Caps_Uncommon		001A72F4:UIPerkMenuScrounger:SNDR	1	1|00479B54:zzz_Babylon_Scrounger03:Scrounger|	3	1	00479B54	zzz_Babylon_Scrounger03	Scrounger																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	004249AF:Babylon_PerkCardPack_LaunchPack002_CommonLow:FLST								
0047140F	zzz_Babylon_ClassFreakCard	209	You were always the odd kid.	ClassFreak			0.000000	1	Luck	None	001179ED	PerkCard_Caps_Common			1	1|00479B28:zzz_Babylon_ClassFreak03:Class Freak|	3	1	00479B28	zzz_Babylon_ClassFreak03	Class Freak																																0042FFCC:BabylonSoloPerkDraftCards_76:FLST	00472C0D:Babylon_Starter_Perk_Cards:FLST	00553296:Babylon_PerkCardPack_LaunchPack003_StarterFoil:FLST								
004713FF	zzz_Babylon_TenderizerCard	209	Make them look like Swiss Cheese!	Tenderizer			0.000000	1	Charisma	None	0024F8D6	PerkCard_Caps_Uncommon			1	9|00479B5F:zzz_Babylon_Tenderizer03:Tenderizer|	3	9	00479B5F	zzz_Babylon_Tenderizer03	Tenderizer																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	0042FFCC:BabylonSoloPerkDraftCards_76:FLST								
004713F7	zzz_Babylon_GoatLegsCard	209	Your legs must be double-jointed.	GoatLegs			0.000000	1	Agility	None	001179ED	PerkCard_Caps_Common			1	9|00479B35:zzz_Babylon_GoatLegs02:Goat Legs|	2	9	00479B35	zzz_Babylon_GoatLegs02	Goat Legs																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST									
004713F3	zzz_Babylon_ActionBoyGirlCard	209	There's no time to waste!	ActionBoy	ActionGirl		0.000000	1	Agility	None	001179ED	PerkCard_Caps_Common		001A7624:UIPerkMenuActionBoy:SNDR	1	1|00479B1C:zzz_Babylon_ActionBoy03:Action Boy|00479B1D:zzz_Babylon_ActionGirl03:Action Girl	4	1	00479B1C	zzz_Babylon_ActionBoy03	Action Boy	00479B1D	zzz_Babylon_ActionGirl03	Action Girl																													003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	004249AF:Babylon_PerkCardPack_LaunchPack002_CommonLow:FLST	0042FFCC:BabylonSoloPerkDraftCards_76:FLST							
00471430	zzz_Babylon_ShotgunnerMasterCard	209	You're a trophy shooter - with the trophy to prove it!	ShotgunnerMaster			0.000000	1	Strength	None	001179F3	PerkCard_Caps_Rare			1	3|00479B55:zzz_Babylon_ShotgunnerMaster03:Master Shotgunner|	4	3	00479B55	zzz_Babylon_ShotgunnerMaster03	Master Shotgunner																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	004249AF:Babylon_PerkCardPack_LaunchPack002_CommonLow:FLST	0042FFCC:BabylonSoloPerkDraftCards_76:FLST							
004713F8	zzz_Babylon_IronFistCard	209	Channel your chi to unleash devastating fury!	IronFist			0.000000	1	Strength	None	001179ED	PerkCard_Caps_Common		00211CA9:UIPerkMenuIronFist:SNDR	1	1|00479B3F:zzz_Babylon_IronFist03:Iron Fist|	1	1	00479B3F	zzz_Babylon_IronFist03	Iron Fist																																0042FFCC:BabylonSoloPerkDraftCards_76:FLST										
00471436	zzz_Babylon_TravelingPharmacyCard	209	You're great at getting boosted... on the go!	TravelingPharmacy			0.000000	1	Strength	None	001179ED	PerkCard_Caps_Common			1	1|00479B61:zzz_Babylon_TravelingPharmacy03:Traveling Pharmacy|	1	1	00479B61	zzz_Babylon_TravelingPharmacy03	Traveling Pharmacy																																0042FFCC:BabylonSoloPerkDraftCards_76:FLST										
00471412	zzz_Babylon_CrackshotCard	209	You don't have to shoot first, just hit first.	CrackShot			0.000000	1	Perception	None	001179F3	PerkCard_Caps_Rare			1	1|00479B2B:zzz_Babylon_Crackshot03:Crack Shot|	4	1	00479B2B	zzz_Babylon_Crackshot03	Crack Shot																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	004249AF:Babylon_PerkCardPack_LaunchPack002_CommonLow:FLST	0042FFCC:BabylonSoloPerkDraftCards_76:FLST							
00471434	zzz_Babylon_TankKillerCard	209	You are a human can opener.	TankKiller			0.000000	1	Perception	None	001179F3	PerkCard_Caps_Rare			1	6|00479B5D:zzz_Babylon_TankKiller03:Tank Killer|	3	6	00479B5D	zzz_Babylon_TankKiller03	Tank Killer																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	0042FFCC:BabylonSoloPerkDraftCards_76:FLST								
00471400	zzz_Babylon_BodyguardsCard	209	Friends are nice - bodyguards are better!	Bodyguards			0.000000	1	Charisma	None	0024F8D6	PerkCard_Caps_Uncommon			1	3|00479B25:zzz_Babylon_Bodyguards04:Bodyguards|	4	3	00479B25	zzz_Babylon_Bodyguards04	Bodyguards																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	004249AF:Babylon_PerkCardPack_LaunchPack002_CommonLow:FLST	0042FFD0:BabylonTeamPerkDraftCards_76:FLST							
00471432	zzz_Babylon_SniperCard	209	It's all about focus.	Sniper			0.000000	1	Perception	None	001179F3	PerkCard_Caps_Rare		001A72F8:UIPerkMenuSniper:SNDR	1	1|00479B57:zzz_Babylon_Sniper03:Sniper|	4	1	00479B57	zzz_Babylon_Sniper03	Sniper																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	004249AF:Babylon_PerkCardPack_LaunchPack002_CommonLow:FLST	0042FFCC:BabylonSoloPerkDraftCards_76:FLST							
00471410	zzz_Babylon_ColaNutCard	209	Zap that thirst!	ColaNut			0.000000	1	Endurance	None	0024F8D6	PerkCard_Caps_Uncommon			1	1|00479B29:zzz_Babylon_ColaNut02:Cola Nut|	0	1	00479B29	zzz_Babylon_ColaNut02	Cola Nut																																										
00471431	zzz_Babylon_SkeetShooterCard	209	Pull!	SkeetShooter			0.000000	1	Perception	None	001179F3	PerkCard_Caps_Rare			1	1|00479B56:zzz_Babylon_SkeetShooter03:Skeet Shooter|	4	1	00479B56	zzz_Babylon_SkeetShooter03	Skeet Shooter																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	004249AF:Babylon_PerkCardPack_LaunchPack002_CommonLow:FLST	0042FFCC:BabylonSoloPerkDraftCards_76:FLST							
0047142E	zzz_Babylon_ScattershotCard	209	You were born to shoot buckshot!	Scattershot			0.000000	1	Strength	None	0024F8D6	PerkCard_Caps_Uncommon			1	1|00479B53:zzz_Babylon_Scattershot03:Scattershot|	0	1	00479B53	zzz_Babylon_Scattershot03	Scattershot																																										
0047140E	zzz_Babylon_ChemFiendCard	209	Far out!	ChemFiend			0.000000	1	Endurance	None	0024F8D6	PerkCard_Caps_Uncommon			1	1|00479B27:zzz_Babylon_ChemFiend03:Chem Fiend|	3	1	00479B27	zzz_Babylon_ChemFiend03	Chem Fiend																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	004249AF:Babylon_PerkCardPack_LaunchPack002_CommonLow:FLST								
0047142C	zzz_Babylon_RadResistantCard	209	Exposure to the Wasteland has made you more resilient.	RadResistant			0.000000	1	Endurance	None	001179ED	PerkCard_Caps_Common		001A72F0:UIPerkMenuRadResistance:SNDR	1	1|00479B4F:zzz_Babylon_RadResistant04:Rad Resistant|	3	1	00479B4F	zzz_Babylon_RadResistant04	Rad Resistant																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	004249AF:Babylon_PerkCardPack_LaunchPack002_CommonLow:FLST								
