FormID	EDID	FULL	SHRT	RNAM_FormID	RNAM_EDID	RNAM_Name	ATKR_FormID	ATKR_EDID	ATKR_Name	INAM_FormID	INAM_EDID	TPLT_FormID	TPLT_EDID	TPLT_Name	LTPT_FormID	LTPT_EDID	LTPT_Name	LTPC_FormID	LTPC_EDID	LTPC_Name	CNAM_FormID	CNAM_EDID	CNAM_Name	VTCK_FormID	VTCK_EDID	VTCK_Name	WNAM_FormID	WNAM_EDID	DOFT_FormID	DOFT_EDID	ACBS_Flags	ACBS_XPOffset	ACBS_Level	ACBS_CalcMinLvl	ACBS_CalcMaxLvl	ACBS_DispositionBase	ACBS_TemplateFlags	AJNG_EDID	AJXG_EDID	DNAM_CalcHealth	DNAM_CalcActionPts	DNAM_FarAwayDist	DNAM_GearedUpWeapons	ZNAM_FormID	ZNAM_EDID	ECOR_FormID	ECOR_EDID	Factions_Flat
006B1BFA	CivilianFaceF04_XPD_AC	Civilian Face		00013746	HumanRace	Human	00013746	HumanRace	Human			0039CCA2	EncRaider01CorpseTemplate	Raider Corpse							006CDE65	civilianGenericClass	Civilian Generic Class	006B1C13	XPD_AC_NPCF_Civilian02	Civilian Female 02						0	1	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	30	50	0	1	00064126	csRaiderRangedDefenseHigh	0004223F	DefaultCombatMasterPackageList	
006B1C02	CivilianFaceM02_XPD_AC	Civilian Face		00013746	HumanRace	Human	00013746	HumanRace	Human			0039CCA2	EncRaider01CorpseTemplate	Raider Corpse							006CDE65	civilianGenericClass	Civilian Generic Class	006B1C16	XPD_AC_NPCM_Civilian02	Civilian Male 02						0	1	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	30	50	0	1	00064126	csRaiderRangedDefenseHigh	0004223F	DefaultCombatMasterPackageList	
006B1BF2	CivilianGhoulFaceF02_XPD_AC	Civilian Ghoul Face		000EAFB6	GhoulRace	Ghoul	00013746	HumanRace	Human			0039CCA2	EncRaider01CorpseTemplate	Raider Corpse							006CDE65	civilianGenericClass	Civilian Generic Class	006B1C14	XPD_AC_NPCF_CivilianGhoul03	Civilian Female Ghoul 03	000EAFB8	SkinGhoulNaked				0	1	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	30	50	0	1	00064126	csRaiderRangedDefenseHigh	0004223F	DefaultCombatMasterPackageList	
006B1BFE	CivilianFaceF08_XPD_AC	Civilian Face		00013746	HumanRace	Human	00013746	HumanRace	Human			0039CCA2	EncRaider01CorpseTemplate	Raider Corpse							006CDE65	civilianGenericClass	Civilian Generic Class	006B1C13	XPD_AC_NPCF_Civilian02	Civilian Female 02						0	1	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	30	50	0	1	00064126	csRaiderRangedDefenseHigh	0004223F	DefaultCombatMasterPackageList	
006B2331	XPD_AC02_Veracio	Veracio Cruz	Veracio	00013746	HumanRace	Human	00013746	HumanRace	Human			0065F223	XPD_Pitt02_Danilo_Sanctum	Danilo							0005F970	raiderClass	Raider	006B2340	XPD_AC_NPCM_Veracio	Veracio Cruz			006D37B7	XPD_AC02_Veracio_Outfit		0	66	39	0	35		Renorm_MinLVL_Tier02	Renorm_MaxLVL_Tier01	451	50	0	1	00572DBC	csSettlerRanged	0004223F	DefaultCombatMasterPackageList	CaptiveFaction[Rank:0]
006B2363	XPD_AC02_Jullian	Jullian Batsuuri	Jullian	00013746	HumanRace	Human	00013746	HumanRace	Human			0062EB60	LvlUnion_XPD	Union Worker							0005F970	raiderClass	Raider	006B2367	XPD_AC_NPCF_Jullian	Jullian Batsuuri	00000D64	SkinNaked	006D37B8	XPD_AC02_BatsuuriTwins_Outfit		0	66	39	0	35		Renorm_MinLVL_Tier02	Renorm_MaxLVL_Tier04	4516	50	0	1	00047165	csRaider01Melee	0004223F	DefaultCombatMasterPackageList	CaptiveFaction[Rank:0]
006B2362	XPD_AC02_Juchi	Juchi Batsuuri	Juchi	00013746	HumanRace	Human	00013746	HumanRace	Human	006DDFE9	LLD_Creature_Juchi_XPD_AC02_NONPLAYABLE	0065F223	XPD_Pitt02_Danilo_Sanctum	Danilo							0005F970	raiderClass	Raider	006B2366	XPD_AC_NPCM_Juchi	Juchi Batsuuri			006D37B8	XPD_AC02_BatsuuriTwins_Outfit		0	66	39	0	35		Renorm_MinLVL_Tier02	Renorm_MaxLVL_Tier04	6291	50	0	1	00047165	csRaider01Melee	0004223F	DefaultCombatMasterPackageList	CaptiveFaction[Rank:0]
006B293E	XPD_AC02_Jullian_Combatant_Ambush	Jullian Batsuuri	Jullian	00013746	HumanRace	Human	00013746	HumanRace	Human			006B2363	XPD_AC02_Jullian	Jullian Batsuuri							0005F970	raiderClass	Raider	006B2367	XPD_AC_NPCF_Jullian	Jullian Batsuuri	00000D64	SkinNaked	006D37B8	XPD_AC02_BatsuuriTwins_Outfit		0	66	39	0	35		Renorm_MinLVL_Tier02	Renorm_MaxLVL_Tier04	4516	50	0	1	00047165	csRaider01Melee	0004223F	DefaultCombatMasterPackageList	XPD_AC02_Sensation_EnemyFaction[Rank:0]
006B293F	XPD_AC02_Juchi_Combatant	Juchi Batsuuri	Juchi	00013746	HumanRace	Human	00013746	HumanRace	Human	006DDFE9	LLD_Creature_Juchi_XPD_AC02_NONPLAYABLE	006B2362	XPD_AC02_Juchi	Juchi Batsuuri							0005F970	raiderClass	Raider	006B2366	XPD_AC_NPCM_Juchi	Juchi Batsuuri			006D37B8	XPD_AC02_BatsuuriTwins_Outfit		0	66	39	0	35		Renorm_MinLVL_Tier02	Renorm_MaxLVL_Tier04	6291	50	0	1	00047165	csRaider01Melee	0004223F	DefaultCombatMasterPackageList	XPD_AC02_Sensation_EnemyFaction[Rank:0]
006B293D	XPD_AC02_Veracio_Aquarium	Veracio Cruz	Veracio	00013746	HumanRace	Human	00013746	HumanRace	Human			006B2331	XPD_AC02_Veracio	Veracio Cruz							0005F970	raiderClass	Raider	006B2340	XPD_AC_NPCM_Veracio	Veracio Cruz			006D37B7	XPD_AC02_Veracio_Outfit		0	66	39	0	35		Renorm_MinLVL_Tier02	Renorm_MaxLVL_Tier01	451	50	0	1	00572DBC	csSettlerRanged	0004223F	DefaultCombatMasterPackageList	CaptiveFaction[Rank:0]
006B2940	XPD_AC02_MotherCharlotte	Mother Charlotte		00013746	HumanRace	Human	00013746	HumanRace	Human			006D3452	LCharShowmenGeneric_XPD_AC								006D344B	ShowmenClass	Showman Class	006B2947	XPD_AC_NPCF_MotherCharlotte	Mother Charlotte	00000D64	SkinNaked	006D6220	XPD_AC02_MotherCharlotte_Outfit		0	1	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier04	80	50	0	1	00572DBC	csSettlerRanged	0004223F	DefaultCombatMasterPackageList	CaptiveFaction[Rank:0]
006B3A37	LvlOvergrownThorn_XPD			006B3A3F	XPD_OvergrownThornRace	Overgrown Thorn	0006B4EC	FeralGhoulRace	Feral Ghoul	006D9DE0	LLD_Creature_OvergrownThorn_XPD	00731D46	Lchar_XPD_OvergrownThorn								00123E16	FeralGhoulClass	Feral Ghoul	006C74DF	CrOvergrownThorn				006BCA27	XPD_OvergrownThornOutfit		0	10	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier04	30	100	0	1	006C3324	csOvergrownRusher	0004223F	DefaultCombatMasterPackageList	XPD_OvergrownFaction[Rank:0]
006B3A38	LvlOvergrownPollinator_XPD			006B3A3E	XPD_OvergrownPollinatorRace	Overgrown Pollinator	0055F6FA	FloaterRace	Floater	006C74D0	LLD_Creature_OvergrownPollinator_XPD	006C74D4	EncOvergrownPollinator00Template_XPD	Overgrown Pollinator							0073FC4F	OvergrownPollinatorClass	OvergrownPollinator	006C74DC	CrOvergrownPollinator		006B3A1B	XPD_OvergrownDroneSkin				0	10	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier04	35	0	0	1	006C3321	XPD_csOvergrownPollinator	0004223F	DefaultCombatMasterPackageList	XPD_OvergrownFaction[Rank:0]
006B3A3B	LvlOvergrownBoss_XPD			006BCA2B	XPD_OvergrownElderRace	Overgrown Tank	0001A009	SuperMutantRace	Super Mutant	006C74CF	LLD_Creature_OvergrownBoss_XPD	006C74D7	EncOvergrownBoss00Template_XPD	Overgrown Elderwood							000424ED	SupermutantClass	Supermutant	006C74DE	CrOvergrownBoss		006BCA16	XPD_SkinOvergrownElder	006EB626	CreatureOutfit_OvergrownBossOutfits		0	10	0	0	35		Renorm_MinLVL_Tier02	Renorm_MaxLVL_Tier04	374	50	0	1	006C3325	csOvergrownBoss	0004223F	DefaultCombatMasterPackageList	XPD_OvergrownFaction[Rank:0]
006B3A39	zzz_LvlOvergrownGrenadier_XPD			006BCA2B	XPD_OvergrownElderRace	Overgrown Tank	0001A009	SuperMutantRace	Super Mutant	006C74D2	LLD_Creature_OvergrownElderMelee_XPD	007399CA	zzz_EncOvergrownElderMeleeGrenadier00Template_XPD	Overgrown Elder							000424ED	SupermutantClass	Supermutant	006C74DD	CrOvergrownElder				006EB627	CreatureOutfit_OvergrownElderOutfits_Melee		0	10	0	0	35		Renorm_MinLVL_Tier02	Renorm_MaxLVL_Tier04	45	50	0	1	007399C9	csOvergrownElder_Grenadier	0004223F	DefaultCombatMasterPackageList	XPD_OvergrownFaction[Rank:0]
006B3A3A	LvlOvergrownElderMelee_XPD	Overgrown Elder Bruiser	Elder Bruiser	006BCA2B	XPD_OvergrownElderRace	Overgrown Tank	0001A009	SuperMutantRace	Super Mutant	006C74D2	LLD_Creature_OvergrownElderMelee_XPD	006C74D9	EncOvergrownElderMelee00Template_XPD	Overgrown Elder							000424ED	SupermutantClass	Supermutant	006C74DD	CrOvergrownElder				006EB627	CreatureOutfit_OvergrownElderOutfits_Melee		0	10	0	0	35		Renorm_MinLVL_Tier02	Renorm_MaxLVL_Tier04	45	50	0	1	006C3322	csOvergrownElder_Melee	0004223F	DefaultCombatMasterPackageList	XPD_OvergrownFaction[Rank:0]
006B52AC	LvlJerseyDevil_XPD			006C5D42	XPD_JerseyDevilRace	Jersey Devil	006C5D42	XPD_JerseyDevilRace	Jersey Devil	006CCAE9	LLD_Creature_JerseyDevil_XPD	0073C3B3	LChar_XPD_JerseyDevil								0005F96C	DeathclawClass	Deathclaw	006DC8B5	crJerseyDevilVoice	Jersey Devil	006C5D41	XPD_SkinJerseyDevil				20	0.10	91	0	35		Renorm_MinLVL_Boss_JerseyDevil	Renorm_MaxLVL_Boss_JerseyDevil	17840	100	0	1	006FB700	csJerseyDevil_Duelling	0004223F	DefaultCombatMasterPackageList	JerseyDevilFaction[Rank:0]
006BAB0F	MobsterFaceM09_XPD_AC	Mobster Face		00013746	HumanRace	Human	00013746	HumanRace	Human			0039CCA2	EncRaider01CorpseTemplate	Raider Corpse							0005F970	raiderClass	Raider	006BAB32	XPD_AC_NPCM_Mobster03	Mobster Male 03						0	1	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	30	50	0	1	00064126	csRaiderRangedDefenseHigh	0004223F	DefaultCombatMasterPackageList	
006BAB10	XPD_AC01_Billy_EntertainmentDistrict			00013746	HumanRace	Human	00013746	HumanRace	Human			006BCA70	XPD_AC01_Billy_NightClub	Billy Beltbuckles							0005F970	raiderClass	Raider	006BAB36	XPD_AC_NPCM_BillyBeltbuckles	Billy Beltbuckles			006BAB1F	XPD_AC01_BillyBeltbuckles_Outfit		0	50	39	0	35		Renorm_MinLVL_Tier02	Renorm_MaxLVL_Tier04	451	50	0	1	00572DBC	csSettlerRanged	0004223F	DefaultCombatMasterPackageList	CaptiveFaction[Rank:0]
006BAB11	MobsterFaceM01_XPD_AC	Mobster Face		00013746	HumanRace	Human	00013746	HumanRace	Human			0039CCA2	EncRaider01CorpseTemplate	Raider Corpse							0005F970	raiderClass	Raider	006BAB34	XPD_AC_NPCM_Mobster01	Mobster Male 01						0	1	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	30	50	0	1	00064126	csRaiderRangedDefenseHigh	0004223F	DefaultCombatMasterPackageList	
006BAB12	MobsterFaceM03_XPD_AC	Mobster Face		00013746	HumanRace	Human	00013746	HumanRace	Human			0039CCA2	EncRaider01CorpseTemplate	Raider Corpse							0005F970	raiderClass	Raider	006BAB32	XPD_AC_NPCM_Mobster03	Mobster Male 03						0	1	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	30	50	0	1	00064126	csRaiderRangedDefenseHigh	0004223F	DefaultCombatMasterPackageList	
006BAB0E	MobsterGhoulFaceM04_XPD_AC	Mobster Ghoul Face		000EAFB6	GhoulRace	Ghoul	00013746	HumanRace	Human			0039CCA2	EncRaider01CorpseTemplate	Raider Corpse							0005F970	raiderClass	Raider	006BAB31	XPD_AC_NPCM_MobsterGhoul04	Mobster Male Ghoul 04	000EAFB8	SkinGhoulNaked				0	1	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	30	50	0	1	00064125	csRaiderRangedOffenseHigh	0004223F	DefaultCombatMasterPackageList	
006BAB1C	MobsterFaceM04_XPD_AC	Mobster Face		00013746	HumanRace	Human	00013746	HumanRace	Human			0039CCA2	EncRaider01CorpseTemplate	Raider Corpse							0005F970	raiderClass	Raider	006BAB34	XPD_AC_NPCM_Mobster01	Mobster Male 01						0	1	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	30	50	0	1	00064126	csRaiderRangedDefenseHigh	0004223F	DefaultCombatMasterPackageList	
006BAB1A	MobsterFaceM07_XPD_AC	Mobster Face		00013746	HumanRace	Human	00013746	HumanRace	Human			0039CCA2	EncRaider01CorpseTemplate	Raider Corpse							0005F970	raiderClass	Raider	006BAB34	XPD_AC_NPCM_Mobster01	Mobster Male 01						0	1	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	30	50	0	1	00064126	csRaiderRangedDefenseHigh	0004223F	DefaultCombatMasterPackageList	
006BAB13	MobsterGhoulFaceM01_XPD_AC	Mobster Ghoul Face		000EAFB6	GhoulRace	Ghoul	00013746	HumanRace	Human	0004E350	LLD_Creature_Raider	0039CCA2	EncRaider01CorpseTemplate	Raider Corpse							0005F970	raiderClass	Raider	006BAB31	XPD_AC_NPCM_MobsterGhoul04	Mobster Male Ghoul 04	000EAFB8	SkinGhoulNaked	00572C26	Outfit_Raider		0	1	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	40	50	0	1	00064126	csRaiderRangedDefenseHigh	0004223F	DefaultCombatMasterPackageList	
006BAB14	MobsterFaceM10_XPD_AC	Mobster Face		00013746	HumanRace	Human	00013746	HumanRace	Human			0039CCA2	EncRaider01CorpseTemplate	Raider Corpse							0005F970	raiderClass	Raider	006BAB34	XPD_AC_NPCM_Mobster01	Mobster Male 01						0	1	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	30	50	0	1	00064126	csRaiderRangedDefenseHigh	0004223F	DefaultCombatMasterPackageList	
006BAB15	MobsterFaceM08_XPD_AC	Mobster Face		00013746	HumanRace	Human	00013746	HumanRace	Human			0039CCA2	EncRaider01CorpseTemplate	Raider Corpse							0005F970	raiderClass	Raider	006BAB33	XPD_AC_NPCM_Mobster02	Mobster Male 02						0	1	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	30	50	0	1	00064126	csRaiderRangedDefenseHigh	0004223F	DefaultCombatMasterPackageList	
006BAB16	MobsterGhoulFaceM03_XPD_AC	Mobster Ghoul Face		000EAFB6	GhoulRace	Ghoul	00013746	HumanRace	Human			0039CCA2	EncRaider01CorpseTemplate	Raider Corpse							0005F970	raiderClass	Raider	006BAB31	XPD_AC_NPCM_MobsterGhoul04	Mobster Male Ghoul 04	000EAFB8	SkinGhoulNaked				0	1	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	30	50	0	1	00064126	csRaiderRangedDefenseHigh	0004223F	DefaultCombatMasterPackageList	
006BAB17	MobsterGhoulFaceM02_XPD_AC	Mobster Ghoul Face		000EAFB6	GhoulRace	Ghoul	00013746	HumanRace	Human			0039CCA2	EncRaider01CorpseTemplate	Raider Corpse							0005F970	raiderClass	Raider	006BAB31	XPD_AC_NPCM_MobsterGhoul04	Mobster Male Ghoul 04	000EAFB8	SkinGhoulNaked				0	1	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	30	50	0	1	00064126	csRaiderRangedDefenseHigh	0004223F	DefaultCombatMasterPackageList	
006BAB18	LvlMobsterCombatant_All_XPD_AC			000EAFB6	GhoulRace	Ghoul	00013746	HumanRace	Human	006CCC9F	LLD_Creature_Mobster_XPD_AC_NONPLAYABLE	006CCC51	LCharMobsterCombatant_All_XPD_AC					0016556E	ChanceLegendary		006CCC2F	MobsterClass	Mobster Class	006BAB31	XPD_AC_NPCM_MobsterGhoul04	Mobster Male Ghoul 04	000EAFB8	SkinGhoulNaked	006BAB1E	Outfit_Mobster_Any_XPD_AC		0	10	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier04	80	50	0	1	006CCC30	csMobster_Melee_XPD_AC	0004223F	DefaultCombatMasterPackageList	MobsterCombatantFaction_XPD_AC[Rank:0]
006BAB19	MobsterFaceM02_XPD_AC	Mobster Face		00013746	HumanRace	Human	00013746	HumanRace	Human			0039CCA2	EncRaider01CorpseTemplate	Raider Corpse							0005F970	raiderClass	Raider	006BAB33	XPD_AC_NPCM_Mobster02	Mobster Male 02						0	1	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	30	50	0	1	00064126	csRaiderRangedDefenseHigh	0004223F	DefaultCombatMasterPackageList	
006BAB0D	MobsterFaceM05_XPD_AC	Mobster Face		00013746	HumanRace	Human	00013746	HumanRace	Human			0039CCA2	EncRaider01CorpseTemplate	Raider Corpse							0005F970	raiderClass	Raider	006BAB33	XPD_AC_NPCM_Mobster02	Mobster Male 02						0	1	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	30	50	0	1	00064126	csRaiderRangedDefenseHigh	0004223F	DefaultCombatMasterPackageList	
006BAB1B	MobsterFaceM06_XPD_AC	Mobster Face		00013746	HumanRace	Human	00013746	HumanRace	Human			0039CCA2	EncRaider01CorpseTemplate	Raider Corpse							0005F970	raiderClass	Raider	006BAB32	XPD_AC_NPCM_Mobster03	Mobster Male 03						0	1	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	30	50	0	1	00064126	csRaiderRangedDefenseHigh	0004223F	DefaultCombatMasterPackageList	
006BAB1D	XPD_AC01_Showman	Showman		00013746	HumanRace	Human	00013746	HumanRace	Human			0065F223	XPD_Pitt02_Danilo_Sanctum	Danilo							0005F970	raiderClass	Raider	006BAB35	XPD_AC_NPCM_TaxEvasionShowman	Showman			006EC425	Outfit_Showmen_XPD_AC		0	50	39	0	35		Renorm_MinLVL_Tier02	Renorm_MaxLVL_Tier04	451	50	0	1	00572DBC	csSettlerRanged	0004223F	DefaultCombatMasterPackageList	
006BCA70	XPD_AC01_Billy_NightClub	Billy Beltbuckles	Billy	00013746	HumanRace	Human	00013746	HumanRace	Human			0065F223	XPD_Pitt02_Danilo_Sanctum	Danilo							0005F970	raiderClass	Raider	006BAB36	XPD_AC_NPCM_BillyBeltbuckles	Billy Beltbuckles			006BAB1F	XPD_AC01_BillyBeltbuckles_Outfit		0	50	39	0	35		Renorm_MinLVL_Tier02	Renorm_MaxLVL_Tier04	451	50	0	1	00572DBC	csSettlerRanged	0004223F	DefaultCombatMasterPackageList	CaptiveFaction[Rank:0] | MobsterAllyFaction_XPD_AC[Rank:0]
006BDC2F	XPD_AC01_TempBoss	Chicken?	Chicken?	00636DDA	ZZZ_BossChickenRace	Chicken	001111B3	DLC03_RadRabbitRace	Rabbit	00111969	LLD_Creature_Chicken	003E52FF	LCharCritterChicken								0005F96C	DeathclawClass	Deathclaw	00111407	DLC03CrChickenVoice		00636DD6	ZZZ_SkinBossChicken				0	0.10	10	65535	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier00	2000	100	0	1	00636DD7	csBossChicken	0004223F	DefaultCombatMasterPackageList	CreatureFaction[Rank:0]
006BEE41	LvlOvergrown_XPD			006BCA2B	XPD_OvergrownElderRace	Overgrown Tank	0001A009	SuperMutantRace	Super Mutant	006C74D2	LLD_Creature_OvergrownElderMelee_XPD	006DB9C6	Lchar_XPD_Overgrown								000424ED	SupermutantClass	Supermutant	006C74DD	CrOvergrownElder				006EB627	CreatureOutfit_OvergrownElderOutfits_Melee		0	10	0	0	35		Renorm_MinLVL_Tier02	Renorm_MaxLVL_Tier04	45	50	0	1	006C3322	csOvergrownElder_Melee	0004223F	DefaultCombatMasterPackageList	XPD_OvergrownFaction[Rank:0]
006BEE45	XPD_AC01_Taxman	Taxman		00013746	HumanRace	Human	00013746	HumanRace	Human	006DDFEB	LLD_Creature_Taxman_XPD_AC02_NONPLAYABLE	0062EB60	LvlUnion_XPD	Union Worker							0005F970	raiderClass	Raider	006BEE4D	XPD_AC_NPCM_Taxman	Taxman			006BEE46	XPD_AC01_Taxman_Outfit		0	66	39	0	35		Renorm_MinLVL_Tier02	Renorm_MaxLVL_Tier04	5316	50	0	1	00572DBC	csSettlerRanged	0004223F	DefaultCombatMasterPackageList	XPD_AC01_EnemyFaction_Tax[Rank:0]
006C1CF6	XPD_Hub_JeremiahHopkins	Jeremiah Hopkins	Jeremiah	00013746	HumanRace	Human	00013746	HumanRace	Human			00630C9D	LvlRefugeResponder_XPD	Responder							0005F970	raiderClass	Raider	006C1CFD	XPD_AC_NPCM_JeremiahHopkins	Jeremiah Hopkins			006C1CF7	XPD_JeremiahHopkins_Outfit		0	66	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	534	50	0	1	00572DBC	csSettlerRanged	0004223F	DefaultCombatMasterPackageList	XPD_ResponderFaction[Rank:0]
006C2D2C	AC_MQ01_Opportunity_LvlScavengerFemale	Scavenger		00013746	HumanRace	Human	00013746	HumanRace	Human	0004E350	LLD_Creature_Raider	00564200	LCharSettler								0005F970	raiderClass	Raider	006B1C12	XPD_AC_NPCF_Civilian01	Civilian Female 01			006C317A	AC_MQ01_Scavenger_Outfit		0	66	39	0	35		Renorm_MinLVL_Tier02	Renorm_MaxLVL_Tier01	534	50	0	1	0003183B	csRaiderRanged	0004223F	DefaultCombatMasterPackageList	ScavengerFaction[Rank:0]
006C2D30	AC_MQ01_Opportunity_Musician	Musician		00013746	HumanRace	Human	00013746	HumanRace	Human	006EDC50	LLD_AC_MC01_OpportunityMusician	0056420E	LvlSettlerFemale								0005F970	raiderClass	Raider	006B1C13	XPD_AC_NPCF_Civilian02	Civilian Female 02			006C3179	AC_MQ01_Musician_Outfit		0	66	39	0	35		Renorm_MinLVL_Tier02	Renorm_MaxLVL_Tier01	534	50	0	1	0003183B	csRaiderRanged	0004223F	DefaultCombatMasterPackageList	W05_SettlerFaction[Rank:0]
006C2D2D	AC_MQ_EvelynRusso	Evelyn Russo	Evelyn	00013746	HumanRace	Human	00013746	HumanRace	Human	00572CD6	LLD_Creature_Settler	00564204	LvlSettler								0005F970	raiderClass	Raider	006C2D4A	XPD_AC_NPCF_EvelynRusso	Evelyn Russo			006C2D33	AC_MQ_EvelynRusso_Outfit		0	66	39	0	35		Renorm_MinLVL_Tier02	Renorm_MaxLVL_Tier01	534	50	0	1			0004223F	DefaultCombatMasterPackageList	CaptiveFaction[Rank:0]
006C2D31	AC_MQ01_Opportunity_HitmanGoon	Patron		00013746	HumanRace	Human	00013746	HumanRace	Human	006EDC51	LLD_Creature_Opportunity_Hitman_XPD_AC_NONPLAYABLE	006CCC67	LvlMobsterCombatant_Pistol_XPD_AC	Mob Racketeer							006CCC2F	MobsterClass	Mobster Class	006BAB32	XPD_AC_NPCM_Mobster03	Mobster Male 03			006BAB1E	Outfit_Mobster_Any_XPD_AC		0	10	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier04	80	50	0	1	0003183B	csRaiderRanged	0004223F	DefaultCombatMasterPackageList	CaptiveFaction[Rank:0]
006C2D2F	AC_MQ_VinRusso	Vin Russo	Vin	00013746	HumanRace	Human	00013746	HumanRace	Human	00572CD6	LLD_Creature_Settler	00564200	LCharSettler								0005F970	raiderClass	Raider	006C2D4B	XPD_AC_NPCM_VinRusso	Vin Russo	000ADA90	SkinNakedDirty	006C2D34	AC_MQ_VinRusso_Outfit		0	66	39	0	35		Renorm_MinLVL_Tier02	Renorm_MaxLVL_Tier01	534	50	0	1	00572DBC	csSettlerRanged	0004223F	DefaultCombatMasterPackageList	CaptiveFaction[Rank:0] | PlayerAllyFaction[Rank:0]
006C2D32	AC_MQ01_Opportunity_HitmanLeader	Patron		00013746	HumanRace	Human	00013746	HumanRace	Human	006EDC52	LLD_Creature_Opportunity_HitmanLeader_XPD_AC_NONPLAYABLE	006CCC6B	LvlMobsterCombatant_Shotgun_XPD_AC	Mob Enforcer							006CCC2F	MobsterClass	Mobster Class	006BAB34	XPD_AC_NPCM_Mobster01	Mobster Male 01			006BAB1E	Outfit_Mobster_Any_XPD_AC		0	10	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier04	80	50	0	1	0003183B	csRaiderRanged	0004223F	DefaultCombatMasterPackageList	CaptiveFaction[Rank:0]
006C2D2E	AC_MQ01_Opportunity_LvlScavengerMale	Scavenger		00013746	HumanRace	Human	00013746	HumanRace	Human	0004E350	LLD_Creature_Raider	00564200	LCharSettler								0005F970	raiderClass	Raider	006B1C15	XPD_AC_NPCM_Civilian01	Civilian Male 01			006C317A	AC_MQ01_Scavenger_Outfit		0	66	39	0	35		Renorm_MinLVL_Tier02	Renorm_MaxLVL_Tier01	534	50	0	1	0003183B	csRaiderRanged	0004223F	DefaultCombatMasterPackageList	ScavengerFaction[Rank:0]
006C2DAB	AC_MQ_AbbieRusso	Abbie Russo	Abbie	00013746	HumanRace	Human						0016BACD	LvlBoSScribeEngineer								0005F970	raiderClass	Raider	006C2DB6	XPD_AC_NPCF_AbbieRusso	Abbie Russo			006C2DAD	AC_MQ_AbbieRusso_Outfit		0	1	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	75	50	0	1					CaptiveFaction[Rank:0]
006C2DAC	AC_MQ_AntonioRusso	Antonio Russo	Antonio	00013746	HumanRace	Human	00013746	HumanRace	Human	00572CD6	LLD_Creature_Settler	00564200	LCharSettler								0005F970	raiderClass	Raider	006C2DB7	XPD_AC_NPCM_AntonioRusso	Antonio Russo			006C2DAE	AC_MQ_AntonioRusso_Outfit		0	66	39	0	35		Renorm_MinLVL_Tier02	Renorm_MaxLVL_Tier01	534	50	0	1			0004223F	DefaultCombatMasterPackageList	CaptiveFaction[Rank:0]
006C35C8	XPD_AC01_Turret	Fraud Detection Turret	Turret	000B28D3	TurretBubbleRace	Bubble Turret	000B28D3	TurretBubbleRace	Bubble Turret	000C5362	LLD_Creature_TurretBubble	00111320	EncTurretBubble_Template	Laser Turret							00123E18	TurretBubbleClass	Bubble Turret	000CE9A2	RobotTurretHighTech		000B28D4	SkinTurretMounted				0	7	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	50	100	200	1	000E60B0	csTurretBubble			XPD_AC01_AntiCheatSystem[Rank:0]
