LGDI_FormID	LGDI_EDID	ModIndex	StarSlot	OMOD_FormID	OMOD_EDID	OMOD_FULL
00863A9C	RA_LegendaryItems_PowerArmor_Rank4	0	First Star Slot	007904F0	modcol_Legendary_Crafting_PowerArmor1	Random Legendary Mod
00863A9C	RA_LegendaryItems_PowerArmor_Rank4	1	First Star Slot	007904F1	modcol_Legendary_Crafting_PowerArmor2	Random Legendary Mod
00863A9C	RA_LegendaryItems_PowerArmor_Rank4	2	First Star Slot	007904F2	modcol_Legendary_Crafting_PowerArmor3	Random Legendary Mod
00863A9C	RA_LegendaryItems_PowerArmor_Rank4	3	First Star Slot	00863AA0	RA_modcol_Legendary_Crafting_PowerArmor4	Normal 4 Star Legendary Mods Item Pool
008833D6	RA_LegendaryItems_Weapons_BigfootOnly_Rank4	0	First Star Slot	007904EA	modcol_Legendary_Crafting_Weapon1	Random Legendary Mod
008833D6	RA_LegendaryItems_Weapons_BigfootOnly_Rank4	1	First Star Slot	007904EB	modcol_Legendary_Crafting_Weapon2	Random Legendary Mod
008833D6	RA_LegendaryItems_Weapons_BigfootOnly_Rank4	2	First Star Slot	007904EC	modcol_Legendary_Crafting_Weapon3	Random Legendary Mod
008833D6	RA_LegendaryItems_Weapons_BigfootOnly_Rank4	3	First Star Slot	008833D3	RA_modcol_Legendary_Crafting_BigfootOnly_Weapon4	Bigfoot 4 Star Legendary Mods Item Pool
00884073	LTT_LegendaryItems_Armor_Rank4	0	First Star Slot	0083DA70	BOUNTY_modcol_Legendary_Crafting_Armor1	Bounty Legendary Mods
00884073	LTT_LegendaryItems_Armor_Rank4	1	First Star Slot	0083DA6C	BOUNTY_modcol_Legendary_Crafting_Armor2	Bounty Legendary Mods
00884073	LTT_LegendaryItems_Armor_Rank4	2	First Star Slot	0083DA6E	BOUNTY_modcol_Legendary_Crafting_Armor3	Bounty Legendary Mods
00884073	LTT_LegendaryItems_Armor_Rank4	3	First Star Slot	007A0D36	modcol_Legendary_Crafting_Armor4	Random Legendary Mod
00884074	LTT_LegendaryItems_PowerArmor_Rank4	0	First Star Slot	00853B67	BOUNTY_modcol_Legendary_Crafting_PowerArmor1	Bounty Legendary Mods
00884074	LTT_LegendaryItems_PowerArmor_Rank4	1	First Star Slot	00853B65	BOUNTY_modcol_Legendary_Crafting_PowerArmor2	Bounty Legendary Mods
00884074	LTT_LegendaryItems_PowerArmor_Rank4	2	First Star Slot	00853B66	BOUNTY_modcol_Legendary_Crafting_PowerArmor3	Bounty Legendary Mods
00884074	LTT_LegendaryItems_PowerArmor_Rank4	3	First Star Slot	007A0D34	modcol_Legendary_Crafting_PowerArmor4	Random Legendary Mod
00884075	LTT_LegendaryItems_Weapons_Melee_Rank4	0	First Star Slot	00853B5A	BOUNTY_modcol_Legendary_Crafting_Weapon1	Bounty Legendary Mods
00884075	LTT_LegendaryItems_Weapons_Melee_Rank4	1	First Star Slot	00853B5B	BOUNTY_modcol_Legendary_Crafting_Weapon2	Bounty Legendary Mods
00884075	LTT_LegendaryItems_Weapons_Melee_Rank4	2	First Star Slot	00853B5C	BOUNTY_modcol_Legendary_Crafting_Weapon3	Bounty Legendary Mods
00884075	LTT_LegendaryItems_Weapons_Melee_Rank4	3	First Star Slot	007A0D35	modcol_Legendary_Crafting_Weapon4	Random Legendary Mod
00884076	LTT_LegendaryItems_Weapons_Ranged_Rank4	0	First Star Slot	00853B5A	BOUNTY_modcol_Legendary_Crafting_Weapon1	Bounty Legendary Mods
00884076	LTT_LegendaryItems_Weapons_Ranged_Rank4	1	First Star Slot	00853B5B	BOUNTY_modcol_Legendary_Crafting_Weapon2	Bounty Legendary Mods
00884076	LTT_LegendaryItems_Weapons_Ranged_Rank4	2	First Star Slot	00853B5C	BOUNTY_modcol_Legendary_Crafting_Weapon3	Bounty Legendary Mods
00884076	LTT_LegendaryItems_Weapons_Ranged_Rank4	3	First Star Slot	007A0D35	modcol_Legendary_Crafting_Weapon4	Random Legendary Mod
00888539	HTO_LegendaryItems_Armor_Rank4	0	First Star Slot	007904ED	modcol_Legendary_Crafting_Armor1	Random Legendary Mod
00888539	HTO_LegendaryItems_Armor_Rank4	1	First Star Slot	007904EE	modcol_Legendary_Crafting_Armor2	Random Legendary Mod
00888539	HTO_LegendaryItems_Armor_Rank4	2	First Star Slot	007904EF	modcol_Legendary_Crafting_Armor3	Random Legendary Mod
00888539	HTO_LegendaryItems_Armor_Rank4	3	First Star Slot	0088853D	HTO_modcol_Legendary_Crafting_Armor4	Random Legendary Mod
0088853A	HTO_LegendaryItems_PowerArmor_Rank4	0	First Star Slot	007904F0	modcol_Legendary_Crafting_PowerArmor1	Random Legendary Mod
0088853A	HTO_LegendaryItems_PowerArmor_Rank4	1	First Star Slot	007904F1	modcol_Legendary_Crafting_PowerArmor2	Random Legendary Mod
0088853A	HTO_LegendaryItems_PowerArmor_Rank4	2	First Star Slot	007904F2	modcol_Legendary_Crafting_PowerArmor3	Random Legendary Mod
0088853A	HTO_LegendaryItems_PowerArmor_Rank4	3	First Star Slot	0088853E	HTO_modcol_Legendary_Crafting_PowerArmor4	Random Legendary Mod
0088853B	HTO_LegendaryItems_Weapons_Melee_Rank4	0	First Star Slot	007904EA	modcol_Legendary_Crafting_Weapon1	Random Legendary Mod
0088853B	HTO_LegendaryItems_Weapons_Melee_Rank4	1	First Star Slot	007904EB	modcol_Legendary_Crafting_Weapon2	Random Legendary Mod
0088853B	HTO_LegendaryItems_Weapons_Melee_Rank4	2	First Star Slot	007904EC	modcol_Legendary_Crafting_Weapon3	Random Legendary Mod
0088853B	HTO_LegendaryItems_Weapons_Melee_Rank4	3	First Star Slot	0088853F	HTO_modcol_Legendary_Crafting_Weapon4	Random Legendary Mod
0088853C	HTO_LegendaryItems_Weapons_Ranged_Rank4	0	First Star Slot	007904EA	modcol_Legendary_Crafting_Weapon1	Random Legendary Mod
0088853C	HTO_LegendaryItems_Weapons_Ranged_Rank4	1	First Star Slot	007904EB	modcol_Legendary_Crafting_Weapon2	Random Legendary Mod
0088853C	HTO_LegendaryItems_Weapons_Ranged_Rank4	2	First Star Slot	007904EC	modcol_Legendary_Crafting_Weapon3	Random Legendary Mod
0088853C	HTO_LegendaryItems_Weapons_Ranged_Rank4	3	First Star Slot	0088853F	HTO_modcol_Legendary_Crafting_Weapon4	Random Legendary Mod
