FormID	EDID	ParentQuestDisplay	ParentQuestLink	RewardsCount	RewardIndex	RewardedItemIndex	RewardedItem	RewardedItemCount	NAM7_XPGlobal	NAM8_CapsGlobal	XPCT_XPCurveTable	QRCO_CurrencyObject	QRLI_LegendaryItemRewardList	QRLR_LegendaryItemRewardRank	QRRI_LegendaryRankRandom	TierLabel	TierConditionFunc	TierConditionValue	Conditions	ConditionGlobs	ReferencedByCount	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6	Ref7	Ref8	Ref9	Ref10	Ref11	Ref12	Ref13	Ref14	Ref15	Ref16	Ref17	Ref18	Ref19	Ref20
006312A1	QuestReward_MTR05_Mother_Breach_Stage200_01	Activity: Breach and Clear	0006A378:MTR05_Mother_Breach:QUST	1	0	0	003BD78D:LLS_Ore_Uncommon:LVLI	7	00109C0F:XPMountaintopRemoval:GLOB		00876404:CT_Player_XP_Universal_Tier16:CURV			1							1	0006A378:MTR05_Mother_Breach:QUST																			
006312A1	QuestReward_MTR05_Mother_Breach_Stage200_01	Activity: Breach and Clear	0006A378:MTR05_Mother_Breach:QUST	1	0	1	0086A8C0:RA_LL_Rewards_Activities:LVLI	1	00109C0F:XPMountaintopRemoval:GLOB		00876404:CT_Player_XP_Universal_Tier16:CURV			1							1	0006A378:MTR05_Mother_Breach:QUST																			
006312A1	QuestReward_MTR05_Mother_Breach_Stage200_01	Activity: Breach and Clear	0006A378:MTR05_Mother_Breach:QUST	1	0	2	003CF08A:Bulk_Acid_scrap:MISC	1	00109C0F:XPMountaintopRemoval:GLOB		00876404:CT_Player_XP_Universal_Tier16:CURV			1							1	0006A378:MTR05_Mother_Breach:QUST																			
006312A1	QuestReward_MTR05_Mother_Breach_Stage200_01	Activity: Breach and Clear	0006A378:MTR05_Mother_Breach:QUST	1	0	3	0089EA93:MTR05_Mother_Breach_LL_QuestReward:LVLI	1	00109C0F:XPMountaintopRemoval:GLOB		00876404:CT_Player_XP_Universal_Tier16:CURV			1							1	0006A378:MTR05_Mother_Breach:QUST																			
00631202	QuestReward_E02A_Meat_Hunt_Stage9000_01	Event: Primal Cuts	0054B3F3:E02A_Meat_Hunt:QUST	5	0	0				0086A8B7:RA_Rewards_PublicEvents_Caps:GLOB	00876404:CT_Player_XP_Universal_Tier16:CURV	0000000F:Caps001:CNCY		1							1	0054B3F3:E02A_Meat_Hunt:QUST																			
00631202	QuestReward_E02A_Meat_Hunt_Stage9000_01	Event: Primal Cuts	0054B3F3:E02A_Meat_Hunt:QUST	5	1	0	005527C2:E02A_Meat_PrimeMeat:ALCH	3				0000000F:Caps001:CNCY		1			GetStageDoneCurrentInstance	1.000000	"GetStageDoneCurrentInstance 10000000 1.000000"		1	0054B3F3:E02A_Meat_Hunt:QUST																			
00631202	QuestReward_E02A_Meat_Hunt_Stage9000_01	Event: Primal Cuts	0054B3F3:E02A_Meat_Hunt:QUST	5	2	0	005527C2:E02A_Meat_PrimeMeat:ALCH	4				0000000F:Caps001:CNCY		1			GetStageDoneCurrentInstance	1.000000	"GetStageDoneCurrentInstance 10000000 1.000000"		1	0054B3F3:E02A_Meat_Hunt:QUST																			
00631202	QuestReward_E02A_Meat_Hunt_Stage9000_01	Event: Primal Cuts	0054B3F3:E02A_Meat_Hunt:QUST	5	3	0	005527C2:E02A_Meat_PrimeMeat:ALCH	5				0000000F:Caps001:CNCY		1			GetStageDoneCurrentInstance	1.000000	"GetStageDoneCurrentInstance 10000000 1.000000"		1	0054B3F3:E02A_Meat_Hunt:QUST																			
00631202	QuestReward_E02A_Meat_Hunt_Stage9000_01	Event: Primal Cuts	0054B3F3:E02A_Meat_Hunt:QUST	5	4	0	0081137A:Fishing_LL_Rewards_ImprovedBait:LVLI	1						1							1	0054B3F3:E02A_Meat_Hunt:QUST																			
00631202	QuestReward_E02A_Meat_Hunt_Stage9000_01	Event: Primal Cuts	0054B3F3:E02A_Meat_Hunt:QUST	5	4	1	005A544C:LL_QuestReward_GoldBullion_Easy:LVLI	1						1							1	0054B3F3:E02A_Meat_Hunt:QUST																			
006312A4	QuestReward_MTR06_Brigade_Stage100_01	Into the Fire	0003363B:MTR06_Brigade:QUST	2	0	0	003CC4A0:QuestReward_LLS_Aid_AshHeap:LVLI	1	00411B57:XP_OneOff_MTR06:GLOB	002ABE9C:CapsMountaintopRemoval_Personal_OneOff:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000"		1	0003363B:MTR06_Brigade:QUST																			
006312A4	QuestReward_MTR06_Brigade_Stage100_01	Into the Fire	0003363B:MTR06_Brigade:QUST	2	0	1	003CA678:QuestReward_LLS_Armor_AshHeap:LVLI	1	00411B57:XP_OneOff_MTR06:GLOB	002ABE9C:CapsMountaintopRemoval_Personal_OneOff:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000"		1	0003363B:MTR06_Brigade:QUST																			
006312A4	QuestReward_MTR06_Brigade_Stage100_01	Into the Fire	0003363B:MTR06_Brigade:QUST	2	1	0			005354BF:XPMountaintopRemoval_Teammate:GLOB	005354BE:CapsMountaintopRemoval_Personal_OneOff_Teammate:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	0.000000	"IsActivePlayer 10000000 0.000000"		1	0003363B:MTR06_Brigade:QUST																			
0063125D	QuestReward_LC178_WatogaCivicCenterMisc_Stage100_01	Clear Watoga Civic Center	0050DE51:LC178_WatogaCivicCenterMisc:QUST	1	0	0			00109C1B:XPCranberryBogSmaller:GLOB	002ABEA0:CapsCranberryBog_Personal_OneOff:GLOB		0000000F:Caps001:CNCY		1							1	0050DE51:LC178_WatogaCivicCenterMisc:QUST																			
00631201	QuestReward_E02A_Meat_BBQ_Stage9000_01	Event: Grahm's Meat-Cook	0054B3FA:E02A_Meat_BBQ:QUST	4	0	0	00553EDD:E02A_MeatWeek_LL_Quest_Rewards_Best:LVLI	1						1		gold	GetVMQuestVariableUnique	100.000000	"GetVMQuestVariableUnique 11000000 100.000000"		1	0054B3FA:E02A_Meat_BBQ:QUST																			
00631201	QuestReward_E02A_Meat_BBQ_Stage9000_01	Event: Grahm's Meat-Cook	0054B3FA:E02A_Meat_BBQ:QUST	4	1	0	005566C9:E02A_MeatWeek_LL_Quest_Rewards_Good:LVLI	1						1		gold	GetVMQuestVariableUnique	75.000000	"GetVMQuestVariableUnique 11000000 75.000000","GetVMQuestVariableUnique 00100000 100.000000"		1	0054B3FA:E02A_Meat_BBQ:QUST																			
00631201	QuestReward_E02A_Meat_BBQ_Stage9000_01	Event: Grahm's Meat-Cook	0054B3FA:E02A_Meat_BBQ:QUST	4	2	0	005566CA:E02A_MeatWeek_LL_Quest_Rewards_Bad:LVLI	1			00876403:CT_Player_XP_Universal_Tier25:CURV			1		gold	GetVMQuestVariableUnique	75.000000	"GetVMQuestVariableUnique 00100000 75.000000"		1	0054B3FA:E02A_Meat_BBQ:QUST																			
00631201	QuestReward_E02A_Meat_BBQ_Stage9000_01	Event: Grahm's Meat-Cook	0054B3FA:E02A_Meat_BBQ:QUST	4	3	0	0086A8CA:RA_LL_Rewards_PublicEvents:LVLI	1						1							1	0054B3FA:E02A_Meat_BBQ:QUST																			
0063135A	QuestReward_V94_2_Stage984_01	Vault Mission: Meltdown<Alias=DifficultyModeLoc><Alias=RespiteZoneStateLoc>	003F4720:V94_2:QUST	1	0	0	0055A8D7:V94_2_LL_VaultSystemRewards_Standard_MidQuest:LVLI	1	0041F85B:XPVaultSystemRewards_V94_2_MidquestReward_Standard:GLOB	0055AB8C:CapsVaultSystemRewards_V94_MidQuest_Standard:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000","GetValue 10000000 1.000000"		1	003F4720:V94_2:QUST																			
006311C7	QuestReward_CB06_ASAM_Stage9000_01	Activity: Surface to Air	0034608A:CB06_ASAM:QUST	2	0	0	003D7A1C:LL_Armor_PowerArmor_T51_Any:LVLI	1	00109C1B:XPCranberryBogSmaller:GLOB		00876404:CT_Player_XP_Universal_Tier16:CURV			1							1	0034608A:CB06_ASAM:QUST																			
006311C7	QuestReward_CB06_ASAM_Stage9000_01	Activity: Surface to Air	0034608A:CB06_ASAM:QUST	2	0	1	0086A8C0:RA_LL_Rewards_Activities:LVLI	1	00109C1B:XPCranberryBogSmaller:GLOB		00876404:CT_Player_XP_Universal_Tier16:CURV			1							1	0034608A:CB06_ASAM:QUST																			
006311C7	QuestReward_CB06_ASAM_Stage9000_01	Activity: Surface to Air	0034608A:CB06_ASAM:QUST	2	1	0	00606C94:Recipe_Clothes_BrotherhoodCivvies:BOOK	1						1			GetRandomPercent	85.000000	"GetRandomPercent 11000000 85.000000","HasLearnedRecipe 10000000 0.000000"		1	0034608A:CB06_ASAM:QUST																			
0063122C	QuestReward_FF11_Raid_Stage9000_01	Activity: Collision Course	002D64EE:FF11_Raid:QUST	1	0	0	0086A8C0:RA_LL_Rewards_Activities:LVLI	1	00109C0D:XPForestSmaller:GLOB		00876404:CT_Player_XP_Universal_Tier16:CURV			1							1	002D64EE:FF11_Raid:QUST																			
00631323	QuestReward_TW008_Stage510_01	Event: Jail Break	003DF3FF:TW008:QUST	1	0	0			0039F140:XPMidQuest:GLOB			0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000"		1	003DF3FF:TW008:QUST																			
006311FF	QuestReward_E02A_Meat_BBQ_Personal_Stage200_01	[Event: Grahm's Meat-Cook - Personal Quest]	0054B3FB:E02A_Meat_BBQ_Personal:QUST	1	0	0				0055AEF7:Scrip_E02A_Meat_BBQ_PrimeMeat_Reward:GLOB		003F7410:LegendaryTokens:CNCY		1							1	0054B3FB:E02A_Meat_BBQ_Personal:QUST																			
0063124B	QuestReward_GQ_WorkshopAttack_Stage50_01	Event: Defend <Alias=AttackLocation>	0001B46A:GQ_WorkshopAttack:QUST	7	0	0	00478940:QuestReward_LLS_Aid_Workshop:LVLI	1	004331D1:XPWorkshopWave:GLOB			0000000F:Caps001:CNCY		1			GetIsAliasRef	1.000000	"GetIsAliasRef 10000000 1.000000"		1	0001B46A:GQ_WorkshopAttack:QUST																			
0063124B	QuestReward_GQ_WorkshopAttack_Stage50_01	Event: Defend <Alias=AttackLocation>	0001B46A:GQ_WorkshopAttack:QUST	7	1	0	00478940:QuestReward_LLS_Aid_Workshop:LVLI	1	004331D1:XPWorkshopWave:GLOB			0000000F:Caps001:CNCY		1			GetIsAliasRef	1.000000	"GetIsAliasRef 10000000 1.000000"		1	0001B46A:GQ_WorkshopAttack:QUST																			
0063124B	QuestReward_GQ_WorkshopAttack_Stage50_01	Event: Defend <Alias=AttackLocation>	0001B46A:GQ_WorkshopAttack:QUST	7	2	0	00478940:QuestReward_LLS_Aid_Workshop:LVLI	1	004331D1:XPWorkshopWave:GLOB			0000000F:Caps001:CNCY		1			GetIsAliasRef	1.000000	"GetIsAliasRef 10000000 1.000000"		1	0001B46A:GQ_WorkshopAttack:QUST																			
0063124B	QuestReward_GQ_WorkshopAttack_Stage50_01	Event: Defend <Alias=AttackLocation>	0001B46A:GQ_WorkshopAttack:QUST	7	3	0	00478940:QuestReward_LLS_Aid_Workshop:LVLI	1	004331D1:XPWorkshopWave:GLOB			0000000F:Caps001:CNCY		1			GetIsAliasRef	1.000000	"GetIsAliasRef 10000000 1.000000"		1	0001B46A:GQ_WorkshopAttack:QUST																			
0063124B	QuestReward_GQ_WorkshopAttack_Stage50_01	Event: Defend <Alias=AttackLocation>	0001B46A:GQ_WorkshopAttack:QUST	7	4	0	00478940:QuestReward_LLS_Aid_Workshop:LVLI	1	004331D1:XPWorkshopWave:GLOB			0000000F:Caps001:CNCY		1			GetIsAliasRef	1.000000	"GetIsAliasRef 10000000 1.000000"		1	0001B46A:GQ_WorkshopAttack:QUST																			
0063124B	QuestReward_GQ_WorkshopAttack_Stage50_01	Event: Defend <Alias=AttackLocation>	0001B46A:GQ_WorkshopAttack:QUST	7	5	0	0031A474:LL_Recipes_Workshop_All:LVLI	1	004331D1:XPWorkshopWave:GLOB			0000000F:Caps001:CNCY		1			GetIsAliasRef	1.000000	"GetIsAliasRef 10010000 1.000000","GetIsAliasRef 10010000 1.000000","GetIsAliasRef 10010000 1.000000","GetIsAliasRef 10010000 1.000000","GetIsAliasRef 10010000 1.000000"		1	0001B46A:GQ_WorkshopAttack:QUST																			
0063124B	QuestReward_GQ_WorkshopAttack_Stage50_01	Event: Defend <Alias=AttackLocation>	0001B46A:GQ_WorkshopAttack:QUST	7	5	1	004836B0:LL_SPOTLIGHT_Recipes_Workshop_All:LVLI	1	004331D1:XPWorkshopWave:GLOB			0000000F:Caps001:CNCY		1			GetIsAliasRef	1.000000	"GetIsAliasRef 10010000 1.000000","GetIsAliasRef 10010000 1.000000","GetIsAliasRef 10010000 1.000000","GetIsAliasRef 10010000 1.000000","GetIsAliasRef 10010000 1.000000"		1	0001B46A:GQ_WorkshopAttack:QUST																			
0063124B	QuestReward_GQ_WorkshopAttack_Stage50_01	Event: Defend <Alias=AttackLocation>	0001B46A:GQ_WorkshopAttack:QUST	7	5	2	0043B778:QuestReward_LLS_AllRegions_Aid:LVLI	1	004331D1:XPWorkshopWave:GLOB			0000000F:Caps001:CNCY		1			GetIsAliasRef	1.000000	"GetIsAliasRef 10010000 1.000000","GetIsAliasRef 10010000 1.000000","GetIsAliasRef 10010000 1.000000","GetIsAliasRef 10010000 1.000000","GetIsAliasRef 10010000 1.000000"		1	0001B46A:GQ_WorkshopAttack:QUST																			
0063124B	QuestReward_GQ_WorkshopAttack_Stage50_01	Event: Defend <Alias=AttackLocation>	0001B46A:GQ_WorkshopAttack:QUST	7	5	3	0043BA3F:QuestReward_LLS_AllRegions_Components_Assorted:LVLI	1	004331D1:XPWorkshopWave:GLOB			0000000F:Caps001:CNCY		1			GetIsAliasRef	1.000000	"GetIsAliasRef 10010000 1.000000","GetIsAliasRef 10010000 1.000000","GetIsAliasRef 10010000 1.000000","GetIsAliasRef 10010000 1.000000","GetIsAliasRef 10010000 1.000000"		1	0001B46A:GQ_WorkshopAttack:QUST																			
0063124B	QuestReward_GQ_WorkshopAttack_Stage50_01	Event: Defend <Alias=AttackLocation>	0001B46A:GQ_WorkshopAttack:QUST	7	6	0	00824D11:P62_LLS_Rewards_TheDrifter_ActivationKeyCard:LVLI	1						1			GetRandomPercent		"GetRandomPercent 10100100"	008278F5:P62_LCP_TheDrifter_KeycardChance_EventsGeneric:GLOB	1	0001B46A:GQ_WorkshopAttack:QUST																			
00631293	QuestReward_MTNS05_Voices_Stage400_01	Daily: Someone To Talk To	000043A2:MTNS05_Voices:QUST	2	0	0	00432F41:QuestReward_LLS_SavageDivide_All:LVLI	1	00559E63:XP_Daily_MTNs05:GLOB	00559E53:Caps_Daily_MTNS05:GLOB		0000000F:Caps001:CNCY		1							1	000043A2:MTNS05_Voices:QUST																			
00631293	QuestReward_MTNS05_Voices_Stage400_01	Daily: Someone To Talk To	000043A2:MTNS05_Voices:QUST	2	0	1	002C5DDC:LL_Ammo_Syringer:LVLI	2	00559E63:XP_Daily_MTNs05:GLOB	00559E53:Caps_Daily_MTNS05:GLOB		0000000F:Caps001:CNCY		1							1	000043A2:MTNS05_Voices:QUST																			
00631293	QuestReward_MTNS05_Voices_Stage400_01	Daily: Someone To Talk To	000043A2:MTNS05_Voices:QUST	2	0	2	003F7410:LegendaryTokens:CNCY	4	00559E63:XP_Daily_MTNs05:GLOB	00559E53:Caps_Daily_MTNS05:GLOB		0000000F:Caps001:CNCY		1							1	000043A2:MTNS05_Voices:QUST																			
00631293	QuestReward_MTNS05_Voices_Stage400_01	Daily: Someone To Talk To	000043A2:MTNS05_Voices:QUST	2	1	0						0000000F:Caps001:CNCY	005380CF:LegendaryItems_Special_AllItems:LGDI	1			GetRandomPercent		"GetRandomPercent 10100100"	00432F30:QuestLegendaryDropChance:GLOB	1	000043A2:MTNS05_Voices:QUST																			
00631354	QuestReward_V94_2_Stage973_01	Vault Mission: Meltdown<Alias=DifficultyModeLoc><Alias=RespiteZoneStateLoc>	003F4720:V94_2:QUST	1	0	0			003F4726:XPVaultSystemRewards_V94_2_MidquestReward_Novice:GLOB			0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000","GetValue 10000000 1.000000"		1	003F4720:V94_2:QUST																			
0063123E	QuestReward_FS03_MQ_Fruition_Stage676_01	Coming to Fruition	00012566:FS03_MQ_Fruition:QUST	2	0	0			005354A7:XPMidQuest_Teammate:GLOB	00051616:CapsMidQuest:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	0.000000	"IsActivePlayer 10000000 0.000000"		1	00012566:FS03_MQ_Fruition:QUST																			
0063123E	QuestReward_FS03_MQ_Fruition_Stage676_01	Coming to Fruition	00012566:FS03_MQ_Fruition:QUST	2	1	0			0039F140:XPMidQuest:GLOB	00051616:CapsMidQuest:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000"		1	00012566:FS03_MQ_Fruition:QUST																			
006312DC	QuestReward_RE_SceneTS06_Stage400_01	[Disabled Protectron]	0037E1C3:RE_SceneTS06:QUST	1	0	0			0034698D:XPRepeatable:GLOB			0000000F:Caps001:CNCY		1							1	0037E1C3:RE_SceneTS06:QUST																			
00631255	QuestReward_LC060_Whitespring02_Stage1000_01	Whitespring Memoirs	0050E616:LC060_Whitespring02:QUST	1	0	0			00109C17:XPMountainSmaller:GLOB	002ABE89:CapsMountain_Repeatable_Small:GLOB		0000000F:Caps001:CNCY		1							1	0050E616:LC060_Whitespring02:QUST																			
00631220	QuestReward_ENz09_Room_Stage100_01	Room Service	00002AA8:ENz09_Room:QUST	1	0	0						0000000F:Caps001:CNCY		1							1	00002AA8:ENz09_Room:QUST																			
00631339	QuestReward_V63Access_1_CUT_FlaggedToNotExportInScript_Stage100_01	Vault 63	003241AB:V63Access_1_CUT_FlaggedToNotExportInScript:QUST	1	0	0	00324202:V63_LL_VaultSystemRewards_Access:LVLI	1	003241FC:XPVaultSystemRewards_V63_Access:GLOB	003241F5:CapsVaultSystemRewards_V63_Access:GLOB		0000000F:Caps001:CNCY		1							1	003241AB:V63Access_1_CUT_FlaggedToNotExportInScript:QUST																			
00631310	QuestReward_TW002_Stage1000_01	Falsely Accused	0010E201:TW002:QUST	2	0	0	0010FB61:LL_Armor_Robot_Torso:LVLI	1	00411B45:XP_OneOff_TW002:GLOB	002ABE9E:CapsToxicValley_Personal_OneOff:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000"		1	0010E201:TW002:QUST																			
00631310	QuestReward_TW002_Stage1000_01	Falsely Accused	0010E201:TW002:QUST	2	0	1	00692D34:LL_Weapon_Ranged_PumpActionShotgun_CivilUnrest:LVLI	1	00411B45:XP_OneOff_TW002:GLOB	002ABE9E:CapsToxicValley_Personal_OneOff:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000"		1	0010E201:TW002:QUST																			
00631310	QuestReward_TW002_Stage1000_01	Falsely Accused	0010E201:TW002:QUST	2	0	2	003CC4A5:QuestReward_LLS_Aid_ToxicValley:LVLI	1	00411B45:XP_OneOff_TW002:GLOB	002ABE9E:CapsToxicValley_Personal_OneOff:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000"		1	0010E201:TW002:QUST																			
00631310	QuestReward_TW002_Stage1000_01	Falsely Accused	0010E201:TW002:QUST	2	0	3	003CA66A:QuestReward_LLS_Ammo_ToxicValley:LVLI	1	00411B45:XP_OneOff_TW002:GLOB	002ABE9E:CapsToxicValley_Personal_OneOff:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000"		1	0010E201:TW002:QUST																			
00631310	QuestReward_TW002_Stage1000_01	Falsely Accused	0010E201:TW002:QUST	2	0	4	004F570D:Recipe_Armor_Metal_Arms_Light:BOOK	1	00411B45:XP_OneOff_TW002:GLOB	002ABE9E:CapsToxicValley_Personal_OneOff:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000"		1	0010E201:TW002:QUST																			
00631310	QuestReward_TW002_Stage1000_01	Falsely Accused	0010E201:TW002:QUST	2	1	0			005354C8:XPToxicValleyBigger_Teammate:GLOB	005354C9:CapsToxicValley_Personal_OneOff_Teammate:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	0.000000	"IsActivePlayer 10000000 0.000000"		1	0010E201:TW002:QUST																			
0063136E	QuestReward_V94_3_Stage699_01	Vault Mission: Washout<Alias=DifficultyModeLoc><Alias=RespiteZoneStateLoc>	0046F0DD:V94_3:QUST	1	0	0			0041F85C:XPVaultSystemRewards_V94_3_MidquestReward_Expert:GLOB			0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000","GetValue 10000000 1.000000"		1	0046F0DD:V94_3:QUST																			
006313A1	QuestReward_W05_Daily_R02_Retirement_Stage1360_01	Daily: Retirement Plan	0054DCF9:W05_Daily_R02_Retirement:QUST	1	0	0				0055AB86:Caps_W05_Daily_R02_Reward_Midquest_LowLevel:GLOB		0000000F:Caps001:CNCY		1							1	0054DCF9:W05_Daily_R02_Retirement:QUST																			
0063133D	QuestReward_V94_1_Stage1012_01	Vault Mission: Dead in the Water<Alias=DifficultyModeLoc><Alias=RespiteZoneStateLoc>	0005A240:V94_1:QUST	1	0	0	0041F887:V94_1_LL_VaultSystemRewards_Standard:LVLI	1	0041F85F:XPVaultSystemRewards_V94_1_MissionReward_Standard:GLOB	0041F878:CapsVaultSystemRewards_V94_1_Standard:GLOB		0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000","GetValue 10000000 1.000000"		1	0005A240:V94_1:QUST																			
006312D1	QuestReward_RE_ObjectMP11_GQ_Stage100_01	Suitcase Mystery	0035EC10:RE_ObjectMP11_GQ:QUST	1	0	0			00109C1E:XPGlobalSmaller:GLOB	002ABE98:CapsGlobalQuests_Repeatable_Small:GLOB		0000000F:Caps001:CNCY		1							1	0035EC10:RE_ObjectMP11_GQ:QUST																			
006313A4	QuestReward_W05_Daily_R02_Retirement_Stage2300_01	Daily: Retirement Plan	0054DCF9:W05_Daily_R02_Retirement:QUST	1	0	0	0055AB7F:W05_Daily_R02_MidquestReward_Hunter1_LL_Weapons:LVLI	1				0000000F:Caps001:CNCY		1							1	0054DCF9:W05_Daily_R02_Retirement:QUST																			
0063125E	QuestReward_LC184_WestTekMisc_Stage100_01	Learn the Secrets of West Tek	0050E622:LC184_WestTekMisc:QUST	1	0	0			00109C17:XPMountainSmaller:GLOB	002ABE9D:CapsMountain_Personal_OneOff:GLOB		0000000F:Caps001:CNCY		1							1	0050E622:LC184_WestTekMisc:QUST																			
006312A2	QuestReward_MTR05_Mother_Stage151_01	The Motherlode	0006A379:MTR05_Mother:QUST	1	0	0			0039F140:XPMidQuest:GLOB			0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000"		1	0006A379:MTR05_Mother:QUST																			
00631313	QuestReward_TW002_Stage53_01	Falsely Accused	0010E201:TW002:QUST	1	0	0			0039F140:XPMidQuest:GLOB			0000000F:Caps001:CNCY		1							1	0010E201:TW002:QUST																			
0063126B	QuestReward_MoM02A_Stage44_01	Chasing Shadows	003472F5:MoM02A:QUST	2	0	0			0039F140:XPMidQuest:GLOB			0000000F:Caps001:CNCY		1			IsActivePlayer	1.000000	"IsActivePlayer 10000000 1.000000"		1	003472F5:MoM02A:QUST																			
0063126B	QuestReward_MoM02A_Stage44_01	Chasing Shadows	003472F5:MoM02A:QUST	2	1	0			005354A7:XPMidQuest_Teammate:GLOB			0000000F:Caps001:CNCY		1			IsActivePlayer	0.000000	"IsActivePlayer 10000000 0.000000"		1	003472F5:MoM02A:QUST																			
0063124D	QuestReward_GQ_WorkshopAttackScorchbeasts_Stage50_01	Event: Defend <Alias=AttackLocation>	00011CCC:GQ_WorkshopAttackScorchbeasts:QUST	5	0	0	0031A474:LL_Recipes_Workshop_All:LVLI	3	00109C20:XPGlobalBigger:GLOB			0000000F:Caps001:CNCY		1							1	00011CCC:GQ_WorkshopAttackScorchbeasts:QUST																			
0063124D	QuestReward_GQ_WorkshopAttackScorchbeasts_Stage50_01	Event: Defend <Alias=AttackLocation>	00011CCC:GQ_WorkshopAttackScorchbeasts:QUST	5	0	1	0043BA3F:QuestReward_LLS_AllRegions_Components_Assorted:LVLI	2	00109C20:XPGlobalBigger:GLOB			0000000F:Caps001:CNCY		1							1	00011CCC:GQ_WorkshopAttackScorchbeasts:QUST																			
0063124D	QuestReward_GQ_WorkshopAttackScorchbeasts_Stage50_01	Event: Defend <Alias=AttackLocation>	00011CCC:GQ_WorkshopAttackScorchbeasts:QUST	5	0	2	0043B778:QuestReward_LLS_AllRegions_Aid:LVLI	1	00109C20:XPGlobalBigger:GLOB			0000000F:Caps001:CNCY		1							1	00011CCC:GQ_WorkshopAttackScorchbeasts:QUST																			
0063124D	QuestReward_GQ_WorkshopAttackScorchbeasts_Stage50_01	Event: Defend <Alias=AttackLocation>	00011CCC:GQ_WorkshopAttackScorchbeasts:QUST	5	0	3	0043B777:QuestReward_LLS_AllRegions_Ammo:LVLI	2	00109C20:XPGlobalBigger:GLOB			0000000F:Caps001:CNCY		1							1	00011CCC:GQ_WorkshopAttackScorchbeasts:QUST																			
0063124D	QuestReward_GQ_WorkshopAttackScorchbeasts_Stage50_01	Event: Defend <Alias=AttackLocation>	00011CCC:GQ_WorkshopAttackScorchbeasts:QUST	5	1	0	0043B778:QuestReward_LLS_AllRegions_Aid:LVLI	1	004331D1:XPWorkshopWave:GLOB			0000000F:Caps001:CNCY		1			GetVMQuestVariable	2.000000	"GetVMQuestVariable 11000000 2.000000"		1	00011CCC:GQ_WorkshopAttackScorchbeasts:QUST																			
0063124D	QuestReward_GQ_WorkshopAttackScorchbeasts_Stage50_01	Event: Defend <Alias=AttackLocation>	00011CCC:GQ_WorkshopAttackScorchbeasts:QUST	5	1	1	0043BA3F:QuestReward_LLS_AllRegions_Components_Assorted:LVLI	1	004331D1:XPWorkshopWave:GLOB			0000000F:Caps001:CNCY		1			GetVMQuestVariable	2.000000	"GetVMQuestVariable 11000000 2.000000"		1	00011CCC:GQ_WorkshopAttackScorchbeasts:QUST																			
0063124D	QuestReward_GQ_WorkshopAttackScorchbeasts_Stage50_01	Event: Defend <Alias=AttackLocation>	00011CCC:GQ_WorkshopAttackScorchbeasts:QUST	5	2	0	0043B778:QuestReward_LLS_AllRegions_Aid:LVLI	1	004331D1:XPWorkshopWave:GLOB			0000000F:Caps001:CNCY		1			GetVMQuestVariable	3.000000	"GetVMQuestVariable 11000000 3.000000"		1	00011CCC:GQ_WorkshopAttackScorchbeasts:QUST																			
0063124D	QuestReward_GQ_WorkshopAttackScorchbeasts_Stage50_01	Event: Defend <Alias=AttackLocation>	00011CCC:GQ_WorkshopAttackScorchbeasts:QUST	5	2	1	0043BA3F:QuestReward_LLS_AllRegions_Components_Assorted:LVLI	1	004331D1:XPWorkshopWave:GLOB			0000000F:Caps001:CNCY		1			GetVMQuestVariable	3.000000	"GetVMQuestVariable 11000000 3.000000"		1	00011CCC:GQ_WorkshopAttackScorchbeasts:QUST																			
