COBJ_FormID	COBJ_EDID	CNAM_FormID	CNAM_EDID	CNAM_FULL	BNAM_FormID	BNAM_EDID	BNAM_FULL	GNAM_FormID	GNAM_EDID	GNAM_FULL	FNAM_Keywords	FVPA	ReferencedBy_Flat	ReferencedByCount	Ref_1	Ref_2	Ref_3	Ref_4	Ref_5	Ref_6	Ref_7	Ref_8	Ref_9	Ref_10	Ref_11	Ref_12	Ref_13	Ref_14	Ref_15	Ref_16	Ref_17	Ref_18	Ref_19	Ref_20	Ref_21	Ref_22	Ref_23	Ref_24	Ref_25	Ref_26	Ref_27	Ref_28	Ref_29	Ref_30	Ref_31	Ref_32	Ref_33	Ref_34	Ref_35	Ref_36	Ref_37
0053C0AE	co_mod_PowerArmor_X01_LeftArm_Material_Paint_Babylon_PinkSprinkles	00538FD6	Babylon_mod_PowerArmor_X01_LeftArm_Material_Paint_PinkSprinkles	Pink Sprinkles Paint							RecipeFilter_PowerArmor_X01	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C08E	co_mod_PowerArmor_T60_Torso_Material_Paint_Babylon_PinkSprinkles	00538FCE	Babylon_mod_PowerArmor_T60_Torso_Material_Paint_PinkSprinkles	Pink Sprinkles Paint							RecipeFilter_PowerArmor_T60	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C08C	co_mod_PowerArmor_T60_Torso_Material_Paint_Babylon_CamoBlue	00538F80	Babylon_mod_PowerArmor_T60_Torso_Material_Paint_CamoBlue	Blue Camouflage Paint							RecipeFilter_PowerArmor_T60	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C032	co_mod_PowerArmor_Excavator_Helmet_Material_Paint_Babylon_PinkSprinkles	00538FB7	Babylon_mod_PowerArmor_Excavator_Helmet_Material_Paint_PinkSprinkles	Pink Sprinkles Paint							RecipeFilter_PowerArmor_Excavator	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C02C	co_mod_Minigun_Weapon_Paint_Babylon_HotRodShark	0053824F	Babylon_mod_Minigun_Weapon_Paint_HotRodShark	Hot Rod Shark Paint								c_Oil:1:		0																																					
0053C034	co_mod_PowerArmor_Excavator_LeftArm_Material_Paint_Babylon_CamoBlue	00538F88	Babylon_mod_PowerArmor_Excavator_LeftArm_Material_Paint_CamoBlue	Blue Camouflage Paint							RecipeFilter_PowerArmor_Excavator	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C085	co_mod_PowerArmor_T60_RightArm_Material_Paint_Babylon_Outcast	00538FA8	Babylon_mod_PowerArmor_T60_RightArm_Material_Paint_Outcast	Outcast Paint							RecipeFilter_PowerArmor_T60	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C0A8	co_mod_PowerArmor_X01_Helmet_Material_Paint_Babylon_CamoBlue	00538F81	Babylon_mod_PowerArmor_X01_Helmet_Material_Paint_CamoBlue	Blue Camouflage Paint							RecipeFilter_PowerArmor_X01	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C05A	co_mod_PowerArmor_T45_RightLeg_Material_Paint_Babylon_PinkSprinkles	00538FC1	Babylon_mod_PowerArmor_T45_RightLeg_Material_Paint_PinkSprinkles	Pink Sprinkles Paint							RecipeFilter_PowerArmor_T45	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C081	co_mod_PowerArmor_T60_LeftLeg_Material_Paint_Babylon_Outcast	00538FA7	Babylon_mod_PowerArmor_T60_LeftLeg_Material_Paint_Outcast	Outcast Paint							RecipeFilter_PowerArmor_T60	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C040	co_mod_PowerArmor_Excavator_RightLeg_Material_Paint_Babylon_CamoBlue	00538F8B	Babylon_mod_PowerArmor_Excavator_RightLeg_Material_Paint_CamoBlue	Blue Camouflage Paint							RecipeFilter_PowerArmor_Excavator	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C0AA	co_mod_PowerArmor_X01_Helmet_Material_Paint_Babylon_PinkSprinkles	00538FD5	Babylon_mod_PowerArmor_X01_Helmet_Material_Paint_PinkSprinkles	Pink Sprinkles Paint							RecipeFilter_PowerArmor_X01	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C069	co_mod_PowerArmor_T51_LeftLeg_Material_Paint_Babylon_Outcast	00538FA1	Babylon_mod_PowerArmor_T51_LeftLeg_Material_Paint_Outcast	Outcast Paint								c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C064	co_mod_PowerArmor_T51_LeftArm_Material_Paint_Babylon_CamoBlue	00538F76	Babylon_mod_PowerArmor_T51_LeftArm_Material_Paint_CamoBlue	Blue Camouflage Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
0053C060	co_mod_PowerArmor_T51_Helmet_Material_Paint_Babylon_CamoBlue	00538F75	Babylon_mod_PowerArmor_T51_Helmet_Material_Paint_CamoBlue	Blue Camouflage Paint								c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C038	co_mod_PowerArmor_Excavator_LeftLeg_Material_Paint_Babylon_CamoBlue	00538F89	Babylon_mod_PowerArmor_Excavator_LeftLeg_Material_Paint_CamoBlue	Blue Camouflage Paint							RecipeFilter_PowerArmor_Excavator	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C07E	co_mod_PowerArmor_T60_LeftArm_Material_Paint_Babylon_PinkSprinkles	00538FCA	Babylon_mod_PowerArmor_T60_LeftArm_Material_Paint_PinkSprinkles	Pink Sprinkles Paint							RecipeFilter_PowerArmor_T60	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C074	co_mod_PowerArmor_T51_Torso_Material_Paint_Babylon_CamoBlue	00538F7A	Babylon_mod_PowerArmor_T51_Torso_Material_Paint_CamoBlue	Blue Camouflage Paint								c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C030	co_mod_PowerArmor_Excavator_Helmet_Material_Paint_Babylon_CamoBlue	00538F87	Babylon_mod_PowerArmor_Excavator_Helmet_Material_Paint_CamoBlue	Blue Camouflage Paint							RecipeFilter_PowerArmor_Excavator	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C0B0	co_mod_PowerArmor_X01_LeftLeg_Material_Paint_Babylon_CamoBlue	00538F83	Babylon_mod_PowerArmor_X01_LeftLeg_Material_Paint_CamoBlue	Blue Camouflage Paint							RecipeFilter_PowerArmor_X01	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C090	co_mod_PowerArmor_Ultracite_Helmet_Material_Paint_Babylon_CamoBlue	00538F8D	Babylon_mod_PowerArmor_Ultracite_Helmet_Material_Paint_CamoBlue	Blue Camouflage Paint							RecipeFilter_PowerArmor_Ultracite	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C073	co_mod_PowerArmor_T51_RightLeg_Material_Paint_Babylon_SlocumsJoe	00538FEB	Babylon_mod_PowerArmor_T51_RightLeg_Material_Paint_SlocumsJoe	Slocum's Joe Paint								c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C092	co_mod_PowerArmor_Ultracite_Helmet_Material_Paint_Babylon_PinkSprinkles	00538FCF	Babylon_mod_PowerArmor_Ultracite_Helmet_Material_Paint_PinkSprinkles	Pink Sprinkles Paint							RecipeFilter_PowerArmor_Ultracite	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C057	co_mod_PowerArmor_T45_RightArm_Material_Paint_Babylon_SlocumsJoe	00538FE4	Babylon_mod_PowerArmor_T45_RightArm_Material_Paint_SlocumsJoe	Slocum's Joe Paint							RecipeFilter_PowerArmor_T45	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C088	co_mod_PowerArmor_T60_RightLeg_Material_Paint_Babylon_CamoBlue	00538F7F	Babylon_mod_PowerArmor_T60_RightLeg_Material_Paint_CamoBlue	Blue Camouflage Paint							RecipeFilter_PowerArmor_T60	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C0A3	co_mod_PowerArmor_Ultracite_RightLeg_Material_Paint_Babylon_SlocumsJoe	00538FF7	Babylon_mod_PowerArmor_Ultracite_RightLeg_Material_Paint_SlocumsJoe	Slocum's Joe Paint							RecipeFilter_PowerArmor_Ultracite	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C077	co_mod_PowerArmor_T51_Torso_Material_Paint_Babylon_SlocumsJoe	00538FEC	Babylon_mod_PowerArmor_T51_Torso_Material_Paint_SlocumsJoe	Slocum's Joe Paint								c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C0AB	co_mod_PowerArmor_X01_Helmet_Material_Paint_Babylon_SlocumsJoe	00538FF9	Babylon_mod_PowerArmor_X01_Helmet_Material_Paint_SlocumsJoe	Slocum's Joe Paint							RecipeFilter_PowerArmor_X01	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C07F	co_mod_PowerArmor_T60_LeftArm_Material_Paint_Babylon_SlocumsJoe	00538FEE	Babylon_mod_PowerArmor_T60_LeftArm_Material_Paint_SlocumsJoe	Slocum's Joe Paint							RecipeFilter_PowerArmor_T60	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C041	co_mod_PowerArmor_Excavator_RightLeg_Material_Paint_Babylon_Outcast	00538F97	Babylon_mod_PowerArmor_Excavator_RightLeg_Material_Paint_Outcast	Outcast Paint							RecipeFilter_PowerArmor_Excavator	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C07D	co_mod_PowerArmor_T60_LeftArm_Material_Paint_Babylon_Outcast	00538FA6	Babylon_mod_PowerArmor_T60_LeftArm_Material_Paint_Outcast	Outcast Paint							RecipeFilter_PowerArmor_T60	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C02F	co_mod_MissileLauncher_Weapon_Paint_Babylon_Shi	00538251	Babylon_mod_MissileLauncher_Weapon_Paint_Shi	Shi Paint								c_Oil:1:		0																																					
0053C09D	co_mod_PowerArmor_Ultracite_RightArm_Material_Paint_Babylon_Outcast	00538FAE	Babylon_mod_PowerArmor_Ultracite_RightArm_Material_Paint_Outcast	Outcast Paint							RecipeFilter_PowerArmor_Ultracite	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C048	co_mod_PowerArmor_T45_Helmet_Material_Paint_Babylon_CamoBlue	00538F6F	Babylon_mod_PowerArmor_T45_Helmet_Material_Paint_CamoBlue	Blue Camouflage Paint							RecipeFilter_PowerArmor_T45	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C09F	co_mod_PowerArmor_Ultracite_RightArm_Material_Paint_Babylon_SlocumsJoe	00538FF6	Babylon_mod_PowerArmor_Ultracite_RightArm_Material_Paint_SlocumsJoe	Slocum's Joe Paint							RecipeFilter_PowerArmor_Ultracite	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C083	co_mod_PowerArmor_T60_LeftLeg_Material_Paint_Babylon_SlocumsJoe	00538FEF	Babylon_mod_PowerArmor_T60_LeftLeg_Material_Paint_SlocumsJoe	Slocum's Joe Paint							RecipeFilter_PowerArmor_T60	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C0A4	co_mod_PowerArmor_Ultracite_Torso_Material_Paint_Babylon_CamoBlue	00538F92	Babylon_mod_PowerArmor_Ultracite_Torso_Material_Paint_CamoBlue	Blue Camouflage Paint							RecipeFilter_PowerArmor_Ultracite	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C02E	co_mod_MissileLauncher_Weapon_Paint_Babylon_AtomCats	00538252	Babylon_mod_MissileLauncher_Weapon_Paint_AtomCats	Atom Cats Paint								c_Oil:1:		0																																					
0053C03F	co_mod_PowerArmor_Excavator_RightArm_Material_Paint_Babylon_SlocumsJoe	00538FDE	Babylon_mod_PowerArmor_Excavator_RightArm_Material_Paint_SlocumsJoe	Slocum's Joe Paint							RecipeFilter_PowerArmor_Excavator	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C021	co_mod_Armor_Combat_Material_Paint_Babylon_BrotherhoodOfSteel01	00538244	Babylon_mod_armor_Combat_Material_Paint_BrotherhoodOfSteel01	Brotherhood of Steel Paint								c_Oil:1:		0																																					
0053C055	co_mod_PowerArmor_T45_RightArm_Material_Paint_Babylon_Outcast	00538F9C	Babylon_mod_PowerArmor_T45_RightArm_Material_Paint_Outcast	Outcast Paint							RecipeFilter_PowerArmor_T45	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C053	co_mod_PowerArmor_T45_LeftLeg_Material_Paint_Babylon_SlocumsJoe	00538FE3	Babylon_mod_PowerArmor_T45_LeftLeg_Material_Paint_SlocumsJoe	Slocum's Joe Paint							RecipeFilter_PowerArmor_T45	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C051	co_mod_PowerArmor_T45_LeftLeg_Material_Paint_Babylon_Outcast	00538F9B	Babylon_mod_PowerArmor_T45_LeftLeg_Material_Paint_Outcast	Outcast Paint							RecipeFilter_PowerArmor_T45	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C06C	co_mod_PowerArmor_T51_RightArm_Material_Paint_Babylon_CamoBlue	00538F78	Babylon_mod_PowerArmor_T51_RightArm_Material_Paint_CamoBlue	Blue Camouflage Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
0053C05C	co_mod_PowerArmor_T45_Torso_Material_Paint_Babylon_CamoBlue	00538F74	Babylon_mod_PowerArmor_T45_Torso_Material_Paint_CamoBlue	Blue Camouflage Paint							RecipeFilter_PowerArmor_T45	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C039	co_mod_PowerArmor_Excavator_LeftLeg_Material_Paint_Babylon_Outcast	00538F95	Babylon_mod_PowerArmor_Excavator_LeftLeg_Material_Paint_Outcast	Outcast Paint							RecipeFilter_PowerArmor_Excavator	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C050	co_mod_PowerArmor_T45_LeftLeg_Material_Paint_Babylon_CamoBlue	00538F71	Babylon_mod_PowerArmor_T45_LeftLeg_Material_Paint_CamoBlue	Blue Camouflage Paint							RecipeFilter_PowerArmor_T45	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C054	co_mod_PowerArmor_T45_RightArm_Material_Paint_Babylon_CamoBlue	00538F72	Babylon_mod_PowerArmor_T45_RightArm_Material_Paint_CamoBlue	Blue Camouflage Paint							RecipeFilter_PowerArmor_T45	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C078	co_mod_PowerArmor_T60_Helmet_Material_Paint_Babylon_CamoBlue	00538F7B	Babylon_mod_PowerArmor_T60_Helmet_Material_Paint_CamoBlue	Blue Camouflage Paint							RecipeFilter_PowerArmor_T60	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C066	co_mod_PowerArmor_T51_LeftArm_Material_Paint_Babylon_PinkSprinkles	00538FC4	Babylon_mod_PowerArmor_T51_LeftArm_Material_Paint_PinkSprinkles	Pink Sprinkles Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
0053C04B	co_mod_PowerArmor_T45_Helmet_Material_Paint_Babylon_SlocumsJoe	00538FE1	Babylon_mod_PowerArmor_T45_Helmet_Material_Paint_SlocumsJoe	Slocum's Joe Paint							RecipeFilter_PowerArmor_T45	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C045	co_mod_PowerArmor_Excavator_Torso_Material_Paint_Babylon_Outcast	00538F98	Babylon_mod_PowerArmor_Excavator_Torso_Material_Paint_Outcast	Outcast Paint							RecipeFilter_PowerArmor_Excavator	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C05F	co_mod_PowerArmor_T45_Torso_Material_Paint_Babylon_SlocumsJoe	00538FE6	Babylon_mod_PowerArmor_T45_Torso_Material_Paint_SlocumsJoe	Slocum's Joe Paint							RecipeFilter_PowerArmor_T45	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C0A2	co_mod_PowerArmor_Ultracite_RightLeg_Material_Paint_Babylon_PinkSprinkles	00538FD3	Babylon_mod_PowerArmor_Ultracite_RightLeg_Material_Paint_PinkSprinkles	Pink Sprinkles Paint							RecipeFilter_PowerArmor_Ultracite	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C0B9	co_mod_PowerArmor_X01_RightLeg_Material_Paint_Babylon_Outcast	00538FB5	Babylon_mod_PowerArmor_X01_RightLeg_Material_Paint_Outcast	Outcast Paint							RecipeFilter_PowerArmor_X01	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C08B	co_mod_PowerArmor_T60_RightLeg_Material_Paint_Babylon_SlocumsJoe	00538FF1	Babylon_mod_PowerArmor_T60_RightLeg_Material_Paint_SlocumsJoe	Slocum's Joe Paint							RecipeFilter_PowerArmor_T60	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C0A6	co_mod_PowerArmor_Ultracite_Torso_Material_Paint_Babylon_PinkSprinkles	00538FD4	Babylon_mod_PowerArmor_Ultracite_Torso_Material_Paint_PinkSprinkles	Pink Sprinkles Paint							RecipeFilter_PowerArmor_Ultracite	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C024	co_mod_Armor_Leather_Material_Paint_Babylon_BrotherhoodOfSteel01	00538247	Babylon_mod_armor_Leather_Material_Paint_BrotherhoodOfSteel01	Brotherhood of Steel Paint								c_Oil:1:		0																																					
0053C094	co_mod_PowerArmor_Ultracite_LeftArm_Material_Paint_Babylon_CamoBlue	00538F8E	Babylon_mod_PowerArmor_Ultracite_LeftArm_Material_Paint_CamoBlue	Blue Camouflage Paint							RecipeFilter_PowerArmor_Ultracite	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C09E	co_mod_PowerArmor_Ultracite_RightArm_Material_Paint_Babylon_PinkSprinkles	00538FD2	Babylon_mod_PowerArmor_Ultracite_RightArm_Material_Paint_PinkSprinkles	Pink Sprinkles Paint							RecipeFilter_PowerArmor_Ultracite	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C020	co_mod_44_Weapon_Paint_Babylon_CamoBlue	0053824A	Babylon_mod_44_Weapon_Paint_CamoBlue	Blue Camouflage Paint								c_Oil:1:		0																																					
0053C06B	co_mod_PowerArmor_T51_LeftLeg_Material_Paint_Babylon_SlocumsJoe	00538FE9	Babylon_mod_PowerArmor_T51_LeftLeg_Material_Paint_SlocumsJoe	Slocum's Joe Paint								c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C02D	co_mod_Minigun_Weapon_Paint_Babylon_VaultTec	00538250	Babylon_mod_Minigun_Weapon_Paint_VaultTec	Vault-Tec Paint								c_Oil:1:		0																																					
0053C046	co_mod_PowerArmor_Excavator_Torso_Material_Paint_Babylon_PinkSprinkles	00538FBC	Babylon_mod_PowerArmor_Excavator_Torso_Material_Paint_PinkSprinkles	Pink Sprinkles Paint							RecipeFilter_PowerArmor_Excavator	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C099	co_mod_PowerArmor_Ultracite_LeftLeg_Material_Paint_Babylon_Outcast	00538FAD	Babylon_mod_PowerArmor_Ultracite_LeftLeg_Material_Paint_Outcast	Outcast Paint							RecipeFilter_PowerArmor_Ultracite	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053C0BD	co_mod_PowerArmor_X01_Torso_Material_Paint_Babylon_Outcast	00538FB6	Babylon_mod_PowerArmor_X01_Torso_Material_Paint_Outcast	Outcast Paint							RecipeFilter_PowerArmor_X01	c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
0053E456	ATX_co_Clothes_Headwear_CryptidEnthusiastHat	00424FDE	ATX_Headwear_CryptidEnthusiast	Cryptid Enthusiast Hat	001F6062	Workbench_Crafting_Armor					RecipeFilter_Armor_Headwear	c_Cloth:3:		0																																					
0053E457	ATX_co_Clothes_Outfit_CryptidEnthusiastSuit	00424FE0	ATX_Clothes_CryptidEnthusiast	Cryptid Enthusiast Outfit	001F6062	Workbench_Crafting_Armor					RecipeFilter_Armor_Outfits	c_Cloth:5:		0																																					
0053E8D5	ATX_co_Armor_Raider_Skilanes_Outfit	0053E8D6	ATX_Clothes_Armor_Raider_Skilanes_Outfit	Cutthroat Outfit	001F6062	Workbench_Crafting_Armor					RecipeFilter_Armor_Outfits	c_Leather:1:COBJ_Armor_Leather|c_Steel:1:COBJ_Armor_Steel|c_Cloth:2:COBJ_Ammo_Cloth		0																																					
0053E8DA	ATX_co_Armor_Raider_Skilanes_Headwear	0053E8DB	ATX_Armor_Raider_Skilanes_Headwear	Cutthroat Helmet	001F6062	Workbench_Crafting_Armor					RecipeFilter_Armor_Headwear	c_Steel:1:COBJ_Armor_Steel|c_Cloth:1:COBJ_Ammo_Cloth		0																																					
0053F18E	ATX_workshop_co_Tables_Small_Tables	0053F18D	ATX_workshop_LL_Decorations_Small_Table		0089383D	WorkshopWorkbenchAllType						c_Wood:2:COBJ_Workshop_Wood	00492890:Babylon_WorkshopWhitelist:FLST	1	00492890:Babylon_WorkshopWhitelist:FLST																																				
005416F3	co_mod_PowerArmor_ALL_RightArm_Material_Paint_Babylon_Hellfire	005416EA	mod_PowerArmor_ALL_RightArm_Material_Paint_Babylon_Hellfire	Hellfire Prototype Paint								c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
005416F5	co_mod_PowerArmor_ALL_LeftArm_Material_Paint_Babylon_Hellfire	005416EE	mod_PowerArmor_ALL_LeftArm_Material_Paint_Babylon_Hellfire	Hellfire Prototype Paint								c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
005416F6	co_mod_PowerArmor_ALL_Helmet_Material_Paint_Babylon_Hellfire	005416F0	mod_PowerArmor_ALL_Helmet_Material_Paint_Babylon_Hellfire	Hellfire Prototype Paint								c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
005416F1	co_mod_PowerArmor_ALL_Torso_Material_Paint_Babylon_Hellfire	005416E6	mod_PowerArmor_ALL_Torso_Material_Paint_Babylon_Hellfire	Hellfire Prototype Paint								c_Oil:2:COBJ_Armor_Oil|c_Plastic:2:COBJ_Armor_Plastic|c_Steel:2:COBJ_PowerArmor_Uncommon		0																																					
