SPEL_FormID	SPEL_EDID	SPEL_FULL	SPEL_DESC	SPIT_Type	SPIT_CastType	SPIT_Delivery	SpellConditions
004B0096	SURV_Disease_GlowingPustules_OnHit	Bleeding (Glowing Pustules)		Spell	Fire and Forget	Target Actor	
004B009C	SURV_Disease_ShellShock	Shell Shock		Spell	Fire and Forget	Target Actor	
004C6B2F	SURV_Disease_SwampGas	Swamp Gas		Spell	Fire and Forget	Target Actor	
004C6B34	SURV_Disease_BuzzBrain	Buzz Brain		Spell	Fire and Forget	Target Actor	
004C6B25	SURV_Disease_SnotEar	Snot Ear		Spell	Fire and Forget	Target Actor	
004C6B2A	SURV_Disease_HeatFlashes	Heat Flashes		Spell	Fire and Forget	Target Actor	
004C6B3E	SURV_Disease_Blight	The Blight		Spell	Fire and Forget	Target Actor	
004C6B1F	SURV_Disease_FlapLimb	Flap Limb		Spell	Fire and Forget	Target Actor	
004C6B39	SURV_Disease_Woopsies	The Woopsies		Spell	Fire and Forget	Target Actor	
004C6B48	SURV_Disease_FeverClaw	Fever Claw		Spell	Fire and Forget	Target Actor	
004C6B4F	SURV_Disease_RattleHands	Rattle Hands		Spell	Fire and Forget	Target Actor	
004DEB48	zzz_TWZ09KickPerk			Ability	Constant Effect	Self	
004DF1CE	Mutation_Marsupial	Marsupial		Ability	Constant Effect	Self	
004DF1DB	Mutation_HealingFactor	Healing Factor		Ability	Constant Effect	Self	
004DF1CF	Mutation_ScalySkin	Scaly Skin		Ability	Constant Effect	Self	
004DF1E0	Mutation_SpeedDemon	Speed Demon		Ability	Constant Effect	Self	
004E1F16	Mutation_Empath	Empath		Ability	Constant Effect	Self	
004E1F14	Mutation_AdrenalReaction	Adrenal Reaction		Ability	Constant Effect	Self	
004E1F1E	Mutation_HerdMentality	Herd Mentality	-2 SPECIAL solo, +2 SPECIAL grouped	Ability	Constant Effect	Self	
004E2568	TW004StingwingHunterSpell	Stingwing Hunter	+10% Damage to Stingwings	Spell	Fire and Forget	Self	
004E254C	TW004MongrelHunterSpell	Mongrel Hunter	+10% Damage to Mongrels	Spell	Fire and Forget	Self	
004E256A	TW004RadstagHunterSpell	Radstag Hunter	+10% Damage to Radstags	Spell	Fire and Forget	Self	
004E256C	TW004SnallygasterHunterSpell	Snallygaster Hunter	+10% Damage to Snallygasters	Spell	Fire and Forget	Self	
004E256D	TW004HoneybeastHunterSpell	Honeybeast Hunter	+10% Damage to Honeybeasts	Spell	Fire and Forget	Self	
004E256E	TW004RadtoadHunterSpell	Radtoad Hunter	+10% Damage to Radtoads	Spell	Fire and Forget	Self	
004E256B	TW004RadscorpionHunterSpell	Radscorpion Hunter	+10% Damage to Radscorpions	Spell	Fire and Forget	Self	
004E2569	TW004BloodbugHunterSpell	Bloodbug Hunter	+10% Damage to Bloodbugs	Spell	Fire and Forget	Self	
004E2565	TW004YaoGuaiHunterSpell	Yao Guai Hunter	+10% Damage to Yao Guai	Spell	Fire and Forget	Self	
004E2564	TW004MirelurkHunterSpell	Mirelurk Hunter	+10% Damage to Mirelurks	Spell	Fire and Forget	Self	
004E2567	TW004SuperMutantHunterSpell	Super Mutant Hunter	+10% Damage to Super Mutants	Spell	Fire and Forget	Self	
004E2566	TW004AnglerHunterSpell	Angler Hunter	+10% Damage to Anglers	Spell	Fire and Forget	Self	
004E4017	Mutation_UnstableIsotope	Unstable Isotope		Ability	Constant Effect	Self	
004E400D	Mutation_ElectricallyCharged	Electrically Charged		Ability	Constant Effect	Self	
004E4028	Mutation_RadWalker-CUT	Rad Walker		Ability	Constant Effect	Self	
004E4006	Mutation_Chameleon	Chameleon		Ability	Constant Effect	Self	
004E4022	Mutation_PlagueWalkerDamage	Plague Walker Damage Aura		Spell	Concentration	Contact	
004E4021	Mutation_PlagueWalker	Plague Walker		Ability	Constant Effect	Self	
004E4002	Mutation_Grounded	Grounded		Ability	Constant Effect	Self	
004E4029	Mutation_RadWalkerDamage-CUT	Rad Walker Damage Aura		Spell	Concentration	Contact	
004ED9BA	MTR10RobotAbility01			Spell	Constant Effect	Self	
004F5780	Legendary_DamageConsecutiveHits_Attacker	Legendary "Furious" on attacker		Spell	Fire and Forget	Self	
004F577E	Legendary_DamageConsecutiveHits_Target	Legendary "Furious" on target		Spell	Fire and Forget	Self	
004F6AB3	crXPBonusSpell	Wisdom of the Mothman		Spell	Fire and Forget	Contact	
00505BCF	AbPerkAntiEpidemic	Anti-Epidemic		Ability	Constant Effect	Self	
00509362	abMothmanWatcherSpell	Mothman Watcher		Ability	Constant Effect	Self	
00510108	EN07_Fissure_CameraShakeSpell_Intense	Camera Shake Spell		Spell	Fire and Forget	Self	
00510106	EN07_Fissure_CameraShakeSpell	Camera Shake Spell		Spell	Fire and Forget	Self	
00518430	abMothmanDefenderSpell	Mothman Defender		Ability	Constant Effect	Self	
0051894B	EN07_FadeToWhiteSpell	Fade To White Effect		Spell	Fire and Forget	Self	
00519C65	AbAudioRaceCritterRadBeaverSoundRepeater			Ability	Constant Effect	Self	
0051ABC3	PerkFriendlyFire02Spell	Friendly Fire		Spell	Fire and Forget	Self	
0051ABC5	PerkFriendlyFire03Spell	Friendly Fire		Spell	Fire and Forget	Self	
0051B56A	WaterFEVLethalHazard	Toxic Goo		Disease	Fire and Forget	Self	
005217E9	MTNS04NightstalkerAppearImodSpell			Spell	Fire and Forget	Self	
00521924	zzz_AbMoM_GarbofMysteryBuffs	Garb of Mysteries		Ability	Constant Effect	Self	
00521937	Mom_VoiceofSet_ShockStunRobots			Spell	Fire and Forget	Contact	
00521923	zzz_AbMoM_BladeofBastetBuffs	Blade of Bastet Buffs		Ability	Constant Effect	Self	
00521A4A	ENz04_ChangeAssistanceLevelSpell_PlayerTarget	Change NPC Assistance Level		Ability	Constant Effect	Self	
0052266B	Mom_VoiceofSet_ShockRobots			Spell	Fire and Forget	Contact	
0052415A	AbPerkGoodWithSalt	Good With Salt		Ability	Constant Effect	Self	
00524148	Legendary_CloakOnMelee	Cloak On Melee		Spell	Fire and Forget	Self	
00525415	TestScorchConvert			Spell	Fire and Forget	Contact	
00526570	AbAmbushFurnitureInvisibility			Ability	Constant Effect	Self	
00526841	MTR05_CameraShakeSpell	Camera Shake Spell		Spell	Fire and Forget	Self	
00527F73	Legendary_OnBlockBurnSpell	Burn DoT		Spell	Fire and Forget	Contact	
00527F80	Legendary_OnMeleeHitBurnSpell	Burn DoT		Spell	Fire and Forget	Contact	
00527F91	Legendary_CritsHealTeamSpell	Medic Legendary		Spell	Fire and Forget	Self	
00527F89	Legendary_VampireRegen	Vampire Health Regen		Spell	Fire and Forget	Self	
005281BC	Legendary_DebuffDamageSpell	Debuff Damage Output		Spell	Fire and Forget	Self	
00529A01	Legendary_FreezeSpell	CryoFreeze		Spell	Fire and Forget	Contact	
005299F3	Legendary_KnockbackSpell	Knockback		Spell	Fire and Forget	Self	
0052BDAD	zzz_AbPerkOrdnanceExpress	Ordnance Express		Ability	Constant Effect	Self	
0052BDA0	zzz_AbPerkBandolier	Bandolier		Ability	Constant Effect	Self	
0052BDAE	AbPerkPackinLight	Packin Light		Ability	Constant Effect	Self	
0052BDB0	zzz_AbPerkSturdyFrame	Sturdy Frame		Ability	Constant Effect	Self	
0052BDB2	zzz_AbPerkTravelingPharmacy	Traveling Pharmacy		Ability	Constant Effect	Self	
0052BD9E	zzz_AbPerkBearArms	Bear Arms		Ability	Constant Effect	Self	
0052BDB1	zzz_AbPerkThruHiker	Thru Hiker		Ability	Constant Effect	Self	
0052BDA2	zzz_AbPerkBatteriesIncluded	Batteries Included		Ability	Constant Effect	Self	
0052BDAF	zzz_AbPerkPackRat	Pack Rat		Ability	Constant Effect	Self	
005303FF	AbPowerArmorPerk_Excavator	Excavator Bonuses		Ability	Constant Effect	Self	
00530B93	EN02_RadarBlastSpell01			Spell	Fire and Forget	Self	
00530CF5	MSilo_ReactorRadiationHazard	Deadly Radiation		Spell	Concentration	Contact	
001A7C52	zzzLegendary_OnBlockRadiationSpell	Radiation Damage		Spell	Fire and Forget	Contact	
001A7DBA	Legendary_FrenzySpell	Frenzy		Spell	Fire and Forget	Contact	
001A7C9F	Legendary_OnBlockElectricSpell	Electric Damage		Spell	Fire and Forget	Contact	
0016F043	abUnderArmor_Casual_Buffs	Under Armor		Ability	Constant Effect	Self	
0016F064	abUnderArmor_BOS_Buffs	Under Armor		Ability	Constant Effect	Self	
0016EFD7	abUnderArmor_Enclave_Buffs	Under Armor		Ability	Constant Effect	Self	
0016EFC6	abUnderArmor_Raider_Buffs	Under Armor		Ability	Constant Effect	Self	
0016EFCF	abUnderArmor_Marine_Buffs	Under Armor		Ability	Constant Effect	Self	
0016EFAD	abUnderArmor_VaultSuit_Buffs	Vault suit		Ability	Constant Effect	Self	
0014CEE0	ScorchBeast_Transition	Poison		Spell	Fire and Forget	Self	
0004A334	RadiationTriggerToken	Token Radiation		Spell	Concentration	Contact	
0004A35A	RadiationTriggerLight	Light Radiation		Spell	Concentration	Contact	
0004A692	RadiationTriggerStrong	Strong Radiation		Spell	Concentration	Contact	
0004A335	RadiationTriggerDeadly	Deadly Radiation		Spell	Concentration	Contact	
00049665	CoolingTowerTriggerSpell	Cooling Tower Steam		Spell	Concentration	Contact	
0025BF4C	AbPerkSquadManeuvers	Squad Maneuvers		Ability	Constant Effect	Self	
0033D108	ScentAttractorMeatSpell	Attraction to Meat		Spell	Fire and Forget	Contact	
0006F7D3	SURV_Disease_ScorchedPlague	Scorched Plague		Ability	Constant Effect	Self	
00379E16	Magazine_Holotape_GrognakSpell	Grognak & the Ruby Ruins		Spell	Fire and Forget	Self	
003792AA	Magazine_Holotape_ZetaInvadersSpell	Zeta Invaders		Spell	Fire and Forget	Self	
0037A7B3	Magazine_Holotape_NukatapperSpell	Nukatapper		Spell	Fire and Forget	Self	
0037A6A0	Magazine_Holotape_AutomatronSpell	Automatron		Spell	Fire and Forget	Self	
0037A7B2	Magazine_Holotape_AtomicCommandSpell	Atomic Command 1		Spell	Fire and Forget	Self	
00379E18	Magazine_Holotape_PipfallSpell	Pipfall		Spell	Fire and Forget	Self	
0037954E	Magazine_Holotape_WasteladSpell	Wastelad		Spell	Fire and Forget	Self	
0037954C	Magazine_Holotape_RedMenaceSpell	Red Menace		Spell	Fire and Forget	Self	
00050E8B	SURV_Disease_SpellToCastOnChance_ToxicAir_DamageHealth	Toxic Air		Spell	Fire and Forget	Target Actor	
00520BD2	zzz_AbPerkGladiatorMaster	Gladiator Master		Ability	Constant Effect	Self	
00520BDA	AbPerkSluggerMaster	Heavy Hitter		Ability	Constant Effect	Self	
00520BD1	AbPerkGladiatorExpert	Meat Mincer		Ability	Constant Effect	Self	
00520BDB	AbPerkSluggerExpert	Knee-Capper		Ability	Constant Effect	Self	
003B7723	AbAudioRaceFireflySoundRepeater			Ability	Constant Effect	Self	
004E102C	zzz_AbMoM_GarbofMysteries_Description	Garb of Mysteries		Ability	Constant Effect	Self	
004E102A	zzz_AbMoM_BladeofBastet_Description	Blade of Bastet		Ability	Constant Effect	Self	
004E102B	AbMoM_VoiceofSet_Description	Voice of Set		Ability	Constant Effect	Self	
0052EC2D	CB02_CandyBucket_Spell	Candy Bucket		Ability	Constant Effect	Self	
002C5FDF	crFlatwoodsMonsterTeleportOutSpell	Teleport Out		Spell	Fire and Forget	Self	
0037D0AD	AbVertibotRace			Ability	Constant Effect	Self	
0037D173	AbAddLegendaryItem	AbLegendaryCreature		Ability	Constant Effect	Self	
0037D1C5	RadtoadEggMineLaunchSpell	Radtoad Egg Mine Launch Spell		Spell	Fire and Forget	Aimed	
003C75C4	SURV_Disease_JellyFingers	Jelly Fingers		Spell	Fire and Forget	Target Actor	
003C75CE	Trap_Disease_RattleHands_Spell			Spell	Fire and Forget	Target Actor	
003C75B8	SURV_Disease_NeedleSpine	Needle Spine		Spell	Fire and Forget	Target Actor	
003C75CA	Trap_Disease_NeedleSpine_Spell			Spell	Fire and Forget	Target Actor	
003C75CC	Trap_Disease_FeverClaw_Spell			Spell	Fire and Forget	Target Actor	
003C75BE	SURV_Disease_LockJoint	Lock Joint		Spell	Fire and Forget	Target Actor	
003C9B99	PerkBloodyMessSpell	Bloody Mess		Spell	Fire and Forget	Self	
003CA1B9	AssaultronHead_SelfRadDMGSpell	Assaultron Rad Damage		Spell	Fire and Forget	Self	
003DC39F	AbTWZ05Reward	Mirelurk Marauder		Ability	Constant Effect	Self	
00386ACD	Mutation_TalonsBleedSpell	Bleed		Spell	Fire and Forget	Contact	
005119FB	CritUltracite			Spell	Fire and Forget	Self	
00511B74	AbRaceVertibird	Vertibird Abilities		Ability	Constant Effect	Self	
003C7B93	MTNM03_ZenSpell03	Zen Mastery Lvl 3		Spell	Fire and Forget	Contact	
003C7B92	MTNM03_ZenSpell02	Zen Mastery Lvl 2		Spell	Fire and Forget	Contact	
003C7B95	MTNM03_ZenSpell_Reward_01	Zen Mastery Lvl 1		Spell	Fire and Forget	Contact	
003C7B97	MTNM03_ZenSpell_Reward_03	Zen Mastery Lvl 3		Spell	Fire and Forget	Contact	
003C7B91	MTNM03_ZenSpell01	Zen Mastery Lvl 1		Spell	Fire and Forget	Contact	
003C7B94	MTNM03_ZenSpell04	Zen Mastery Lvl 4		Spell	Fire and Forget	Contact	
003C7B96	MTNM03_ZenSpell_Reward_02	Zen Mastery Lvl 2		Spell	Fire and Forget	Contact	
003C7B98	MTNM03_ZenSpell_Reward_04	Zen Mastery Lvl 4		Spell	Fire and Forget	Contact	
003C852B	crFlatwoodsMonsterAddToFactionSpell	Flatwoods Monster Add to Faction		Spell	Concentration	Contact	
003C852C	FlatwoodsMonsterCloakSpell	Flatwoods Monster Cloak		Ability	Constant Effect	Self	
003A1015	TW009UnionProtection			Ability	Constant Effect	Self	
003A1016	TW009ConfederateProtection			Ability	Constant Effect	Self	
003D012C	Mutation_PlagueWalkerDamageSuper	Plague Walker Damage Aura (Super)		Spell	Concentration	Contact	
0050B499	AbAmbushFurnitureScorched			Ability	Constant Effect	Self	
0050C049	RS03_Inoculation_InoculationSpell	Scorched Plague Inoculation		Spell	Fire and Forget	Contact	
0050CA63	AbPerkInspirational	Inspirational		Ability	Constant Effect	Self	
0050CA62	DetectLifeClientSpell	Detect Life		Spell	Fire and Forget	Self	
0050CD15	SURV_WellTunedSpell	Well Tuned		Spell	Fire and Forget	Self	
0050CD17	SURV_RestoreHealth_RestingSpell	Resting		Ability	Constant Effect	Self	
0050DCC9	SURV_AddRadsOnWaterCollect	Add Rads When Collecting Water		Spell	Fire and Forget	Self	
004F9A39	zzz_PerkAdrenalineOnKillSpell	Adrenaline		Spell	Fire and Forget	Self	
004FACCF	AbPerkChemFiend	Chem Fiend		Ability	Constant Effect	Self	
004FB1BD	abFlatwoodsMonsterWatcherSpell	Flatwoods Monster Watcher		Ability	Constant Effect	Self	
004FB641	CB_WatogaRobotAbility	Decrement Pop Counter OnDeath		Spell	Constant Effect	Self	
004FCB61	SCORE_Lunchbox_ThirstSpell	To-Go Punch		Spell	Fire and Forget	Self	
004FCB5F	SCORE_Lunchbox_RobotsSpell	Noisemaker		Spell	Fire and Forget	Self	
004FCB57	SCORE_Lunchbox_CarryCapacitySpell	Gift Bag		Spell	Fire and Forget	Self	
004FCB5C	SCORE_Lunchbox_JumpAbility	Balloons!	Some pop in your step! 	Ability	Constant Effect	Self	
004FCB5D	SCORE_Lunchbox_MutantsSpell	Fingertrap		Spell	Fire and Forget	Self	
004FCB58	SCORE_Lunchbox_CreaturesSpell	Plastic Animals		Spell	Fire and Forget	Self	
004FCB5B	SCORE_Lunchbox_HungerSpell	So Much Cake	Too full!	Spell	Fire and Forget	Self	
004FCB5E	SCORE_Lunchbox_RadResistSpell	Antacids		Spell	Fire and Forget	Self	
004FCB62	SCORE_Lunchbox_XPSpell	Very Well Rested		Spell	Fire and Forget	Self	
004FD932	SCORE_Lunchbox_PerkConfettiEffectSpell	Confetti Mess		Spell	Fire and Forget	Self	
004FD931	SCORE_Lunchbox_ConfettiSpell	Confetti Mess		Spell	Fire and Forget	Self	
00432C8D	FF05_Reward_ResistFoodRadsSpell	Resist Food Rads		Spell	Fire and Forget	Self	
00432C8F	FF06_Reward_ResistFoodRadsSpell	Improved Food Healing		Spell	Fire and Forget	Self	
00432C89	FF01_Reward_ResistPoisonSPell	Resist Poison		Spell	Fire and Forget	Self	
00432FC0	zzz_RECLAIM_ThirstSpellEffect	To-Go Punch		Spell	Constant Effect	Self	
0043342B	LC052_CameraShakeSpell	Camera Shake Spell		Spell	Fire and Forget	Self	
0043342C	LC052_CameraShakeSpellIntense	Camera Shake Spell		Spell	Fire and Forget	Self	
0043430E	PerkInjector02Spell	Injector		Spell	Fire and Forget	Self	
0043430F	PerkInjector03Spell	Injector		Spell	Fire and Forget	Self	
0043479D	BoSZ04_AntiScorched_Spell	Anti-Scorched Damage		Spell	Fire and Forget	Contact	
004347B0	abBossLootDrop_Large_Dynamic	Boss Loot Drop		Ability	Constant Effect	Self	
004347AE	abBossLootDrop_Small_Dynamic	Boss Loot Drop Small		Ability	Constant Effect	Self	
004347AF	abBossLootDrop_Medium_Dynamic	Boss Loot Drop Medium		Ability	Constant Effect	Self	
00437AE0	Mutation_ChameleonOnAttackFlag_Spell	Chameleon On Attack Flag		Spell	Fire and Forget	Self	
00437FEE	Wanted_DebtorsDisease_Spell	Bankruptcy Penalty		Spell	Fire and Forget	Target Actor	
00439184	EN07_ApplySmokeVisualEffectSpell_NukeC	Apply Smoke Visual Effect - Nuke C		Spell	Fire and Forget	Self	
00439177	EN07_ApplySmokeVisualEffectSpell_NukeA	Apply Smoke Visual Effect - Nuke A		Spell	Fire and Forget	Self	
00439178	EN_CameraShakeSpell	Camera Shake Spell		Spell	Fire and Forget	Self	
0043917F	EN07_ApplyBlastVisualEffectSpell_NukeB	Apply Blast Visual Effect		Spell	Fire and Forget	Self	
00439183	EN07_ApplyBlastVisualEffectSpell_NukeC	Apply Blast Visual Effect		Spell	Fire and Forget	Self	
00439180	EN07_ApplySmokeVisualEffectSpell_NukeB	Apply Smoke Visual Effect - Nuke B		Spell	Fire and Forget	Self	
0043C729	AbRaceRadFrog	Rad Frog Abilities		Ability	Constant Effect	Self	
0043C72A	AbRaceRadSquirrel	Radsquirrel  Abilities		Ability	Constant Effect	Self	
0043C723	AbRaceFirefly	Firefly Abilities		Ability	Constant Effect	Self	
0043C728	AbRaceRadBeaver	Rad Beaver Abilities		Ability	Constant Effect	Self	
0043C724	AbRaceFox	Fox Abilities		Ability	Constant Effect	Self	
0043C725	AbRaceOpossum	Opossum Abilities		Ability	Constant Effect	Self	
0043C727	AbRaceOwlet	Owlet Abilities		Ability	Constant Effect	Self	
0043C726	AbRaceMothman	Mothman Abilities		Ability	Constant Effect	Self	
0043CEFE	PerkTargetDebuffSpell	Perk Debuffs		Spell	Fire and Forget	Self	
0043E187	SCORE_Lunchbox_Balloon_Applier	Balloons!		Spell	Fire and Forget	Self	
004503B9	TrapBearTrapBleedingHitSpell			Spell	Fire and Forget	Target Actor	
004503BA	TrapBearTrapHitSpell			Spell	Fire and Forget	Target Actor	
00450ADF	AbEpicCreature_RestoreHealth_Trigger	Rage Heal Trigger		Ability	Constant Effect	Self	
00450AE1	AbEpicCreature_RestoreHealth	Rage Heal		Spell	Fire and Forget	Self	
0045110F	AbPerkFullCharge	Power User		Ability	Constant Effect	Self	
004869F8	crScorchBeastQueen_DamageReduction	ScorchBeastQueen Specific Buffs		Ability	Constant Effect	Self	
004874FF	EN07_ApplySoundCategorySpell	Apply Nuke Sound Category Spell		Spell	Fire and Forget	Self	
0047759E	PerkRadSpongeHealSpell	Heal Radiation		Spell	Fire and Forget	Self	
004787D1	E01B_Herd_CameraShakeSpell	Camera Shake Spell		Spell	Fire and Forget	Self	
00479D51	AbRaceSheepsquatch			Ability	Constant Effect	Self	
0047B270	E01B_Herd_PerkCooldownSpell	Herd Cooldown		Spell	Constant Effect	Self	
0047F579	Nukashine_Blackout	Nukashine Blackout	You're blacking out!	Spell	Fire and Forget	Self	
0047C2EB	AbSpotlightWeekly	Spotlight Week 1		Ability	Constant Effect	Self	
0047C2E9	AbWeeklySpotlight	Spotlight Week		Ability	Constant Effect	Self	
00454127	Nukashine_Hangover	Nukashine Hangover		Spell	Fire and Forget	Self	
00454D58	SFS09_Habitat_RadiationHazardStrong	Strong Radiation		Spell	Concentration	Contact	
00454D59	SFS09_Habitat_RadiationHazardDeadly	Deadly Radiation		Spell	Concentration	Contact	
0045DE04	RobotOnFire	Robot On Fire		Spell	Fire and Forget	Contact	
00464923	REObjectTS08_ReducePerception			Ability	Constant Effect	Self	
0046548A	V94_StranglerHeartAcidSpell	Strangler Acid Cloud		Spell	Concentration	Contact	
0045455A	CryoSlowEffectSpell_Stage1	Chilled		Ability	Constant Effect	Contact	
0045455B	zzz_CryoSlowEffectSpell_Stage2	Frosted		Ability	Constant Effect	Contact	
0045455C	CryoSlowEffectSpell_Stage3	Frozen		Ability	Constant Effect	Contact	
0046983D	Alcohol_HangoverMild	Mild Hangover		Spell	Fire and Forget	Self	
00469858	TickBloodTequila_FoodRegen	Gain Food On Melee Damage		Spell	Fire and Forget	Self	
00469855	TickBloodTequila_DiseaseChance	Disease Chance		Spell	Fire and Forget	Self	
00469848	FirecrackerWhiskey_BurnOnHit	Firecracker Whiskey Burn		Spell	Fire and Forget	Contact	
0046984C	FirecrackerWhiskey_BurnSelf	Firecracker Whiskey Burn		Spell	Fire and Forget	Contact	
0046985A	TickBloodTequila_HealthRegen	Drink Blood		Spell	Fire and Forget	Self	
0046984A	FirecrackerWhiskey_BurnOnTouch	Firecracker Whiskey Burn		Spell	Fire and Forget	Contact	
0046CF18	LemonadeHard_Hangover	Sugar Crash Hangover		Spell	Fire and Forget	Self	
003EC3E3	RadAntLager_Hangover	Rad Ant Lager Hangover		Spell	Fire and Forget	Self	
0046C7CE	Ab_Spotlight_HeavyMetal	Spotlight Ability: Heavy Metal		Ability	Constant Effect	Self	
003EE3C2	Ab_Spotlight_Unstoppable	Spotlight Ability: Unstoppable		Ability	Constant Effect	Self	
003F2370	Ab_Spotlight_ShareTheLove	Share The Love		Ability	Constant Effect	Self	
003F2376	Ab_Spotlight_LegendOfTheMothman	Legend of the Mothman		Ability	Constant Effect	Self	
003F2B94	AbRaceBrahmin			Ability	Constant Effect	Self	
003F3295	Camera_TargetingHUD_Spell	Camera Targeting HUD		Spell	Concentration	Aimed	
003F28E7	Ab_Spotlight_SpringCleaning	Spring Cleaning		Ability	Constant Effect	Self	
003F3F3E	AbPerkBloodyMess	Bloody Mess		Ability	Constant Effect	Self	
003F7FA5	E01B_Encryptid_PylonConduitSpell	Conduit		Ability	Constant Effect	Self	
0046C7D1	Ab_Spotlight_ChildsPlay	Spotlight Ability: Childs Play		Ability	Constant Effect	Self	
0046C7F8	Ab_Spotlight_TerrorInTheNight	Spotlight Ability: Terror in the night		Ability	Constant Effect	Self	
003FBAB0	Ab_Spotlight_DoubleXP	Double XP		Ability	Constant Effect	Self	
0040419B	Ab_Spotlight_DoubleXPSurvival	Double XP		Ability	Constant Effect	Self	
0040E4CF	E01B_Encryptid_AssaultronHazardSpell	Fire Hazard		Spell	Fire and Forget	Contact	
004122CB	crSheepsquatchPoisonAttack	Poison Attack		Spell	Fire and Forget	Contact	
0041557D	StimGasHealTeamSpell	Stim Gas Heal		Spell	Fire and Forget	Self	
0041A4E8	W05_MQ_003P_Muscle_PlayerPollyFireSpell	Player Uses Polly Head Spell		Ability	Constant Effect	Self	
00421216	AbAddictionFormulaP	Formula P Addiction		Addiction	Constant Effect	Self	
00425272	ToxicGin_PoisonsOnHit	Toxic Gin Poison		Spell	Fire and Forget	Contact	
0042F5D8	W05_MQR_203P_PassTimeSpell			Spell	Fire and Forget	Self	
0042F5B3	W05_MQR_203P_WinnersCup_Blackout	Winner's Cup Blackout	You're blacking out!	Spell	Fire and Forget	Self	
003EB6AE	zzz_BabylonStormHazard	Pyroclastic Storm		Disease	Fire and Forget	Self	
00511EA6	zzz_BabylonWarmthHazardSpell	Warmth		Spell	Concentration	Contact	
004500A7	zzz_AbPerkBabylonDetectTerminal	Detect Terminal		Ability	Constant Effect	Self	
004500A5	zzz_AbPerkBabylonDetectBriefcase	Detect Briefcase		Ability	Constant Effect	Self	
004500A6	zzz_AbPerkBabylonDetectPowerArmor	Detect Power Armor		Ability	Constant Effect	Self	
0045009A	zzz_AbPerkBabylonMonsterMuffler01	Monster Muffler		Ability	Constant Effect	Self	
004500AA	zzz_AbPerkBabylon_APBonus	Strength Bonus 3		Ability	Constant Effect	Self	
00479B66	zzz_AbPerkActionBoyGirl_Babylon	Action Boy/Girl		Ability	Constant Effect	Self	
00479B73	zzz_AbPerkLifeGiver_Babylon	Life Giver		Ability	Constant Effect	Self	
00479B7A	zzz_AbPerkRefractor_Babylon	Refractor		Ability	Constant Effect	Self	
00479B7F	zzz_AbPerkSturdyFrame_Babylon	Sturdy Frame		Ability	Constant Effect	Self	
00479B71	zzz_AbPerkIronclad_Babylon	Ironclad		Ability	Constant Effect	Self	
00479B72	zzz_AbPerkIronFist_Babylon	Iron Fist		Ability	Constant Effect	Self	
00479B74	zzz_AbPerkLockAndLoad_Babylon	Lock and Load		Ability	Constant Effect	Self	
00479B75	zzz_AbPerkMartialArtist_Babylon	Martial Artist		Ability	Constant Effect	Self	
00479B6E	zzz_AbPerkGunRunner_Babylon	Gun Runner		Ability	Constant Effect	Self	
00479B7B	zzz_AbPerkRiflemanMaster_Babylon	Master Non-Auto Rifle Damage		Ability	Constant Effect	Self	
00479B80	zzz_AbPerkThruHiker_Babylon	Thru Hiker		Ability	Constant Effect	Self	
00479B6D	zzz_AbPerkGuerrillaMaster_Babylon	Master Guerrilla		Ability	Constant Effect	Self	
00479B77	zzz_AbPerkPackinLight_Babylon	Packin Light		Ability	Constant Effect	Self	
00479B78	zzz_abPerkRadResistant_Babylon	Radiation Resistance		Ability	Constant Effect	Self	
00479B6C	zzz_AbPerkGrenadier_Babylon	Glow Sight		Ability	Constant Effect	Self	
00479B6F	zzz_AbPerkGunslingerMaster_Babylon	Master Gunslinger		Ability	Constant Effect	Self	
00479B6B	zzz_AbPerkGladiatorMaster_Babylon	1H Melee Damage		Ability	Constant Effect	Self	
00479B69	zzz_AbPerkCommandoMaster_Babylon	Master Auto Rifle Damage		Ability	Constant Effect	Self	
00479B7E	zzz_AbPerkStrongBack_Babylon	Strong Back		Ability	Constant Effect	Self	
00479B81	zzz_AbPerkTravelingPharmacy_Babylon	Traveling Pharmacy		Ability	Constant Effect	Self	
00479B6A	zzz_AbPerkDemolitionExpert_Babylon	Explosive Damage		Ability	Constant Effect	Self	
00479B83	zzz_PerkSpiritualHealer_Babylon	Spiritual Healer		Spell	Fire and Forget	Self	
00479B70	zzz_AbPerkHeavyGunnerMaster_Babylon	Master Heavy Gun Damage		Ability	Constant Effect	Self	
00479B67	zzz_AbPerkBearArms_Babylon	Bear Arms		Ability	Constant Effect	Self	
00479B7C	zzz_AbPerkScattershot_Babylon	Scattershot		Ability	Constant Effect	Self	
00479B7D	zzz_AbPerkShotgunnerMaster_Babylon	Master Shotgun Damage		Ability	Constant Effect	Self	
00479B84	zzz_PerkTargetDebuffSpell_Babylon	Perk Debuffs	This spell is a hack for all perks that need to use the "Apply Combat Hit Spell" to place a spell on the target you are attacking. Unhelpfully, only one instance of that perk entry point is allowed to work at the same time, making perks override each other. Therefore they must all cast this single spell, which has conditions to determine which affects to apply. Yeah... 	Spell	Fire and Forget	Self	
00479B76	zzz_AbPerkOrdnanceExpress_Babylon	Ordnance Express		Ability	Constant Effect	Self	
00479B79	zzz_AbPerkRadSponge_Babylon	Rad Sponge		Ability	Constant Effect	Self	
