QuestFormID	QuestEDID	QuestName	AliasIndex	AliasID	AliasName	AliasLabel	AliasKind	AliasFlags	FillLinks	Conditions	Scripts
002B477F	EN06_Pres	Event: Race for the Presidency	143	66	ActiveEndorsementSite	Alias	Loc	Optional ; Stores Text			
002B477F	EN06_Pres	Event: Race for the Presidency	145	70	ActiveEndorsementPrinters	Alias	RefCol	Optional	Keyword=0035C94D:EN06_ActiveEndorsementPrinterKeyword:KYWD		
002B477F	EN06_Pres	Event: Race for the Presidency	147	69	ActiveEndorsements	Alias	RefCol	Optional ; Quest Object			
002B477F	EN06_Pres	Event: Race for the Presidency	148	13	DepositSite01	Alias	Loc	Stores Text		10000000|1.000000|LocationHasRefType|00 00 00|00 00|EN06_VoteCounterRefType [LCRT:002B48F8]|00 00 00 00|0|-1|Subject|	
002B477F	EN06_Pres	Event: Race for the Presidency	149	36	BallotCounterObjSite01	Alias	Ref	Optional ; Allow Reuse in Quest	ALRT=0035C914:EN06_DepositSiteObjMarkerRefType:LCRT		
002B477F	EN06_Pres	Event: Race for the Presidency	151	14	BallotCountersSiteOne01	Alias	RefCol	Optional ; Allow Reuse in Quest	ALRT=002B48F8:EN06_VoteCounterRefType:LCRT ; Keyword=002B59BE:EN06_ActiveCounterKeyword:KYWD		
002B477F	EN06_Pres	Event: Race for the Presidency	152	34	DepositSite02	Alias	Loc	Optional ; Stores Text		10000000|1.000000|LocationHasRefType|00 00 00|00 00|EN06_VoteCounterRefType [LCRT:002B48F8]|00 00 00 00|0|-1|Subject|	
002B477F	EN06_Pres	Event: Race for the Presidency	153	37	BallotCounterObjSite02	Alias	Ref	Optional ; Allow Reuse in Quest	ALRT=002B48F8:EN06_VoteCounterRefType:LCRT		
002B477F	EN06_Pres	Event: Race for the Presidency	155	39	BallotCountersSiteOne02	Alias	RefCol	Optional ; Allow Reuse in Quest	ALRT=002B48F8:EN06_VoteCounterRefType:LCRT ; Keyword=002B59BE:EN06_ActiveCounterKeyword:KYWD		
002B477F	EN06_Pres	Event: Race for the Presidency	156	35	DepositSite03	Alias	Loc	Optional ; Stores Text		10000000|1.000000|LocationHasRefType|00 00 00|00 00|EN06_VoteCounterRefType [LCRT:002B48F8]|00 00 00 00|0|-1|Subject|	
002B477F	EN06_Pres	Event: Race for the Presidency	157	38	BallotCounterObjSite03	Alias	Ref	Optional ; Allow Reuse in Quest	ALRT=002B48F8:EN06_VoteCounterRefType:LCRT		
002B477F	EN06_Pres	Event: Race for the Presidency	159	40	BallotCountersSiteOne03	Alias	RefCol	Optional ; Allow Reuse in Quest	ALRT=002B48F8:EN06_VoteCounterRefType:LCRT ; Keyword=002B59BE:EN06_ActiveCounterKeyword:KYWD		
002B477F	EN06_Pres	Event: Race for the Presidency	161	15	BallotSpawns	Alias	RefCol	Flags	ALRT=002B4900:EN06_BallotSpawnRefType:LCRT		
002B477F	EN06_Pres	Event: Race for the Presidency	163	19	ActiveEnemies	Alias	RefCol	Optional			
002B477F	EN06_Pres	Event: Race for the Presidency	164	20	VoteLeader	Alias	Ref	Optional ; Stores Text			
002B477F	EN06_Pres	Event: Race for the Presidency	165	21	VoteCount02	Alias	Ref	Optional ; Stores Text			
002B477F	EN06_Pres	Event: Race for the Presidency	166	22	VoteCount03	Alias	Ref	Optional ; Stores Text			
002B477F	EN06_Pres	Event: Race for the Presidency	167	23	VoteCount04	Alias	Ref	Optional ; Stores Text			
002B477F	EN06_Pres	Event: Race for the Presidency	168	24	VoteCount05	Alias	Ref	Optional ; Stores Text			
002B477F	EN06_Pres	Event: Race for the Presidency	170	71	PlayersWithEndorsements	Alias	RefCol	Optional			
002B477F	EN06_Pres	Event: Race for the Presidency	171	72	WatogaCivicCenter	Alias	Loc	Reserves Location/Reference ; Optional ; Allow Reserved ; Allow Cleared	ALFL=00073D7C:LocCranberryWatogaCivicCenterExteriorLocation:LCTN		
002B477F	EN06_Pres	Event: Race for the Presidency	173	73	DeabteHandScanners	Alias	RefCol	Optional	ALRT=002B5B59:EN06_Debate_HandScannerRefType:LCRT		
002B477F	EN06_Pres	Event: Race for the Presidency	174	75	WatogaCCMapMarker	Alias	Ref	Optional	ALRT=0002271F:MapMarkerRefType:LCRT		
002B477F	EN06_Pres	Event: Race for the Presidency	176	80	VictorsCollection	Alias	RefCol	Optional	Keyword=0013A921:EN06_VictorKeyword:KYWD		
002B477F	EN06_Pres	Event: Race for the Presidency	177	103	DepositSiteNearestEndorsement	Alias	Loc	Allow Reuse in Quest		10000000|1.000000|LocationHasRefType|00 00 00|00 00|EN06_VoteCounterRefType [LCRT:002B48F8]|00 00 00 00|0|-1|Subject| ; 10000000|1.000000|LocationHasRefType|00 00 00|00 00|EN06_DepositSiteObjMarkerRefType [LCRT:0035C914]|00 00 00 00|0|-1|Subject|	
002B477F	EN06_Pres	Event: Race for the Presidency	179	105	VoteCountersNearEndorsement	Alias	RefCol	Allow Reuse in Quest	ALRT=002B48F8:EN06_VoteCounterRefType:LCRT		
002B477F	EN06_Pres	Event: Race for the Presidency	180	106	EndorsementDepositSiteObj	Alias	Ref	Allow Reuse in Quest	ALRT=0035C914:EN06_DepositSiteObjMarkerRefType:LCRT		
002B477F	EN06_Pres	Event: Race for the Presidency	181	123	Ava	Alias	Ref	External Alias - Linked	ALEQ=002B477E:EN06_Master:QUST		
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	0	67	BurningMineLocation	Alias	Loc	Optional	ALFL=00004019:LocMTRBurningMineLocation:LCTN		
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	1	29	OBrien	Alias	Ref	Optional ; Unknown 31	ALUA=003CAC80:MTR11_OBrien:NPC_		
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	2	30	Marker_OBrienStart	Alias	Ref	Optional			
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	3	52	Marker_Panel01_Checkpoint0	Alias	Ref	Optional			
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	4	47	Marker_Panel01_Checkpoint1	Alias	Ref	Optional			
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	5	31	Marker_Panel01	Alias	Ref	Optional			
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	6	50	Marker_Panel02_Checkpoint01	Alias	Ref	Optional			
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	7	53	Marker_Panel02_Checkpoint02	Alias	Ref	Optional			
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	8	35	Marker_Panel02	Alias	Ref	Optional			
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	9	40	Marker_Panel03_Checkpoint01	Alias	Ref	Optional			
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	10	41	Marker_Panel03_Checkpoint02	Alias	Ref	Optional			
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	11	37	Marker_Panel03_Checkpoint03	Alias	Ref	Optional			
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	12	36	Marker_Panel03	Alias	Ref	Optional			
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	13	54	Marker_xBoss_Start	Alias	Ref	Optional			
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	14	55	Marker_xBoss_HidingSpot	Alias	Ref	Optional			
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	15	56	Marker_xBoss_End	Alias	Ref	Optional			
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	16	48	SpawnCenter_Panel01_Checkpoint01	Alias	Ref	Optional			
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	17	34	SpawnCenter_Panel01	Alias	Ref	Optional	ALFR=003CACA0::REFR		
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	18	49	SpawnCenter_Panel02_Checkpoint01	Alias	Ref	Optional			
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	19	38	SpawnCenter_Panel02	Alias	Ref	Optional			
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	20	51	SpawnCenter_Panel03_Checkpoint02	Alias	Ref	Optional			
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	21	39	SpawnCenter_Panel03	Alias	Ref	Optional			
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	23	42	Enemies_Panel01	Alias	RefCol	Optional	ALFC=003CAC77:MTR11_EnemyFaction:FACT ; ALPC=003CAC8A:MTR11_EnemyRunUp_Package:PACK		
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	25	43	Enemies_Panel02	Alias	RefCol	Optional	ALFC=003CAC77:MTR11_EnemyFaction:FACT ; ALPC=003CAC85:MTR11_EnemyRunUp_Package02:PACK		
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	27	44	Enemies_Panel03	Alias	RefCol	Optional	ALFC=003CAC77:MTR11_EnemyFaction:FACT ; ALPC=003CAC94:MTR11_EnemyRunUp_Package03:PACK		
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	28	45	BossSpawn	Alias	Ref	Optional			
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	29	46	Boss	Alias	Ref	Optional ; Initially Disabled ; Create Ref - Temp	ALCO=00075338:LvlDeathclaw:NPC_ ; ALFC=003CAC77:MTR11_EnemyFaction:FACT		
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	31	57	players	Alias	RefCol	Optional			
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	32	58	MTR11_KillBox	Alias	Ref	Optional ; Allow Disabled			
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	33	59	Outside_SpawnArea	Alias	Ref	Optional	ALFR=003D42B6:MTR11_Outside_SpawnCenter:REFR		
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	34	60	AutoMinerA	Alias	Ref	Optional			
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	35	62	AutoMinerC	Alias	Ref	Optional			
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	36	61	AutoMinerB	Alias	Ref	Optional			
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	37	65	HiddenItem_1_Location	Alias	Ref	Optional ; Create Ref - Temp	ALRT=003D00EA:MTR11_LocCollectable_1:LCRT		
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	38	69	HiddenItem_2_Location	Alias	Ref	Optional ; Create Ref - Temp	ALRT=003D00EB:MTR11_LocCollectable_2:LCRT		
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	39	74	HiddenItem_3_Location	Alias	Ref	Optional ; Create Ref - Temp	ALRT=003D00EC:MTR11_LocCollectable_3:LCRT		
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	40	75	HiddenItem_4_Location	Alias	Ref	Optional ; Create Ref - Temp	ALRT=003D00ED:MTR11_LocCollectable_4:LCRT		
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	41	76	HiddenItem_5_Location	Alias	Ref	Optional ; Create Ref - Temp	ALRT=003D00EE:MTR11_LocCollectable_5:LCRT		
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	42	68	HiddenItem_1	Alias	Ref	Optional ; Quest Object ; Initially Disabled ; Create Ref - Temp	ALCO=003D00E9:MTR11_KoboldCollectable:MISC		
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	43	70	HiddenItem_2	Alias	Ref	Optional ; Quest Object ; Initially Disabled ; Create Ref - Temp	ALCO=003D00E9:MTR11_KoboldCollectable:MISC		
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	44	71	HiddenItem_3	Alias	Ref	Optional ; Quest Object ; Initially Disabled ; Create Ref - Temp	ALCO=003D00E9:MTR11_KoboldCollectable:MISC		
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	45	72	HiddenItem_4	Alias	Ref	Optional ; Quest Object ; Initially Disabled ; Create Ref - Temp	ALCO=003D00E9:MTR11_KoboldCollectable:MISC		
002B7C4D	MTR11_Delve	Event: A Mine of Her Own	46	73	HiddenItem_5	Alias	Ref	Optional ; Quest Object ; Initially Disabled ; Create Ref - Temp	ALCO=003D00E9:MTR11_KoboldCollectable:MISC		
002D64EE	FF11_Raid	Activity: Collision Course	1	10	FF11_Players	Alias	RefCol	Optional			
002D64EE	FF11_Raid	Activity: Collision Course	2	12	MorgantownAirfield	Alias	Loc	Flags	ALFL=001157B8:LocForestMorgantownAirportLocation:LCTN		
002D64EE	FF11_Raid	Activity: Collision Course	3	0	SpawnCenterCloseMarker	Alias	Ref	Flags	ALFR=00054298:FF11_Raid_SandboxCenterRef:REFR		
002D64EE	FF11_Raid	Activity: Collision Course	4	9	SpawnCenterFarMarker	Alias	Ref	Flags	ALFR=0005429C:FF11_Raid_SpawnCenterFarRef:REFR		
002D64EE	FF11_Raid	Activity: Collision Course	6	21	NearbyScorched	Alias	RefCol	Optional ; Matching Ref - Actors Only	ALRT=0044D50D:FF11ScorchedNearbyReftype:LCRT ; Keyword=0044D50C:FF11ScorchedNearbyKeyword:KYWD		
002D64EE	FF11_Raid	Activity: Collision Course	8	5	Wave01	Alias	RefCol	Optional	ECOR=0043D197:EWS_HoldPositionLinkCustom01List:FLST ; Keyword=0005D5E6:LinkCustom01:KYWD ; ALSP=008A6031:crEnemyNormalization_Events_NormalEnemy_Spell:SPEL ; ALPC=00558DF1:FF11_Raid_CustomSandbox:PACK		
002D64EE	FF11_Raid	Activity: Collision Course	10	2	Wave02	Alias	RefCol	Optional	ECOR=0043D197:EWS_HoldPositionLinkCustom01List:FLST ; Keyword=0005D5E6:LinkCustom01:KYWD ; ALSP=008A6031:crEnemyNormalization_Events_NormalEnemy_Spell:SPEL ; ALPC=00558DF1:FF11_Raid_CustomSandbox:PACK		
002D64EE	FF11_Raid	Activity: Collision Course	12	3	Wave03	Alias	RefCol	Optional	ECOR=0043D197:EWS_HoldPositionLinkCustom01List:FLST ; Keyword=0005D5E6:LinkCustom01:KYWD ; ALSP=008A6031:crEnemyNormalization_Events_NormalEnemy_Spell:SPEL ; ALPC=00558DF1:FF11_Raid_CustomSandbox:PACK		
002D64EE	FF11_Raid	Activity: Collision Course	14	14	Wave04	Alias	RefCol	Optional	ECOR=0043D197:EWS_HoldPositionLinkCustom01List:FLST ; Keyword=0005D5E6:LinkCustom01:KYWD ; ALSP=008A6031:crEnemyNormalization_Events_NormalEnemy_Spell:SPEL ; ALPC=00558DF1:FF11_Raid_CustomSandbox:PACK		
002D64EE	FF11_Raid	Activity: Collision Course	16	15	Wave05	Alias	RefCol	Optional	ECOR=0043D197:EWS_HoldPositionLinkCustom01List:FLST ; Keyword=0005D5E6:LinkCustom01:KYWD ; ALSP=008A6031:crEnemyNormalization_Events_NormalEnemy_Spell:SPEL ; ALPC=00558DF1:FF11_Raid_CustomSandbox:PACK		
002D64EE	FF11_Raid	Activity: Collision Course	18	16	Wave06	Alias	RefCol	Optional	Keyword=0005D5E6:LinkCustom01:KYWD ; ALPC=004FCD82:SandboxLinkCustom01512WithWanderingWeaponsDrawn:PACK		
002D64EE	FF11_Raid	Activity: Collision Course	19	6	OrbitCenterpoint	Alias	Ref	Flags	ALFR=00526FA7::REFR		
002D64EE	FF11_Raid	Activity: Collision Course	20	23	VertibotSpawnPoint	Alias	Ref	Flags	ALFR=0055CCEF:FF11_Raid_VertibotSpawn:REFR		
002D64EE	FF11_Raid	Activity: Collision Course	21	7	AirDropContainer	Alias	Ref	Optional			
002D64EE	FF11_Raid	Activity: Collision Course	22	8	AirDropVertibot	Alias	Ref	Initially Disabled ; Create Ref - Temp	ALCO=00004049:SQ_AirDropVertibot:NPC_ ; Keyword=001090F5:SQLinkOrbit:KYWD ; ALFC=00106C30:PlayerAllyFaction:FACT		
002D64EE	FF11_Raid	Activity: Collision Course	24	13	Turrets	Alias	RefCol	Optional ; Allow Destroyed	ALRT=00346ACB:FF11_Turret:LCRT ; ALFC=00106C30:PlayerAllyFaction:FACT		
002D64EE	FF11_Raid	Activity: Collision Course	25	17	EventCenterMarker	Alias	Ref	Flags	ALFR=002D64FA:FF11_Raid_CenterMarker:REFR		
002D64EE	FF11_Raid	Activity: Collision Course	26	18	Event_Root	Alias	Ref	Flags	ALFR=001D3AC0:FF11_Raid_EventRoot_MorgantownAirfield:REFR		
002D64EE	FF11_Raid	Activity: Collision Course	28	20	BossWaveRefColl01	Alias	RefCol	Optional			
002D64EE	FF11_Raid	Activity: Collision Course	30	19	BossWaveRefColl02	Alias	RefCol	Optional			
002D64EE	FF11_Raid	Activity: Collision Course	31	22	FlareMortar	Alias	Ref	Flags	ALFR=00557264:FF11_FlareMortar:REFR		
00304A39	FSS01_Trap	Activity: It's a Trap	0	14	TrapLocationChoice	Alias	Ref	Optional ; Allow Reuse in Quest	ALFF=003DA755:fss01_traploc:LCRT		
00304A39	FSS01_Trap	Activity: It's a Trap	1	27	TrapLocationQP	Alias	Ref	Optional ; Allow Reuse in Quest		10000000|1.000000|GetEventData|00 00 00|00 00|GetValue:Value2|NULL - Null Reference [00000000]|0|-1|Subject|	
00304A39	FSS01_Trap	Activity: It's a Trap	2	15	TrapLocationActual	Alias	Ref	Allow Reuse in Quest ; Forced by Aliases			
00304A39	FSS01_Trap	Activity: It's a Trap	3	16	ParentLocation	Alias	Loc	Allow Reuse in Quest ; Stores Text ; Allow Reserved ; Allow Cleared ; Unknown 25			
00304A39	FSS01_Trap	Activity: It's a Trap	4	19	ScorchBeastSpawnLoc	Alias	Ref	Flags	ALRT=00359E94:FSS01_SBSpawnMarkerLoc:LCRT		
00304A39	FSS01_Trap	Activity: It's a Trap	5	11	ScorchBeastSpawnActual	Alias	Ref	Forced by Aliases			
00304A39	FSS01_Trap	Activity: It's a Trap	6	6	SpawnCenterLoc	Alias	Ref	Flags	ALRT=0013AC74:FSS01_Trap_SpawnCenter:LCRT		
00304A39	FSS01_Trap	Activity: It's a Trap	7	21	SpawnCenterActual	Alias	Ref	Forced by Aliases			
00304A39	FSS01_Trap	Activity: It's a Trap	8	1	LureLoc	Alias	Ref	Flags	ALRT=003DA762:fss01_lureloc:LCRT		
00304A39	FSS01_Trap	Activity: It's a Trap	9	22	LureActual	Alias	Ref	Forced by Aliases			
00304A39	FSS01_Trap	Activity: It's a Trap	10	24	LandingLoc	Alias	Ref	Flags	ALRT=003DA761:fss01_landingloc:LCRT		
00304A39	FSS01_Trap	Activity: It's a Trap	11	23	LandingLocActual	Alias	Ref	Forced by Aliases			
00304A39	FSS01_Trap	Activity: It's a Trap	12	26	ArrivalTrigger	Alias	Ref	Flags	ALRT=00359E92:FSS01_LocationTrigger:LCRT		
00304A39	FSS01_Trap	Activity: It's a Trap	13	25	ArrivalTriggerActual	Alias	Ref	Forced by Aliases			
00304A39	FSS01_Trap	Activity: It's a Trap	15	0	players	Alias	RefCol	Optional ; Allow Dead			
00304A39	FSS01_Trap	Activity: It's a Trap	16	10	Scorchbeast	Alias	Ref	Create Ref - Temp	ALCO=0035AD57:FSS01_ScorchBeast:NPC_ ; Keyword=0024320E:POST_GQ_PlayerKillerDisallowed:KYWD ; ALSP=008A6032:crEnemyNormalization_Events_BossEnemy_Spell:SPEL ; ALFC=0013BC9D:FSS01_Enemies:FACT		
00304A39	FSS01_Trap	Activity: It's a Trap	18	9	Enemies	Alias	RefCol	Optional	Keyword=0024320E:POST_GQ_PlayerKillerDisallowed:KYWD ; ALSP=008A6031:crEnemyNormalization_Events_NormalEnemy_Spell:SPEL ; ALFC=0013BC9D:FSS01_Enemies:FACT		
00311433	BoSr01	Event: Line in the Sand	1	0	players	Alias	RefCol	Optional			
00311433	BoSr01	Event: Line in the Sand	2	1	SonicGenerator	Alias	Ref	Allow Dead ; Allow Reserved ; Allow Destroyed ; Unknown 31	ALFR=00311441::REFR ; ALFC=00311446:BoSr01_DefenseObjectsFaction:FACT		
00311433	BoSr01	Event: Line in the Sand	3	2	AlleghenyAsylumLocation	Alias	Loc	Flags	ALFL=00004143:LocCranberryAlleghenyAsylumLocation:LCTN		
00311433	BoSr01	Event: Line in the Sand	4	5	DefenseTerminal	Alias	Ref	Flags	ALFR=00311445:BoSr01_DefenseTerminalREF:REFR		
00311433	BoSr01	Event: Line in the Sand	6	6	CurrentAttackers	Alias	RefCol	Optional	Keyword=005CA05D:GenericEWS_IncludeNearby_Keyword:KYWD ; Keyword=001D025A:DMP_Sandbox_WeaponOut:KYWD ; ALFC=00311447:BoSr01_AttackersFaction:FACT ; ALPC=0063DAF1:BoSr01_TravelToGeneratorPackage:PACK		
00311433	BoSr01	Event: Line in the Sand	7	7	SpawnCenter	Alias	Ref	Flags	ALFR=00311449:BoSr01_SpawnCenter_Scorched:REFR		
00311433	BoSr01	Event: Line in the Sand	9	8	Scorchbeasts	Alias	RefCol	Optional	ALFC=00311447:BoSr01_AttackersFaction:FACT ; ALPC=00311448:BoSr01_AttackGeneratorPackage:PACK		
00311433	BoSr01	Event: Line in the Sand	10	9	SpawnCenterCB	Alias	Ref	Flags	ALFR=0035A295:BoSr01_SpawnCenter_ScorchBeast:REFR		
00311433	BoSr01	Event: Line in the Sand	11	10	DefenseRadio	Alias	Ref	Flags	ALFR=0035A360:BoSr01_DefenseRadioTransmitterREF:REFR		
00311433	BoSr01	Event: Line in the Sand	12	11	QP_root	Alias	Ref	Flags	ALFR=003C303D:BoSr01_Line_EventRoot_FortDefianceEXT:REFR		
00311433	BoSr01	Event: Line in the Sand	14	14	FriendlyTurrets	Alias	RefCol	Allow Dead ; Allow Disabled ; Allow Destroyed ; Unknown 31	ALRT=004FDF19:BoSr01TurretLocRef:LCRT ; ALFC=00311446:BoSr01_DefenseObjectsFaction:FACT		
00311433	BoSr01	Event: Line in the Sand	16	15	Aliens	Alias	RefCol	Optional	ALSP=00623876:E07B_Invaders_TeleportSpell:SPEL		
00311433	BoSr01	Event: Line in the Sand	17	16	TurretASAM	Alias	Ref	Flags	ALRT=00679A9B:BoSr01_TurretASAM_LCRT:LCRT		
0031307F	BoSZ03	Activity: Distant Thunder	0	3	TargetLocation	Alias	Loc	Allow Reserved ; Unknown 25		10000000|1.000000|LocationHasRefType|00 00 00|00 00|BoSz03TargetLocRefType [LCRT:00313085]|00 00 00 00|0|-1|Subject|	
0031307F	BoSZ03	Activity: Distant Thunder	1	4	TargetMarker	Alias	Ref	Flags	ALRT=00313085:BoSz03TargetLocRefType:LCRT		
0031307F	BoSZ03	Activity: Distant Thunder	2	11	BlastMarker	Alias	Ref	Create Ref - Temp	ALCO=00031811:xMarkerxFlagOrange:STAT		
0031307F	BoSZ03	Activity: Distant Thunder	4	2	ScorchedEnemies	Alias	RefCol	Reserves Location/Reference ; Optional ; Create Ref - Temp	ALCO=0031B1FF:LvlScorchedRanged:NPC_ ; Keyword=00378EB4:BoSz03_QuestActiveKeyword:KYWD ; Keyword=0003085E:RELinkSandbox:KYWD ; ALSP=008A6031:crEnemyNormalization_Events_NormalEnemy_Spell:SPEL ; ALPC=003B5886:BoSz03SandboxNearSpawnLocation:PACK		
0031307F	BoSZ03	Activity: Distant Thunder	6	6	TaggedEnemies	Alias	RefCol	Optional			
0031307F	BoSZ03	Activity: Distant Thunder	8	7	players	Alias	RefCol	Optional ; Unknown 25	Keyword=00378EB4:BoSz03_QuestActiveKeyword:KYWD		
0031307F	BoSZ03	Activity: Distant Thunder	9	9	AlleghenyAsylum	Alias	Loc	Allow Reserved ; Allow Cleared	ALFL=00004143:LocCranberryAlleghenyAsylumLocation:LCTN		
0031307F	BoSZ03	Activity: Distant Thunder	11	10	Artillery	Alias	RefCol	Allow Disabled ; Allow Destroyed	ALRT=000E61C3:WorkshopArtilleryRefType:LCRT		
00320E08	MTR04_Dross	Daily: Dross Toss	0	4	CamdenParkLocation	Alias	Loc	Flags	ALFL=00019041:LocMTRCamdenParkLocation:LCTN		
00320E08	MTR04_Dross	Daily: Dross Toss	1	0	Player	Alias	Ref	Allow Dead	Keyword=00320E93:MTR04_ChowActive:KYWD	10010000|1.000000|GetEventData|00 00 00|00 00|GetIsID:Keyword1|MTR04_DrossStart [KYWD:00320E95]|0|-1|Subject| ; 00110100|SQ_TimestampToday [GLOB:00117B42]|GetValue|00 00 00|00 00|DailyQuestAVRegionMTR04Dross [AVIF:0034ADA9]|00 00 00 00|0|-1|Subject|	
00320E08	MTR04_Dross	Daily: Dross Toss	2	2	AttendantBot	Alias	Ref	Flags	ALUA=00320E8D:MTR04_Zach:NPC_		
00320E08	MTR04_Dross	Daily: Dross Toss	3	3	BoothTrigger	Alias	Ref	Flags	ALRT=00320EA9:MTR04_DrossTriggerLoc:LCRT		
00320E08	MTR04_Dross	Daily: Dross Toss	5	19	DrossTriggers	Alias	RefCol	Flags	ALRT=00518900:MTR04_DrossContainer:LCRT		
00320E08	MTR04_Dross	Daily: Dross Toss	6	21	LeftTire	Alias	Ref	Allow Reuse in Quest	ALRT=00320E69:mtr04_DrossContainer1Loc:LCRT		
00320E08	MTR04_Dross	Daily: Dross Toss	7	22	CenterTire	Alias	Ref	Allow Reuse in Quest	ALRT=00342E54:mtr04_DrossContainer2Loc:LCRT		
00320E08	MTR04_Dross	Daily: Dross Toss	8	23	RightTire	Alias	Ref	Allow Reuse in Quest	ALRT=00342E55:mtr04_DrossContainer3Loc:LCRT		
00320E08	MTR04_Dross	Daily: Dross Toss	9	24	DrossActivator	Alias	Ref	Flags	ALFR=004E20BD::REFR		
00320E09	MTR04_Chow	Daily: The Chow Line	0	4	CamdenParkLocation	Alias	Loc	Flags	ALFL=00019041:LocMTRCamdenParkLocation:LCTN		
00320E09	MTR04_Chow	Daily: The Chow Line	1	0	Player	Alias	Ref	Allow Dead	Keyword=00320E93:MTR04_ChowActive:KYWD	10010000|1.000000|GetEventData|00 00 00|00 00|GetIsID:Keyword1|MTR04_ChowStart [KYWD:00320E92]|0|Reference 3|Event Data| ; 00100100|SQ_TimestampToday [GLOB:00117B42]|GetValue|00 00 00|00 00|DailyQuestAVRegionMTR04Chow [AVIF:0034ADAA]|00 00 00 00|0|-1|Subject|	
00320E09	MTR04_Chow	Daily: The Chow Line	2	2	AttendantBot	Alias	Ref	Flags	ALUA=00320E8E:MTR04_Zoe:NPC_		
00320E09	MTR04_Chow	Daily: The Chow Line	3	3	BoothTrigger	Alias	Ref	Flags	ALRT=00320EA0:MTR04_ChowTriggerLoc:LCRT		
00320E09	MTR04_Chow	Daily: The Chow Line	4	8	PaperTowels	Alias	Ref	Flags	ALFR=004E23DA::REFR		
00320E09	MTR04_Chow	Daily: The Chow Line	6	10	Hotdogs	Alias	RefCol	Allow Disabled	ALRT=0019A2CF:MTR04_ChowHotdogLoc:LCRT		
00320E0A	MTR04_Lucky	Daily: Lucky Mucker	0	4	CamdenParkLocation	Alias	Loc	Flags	ALFL=00019041:LocMTRCamdenParkLocation:LCTN		
00320E0A	MTR04_Lucky	Daily: Lucky Mucker	1	0	Player	Alias	Ref	Allow Dead	Keyword=00320E93:MTR04_ChowActive:KYWD	10010000|1.000000|GetEventData|00 00 00|00 00|GetIsID:Keyword1|MTR04_LuckyStart [KYWD:00320E98]|0|-1|Subject| ; 00110100|SQ_TimestampToday [GLOB:00117B42]|GetValue|00 00 00|00 00|DailyQuestAVRegionMTR04Lucky [AVIF:0034ADAB]|00 00 00 00|0|-1|Subject|	
00320E0A	MTR04_Lucky	Daily: Lucky Mucker	2	2	AttendantBot	Alias	Ref	Flags	ALUA=00320E8C:MTR04_Zeke:NPC_		
00320E0A	MTR04_Lucky	Daily: Lucky Mucker	3	3	BoothTrigger	Alias	Ref	Flags	ALRT=00320EAB:MTR04_LuckyTriggerLoc:LCRT		
00320E0A	MTR04_Lucky	Daily: Lucky Mucker	4	10	EndTrigger	Alias	Ref	Flags	ALRT=00320E4A:MTR04_LuckyEndTriggerLoc:LCRT		
00320E0A	MTR04_Lucky	Daily: Lucky Mucker	5	6	CarouselCart	Alias	Ref	Quest Object	ALRT=00320E46:MTR04_LuckyCarouselCartLoc:LCRT		
