ACTI_FormID	ACTI_EDID	ACTI_FULL	XALG_Flags	CanBeInstanced	KeywordCount	KW_1	KW_2	KW_3	KW_4	KW_5	KW_6	PropCount	Prop_1_AV	Prop_1_Val	Prop_1_Curve	Prop_2_AV	Prop_2_Val	Prop_2_Curve	Prop_3_AV	Prop_3_Val	Prop_3_Curve	Prop_4_AV	Prop_4_Val	Prop_4_Curve	Prop_5_AV	Prop_5_Val	Prop_5_Curve	Prop_6_AV	Prop_6_Val	Prop_6_Curve	VMAD_ScriptCount	VMAD_Scripts
0059BCCA	F1_SurvivalTent_Xmas_ColoredLights_Blink	Colored Lights - Blinking			1	0004455B:WorkshopStartPoweredOn:KYWD						1	WorkshopItemClampDirection	1.000000	NULL - Null Reference [00000000]																0	
0059BCCB	F1_SurvivalTent_Xmas_RedWhiteLights_Solid	Red and White Lights			1	0004455B:WorkshopStartPoweredOn:KYWD						1	WorkshopItemClampDirection	1.000000	NULL - Null Reference [00000000]																0	
0059CA4B	zzzFestive_Workshop_HolidayGiftTree	Holiday Gift Tree			2	003F51E4:PlayerDispenserKeyword:KYWD	00401011:DisplayCaseNoItemStacksKeyword:KYWD					1	WorkshopRatingPopulation	1.000000	NULL - Null Reference [00000000]																0	
0059D182	BloodEagleSpotterAlarmActivator	Default Dummy			0							0																			2	BloodEagleSpotterAlarmActivatorScript::LinkCustom01=0005D5E6:LinkCustom01:KYWD##BloodEagleSpotterAlarmActivatorScript::LinkCustom02=0005D5E7:LinkCustom02:KYWD##BloodEagleSpotterAlarmActivatorScript::LinkCustom03=0005D5E8:LinkCustom03:KYWD##BloodEagleSpotterAlarmActivatorScript::LinkCustom04=0005D5FE:LinkCustom04:KYWD##DefaultTriggerEncounterWaveScript::EncounterTypeKeyword=00587A23:WaveKeyword_BloodEagleSpotterAlarm:KYWD##DefaultTriggerEncounterWaveScript::QuestIDKeyword=0018D157:EWS_TriggerWaveKeyword:KYWD##DefaultTriggerEncounterWaveScript::StageToSet=10##DefaultTriggerEncounterWaveScript::tracechannel=EncounterWave
0059D2C5	Vault79_BiometricsBlockerTrigger				1	003968AC:ClientSpecificCollision:KYWD						0																			0	
0059D532	Vault79_LaserGrid01Inv				1	003968AC:ClientSpecificCollision:KYWD						0																			1	LaserGridScript::DisableAccessRestrictions=00382706:DisableAccessRestrictions:GLOB
0059D35D	ATX_WinterColoredLightsOvalOn_Ceiling	Holiday Oval Lights - Ceiling	Premium		1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopItemClampDirection	1.000000	NULL - Null Reference [00000000]																0	
0059E323	Vault79_RaRaSoundMarker				0							0																			1	Vault79RaRaVentSoundScript::mySound=0059E663:QSTBuriedTreasureVentCrawlA:SNDR##Vault79RaRaVentSoundScript::RaRaDustFXKeyword=0059F58D:RaRaDustFXKeyword:KYWD
0059ED47	W05_MQ_101P_VaccinatedActivator	Nuka-Cola Vaccinated			0							0																			0	
0059ED49	W05_MQ_101P_BloodActivator	Nuka-Cola My Blood's In It			0							0																			0	
0059ED48	W05_MQ_101P_ScorchedActivator	Nuka-Cola Scorched			0							0																			0	
0059EAC8	ATX_Fireplace_Winter_Electro2000	Winter Fireplace Electro 2000	Premium		0							0																			1	Default2StateActivator::DefaultAutoCloseDelay=002C76A1:DefaultAutoCloseDelay:GLOB##Default2StateActivator::TwoStateCollisionKeyword=001051E5:TwoStateCollisionKeyword:KYWD
0059F658	E06_Colossus_Crate	Explosive Crate			0							0																			1	OnActivateCastSpell::SelfCast=False##OnActivateCastSpell::SpellToCast=0009253D:RadiationHazardStrong:SPEL
0059F71E	E06_Colossus_KillTrigger				0							0																			1	DefaultRefKillTriggerScript::bKillPlayersOnly=False##DefaultRefKillTriggerScript::DeathQuest_CorpseInaccessible=00432FC3:DeathQuest_CorpseInaccessible:AVIF
0059F71F	E06_Colossus_InvisibleActivator	Meat Pile			0							0																			0	
0059FCE7	Vault79_MachineSoundSpeaker				0							0																			1	Vault79_MachineSoundScript::mySound=0059F854:AMBVault79VaultOneshotALP:SNDR
005A004E	ToggleButton_NoName				1	0052B545:AllowNonActorToAnimateOnServer:KYWD						0																			1	ToggleButtonScript::closeAnim=TurnOff01##ToggleButtonScript::DefaultAutoCloseDelay=002C76A1:DefaultAutoCloseDelay:GLOB##ToggleButtonScript::openAnim=TurnOn01##ToggleButtonScript::SetClosedAnim=JumpOff01##ToggleButtonScript::SetOpenAnim=JumpOn01##ToggleButtonScript::ToggleButtonInactiveMessage=0019DF83:ToggleButtonInactiveMessage:MESG##ToggleButtonScript::TwoStateCollisionKeyword=001051E5:TwoStateCollisionKeyword:KYWD
0059FFFD	Winter_Icicle_Lights	Icicle Lights			1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopItemClampDirection	1.000000	NULL - Null Reference [00000000]																0	
005A0382	TrapPunjiSpikeBoard03_NoName				1	00186401:ObjectTypeTrap:KYWD						0																			1	TrapPunji::CanHitAtStart=True##TrapPunji::damage=7##TrapPunji::DiseaseSpell=003B9848:Trap_Disease_BoneWorms_Spell:SPEL##TrapPunji::fControllerRumbleDuration=2.000000##TrapPunji::hitFX=000311DE:BowieKnife:WEAP##TrapPunji::NoDisarm=True##TrapPunji::SelfDamageOnHit=2.000000##TrapPunji::SoundArray=0011DA27:TRPFloorWoodBreakA:SNDR|0011018D:DLC02TRPImpactSpringVsFlesh:SNDR|00110186:DLC02TRPImpactSpringVsMetal:SNDR##TrapPunji::soundLevel=1##TrapPunji::TrapDisarmXPReward=0022499C:TrapDisarmXPReward:GLOB##TrapPunji::TrapMessageCannotDisarm=0020CE31:TrapMessageCannotDisarm:MESG##TrapPunji::TrapMessageDisarm=003A9100:TrapMessageDisarm:MESG##TrapPunji::TrapMessageTrigger=003A9116:TrapMessageTrigger:MESG
005A0383	WL019_TrapFlamethrower			False	4	0003037E:WorkshopCanBePowered:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD	00186401:ObjectTypeTrap:KYWD	0045039F:TrapHomeDefense2:KYWD			2	Safety	3.000000	NULL - Null Reference [00000000]	Shelters_DoNotSpawnAtShelterEntranceAV	1.000000	NULL - Null Reference [00000000]													1	TrapFlamethrower::AttractHostileTime=0.000000##TrapFlamethrower::DefaultHostileDetectionActorRef=003A9160:DefaultHostileDetectionActorRef:ACHR##TrapFlamethrower::DisarmAnim=tripped##TrapFlamethrower::FiringSelfDamageTime=0.000000##TrapFlamethrower::firingTime=10.000000##TrapFlamethrower::HostileDetectionEventFaction=003A9145:HostileDetectionEventFaction:FACT##TrapFlamethrower::ReFireTime=0.000000##TrapFlamethrower::RequiredDisarmPerks=003896F7:HomeDefense02:PERK##TrapFlamethrower::SelfDamageOnFire=0.000000##TrapFlamethrower::SoundArray=000ED8A3:TRPDisarmLoTech:SNDR##TrapFlamethrower::TrapDisarmedReward=00224A4A:TrapFlamethrowerReward:LVLI##TrapFlamethrower::TrapDisarmXPReward=0022499C:TrapDisarmXPReward:GLOB##TrapFlamethrower::TrapFlamethrowerDummyCaster=005A0380:WL019_TrapFlamethrowerDummyCaster:ACTI##TrapFlamethrower::TrapMessageCannotDisarm=0020CE31:TrapMessageCannotDisarm:MESG##TrapFlamethrower::TrapMessageDisarm=003A9100:TrapMessageDisarm:MESG##TrapFlamethrower::TrapMessageTrigger=003A9116:TrapMessageTrigger:MESG##TrapFlamethrower::UseDefaultDisarm=False##TrapFlamethrower::WarnTime=0.000000##TrapFlamethrower::WorkshopDestructibleObjectFaction=0033A7E9:WorkshopDestructibleObjectFaction:FACT##TrapFlamethrower::WorkshopNoRepairKeyword=001E5DCC:WorkshopNoRepairKeyword:KYWD
005A037F	TrapPunjiSpikeBoard01_NoName				1	00186401:ObjectTypeTrap:KYWD						0																			1	TrapPunji::aiStaggerAmount=0##TrapPunji::CanHitAtStart=True##TrapPunji::damage=7##TrapPunji::DiseaseSpell=003B9848:Trap_Disease_BoneWorms_Spell:SPEL##TrapPunji::fCameraShakeAmplitude=0.100000##TrapPunji::hitFX=000311DE:BowieKnife:WEAP##TrapPunji::NoDisarm=True##TrapPunji::SelfDamageOnHit=2.000000##TrapPunji::SoundArray=0011DA27:TRPFloorWoodBreakA:SNDR|0011018D:DLC02TRPImpactSpringVsFlesh:SNDR|00110186:DLC02TRPImpactSpringVsMetal:SNDR##TrapPunji::soundLevel=1##TrapPunji::TrapDisarmXPReward=0022499C:TrapDisarmXPReward:GLOB##TrapPunji::TrapMessageCannotDisarm=0020CE31:TrapMessageCannotDisarm:MESG##TrapPunji::TrapMessageDisarm=003A9100:TrapMessageDisarm:MESG##TrapPunji::TrapMessageTrigger=003A9116:TrapMessageTrigger:MESG
005A0380	WL019_TrapFlamethrowerDummyCaster		Server Authoritative		0							1	Shelters_DoNotSpawnAtShelterEntranceAV	1.000000	NULL - Null Reference [00000000]																1	TrapFlamethrowerDummy::WorkshopTrapFlamethrowerSpell=005A03B1:WL019_WorkshopTrapFlamethrowerSpell:SPEL
005A0381	TrapPunjiSpikeBoard02_NoName				1	00186401:ObjectTypeTrap:KYWD						0																			1	TrapPunji::CanHitAtStart=True##TrapPunji::damage=7##TrapPunji::DiseaseSpell=003B9848:Trap_Disease_BoneWorms_Spell:SPEL##TrapPunji::fCameraShakeAmplitude=0.100000##TrapPunji::hitFX=000311DE:BowieKnife:WEAP##TrapPunji::NoDisarm=True##TrapPunji::SelfDamageOnHit=2.000000##TrapPunji::SoundArray=0011DA27:TRPFloorWoodBreakA:SNDR|0011018D:DLC02TRPImpactSpringVsFlesh:SNDR|00110186:DLC02TRPImpactSpringVsMetal:SNDR##TrapPunji::soundLevel=1##TrapPunji::TrapDisarmXPReward=0022499C:TrapDisarmXPReward:GLOB##TrapPunji::TrapMessageCannotDisarm=0020CE31:TrapMessageCannotDisarm:MESG##TrapPunji::TrapMessageDisarm=003A9100:TrapMessageDisarm:MESG##TrapPunji::TrapMessageTrigger=003A9116:TrapMessageTrigger:MESG
005A045E	ATX_GiantLetter_Kit_5	Giant Neon Letters - 5	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A044E	ATX_GiantLetter_Kit_P	Giant Neon Letters - P	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A0446	ATX_GiantLetter_Kit_H	Giant Neon Letters - H	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A0442	ATX_GiantLetter_Kit_D	Giant Neon Letters - D	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A0440	ATX_GiantLetter_Kit_B	Giant Neon Letters - B	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A043F	ATX_GiantLetter_Kit_A	Giant Neon Letters - A	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A046D	ATX_GiantLetter_Kit_Slash	Giant Neon Letters - Slash	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A0455	ATX_GiantLetter_Kit_W	Giant Neon Letters - W	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A046B	ATX_GiantLetter_Kit_Question	Giant Neon Letters - Question	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A0449	ATX_GiantLetter_Kit_K	Giant Neon Letters - K	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A0469	ATX_GiantLetter_Kit_Period	Giant Neon Letters - Period	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A0453	ATX_GiantLetter_Kit_U	Giant Neon Letters - U	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A0467	ATX_GiantLetter_Kit_Equals	Giant Neon Letters - Equals	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A0443	ATX_GiantLetter_Kit_E	Giant Neon Letters - E	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A0465	ATX_GiantLetter_Kit_Comma	Giant Neon Letters - Comma	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A0451	ATX_GiantLetter_Kit_S	Giant Neon Letters - S	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A0463	ATX_GiantLetter_Kit_Ampersand	Giant Neon Letters - Ampersand	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A0447	ATX_GiantLetter_Kit_I	Giant Neon Letters - I	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A0461	ATX_GiantLetter_Kit_8	Giant Neon Letters - 8	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A044F	ATX_GiantLetter_Kit_Q	Giant Neon Letters - Q	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A045F	ATX_GiantLetter_Kit_6	Giant Neon Letters - 6	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A045D	ATX_GiantLetter_Kit_4	Giant Neon Letters - 4	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A044D	ATX_GiantLetter_Kit_O	Giant Neon Letters - O	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A045B	ATX_GiantLetter_Kit_2	Giant Neon Letters - 2	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A0445	ATX_GiantLetter_Kit_G	Giant Neon Letters - G	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A0459	ATX_GiantLetter_Kit_0	Giant Neon Letters - 0	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A044B	ATX_GiantLetter_Kit_M	Giant Neon Letters - M	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A0457	ATX_GiantLetter_Kit_Y	Giant Neon Letters - Y	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A0441	ATX_GiantLetter_Kit_C	Giant Neon Letters - C	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A046C	ATX_GiantLetter_Kit_Quote	Giant Neon Letters - Quote	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A0454	ATX_GiantLetter_Kit_V	Giant Neon Letters - V	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A0468	ATX_GiantLetter_Kit_Exclamation	Giant Neon Letters - Exclamation	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A0448	ATX_GiantLetter_Kit_J	Giant Neon Letters - J	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A0464	ATX_GiantLetter_Kit_Apostrophe	Giant Neon Letters - Apostrophe	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A0450	ATX_GiantLetter_Kit_R	Giant Neon Letters - R	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A0460	ATX_GiantLetter_Kit_7	Giant Neon Letters - 7	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A045C	ATX_GiantLetter_Kit_3	Giant Neon Letters - 3	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A044C	ATX_GiantLetter_Kit_N	Giant Neon Letters - N	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A0458	ATX_GiantLetter_Kit_Z	Giant Neon Letters - Z	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A0444	ATX_GiantLetter_Kit_F	Giant Neon Letters - F	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A046A	ATX_GiantLetter_Kit_Plus	Giant Neon Letters - Plus	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A0452	ATX_GiantLetter_Kit_T	Giant Neon Letters - T	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A0462	ATX_GiantLetter_Kit_9	Giant Neon Letters - 9	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A045A	ATX_GiantLetter_Kit_1	Giant Neon Letters - 1	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A044A	ATX_GiantLetter_Kit_L	Giant Neon Letters - L	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A0466	ATX_GiantLetter_Kit_Dash	Giant Neon Letters - Dash	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A0456	ATX_GiantLetter_Kit_X	Giant Neon Letters - X	Premium	False	1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																0	
005A0635	ATX_FireHydrant_OldFashioned_Blue	Old Fashioned Blue Fire Hydrant	Premium		2	0022262C:WaterFountainTypeDirty:KYWD	0052B545:AllowNonActorToAnimateOnServer:KYWD					2	WorkshopPlacementRestrictToDirtAV	1.000000	NULL - Null Reference [00000000]	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]													1	WaterSourceActivatorScript::DefaultAutoCloseDelay=002C76A1:DefaultAutoCloseDelay:GLOB##WaterSourceActivatorScript::DrinkingSpell=00024FBF:WaterRadiationDrinkingDirty:SPEL##WaterSourceActivatorScript::NPCHumanDrinkHandLoop=0005C3D1:NPCHumanDrinkHandLoop:SNDR##WaterSourceActivatorScript::TwoStateCollisionKeyword=001051E5:TwoStateCollisionKeyword:KYWD
005A0636	ATX_FireHydrant_OldFashioned_Gold	Old Fashioned Gold Fire Hydrant	Premium		2	0022262C:WaterFountainTypeDirty:KYWD	0052B545:AllowNonActorToAnimateOnServer:KYWD					2	WorkshopPlacementRestrictToDirtAV	1.000000	NULL - Null Reference [00000000]	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]													1	WaterSourceActivatorScript::DefaultAutoCloseDelay=002C76A1:DefaultAutoCloseDelay:GLOB##WaterSourceActivatorScript::DrinkingSpell=00024FBF:WaterRadiationDrinkingDirty:SPEL##WaterSourceActivatorScript::NPCHumanDrinkHandLoop=0005C3D1:NPCHumanDrinkHandLoop:SNDR##WaterSourceActivatorScript::TwoStateCollisionKeyword=001051E5:TwoStateCollisionKeyword:KYWD
005A0632	ATX_FireHydrant_OldFashioned	Old Fashioned Fire Hydrant	Premium		2	0022262C:WaterFountainTypeDirty:KYWD	0052B545:AllowNonActorToAnimateOnServer:KYWD					2	WorkshopPlacementRestrictToDirtAV	1.000000	NULL - Null Reference [00000000]	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]													1	WaterSourceActivatorScript::DefaultAutoCloseDelay=002C76A1:DefaultAutoCloseDelay:GLOB##WaterSourceActivatorScript::DrinkingSpell=00024FBF:WaterRadiationDrinkingDirty:SPEL##WaterSourceActivatorScript::NPCHumanDrinkHandLoop=0005C3D1:NPCHumanDrinkHandLoop:SNDR##WaterSourceActivatorScript::TwoStateCollisionKeyword=001051E5:TwoStateCollisionKeyword:KYWD
005A066E	ATX_Light_Wall_Klaxon	Klaxon Wall Light	Premium		1	0003037E:WorkshopCanBePowered:KYWD						0																			0	
005A0E4A	WL049_BossChestTrap				0							0																			1	WL049_TensionTrap::LinkCustom01=0005D5E6:LinkCustom01:KYWD##WL049_TensionTrap::LinkCustom02=0005D5E7:LinkCustom02:KYWD
005A0A77	ATX_NeonSignHeart	Pink Neon Heart Sign	Premium		1	0003037E:WorkshopCanBePowered:KYWD						0																			0	
005A0A78	ATX_NeonSignHeart_Red	Red Neon Heart Sign	Premium		1	0003037E:WorkshopCanBePowered:KYWD						0																			0	
005A1022	WL021_DisabledLaserGridGeoOnly				2	003968AC:ClientSpecificCollision:KYWD	0052B545:AllowNonActorToAnimateOnServer:KYWD					0																			1	MSiloLaserGridScript::DefaultAutoCloseDelay=002C76A1:DefaultAutoCloseDelay:GLOB##MSiloLaserGridScript::isOpen=True##MSiloLaserGridScript::TwoStateCollisionKeyword=001051E5:TwoStateCollisionKeyword:KYWD
005A11A3	zzzATX_WorkshopPlayerVendingMachine_Winter	Halloween Vending Machine	Premium		3	0003037E:WorkshopCanBePowered:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD	003EEC7A:PlayerVendingMachineKeyword:KYWD				2	PowerRequired	3.000000	NULL - Null Reference [00000000]	WorkshopRatingPopulation	1.000000	NULL - Null Reference [00000000]													0	
005A11E4	ColossusBlood1024ExtDUPLICATE000				0							0																			0	
005A13C0	W05_Beckett_AtFrankyTrigger				0							0																			1	BoSSetStageTriggerScript::pBoSQuest=005A05DE:COMP_Quest_Outro_Full_Beckett:QUST##BoSSetStageTriggerScript::pStageToSet=650
005A1A8B	TestJoshMoretto_TireActivator	Old Tire			0							0																			0	
005A1A8C	TestJoshMoretto_BooksActivator	Stack of Books			0							0																			0	
005A1F04	W05_MQS_201P_SafeRoomLoudspeaker				0							0																			0	
005A1F23	W05_MQR_203p_DoorActivatorEntrance	Arena Entrance			0							0																			0	
005A1F9B	W05_MQR_205P_SecurityCollisionTrigger				0							0																			0	
005A17DE	ATX_WorkshopPlayerVendingMachine_WinterDUPLICATE000	Winter Vending Machine	Premium		3	0003037E:WorkshopCanBePowered:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD	003EEC7A:PlayerVendingMachineKeyword:KYWD				2	PowerRequired	3.000000	NULL - Null Reference [00000000]	WorkshopRatingPopulation	1.000000	NULL - Null Reference [00000000]													0	
005A18C7	ATX_Refrigerator_Freezer_TheCooler	The Cooler	Premium		2	00401011:DisplayCaseNoItemStacksKeyword:KYWD	005621F7:Workbench_Crafting_Refrigerator:KYWD					2	WorkshopRatingPopulation	1.000000	NULL - Null Reference [00000000]	SURV_FoodSpoilageRateMult	-0.500000	NULL - Null Reference [00000000]													0	
005A1B8A	ATX_Refrigerator_Freezer_NukaCola	Nuka-Cola Cooler	Premium		2	00401011:DisplayCaseNoItemStacksKeyword:KYWD	005621F7:Workbench_Crafting_Refrigerator:KYWD					2	WorkshopRatingPopulation	1.000000	NULL - Null Reference [00000000]	SURV_FoodSpoilageRateMult	-0.500000	NULL - Null Reference [00000000]													0	
005A205E	W05_MQA_206P_Ventilation_Button	Button			1	0052B545:AllowNonActorToAnimateOnServer:KYWD						0																			1	Default1StateActivator::=
005A20AF	COMP_Beckett_Outro_CommentTrigger				0							0																			1	COMP_CommentTriggerScript::InstancedQuest=005A05DE:COMP_Quest_Outro_Full_Beckett:QUST##COMP_CommentTriggerScript::SubtypeToSay=
005A20E8	W05_MQ_002P_Radical_WorkshopCraneRadioTransmitter_PostQuest	Crane Treasure Hunting Inc. Sign			3	0003037E:WorkshopCanBePowered:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD	001CD02B:BlockPlayerActivation:KYWD				2	PowerRequired	1.000000	NULL - Null Reference [00000000]	W05_MQ_002P_Radical_TransmitterResource	1.000000	NULL - Null Reference [00000000]													1	WorkshopObjectScript::bAllowPlayerAssignment=False
005A2165	TestJoshMoretto_DepositActivator	Dropbox			0							0																			0	
005A23D5	TestJoshMoretto_ButtonActivator	Suspicious Red Button			0							0																			0	
005A2432	ATX_NukaColaLamp	Nuka-Cola Projection Lamp	Premium		1	0003037E:WorkshopCanBePowered:KYWD						0																			0	
005A248F	SFL02_Track_IDCardReader	Dyer Chemical Sewers			1	0052B545:AllowNonActorToAnimateOnServer:KYWD						0																			1	IDCardReaderScript::DisableAccessRestrictions=00382706:DisableAccessRestrictions:GLOB##IDCardReaderScript::idCard=00029058:SFL02_Track_DyerChemIDCard:KEYM##IDCardReaderScript::IDCardReaderMessageFailConditions=004DDE80:IDCardReaderMessageFailConditions:MESG##IDCardReaderScript::IDCardReaderMessageLockdown=00047FD1:IDCardReaderMessageLockdown:MESG##IDCardReaderScript::IDCardReaderMessageNeedsCard=000EEB73:IDCardReaderMessageNeedsCard:MESG##IDCardReaderScript::OBJKeyCardActivateFail=00197504:OBJKeyCardActivateFail:SNDR##IDCardReaderScript::RequiresAccessConditions=False##IDCardReaderScript::shouldActivateAsActivatingPlayer=True##IDCardReaderScript::shouldAutoReset=True
005A2490	W05_MQR_203p_DoorActivatorExit	Locker Room			0							0																			0	
005A2534	COMP_AllyForager_SpawnTrigger				0							0																			1	COMP_AllyPermanentSpawnMarkerScript::=
005A262A	W05_MQR_205P_TurnOffSecurityTurretsTrigger				0							0																			0	
005A270D	W05_Crater_AudienceTrigger				0							0																			0	
