SPEL_FormID	SPEL_EDID	EffectIndex	CondIndex	Type_Raw	Operator	AndOr	RunOn	Function	Param1	Param2	Param3	CompareValue	Reference	Condition
004E4029	Mutation_RadWalkerDamage-CUT	1	2	10000000	=	AND	Subject	IsSpellTarget	NULL - Null Reference [00000000]	00 00 00 00		0.000000	0	Subject.IsSpellTarget(NULL - Null Reference [00000000], 00 00 00 00) = 0.000000 AND
004E4029	Mutation_RadWalkerDamage-CUT	2	0	01000000	>	AND	Target	GetValue	Rads "Rads" [AVIF:000002E1]	00 00 00 00		200.000000	0	Target.GetValue(Rads "Rads" [AVIF:000002E1], 00 00 00 00) > 200.000000 AND
004E4029	Mutation_RadWalkerDamage-CUT	2	1	10100000	<=	AND	Target	GetValue	Rads "Rads" [AVIF:000002E1]	00 00 00 00		300.000000	0	Target.GetValue(Rads "Rads" [AVIF:000002E1], 00 00 00 00) <= 300.000000 AND
004E4029	Mutation_RadWalkerDamage-CUT	2	2	10000000	=	AND	Subject	IsSpellTarget	NULL - Null Reference [00000000]	00 00 00 00		0.000000	0	Subject.IsSpellTarget(NULL - Null Reference [00000000], 00 00 00 00) = 0.000000 AND
004E4029	Mutation_RadWalkerDamage-CUT	3	0	01000000	>	AND	Target	GetValue	Rads "Rads" [AVIF:000002E1]	00 00 00 00		300.000000	0	Target.GetValue(Rads "Rads" [AVIF:000002E1], 00 00 00 00) > 300.000000 AND
004E4029	Mutation_RadWalkerDamage-CUT	3	1	10100000	<=	AND	Target	GetValue	Rads "Rads" [AVIF:000002E1]	00 00 00 00		400.000000	0	Target.GetValue(Rads "Rads" [AVIF:000002E1], 00 00 00 00) <= 400.000000 AND
004E4029	Mutation_RadWalkerDamage-CUT	3	2	10000000	=	AND	Subject	IsSpellTarget	NULL - Null Reference [00000000]	00 00 00 00		0.000000	0	Subject.IsSpellTarget(NULL - Null Reference [00000000], 00 00 00 00) = 0.000000 AND
004E4029	Mutation_RadWalkerDamage-CUT	4	0	01000000	>	AND	Target	GetValue	Rads "Rads" [AVIF:000002E1]	00 00 00 00		400.000000	0	Target.GetValue(Rads "Rads" [AVIF:000002E1], 00 00 00 00) > 400.000000 AND
004E4029	Mutation_RadWalkerDamage-CUT	4	1	10100000	<=	AND	Target	GetValue	Rads "Rads" [AVIF:000002E1]	00 00 00 00		500.000000	0	Target.GetValue(Rads "Rads" [AVIF:000002E1], 00 00 00 00) <= 500.000000 AND
004E4029	Mutation_RadWalkerDamage-CUT	4	2	10000000	=	AND	Subject	IsSpellTarget	NULL - Null Reference [00000000]	00 00 00 00		0.000000	0	Subject.IsSpellTarget(NULL - Null Reference [00000000], 00 00 00 00) = 0.000000 AND
004E4029	Mutation_RadWalkerDamage-CUT	5	0	01000000	>	AND	Target	GetValue	Rads "Rads" [AVIF:000002E1]	00 00 00 00		500.000000	0	Target.GetValue(Rads "Rads" [AVIF:000002E1], 00 00 00 00) > 500.000000 AND
004E4029	Mutation_RadWalkerDamage-CUT	5	1	10100000	<=	AND	Target	GetValue	Rads "Rads" [AVIF:000002E1]	00 00 00 00		600.000000	0	Target.GetValue(Rads "Rads" [AVIF:000002E1], 00 00 00 00) <= 600.000000 AND
004E4029	Mutation_RadWalkerDamage-CUT	5	2	10000000	=	AND	Subject	IsSpellTarget	NULL - Null Reference [00000000]	00 00 00 00		0.000000	0	Subject.IsSpellTarget(NULL - Null Reference [00000000], 00 00 00 00) = 0.000000 AND
004E4029	Mutation_RadWalkerDamage-CUT	6	0	01000000	>	AND	Target	GetValue	Rads "Rads" [AVIF:000002E1]	00 00 00 00		600.000000	0	Target.GetValue(Rads "Rads" [AVIF:000002E1], 00 00 00 00) > 600.000000 AND
004E4029	Mutation_RadWalkerDamage-CUT	6	1	10100000	<=	AND	Target	GetValue	Rads "Rads" [AVIF:000002E1]	00 00 00 00		700.000000	0	Target.GetValue(Rads "Rads" [AVIF:000002E1], 00 00 00 00) <= 700.000000 AND
004E4029	Mutation_RadWalkerDamage-CUT	6	2	10000000	=	AND	Subject	IsSpellTarget	NULL - Null Reference [00000000]	00 00 00 00		0.000000	0	Subject.IsSpellTarget(NULL - Null Reference [00000000], 00 00 00 00) = 0.000000 AND
004E4029	Mutation_RadWalkerDamage-CUT	7	0	01000000	>	AND	Target	GetValue	Rads "Rads" [AVIF:000002E1]	00 00 00 00		700.000000	0	Target.GetValue(Rads "Rads" [AVIF:000002E1], 00 00 00 00) > 700.000000 AND
004E4029	Mutation_RadWalkerDamage-CUT	7	1	10000000	=	AND	Subject	IsSpellTarget	NULL - Null Reference [00000000]	00 00 00 00		0.000000	0	Subject.IsSpellTarget(NULL - Null Reference [00000000], 00 00 00 00) = 0.000000 AND
00505BCF	AbPerkAntiEpidemic	0	0	10000000	=	AND	Subject	HasPerk	AntiEpidemic02 "Anti-Epidemic" [PERK:00505BCE]	00 00 00 00		0.000000	0	Subject.HasPerk(AntiEpidemic02 "Anti-Epidemic" [PERK:00505BCE], 00 00 00 00) = 0.000000 AND
00505BCF	AbPerkAntiEpidemic	0	1	10100000	<=	AND	Subject	GetRandomPercent	00 00 00 00	00 00 00 00		50.000000	0	Subject.GetRandomPercent(00 00 00 00, 00 00 00 00) <= 50.000000 AND
00505BCF	AbPerkAntiEpidemic	1	0	10000000	=	AND	Subject	HasPerk	AntiEpidemic02 "Anti-Epidemic" [PERK:00505BCE]	00 00 00 00		1.000000	0	Subject.HasPerk(AntiEpidemic02 "Anti-Epidemic" [PERK:00505BCE], 00 00 00 00) = 1.000000 AND
0051B56A	WaterFEVLethalHazard	0	0	10000000	=	AND	Subject	GetInFaction	CurrentCompanionFaction [FACT:00023C01]	00 00 00 00		0.000000	0	Subject.GetInFaction(CurrentCompanionFaction [FACT:00023C01], 00 00 00 00) = 0.000000 AND
0051B56A	WaterFEVLethalHazard	0	1	10000000	=	AND	Subject	HasPerk	Aquaboy01 "Aquaboy" [PERK:000E36F9]	00 00 00 00		0.000000	0	Subject.HasPerk(Aquaboy01 "Aquaboy" [PERK:000E36F9], 00 00 00 00) = 0.000000 AND
0051B56A	WaterFEVLethalHazard	0	2	10000000	=	AND	Subject	HasPerk	Aquagirl01 "Aquagirl" [PERK:000E9453]	00 00 00 00		0.000000	0	Subject.HasPerk(Aquagirl01 "Aquagirl" [PERK:000E9453], 00 00 00 00) = 0.000000 AND
00521924	zzz_AbMoM_GarbofMysteryBuffs	0	0	10000000	=	AND	Subject	WornHasKeyword	MoMEyeOfRaItemKeyword [KYWD:004E60E2]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(MoMEyeOfRaItemKeyword [KYWD:004E60E2], 00 00 00 00) = 1.000000 AND
00521924	zzz_AbMoM_GarbofMysteryBuffs	1	0	10000000	=	AND	Subject	WornHasKeyword	MoMEyeOfRaItemKeyword [KYWD:004E60E2]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(MoMEyeOfRaItemKeyword [KYWD:004E60E2], 00 00 00 00) = 1.000000 AND
00521924	zzz_AbMoM_GarbofMysteryBuffs	2	0	00000000	!=	AND	Subject	WornHasKeyword	MoMEyeOfRaItemKeyword [KYWD:004E60E2]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(MoMEyeOfRaItemKeyword [KYWD:004E60E2], 00 00 00 00) != 1.000000 AND
00521924	zzz_AbMoM_GarbofMysteryBuffs	3	0	10000000	=	AND	Subject	WornHasKeyword	MoMEyeOfRaItemKeyword [KYWD:004E60E2]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(MoMEyeOfRaItemKeyword [KYWD:004E60E2], 00 00 00 00) = 1.000000 AND
00521923	zzz_AbMoM_BladeofBastetBuffs	1	0	00000000	!=	AND	Subject	WornHasKeyword	MoMEyeOfRaItemKeyword [KYWD:004E60E2]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(MoMEyeOfRaItemKeyword [KYWD:004E60E2], 00 00 00 00) != 1.000000 AND
00521923	zzz_AbMoM_BladeofBastetBuffs	2	0	10000000	=	AND	Subject	WornHasKeyword	MoMEyeOfRaItemKeyword [KYWD:004E60E2]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(MoMEyeOfRaItemKeyword [KYWD:004E60E2], 00 00 00 00) = 1.000000 AND
0052415A	AbPerkGoodWithSalt	0	0	10000000	=	AND	Subject	HasPerk	GoodWithSalt02 "Good With Salt" [PERK:0052415B]	00 00 00 00		0.000000	0	Subject.HasPerk(GoodWithSalt02 "Good With Salt" [PERK:0052415B], 00 00 00 00) = 0.000000 AND
0052415A	AbPerkGoodWithSalt	1	0	10000000	=	AND	Subject	HasPerk	GoodWithSalt02 "Good With Salt" [PERK:0052415B]	00 00 00 00		1.000000	0	Subject.HasPerk(GoodWithSalt02 "Good With Salt" [PERK:0052415B], 00 00 00 00) = 1.000000 AND
00526570	AbAmbushFurnitureInvisibility	0	0	10000000	=	AND	Subject	GetSitting	00 00 00 00	00 00 00 00		1.000000	0	Subject.GetSitting(00 00 00 00, 00 00 00 00) = 1.000000 AND
0052BDAE	AbPerkPackinLight	0	0	10000000	=	AND	Subject	IsOverEncumbered	00 00 00 00	00 00 00 00		0.000000	0	Subject.IsOverEncumbered(00 00 00 00, 00 00 00 00) = 0.000000 AND
005303FF	AbPowerArmorPerk_Excavator	0	0	10000000	=	AND	Subject	IsTrueForConditionForm	PowerArmor_Set_Excavator [CNDF:006D7185]	00 00 00 00		1.000000	0	Subject.IsTrueForConditionForm(PowerArmor_Set_Excavator [CNDF:006D7185], 00 00 00 00) = 1.000000 AND
00530CF5	MSilo_ReactorRadiationHazard	0	0	10100000	<=	AND	Subject	GetValue	MSilo_Reactor_ReactorRepairPercentValue [AVIF:00530D0A]	00 00 00 00		25.000000	0	Subject.GetValue(MSilo_Reactor_ReactorRepairPercentValue [AVIF:00530D0A], 00 00 00 00) <= 25.000000 AND
00530CF5	MSilo_ReactorRadiationHazard	1	0	01000000	>	AND	Subject	GetValue	MSilo_Reactor_ReactorRepairPercentValue [AVIF:00530D0A]	00 00 00 00		75.000000	0	Subject.GetValue(MSilo_Reactor_ReactorRepairPercentValue [AVIF:00530D0A], 00 00 00 00) > 75.000000 AND
00530CF5	MSilo_ReactorRadiationHazard	1	1	10100000	<=	AND	Subject	GetValue	MSilo_Reactor_ReactorRepairPercentValue [AVIF:00530D0A]	00 00 00 00		100.000000	0	Subject.GetValue(MSilo_Reactor_ReactorRepairPercentValue [AVIF:00530D0A], 00 00 00 00) <= 100.000000 AND
00530CF5	MSilo_ReactorRadiationHazard	2	0	01000000	>	AND	Subject	GetValue	MSilo_Reactor_ReactorRepairPercentValue [AVIF:00530D0A]	00 00 00 00		25.000000	0	Subject.GetValue(MSilo_Reactor_ReactorRepairPercentValue [AVIF:00530D0A], 00 00 00 00) > 25.000000 AND
00530CF5	MSilo_ReactorRadiationHazard	2	1	10100000	<=	AND	Subject	GetValue	MSilo_Reactor_ReactorRepairPercentValue [AVIF:00530D0A]	00 00 00 00		50.000000	0	Subject.GetValue(MSilo_Reactor_ReactorRepairPercentValue [AVIF:00530D0A], 00 00 00 00) <= 50.000000 AND
00530CF5	MSilo_ReactorRadiationHazard	3	0	01000000	>	AND	Subject	GetValue	MSilo_Reactor_ReactorRepairPercentValue [AVIF:00530D0A]	00 00 00 00		50.000000	0	Subject.GetValue(MSilo_Reactor_ReactorRepairPercentValue [AVIF:00530D0A], 00 00 00 00) > 50.000000 AND
00530CF5	MSilo_ReactorRadiationHazard	3	1	10100000	<=	AND	Subject	GetValue	MSilo_Reactor_ReactorRepairPercentValue [AVIF:00530D0A]	00 00 00 00		75.000000	0	Subject.GetValue(MSilo_Reactor_ReactorRepairPercentValue [AVIF:00530D0A], 00 00 00 00) <= 75.000000 AND
0016F043	abUnderArmor_Casual_Buffs	1	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining2 [KYWD:0023C064]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining2 [KYWD:0023C064], 00 00 00 00) = 1.000000 AND
0016F043	abUnderArmor_Casual_Buffs	2	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining3 [KYWD:0023C065]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining3 [KYWD:0023C065], 00 00 00 00) = 1.000000 AND
0016F043	abUnderArmor_Casual_Buffs	3	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining3 [KYWD:0023C065]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining3 [KYWD:0023C065], 00 00 00 00) = 1.000000 AND
0016F043	abUnderArmor_Casual_Buffs	4	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining4 [KYWD:0023C066]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining4 [KYWD:0023C066], 00 00 00 00) = 1.000000 AND
0016F043	abUnderArmor_Casual_Buffs	5	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining4 [KYWD:0023C066]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining4 [KYWD:0023C066], 00 00 00 00) = 1.000000 AND
0016F043	abUnderArmor_Casual_Buffs	6	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining4 [KYWD:0023C066]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining4 [KYWD:0023C066], 00 00 00 00) = 1.000000 AND
0016F043	abUnderArmor_Casual_Buffs	7	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining5 [KYWD:0023C067]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining5 [KYWD:0023C067], 00 00 00 00) = 1.000000 AND
0016F043	abUnderArmor_Casual_Buffs	8	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining5 [KYWD:0023C067]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining5 [KYWD:0023C067], 00 00 00 00) = 1.000000 AND
0016F043	abUnderArmor_Casual_Buffs	9	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining5 [KYWD:0023C067]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining5 [KYWD:0023C067], 00 00 00 00) = 1.000000 AND
0016F064	abUnderArmor_BOS_Buffs	1	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining2 [KYWD:0023C064]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining2 [KYWD:0023C064], 00 00 00 00) = 1.000000 AND
0016F064	abUnderArmor_BOS_Buffs	2	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining3 [KYWD:0023C065]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining3 [KYWD:0023C065], 00 00 00 00) = 1.000000 AND
0016F064	abUnderArmor_BOS_Buffs	3	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining4 [KYWD:0023C066]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining4 [KYWD:0023C066], 00 00 00 00) = 1.000000 AND
0016F064	abUnderArmor_BOS_Buffs	4	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining4 [KYWD:0023C066]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining4 [KYWD:0023C066], 00 00 00 00) = 1.000000 AND
0016F064	abUnderArmor_BOS_Buffs	5	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining5 [KYWD:0023C067]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining5 [KYWD:0023C067], 00 00 00 00) = 1.000000 AND
0016F064	abUnderArmor_BOS_Buffs	6	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining5 [KYWD:0023C067]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining5 [KYWD:0023C067], 00 00 00 00) = 1.000000 AND
0016EFD7	abUnderArmor_Enclave_Buffs	1	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining2 [KYWD:0023C064]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining2 [KYWD:0023C064], 00 00 00 00) = 1.000000 AND
0016EFD7	abUnderArmor_Enclave_Buffs	2	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining3 [KYWD:0023C065]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining3 [KYWD:0023C065], 00 00 00 00) = 1.000000 AND
0016EFD7	abUnderArmor_Enclave_Buffs	3	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining4 [KYWD:0023C066]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining4 [KYWD:0023C066], 00 00 00 00) = 1.000000 AND
0016EFD7	abUnderArmor_Enclave_Buffs	4	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining4 [KYWD:0023C066]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining4 [KYWD:0023C066], 00 00 00 00) = 1.000000 AND
0016EFD7	abUnderArmor_Enclave_Buffs	5	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining5 [KYWD:0023C067]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining5 [KYWD:0023C067], 00 00 00 00) = 1.000000 AND
0016EFD7	abUnderArmor_Enclave_Buffs	6	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining5 [KYWD:0023C067]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining5 [KYWD:0023C067], 00 00 00 00) = 1.000000 AND
0016EFC6	abUnderArmor_Raider_Buffs	1	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining2 [KYWD:0023C064]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining2 [KYWD:0023C064], 00 00 00 00) = 1.000000 AND
0016EFC6	abUnderArmor_Raider_Buffs	2	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining3 [KYWD:0023C065]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining3 [KYWD:0023C065], 00 00 00 00) = 1.000000 AND
0016EFC6	abUnderArmor_Raider_Buffs	3	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining3 [KYWD:0023C065]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining3 [KYWD:0023C065], 00 00 00 00) = 1.000000 AND
0016EFC6	abUnderArmor_Raider_Buffs	4	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining4 [KYWD:0023C066]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining4 [KYWD:0023C066], 00 00 00 00) = 1.000000 AND
0016EFC6	abUnderArmor_Raider_Buffs	5	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining4 [KYWD:0023C066]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining4 [KYWD:0023C066], 00 00 00 00) = 1.000000 AND
0016EFC6	abUnderArmor_Raider_Buffs	6	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining5 [KYWD:0023C067]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining5 [KYWD:0023C067], 00 00 00 00) = 1.000000 AND
0016EFC6	abUnderArmor_Raider_Buffs	7	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining5 [KYWD:0023C067]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining5 [KYWD:0023C067], 00 00 00 00) = 1.000000 AND
0016EFC6	abUnderArmor_Raider_Buffs	8	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining5 [KYWD:0023C067]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining5 [KYWD:0023C067], 00 00 00 00) = 1.000000 AND
0016EFCF	abUnderArmor_Marine_Buffs	1	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining2 [KYWD:0023C064]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining2 [KYWD:0023C064], 00 00 00 00) = 1.000000 AND
0016EFCF	abUnderArmor_Marine_Buffs	2	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining3 [KYWD:0023C065]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining3 [KYWD:0023C065], 00 00 00 00) = 1.000000 AND
0016EFCF	abUnderArmor_Marine_Buffs	3	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining3 [KYWD:0023C065]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining3 [KYWD:0023C065], 00 00 00 00) = 1.000000 AND
0016EFCF	abUnderArmor_Marine_Buffs	4	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining4 [KYWD:0023C066]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining4 [KYWD:0023C066], 00 00 00 00) = 1.000000 AND
0016EFCF	abUnderArmor_Marine_Buffs	5	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining4 [KYWD:0023C066]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining4 [KYWD:0023C066], 00 00 00 00) = 1.000000 AND
0016EFCF	abUnderArmor_Marine_Buffs	6	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining4 [KYWD:0023C066]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining4 [KYWD:0023C066], 00 00 00 00) = 1.000000 AND
0016EFCF	abUnderArmor_Marine_Buffs	7	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining5 [KYWD:0023C067]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining5 [KYWD:0023C067], 00 00 00 00) = 1.000000 AND
0016EFCF	abUnderArmor_Marine_Buffs	8	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining5 [KYWD:0023C067]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining5 [KYWD:0023C067], 00 00 00 00) = 1.000000 AND
0016EFCF	abUnderArmor_Marine_Buffs	9	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining5 [KYWD:0023C067]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining5 [KYWD:0023C067], 00 00 00 00) = 1.000000 AND
0016EFAD	abUnderArmor_VaultSuit_Buffs	1	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining5 [KYWD:0023C067]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining5 [KYWD:0023C067], 00 00 00 00) = 1.000000 AND
0016EFAD	abUnderArmor_VaultSuit_Buffs	2	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining5 [KYWD:0023C067]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining5 [KYWD:0023C067], 00 00 00 00) = 1.000000 AND
0016EFAD	abUnderArmor_VaultSuit_Buffs	3	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining5 [KYWD:0023C067]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining5 [KYWD:0023C067], 00 00 00 00) = 1.000000 AND
0016EFAD	abUnderArmor_VaultSuit_Buffs	4	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining5 [KYWD:0023C067]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining5 [KYWD:0023C067], 00 00 00 00) = 1.000000 AND
0016EFAD	abUnderArmor_VaultSuit_Buffs	5	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining5 [KYWD:0023C067]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining5 [KYWD:0023C067], 00 00 00 00) = 1.000000 AND
0016EFAD	abUnderArmor_VaultSuit_Buffs	6	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining5 [KYWD:0023C067]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining5 [KYWD:0023C067], 00 00 00 00) = 1.000000 AND
0016EFAD	abUnderArmor_VaultSuit_Buffs	7	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining4 [KYWD:0023C066]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining4 [KYWD:0023C066], 00 00 00 00) = 1.000000 AND
0016EFAD	abUnderArmor_VaultSuit_Buffs	8	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining4 [KYWD:0023C066]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining4 [KYWD:0023C066], 00 00 00 00) = 1.000000 AND
0016EFAD	abUnderArmor_VaultSuit_Buffs	9	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining4 [KYWD:0023C066]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining4 [KYWD:0023C066], 00 00 00 00) = 1.000000 AND
0016EFAD	abUnderArmor_VaultSuit_Buffs	10	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining3 [KYWD:0023C065]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining3 [KYWD:0023C065], 00 00 00 00) = 1.000000 AND
0016EFAD	abUnderArmor_VaultSuit_Buffs	11	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining3 [KYWD:0023C065]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining3 [KYWD:0023C065], 00 00 00 00) = 1.000000 AND
0016EFAD	abUnderArmor_VaultSuit_Buffs	12	0	10000000	=	AND	Subject	WornHasKeyword	dn_VaultSuitLining2 [KYWD:0023C064]	00 00 00 00		1.000000	0	Subject.WornHasKeyword(dn_VaultSuitLining2 [KYWD:0023C064], 00 00 00 00) = 1.000000 AND
0025BF4C	AbPerkSquadManeuvers	0	0	10000000	=	AND	Subject	IsMemberOfAPlayerTeam	00 00 00 00	00 00 00 00		1.000000	0	Subject.IsMemberOfAPlayerTeam(00 00 00 00, 00 00 00 00) = 1.000000 AND
0025BF4C	AbPerkSquadManeuvers	0	1	10000000	=	AND	Subject	IsSprinting	00 00 00 00	00 00 00 00		0.000000	0	Subject.IsSprinting(00 00 00 00, 00 00 00 00) = 0.000000 AND
0025BF4C	AbPerkSquadManeuvers	0	2	10000000	=	AND	Subject	HasPerk	SquadManeuvers02 "Squad Maneuvers" [PERK:0038AB95]	00 00 00 00		0.000000	0	Subject.HasPerk(SquadManeuvers02 "Squad Maneuvers" [PERK:0038AB95], 00 00 00 00) = 0.000000 AND
0025BF4C	AbPerkSquadManeuvers	1	0	10000000	=	AND	Subject	IsMemberOfAPlayerTeam	00 00 00 00	00 00 00 00		1.000000	0	Subject.IsMemberOfAPlayerTeam(00 00 00 00, 00 00 00 00) = 1.000000 AND
0025BF4C	AbPerkSquadManeuvers	1	1	10000000	=	AND	Subject	IsSprinting	00 00 00 00	00 00 00 00		0.000000	0	Subject.IsSprinting(00 00 00 00, 00 00 00 00) = 0.000000 AND
0025BF4C	AbPerkSquadManeuvers	1	2	10000000	=	AND	Subject	HasPerk	SquadManeuvers02 "Squad Maneuvers" [PERK:0038AB95]	00 00 00 00		1.000000	0	Subject.HasPerk(SquadManeuvers02 "Squad Maneuvers" [PERK:0038AB95], 00 00 00 00) = 1.000000 AND
