set	item_formid	edid	name	section	worldspace	cell	x	y	z	ref_formid	holder	loc_name	loc_source
notes	0050F984	LC013_BigBend_HolsteinCode	Holstein's Code	BOOK			-1828.773681	985.902894	55.968758	004FD92D			
notes	0050F982	LC013_BigBend_AllemaneCode	Allemane's Code	BOOK			-1865.107300	981.071473	55.968750	004FD92B			
notes	0050F983	LC013_BigBend_CominskyCode	Cominsky's Code	BOOK			-1848.938110	985.451050	55.968758	004FD92C			
notes	0050FDBF	MTR15_DuchessCaseNote	Case Notes: Duchess	BOOK			-151623.484375	-136475.562500	13537.501953	0050FDC2			
notes	004F852C	LC090_MonongahMineMiscNote	Safe Note	BOOK			55817.710937	111768.203125	32414.041015	004F852D			
notes	004F8E09	LC154_RoofGuy_Note	My Story	BOOK			-648.682678	4024.798828	55.051781	004F8E0A			
notes	004F8E09	LC154_RoofGuy_Note	My Story	BOOK			-146772.500000	142948.625000	1333.033448	004F8E0B			
notes	004F8E09	LC154_RoofGuy_Note	My Story	BOOK			2664.265136	-7123.826172	56.253388	005A4BEB			
notes	004FA79E	NRGPOI_CourseEndNote	Ropes Course Note	BOOK			-635.186706	4039.820557	55.051773	004FA79F			
notes	004FA79E	NRGPOI_CourseEndNote	Ropes Course Note	BOOK			-79540.593750	27554.927734	13346.832031	004FA7A0			
notes	004FA79E	NRGPOI_CourseEndNote	Ropes Course Note	BOOK			2677.761230	-7108.804687	56.253380	005A4BEF			
notes	004FCC86	MothmanNote01	Note from Miller	BOOK			-177381.609375	73217.679687	583.939026	004FCC88			
notes	004FD2ED	LC171_WatogaCivicCenterNote	V.I.P. Booth Offer	BOOK			2080.856201	1970.369141	862.136292	0043048E			
notes	004FD2E9	LC026_MorgantownHSNote	Straight A's	BOOK			2165.459961	-982.586976	330.059631	00430486			
notes	004FD2E7	LC037_CultistCaveNote	Smuggler's Stash	BOOK			90738.593750	-138809.421875	16188.369140	0042FF3D			
notes	004FD2E6	POI151_HorizonsRestNote	Horizon's Rest Armory	BOOK			-21433.544922	32146.613281	14527.300781	0042FF49			
notes	004FD2EE	POI004_CrashedPlaneNote	Safe Travels	BOOK			148228.937500	58584.277344	13311.590820	00430472			
notes	004FD2EC	LC106_NationalIsolatedRadioArrayNote	Fred's Uncertain Future	BOOK			88151.421875	-40709.273437	25126.199219	0043048B			
notes	004FD2E8	LC158_LumberMillNote	A Job Opportunity	BOOK			-105025.812500	69084.296875	5151.040527	0042FF41			
notes	004FD2EA	LC169_WavyWillardsWaterParkNote	It's A Dirty Job	BOOK			-29710.589844	188828.015625	8951.788086	0043048D			
notes	004FD2EB	LC018_AVRMedicalCenterNote	Stolen Supplies	BOOK			393.752319	1298.024781	545.723511	0043046A			
notes	004FDC5A	LC081_GraveNote	Rest In Peace	BOOK			-632.626525	4059.660156	55.051777	004FDC5B			
notes	004FDC5A	LC081_GraveNote	Rest In Peace	BOOK			49787.097656	-37498.187500	28819.537109	004FDC5C			
notes	004FDC5A	LC081_GraveNote	Rest In Peace	BOOK			2680.321289	-7088.964844	56.253380	005A4BF1			
notes	004FE04E	POI286_CodeNote	Supply Cage Code	BOOK			5264.969239	2071.557862	-702.810303	00430491			
notes	004FE04A	LC142_SafeNote	Tear It All Down	BOOK			-58459.523437	-38344.875000	8999.574218	004357C0			
notes	004FE04A	LC142_SafeNote	Tear It All Down	BOOK			14.919724	371.577026	0.000000	005A20C6			
notes	004FE04D	POI286_ForemanNote	You're in Charge	BOOK			-3737.284668	605.301269	325.653473	00430492			
notes	004FE04B	LC028_KeyNote	My Dearest Nancy	BOOK			-115705.484375	-46144.835937	7522.835449	004357BD			
notes	004FE1AA	GauleyMine_BreadCrumbNote_Flatwoods	Gauley Mine Recon	BOOK			-108374.875000	20457.021484	3283.313965	004FE1AB			
notes	00430479	POI205_WixonHomestead_Note	Come Back to Us	BOOK			-103417.687500	48241.898437	11540.713867	0043047B			
notes	00432F31	EN01_NuclearCommMinutes	Committee Meeting Notes	BOOK			-192.582215	3371.801757	-552.458191	00433ACB			
notes	0043348A	LC052_BlastFurnaceNote2	Stained Note	BOOK			14955.458008	135852.781250	14528.745117	0043348D			
notes	0043348A	LC052_BlastFurnaceNote2	Stained Note	BOOK			3852.063720	-657.914734	45.263123	0043349F			
notes	0043348B	LC052_BlastFurnaceNote	Restricted Access	BOOK			19793.865234	132015.375000	15393.737305	00433490			
notes	0043348B	LC052_BlastFurnaceNote	Restricted Access	BOOK			19268.332031	132997.921875	15047.050781	00433491			
notes	0043348B	LC052_BlastFurnaceNote	Restricted Access	BOOK			19567.687500	134393.156250	15396.241211	00433492			
notes	0043348B	LC052_BlastFurnaceNote	Restricted Access	BOOK			19311.654297	132603.656250	14875.189453	00433493			
notes	0043348B	LC052_BlastFurnaceNote	Restricted Access	BOOK			3539.418701	-820.243469	63.069191	0043349C			
notes	0043CD89	MTNS04_BeerHallNote	Attracting the Nightstalker	BOOK			104500.296875	94461.007813	25681.621094	0043CD8B			
notes	0043E1AE	Template_EnvelopeWavyWillards02	Envelope 02 Test Note	BOOK			-3741.250000	-11493.731445	197.076798	0043E1AF			
notes	0045140F	JustinColeNote	Justin's Note	BOOK			-66063.187500	56002.792969	5201.260254	00451410			
notes	004875B6	Liberator_PropagandaNote	Propaganda Flyer	BOOK			61765.601562	-251868.968750	9138.534180	00744CB0			
notes	004875B6	Liberator_PropagandaNote	Propaganda Flyer	BOOK			61692.214844	-251828.375000	9174.246094	00744CB1			
notes	004875B6	Liberator_PropagandaNote	Propaganda Flyer	BOOK			61814.296875	-251895.437500	9192.273438	00744CB2			
notes	004875B6	Liberator_PropagandaNote	Propaganda Flyer	BOOK			39826.074218	-234868.859375	9935.919922	00744CB3			
notes	004875B6	Liberator_PropagandaNote	Propaganda Flyer	BOOK			40054.781250	-235305.031250	9970.351563	00744CB4			
notes	004875B6	Liberator_PropagandaNote	Propaganda Flyer	BOOK			40009.753906	-235345.281250	9970.351563	00744CB5			
notes	004875B6	Liberator_PropagandaNote	Propaganda Flyer	BOOK			65058.644532	-247868.625000	8930.706054	0074EB33			
notes	004875B6	Liberator_PropagandaNote	Propaganda Flyer	BOOK			64970.960938	-247859.265625	8982.664062	0074EB35			
notes	004875B6	Liberator_PropagandaNote	Propaganda Flyer	BOOK			64954.925781	-247857.500000	8920.584960	0074EB36			
notes	004875B6	Liberator_PropagandaNote	Propaganda Flyer	BOOK			58769.453125	-251053.765625	8999.877929	007537C5			
notes	004875B6	Liberator_PropagandaNote	Propaganda Flyer	BOOK			58851.742187	-251053.765625	9062.380859	007537C6			
notes	004875B6	Liberator_PropagandaNote	Propaganda Flyer	BOOK			60232.242188	-248537.000000	8991.843750	0075435E			
notes	004875B6	Liberator_PropagandaNote	Propaganda Flyer	BOOK			60213.351563	-248547.812500	8991.843750	0075435F			
notes	0047BBFE	P01A_Nukashine_IngredientsList2	Nukashine Ingredients Pt. 2	BOOK			1040.556152	1713.208863	184.090714	0047BC04			
notes	0047C957	UD005_Mannequin_Note	The Mannequin	BOOK			516.724976	3970.844238	55.629158	00467956			
notes	0047C957	UD005_Mannequin_Note	The Mannequin	BOOK			560.644471	832.809998	705.687500	0047C958			
notes	0047C957	UD005_Mannequin_Note	The Mannequin	BOOK			2725.225098	-6998.363281	56.830765	005A4BF8			
notes	0047C954	UD005_EvictionNotice_Note	Eviction Notice	BOOK			519.855896	3988.696777	55.629158	00467954			
notes	0047C954	UD005_EvictionNotice_Note	Eviction Notice	BOOK			895.899842	1226.277222	438.960755	0047C955			
notes	0047C954	UD005_EvictionNotice_Note	Eviction Notice	BOOK			2717.636230	-7014.823242	56.830765	005A4BF9			
notes	0047CFF7	P01A_Nukashine_FlashFermenterNote	Warning!	BOOK			539.347535	1113.387085	110.554413	0047CFF8			
notes	0047F321	UD006_NukaRoom_Note	We Need To Talk	BOOK			516.655396	3955.350830	55.629158	00467959			
notes	0047F321	UD006_NukaRoom_Note	We Need To Talk	BOOK			287.562378	1519.918701	223.140640	0047F3CD			
notes	0047F321	UD006_NukaRoom_Note	We Need To Talk	BOOK			2729.250488	-6983.400390	56.830765	005A4BF7			
notes	0047F45A	P01B_Mini_Random02_Report	Incident Evaluation	BOOK			53006.035156	88772.445313	23785.548828	0047F45D			
notes	00453AAC	UD002CentralShantytownNote	Maude's Journal Page	BOOK			-1299.566651	3825.539306	82.477143	00453B29			
notes	00453AAA	UD002RightMonitoringNote	Burrows Warning	BOOK			-489.782013	-759.400757	74.005425	00453B0E			
notes	0045463A	RE_SceneSM04_InsultBot_Note	You Have Been Insulted!	BOOK			519.125977	4009.050049	55.051796	00454636			
notes	0045463A	RE_SceneSM04_InsultBot_Note	You Have Been Insulted!	BOOK			2713.140625	-7034.685547	56.253403	005A4BFA			
notes	0045581F	UD002PointerNote	To Pete	BOOK			-439.397064	5892.621094	8.128722	003ECC20			
notes	0046005B	P01B_Mini_Random04_ChelseaNote	Chelsea's Diary Page	BOOK			-20850.705078	167625.343750	9135.165039	0046C954			
notes	0046A395	P01B_Lying_LocationList	Where is it?	BOOK			1925.290405	356.365112	333.427032	003F7F6E			
notes	0046A396	P01B_Lying_RobCoCustomerSupport	RobCo Customer Support	BOOK			1306.003907	651.856506	568.439942	003F7F70			
notes	0046A394	P01B_Lying_NoiseComplaint	Noise Complaint	BOOK			1681.484741	431.423798	78.081368	003F7F6D			
notes	0046A397	P01B_Lying_NoteToWolf	Dear Wolf	BOOK			1524.506103	-65.248551	568.970154	003F7F6F			
notes	0046D624	P01B_Mini_Albino01_Relocation	Relocation Note	BOOK			-11271.237305	-171041.937500	32272.158204	0046D639			
notes	0046DBDB	P01B_Mini_Albino01_VetNote	Veterinary Diagnosis Sheet	BOOK			-11434.994140	-171364.093750	32095.777344	0046DBE7			
notes	0046DC75	P01B_Mini_Robot01_CalPsychEval	Blacksheep Dossier	BOOK			-189734.062500	-120473.289063	6794.632324	004032AD			
notes	0046EBCA	P01B_Mini_Robot01_CrimeSceneNotes	Crime Scene Notes	BOOK			-23508.794922	-109038.781250	25537.669922	0046EBCB			
notes	003EE868	CUT_v96_tempnote	IOU	BOOK			-296.000000	1320.000000	-8.000000	00663BE4	v96_Raider_Safe		
notes	003EECDF	UD001_DoorCodeNote_C	Biome Lab: Code Fragment C	BOOK			-11617.928711	-2527.682862	3272.118653	003EECE4			
notes	003EECDF	UD001_DoorCodeNote_C	Biome Lab: Code Fragment C	BOOK			-1480.654663	-78.238144	56.819748	003F069F			
notes	003EECDD	UD001_DoorCodeNote_A	Biome Lab: Code Fragment A	BOOK			-5605.440918	2532.704346	3751.102784	003EECE3			
notes	003EECDD	UD001_DoorCodeNote_A	Biome Lab: Code Fragment A	BOOK			-1534.194946	-78.522690	56.819748	003F069D			
notes	003EECDE	UD001_DoorCodeNote_B	Biome Lab: Code Fragment B	BOOK			12.895949	-5865.116211	3749.932618	003EECE5			
notes	003EECDE	UD001_DoorCodeNote_B	Biome Lab: Code Fragment B	BOOK			-1507.267944	-78.538010	56.819752	003F069E			
notes	003EFB4C	P01B_Mini_Random02_Forensics	Forensics Report	BOOK			53047.625000	88844.953125	23582.000000	003EFB53			
notes	003EFB64	P01b_Mini_Random02_Journal	Dr. Frank's Journal	BOOK			67703.062500	-30044.427734	31398.177735	003F5107			
notes	003EFB4E	P01B_Mini_Random02_Jackson	Jackson's Notes	BOOK			80854.203125	-14472.539062	28514.181641	003EFB4F			
notes	003EFB4D	P01B_Mini_Random02_Animal	Animal Control Report	BOOK			53475.253906	89074.914062	23865.937500	003EFB68			
notes	003F050F	E01F_Fasnacht_Analysis_Final	Fasnacht Beverage Report	BOOK			-38686.500000	37197.531250	9962.469727	003F0510			
notes	003F0738	P01B_Lying02_LaundryNote	From Mom	BOOK			1729.830323	453.362274	-205.718536	003F074C			
notes	003F0737	P01B_Lying_02_Deed	Property Deed	BOOK			1882.583740	-417.545563	-265.056091	003F074E			
notes	003F073B	P01B_Lying_02_CryptidArticle	C.H. Monthly, August	BOOK			1694.868775	-185.416306	-256.539795	003F074D			
notes	003F1BDA	BMO_BunkerNote07_CrashedPlaneNote	Attention: Nuka Cola Technician	BOOK			146867.421875	58762.921875	13459.008789	003F1BDB			
notes	003F1B6B	BMO_BunkerNote07_TastingAreaNote	My Advice	BOOK			-2020.330689	489.431824	792.394165	003F1B69			
notes	003F1BE0	BMO_BunkerNote07_SecretDoorsNote	Secret Door Sale!	BOOK			-49925.429688	-47389.394531	9618.463867	003F1BE1			
notes	003F25F4	P01B_Mini_Random01_Journal3	A New Day	BOOK			190941.953125	53937.718750	9734.380859	003F6A21			
notes	003F25F6	P01B_Mini_Random01_Journal1	Day 1	BOOK			190564.640625	54368.984375	10180.809570	003F6A23			
notes	003F25F5	P01B_Mini_Random01_Journal2	Day 82	BOOK			190710.078125	55310.773437	9707.433593	003F6A22			
notes	003F25F1	P01B_Mini_Random01_CryptidArticle2	C.H. Monthly, January	BOOK			174917.937500	13159.550781	7712.064454	003F2604			
notes	003F25F1	P01B_Mini_Random01_CryptidArticle2	C.H. Monthly, January	BOOK			-60623.156250	-110624.281250	22238.562500	004041C5			
notes	003F25F1	P01B_Mini_Random01_CryptidArticle2	C.H. Monthly, January	BOOK			-175107.921875	71548.335937	1355.938477	004041C6			
notes	003F25F1	P01B_Mini_Random01_CryptidArticle2	C.H. Monthly, January	BOOK			149418.500000	-90125.726562	7111.746582	004041C8			
notes	003F25F1	P01B_Mini_Random01_CryptidArticle2	C.H. Monthly, January	BOOK			172495.796875	25729.960937	6808.520508	004041C9			
notes	003F25F1	P01B_Mini_Random01_CryptidArticle2	C.H. Monthly, January	BOOK			193586.171875	-9674.765625	5786.304687	004041CB			
notes	003F25F0	P01b_Mini_Random01_LetterToL	Letter to L	BOOK			174566.796875	13238.736329	7704.501954	003F2605			
notes	003F3830	P01B_Mini_Random03_Book_Catalog	Catalog of Curios	BOOK			-50392.855469	-10024.120117	9428.428711	003F7708			
notes	003F3831	P01B_Mini_Random03_Book_Note	Note for Raymond	BOOK			-183991.968750	-104167.671875	2602.418701	003F770A			
notes	003F5103	P01b_Mini_Random02_Journal01	Page from Dr. Frank's Journal	BOOK			78322.187500	-17277.734375	28621.964844	003F5104			
notes	003F5105	P01b_Mini_Random02_Journal02	Last Page from Dr. Frank's Journal	BOOK			69116.531250	-27314.580078	31375.742188	003F5106			
notes	003FBF4E	NukaColaPlant_FeedbackForm03_Lewis	NCX13-GP01 Feedback Form	BOOK			520.196411	3937.176025	55.629158	003FBF57			
notes	003FBF4E	NukaColaPlant_FeedbackForm03_Lewis	NCX13-GP01 Feedback Form	BOOK			1787.663940	364.907410	568.191956	003FBF59			
notes	003FBF4E	NukaColaPlant_FeedbackForm03_Lewis	NCX13-GP01 Feedback Form	BOOK			2730.472656	-6964.924804	56.830765	005A4BF4			
notes	003F514F	W05_MQS_201P_KeycardClue2_RSVP	RSVP Card	BOOK			-55517.285156	-149132.953125	37622.250000	003FBC94			
notes	003F514F	W05_MQS_201P_KeycardClue2_RSVP	RSVP Card	BOOK			-680.268371	-78.009003	56.032185	00549735			
notes	003FBCAA	W05_MQS_201P_KeycardClue4_HornwrightNote	Hornwright Industrial Notice	BOOK			-56241.871094	-151333.890625	37604.210937	003FBC95			
notes	003FBCAA	W05_MQS_201P_KeycardClue4_HornwrightNote	Hornwright Industrial Notice	BOOK			-680.022644	-59.386353	55.968758	00549737			
notes	0040326E	P01B_Lying_NoteToWolf02	Knick-knack Paddywhack	BOOK			1656.961182	-81.289643	59.899937	00403270			
notes	00403273	P01B_Mini_Random03_Book_Letter	Letter to Calvin Requested	BOOK			-50211.367187	-10656.497070	9401.088867	00403274			
notes	0040329E	P01B_Mini_Random03_Book_Directions	Directions to Janelle's Camp	BOOK			-186961.750000	-102521.437500	2348.518555	0040329F			
notes	004032A6	P01B_Mini_Random03_Book_Start	MISSING: The Priblos	BOOK			1477.088012	401.375855	622.516723	004032A7			
notes	00403342	P01B_Mini_Squatch01_CryptidArticle3	C.H. Monthly, October	BOOK			116871.039063	35740.968750	18820.308593	00403344			
notes	00403342	P01B_Mini_Squatch01_CryptidArticle3	C.H. Monthly, October	BOOK			119571.695312	30175.560547	16230.750000	004041C2			
notes	00403342	P01B_Mini_Squatch01_CryptidArticle3	C.H. Monthly, October	BOOK			160706.718750	3366.136963	7255.843750	004041C3			
notes	00403342	P01B_Mini_Squatch01_CryptidArticle3	C.H. Monthly, October	BOOK			-175320.140625	71695.476563	1386.901123	004041C7			
notes	00403342	P01B_Mini_Squatch01_CryptidArticle3	C.H. Monthly, October	BOOK			118794.023437	-13884.662109	15658.634765	004041CA			
notes	00403342	P01B_Mini_Squatch01_CryptidArticle3	C.H. Monthly, October	BOOK			26603.832031	100721.382813	23848.144531	006A3F1C			
notes	0040347F	P01B_Mini_Albino_StartingNote	Unsolved: Sighting at Thomas Farm	BOOK			1295.921997	401.677582	638.498779	0040B083			
notes	004036EC	P01B_Mini_Robot01_BoPeepNote	Bo-Peep's Note on Calvin	BOOK			-23038.009766	-109060.242188	25517.462891	004036ED			
notes	00407F55	W05_MQS_203P_BrainPrepNote02	Quickly Scrawled Note	BOOK			-1463.534912	1102.117553	-237.229324	00407F58			
notes	00407F54	W05_MQS_203P_BrainPrepNote01	Quickly Scrawled Note	BOOK			-1747.799683	1577.354370	-231.406402	00407F57			
notes	00407F56	W05_MQS_203P_BrainPrepNote03	Quickly Scrawled Note	BOOK			-730.048218	1505.104858	-199.406417	00407F59			
notes	004041CE	P01b_Mini_Random01_FromRay	From Ray	BOOK			174444.218750	13093.189453	7653.094727	004041D1			
notes	004044D4	P01B_Mini_Random02_BoardNote	UNSOLVED: Missing Hikers	BOOK			1311.326294	402.041595	671.677124	004044D6			
notes	004044D3	P01B_Mini_Random04_BoardNote	UNSOLVED: Missing Girls	BOOK			1453.120849	402.041504	622.205505	004044D5			
notes	00404AAB	P01B_Mini_Random03_Book_Start_Generic	MISSING: The Priblos	BOOK			-62740.628907	-117011.835938	21303.806640	00404AAC			
notes	00404AAB	P01B_Mini_Random03_Book_Start_Generic	MISSING: The Priblos	BOOK			53190.929688	88797.054688	23582.017578	00404AAE			
notes	00412274	P01B_Mini_Random02_TrainNote	UNSOLVED: Missing Hikers	BOOK			-62723.511719	-117016.953125	21304.732422	004060AE			
notes	00412275	P01B_Mini_Random04_TrainNote	UNSOLVED: Missing Girls	BOOK			-59137.734375	142818.890625	13170.705078	004060AD			
notes	0041B8D2	P01L_McCreary_DoorCode	Door Codes	BOOK			-3579.978516	314.201690	55.968716	0041B8E9			
notes	00424548	LC095_Envelope01	Empty Envelope	BOOK			7122.026367	87240.851563	12801.779297	0042454C			
notes	00424546	LC095_ToMillsNote01	10/01/77	BOOK			7120.209961	87257.937500	12802.657227	0042454A			
notes	00424547	LC095_ToStevieNote01	10/15/77	BOOK			7118.549316	87252.750000	12801.446289	0042454B			
notes	0042454E	LC010_VaultTecNote01	Letter from Vault-Tec	BOOK			-184872.421875	-129949.125000	7908.407715	0042454F			
notes	00424883	P02L_McCreary_TaskList	Task List	BOOK			-1784.584716	832.000000	55.968750	00424884			
notes	004266B5	M01C_Roboticist_ManagementNote	Note From Management	BOOK			-2933.022705	740.258179	312.186950	004266B6			
notes	0042C11A	WL035_EarlNote	Earl's Note to Randy	BOOK			142443.125000	-102540.226562	8526.726562	00429D3E	WL035_Loot_Raider_ToolboxLarge_EarlChest		
notes	0042C11B	WL035_FloydNote	Floyd's Note to Randy	BOOK			141049.875000	-103161.937500	8686.726562	0059298E	WL035_Loot_Raider_WoodCrate_FloydChest		
notes	0042C25F	WL036_RippedNote	Keypass Notes	BOOK			139014.562500	-165288.500000	7422.529297	0042C1E6			
notes	0053ADBF	WL036_Notebook01	Test Case Results	BOOK			140511.093750	-160638.328125	7208.136719	0053ADC0			
notes	004299C3	LC096_ClosetNote	Closet Note	BOOK			-1236.600830	-88.160858	55.999020	004299C4			
notes	004299C3	LC096_ClosetNote	Closet Note	BOOK			-1322.699829	870.451843	-336.729248	004299C5			
notes	004299C6	LC096_BattlePlan	Battle Plan	BOOK			1587.014648	-561.949891	-28.533163	004299C9			
notes	00429A7E	LC096_Explanation	Responder's Last Words	BOOK			-2267.528808	1304.351197	119.583252	00429A86			
notes	0042AE35	DebugDobertNote01	Journal Cover Test Note	BOOK			-1231.750366	-65.329872	55.999962	0042AF7B			
notes	00543E1F	W05_SettlersDaily_Stew_Recipe	Recipe: Sunny's Settler Stew	BOOK			-681.846130	-28.130932	55.968750	00543E20			
notes	00543E1D	W05_SettlersDaily_Restock_Recipe	Plan: Guard's Restock Kit	BOOK			-695.936706	-28.188198	55.968689	00543E1E			
notes	00543E1A	W05_SettlersDaily_Clinic_Recipe	Plan: Emergency Kit	BOOK			-709.760620	-28.390652	55.968720	00543E1C			
notes	0054DCC8	VTU_FoodNotice	Food Notice	BOOK			-3023.946533	-286.106231	-1487.287964	0054DCC9			
notes	00553849	W05_MQ_003P_Muscle_DuncanLegalNote	Apologies, Mr. Duncan	BOOK			-2665.372802	824.059631	413.968140	0055381F			
notes	00553848	W05_MQ_003P_Muscle_ReadBetweenTheLinesJames	read between the lines, james	BOOK			25.848818	63.868961	55.968750	00553812			
notes	00553848	W05_MQ_003P_Muscle_ReadBetweenTheLinesJames	read between the lines, james	BOOK			-2036.608032	1107.031250	186.089402	0055381E			
notes	005538A2	SludgeWorks_Note01	Your the Dumbass	BOOK			-105764.359375	-142009.078125	20360.617188	005538A3			
notes	00553B3D	SludgeWorks_Note02	Sludge Bar Menu	BOOK			-106160.718750	-141045.875000	20423.041015	00553B3E			
notes	005543AA	WL046_Note_MirelurkBoil	Larry's Lowcountry Mirelurk Boil	BOOK			129057.460937	35373.144532	15200.514649	0055427B			
notes	005543AF	WL046_Note_RadstagRedemption	Frank's Fine Radstag Redemption	BOOK			128305.593750	36413.281250	15108.130860	0058DD22			
notes	005543AE	WL046_Note_HeadhuntersHeadcheese	Headhunter's Headcheese	BOOK			127194.117188	36749.406250	15251.244140	0055427C			
notes	005543B3	WL046_DishwashersNote	Dishwasher Steve's Note	BOOK			129290.289063	34745.550781	14780.288086	0055427E			
notes	00558EA9	WL048_CultistNote01	Sermon Notes	BOOK			-172689.546875	-29390.957031	2457.467774	00558EAA			
notes	00558EAB	WL048_CultistNote02	Letter	BOOK			-172285.640625	-29753.775391	2889.296143	00558EAC			
notes	00559246	WL005_PillarRoomNote01	Lou's Log: Cave-in	BOOK			-6731.853516	15082.072266	-2520.877442	00559247			
notes	0055923F	WL005_CrusherRoomNote01	Lou's Log: Chamber	BOOK			-10535.008789	21211.994140	-495.330139	00559241			
notes	0055923B	WL005_EngineRoomNote02	Lou's Log: New Plan	BOOK			-738.710388	19954.396485	537.288330	0055923D			
notes	0055920C	WL005_TurretRepairNote01	Lou's Log - Turret Repair	BOOK			-4594.430175	23256.220703	-312.840942	0055920D			
notes	0055923A	WL005_EngineRoomNote01	Lou's Log: Engine Room	BOOK			-743.652649	19941.171875	537.288330	0055923C			
notes	00559EE5	RodneysPoem	Rodney's Poem	BOOK			-91330.570312	183487.531250	9783.402343	00559EE6			
notes	0055D89D	W05_MQR_203P_SargentoNote	Ideas For New Match Types	BOOK			767.558411	470.638153	590.050416	0055F2A9			
notes	0055D8DA	W05_MQ_004P_Crane_CacheNote_TreasuryBonds	Treasury Bonds (100)	BOOK			64.031861	2.395926	55.968758	0055D8E0			
notes	0055D8DA	W05_MQ_004P_Crane_CacheNote_TreasuryBonds	Treasury Bonds (100)	BOOK			-4626.791992	2384.509522	140.738984	00560083			
notes	0055D8DA	W05_MQ_004P_Crane_CacheNote_TreasuryBonds	Treasury Bonds (100)	BOOK			-4569.755859	2396.352783	139.327500	005618EC			
notes	0055D8DA	W05_MQ_004P_Crane_CacheNote_TreasuryBonds	Treasury Bonds (100)	BOOK			-4747.117187	2355.741455	160.892823	005618ED			
notes	0055D8D9	W05_MQ_004P_Crane_CacheNote_PlaceYourOrder	Order Yours Today!	BOOK			61.711567	32.311649	55.968750	0055D8DF			
notes	0055D8D9	W05_MQ_004P_Crane_CacheNote_PlaceYourOrder	Order Yours Today!	BOOK			-3326.414795	1663.182373	150.341767	00560084			
notes	0055D8D6	W05_MQ_004P_Crane_CacheNote_ImagineYourMemoriesHere	Imagine Your Memories Here!	BOOK			27.948174	12.911856	55.968765	0055D8DB			
notes	0055D8D6	W05_MQ_004P_Crane_CacheNote_ImagineYourMemoriesHere	Imagine Your Memories Here!	BOOK			-5049.800293	2024.472168	-93.762490	005600A6			
notes	0055D8D7	W05_MQ_004P_Crane_CacheNote_AsSmartAsYou	A Repository As Smart As You	BOOK			24.939634	40.657105	55.968758	0055D8DD			
notes	0055D8D7	W05_MQ_004P_Crane_CacheNote_AsSmartAsYou	A Repository As Smart As You	BOOK			-2506.239502	2769.910645	148.221573	00560085			
notes	0055D8D8	W05_MQ_004P_Crane_CacheNote_RobCoStock	RobCo Stock Shares (1000)	BOOK			59.905110	60.500183	55.968743	0055D8DE			
notes	0055D8D8	W05_MQ_004P_Crane_CacheNote_RobCoStock	RobCo Stock Shares (1000)	BOOK			-5105.250976	1519.284180	-71.572251	00560086			
notes	0055FD04	W05_MQ_004P_Crane_CacheNote_AddWeaponHere	ADD WEAPONS HERE	BOOK			-3798.564453	2606.524414	135.249680	005600A4			
notes	0055FD04	W05_MQ_004P_Crane_CacheNote_AddWeaponHere	ADD WEAPONS HERE	BOOK			27.168125	94.634362	55.968758	00590B67			
notes	0055FD05	W05_MQ_004P_Crane_CacheNote_AddFoodstuffsHere	ADD FOOD HERE	BOOK			-4241.347656	2155.841553	157.205246	00560087			
notes	0055FD05	W05_MQ_004P_Crane_CacheNote_AddFoodstuffsHere	ADD FOOD HERE	BOOK			77.640457	96.730057	55.968758	005911CE			
notes	0055FD03	W05_MQ_004P_Crane_CacheNote_AddLuxuryGoodHere	ADD LUXURY HERE	BOOK			-4381.609863	2130.221680	-54.400189	005600A5			
notes	0055FD03	W05_MQ_004P_Crane_CacheNote_AddLuxuryGoodHere	ADD LUXURY HERE	BOOK			50.208389	108.137589	55.968750	005911CD			
notes	0055FD02	W05_MQ_004P_Crane_CacheNote_AddCratesHere	ADD CRATES HERE	BOOK			-4308.411133	2615.541259	159.413254	00560088			
notes	0055FD02	W05_MQ_004P_Crane_CacheNote_AddCratesHere	ADD CRATES HERE	BOOK			33.573402	156.140839	55.968727	00590B66			
notes	0055A7A6	LC024_RaiderCourthouseNote01	Cutthroat Warning	BOOK			4198.082031	-3163.693604	145.808792	0055A7A8			
notes	0055A7A6	LC024_RaiderCourthouseNote01	Cutthroat Warning	BOOK			521.696289	3919.689453	55.629173	0055CCDE			
notes	0055A7A6	LC024_RaiderCourthouseNote01	Cutthroat Warning	BOOK			2733.489258	-6947.633789	56.830780	005A4BF5			
notes	0055AEDB	LC024_RaiderCourthouseNote02	Cutthroat Orders	BOOK			4350.540527	-3241.037842	421.991180	0055AEE4			
notes	0055AEDB	LC024_RaiderCourthouseNote02	Cutthroat Orders	BOOK			522.986939	3902.821777	55.629151	0055CCDF			
notes	0055AEDB	LC024_RaiderCourthouseNote02	Cutthroat Orders	BOOK			2736.552246	-6930.997071	56.830757	005A4BF6			
notes	0055CBDA	LC024_RosalynnNote01	Rosalynn's Note	BOOK			547.412049	3902.738281	55.629154	0055CCE0			
notes	005698E7	W05_Clue1_Invoice01	Holland Chase Invoice # 9021	BOOK			-407.759827	-689.638855	-148.118134	0056BA73			
notes	005698F7	W05_Clue5_CoverLetter	Vigilant Citizen's Note to Sheriff Darcy	BOOK			-405.985046	-840.403137	-115.763321	0056BAA2			
notes	005698FA	W05_Clue3_Death3	Suspicious Death of Emmanuel Tillings	BOOK			-408.871002	-790.903687	-171.489914	0056BA98			
