FormID	EDID	FULL_Name	NNAM_DisplayName	TNAM_Type	CNAM_Color	DNAM_Notes	FNAM_Unknown	XALG_Flags	FormTags	ENAM_IconName	DATA_AttractionRule	NTWK_NetworkMarker	ReferencedByCount
0041622B	ATX_dn_Weapon_Melee_Knife_Dagger_Gold			None		dynamic name for Atomic Shop Gold Dagger skin mod			0000000000000000000000000000000000000000000000000000000000000000				2
004173DC	E01B_Encryptid_LocEncAlbino_Gutsy			None					0000000000000000000000000000000000000000000000000000000000000000				2
004175E9	ChallengeDiseaseCureDUPLICATE000			None					0000000000000000000000000000000000000000000000000000000000000000				2
00417606	HatTypeAsylum			None					0000000000000000000000000000000000000000000000000000000000000000				20
004175E4	ChemTypeSuperStimpak			None					0000000000000000000000000000000000000000000000000000000000000000				4
00417605	ClothingTypeAsylum			None					0000000000000000000000000000000000000000000000000000000000000000				25
004175DE	ObjectTypeAntibiotics			None					0000000000000000000000000000000000000000000000000000000000000000				2
004175EA	ChemTypeSkeetoSpit			None					0000000000000000000000000000000000000000000000000000000000000000				2
00417667	SFS09_Habitat_Misc_StartKeyword			None		Keyword sent to the Story Manager to start the misc quest for the event			0000000000000000000000000000000000000000000000000000000000000000				5
00417BDD	LGV01_MiscVendor_StartKeyword			None		Keyword sent to SM to start the misc pointer quest to the Legendary Vendor			0000000000000000000000000000000000000000000000000000000000000000				6
00417BDC	LGV01_MiscHopper_StartKeyword			None		Keyword sent to SM to start the misc pointer quest to the hopper			0000000000000000000000000000000000000000000000000000000000000000				6
00417BDA	SFS09_Habitat_MiscPointer_StartKeyword			None		Keyword sent to the Story Manager to start the misc pointer quest to the lab			0000000000000000000000000000000000000000000000000000000000000000				6
00417BDB	D01A_Misc_StartKeyword			None		Keyword sent to SM to start the misc pointer quest to Biv			0000000000000000000000000000000000000000000000000000000000000000				3
0041B929	P02L_McCrearyTest_StartDialogueKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				0
0041B8AE	P01L_McCrearyTest_StartKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				2
0041B928	P02L_McCrearyTest_StartKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				2
0041A674	PreventCustomItemName			None					0000000000000000000000000000000000000000000000000000000000000000				3
0041ADEF	D01_Tutorial_Backpack_StartKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				1
0041ADEE	D01_Tutorial_Brew_StartKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				0
0041ADF0	D01_Tutorial_Photography_StartKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				1
0041C970	ATX_Entitlement_Category_Store_Utility	Utility		Atomic Shop Category			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				88
0041C9BE	WorkshopBrahminKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				2
0041F304	P01C_BadgeTerminal_Quest_StartKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				2
0041F50B	M01C_Archery_StartKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				2
0041FF8A	M01C_Swimming_StartKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				2
0041F6DF	dn_HasMaterial_PA_ATX_Nukashine			None					0000000000000000000000000000000000000000000000000000000000000000				25
0041FF8F	dn_HasMaterial_PA_ATX_ExcavatorRaider			None		Used for dynamic naming rules for the Excavator Raider Paint for PA			0000000000000000000000000000000000000000000000000000000000000000				25
00420FE0	ATX_dn_Weapon_Camera_WoodGrain			None				000000001	0000000000000000000000000000000000000000000000000000000000000000				2
00420FDD	ATX_dn_Weapon_Camera_CrocSkin			None				000000001	0000000000000000000000000000000000000000000000000000000000000000				2
00420FE3	ma_Camera_SnapMatic_Material			Mod Association		mods used by the camera		000000001	0000000000000000000000000000000000000000000000000000000000000000				0
00420FDF	ATX_dn_Weapon_Camera_Mint			None				000000001	0000000000000000000000000000000000000000000000000000000000000000				2
00420FDC	ATX_dn_Weapon_Camera_Black			None				000000001	0000000000000000000000000000000000000000000000000000000000000000				2
00420FDE	ATX_dn_Weapon_Camera_Leather			None				000000001	0000000000000000000000000000000000000000000000000000000000000000				2
00424498	dn_HasMeleeMod_PioneerScout			None					0000000000000000000000000000000000000000000000000000000000000000				2
00424724	WaveKeyword_SFS09_Habitat_Radstags			None					0000000000000000000000000000000000000000000000000000000000000000				2
00424926	P02L_McCrearyTest_QuestActive			None					0000000000000000000000000000000000000000000000000000000000000000				4
00424490	NoFrenzy			None					0000000000000000000000000000000000000000000000000000000000000000				8
004249B6	WorkshopCategoryCeilingDecors	Ceiling Decor		Recipe Filter			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				2
00425230	E01C_Tales_Dark_FoundKeyword			None		Applied to: 1) Shadows when players approach them & 2) Camper evidence objects once they have been picked up by a player. Used in objective conditioning.			0000000000000000000000000000000000000000000000000000000000000000				1
00425239	M01C_Archery_QuestActiveKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				4
004265AF	HatTypeMilitary			None					0000000000000000000000000000000000000000000000000000000000000000				53
004265EE	M01C_Roboticist_QuestActiveKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				20
004265EF	M01C_Roboticist_StartKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				11
004266C9	M01C_Athletics_Bridge_StartKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				3
004266CA	M01C_Athletics_Master_StartKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				6
00429994	W05_MQ_101P_ColaWaveSpawnKeywords			None					0000000000000000000000000000000000000000000000000000000000000000				2
00429A75	W05_Settler_RandomConvoStartKeyword_Exterior			None					0000000000000000000000000000000000000000000000000000000000000000				2
0042A95D	W05_Wayward_Interior_RandomConvoStartKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				2
0042EDC5	W05_Wayward_Exterior_RandomConvoStartKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				2
0042F545	W05_MQR_203P_QuestActive_Keyword			None					0000000000000000000000000000000000000000000000000000000000000000				26
0042F546	W05_MQR_203P_QuestStart_Keyword			None					0000000000000000000000000000000000000000000000000000000000000000				3
0042F661	WaywardClientEnableKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				66
00535E76	W05_MQR_204P_QuestActive_Keyword			None					0000000000000000000000000000000000000000000000000000000000000000				23
00535E77	W05_MQR_204P_QuestStart_Keyword			None					0000000000000000000000000000000000000000000000000000000000000000				4
00536B46	W05_Raider_RelaxPKGKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				10
00538218	ImmuneToNukeWeather			None					0000000000000000000000000000000000000000000000000000000000000000				335
0053820E	W05_NPCNukeFleeTargetKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				145
00539628	AnimFurnFlagWaving			None					0000000000000000000000000000000000000000000000000000000000000000				4
0053ACF8	Vault79KillGhoulsKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				20
004270FA	M01C_Athletics_Slopes_StartKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				2
004270F9	M01C_Athletics_Venture_StartKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				2
0042714C	NoStaggerAll			None					0000000000000000000000000000000000000000000000000000000000000000				34
003C3E15	QP_Babylon_Child_KW			None					0000000000000000000000000000000000000000000000000000000000000000				1
003C40A8	QuickplayMatchDLCBabylon			None					0000000000000000000000000000000000000000000000000000000000000000				2
0050FDCA	BabylonContainerDeleteEmpty			None					0000000000000000000000000000000000000000000000000000000000000000				23
005101AF	Babylon_Monongah_PowerPlant			Instantiation Filter					0000000000000000000000000000000000000000000000000000000000000000				0
005101B1	Babylon_Morgantown_Circle			Instantiation Filter					0000000000000000000000000000000000000000000000000000000000000000				0
005101B0	Babylon_Morgantown			Instantiation Filter					0000000000000000000000000000000000000000000000000000000000000000				0
00518AB9	BabylonCanIgnite			None		Marks this object as something the player can ignite			0000000000000000000000000000000000000000000000000000000000000000				1
0038207A	NuclearWinterWorkshopKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				9
00348B96	BabylonQuickCamp			None					0000000000000000000000000000000000000000000000000000000000000000				18
003B20D8	WorkshopRecipeItem			None		Marks inventory item as a representation of a constructible object.			0000000000000000000000000000000000000000000000000000000000000000				6
0037D28F	BabylonFood			None					0000000000000000000000000000000000000000000000000000000000000000				0
003E3C39	AlwaysNetworked			None					0000000000000000000000000000000000000000000000000000000000000000				1
003DC767	BabylonPlacedObject			None					0000000000000000000000000000000000000000000000000000000000000000				7
002B8BDB	BabylonNoModifyTerminal			None					0000000000000000000000000000000000000000000000000000000000000000				20
002BA28B	BabylonLootTerminal			None					0000000000000000000000000000000000000000000000000000000000000000				12
003D77AF	BabylonNoAsh			None					0000000000000000000000000000000000000000000000000000000000000000				66
003A10C5	BabylonFleeBlastQuestStartKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				0
0043CAA9	BabylonLootContainer			None					0000000000000000000000000000000000000000000000000000000000000000				0
0043D4A8	BabylonNoTransfer			None					0000000000000000000000000000000000000000000000000000000000000000				6
004500C6	BabylonArmorSuit			None					0000000000000000000000000000000000000000000000000000000000000000				8
00483106	dn_Weapon_Babylon			None		used by Babylon Weapons			0000000000000000000000000000000000000000000000000000000000000000				0
0045E3CC	BabylonImmuneToStormKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				2
003EC1E0	PerkBabylonScroungerValidContainer			None					0000000000000000000000000000000000000000000000000000000000000000				3
003EC29A	ContainerManualOpenState			None					0000000000000000000000000000000000000000000000000000000000000000				5
003EFBD3	BabylonEliteAIKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				5
003F2258	BabylonMediumAIKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				3
003F3392	UI_BabylonGuardPost			UI Icon Linkage Name		Keyword that controls the displayed icon in the favorites UI			0000000000000000000000000000000000000000000000000000000000000000	BabylonGuardPostIcon			1
003F3394	UI_BabylonMGTurret			UI Icon Linkage Name		Keyword that controls the displayed icon in the favorites UI			0000000000000000000000000000000000000000000000000000000000000000	BabylonMGTurretIcon			1
003F3395	UI_BabylonWall			UI Icon Linkage Name		Keyword that controls the displayed icon in the favorites UI			0000000000000000000000000000000000000000000000000000000000000000	BabylonWallIcon			1
003F3393	UI_BabylonNukeBriefcase			UI Icon Linkage Name		Keyword that controls the displayed icon in the favorites UI			0000000000000000000000000000000000000000000000000000000000000000	BabylonNukeBriefcaseIcon			2
003F3391	UI_BabylonPunjiTrap			UI Icon Linkage Name		Keyword that controls the displayed icon in the favorites UI			0000000000000000000000000000000000000000000000000000000000000000	BabylonPunjiTrapIcon			0
003F5164	zzz_BabylonBobblehead			None					0000000000000000000000000000000000000000000000000000000000000000				15
003F5165	BabylonMagazine			None					0000000000000000000000000000000000000000000000000000000000000000				32
003F7797	dn_HasMaterial_Babylon_level01			None					0000000000000000000000000000000000000000000000000000000000000000				25
003F779A	zzzif_tmp_PA_Babylon_level01			Instantiation Filter					0000000000000000000000000000000000000000000000000000000000000000				1
003F83E5	zzzif_tmp_PA_Babylon_level02			Instantiation Filter					0000000000000000000000000000000000000000000000000000000000000000				1
003F83DF	dn_HasMaterial_Babylon_level03			None					0000000000000000000000000000000000000000000000000000000000000000				25
003F83DE	dn_HasMaterial_Babylon_level02			None					0000000000000000000000000000000000000000000000000000000000000000				25
003F83F4	zzzif_tmp_PA_Babylon_level03			Instantiation Filter					0000000000000000000000000000000000000000000000000000000000000000				1
003FFB3E	BabylonIgnoreAutoEquipBetterArmor			None					0000000000000000000000000000000000000000000000000000000000000000				2
0042758C	P03L_TestSubject_Victim			None					0000000000000000000000000000000000000000000000000000000000000000				1
00427569	P03L_McCrearyTest_StartKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				2
004273FF	P03L_McCrearyTest_ActiveKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				0
004286B0	HasLegendary_Weapon_ExplosiveBullets_Shotgun			None					0000000000000000000000000000000000000000000000000000000000000000				3
00428A50	M01C_Athletics_RaceInProgress			None					0000000000000000000000000000000000000000000000000000000000000000				0
00428A51	M01C_Athletics_Master_ActiveKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				11
00428BC3	dn_BackPack_Standard_Material_Scout_Possum			None		Keyword use for dynamic naming			0000000000000000000000000000000000000000000000000000000000000000				2
0042D4E1	BabylonUseNukeZoneBlastRadius			None					0000000000000000000000000000000000000000000000000000000000000000				2
0042AAF0	ma_armor_BackPack_Frame_MaterialMod			Mod Association		Used to enable material mods on frame backpacks			0000000000000000000000000000000000000000000000000000000000000000				1
0042A5D1	ap_PowerArmor_Headlamp_Base	Headlamp		Attach Point			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				614
0042C48B	RecipeFilter_Chem_ScienceProject	SCIENCE PROJECTS		Recipe Filter			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				2
0042C55D	dn_BackPack_Effect_LeadLined			None		Keyword use for dynamic naming			0000000000000000000000000000000000000000000000000000000000000000				2
0042C547	dn_BackPack_Standard_Material_BrownLeather			None		Keyword use for dynamic naming			0000000000000000000000000000000000000000000000000000000000000000				2
0042C545	dn_BackPack_Standard_Material_BlackLeather			None		Keyword use for dynamic naming			0000000000000000000000000000000000000000000000000000000000000000				2
0042C543	dn_BackPack_Standard_Material_BlackCloth			None		Keyword use for dynamic naming			0000000000000000000000000000000000000000000000000000000000000000				2
0042C58D	M01C_Swimming_ActiveKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				4
0042E607	E01L_McCreary_EventStart			None					0000000000000000000000000000000000000000000000000000000000000000				2
0042E608	E01L_McCreary_EventActive			None					0000000000000000000000000000000000000000000000000000000000000000				2
0042F31A	NukashineAlcoholType			None		Place this on all Nukashine drinks so they can be placed in the Nukashine keg			0000000000000000000000000000000000000000000000000000000000000000				7
00535DF7	dn_HasMaterial_PA_ATX_Excavator_Arktos			None					0000000000000000000000000000000000000000000000000000000000000000				7
00536741	E01C_Tales_Dark_WendigoWaveKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				2
0053AF69	Babylon_Weapon_GatlingGun	Babylon_Weapon_GatlingGun		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF62	Babylon_Weapon_Crossbow	Babylon_Weapon_Crossbow		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF86	Babylon_Weapon_Melee_Hatchet	Babylon_Weapon_Melee_Hatchet		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF60	Babylon_Weapon_10mmSMG	Babylon_Weapon_10mmSMG		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF77	Babylon_Weapon_DLC01LightningGun	Babylon_Weapon_DLC01LightningGun		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF5F	Babylon_Weapon_SingleActionRevolver	Babylon_Weapon_SingleActionRevolver		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF7E	Babylon_Weapon_HandmadeGun_SemiAuto	Babylon_Weapon_HandmadeGun_SemiAuto		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF76	Babylon_Weapon_AutoGrenadeLauncher	Babylon_Weapon_AutoGrenadeLauncher		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF80	Babylon_Weapon_PlasmaGun_Pistol	Babylon_Weapon_PlasmaGun_Pistol		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF79	Babylon_Weapon_Minigun	Babylon_Weapon_Minigun		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF84	Babylon_Weapon_Melee_Board	Babylon_Weapon_Melee_Board		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF5C	Babylon_Weapon_PipeGun_Pistol	Babylon_Weapon_PipeGun_Pistol		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF8E	Babylon_Weapon_Melee_GrognakAxe	Babylon_Weapon_Melee_GrognakAxe		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF88	Babylon_Weapon_Melee_Switchblade	Babylon_Weapon_Melee_Switchblade		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF6A	Babylon_Weapon_HuntingRifle	Babylon_Weapon_HuntingRifle		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF74	Babylon_Weapon_LaserGun_Pistol_Auto	Babylon_Weapon_LaserGun_Pistol_Auto		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF75	Babylon_Weapon_LeverGun_Sniper	Babylon_Weapon_LeverGun_Sniper		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF68	Babylon_Weapon_AssaultRifle_Auto	Babylon_Weapon_AssaultRifle_Auto		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF8F	Babylon_Weapon_Melee_Shishkebab	Babylon_Weapon_Melee_Shishkebab		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF8D	Babylon_Weapon_Melee_AssaultronBlade	Babylon_Weapon_Melee_AssaultronBlade		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF6E	Babylon_Weapon_PumpActionShotgun	Babylon_Weapon_PumpActionShotgun		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF8B	Babylon_Weapon_Melee_Sickle	Babylon_Weapon_Melee_Sickle		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF78	Babylon_Weapon_LaserGun_Sniper	Babylon_Weapon_LaserGun_Sniper		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF89	Babylon_Weapon_Melee_Bonehammer	Babylon_Weapon_Melee_Bonehammer		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF90	Babylon_Weapon_Melee_SledgeHammer	Babylon_Weapon_Melee_SledgeHammer		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF87	Babylon_Weapon_Melee_Knife	Babylon_Weapon_Melee_Knife		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF94	Babylon_Weapon_Melee_PowerFist	Babylon_Weapon_Melee_PowerFist		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF85	Babylon_Weapon_Melee_CultistBlade	Babylon_Weapon_Melee_CultistBlade		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF59	Babylon_Weapon_CombatRifle_Auto	Babylon_Weapon_CombatRifle_Auto		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF83	Babylon_Weapon_PlasmaGun_Rifle_Auto	Babylon_Weapon_PlasmaGun_Rifle_Auto		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF82	Babylon_Weapon_PlasmaGun_Shotgun	Babylon_Weapon_PlasmaGun_Shotgun		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF81	Babylon_Weapon_PlasmaGun_Sniper	Babylon_Weapon_PlasmaGun_Sniper		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF5A	Babylon_Weapon_PipeRevolver	Babylon_Weapon_PipeRevolver		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF7F	Babylon_Weapon_LaserGun_Shotgun	Babylon_Weapon_LaserGun_Shotgun		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF7B	Babylon_Weapon_UltraciteLaserGun_Rifle_Auto	Babylon_Weapon_UltraciteLaserGun_Rifle_Auto		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF7D	Babylon_Weapon_AssaultRifle_SemiAuto	Babylon_Weapon_AssaultRifle_SemiAuto		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF6C	Babylon_Weapon_M79	Babylon_Weapon_M79		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF5E	Babylon_Weapon_PipeGun_Pistol_Auto	Babylon_Weapon_PipeGun_Pistol_Auto		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF57	Babylon_Weapon_LaserShotgun	Babylon_Weapon_LaserShotgun		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF93	Babylon_Weapon_Melee_DeathclawGauntlet	Babylon_Weapon_Melee_DeathclawGauntlet		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF5D	Babylon_Weapon_PipeGun_Rifle_Auto	Babylon_Weapon_PipeGun_Rifle_Auto		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF7A	Babylon_Weapon_UltraciteLaserGun_Pistol	Babylon_Weapon_UltraciteLaserGun_Pistol		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF64	Babylon_Weapon_DoubleBarrelShotgun	Babylon_Weapon_DoubleBarrelShotgun		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF67	Babylon_Weapon_44	Babylon_Weapon_44		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF63	Babylon_Weapon_WesternRevolver	Babylon_Weapon_WesternRevolver		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF92	Babylon_Weapon_Melee_SuperSledge	Babylon_Weapon_Melee_SuperSledge		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF66	Babylon_Weapon_SubmachineGun	Babylon_Weapon_SubmachineGun		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF91	Babylon_Weapon_Melee_PoleHook	Babylon_Weapon_Melee_PoleHook		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF61	Babylon_Weapon_CombatRifle_Sniper	Babylon_Weapon_CombatRifle_Sniper		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF8A	Babylon_Weapon_Melee_Machete	Babylon_Weapon_Melee_Machete		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF5B	Babylon_Weapon_PipeGun_Sniper	Babylon_Weapon_PipeGun_Sniper		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF58	Babylon_Weapon_10mmPistol	Babylon_Weapon_10mmPistol		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF7C	Babylon_Weapon_MissileLauncher	Babylon_Weapon_MissileLauncher		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF73	Babylon_Weapon_LaserGun_Rifle_Auto	Babylon_Weapon_LaserGun_Rifle_Auto		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF70	Babylon_Weapon_AlienBlaster	Babylon_Weapon_AlienBlaster		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF6F	Babylon_Weapon_50CalMachineGun	Babylon_Weapon_50CalMachineGun		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF72	Babylon_Weapon_HandmadeGun_Auto	Babylon_Weapon_HandmadeGun_Auto		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF6B	Babylon_Weapon_LeverGun	Babylon_Weapon_LeverGun		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF65	Babylon_Weapon_RadiumRifle_Auto	Babylon_Weapon_RadiumRifle_Auto		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF8C	Babylon_Weapon_Melee_SkiSword	Babylon_Weapon_Melee_SkiSword		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF6D	Babylon_Weapon_LaserGun_Pistol	Babylon_Weapon_LaserGun_Pistol		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
0053AF71	Babylon_Weapon_CombatShotgun	Babylon_Weapon_CombatShotgun		Dialogue Subtype			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				1
00536B82	SFS09_Habitat_MoleRatSpawnLinkedRef			None					0000000000000000000000000000000000000000000000000000000000000000				43
00536B8A	ATX_dn_Weapon_Camera_MoleMiner			None				000000001	0000000000000000000000000000000000000000000000000000000000000000				2
00536BAB	TreasureMapKeyword			None		Placed onto Treasure Maps			0000000000000000000000000000000000000000000000000000000000000000				72
00536D86	D01C_Misc_Treadly_QuestActiveKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				2
00536D87	D01A_Misc_QuestActiveKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				2
00536D81	D01C_Misc_Pompy_StartKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				3
00536D7E	D01C_Tidy_QuestActiveKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				5
00536D85	D01C_Misc_Pompy_QuestActiveKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				2
00536D7D	D01C_Stings_QuestActiveKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				5
00536D82	D01C_Misc_Treadly_StartKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				3
00536DBD	ClothingTypeFedora			None					0000000000000000000000000000000000000000000000000000000000000000				14
00537660	M01C_Athletics_SpeakerBoxKeyword			None					0000000000000000000000000000000000000000000000000000000000000000				4
00537664	dn_HasMaterial_PA_ATX_ExcavatorRaider_Blood			None		Used for dynamic naming rules for the Excavator Raider Paint for PA			0000000000000000000000000000000000000000000000000000000000000000				7
0053767B	ATX_dn_Weapon_Melee_Knife_Dagger			None		dynamic name for Atomic Shop Black Dagger skin mod			0000000000000000000000000000000000000000000000000000000000000000				2
005377AE	ATX_dn_Weapon_Melee_FireAxe_ServiceAward			None		dynamic name for Atomic Shop Service Award Fire Axe skin mod			0000000000000000000000000000000000000000000000000000000000000000				2
005377AC	ATX_dn_Weapon_Melee_FireAxe_Survival			None		dynamic name for Atomic Shop Survival skin mod			0000000000000000000000000000000000000000000000000000000000000000				2
005377AD	dn_hasMaterial_ColorYellow			None		dynamic name for Yellow skin mod			0000000000000000000000000000000000000000000000000000000000000000				2
00537B4A	dn_HasMaterial_ATX_PickAxe_Shark			None			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				2
00537B48	dn_HasMaterial_ATX_PickAxe_Flame			None			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				2
00537B49	dn_HasMaterial_ATX_PickAxe_Gilded			None			00 00 00 00		0000000000000000000000000000000000000000000000000000000000000000				2
00537B4C	dn_HasMaterial_ATX_Responders			None					0000000000000000000000000000000000000000000000000000000000000000				3
