QuestFormID	QuestEDID	QuestName	StageIndex	StageFlags	LogEntryIndex	LogFlags	LogText	NextQuest	Fragments	Conditions	Links
003F2DC7	zzz_W05_SettlersDaily_Clinic	Daily: Donations for the Clinic	199		0				Fragment_Stage_0199_Item_00		
003F2DC7	zzz_W05_SettlersDaily_Clinic	Daily: Donations for the Clinic	200		0		I assembled an Emergency Kit, so I should drop it off at the Foundation Clinic's donation bin.		Fragment_Stage_0200_Item_00		
003F2DC7	zzz_W05_SettlersDaily_Clinic	Daily: Donations for the Clinic	299		0				Fragment_Stage_0299_Item_00		
003F2DC7	zzz_W05_SettlersDaily_Clinic	Daily: Donations for the Clinic	9000		0	Complete Quest			Fragment_Stage_9000_Item_00		QRWD=006313D7:QuestReward_zzz_W05_SettlersDaily_Clinic_Stage9000_01:GMRW
003F2DC7	zzz_W05_SettlersDaily_Clinic	Daily: Donations for the Clinic	10000		0				Fragment_Stage_10000_Item_00		
003F2DC9	zzz_W05_SettlersDaily_Stew	Daily: Stewing Over Things	10		0				Fragment_Stage_0010_Item_00		
003F2DC9	zzz_W05_SettlersDaily_Stew	Daily: Stewing Over Things	20		0				Fragment_Stage_0020_Item_00		
003F2DC9	zzz_W05_SettlersDaily_Stew	Daily: Stewing Over Things	50		0		Sunny's message mentioned that Foundation's Soup Kitchen is looking for donations of Settler Stew. I should go check the recipe in Sunny's storeroom to see what ingredients it requires.		Fragment_Stage_0050_Item_00		
003F2DC9	zzz_W05_SettlersDaily_Stew	Daily: Stewing Over Things	100		0		I can make some Settler Stew at a Cooking Station if I want to make a donation to Foundation's Soup Kitchen.		Fragment_Stage_0100_Item_00		
003F2DC9	zzz_W05_SettlersDaily_Stew	Daily: Stewing Over Things	150		0				Fragment_Stage_0150_Item_00		
003F2DC9	zzz_W05_SettlersDaily_Stew	Daily: Stewing Over Things	199		0				Fragment_Stage_0199_Item_00		
003F2DC9	zzz_W05_SettlersDaily_Stew	Daily: Stewing Over Things	200		0		I cooked the Settler Stew, so I should drop it off at the Foundation's Soup Kitchen.		Fragment_Stage_0200_Item_00		
003F2DC9	zzz_W05_SettlersDaily_Stew	Daily: Stewing Over Things	299		0				Fragment_Stage_0299_Item_00		
003F2DC9	zzz_W05_SettlersDaily_Stew	Daily: Stewing Over Things	9000		0	Complete Quest			Fragment_Stage_9000_Item_00		
003F2DC9	zzz_W05_SettlersDaily_Stew	Daily: Stewing Over Things	10000		0				Fragment_Stage_10000_Item_00		
00403436	zzz_W05_SettlersDaily_Fieldhand	Daily: Fieldhand Needed!	10		0				Fragment_Stage_0010_Item_00		
00403436	zzz_W05_SettlersDaily_Fieldhand	Daily: Fieldhand Needed!	100		0		If I'm going to help feed the chickens in Foundation, I should collect the Hi-GRO feed that they're using to feed them.		Fragment_Stage_0100_Item_00		
00403436	zzz_W05_SettlersDaily_Fieldhand	Daily: Fieldhand Needed!	199		0				Fragment_Stage_0199_Item_00		
00403436	zzz_W05_SettlersDaily_Fieldhand	Daily: Fieldhand Needed!	200		0		I have the Hi-GRO feed for the livestock, now all I need to do is refill their troughs.		Fragment_Stage_0200_Item_00		
00403436	zzz_W05_SettlersDaily_Fieldhand	Daily: Fieldhand Needed!	210		0				Fragment_Stage_0210_Item_00		
00403436	zzz_W05_SettlersDaily_Fieldhand	Daily: Fieldhand Needed!	220		0				Fragment_Stage_0220_Item_00		
00403436	zzz_W05_SettlersDaily_Fieldhand	Daily: Fieldhand Needed!	230		0				Fragment_Stage_0230_Item_00		
00403436	zzz_W05_SettlersDaily_Fieldhand	Daily: Fieldhand Needed!	240		0				Fragment_Stage_0240_Item_00		
00403436	zzz_W05_SettlersDaily_Fieldhand	Daily: Fieldhand Needed!	299		0				Fragment_Stage_0299_Item_00		
00403436	zzz_W05_SettlersDaily_Fieldhand	Daily: Fieldhand Needed!	9000		0	Complete Quest			Fragment_Stage_9000_Item_00		QRWD=006313D8:QuestReward_zzz_W05_SettlersDaily_Fieldhand_Stage9000_01:GMRW
00403436	zzz_W05_SettlersDaily_Fieldhand	Daily: Fieldhand Needed!	10000		0				Fragment_Stage_10000_Item_00		
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	0		0						
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	2		0						
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	49		0						
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	50	Run On Start ; Start Timer	0		Scout Leader Penny is ready to tell campfire tales, but she needs some older campers to help act out some of the scenes. Stand near the campfire to let her know you're willing to assist.		Fragment_Stage_0050_Item_00		
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	75		0				Fragment_Stage_0075_Item_00		
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	99		0						
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	100		0				Fragment_Stage_0100_Item_00		
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	110		0				Fragment_Stage_0110_Item_00		
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	120		0				Fragment_Stage_0120_Item_00		
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	200		0				Fragment_Stage_0200_Item_00		
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	210		0				Fragment_Stage_0210_Item_00		
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	220		0				Fragment_Stage_0220_Item_00		
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	230		0				Fragment_Stage_0230_Item_00		
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	300		0				Fragment_Stage_0300_Item_00		
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	310		0						
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	350		0				Fragment_Stage_0350_Item_00		
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	400		0				Fragment_Stage_0400_Item_00		
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	410		0				Fragment_Stage_0410_Item_00		
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	411		0						
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	420		0				Fragment_Stage_0420_Item_00		
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	422		0						
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	430		0				Fragment_Stage_0430_Item_00		
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	433		0						
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	500		0				Fragment_Stage_0500_Item_00		
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	600		0				Fragment_Stage_0600_Item_00		
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	700		0						
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	8999		0						
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	9000		0	Complete Quest			Fragment_Stage_9000_Item_00		QRWD=006311FA:QuestReward_E01C_Tales_Mary_New_Stage9000_01:GMRW
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	9990		0	Fail Quest			Fragment_Stage_9990_Item_00		
0041A676	E01C_Tales_Mary_New	Event: Campfire Tales	10000	Run On Stop	0						
0041B725	zzz_W05_SettlersDaily_Restock	Daily: Restock the Armory	10		0				Fragment_Stage_0010_Item_00		
0041B725	zzz_W05_SettlersDaily_Restock	Daily: Restock the Armory	20		0				Fragment_Stage_0020_Item_00		
0041B725	zzz_W05_SettlersDaily_Restock	Daily: Restock the Armory	50		0		Ward's recorded message mentioned that there were instructions in the barracks that explain how to make a Guard Restock Kit, if I want to make and donate one.		Fragment_Stage_0050_Item_00		
0041B725	zzz_W05_SettlersDaily_Restock	Daily: Restock the Armory	100		0		I can craft a Guard Restock Kit at a Tinker's Workbench if I want to make a donation to Foundation's Armory.		Fragment_Stage_0100_Item_00		
0041B725	zzz_W05_SettlersDaily_Restock	Daily: Restock the Armory	150		0				Fragment_Stage_0150_Item_00		
0041B725	zzz_W05_SettlersDaily_Restock	Daily: Restock the Armory	199		0				Fragment_Stage_0199_Item_00		
0041B725	zzz_W05_SettlersDaily_Restock	Daily: Restock the Armory	200		0		I assembled a Guard Restock Kit, so I should drop it off at the Foundation Armory's donation bin.		Fragment_Stage_0200_Item_00		
0041B725	zzz_W05_SettlersDaily_Restock	Daily: Restock the Armory	299		0				Fragment_Stage_0299_Item_00		
0041B725	zzz_W05_SettlersDaily_Restock	Daily: Restock the Armory	9000		0	Complete Quest			Fragment_Stage_9000_Item_00		QRWD=006313D9:QuestReward_zzz_W05_SettlersDaily_Restock_Stage9000_01:GMRW
0041B725	zzz_W05_SettlersDaily_Restock	Daily: Restock the Armory	10000		0				Fragment_Stage_10000_Item_00		
00454CB6	E01B_Encryptid	Event: Encryptid	50	Run On Start	0		I need to use the Bysshe Remote Robotics Terminal to initiate the Assaultron Recall Procedure. I should make sure that I'm prepared for a difficult battle.		Fragment_Stage_0050_Item_00		
00454CB6	E01B_Encryptid	Event: Encryptid	100		0		A process has begun to recall a dangerous rogue Assaultron to an isolated location for elimination. I'm awaiting its arrival.		Fragment_Stage_0100_Item_00		
00454CB6	E01B_Encryptid	Event: Encryptid	200		0		The rogue Assaultron has arrived but has a powerful shield that shrugs off damage. I need the nearby pylons to activate so I can do something about that shield!		Fragment_Stage_0200_Item_00		
00454CB6	E01B_Encryptid	Event: Encryptid	250	Start Timer	0		The pylons are ready to use! Activating them all will remove the rogue Assaultron's powerful shield!		Fragment_Stage_0250_Item_00		
00454CB6	E01B_Encryptid	Event: Encryptid	1000	Timer End	0	Fail Quest			Fragment_Stage_1000_Item_00		
00454CB6	E01B_Encryptid	Event: Encryptid	9000		0	Complete Quest	I've defeated the rogue Assaultron. It won't be threatening anyone anymore.		Fragment_Stage_9000_Item_00		QRWD=006311F6:QuestReward_E01B_Encryptid_Stage9000_01:GMRW
00454CB6	E01B_Encryptid	Event: Encryptid	9991		0	Fail Quest			Fragment_Stage_9991_Item_00		
004648C3	E01C_Tales_Dark	Event: Campfire Tales	10		0				Fragment_Stage_0010_Item_00		
004648C3	E01C_Tales_Dark	Event: Campfire Tales	20		0				Fragment_Stage_0020_Item_00		
004648C3	E01C_Tales_Dark	Event: Campfire Tales	100	Run On Start	0		Scout Leader Penny is hosting a spooky Pioneer Scout tradition: campfire tales! I should speak with her for a fun and frightful story.		Fragment_Stage_0100_Item_00		
004648C3	E01C_Tales_Dark	Event: Campfire Tales	110		0				Fragment_Stage_0110_Item_00		
004648C3	E01C_Tales_Dark	Event: Campfire Tales	120		0				Fragment_Stage_0120_Item_00		
004648C3	E01C_Tales_Dark	Event: Campfire Tales	130		0				Fragment_Stage_0130_Item_00		
004648C3	E01C_Tales_Dark	Event: Campfire Tales	200	Start Timer	0		A good Pioneer Scout would listen respectfully while Scout Leader Penny tells her story.		Fragment_Stage_0200_Item_00		
004648C3	E01C_Tales_Dark	Event: Campfire Tales	300		0		This is an interactive tale! I should help the young Pioneer Scout in the story combat her fear of the dark by dispelling the nearby "shadows".		Fragment_Stage_0300_Item_00		
004648C3	E01C_Tales_Dark	Event: Campfire Tales	350		0		A good Pioneer Scout would listen respectfully while Scout Leader Penny tells her story.		Fragment_Stage_0350_Item_00		
004648C3	E01C_Tales_Dark	Event: Campfire Tales	380		0		In this part of the story, I should act as a young Scout by the fire - eating treats and sharing feelings with friends.		Fragment_Stage_0380_Item_00		
004648C3	E01C_Tales_Dark	Event: Campfire Tales	400		0		A good Pioneer Scout would listen respectfully while Scout Leader Penny tells her story.		Fragment_Stage_0400_Item_00		
004648C3	E01C_Tales_Dark	Event: Campfire Tales	500		0		In the story, the young Scout has gone out by herself in search of firewood. I need to play her role by doing the same.		Fragment_Stage_0500_Item_00		
004648C3	E01C_Tales_Dark	Event: Campfire Tales	600		0		A good Pioneer Scout would listen respectfully while Scout Leader Penny tells her story.		Fragment_Stage_0600_Item_00		
004648C3	E01C_Tales_Dark	Event: Campfire Tales	700		0		The campfire tale has been cut short by a mysterious emergency: Scout Leader Penny reports a missing camper. Maybe the camper left a message around the camp for me to bring to Penny.		Fragment_Stage_0700_Item_00		
004648C3	E01C_Tales_Dark	Event: Campfire Tales	710		0				Fragment_Stage_0710_Item_00		
004648C3	E01C_Tales_Dark	Event: Campfire Tales	720		0				Fragment_Stage_0720_Item_00		
004648C3	E01C_Tales_Dark	Event: Campfire Tales	730		0				Fragment_Stage_0730_Item_00		
004648C3	E01C_Tales_Dark	Event: Campfire Tales	740		0				Fragment_Stage_0740_Item_00		
004648C3	E01C_Tales_Dark	Event: Campfire Tales	750		0				Fragment_Stage_0750_Item_00		
004648C3	E01C_Tales_Dark	Event: Campfire Tales	760		0				Fragment_Stage_0760_Item_00		
004648C3	E01C_Tales_Dark	Event: Campfire Tales	770		0				Fragment_Stage_0770_Item_00		
004648C3	E01C_Tales_Dark	Event: Campfire Tales	780		0				Fragment_Stage_0780_Item_00		
004648C3	E01C_Tales_Dark	Event: Campfire Tales	850		0		The camper who left the holotape went missing a long time ago, leaving behind a chilling story that is all too real.		Fragment_Stage_0850_Item_00		
004648C3	E01C_Tales_Dark	Event: Campfire Tales	900		0				Fragment_Stage_0900_Item_00		
004648C3	E01C_Tales_Dark	Event: Campfire Tales	921		0				Fragment_Stage_0921_Item_00		
004648C3	E01C_Tales_Dark	Event: Campfire Tales	922		0				Fragment_Stage_0922_Item_00		
004648C3	E01C_Tales_Dark	Event: Campfire Tales	9000		0	Complete Quest			Fragment_Stage_9000_Item_00		QRWD=006311F8:QuestReward_E01C_Tales_Dark_Stage9000_01:GMRW
004648C3	E01C_Tales_Dark	Event: Campfire Tales	9990	Timer End	0	Fail Quest			Fragment_Stage_9990_Item_00		
004648C3	E01C_Tales_Dark	Event: Campfire Tales	9991		0	Fail Quest			Fragment_Stage_9991_Item_00		
0046A5AA	E01C_Tales_Mary_Old	Event: Campfire Tales	0		0				Fragment_Stage_0000_Item_00		
0046A5AA	E01C_Tales_Mary_Old	Event: Campfire Tales	100	Run On Start ; Start Timer	0		Scout Leader Penny is ready to tell campfire tales, but she needs some older campers to help act out some of the scenes.		Fragment_Stage_0100_Item_00		
0046A5AA	E01C_Tales_Mary_Old	Event: Campfire Tales	200		0		Listen to Scout Leader Penny.		Fragment_Stage_0200_Item_00		
0046A5AA	E01C_Tales_Mary_Old	Event: Campfire Tales	250		0				Fragment_Stage_0250_Item_00		
0046A5AA	E01C_Tales_Mary_Old	Event: Campfire Tales	300		0		Scout Leader Penny needs older campers to help make sounds around the camp so she can tell a story to the younger campers. Find objects that will produce sounds similar to the things she describes.		Fragment_Stage_0300_Item_00		
0046A5AA	E01C_Tales_Mary_Old	Event: Campfire Tales	400		0				Fragment_Stage_0400_Item_00		
0046A5AA	E01C_Tales_Mary_Old	Event: Campfire Tales	500		0				Fragment_Stage_0500_Item_00		
0046A5AA	E01C_Tales_Mary_Old	Event: Campfire Tales	600		0				Fragment_Stage_0600_Item_00		
0046A5AA	E01C_Tales_Mary_Old	Event: Campfire Tales	700		0				Fragment_Stage_0700_Item_00		
0046A5AA	E01C_Tales_Mary_Old	Event: Campfire Tales	800		0				Fragment_Stage_0800_Item_00		
0046A5AA	E01C_Tales_Mary_Old	Event: Campfire Tales	900		0				Fragment_Stage_0900_Item_00		
0046A5AA	E01C_Tales_Mary_Old	Event: Campfire Tales	1000		0				Fragment_Stage_1000_Item_00		
0046A5AA	E01C_Tales_Mary_Old	Event: Campfire Tales	1100		0				Fragment_Stage_1100_Item_00		
0046A5AA	E01C_Tales_Mary_Old	Event: Campfire Tales	1200		0				Fragment_Stage_1200_Item_00		
0046A5AA	E01C_Tales_Mary_Old	Event: Campfire Tales	2000		0				Fragment_Stage_2000_Item_00		
0046A5AA	E01C_Tales_Mary_Old	Event: Campfire Tales	9000		0	Complete Quest			Fragment_Stage_9000_Item_00		QRWD=006311FB:QuestReward_E01C_Tales_Mary_Old_Stage9000_01:GMRW
0046A5AA	E01C_Tales_Mary_Old	Event: Campfire Tales	9990		0				Fragment_Stage_9990_Item_00		
0046A5AA	E01C_Tales_Mary_Old	Event: Campfire Tales	10000	Run On Stop	0				Fragment_Stage_10000_Item_00		
00498662	E01B_Herd	Event: Free Range	100	Run On Start	0		I found a pack of abandoned Brahmin on the road. The out-of-commission Mr. Farmhand that was in charge of them has a Shepherd's Crook and some instructions on how to herd them. Using the power of the Crook, I could get these Brahmin home.		Fragment_Stage_0100_Item_00		
00498662	E01B_Herd	Event: Free Range	200		0				Fragment_Stage_0200_Item_00		
00498662	E01B_Herd	Event: Free Range	205	Start Timer	0				Fragment_Stage_0205_Item_00		
00498662	E01B_Herd	Event: Free Range	210		0				Fragment_Stage_0210_Item_00		
00498662	E01B_Herd	Event: Free Range	220		0				Fragment_Stage_0220_Item_00		
00498662	E01B_Herd	Event: Free Range	230		0				Fragment_Stage_0230_Item_00		
00498662	E01B_Herd	Event: Free Range	300		0				Fragment_Stage_0300_Item_00		
00498662	E01B_Herd	Event: Free Range	301		0				Fragment_Stage_0301_Item_00		
00498662	E01B_Herd	Event: Free Range	302		0				Fragment_Stage_0302_Item_00		
00498662	E01B_Herd	Event: Free Range	303		0				Fragment_Stage_0303_Item_00		
00498662	E01B_Herd	Event: Free Range	305		0				Fragment_Stage_0305_Item_00		
00498662	E01B_Herd	Event: Free Range	307		0				Fragment_Stage_0307_Item_00		
00498662	E01B_Herd	Event: Free Range	308		0				Fragment_Stage_0308_Item_00		
00498662	E01B_Herd	Event: Free Range	310		0				Fragment_Stage_0310_Item_00		
00498662	E01B_Herd	Event: Free Range	320		0				Fragment_Stage_0320_Item_00		
00498662	E01B_Herd	Event: Free Range	330		0				Fragment_Stage_0330_Item_00		
00498662	E01B_Herd	Event: Free Range	400		0				Fragment_Stage_0400_Item_00		
00498662	E01B_Herd	Event: Free Range	410		0				Fragment_Stage_0410_Item_00		
00498662	E01B_Herd	Event: Free Range	420		0				Fragment_Stage_0420_Item_00		
00498662	E01B_Herd	Event: Free Range	430		0				Fragment_Stage_0430_Item_00		
00498662	E01B_Herd	Event: Free Range	500		0				Fragment_Stage_0500_Item_00		
00498662	E01B_Herd	Event: Free Range	510		0				Fragment_Stage_0510_Item_00		
00498662	E01B_Herd	Event: Free Range	520		0				Fragment_Stage_0520_Item_00		
00498662	E01B_Herd	Event: Free Range	530		0				Fragment_Stage_0530_Item_00		
00498662	E01B_Herd	Event: Free Range	600		0		Upon arrival at the farm, we were ambushed by none other than the fabled Sheepsquatch - and it's hungry for Brahmin! As the interim farmhand, it's my responsbility to take down this ferocious cryptid and keep the Brahmin safe.		Fragment_Stage_0600_Item_00		
00498662	E01B_Herd	Event: Free Range	910		0				Fragment_Stage_0910_Item_00		
00498662	E01B_Herd	Event: Free Range	920		0				Fragment_Stage_0920_Item_00		
00498662	E01B_Herd	Event: Free Range	930		0				Fragment_Stage_0930_Item_00		
00498662	E01B_Herd	Event: Free Range	9000		0	Complete Quest			Fragment_Stage_9000_Item_00		QRWD=006311F7:QuestReward_E01B_Herd_Stage9000_01:GMRW
00498662	E01B_Herd	Event: Free Range	9990		0	Fail Quest			Fragment_Stage_9990_Item_00		
00498662	E01B_Herd	Event: Free Range	9991	Timer End	0	Fail Quest			Fragment_Stage_9991_Item_00		
00498662	E01B_Herd	Event: Free Range	9992		0	Fail Quest			Fragment_Stage_9992_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	1		0				Fragment_Stage_0001_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	2		0				Fragment_Stage_0002_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	3		0				Fragment_Stage_0003_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	4		0				Fragment_Stage_0004_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	5		0				Fragment_Stage_0005_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	6		0				Fragment_Stage_0006_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	100	Run On Start	0		Looks like there's some kind of party going on. Apparently I need to check in with the Master of Ceremonies. Sounds fun!		Fragment_Stage_0100_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	110		0						
0049886E	E01F_Fasnacht	Event: Fasnacht Day	120		0						
0049886E	E01F_Fasnacht	Event: Fasnacht Day	130		0						
0049886E	E01F_Fasnacht	Event: Fasnacht Day	140		0						
0049886E	E01F_Fasnacht	Event: Fasnacht Day	150		0						
0049886E	E01F_Fasnacht	Event: Fasnacht Day	160		0						
0049886E	E01F_Fasnacht	Event: Fasnacht Day	170		0						
0049886E	E01F_Fasnacht	Event: Fasnacht Day	180		0						
0049886E	E01F_Fasnacht	Event: Fasnacht Day	200	Start Timer	0		The Master of Ceremonies says there's going to be a parade but the marchers haven't shown up yet. I need to go find them.		Fragment_Stage_0200_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	300		0				Fragment_Stage_0300_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	400		0				Fragment_Stage_0400_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	500		0				Fragment_Stage_0500_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	600		0				Fragment_Stage_0600_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	700		0				Fragment_Stage_0700_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	800		0				Fragment_Stage_0800_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	900		0				Fragment_Stage_0900_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	1000		0				Fragment_Stage_1000_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	1100		0				Fragment_Stage_1100_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	1905		0						
0049886E	E01F_Fasnacht	Event: Fasnacht Day	1910		0						
0049886E	E01F_Fasnacht	Event: Fasnacht Day	1915		0						
0049886E	E01F_Fasnacht	Event: Fasnacht Day	1920		0						
0049886E	E01F_Fasnacht	Event: Fasnacht Day	2100		0				Fragment_Stage_2100_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	2200		0				Fragment_Stage_2200_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	2300		0				Fragment_Stage_2300_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	2400		0				Fragment_Stage_2400_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	2500		0				Fragment_Stage_2500_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	2600		0				Fragment_Stage_2600_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	2700		0				Fragment_Stage_2700_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	2800		0				Fragment_Stage_2800_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	2900		0				Fragment_Stage_2900_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	3000		0				Fragment_Stage_3000_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	3100		0				Fragment_Stage_3100_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	3200		0				Fragment_Stage_3200_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	3300		0				Fragment_Stage_3300_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	3400		0				Fragment_Stage_3400_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	3500		0				Fragment_Stage_3500_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	3600		0				Fragment_Stage_3600_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	3700		0				Fragment_Stage_3700_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	3800		0				Fragment_Stage_3800_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	4000		0				Fragment_Stage_4000_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	4050		0				Fragment_Stage_4050_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	4100		0		The parade has started and all of the protectrons are wearing their Fasnacht masks now.		Fragment_Stage_4100_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	5000		0				Fragment_Stage_5000_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	5100		0				Fragment_Stage_5100_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	5200		0				Fragment_Stage_5200_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	5300		0		The parade was attacked by huge toads, there were tongues flying everywhere.		Fragment_Stage_5300_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	6000		0						
0049886E	E01F_Fasnacht	Event: Fasnacht Day	6100		0				Fragment_Stage_6100_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	6200		0				Fragment_Stage_6200_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	6250		0				Fragment_Stage_6250_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	6300		0		The parade was attacked again, this time by suiciding super mutants with bombs!		Fragment_Stage_6300_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	7000		0						
0049886E	E01F_Fasnacht	Event: Fasnacht Day	7100		0				Fragment_Stage_7100_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	7200		0				Fragment_Stage_7200_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	7300		0						
0049886E	E01F_Fasnacht	Event: Fasnacht Day	7400		0				Fragment_Stage_7400_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	8000		0		We managed to finish the parade but it wasn't easy. Now we just need to burn up Old Man Winter.		Fragment_Stage_8000_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	8010		0				Fragment_Stage_8010_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	8020		0				Fragment_Stage_8020_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	8030		0				Fragment_Stage_8030_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	8040		0				Fragment_Stage_8040_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	8050		0				Fragment_Stage_8050_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	8100		0				Fragment_Stage_8100_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	9000		0	Complete Quest			Fragment_Stage_9000_Item_00		QRWD=006311FC:QuestReward_E01F_Fasnacht_Stage9000_01:GMRW
0049886E	E01F_Fasnacht	Event: Fasnacht Day	9990		0	Fail Quest			Fragment_Stage_9990_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	9991		0	Fail Quest			Fragment_Stage_9991_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	9993		0	Fail Quest			Fragment_Stage_9993_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	9994		0	Fail Quest			Fragment_Stage_9994_Item_00		
0049886E	E01F_Fasnacht	Event: Fasnacht Day	10000	Run On Stop	0				Fragment_Stage_10000_Item_00		
005109AF	SFS09_Habitat	Event: Project Paradise	100	Run On Start	0		The Arktos Pharma Biome Lab is ready to run an experiment. I can initialize it at the mainframe terminal just below the lobby.		Fragment_Stage_0100_Item_00		
005109AF	SFS09_Habitat	Event: Project Paradise	150		0		I've been instructed to fill the feeding troughs in each of the three habitats with something appropriately tasty. The more full the troughs, the stronger the creatures they will attract.		Fragment_Stage_0150_Item_00		
005109AF	SFS09_Habitat	Event: Project Paradise	170		0				Fragment_Stage_0170_Item_00		
005109AF	SFS09_Habitat	Event: Project Paradise	180		0				Fragment_Stage_0180_Item_00		
005109AF	SFS09_Habitat	Event: Project Paradise	182		0				Fragment_Stage_0182_Item_00		
