FormID	EDID	FULL - Name	DESC - Description	Quest Type	LNAM - Location	Reward0	Reward1	Reward2	Reward3	Reward4	Reward5	Reward6	Reward7	Reward8	Reward9	GMRWRef0	GMRWRef1	GMRWRef2	GMRWRef3	GMRWRef4	GMRWRef5	GMRWRef6	GMRWRef7	GMRWRef8	GMRWRef9	PartyCrasherCount	PartyCrasher_NPC_0	PartyCrasher_NPC_1	PartyCrasher_NPC_2	PartyCrasher_NPC_3	PartyCrasher_NPC_4	PartyCrasher_NPC_5	PartyCrasher_NPC_6	PartyCrasher_NPC_7	PartyCrasher_NPC_8	PartyCrasher_NPC_9	PartyCrasher_GLOB_0	PartyCrasher_GLOB_1	PartyCrasher_GLOB_2	PartyCrasher_GLOB_3	PartyCrasher_GLOB_4	PartyCrasher_GLOB_5	PartyCrasher_GLOB_6	PartyCrasher_GLOB_7	PartyCrasher_GLOB_8	PartyCrasher_GLOB_9	PartyCrasher_MESG	InvadersTakeOver
00574621	COMP_Conversation_Astronaut_Athena_017_Optional			None																						0																						0
00573F24	SQ_WendigoColossusSummonAllies			None																						0																						0
00573CCA	COMP_VisitorVendor			None																						0																						0
00572C0E	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_FetchKeep_000_LegendaryWeaponOrArmor_has_CultistsOrCryptids			None																						0																						0
00572C0D	COMP_RQ_Kill_SpecificAliases_Astronaut_012_NoBrainer			None																						0																						0
00572C0C	COMP_RQ_Kill_SpecificAliases_Astronaut_005_SearchAndDestroy			None																						0																						0
00572C0B	COMP_RQ_Kill_SpecificAliases_Astronaut_010_BootCamp			None																						0																						0
00572C0A	COMP_RQ_SpecificAliases_RaiderPunk_Radiant_Kill_001_FlatwoodsMonster_in_Military			None																						0																						0
005727AD	COMP_RQ_Rescue	<Alias=QuestNameOverride>	<Alias=QuestDescriptionOverride>	Secondary												006311DA:QuestReward_COMP_RQ_Rescue_Stage900_01										0																						0
005725C8	COMP_RQ_Kill_SpecificAliases_Astronaut_003_TheUniverseConspires			None																						0																						0
0057235D	COMP_Conversation_Astronaut_Emerson_014_Athena			None																						0																						0
0057235C	COMP_Conversation_Astronaut_Emerson_005_RegretToInform			None																						0																						0
0057235B	COMP_Conversation_Astronaut_Emerson_011_Scared			None																						0																						0
0057235A	COMP_Conversation_Astronaut_Emerson_008_Revelations			None																						0																						0
00571F0E	HolotapeQuest_COMP	[Holotapes - Companions]		None																						0																						0
00571F0D	COMP_RQ_Fetch_SpecificAliases_Astronaut_014_WhoSatDownBesideHer			None																						0																						0
00571F0C	COMP_RQ_Fetch_SpecificAliases_Astronaut_011_PastExpiration			None																						0																						0
00571F0B	COMP_RQ_Fetch_SpecificAliases_Astronaut_008_PrivacyViolation			None																						0																						0
00571F0A	COMP_RQ_Fetch_SpecificAliases_Astronaut_006_HeavyEyes			None																						0																						0
00571F09	COMP_RQ_Fetch_SpecificAliases_Astronaut_001_InCaseOfEmergency			None																						0																						0
00571F08	COMP_RQ_Fetch_SpecificAliases_Astronaut_007_PatentlyFalse			None																						0																						0
00571F07	COMP_RQ_Fetch_SpecificAliases_Astronaut_009_ContractuallyObfuscated			None																						0																						0
00571F06	COMP_RQ_Fetch_SpecificAliases_Astronaut_013_BrazenBull			None																						0																						0
00571F05	COMP_RQ_Fetch_SpecificAliases_Astronaut_015_LabRat			None																						0																						0
00571CD7	W05_RE_Scene_TravelersJM03	Settlers going to The Wayward	Settlers are going to The Wayward	None																						0																						0
00571ACC	W05_RE_Camp_JP08_CryptidStories_FlatwoodsMonster	Cryptid Stories Flatwoods Monster		None																						0																						0
00571ACB	W05_RE_Camp_JP09_CryptidStories_Snallygaster	CryptidStories Snallygaster		None																						0																						0
00571ACA	W05_RE_Camp_JP10_CryptidStories_Sheepsquatch	Cryptid Stories Sheepsquatch		None																						0																						0
00570D6B	TestTan_ProgressBar	Progress Bar Test Quest		None																						0																						0
00570D57	W05_DialogueSettlers_InteriorInstance	Foundation Interior Handler Quest		None																						0																						0
0056FB76	COMP_RQ_Kill	<Alias=QuestNameOverride>	<Alias=QuestDescriptionOverride>	Secondary												006311D9:QuestReward_COMP_RQ_Kill_Stage900_01										0																						0
0056F9E9	W05_HolotapeQuest_PS	[W05 Holotapes]		None																						0																						0
0056F039	W05_RE_TravelBB01	Travel - Soundtrack EyeBot		None																						0																						0
0056F038	W05_RE_ObjectBB02	Object - Sniper Game		None																						0																						0
0056F037	TestBardQuest			None																						0																						0
0056F036	DELETED_W05_RE_AssaultBB01_DONotUse	Assault - Settler attacking Critters		None																						0																						0
0056F035	W05_RE_AssaultBB02	Assault - Old Man vs Critters		None																						0																						0
0056F034	W05_RE_TravelBB02	Travel - Chased by Chickens		None																						0																						0
0056F033	W05_RE_TravelBB03	Travel - Chasing Dinner		None																						0																						0
0056EC33	W05_RE_Scene_TravelersJM02	Raiders going to The Crater	New Raiders are going to The Crater and looking for help	None																						0																						0
0056E7E4	W05_DialogueRadicals_Exterior			None																						0																						0
0056E741	W05_DialogueSettlersScavengers_Generic			None																						0																						0
0056D1D8	W05_RE_Object_JP01	Blood Eagle Settler Execution and Ambush		None																						0																						0
0056BF31	COMP_Quest_Outtro_Full_Astronaut	Ally: Mission Out-of-Control	Help the Astronaut with her Final Mission.	Secondary												006311D6:QuestReward_COMP_Quest_Outtro_Full_Astronaut_Stage9100_01	006311D7:QuestReward_COMP_Quest_Outtro_Full_Astronaut_Stage9990_01									0																						0
0056BE35	E03A_Mischief_Misc	[Mischief Night - Misc Objectives]		Miscellaneous																						0																						0
0056B858	Dialogue_E03A_Mischief_Eyebot			None																						0																						0
0056B640	E05_Caravan_Dialogue	[Dialogue quest for Named NPCs near Big Bend]		None																						0																						0
0056AC47	W05_RE_AssaultZW09	Mole Miners v Raiders		None																						0																						0
0056AC46	W05_RE_AssaultZW10	Deathclaw v Raiders		None																						0																						0
0056AC45	W05_RE_AssaultZW11	Ghouls v Raiders		None																						0																						0
0056AC44	W05_RE_AssaultZW13	Assaultron v Raiders		None																						0																						0
0056AC43	W05_RE_AssaultZW14	Supermutants v Raiders		None																						0																						0
0056AC42	W05_RE_AssaultZW15	Scorched v Raiders		None																						0																						0
0056AC41	W05_RE_AssaultZW16	Radscorpion v Raiders		None																						0																						0
0056A1D1	W05_RE_ObjectAF01	Object - Rusted Protectron		None																						0																						0
0056A1D0	W05_RE_TravelAF02	Travel - Nuclear Wanderer		None																						0																						0
0056A0C1	W05_RE_AssaultZW04	Protectrons v Settlers		None																						0																						0
0056A0C0	W05_RE_AssaultZW05	Wolves v Settlers		None																						0																						0
0056A0BF	W05_RE_AssaultZW06	Ants v Settlers		None																						0																						0
0056A0BE	W05_RE_AssaultZW07	Mirelurks v Settlers		None																						0																						0
0056A0BD	W05_RE_AssaultZW08	Mole Miners v Settlers		None																						0																						0
00569D82	W05_RE_AssaultZW03	Ticks v Settlers		None																						0																						0
00569CC7	W05_RE_Camp_JP07_BloodEagleCamp	Blood Eagle Camp		None																						0																						0
00569CC6	W05_RE_Camp_JP06_RamblingDrunk_DoNotUse	TEMPLATE - duplicate to use		None																						0																						0
00569CC5	W05_RE_Camp_JP05_CryptidStories_DoNotUse	Cryptid Campfire Stories		None																						0																						0
0056993F	W05_HolotapeQuest	[Holotapes]		None																						0																						0
005698E4	W05_MQ_000P	Treasure Unknown		Miscellaneous																						0																						0
00569406	W05_RE_Scene_TravelersJM01	Settlers going to Foundation	New settlers to Appalachia heading to Foundation	None																						0																						0
005690FE	DLC01MasterQuest	[DLC01 Master Quest]		None																						0																						0
005690FD	CreatureDialogueRobotBleep	Robot Dialogue Bleep Type		None																						0																						0
00568E56	W05_RE_ObjectBB01	Lucy's Memorial		None																						0																						0
00568CB2	COMP_Quest_Intro_Lite_RaiderPunk	Ally: Raider Punk	Invite the Raider Punk to your C.A.M.P.	Secondary																						0																						0
00568CB1	COMP_Quest_Camp_Lite_RaiderPunk			None																						0																						0
00568689	W05_RE_SceneTemplate	TEMPLATE - duplicate to use		None																						0																						0
00568688	W05_RE_CampTemplate	TEMPLATE - duplicate to use		None																						0																						0
00567A72	W05_RE_TravelAF01	Memento - Take my picture		None																						0																						0
0056618D	P01C_Bucket_MiscPointer	[Misc Pointer to corpse]		Miscellaneous																						0																						0
005655E4	W05_RE_SceneZW02	The Naturalist		None																						0																						0
00564A28	W05_RE_MiningJM04	Blood Eagles guarding a collector vs Crater Raider		None																						0																						0
00564974	W05_MQ_002P_Radical_MortTapeTutorial03	Wastelander Mort Tutorial Quest 02		None																						0																						0
00564973	W05_MQ_002P_Radical_MortTapeTutorial01	Wastelander Mort Tutorial Quest 01		None																						0																						0
00564972	W05_MQ_002P_Radical_MortTapeTutorial02	Wastelander Mort Tutorial Quest 02		None																						0																						0
0056451D	DEL_CreatureDialogueFloaterFreezer	CreatureDialogueFloaterFreezer		None																						0																						0
0056451C	DEL_CreatureDialogueFloaterFlamer	CreatureDialogueFloaterFlamer		None																						0																						0
0056451B	DEL_CreatureDialogueFloaterGnasher	CreatureDialogueFloaterChomper		None																						0																						0
00564513	W05_RE_ObjectZW04	Unusual Pipe		None																						0																						0
005644DA	W05_RE_MiningJM03	Blood Eagles guarding a collector vs Settlers		None																						0																						0
0056407E	W05_RE_ObjectZW02	Fake Gold Bars		None																						0																						0
00563F8B	COMP_Conversation_Astronaut_Emerson_003_FirstMet			None																						0																						0
0056385E	W05_RE_CampAF02	Camp - Doctor helping raiders/settlers		None																						0																						0
005637BC	W05_RE_Scene_JP04_A	Settler Captive (Rescue)		None																						0																						0
005637BA	W05_RE_Scene_JP04_B	Settler Captive (Bait)		None																						0																						0
0056368F	W05_RE_ObjectZW01	Mothman Cultist Totem Worship	A Bunch of Mothman Cultists Worshipping one of their totems	None																						0																						0
0056368E	W05_RE_SceneZW01	Car Fail		None																						0																						0
005633A7	DEBUG_InstancedHellos_LVC			None																						0																						0
00562BA5	W05_RE_CampAF01	Camp - Chem Dealer		None																						0																						0
00562B57	W05_RE_MiningJM02	Blood Eagles guarding a collector vs mole miners		None																						0																						0
00562877	E05_Radiation	Event: Radiation Rumble	Help the scavengers at Emmett Mountain Disposal Site.	Public Event		IconCR_Recipe | Plan: Radioactive Barrel	IconCR_Armor | Emmett Mountain Hazmat Suit	IconCR_GoldBullion | Treasury Notes	IconCR_Components | Legendary Modules							00631205:QuestReward_E05_Radiation_Stage9000_01										0																						0
00562281	W05_RE_CampAF03	Camp - Undecided Newcomers		None																						0																						0
00560B13	E05_Caravan	Activity: Riding Shotgun	Guide the Blue Ridge Caravan Co. through the Big Bend Tunnel	Event												00631204:QuestReward_E05_Caravan_Stage9000_01										0																						0
005600E7	W05_RE_MiningJM01	Blood Eagles guarding a collector vs Scorched		None																						0																						0
005600A9	E03A_Mischief	Event: Mischief Night	Rampage through the Whitespring!	Public Event												00631203:QuestReward_E03A_Mischief_Stage9000_01										0																						0
0055FD53	COMP_Visitor	Camp Visitor		None																						0																						0
0055E2BA	W05_DialogueRaidersCrater_ExteriorScene01	[Dialogue quest for performance scene]		None																						0																						0
0055DE89	W05_RE_AssaultAF01	Assault - Raiders attacking Settlers		None																						0																						0
0055D849	W05_Dialogue_Johnny_Crater			None																						0																						0
0055C543	W05_RE_Scene_JP03_DoNotUse	TEMPLATE - duplicate to use		None																						0																						0
0055C542	W05_RE_Scene_JP01	Traveler - Pick a faction		None																						0																						0
0055C541	W05_RE_Scene_JP02	Caravan Ambushed by Super Mutants		None																						0																						0
0055C409	W05_RE_SceneAF03	Scene - Nuclear Scientists		None																						0																						0
0055C408	W05_RE_SceneAF01	Scene - Radstag Hunter		None																						0																						0
0055C407	W05_RE_SceneAF02	Scene - Dehydration		None																						0																						0
0055B16E	W05_Community_RaiderFishCamp_Quest	Raider Fish Camp	[Dialogue and Mirelurk Turn In System Quest]	Miscellaneous																						0																						0
00559B73	COMP_RQ_Fetch_SpecificAliases_Astronaut_004_HopeRemains			None																						0																						0
00559532	W05_DialogueRaidersCrater_Interior	[Dialogue quest for named Crater NPCs in the Interior]		None																						0																						0
00559530	W05_OnPlayerConnectQuest	[Faction/Keyword/AV changes on player login]		None																						0																						0
00559350	COMP_RQ_Fetch_SpecificAliases_Astronaut_002_BringHomeTheBeacon			None																						0																						0
00559348	COMP_RQ_Fetch_SpecificAliases_Astronaut_000_OneSmallStep			None																						0																						0
00559347	COMP_TestLocationConditions			None																						0																						0
00558E32	CUT_W05_Community_RaiderBlockade_Quest	Raider Blockade	Raiders are blocking a passage along the road	Miscellaneous												006311E4:QuestReward_CUT_W05_Community_RaiderBlockade_Quest_Stage50_01										0																						0
005588EF	W05_MQR_205P_A			Primary																						0																						0
00557695	COMP_Dialogue_Astronaut_Grahm			None																						0																						0
005563A2	W05_Dialogue_Meg			None																						0																						0
005561F1	COMP_RQ_Master	Companion Radiant Quest Master	Holds common data and functions to Companion Radiant Quests	None																						0																						0
00555A72	CUT_W05_Community_Treehouse_Village_Quest	Restoring Mosstown	Restoring Mosstown	Miscellaneous												006311E5:QuestReward_CUT_W05_Community_Treehouse_Village_Quest_Stage60_01										0																						0
00554B2F	W05_DialogueRaiderRC_Post204P_Lev	[Raider Random Convo: Lev]		None																						0																						0
005541A4	testCKrietzQuest2	test quest 2	test 2	None																						0																						0
00553C47	W05_DialogueRaidersGenericCrater	[Dialogue quest for generic Crater NPCs]		None																						0																						0
00553852	testCKrietzQuest	test quest	test	None																						0																						0
005537E0	W05_MQ_003P_Muscle_DuncanNDuncanQuest_Interior			None																						0																						0
0054FA50	W05_Daily_R01	Daily: The Importance of Communication	Wren needs parts to maintain Crater's communications.	Daily												006313A0:QuestReward_W05_Daily_R01_Stage9000_01										0																						0
0054F1A4	COMP_RQ_Fetch	<Alias=QuestNameOverride>	<Alias=QuestDescriptionOverride>	Secondary												006311D8:QuestReward_COMP_RQ_Fetch_Stage900_01										0																						0
0054EDB9	W05_MQA_206P	Secrets Revealed	Rescue the trapped vault dwellers.	Primary												006313BC:QuestReward_W05_MQA_206P_Stage9000_01										0																						0
0054EB40	COMP_Quest_Intro_Full_Astronaut	Ally: Crash Landing	Respond to Commander Daguerre's distress signal.	Secondary												006311D2:QuestReward_COMP_Quest_Intro_Full_Astronaut_Stage9000_01										0																						0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Ally: The Woman Who Fell To Earth	Help Commander Daguerre deal with the aftermath of her crash landing.	Secondary												006311CD:QuestReward_COMP_Quest_Camp_Full_Astronaut_Stage100_01	006311CE:QuestReward_COMP_Quest_Camp_Full_Astronaut_Stage110_01	006311CF:QuestReward_COMP_Quest_Camp_Full_Astronaut_Stage50_01	006311D0:QuestReward_COMP_Quest_Camp_Full_Astronaut_Stage9999_01							0																						0
0054E320	E02A_Meat_Master	[Meat Week Master Quest]		None																						0																						0
0054DCF9	W05_Daily_R02_Retirement	Daily: Retirement Plan	Deal with former Crater gang members.	Daily												006313A1:QuestReward_W05_Daily_R02_Retirement_Stage1360_01	006313A2:QuestReward_W05_Daily_R02_Retirement_Stage2000_01	006313A3:QuestReward_W05_Daily_R02_Retirement_Stage2200_01	006313A4:QuestReward_W05_Daily_R02_Retirement_Stage2300_01	006313A5:QuestReward_W05_Daily_R02_Retirement_Stage2400_01	006313A6:QuestReward_W05_Daily_R02_Retirement_Stage2510_01	006313A7:QuestReward_W05_Daily_R02_Retirement_Stage2520_01	006313A8:QuestReward_W05_Daily_R02_Retirement_Stage2600_01	006313A9:QuestReward_W05_Daily_R02_Retirement_Stage3200_01	006313AA:QuestReward_W05_Daily_R02_Retirement_Stage3300_01	0																						0
0054B3FB	E02A_Meat_BBQ_Personal	[Event: Grahm's Meat-Cook - Personal Quest]		Public Event												006311FE:QuestReward_E02A_Meat_BBQ_Personal_Stage100_01	006311FF:QuestReward_E02A_Meat_BBQ_Personal_Stage200_01	00631200:QuestReward_E02A_Meat_BBQ_Personal_Stage300_01								0																						0
0054B3FA	E02A_Meat_BBQ	Event: Grahm's Meat-Cook	Help Grahm host a clean, delicious, and lively cookout.	Public Event		IconCR_Recipe | Unique Meat Week Crafting Recipes	IconCR_Components | Legendary Items	IconCR_Components | Legendary Modules	IconCR_GoldBullion | Treasury Notes							00631201:QuestReward_E02A_Meat_BBQ_Stage9000_01										1	00868BBA:LvlBigfoot_PartyCrasher										00869A34:RA_PartyCrasherSpawnChance_Bigfoot										008AEBA3:PartyCrasherSpawnMessage_Bigfoot	0
0054B3F3	E02A_Meat_Hunt	Event: Primal Cuts	Hunt down monstrous creatures for their Prime Meat.	Public Event		IconCR_Components | Prime Meat	IconCR_GoldBullion | Treasury Notes									00631202:QuestReward_E02A_Meat_Hunt_Stage9000_01										1	00868BBA:LvlBigfoot_PartyCrasher										00869A34:RA_PartyCrasherSpawnChance_Bigfoot										008AEBA3:PartyCrasherSpawnMessage_Bigfoot	0
0054B31A	CreatureDialogueCatAll	CreatureDialogueCatAll		None																						0																						0
0054A969	DebugEventScoreQuest	High Score	Testing	Public Event												006311EE:QuestReward_DebugEventScoreQuest_Stage9000_01										0																						0
0054A71B	W05_Daily_F01_Radio	[Radio Tracker]		None																						0																						0
0054A71A	W05_Daily_Foundation01	Daily: Vital Equipment	Recover Foundation's stolen equipment.	Daily												00631398:QuestReward_W05_Daily_Foundation01_Stage9995_01	00631399:QuestReward_W05_Daily_Foundation01_Stage9998_01									0																						0
00548B7A	W05_MQR_205P	Buried Treasure	Lead Meg's crew of raiders to break into Vault 79 and make off with the loot.	Primary												006313C9:QuestReward_W05_MQR_205P_Stage616_01	006313CA:QuestReward_W05_MQR_205P_Stage9000_01									0																						0
00548A55	W05_Community_BB_Quest	Bed & Breakfast	A beautiful quite B&B	Miscellaneous																						0																						0
0054881B	W05_MQ_102P_VaultSimBaseDialogue			None																						0																						0
00548805	W05_Community_CottageBunker_Quest_DoNotUse	Cottage Bunker Quest	Tasks assigned by Madison who lives here	Miscellaneous												00631394:QuestReward_W05_Community_CottageBunker_Quest_DoNotUse_Stage50_01	00631395:QuestReward_W05_Community_CottageBunker_Quest_DoNotUse_Stage51_01									0																						0
00548761	W05_Daily_Photo	Daily: Photo Opportunity	Take surveillance photos for Davenport.	Daily												0063139A:QuestReward_W05_Daily_Photo_Stage1200_01	0063139B:QuestReward_W05_Daily_Photo_Stage1300_01	0063139C:QuestReward_W05_Daily_Photo_Stage1500_01	0063139D:QuestReward_W05_Daily_Photo_Stage2000_01	0063139E:QuestReward_W05_Daily_Photo_Stage700_01	0063139F:QuestReward_W05_Daily_Photo_Stage800_01					0																						0
00548222	CreatureDialogueCatGrey	CreatureDialogueCatGrey		None																						0																						0
00548221	CreatureDialogueCatOrange	CreatureDialogueCatOrange		None																						0																						0
00548220	CreatureDialogueCatBlack	CreatureDialogueCatBlack		None																						0																						0
00544D22	W05_HolotapeQuest_WJS	[W05 Holotapes]		None																						0																						0
00544D09	W05_DialogueDavenport			None																						0																						0
0054279C	W05_Dialogue_SecretService			None	Vault79_GoldVaultOperations_Location [LCTN:00578657]																					0																						0
00541685	zzz_W05_SettlersDaily_Secret	Daily: Davie's Secret Mission	Davie has kicked his kickball outside of the town walls, and needs help to retrieve it.	None																						0																						0
0053E891	V96_1_Personal	[Vault Mission: Creature Feature]		None																						0																						0
0053E885	V96_1	Vault Mission: Creature Feature<Alias=DifficultyModeLoc><Alias=RespiteZoneStateLoc>	Stop the experimental creatures from escaping Vault 96!	Secondary												00631373:QuestReward_V96_1_Stage1011_01	00631374:QuestReward_V96_1_Stage1012_01	00631375:QuestReward_V96_1_Stage1013_01	00631376:QuestReward_V96_1_Stage297_01	00631377:QuestReward_V96_1_Stage298_01	00631378:QuestReward_V96_1_Stage299_01	00631379:QuestReward_V96_1_Stage397_01	0063137A:QuestReward_V96_1_Stage398_01	0063137B:QuestReward_V96_1_Stage399_01	0063137C:QuestReward_V96_1_Stage497_01	0																						0
0053E602	W05_Meg_SpecialDialogue			None																						0																						0
0053C2EB	W05_MQ_002P_Radical_AnchorFarm			None																						0																						0
0053AF40	W05_MQ_001P_Wayward_LaceyIselaAtrractScene			None																						0																						0
00538204	W05_DialogueSettlement_Crater_Nuke			None																						0																						0
00538203	W05_DialogueSettlement_Foundation_Nuke			None																						0																						0
00536D80	D01C_Misc_Treadly	[Misc Pointer to Treadly]		Daily																						0																						0
00536D7F	D01C_Misc_Pompy	[Misc Pointer to Pompy]		Daily																						0																						0
00536BE1	M01C_Athletics_Slopes	Tadpole Athletics Test	Run through each of the checkpoints and reach the finish line on time	Secondary												00631261:QuestReward_M01C_Athletics_Slopes_Stage9000_01										0																						0
005368D4	WL036_DuelingFarms			None																						0																						0
00535E7A	P01C_Tadpole_BadgeHandlerQuest	[Badge Handler Quest]	Handles some badges	None																						0																						0
00535E55	W05_MQR_204P	From Russia With Lev	Meg's raider gang is almost ready to attempt the raid on Vault 79.	Primary												006313C6:QuestReward_W05_MQR_204P_Stage5211_01	006313C7:QuestReward_W05_MQR_204P_Stage701_01	006313C8:QuestReward_W05_MQR_204P_Stage9000_01								0																						0
00534C4C	HolotapeQuest_TalesFromWestVirginia	[Holotapes - West Virginia]		None																						0																						0
00530B3D	HolotapeQuest_MJP	[Holotapes]		None																						0																						0
005303F1	TW005_QuestRestart	Restart Bureau of Tourism		None																						0																						0
0052F17B	RE_SceneBB04	Crashed Plane		None																						0																						0
0052F17A	RE_SceneBB03	Supermutant Defectors		None																						0																						0
0052ED41	RE_ScenePS01	Paranoid robot about to explode		None												006312D7:QuestReward_RE_ScenePS01_Stage300_01										0																						0
0052ECB5	RE_SceneSM02	2 Mr. Handy's talking back and forth in endless loop		None																						0																						0
0052EC13	RE_ObjectTS04	Lone Traveler		None																						0																						0
0052E52F	RE_ObjectTS05	[Undetonated Ordnance]		Miscellaneous																						0																						0
0052E49E	RE_TravelCT02	Eyebot Evangelist		None																						0																						0
0052E49C	RE_SceneMD02	Wolves and dead brahmin		None																						0																						0
0052E47E	RE_TravelMJP01	Bloodbugs w Dead Settler		None																						0																						0
0052E47D	RE_SceneMJP01	Dead Brahmin Herd		None																						0																						0
0052E45E	RE_SceneMD01	Dead Cultists		None																						0																						0
0052E45D	RE_TravelMD03	Responder Protectron		None																						0																						0
0052BDF7	CBZ13_Robots	Activity: AWOL Armaments	Defend against waves of robots.	Event												006311CC:QuestReward_CBZ13_Robots_Stage9000_01										0																						0
0052BDCB	EN06_Intro_QuestlineRestart	EN06 Seal Questline Restart Quest		None																						0																						0
0052BDCA	EN06_Intro			Miscellaneous																						0																						0
0052BDC9	EN06_Seal_QuestlineRestart	EN06 Seal Questline Restart Quest		None																						0																						0
0052BB66	TestAliasRefill			None																						0																						0
0052B8E4	RE_SceneTS02	Revenge For a Settler		Miscellaneous																						0																						0
0052A49E	76QAVendor_Quest	[76QA Vendors Management]		None																						0																						0
00529E20	RE_TravelCMB10	Liberators vs. Mr Gutsy		None																						0																						0
00529E1F	RE_TravelCMB09	Ghouls vs. Robots		None																						0																						0
00529E1E	RE_TravelCMB08	Molerats vs. Ghouls		None																						0																						0
00529E1D	RE_TravelCMB07	Anglers vs. Fog Crawler		None																						0																						0
00529E1C	RE_TravelCMB06	Ghouls vs. Grafton		None																						0																						0
00529E1B	RE_TravelCMB05	Wandering Deathclaw Boss		None																						0																						0
00529E1A	RE_TravelCMB04	Wandering Scorpion Boss		None																						0																						0
00529E19	RE_TravelCMB03	Wandering Grafton Boss		None																						0																						0
00529E18	RE_TravelCMB02	Assaultron		None																						0																						0
00529E17	RE_TravelCMB01	Yao Guai		None																						0																						0
005290A8	RE_SceneTS01	Dead Responder		Miscellaneous																						0																						0
00528CF1	RE_SceneKMK08	Wise Mothman!		None																						0																						0
0052852F	SFZ08_Fear_BeckhamDialogue	[Beckham Dialogue]		None																						0																						0
0052819F	EN07_MQ_DebugQuest			None																						0																						0
0052808B	CBZ09_Census	Activity: Census Violence	There's only one way to fix the incorrect Census tally... murder.	Event												006311CB:QuestReward_CBZ09_Census_Stage9000_01										0																						0
00527545	RE_TravelDWD01	Eye Bot Pied Piper		None																						0																						0
00527543	RE_SceneDWD05	Free Samples - Wavy Willards		None																						0																						0
00527542	RE_SceneDWD03	Military Recruitment		None																						0																						0
00527541	RE_SceneDWD02	Nuked: Frenzied Robots		None																						0																						0
00527540	RE_SceneDWD04	Free Samples - General's Steakhouse		None																						0																						0
0052753F	RE_SceneDWD06	Escaped Inmate		None																						0																						0
00526250	TestTrevorQuest	TESTTREVOR	Testing EWS Module	None																						0																						0
0052540E	RE_TravelKMK05	ScorchBeast flyover		None																						0																						0
00524991	FF06_Feed_MamaDolce_PASystem_Radio	Dialogue for Talking Activators at Mama Dolce's Event Feed The People		None																						0																						0
00523DA4	RE_TravelKMK04	Mothman!		None																						0																						0
005204D5	RE_TravelCMB11	Wandering Ghouls		None																						0																						0
0051B60F	SFS02_Play_Master	[SFS02 Master Quest]		None																						0																						0
0051AA0B	CB02_MaskTeam	Activity: Monster Mash		Public Event																						0																						0
00518921	EN07_Intro_CodeHunt	Code Hunt Intro Quest		None																						0																						0
00511C67	HolotapeQuest_JM	[Holotapes]		None																						0																						0
00511A82	HolotapeQuest_TS	[Holotapes]		None																						0																						0
00511A08	HolotapeQuest_ZW	[Holotapes]		None																						0																						0
0051192C	HolotapeQuest_BWC			None																						0																						0
005109AF	SFS09_Habitat	Event: Project Paradise	Attract friendly creatures to the three habitats and defend them from predators.	Public Event		IconCR_Armor | Arktos Lab Coat	IconCR_Recipe | Recipe: Formula P	IconCR_Components | Legendary Items	IconCR_Components | Legendary Modules	IconCR_GoldBullion | Treasury Notes						006312F7:QuestReward_SFS09_Habitat_Stage9000_01										0																						0
0050FDEE	MSiloStartup	[Missile Silo Startup Quest]		None																						0																						0
0050FDC0	MTR15_WelchMisc	Welch Misc Quest		Miscellaneous												006312AB:QuestReward_MTR15_WelchMisc_Stage100_01										0																						0
0050F989	LC172_WatogaEmergencyMisc	Clear Watoga Emergency Services		Miscellaneous												0063125C:QuestReward_LC172_WatogaEmergencyMisc_Stage100_01										0																						0
0050F877	LC013_BigBendMisc	Search Big Bend Tunnel		Miscellaneous												00631251:QuestReward_LC013_BigBendMisc_Stage100_01										0																						0
0050EAF6	FF20_MorgantownMisc	Morgantown Trainyard Misc Quest		Miscellaneous												0063122E:QuestReward_FF20_MorgantownMisc_Stage100_01										0																						0
0050E622	LC184_WestTekMisc	Learn the Secrets of West Tek		Miscellaneous												0063125E:QuestReward_LC184_WestTekMisc_Stage100_01										0																						0
0050E620	CBZ03_Pre_MiscQuestObjective		Points player to Quest Giver if he's never done the quest before	Miscellaneous																						0																						0
0050E616	LC060_Whitespring02	Whitespring Memoirs	Collect the holotapes and learn the story of Whitespring.	Miscellaneous												00631255:QuestReward_LC060_Whitespring02_Stage1000_01										0																						0
0050E615	LC060_WhitespringQuestRestart			None																						0																						0
0050E611	LC060_Whitespring01	Unruly Guests	Kill hostile creatures on the grounds of Whitespring!	Miscellaneous												00631254:QuestReward_LC060_Whitespring01_Stage1000_01										0																						0
0050DE51	LC178_WatogaCivicCenterMisc	Clear Watoga Civic Center		Miscellaneous												0063125D:QuestReward_LC178_WatogaCivicCenterMisc_Stage100_01										0																						0
0050D67B	RE_TravelKMK11	Eyebot - Whitesprings		None																						0																						0
0050C04F	Tutorial_PlayerDeath_Connect			None																						0																						0
0050BEE6	Tutorial_PlayerDeath	Player Death		Miscellaneous																						0																						0
0050BEC1	SQ_CampAttack			Miscellaneous																						0																						0
0050A604	LC170_DialogueWatogaVoice	Location based PA System in Watago		None																						0																						0
0050A2EE	RSVP00_Quest_Master	[RSVP Master]		None																						0																						0
0050A2ED	RSVP04_Quest	Safe for Work	Check on the Responder Supply caches around Morgantown Airport.	Secondary												006312EB:QuestReward_RSVP04_Quest_Stage9000_01										0																						0
004FE209	RSVP04_QuestlineRestart	[Restart Quest]		None																						0																						0
