ARMO_FormID	ARMO_EDID	ARMO_FULL	DATA_Value	DATA_Weight	DATA_Health	DAMA_Flat	KWDA_Count	KWDA_Flat	ModTarget_KWDs	SlotCount	Slots_Flat	ComboCount	ReferencedByCount	Ref_1	Ref_2	Ref_3	Ref_4	Ref_5	Ref_6	Ref_7	Ref_8	Ref_9	Ref_10	Ref_11	Ref_12	Ref_13	Ref_14	Ref_15	Ref_16	Ref_17	Ref_18	Ref_19	Ref_20	Ref_21	Ref_22	Ref_23	Ref_24	Ref_25	Ref_26	Ref_27	Ref_28	Ref_29	Ref_30
006677D3	ATX_Armor_Casual_Underarmor_SecretService_Uniform_Union	Union Secret Service Underarmor	30	0.500000	0		5	ObjectTypeUnderarmor[0016E84B] | BlockSuperDuperPerk[0043C439] | NonPlayerTradable[00499F7A] | ma_UnderArmor_SecretService[005A4DCE] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_SecretService[005A4DCE] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	1	006677D4:SCORE_S10_co_SecretService_Underarmor_SecretService_Union:COBJ																													
0066CCA1	ATX_Armor_Casual_Underarmor_Communist_Red_SecretService_Uniform	Communist Red Secret Service Underarmor	30	0.500000	0		5	ObjectTypeUnderarmor[0016E84B] | BlockSuperDuperPerk[0043C439] | NonPlayerTradable[00499F7A] | ma_UnderArmor_SecretService[005A4DCE] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_SecretService[005A4DCE] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	1	0066CC9F:ATX_co_SecretService_Underarmor_SecretService_Communist_Red:COBJ																													
0066D419	ATX_Armor_Casual_Underarmor_Raiderish_SecretService_Uniform	Raiderish Secret Service Underarmor	30	0.500000	0		5	ObjectTypeUnderarmor[0016E84B] | BlockSuperDuperPerk[0043C439] | NonPlayerTradable[00499F7A] | ma_UnderArmor_SecretService[005A4DCE] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_SecretService[005A4DCE] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	1	0066D41A:ATX_co_SecretService_Underarmor_SecretService_Raiderish:COBJ																													
00678767	SCORE_S11_Armor_Casual_Underarmor_SecretService_Uniform_NukaTwist	Nuka-Twist Secret Service Underarmor	30	0.500000	0		5	ObjectTypeUnderarmor[0016E84B] | BlockSuperDuperPerk[0043C439] | NonPlayerTradable[00499F7A] | ma_UnderArmor_SecretService[005A4DCE] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_SecretService[005A4DCE] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	1	00678768:SCORE_S11_co_SecretService_Underarmor_SecretService_NukaTwist:COBJ																													
00684EE1	SCORE_S12_ARMO_Underarmor_DaringAdventure	Daring Adventure Underarmor	30	0.500000	0		5	ObjectTypeUnderarmor[0016E84B] | BlockSuperDuperPerk[0043C439] | NonPlayerTradable[00499F7A] | ma_UnderArmor_SecretService[005A4DCE] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_SecretService[005A4DCE] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	1	00684EE9:SCORE_S12_co_Clothes_Underarmor_DaringAdventure:COBJ																													
006A260B	SCORE_S13_Underarmor_Luchador	Luchador Underarmor	0	0.500000	0		5	ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_Casual[0016EC04] | UnsellableObject[003D4327] | ClothingTypeSportsAttire[00486831] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_Casual[0016EC04] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	1	006A2610:SCORE_S13_co_Underarmor_Luchador:COBJ																													
006A908C	ATX_ARMO_Underarmor_FreeStatesResistance	Free States Resistance Underarmor	0	0.500000	0		4	ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_Casual[0016EC04] | UnsellableObject[003D4327] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_Casual[0016EC04] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	1	006A90B9:ATX_co_Clothes_Underarmor_FreeStatesResistance:COBJ																													
006BE8D3	Armor_BoS_Knight_Underarmor	Brotherhood Knight Suit	30	0.500000	0		5	usePowerArmorFrameBoS[00155046] | ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_BOS[0016EC06] | Tutorial_DamageResistanceObject[0023D317] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_BOS[0016EC06] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	1	0016EF6B:co_Armor_Underarmor_BoS_Knight:COBJ																													
006DAF7E	SCORE_S14_Underarmor_AlaskanWinter	Alaskan Winter Underarmor	0	0.500000	0		6	ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_Casual[0016EC04] | UnsellableObject[003D4327] | BlockSuperDuperPerk[0043C439] | NonPlayerTradable[00499F7A] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_Casual[0016EC04] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	1	006DAF81:SCORE_S14_co_Underarmor_AlaskanWinter:COBJ																													
006CC02B	Clothes_Underarmor_Strongman_NONPLAYABLE	Strongman Outfit	10	0.100000	0		3	UnscrappableObject[001CC46A] | ObjectTypeClothing[0033C76A] | ClothingTypeSportsAttire[00486831]		0		0	1	006CC0BE:LL_Outfit_Showmen_StrongMan_XPD_AC_NONPLAYABLE:LVLI																													
006E7348	Armor_XPD_AC_Muni_Underarmor	Civil Engineer Underarmor	30	0.500000	0		4	ObjectTypeUnderarmor[0016E84B] | Tutorial_DamageResistanceObject[0023D317] | ma_UnderArmor_Muni[006E736B] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_Muni[006E736B] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	1	006E7366:co_XPD_AC_Armor_Muni_Underarmor:COBJ																													
006FB265	Armor_VaultSuit76_Underarmor_Clean_NONPLAYABLE	Vault 76 Jumpsuit	0	1.000000	0		7	VaultSuitKeyword[000C5625] | ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_VaultSuit[0016EB98] | usePowerArmorFrameVault[0022BC98] | Tutorial_DamageResistanceObject[0023D317] | UnsellableObject[003D4327] | NonPlayerTradable[00499F7A]	ma_UnderArmor_VaultSuit[0016EB98]	1	ap_armor_Lining:No Misc	0	3	006FB279:ZZZNPE_DaytonOutfit:OTFT	006FB27A:ZZZNPE_VaultBoyOutfit:OTFT	006FB27B:ZZZNPE_VaultGirlOutfit:OTFT																											
007284E6	NPE_Clothes_Underarmor_TrackSuitVTU_NONPLAYABLE	VTU Tracksuit Outfit	0	0.100000	0		4	ObjectTypeClothing[0033C76A] | UnsellableObject[003D4327] | ClothingTypeVTU[0041680F] | ClothingTypeSportsAttire[00486831]		0		0	1	007283F9:NPE_LL_Clothes_VRCitizen_NONPLAYABLE:LVLI																													
0073294D	ATX_Armor_VaultSuit33_Underarmor_Clean	Vault 33 Jumpsuit	0	0.500000	0		6	VaultSuitKeyword[000C5625] | ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_VaultSuit[0016EB98] | Tutorial_DamageResistanceObject[0023D317] | UnsellableObject[003D4327] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_VaultSuit[0016EB98] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	1	0073294E:ATX_co_Armor_VaultSuit_Underarmor_Clean:COBJ																													
0076A70A	Armor_XPD_AC_Muni_Underarmor_NONPLAYABLE	Civil Engineer Underarmor	0	1.000000	0		5	ObjectTypeUnderarmor[0016E84B] | Tutorial_DamageResistanceObject[0023D317] | UnsellableObject[003D4327] | NonPlayerTradable[00499F7A] | ma_UnderArmor_Muni[006E736B]	ma_UnderArmor_Muni[006E736B]	1	ap_armor_Lining:No Misc	0	1	00732A75:AC_MQ03_HonorBound_Sloane_Outfit:OTFT																													
0078AC91	SCORE_S18_ARMO_Underarmor_BlueRidge_SecretService	Blue Ridge Secret Service Underarmor	30	0.500000	0		5	ObjectTypeUnderarmor[0016E84B] | BlockSuperDuperPerk[0043C439] | NonPlayerTradable[00499F7A] | ma_UnderArmor_SecretService[005A4DCE] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_SecretService[005A4DCE] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	1	0078AC94:SCORE_S18_co_Clothes_Underarmor_BlueRidge_SecretService:COBJ																													
0078AC92	SCORE_S18_Armor_Underarmor_BlueRidge_BoS	Blue Ridge Infantry Uniform	30	0.500000	0		4	ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_BOS[0016EC06] | Tutorial_DamageResistanceObject[0023D317] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_BOS[0016EC06] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	1	0078AC95:SCORE_S18_co_Armor_Underarmor_BlueRidge_BoS:COBJ																													
00787E5A	RD01_Armor_Enclave_Underarmor_Uniform_03	Enclave Secret Operative Underarmor	200	0.500000	0		5	ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_Enclave[0016EBF9] | BlockSuperDuperPerk[0043C439] | RD01_Underarmor_EnclaveSecretOperative[007B74F7] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_Enclave[0016EBF9] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	3	001F6136:modScrapRecipe_Null_Cromponent_Leather:FLST	00787E61:RD01_co_Armor_Underarmor_Enclave_Uniform_03:COBJ	00796616:RD01_LLS_Raids_Rewards_Enc05_UnderArmor_SecretOperative:LVLI																											
00787E59	RD01_Armor_Enclave_Underarmor_Uniform_03_NotPlayable		0	99.900002	0		1	ObjectTypeUnderarmor[0016E84B]		1	ap_armor_Lining:No Misc	0	0																														
007CF73F	Armor_Casual_Underarmor_Dave_NotPlayable		0	99.900002	0		1	ObjectTypeUnderarmor[0016E84B]		1	ap_armor_Lining:No Misc	0	1	007BB076:GHL00_Dave_Outfit:OTFT																													
00854F1C	ATX_Clothes_Underarmor_TacticalOps_Camo_NONPLAYABLE	Camo Ops Outfit	0	0.100000	0		2	ObjectTypeClothing[0033C76A] | UnsellableObject[003D4327]		0		0	2	00854F29:BURN_ATX_TacticalOps_Camo_NONPLAYABLE:OTFT	00868BC5:BURN_Moose_NPC_Outfit:OTFT																												
0085D73D	ATX_ARMO_Underarmor_21Vaultsuit	Vault 21 Jumpsuit	0	0.500000	0		5	VaultSuitKeyword[000C5625] | ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_VaultSuit[0016EB98] | UnsellableObject[003D4327] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_VaultSuit[0016EB98] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	1	0085D73E:ATX_co_Clothes_Underarmor_21Vaultsuit:COBJ																													
008AA92B	Armor_Casual_Underarmor_ShirtJeans_NONPLAYABLE	Undershirt & Jeans	20	0.430000	0		3	ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_Casual[0016EC04] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_Casual[0016EC04] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	3	008AA930:RTSV_Bounty_ATX_Specs_NONPLAYABLE:OTFT	008F4E69:HIDE_crLLI_Outfit_CultistPopcorn:LVLI	008F4E6F:HIDE_crLLI_Outfit_AlienWildcard:LVLI																											
008B7350	RTSV_Clothes_Responders_Jumpsuit_Paramedic_NotPlayable		0	99.900002	0		2	Armor_NoFirstTimeLoot[0004F42C] | ObjectTypeUnderarmor[0016E84B]		2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	1	008B7351:RTSV_Bounty_ATX_Responder_REG_NONPLAYABLE:OTFT																													
008B7B87	Armor_BoS_Soldier_Underarmor_NONPLAYABLE	Brotherhood Soldier Suit	30	0.500000	0		4	ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_BOS[0016EC06] | Tutorial_DamageResistanceObject[0023D317] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_BOS[0016EC06] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	1	008B7B89:LL_Armor_BOS_Soldier_UnderArmor_NONPLAYABLE:LVLI																													
008BFFAF	SCORE_S25_ARMO_Underarmor_SecretService_Responders	Responders Secret Service Underarmor	30	0.500000	0		5	ObjectTypeUnderarmor[0016E84B] | BlockSuperDuperPerk[0043C439] | NonPlayerTradable[00499F7A] | ma_UnderArmor_SecretService[005A4DCE] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_SecretService[005A4DCE] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	1	008BFFB0:SCORE_S25_co_Clothes_Underarmor_SecretService_Responders:COBJ																													
008C2B98	SCORE_S25_ARMO_Underarmor_CivilEngineer_Responders	Responders Civil Engineer Underarmor	30	0.500000	0		5	ObjectTypeUnderarmor[0016E84B] | BlockSuperDuperPerk[0043C439] | NonPlayerTradable[00499F7A] | ma_UnderArmor_Muni[006E736B] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_Muni[006E736B] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	1	008C2B99:SCORE_S25_co_Clothes_Underarmor_CivilEngineer_Responders:COBJ																													
008F570F	Armor_BoS_Knight_Underarmor_Shin_NONPLAYABLE	Brotherhood Knight Suit	30	0.500000	0		5	usePowerArmorFrameBoS[00155046] | ObjectTypeUnderarmor[0016E84B] | ma_UnderArmor_BOS[0016EC06] | Tutorial_DamageResistanceObject[0023D317] | ma_UnderArmor_style[0089D6BA]	ma_UnderArmor_BOS[0016EC06] | ma_UnderArmor_style[0089D6BA]	2	ap_armor_Lining:No Misc | ap_underarmor_style:Style	0	1	008F5710:BS01_Shin_PA_Outfit_NONPLAYABLE:OTFT																													
