LCTN_FormID	LCTN_EDID	LCSR_Index	LocRefType_FormID	LocRefType_EDID	Ref_FormID	Ref_Display	WorldCell	GridX	GridY
002EE527	SubRegionForestFloodlands08LocationLOW	122	0024592E	REAssaultDefenderPatrol	0056011A	[REFR:0056011A] (Places PatrolIdleMarker [IDLM:00002CE2] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at -16,26)	Appalachia "Appalachia" [WRLD:0025DA15]	-16	26
002EE527	SubRegionForestFloodlands08LocationLOW	123	0024592E	REAssaultDefenderPatrol	0056011B	[REFR:0056011B] (Places NPCWeldingLow [FURN:0013052F] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at -16,26)	Appalachia "Appalachia" [WRLD:0025DA15]	-16	26
002EE527	SubRegionForestFloodlands08LocationLOW	124	0024592E	REAssaultDefenderPatrol	0056011C	[REFR:0056011C] (Places PatrolIdleMarker [IDLM:00002CE2] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at -16,26)	Appalachia "Appalachia" [WRLD:0025DA15]	-16	26
002EE527	SubRegionForestFloodlands08LocationLOW	125	0002DFE7	RECenter	00560122	[REFR:00560122] (Places XMarker [STAT:0000003B] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at -16,26)	Appalachia "Appalachia" [WRLD:0025DA15]	-16	26
002EE527	SubRegionForestFloodlands08LocationLOW	126	00568768	REMiningEnable	00568770	[REFR:00568770] (Places EnableMarker [STAT:000E4610] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at -16,26)	Appalachia "Appalachia" [WRLD:0025DA15]	-16	26
002EE527	SubRegionForestFloodlands08LocationLOW	127	0003E0CA	CaptiveMarker	00583063	[REFR:00583063] (Places LocationCaptiveFurniture [FURN:00580A5E] in [CELL:002637CD] (in Appalachia "Appalachia" [WRLD:0025DA15] at -19,28))	Appalachia "Appalachia" [WRLD:0025DA15]	-19	28
002EE527	SubRegionForestFloodlands08LocationLOW	128	00003956	LocationClearActor	0059016D	[ACHR:0059016D] (Places LvlBloodEagleSniper [NPC_:0053C532] in [CELL:00263C81] (in Appalachia "Appalachia" [WRLD:0025DA15] at -25,30))	Appalachia "Appalachia" [WRLD:0025DA15]	-25	30
002EE527	SubRegionForestFloodlands08LocationLOW	129	0059247A	LocationWoundedFurnitureLocRefType	0059590D	[REFR:0059590D] (Places LocationWoundedFurniture [FURN:00592479] in [CELL:00263A2C] (in Appalachia "Appalachia" [WRLD:0025DA15] at -22,24))	Appalachia "Appalachia" [WRLD:0025DA15]	-22	24
002EE527	SubRegionForestFloodlands08LocationLOW	130	0002DFE8	RETravelA1	005980D7	[REFR:005980D7] (Places XMarkerHeading [STAT:00000034] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at -16,23)	Appalachia "Appalachia" [WRLD:0025DA15]	-16	23
002EE527	SubRegionForestFloodlands08LocationLOW	131	00027DDC	RETravelA2	005980D8	[REFR:005980D8] (Places XMarkerHeading [STAT:00000034] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at -16,23)	Appalachia "Appalachia" [WRLD:0025DA15]	-16	23
002EE527	SubRegionForestFloodlands08LocationLOW	132	00027DDD	RETravelA3	005980D9	[REFR:005980D9] (Places XMarkerHeading [STAT:00000034] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at -16,23)	Appalachia "Appalachia" [WRLD:0025DA15]	-16	23
002EE527	SubRegionForestFloodlands08LocationLOW	133	00027DD7	RESceneA2	005980DA	[REFR:005980DA] (Places XMarkerHeading [STAT:00000034] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at -16,24)	Appalachia "Appalachia" [WRLD:0025DA15]	-16	24
002EE527	SubRegionForestFloodlands08LocationLOW	134	0018D123	RETriggerANYRefType	005980DB	RE_Camp_FF_11_Trigger [REFR:005980DB] (Places RETriggerCamp [ACTI:0002E504] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at -16,24)	Appalachia "Appalachia" [WRLD:0025DA15]	-16	24
002EE527	SubRegionForestFloodlands08LocationLOW	135	00027DD9	RESceneA3	005980DC	[REFR:005980DC] (Places XMarkerHeading [STAT:00000034] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at -16,24)	Appalachia "Appalachia" [WRLD:0025DA15]	-16	24
002EE527	SubRegionForestFloodlands08LocationLOW	136	0002DFE6	RESceneA1	005980DD	[REFR:005980DD] (Places XMarkerHeading [STAT:00000034] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at -16,24)	Appalachia "Appalachia" [WRLD:0025DA15]	-16	24
002EE527	SubRegionForestFloodlands08LocationLOW	137	00035B6F	REObject01	005980DE	[REFR:005980DE] (Places XMarker [STAT:0000003B] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at -16,24)	Appalachia "Appalachia" [WRLD:0025DA15]	-16	24
002EE527	SubRegionForestFloodlands08LocationLOW	138	00035B70	REObject02	005980DF	[REFR:005980DF] (Places XMarker [STAT:0000003B] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at -16,24)	Appalachia "Appalachia" [WRLD:0025DA15]	-16	24
002EE527	SubRegionForestFloodlands08LocationLOW	139	00035B71	REObject03	005980E0	[REFR:005980E0] (Places XMarker [STAT:0000003B] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at -16,24)	Appalachia "Appalachia" [WRLD:0025DA15]	-16	24
002EE527	SubRegionForestFloodlands08LocationLOW	140	00027DDE	RETravelB2	005980E1	[REFR:005980E1] (Places XMarkerHeading [STAT:00000034] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at -15,24)	Appalachia "Appalachia" [WRLD:0025DA15]	-15	24
002EE527	SubRegionForestFloodlands08LocationLOW	141	0002DFF4	RETravelB1	005980E2	[REFR:005980E2] (Places XMarkerHeading [STAT:00000034] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at -15,24)	Appalachia "Appalachia" [WRLD:0025DA15]	-15	24
002EE527	SubRegionForestFloodlands08LocationLOW	142	00027DDF	RETravelB3	005980E3	[REFR:005980E3] (Places XMarkerHeading [STAT:00000034] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at -15,24)	Appalachia "Appalachia" [WRLD:0025DA15]	-15	24
002EE527	SubRegionForestFloodlands08LocationLOW	143	0002DFE7	RECenter	005980E4	[REFR:005980E4] (Places XMarker [STAT:0000003B] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at -16,24)	Appalachia "Appalachia" [WRLD:0025DA15]	-16	24
002EE527	SubRegionForestFloodlands08LocationLOW	144	0057241F	REObjectC2	005980E5	[REFR:005980E5] (Places Camping_Chair02 "Chair" [FURN:002E6646] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at -16,24)	Appalachia "Appalachia" [WRLD:0025DA15]	-16	24
002EE527	SubRegionForestFloodlands08LocationLOW	145	0057241E	REObjectC1	005980E6	[REFR:005980E6] (Places Camping_Chair "Chair" [FURN:0012B922] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at -16,24)	Appalachia "Appalachia" [WRLD:0025DA15]	-16	24
002EE527	SubRegionForestFloodlands08LocationLOW	146	00035B73	REObjectB2	005980E7	[REFR:005980E7] (Places NpcBedGroundSleep01 "Mattress" [FURN:0002FBF9] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at -16,24)	Appalachia "Appalachia" [WRLD:0025DA15]	-16	24
002EE527	SubRegionForestFloodlands08LocationLOW	147	00035B72	REObjectB1	005980E8	[REFR:005980E8] (Places NpcBedGroundSleep01 "Mattress" [FURN:0002FBF9] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at -16,24)	Appalachia "Appalachia" [WRLD:0025DA15]	-16	24
002EE527	SubRegionForestFloodlands08LocationLOW	148	00035B74	REObjectB3	005980E9	[REFR:005980E9] (Places NpcBedSleepingBagSleep01 "Sleeping Bag" [FURN:000D75BC] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at -16,24)	Appalachia "Appalachia" [WRLD:0025DA15]	-16	24
002EE527	SubRegionForestFloodlands08LocationLOW	149	005622BF	RECampEnable	005980EA	RE_ClutterEnable024 [REFR:005980EA] (Places EnableMarker [STAT:000E4610] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at -16,24)	Appalachia "Appalachia" [WRLD:0025DA15]	-16	24
002EE527	SubRegionForestFloodlands08LocationLOW	150	003D4B0B	PriorityLootContainerGunsLocRefType	00598156	[REFR:00598156] (Places LootPriority_Raider_DuffleBag_Guns "Duffle Bag" [CONT:00038C1B] in [CELL:00263576] (in Appalachia "Appalachia" [WRLD:0025DA15] at -16,24))	Appalachia "Appalachia" [WRLD:0025DA15]	-16	24
002EE527	SubRegionForestFloodlands08LocationLOW	151	00030FB9	REContainer	00598156	[REFR:00598156] (Places LootPriority_Raider_DuffleBag_Guns "Duffle Bag" [CONT:00038C1B] in [CELL:00263576] (in Appalachia "Appalachia" [WRLD:0025DA15] at -16,24))	Appalachia "Appalachia" [WRLD:0025DA15]	-16	24
002EE527	SubRegionForestFloodlands08LocationLOW	152	005622C0	RECampDisable	00598157	RE_ClutterDisable024 [REFR:00598157] (Places EnableMarker [STAT:000E4610] in [CELL:00263576] (in Appalachia "Appalachia" [WRLD:0025DA15] at -16,24))	Appalachia "Appalachia" [WRLD:0025DA15]	-16	24
002EE527	SubRegionForestFloodlands08LocationLOW	153	0017EC2D	WorkbenchCookingRefType	00598164	[REFR:00598164] (Places WorkbenchCookingGroundPot "Cooking Station" [FURN:000C79B4] in [CELL:00263576] (in Appalachia "Appalachia" [WRLD:0025DA15] at -16,24))	Appalachia "Appalachia" [WRLD:0025DA15]	-16	24
002EE527	SubRegionForestFloodlands08LocationLOW	154	00003956	LocationClearActor	0059A6BD	[ACHR:0059A6BD] (Places LvlBloodEagleRifleSemiAuto [NPC_:0053C533] in [CELL:002634AC] (in Appalachia "Appalachia" [WRLD:0025DA15] at -15,25))	Appalachia "Appalachia" [WRLD:0025DA15]	-15	25
002EE527	SubRegionForestFloodlands08LocationLOW	155	0021B2DE	LocationCreaturesAll	0059A6BD	[ACHR:0059A6BD] (Places LvlBloodEagleRifleSemiAuto [NPC_:0053C533] in [CELL:002634AC] (in Appalachia "Appalachia" [WRLD:0025DA15] at -15,25))	Appalachia "Appalachia" [WRLD:0025DA15]	-15	25
002EE527	SubRegionForestFloodlands08LocationLOW	156	00003956	LocationClearActor	0059A6BE	[ACHR:0059A6BE] (Places LvlBloodEagleDog "Blood Eagle Attack Dog" [NPC_:00588087] in [CELL:002634AC] (in Appalachia "Appalachia" [WRLD:0025DA15] at -15,25))	Appalachia "Appalachia" [WRLD:0025DA15]	-15	25
002EE527	SubRegionForestFloodlands08LocationLOW	157	0021B2DE	LocationCreaturesAll	0059A6BE	[ACHR:0059A6BE] (Places LvlBloodEagleDog "Blood Eagle Attack Dog" [NPC_:00588087] in [CELL:002634AC] (in Appalachia "Appalachia" [WRLD:0025DA15] at -15,25))	Appalachia "Appalachia" [WRLD:0025DA15]	-15	25
002EE527	SubRegionForestFloodlands08LocationLOW	158	00003956	LocationClearActor	0059A6C2	[ACHR:0059A6C2] (Places LvlBloodEagleMelee [NPC_:0053C52F] in [CELL:002634AC] (in Appalachia "Appalachia" [WRLD:0025DA15] at -15,25))	Appalachia "Appalachia" [WRLD:0025DA15]	-15	25
002EE527	SubRegionForestFloodlands08LocationLOW	159	0021B2DE	LocationCreaturesAll	0059A6C2	[ACHR:0059A6C2] (Places LvlBloodEagleMelee [NPC_:0053C52F] in [CELL:002634AC] (in Appalachia "Appalachia" [WRLD:0025DA15] at -15,25))	Appalachia "Appalachia" [WRLD:0025DA15]	-15	25
002EE527	SubRegionForestFloodlands08LocationLOW	160	004E21EA	ActorGroupTriggerLocRefType	0059A6C5	[REFR:0059A6C5] (Places DefaultRespawnActorGroupTrigger [ACTI:003EA4D8] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at -15,25)	Appalachia "Appalachia" [WRLD:0025DA15]	-15	25
002EE527	SubRegionForestFloodlands08LocationLOW	161	0008F64C	SpawnMax3840	0059A6C7	[REFR:0059A6C7] (Places SpawnCenter_Min00_Max3840 [STAT:0033F802] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at -15,25)	Appalachia "Appalachia" [WRLD:0025DA15]	-15	25
002EE527	SubRegionForestFloodlands08LocationLOW	162	0008C8DF	SpawnFindPlayer5120	0059A6C7	[REFR:0059A6C7] (Places SpawnCenter_Min00_Max3840 [STAT:0033F802] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at -15,25)	Appalachia "Appalachia" [WRLD:0025DA15]	-15	25
002EE527	SubRegionForestFloodlands08LocationLOW	163	0090E8B0	SDOW_MQ02_Graves_EncMarker14_locref	0090E90E	SDOW_Spawn14 [REFR:0090E90E] (Places SpawnCenter [STAT:00439979] in [CELL:00263579] (in Appalachia "Appalachia" [WRLD:0025DA15] at -16,21))	Appalachia "Appalachia" [WRLD:0025DA15]	-16	21
002EE528	SubRegionForestFloodlands09Location	0	0050A303	RSVP03_REF_Rocks_grave	000408A6	RSVP03_REF_Rock6_nearby [REFR:000408A6] (Places RockBoulderForest04 [STAT:0000DAF2] in [CELL:00262D99] (in Appalachia "Appalachia" [WRLD:0025DA15] at -6,27))	Appalachia "Appalachia" [WRLD:0025DA15]	-6	27
002EE528	SubRegionForestFloodlands09Location	1	00111E7A	FF01_DeathBlossoms_EventRoot_LRT	00112035	event_FF01_DeathBlossoms_Grove04 [REFR:00112035] (Places XMarkerHeading [STAT:00000034] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at -10,24)	Appalachia "Appalachia" [WRLD:0025DA15]	-10	24
002EE528	SubRegionForestFloodlands09Location	2	003D4B0A	PriorityLootContainerAmmoLocRefType	00294F95	[REFR:00294F95] (Places LootPriority_AmmoBox "Ammo Box" [CONT:00060CB4] in [CELL:002633E2] (in Appalachia "Appalachia" [WRLD:0025DA15] at -14,26))	Appalachia "Appalachia" [WRLD:0025DA15]	-14	26
002EE528	SubRegionForestFloodlands09Location	3	0003F1E5	BossContainer	00294F98	[REFR:00294F98] (Places LootPrewar_Trunk_BossPOI "Steamer Trunk" [CONT:00534BB7] in [CELL:002633E2] (in Appalachia "Appalachia" [WRLD:0025DA15] at -14,26))	Appalachia "Appalachia" [WRLD:0025DA15]	-14	26
002EE528	SubRegionForestFloodlands09Location	4	001E7B84	EncSubMeleeMarkerLocRef	0031DD14	[ACHR:0031DD14] (Places LvlSubMelee [NPC_:001D57D7] in [CELL:0026331B] (in Appalachia "Appalachia" [WRLD:0025DA15] at -13,24))	Appalachia "Appalachia" [WRLD:0025DA15]	-13	24
002EE528	SubRegionForestFloodlands09Location	5	0021B2DE	LocationCreaturesAll	0031DD14	[ACHR:0031DD14] (Places LvlSubMelee [NPC_:001D57D7] in [CELL:0026331B] (in Appalachia "Appalachia" [WRLD:0025DA15] at -13,24))	Appalachia "Appalachia" [WRLD:0025DA15]	-13	24
002EE528	SubRegionForestFloodlands09Location	6	0021B2D8	LocationCreaturesSub	0031DD14	[ACHR:0031DD14] (Places LvlSubMelee [NPC_:001D57D7] in [CELL:0026331B] (in Appalachia "Appalachia" [WRLD:0025DA15] at -13,24))	Appalachia "Appalachia" [WRLD:0025DA15]	-13	24
002EE528	SubRegionForestFloodlands09Location	7	001E7B85	EncSubShortMarkerLocRef	0031DD15	[ACHR:0031DD15] (Places LvlSubShort [NPC_:001D513E] in [CELL:00263252] (in Appalachia "Appalachia" [WRLD:0025DA15] at -12,24))	Appalachia "Appalachia" [WRLD:0025DA15]	-12	24
002EE528	SubRegionForestFloodlands09Location	8	0021B2DE	LocationCreaturesAll	0031DD15	[ACHR:0031DD15] (Places LvlSubShort [NPC_:001D513E] in [CELL:00263252] (in Appalachia "Appalachia" [WRLD:0025DA15] at -12,24))	Appalachia "Appalachia" [WRLD:0025DA15]	-12	24
002EE528	SubRegionForestFloodlands09Location	9	0021B2D8	LocationCreaturesSub	0031DD15	[ACHR:0031DD15] (Places LvlSubShort [NPC_:001D513E] in [CELL:00263252] (in Appalachia "Appalachia" [WRLD:0025DA15] at -12,24))	Appalachia "Appalachia" [WRLD:0025DA15]	-12	24
002EE528	SubRegionForestFloodlands09Location	10	001E7B86	EncSubMediumMarkerLocRef	0031DD16	[ACHR:0031DD16] (Places LvlSubMedium [NPC_:001D57C0] in [CELL:0026331B] (in Appalachia "Appalachia" [WRLD:0025DA15] at -13,24))	Appalachia "Appalachia" [WRLD:0025DA15]	-13	24
002EE528	SubRegionForestFloodlands09Location	11	0021B2DE	LocationCreaturesAll	0031DD16	[ACHR:0031DD16] (Places LvlSubMedium [NPC_:001D57C0] in [CELL:0026331B] (in Appalachia "Appalachia" [WRLD:0025DA15] at -13,24))	Appalachia "Appalachia" [WRLD:0025DA15]	-13	24
002EE528	SubRegionForestFloodlands09Location	12	0021B2D8	LocationCreaturesSub	0031DD16	[ACHR:0031DD16] (Places LvlSubMedium [NPC_:001D57C0] in [CELL:0026331B] (in Appalachia "Appalachia" [WRLD:0025DA15] at -13,24))	Appalachia "Appalachia" [WRLD:0025DA15]	-13	24
002EE528	SubRegionForestFloodlands09Location	13	0034F2F6	FF05_Balance_SensorSoil_LRT	0039E7F0	[REFR:0039E7F0] (Places FF05_Balance_SensorSoil "Soil Sensor" [ACTI:0002677D] in [CELL:002630C0] (in Appalachia "Appalachia" [WRLD:0025DA15] at -10,24))	Appalachia "Appalachia" [WRLD:0025DA15]	-10	24
002EE528	SubRegionForestFloodlands09Location	14	003600A4	FF01_DeathBlossoms_Plant3_LRT	0039F3C4	FF_Small01_CorpseFlower03_Ref006 [REFR:0039F3C4] (Places FloraCorpseFlower01_LDI "Corpse Flower" [ACTI:0012DA86] in [CELL:002630C0] (in Appalachia "Appalachia" [WRLD:0025DA15] at -10,24))	Appalachia "Appalachia" [WRLD:0025DA15]	-10	24
002EE528	SubRegionForestFloodlands09Location	15	003600A2	FF01_DeathBlossoms_Plant1_LRT	0039F3C5	FF_Small01_CorpseFlower01_Ref006 [REFR:0039F3C5] (Places FloraCorpseFlower01_LDI "Corpse Flower" [ACTI:0012DA86] in [CELL:002630C0] (in Appalachia "Appalachia" [WRLD:0025DA15] at -10,24))	Appalachia "Appalachia" [WRLD:0025DA15]	-10	24
002EE528	SubRegionForestFloodlands09Location	16	003600A6	FF01_DeathBlossoms_Plant4_LRT	0039F3C6	FF_Small01_CorpseFlower04_Ref006 [REFR:0039F3C6] (Places FloraCorpseFlower01_LDI "Corpse Flower" [ACTI:0012DA86] in [CELL:002630C0] (in Appalachia "Appalachia" [WRLD:0025DA15] at -10,24))	Appalachia "Appalachia" [WRLD:0025DA15]	-10	24
002EE528	SubRegionForestFloodlands09Location	17	0008C8E1	SpawnFindPlayer7168	0039F3C7	[REFR:0039F3C7] (Places FF01_DeathBlossoms_SpawnCenter [STAT:0043ABDA] in [CELL:002630C0] (in Appalachia "Appalachia" [WRLD:0025DA15] at -10,24))	Appalachia "Appalachia" [WRLD:0025DA15]	-10	24
002EE528	SubRegionForestFloodlands09Location	18	0005B1F7	SpawnMin2048	0039F3C7	[REFR:0039F3C7] (Places FF01_DeathBlossoms_SpawnCenter [STAT:0043ABDA] in [CELL:002630C0] (in Appalachia "Appalachia" [WRLD:0025DA15] at -10,24))	Appalachia "Appalachia" [WRLD:0025DA15]	-10	24
002EE528	SubRegionForestFloodlands09Location	19	0043CF13	SpawnMax5000	0039F3C7	[REFR:0039F3C7] (Places FF01_DeathBlossoms_SpawnCenter [STAT:0043ABDA] in [CELL:002630C0] (in Appalachia "Appalachia" [WRLD:0025DA15] at -10,24))	Appalachia "Appalachia" [WRLD:0025DA15]	-10	24
002EE528	SubRegionForestFloodlands09Location	20	003600A8	FF01_DeathBlossoms_SpawnAreaLRT	0039F3C7	[REFR:0039F3C7] (Places FF01_DeathBlossoms_SpawnCenter [STAT:0043ABDA] in [CELL:002630C0] (in Appalachia "Appalachia" [WRLD:0025DA15] at -10,24))	Appalachia "Appalachia" [WRLD:0025DA15]	-10	24
002EE528	SubRegionForestFloodlands09Location	21	003600A5	FF01_DeathBlossoms_Plant5_LRT	0039F3C8	FF_Small01_CorpseFlower05_Ref006 [REFR:0039F3C8] (Places FloraCorpseFlower01_LDI "Corpse Flower" [ACTI:0012DA86] in [CELL:002630C0] (in Appalachia "Appalachia" [WRLD:0025DA15] at -10,24))	Appalachia "Appalachia" [WRLD:0025DA15]	-10	24
002EE528	SubRegionForestFloodlands09Location	22	00000F44	FF01_DeathBlossoms_Trigger_LRT	0039F3C9	FF_Small01_Trigger_Ref006 [REFR:0039F3C9] (Places FF_Small01_Trigger [ACTI:000361DF] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at -10,24)	Appalachia "Appalachia" [WRLD:0025DA15]	-10	24
002EE528	SubRegionForestFloodlands09Location	23	000C899A	ColorBlue	0039F3CA	FF_Small01_CenterMarker006 [REFR:0039F3CA] (Places XMarker [STAT:0000003B] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at -10,24)	Appalachia "Appalachia" [WRLD:0025DA15]	-10	24
002EE528	SubRegionForestFloodlands09Location	24	0001FB74	ColorBlack	0039F3CB	FF_Small01_FlowerEnableMarker006 [REFR:0039F3CB] (Places XMarker [STAT:0000003B] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at -10,24)	Appalachia "Appalachia" [WRLD:0025DA15]	-10	24
002EE528	SubRegionForestFloodlands09Location	25	003600A3	FF01_DeathBlossoms_Plant2_LRT	0039F3CC	FF_Small01_CorpseFlower02_Ref006 [REFR:0039F3CC] (Places FloraCorpseFlower01_LDI "Corpse Flower" [ACTI:0012DA86] in [CELL:002630C0] (in Appalachia "Appalachia" [WRLD:0025DA15] at -10,24))	Appalachia "Appalachia" [WRLD:0025DA15]	-10	24
002EE528	SubRegionForestFloodlands09Location	26	002F16A4	LocationMidPointRefType	003A5A4C	[REFR:003A5A4C] (Places LocationMidPointMarker [STAT:002F1681] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at -10,25)	Appalachia "Appalachia" [WRLD:0025DA15]	-10	25
002EE528	SubRegionForestFloodlands09Location	27	0004E57B	MTNZ05_Delivery_LocRef	003D0A03	[REFR:003D0A03] (Places XMarkerHeading [STAT:00000034] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at -14,26)	Appalachia "Appalachia" [WRLD:0025DA15]	-14	26
002EE528	SubRegionForestFloodlands09Location	28	003D4B0C	PriorityLootContainerMiscLocRefType	003D7922	[REFR:003D7922] (Places LootPriorityPrewar_Toolcase "Tool Case" [CONT:0008F6B7] in [CELL:00262CD5] (in Appalachia "Appalachia" [WRLD:0025DA15] at -5,22))	Appalachia "Appalachia" [WRLD:0025DA15]	-5	22
002EE528	SubRegionForestFloodlands09Location	29	0050FBC6	PriorityLootContainerSafeLocRefType	004E2787	[REFR:004E2787] (Places LootPriorityPrewar_Safe "Pre-War Safe" [CONT:0008CD00] in [CELL:002633E2] (in Appalachia "Appalachia" [WRLD:0025DA15] at -14,26))	Appalachia "Appalachia" [WRLD:0025DA15]	-14	26
002EE528	SubRegionForestFloodlands09Location	30	001E7B84	EncSubMeleeMarkerLocRef	004E27D2	[ACHR:004E27D2] (Places LvlSubMelee [NPC_:001D57D7] in [CELL:002633E2] (in Appalachia "Appalachia" [WRLD:0025DA15] at -14,26))	Appalachia "Appalachia" [WRLD:0025DA15]	-14	26
002EE528	SubRegionForestFloodlands09Location	31	0021B2DE	LocationCreaturesAll	004E27D2	[ACHR:004E27D2] (Places LvlSubMelee [NPC_:001D57D7] in [CELL:002633E2] (in Appalachia "Appalachia" [WRLD:0025DA15] at -14,26))	Appalachia "Appalachia" [WRLD:0025DA15]	-14	26
002EE528	SubRegionForestFloodlands09Location	32	0021B2D8	LocationCreaturesSub	004E27D2	[ACHR:004E27D2] (Places LvlSubMelee [NPC_:001D57D7] in [CELL:002633E2] (in Appalachia "Appalachia" [WRLD:0025DA15] at -14,26))	Appalachia "Appalachia" [WRLD:0025DA15]	-14	26
002EE528	SubRegionForestFloodlands09Location	33	001E7B88	EncSubHelperMarkerLocRef	004E27D3	[ACHR:004E27D3] (Places LvlSubHelper [NPC_:001D57D4] in [CELL:002633E2] (in Appalachia "Appalachia" [WRLD:0025DA15] at -14,26))	Appalachia "Appalachia" [WRLD:0025DA15]	-14	26
002EE528	SubRegionForestFloodlands09Location	34	0021B2DE	LocationCreaturesAll	004E27D3	[ACHR:004E27D3] (Places LvlSubHelper [NPC_:001D57D4] in [CELL:002633E2] (in Appalachia "Appalachia" [WRLD:0025DA15] at -14,26))	Appalachia "Appalachia" [WRLD:0025DA15]	-14	26
002EE528	SubRegionForestFloodlands09Location	35	0021B2D8	LocationCreaturesSub	004E27D3	[ACHR:004E27D3] (Places LvlSubHelper [NPC_:001D57D4] in [CELL:002633E2] (in Appalachia "Appalachia" [WRLD:0025DA15] at -14,26))	Appalachia "Appalachia" [WRLD:0025DA15]	-14	26
002EE528	SubRegionForestFloodlands09Location	36	004E21EA	ActorGroupTriggerLocRefType	004E566D	[REFR:004E566D] (Places DefaultRespawnActorGroupTrigger [ACTI:003EA4D8] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at -12,24)	Appalachia "Appalachia" [WRLD:0025DA15]	-12	24
002EE528	SubRegionForestFloodlands09Location	37	0009A523	SpawnMax8192	004E566E	[REFR:004E566E] (Places SpawnCenter_Min00_Max8192 [STAT:0033F807] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at -12,24)	Appalachia "Appalachia" [WRLD:0025DA15]	-12	24
002EE528	SubRegionForestFloodlands09Location	38	00439722	SpawnFindPlayer9216	004E566E	[REFR:004E566E] (Places SpawnCenter_Min00_Max8192 [STAT:0033F807] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at -12,24)	Appalachia "Appalachia" [WRLD:0025DA15]	-12	24
002EE528	SubRegionForestFloodlands09Location	39	004E21EA	ActorGroupTriggerLocRefType	004E56A9	[REFR:004E56A9] (Places DefaultRespawnActorGroupTrigger [ACTI:003EA4D8] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at -9,28)	Appalachia "Appalachia" [WRLD:0025DA15]	-9	28
002EE528	SubRegionForestFloodlands09Location	40	0009A523	SpawnMax8192	004E56AA	[REFR:004E56AA] (Places SpawnCenter_Min00_Max8192 [STAT:0033F807] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at -9,28)	Appalachia "Appalachia" [WRLD:0025DA15]	-9	28
002EE528	SubRegionForestFloodlands09Location	41	00439722	SpawnFindPlayer9216	004E56AA	[REFR:004E56AA] (Places SpawnCenter_Min00_Max8192 [STAT:0033F807] in [CELL:00050B2C] (in Appalachia "Appalachia" [WRLD:0025DA15]) at -9,28)	Appalachia "Appalachia" [WRLD:0025DA15]	-9	28
