ENCH_FormID	ENCH_EDID	ENCH_FULL	ENIT_Flags	ENIT_CastType	ENIT_TargetType	ENIT_EnchantType	ENIT_ChargeTime	ENIT_EnchantCost	ENIT_EnchantAmount	Effects_Count	Effect_1_MGEF_FID	Effect_1_MGEF_EID	Effect_1_Magnitude	Effect_1_Area	Effect_1_Duration	Effect_1_CURV_EID	Effect_2_MGEF_FID	Effect_2_MGEF_EID	Effect_2_Magnitude	Effect_2_Area	Effect_2_Duration	Effect_2_CURV_EID	Effect_3_MGEF_FID	Effect_3_MGEF_EID	Effect_3_Magnitude	Effect_3_Area	Effect_3_Duration	Effect_3_CURV_EID	Effect_4_MGEF_FID	Effect_4_MGEF_EID	Effect_4_Magnitude	Effect_4_Area	Effect_4_Duration	Effect_4_CURV_EID	Effect_5_MGEF_FID	Effect_5_MGEF_EID	Effect_5_Magnitude	Effect_5_Area	Effect_5_Duration	Effect_5_CURV_EID	Effect_6_MGEF_FID	Effect_6_MGEF_EID	Effect_6_Magnitude	Effect_6_Area	Effect_6_Duration	Effect_6_CURV_EID	Effect_7_MGEF_FID	Effect_7_MGEF_EID	Effect_7_Magnitude	Effect_7_Area	Effect_7_Duration	Effect_7_CURV_EID	Effect_8_MGEF_FID	Effect_8_MGEF_EID	Effect_8_Magnitude	Effect_8_Area	Effect_8_Duration	Effect_8_CURV_EID	Effect_9_MGEF_FID	Effect_9_MGEF_EID	Effect_9_Magnitude	Effect_9_Area	Effect_9_Duration	Effect_9_CURV_EID	Effect_10_MGEF_FID	Effect_10_MGEF_EID	Effect_10_Magnitude	Effect_10_Area	Effect_10_Duration	Effect_10_CURV_EID	Effect_11_MGEF_FID	Effect_11_MGEF_EID	Effect_11_Magnitude	Effect_11_Area	Effect_11_Duration	Effect_11_CURV_EID	Effect_12_MGEF_FID	Effect_12_MGEF_EID	Effect_12_Magnitude	Effect_12_Area	Effect_12_Duration	Effect_12_CURV_EID	Effect_13_MGEF_FID	Effect_13_MGEF_EID	Effect_13_Magnitude	Effect_13_Area	Effect_13_Duration	Effect_13_CURV_EID	Effect_14_MGEF_FID	Effect_14_MGEF_EID	Effect_14_Magnitude	Effect_14_Area	Effect_14_Duration	Effect_14_CURV_EID	Effect_15_MGEF_FID	Effect_15_MGEF_EID	Effect_15_Magnitude	Effect_15_Area	Effect_15_Duration	Effect_15_CURV_EID	Effect_16_MGEF_FID	Effect_16_MGEF_EID	Effect_16_Magnitude	Effect_16_Area	Effect_16_Duration	Effect_16_CURV_EID	Effect_17_MGEF_FID	Effect_17_MGEF_EID	Effect_17_Magnitude	Effect_17_Area	Effect_17_Duration	Effect_17_CURV_EID	Effect_18_MGEF_FID	Effect_18_MGEF_EID	Effect_18_Magnitude	Effect_18_Area	Effect_18_Duration	Effect_18_CURV_EID	Effect_19_MGEF_FID	Effect_19_MGEF_EID	Effect_19_Magnitude	Effect_19_Area	Effect_19_Duration	Effect_19_CURV_EID	Effect_20_MGEF_FID	Effect_20_MGEF_EID	Effect_20_Magnitude	Effect_20_Area	Effect_20_Duration	Effect_20_CURV_EID	Effect_21_MGEF_FID	Effect_21_MGEF_EID	Effect_21_Magnitude	Effect_21_Area	Effect_21_Duration	Effect_21_CURV_EID	Effect_22_MGEF_FID	Effect_22_MGEF_EID	Effect_22_Magnitude	Effect_22_Area	Effect_22_Duration	Effect_22_CURV_EID	Effect_23_MGEF_FID	Effect_23_MGEF_EID	Effect_23_Magnitude	Effect_23_Area	Effect_23_Duration	Effect_23_CURV_EID	Effect_24_MGEF_FID	Effect_24_MGEF_EID	Effect_24_Magnitude	Effect_24_Area	Effect_24_Duration	Effect_24_CURV_EID	Effect_25_MGEF_FID	Effect_25_MGEF_EID	Effect_25_Magnitude	Effect_25_Area	Effect_25_Duration	Effect_25_CURV_EID	Effect_26_MGEF_FID	Effect_26_MGEF_EID	Effect_26_Magnitude	Effect_26_Area	Effect_26_Duration	Effect_26_CURV_EID	Effect_27_MGEF_FID	Effect_27_MGEF_EID	Effect_27_Magnitude	Effect_27_Area	Effect_27_Duration	Effect_27_CURV_EID	Effect_28_MGEF_FID	Effect_28_MGEF_EID	Effect_28_Magnitude	Effect_28_Area	Effect_28_Duration	Effect_28_CURV_EID	Effect_29_MGEF_FID	Effect_29_MGEF_EID	Effect_29_Magnitude	Effect_29_Area	Effect_29_Duration	Effect_29_CURV_EID	Effect_30_MGEF_FID	Effect_30_MGEF_EID	Effect_30_Magnitude	Effect_30_Area	Effect_30_Duration	Effect_30_CURV_EID	Globals_Count	ReferencedByCount	Ref_1	Ref_2	Ref_3	Ref_4	Ref_5	Ref_6	Ref_7	Ref_8	Ref_9	Ref_10	Ref_11	Ref_12	Ref_13	Ref_14	Ref_15	Ref_16	Ref_17	Ref_18	Ref_19	Ref_20	Ref_21	Ref_22	Ref_23	Ref_24	Ref_25	Ref_26	Ref_27	Ref_28	Ref_29	Ref_30	Ref_31	Ref_32	Ref_33	Ref_34	Ref_35	Ref_36	Ref_37	Ref_38	Ref_39	Ref_40	Ref_41	Ref_42	Ref_43	Ref_44	Ref_45	Ref_46	Ref_47	Ref_48	Ref_49	Ref_50	Ref_51	Ref_52	Ref_53	Ref_54	Ref_55	Ref_56	Ref_57	Ref_58	Ref_59	Ref_60	Ref_61	Ref_62	Ref_63	Ref_64	Ref_65	Ref_66	Ref_67	Ref_68	Ref_69	Ref_70	Ref_71	Ref_72	Ref_73	Ref_74	Ref_75	Ref_76	Ref_77	Ref_78	Ref_79	Ref_80	Ref_81	Ref_82	Ref_83	Ref_84	Ref_85	Ref_86	Ref_87	Ref_88	Ref_89	Ref_90	Ref_91	Ref_92	Ref_93	Ref_94	Ref_95	Ref_96	Ref_97	Ref_98	Ref_99	Ref_100	Ref_101	Ref_102	Ref_103	Ref_104	Ref_105	Ref_106	Ref_107	Ref_108	Ref_109	Ref_110	Ref_111	Ref_112	Ref_113	Ref_114	Ref_115	Ref_116	Ref_117	Ref_118	Ref_119	Ref_120	Ref_121	Ref_122	Ref_123	Ref_124	Ref_125	Ref_126	Ref_127	Ref_128	Ref_129	Ref_130	Ref_131	Ref_132	Ref_133	Ref_134	Ref_135	Ref_136	Ref_137	Ref_138	Ref_139	Ref_140	Ref_141	Ref_142	Ref_143	Ref_144	Ref_145	Ref_146	Ref_147	Ref_148	Ref_149	Ref_150	Ref_151	Ref_152	Ref_153	Ref_154	Ref_155	Ref_156	Ref_157	Ref_158	Ref_159	Ref_160	Ref_161	Ref_162	Ref_163	Ref_164	Ref_165	Ref_166	Ref_167	Ref_168	Ref_169	Ref_170	Ref_171	Ref_172	Ref_173	Ref_174	Ref_175	Ref_176	Ref_177	Ref_178	Ref_179	Ref_180	Ref_181	Ref_182	Ref_183	Ref_184	Ref_185	Ref_186	Ref_187	Ref_188	Ref_189	Ref_190	Ref_191	Ref_192	Ref_193
00113F88	DLC04EnchBot_ReduceCarryWeight_200		0000000000000000000000000000000000000000000000000000000000000000	Constant Effect	Self	Enchantment	0.000000			1	00113F87:DLC04Bot_ReduceCarryWeightEffect	200.000000	0	0																																																																																																																																																																																	0	1	00113D0B:POST_DLC04Bot_Legs_Sentrybot:OMOD																																																																																																																																																																																																
00113F89	DLC04EnchBot_FortifyHealth_Legs_Sentrybot		0000000000000000000000000000000000000000000000000000000000000000	Constant Effect	Self	Enchantment	0.000000			2	00113F7D:DLC04Bot_FortifyHealthEffect	100.000000	0	0			00113F7E:DLC04Bot_FortifyRadHealthMaxEffect	100.000000	0	0																																																																																																																																																																											0	1	00113D0B:POST_DLC04Bot_Legs_Sentrybot:OMOD																																																																																																																																																																																																
00113F9D	DLC04EnchBot_FortifyDamageResist_Hand_Nukatron_Armor		0000000000000000000000000000000000000000000000000000000000000000	Constant Effect	Self	Enchantment	0.000000			2	00113F7F:DLC04Bot_FortifyResistDamageEffect	4.000000	0	0			00113F80:DLC04Bot_FortifyResistEnergyEffect	4.000000	0	0																																																																																																																																																																											0	0																																																																																																																																																																																																	
001140AD	DLC04_dtExplosion_PaddleBall_Quantum	Explosion Damage	001	Fire and Forget	Contact	Enchantment	0.000000			1	001A03FD:DamageHealthContact	50.000000	0	0																																																																																																																																																																																	0	2	00113FBC:ExplosionDLC04_PaddleballQuantum:EXPL	002F0581:zzz_TestWeapon_ExplosionQuantum:WEAP																																																																																																																																																																																															
001140AE	DLC04_dtExplosion_PaddleBall_Nuka	Explosion Damage	001	Fire and Forget	Contact	Enchantment	0.000000			1	001A03FD:DamageHealthContact	10.000000	0	0																																																																																																																																																																																	0	2	00113FBA:ExplosionDLC04_PaddleballCola:EXPL	002F0575:zzz_TestWeapon_ExplosionNuka:WEAP																																																																																																																																																																																															
001140AF	DLC04_dtExplosion_PaddleBall_Cherry	Explosion Damage	001	Fire and Forget	Contact	Enchantment	0.000000			1	001A03FD:DamageHealthContact	25.000000	0	0																																																																																																																																																																																	0	2	00113FBB:ExplosionDLC04_PaddleballCherry:EXPL	002F0576:zzz_TestWeapon_ExplosionCherry:WEAP																																																																																																																																																																																															
001140B0	DLC04_EnchWeapModFire	Fire Damage	001	Fire and Forget	Contact	Enchantment	0.000000			1	00084A4F:dtFireFlameEffectChanceAlways	1.000000	0	0																																																																																																																																																																																	0	1	002F0574:zzz_TestWeapon_Fire:WEAP																																																																																																																																																																																																
001141B1	DLC04EnchBot_FortifyDamageResist_Sentry_Armor		0000000000000000000000000000000000000000000000000000000000000000	Constant Effect	Self	Enchantment	0.000000			2	00113F7F:DLC04Bot_FortifyResistDamageEffect	25.000000	0	0			00113F80:DLC04Bot_FortifyResistEnergyEffect	25.000000	0	0																																																																																																																																																																											0	1	00114196:POST_DLC04Bot_Torso_Sentry_Armor_Space_Top:OMOD																																																																																																																																																																																																
00114200	DLC04EnchBot_FortifyDamageResist_Sentry_Head		0000000000000000000000000000000000000000000000000000000000000000	Constant Effect	Self	Enchantment	0.000000			2	00113F7F:DLC04Bot_FortifyResistDamageEffect	10.000000	0	0			00113F80:DLC04Bot_FortifyResistEnergyEffect	2.000000	0	0																																																																																																																																																																											0	1	001141BF:POST_DLC04Bot_Head_Sentry_Space:OMOD																																																																																																																																																																																																
0011421B	DLC04EnchBot_ReduceCarryWeight_20		0000000000000000000000000000000000000000000000000000000000000000	Constant Effect	Self	Enchantment	0.000000			1	00113F87:DLC04Bot_ReduceCarryWeightEffect	20.000000	0	0																																																																																																																																																																																	0	2	00114194:POST_DLC04Bot_Legs_Sentry_Armor_Space_Left:OMOD	00114195:POST_DLC04Bot_Legs_Sentry_Armor_Space_Right:OMOD																																																																																																																																																																																															
0011421C	DLC04EnchBot_FortifyDamageResist_Legs_Sentry_Armor		0000000000000000000000000000000000000000000000000000000000000000	Constant Effect	Self	Enchantment	0.000000			2	00113F7F:DLC04Bot_FortifyResistDamageEffect	4.000000	0	0			00113F80:DLC04Bot_FortifyResistEnergyEffect	2.000000	0	0																																																																																																																																																																											0	2	00114194:POST_DLC04Bot_Legs_Sentry_Armor_Space_Left:OMOD	00114195:POST_DLC04Bot_Legs_Sentry_Armor_Space_Right:OMOD																																																																																																																																																																																															
0011421D	DLC04EnchBot_FortifyHealth_Head_Sentrybot		0000000000000000000000000000000000000000000000000000000000000000	Constant Effect	Self	Enchantment	0.000000			2	00113F7D:DLC04Bot_FortifyHealthEffect	20.000000	0	0			00113F7E:DLC04Bot_FortifyRadHealthMaxEffect	20.000000	0	0																																																																																																																																																																											0	1	001141BF:POST_DLC04Bot_Head_Sentry_Space:OMOD																																																																																																																																																																																																
00114267	DLC04EnchPowerArmor_Nuka_Legendary	Fortify Agility	0000000000000000000000000000000000000000000000000000000000000000	Constant Effect	Self	Enchantment	0.000000			1	00192199:AbFortifyAgility	0.500000	0	0																																																																																																																																																																																	0	0																																																																																																																																																																																																	
00114281	DLC04EnchPowerArmor_Quantum_Legendary	Quantum AP	0000000000000000000000000000000000000000000000000000000000000000	Constant Effect	Self	Enchantment	0.000000			1	0004D899:AbFortifyActionPointRateHidden	2.000000	0	0																																																																																																																																																																																	0	0																																																																																																																																																																																																	
001143F0	DLC04_dtExplosion_PaddleBall_Nuka_Radiation	Explosion Damage	001	Fire and Forget	Contact	Enchantment	0.000000			1	001CD034:DamageRadiationWeaponDuration	50.000000	0	2																																																																																																																																																																																	0	1	001143F4:ExplosionDLC04_PaddleballColaRadiation:EXPL																																																																																																																																																																																																
001143F1	DLC04_dtExplosion_PaddleBall_Cherry_Radiation	Explosion Damage	001	Fire and Forget	Contact	Enchantment	0.000000			1	001CD034:DamageRadiationWeaponDuration	125.000000	0	2																																																																																																																																																																																	0	1	001143F3:ExplosionDLC04_PaddleballCherryRadiation:EXPL																																																																																																																																																																																																
001143F2	DLC04_dtExplosion_PaddleBall_Quantum_Radiation	Explosion Damage	001	Fire and Forget	Contact	Enchantment	0.000000			1	001CD034:DamageRadiationWeaponDuration	125.000000	0	2																																																																																																																																																																																	0	1	001143F5:ExplosionDLC04_PaddleballQuantumRadiation:EXPL																																																																																																																																																																																																
001147D7	DLC04EnchMisterStream	DLC04EnchMisterStream	0000000000000000000000000000000000000000000000000000000000000000	Fire and Forget	Contact	Enchantment	0.000000			1	001147D8:DLC04EnchMisterStreamEffect	0.000000	0	2																																																																																																																																																																																	0	1	001147D6:ExplosionDLC04_MisterStreamEnch:EXPL																																																																																																																																																																																																
00002B4F	zzzcrEnchFireflyIchorSplatterFX		1	Constant Effect	Self	Enchantment	0.000000			1	00002B50:zzzcrFireflychorSplatterFX	7.000000	0	5																																																																																																																																																																																	0	1	00002B52:zzzcrExplosionFireflyDeath:EXPL																																																																																																																																																																																																
00052217	EN02_ScanGrenadeEnchantment	Scan Grenade Effect	101	Fire and Forget	Self	Enchantment	0.000000			1	003E670C:EN02_ScanGrenadeEffect	0.000000	0	60																																																																																																																																																																																	0	1	00052214:EN02_ExplosionScanGrenade:EXPL																																																																																																																																																																																																
00098B57	MTNM01_BaitMine_QuestEnch		0000000000000000000000000000000000000000000000000000000000000000	Fire and Forget	Contact	Enchantment	0.000000			1	00098B55:MTNM01_BaitMine_QuestMagicEffect	1.000000	0	1																																																																																																																																																																																	0	1	00098B58:MTNM01_Expl_BaitMine:EXPL																																																																																																																																																																																																
002BDB3D	MoM_PhantomDevice_FrenzyExplosionEnch	Phantom Gas	101	Fire and Forget	Contact	Enchantment	0.000000			1	002BDB3E:MoM_PhantomDevice_FrenzyExplosionEnchEffect	250.000000	0	30																																																																																																																																																																																	0	1	002BDB3F:MoM_PhantomDeviceExplosion_Frenzy:EXPL																																																																																																																																																																																																
002DB0DA	TEST_MTNS05VoxGrenadeEnchantment	MTNS05 Vox Grenade Enchantment	0000000000000000000000000000000000000000000000000000000000000000	Fire and Forget	Contact	Enchantment	0.000000			1	002DB0D8:TEST_MTNS05_VoxContactMagicEffect	0.000000	0	863913600																																																																																																																																																																																	0	1	002DB0DB:TEST_MTNS05_ExplosionVoxGrenade:EXPL																																																																																																																																																																																																
0007379F	EnchHalluciGenGrenade	HalluciGen Gas Grenade	001	Fire and Forget	Contact	Enchantment	0.000000			1	00075A21:HalluciGenGasGrenadeEffect	50.000000	0	30																																																																																																																																																																																	0	1	00216214:ExplosionHalluciGenGrenade:EXPL																																																																																																																																																																																																
00018AD5	EnchPharmabotSpray	Rad Damage	101	Fire and Forget	Contact	Enchantment	0.000000			1	0021C766:GammaGunEffect	1.000000	0	0																																																																																																																																																																																	0	3	00041EF1:PharmaBot_Left_Spray:WEAP	00044101:PharmaBot_Middle_Spray:WEAP	00044102:PharmaBot_Right_Spray:WEAP																																																																																																																																																																																														
0034CF09	POST_EnchClothingPresidentialPowerSuit	Fortify Charisma	1	Constant Effect	Self	Enchantment	0.000000			1	0004B268:AbFortifyCharisma	2.000000	0	0																																																																																																																																																																																	0	1	0034CF08:POST_Armor_SuitClean_Blue_Presidential:ARMO																																																																																																																																																																																																
0035C450	zzz_EnchSceneDRE04AnimalTracker	Animal Tracker	101	Fire and Forget	Contact	Enchantment	0.000000			1	00072DF5:zzz_CryoSlow	50.000000	0	30																																																																																																																																																																																	0	1	0035C451:zzz_DRE04_ExplosionAnimalTracker:EXPL																																																																																																																																																																																																
00380411	crEnchMothmanSonicAttack	Mothman Sonic Attack Enchantment	101	Fire and Forget	Contact	Enchantment	0.000000			2	00380412:crMothmanSonicAttackStaggerEffect	2.000000	0	0			004F73A0:crMothmanSonicAttackInvisibilityEffect	30.000000	0	30																																																																																																																																																																											0	2	0000F39C:crMothmanRangedAttackSingleShotVer1:WEAP	004E5567:crMothmanRangedAttackSingleShotVer2:WEAP																																																																																																																																																																																															
003C4E1B	EnchSyringer_Frenzy	Frenzy Syringe	101	Fire and Forget	Contact	Enchantment	0.000000			1	003C4E17:DamageFrenzyPoisonEffect_Contact	10.000000	0	120																																																																																																																																																																																	0	1	003C4E27:POST_mod_PipeSyringer_Barrel_Frenzy:OMOD																																																																																																																																																																																																
003C4E1C	EnchSyringer_Karma	Karma Syringe	101	Fire and Forget	Contact	Enchantment	0.000000			5	003C4E1D:FortifyDamageResist_Contact	25.000000	0	30			005191D3:FortifyResistEnergy_Contact	25.000000	0	30			005191D5:FortifyResistRadExposure_Contact	25.000000	0	30			0050AF5E:FortifyDamageAll_Contact	15.000000	0	30			0003BDD1:MtnM01_FortifyHealth_Karma	50.000000	0	30																																																																																																																																																									0	2	003C4E28:MTNM01_mod_PipeSyringer_Barrel_Karma:OMOD	0050CA2B:zzzmod_PipeSyringer_Barrel_Karma:OMOD																																																																																																																																																																																															
003C5F5D	EnchSyringer_Vox	Vox Syringe	1	Fire and Forget	Contact	Enchantment	0.000000			1	002ABE24:MTNS05_VoxMagicEffect	0.000000	0	863913600																																																																																																																																																																																	0	1	0050C2D5:MTNS05_mod_PipeSyringer_Barrel_Vox:OMOD																																																																																																																																																																																																
003C5F52	EnchSyringer_Bleedout	Bleed Out Syringe	101	Fire and Forget	Contact	Enchantment	0.000000			1	002387E2:modWeapBleedEffect	20.000000	0	20																																																																																																																																																																																	0	2	003C5F56:mod_PipeSyringer_Barrel_Bleedout:OMOD	007D1146:mod_Custom_IronSights_Bleed:OMOD																																																																																																																																																																																															
003C653E	EnchSyringer_RadscorpionVenom	Radscorpion Venom Syringe	101	Fire and Forget	Contact	Enchantment	0.000000			2	003C5F54:DamageHealthPoison_Contact	4.000000	0	40			003C5F54:DamageHealthPoison_Contact	16.000000	0	40																																																																																																																																																																											0	1	003C6552:mod_PipeSyringer_Barrel_RadscorpionVenom:OMOD																																																																																																																																																																																																
003C653A	EnchSyringer_Bloatfly	Bloatfly Larve Syringe	101	Fire and Forget	Contact	Enchantment	0.000000			1	003C6530:DamageBloatflyLarvaPoisonEffect_Contact	10.000000	0	30																																																																																																																																																																																	0	1	003C654E:mod_PipeSyringer_Barrel_Bloatfly:OMOD																																																																																																																																																																																																
003C653B	EnchSyringer_Endangerol	Endangerol Syringe	101	Fire and Forget	Contact	Enchantment	0.000000			1	003C6540:EndangerolDamageDamageResistEffect_Contact	0.250000	0	120																																																																																																																																																																																	0	1	003C654F:mod_PipeSyringer_Barrel_Endangerol:OMOD																																																																																																																																																																																																
004E75A7	Mutation_UnstableIsotopeEnchRadDmg	Radiation Damage	101	Fire and Forget	Contact	Enchantment	0.000000			1	001CD034:DamageRadiationWeaponDuration	80.000000	0	0																																																																																																																																																																																	0	1	004E401E:Mutation_UnstableIsotopeExplosion:EXPL																																																																																																																																																																																																
004F5774	ench_Shishkebab_BlueRidgeBrandingIron_Fire	Fire Damage	101	Fire and Forget	Contact	Enchantment	0.000000			1	00084A4F:dtFireFlameEffectChanceAlways	13.000000	0	3																																																																																																																																																																																	0	1	007AA31C:mod_custom_BlueRidgeBrandingIron_Custom:OMOD																																																																																																																																																																																																
004F6AA9	ench_LegendaryWeapon_DamageUnarmored		1	Constant Effect	Self	Enchantment	0.000000			1	004F6AAA:Legendary_DamageUnarmoredEffect	0.000000	0	0																																																																																																																																																																																	0	1	004F6AA7:mod_Legendary_Weapon1_DamageUnarmored:OMOD																																																																																																																																																																																																
004F6AA3	ench_LegendaryWeapon_Execute		1	Constant Effect	Self	Enchantment	0.000000			1	004F6AA4:Legendary_ExecuteEffect	0.000000	0	0																																																																																																																																																																																	0	2	004F6AA1:mod_Legendary_Weapon1_Execute:OMOD	00824455:Burn_Custom_Legendary_Weapon1_Execute:OMOD																																																																																																																																																																																															
004F6D7A	ench_LegendaryArmor_AddCommonPerk		1	Constant Effect	Self	Enchantment	0.000000			1	004F6D7B:Legendary_AddCommonArmorPerk	0.000000	0	0																																																																																																																																																																																	0	4	0083DA5E:zzz_BOUNTY_mod_Legendary_Armor1_Recollecting:OMOD	0083DA5F:zzz_BOUNTY_mod_Legendary_Armor3_SelfRepair:OMOD	0083DA64:zzz_BOUNTY_mod_Legendary_Armor3_MadScientist:OMOD	0083DA66:zzz_BOUNTY_mod_Legendary_Armor2_Insane:OMOD																																																																																																																																																																																													
004F732F	CB02_MaskOnTime_Enchantment		1	Constant Effect	Self	Enchantment	0.000000			1	004F732E:CB02_MaskOn_Effect	1.000000	0	0																																																																																																																																																																																	0	1	001EB731:Headwear_CB02_Mask:ARMO																																																																																																																																																																																																
0051850F	Mutation_UnstableIsotopeSuperEnchRadDmg	Radiation Damage	101	Fire and Forget	Contact	Enchantment	0.000000			1	001CD034:DamageRadiationWeaponDuration	120.000000	0	0																																																																																																																																																																																	0	1	0051850E:Mutation_UnstableIsotopeSuperExplosion:EXPL																																																																																																																																																																																																
00521929	EnchHalluciGenGrenade_MoM_Phantom	HalluciGen Gas from Phantom Device	101	Fire and Forget	Contact	Enchantment	0.000000			1	00075A21:HalluciGenGasGrenadeEffect	75.000000	0	30																																																																																																																																																																																	0	1	0052192B:ExplosionHalluciGen_MoM_Phantom:EXPL																																																																																																																																																																																																
0052192E	MoM_ench_GarbofMysteries	Garb of Mysteries	1	Constant Effect	Self	Enchantment	0.000000			5	004E1028:MoM_GarbofMysteries_Base_Desc	0.000000	0	0			00521921:abFortifySneak	0.000000	0	0			000559A4:AbPerkFortifyResistEnergy	20.000000	0	0			00518506:abFortifyDamageResist	20.000000	0	0			0004C939:AbFortifyPerception	1.000000	0	0																																																																																																																																																									0	1	0017F055:MoM_Armor_MistressOfMysteryOutfit:ARMO																																																																																																																																																																																																
00521930	MoM_ench_VeilofSecrets		1	Constant Effect	Self	Enchantment	0.000000			2	0004B268:AbFortifyCharisma	1.000000	0	0			0004C939:AbFortifyPerception	1.000000	0	0																																																																																																																																																																											0	0																																																																																																																																																																																																	
00522669	MoM_ench_VoiceofSetPerk		1	Constant Effect	Self	Enchantment	0.000000			1	0052266A:MoM_VoiceofSetEffect	0.000000	0	0																																																																																																																																																																																	0	1	00522667:mod_Description_MoM_VoiceofSet:OMOD																																																																																																																																																																																																
0052266F	MoM_ench_BladeofBastet	Blade of Bastet	1	Constant Effect	Self	Enchantment	0.000000			1	0052191F:AbFortifyArmorPenetration	0.000000	0	0																																																																																																																																																																																	0	1	00522666:mod_Description_MoM_BladeofBastet:OMOD																																																																																																																																																																																																
0052266E	EnchHalluciGenGrenade_MoM_Phantom_15	HalluciGen Gas from Phantom Device	101	Fire and Forget	Contact	Enchantment	0.000000			1	00075A21:HalluciGenGasGrenadeEffect	75.000000	250	15																																																																																																																																																																																	0	1	00522671:ExplosionHalluciGen_MoM_Phantom_15:EXPL																																																																																																																																																																																																
00524145	ench_LegendaryArmor_AddResistNight	Nocturnal	1	Constant Effect	Self	Enchantment	0.000000			2	004351E2:AbPerkFortifyPerception	4.000000	0	0			00496FC0:AbPerkFortifyAgility	4.000000	0	0																																																																																																																																																																											0	2	00524143:mod_Legendary_Armor1_ResistancesNight:OMOD	0060625B:mod_Legendary_PowerArmor1_ResistancesNight:OMOD																																																																																																																																																																																															
00525416	ScorchConversionEnch	Scorched Conversion	1	Fire and Forget	Contact	Enchantment	0.000000			1	00525414:ScorchbeastConvertActorEffect	0.000000	0	0																																																																																																																																																																																	0	0																																																																																																																																																																																																	
00527F7C	ench_LegendaryArmor_Waterbreathing		1	Constant Effect	Self	Enchantment	0.000000			1	000E36FA:AbWaterbreathing	1.000000	0	0																																																																																																																																																																																	0	0																																																																																																																																																																																																	
00527F8E	ench_LegendaryWeapon_Medic		101	Fire and Forget	Contact	Enchantment	0.000000			1	00527F8F:Legendary_MedicEffect	0.000000	0	0																																																																																																																																																																																	0	1	00527F8B:mod_Legendary_Weapon1_CritsHealGroup_LEGACY:OMOD																																																																																																																																																																																																
00527F86	ench_LegendaryWeapon_Vampire		1	Constant Effect	Self	Enchantment	0.000000			1	00527F87:Legendary_VampirePerkEffect	0.000000	0	0																																																																																																																																																																																	0	2	0040BD7C:mod_P01B_Burrows_AssaultronBlade:OMOD	00527F84:mod_Legendary_Weapon1_Vampire:OMOD																																																																																																																																																																																															
00527F70	ench_LegendaryArmor_ResistDisease	Disease Resistance	1	Constant Effect	Self	Enchantment	0.000000			1	0018715E:AbReduceDiseaseChanceEnvironment	25.000000	0	0																																																																																																																																																																																	0	0																																																																																																																																																																																																	
005281BA	ench_LegendaryWeapon_DebuffDamage		1	Constant Effect	Self	Enchantment	0.000000			1	005281BB:Legendary_DebuffDamageEffect	0.000000	0	0																																																																																																																																																																																	0	1	005281B8:mod_Legendary_Weapon1_DebuffDamage:OMOD																																																																																																																																																																																																
005281B6	ench_LegendaryWeapon_AntiArmor		1	Constant Effect	Self	Enchantment	0.000000			1	005281B7:Legendary_AntiArmorEffect	0.000000	0	0																																																																																																																																																																																	0	0																																																																																																																																																																																																	
00529A11	ench_LegendaryArmor_AutoRevive		1	Constant Effect	Self	Enchantment	0.000000			1	00529A12:Legendary_AutoReviveEffect	0.000000	0	0																																																																																																																																																																																	0	1	00529A0F:mod_Legendary_Armor1_AutoRevive:OMOD																																																																																																																																																																																																
005299EF	ench_LegendaryWeapon_Knockback		1	Constant Effect	Self	Enchantment	0.000000			1	005299F4:Legendary_KnockbackEffect	0.000000	0	0																																																																																																																																																																																	0	1	005299ED:zzz_mod_Legendary_Weapon1_Knockback:OMOD																																																																																																																																																																																																
005299F7	ench_LegendaryWeapon_DamageWithMutation		1	Constant Effect	Self	Enchantment	0.000000			2	003DC3A0:abFortifyDamageAll	0.000000	0	0			006C2DBD:AbLegendary_DmgWithMutation_Description	0.000000	0	0																																																																																																																																																																											0	1	005299F5:mod_Legendary_Weapon1_DmgWithMutation:OMOD																																																																																																																																																																																																
00529A0B	ench_LegendaryArmor_HealthRegen		1	Constant Effect	Self	Enchantment	0.000000			1	0004D8A8:AbFortifyHealRateHideUI	0.000000	0	0																																																																																																																																																																																	0	0																																																																																																																																																																																																	
00529A07	ench_LegendaryArmor_ResistancesProportionalHealth	Vanguard	1	Constant Effect	Self	Enchantment	0.000000			3	0004A0AC:AbPerkFortifyResistDamage	0.000000	0	0			000559A4:AbPerkFortifyResistEnergy	0.000000	0	0			006C195A:AbLegendaryArmor_ResistancesProportionalHealth_Description	0.000000	0	0																																																																																																																																																																					0	0																																																																																																																																																																																																	
00529A0E	zzz_ench_LegendaryArmor_ResistancesMutation	Mutant's	1	Constant Effect	Self	Enchantment	0.000000			3	0004A0AC:AbPerkFortifyResistDamage	10.000000	0	0			000559A4:AbPerkFortifyResistEnergy	10.000000	0	0			006BEB37:AbLegendaryArmor_ResistancesMutation_Description	10.000000	0	0																																																																																																																																																																					0	0																																																																																																																																																																																																	
