FormID	EDID	FULL	XALG_Flags	SWFI	RENT_FormID	RENT_EDID	RENT_FULL	ReferencedBy
00677B30	SCORE_S11_AVTR_PlayerIcon_NukaTwist	Nuka-Twist	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S11_NukaTwist.dds	00677B72	SCORE_S11_ENTM_PlayerIcon_NukaTwist	Nuka-Twist Player Icon	
00677B2F	SCORE_S11_AVTR_PlayerIcon_BottleandCappy	Dancing Bottle and Cappy	Premium	Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_S11_BottleAndCappy.dds	006779D8	SCORE_S11_ENTM_PlayerIcon_BottleandCappy	Dancing Bottle and Cappy Player Icon	
0066DC8C	SCORE_S10_AVTR_PlayerIcon_Fanatic_Portrait_01	Fanatic		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_59.dds	00661F5B	SCORE_S10_ENTM_PlayerIcon_Fanatic_Portrait_01	Fanatic Player Icon	
0066DC8B	SCORE_S10_AVTR_PlayerIcon_RedRocketBlimp	Red Rocket Blimp		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_66.dds	00661F62	SCORE_S10_ENTM_PlayerIcon_RedRocketBlimp	Red Rocket Blimp Player Icon	
0066DC8A	SCORE_S10_AVTR_PlayerIcon_RedRocketCar	Red Rocket Car		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_65.dds	0066DC86	SCORE_S10_ENTM_PlayerIcon_RedRocketCar	Flying Car Player Icon	
0066DC89	SCORE_S10_AVTR_PlayerIcon_ThePitt	The Pitt		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_64.dds	00661F6C	SCORE_S10_ENTM_PlayerIcon_Pitt	The Pitt Player Icon	
0066DC88	SCORE_S10_AVTR_PlayerIcon_Danillo	The Pitt		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_61.dds	00661F48	SCORE_S10_ENTM_PlayerIcon_Danilo	Danilo Player Icon	
0066DC87	SCORE_S10_AVTR_PlayerIcon_Union	Pittsburgh Union Steel Logo		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_63.dds	00661F6A	SCORE_S10_ENTM_PlayerIcon_Union	Pittsburgh Union Steel Logo Player Icon	
006686E3	SCORE_S10_AVTR_PlayerIcon_Skippy	Skippy		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_62.dds	00661F63	SCORE_S10_ENTM_PlayerIcon_Skippy	Skippy Portrait Player Icon	
006686E2	SCORE_S10_AVTR_PlayerIcon_Fanatic_Portrait_02	Fanatic Foreman		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_60.dds	00661F59	SCORE_S10_ENTM_PlayerIcon_Fanatic_Portrait_02	Fanatic Formean Player Icon	
006686E1	SCORE_S10_AVTR_PlayerIcon_Visionary	Red Rocket Visionary		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_67.dds	00661F64	SCORE_S10_ENTM_PlayerIcon_Visionary	Red Rocket Visionary Player Icon	
0064FB94	SCORE_S9_AVTR_PlayerIcon_SpiderAttack	Spider Attack		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_54.dds	0064E0BD	SCORE_S9_ENTM_PlayerIcon_SpiderAttack	Spider Attack Player Icon	
0064FB93	SCORE_S9_AVTR_PlayerIcon_SkullCave	Skull Cave		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_56.dds	0064E0D7	SCORE_S9_ENTM_PlayerIcon_SkullCave	Skull Cave Player Icon	
0064FB92	SCORE_S9_AVTR_PlayerIcon_H-4RT_Protects	H-4RT Protects		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_51.dds	0064E0B9	SCORE_S9_ENTM_PlayerIcon_H-4RT_Protects	H-4RT Protects Player Icon	
0064FB91	SCORE_S9_AVTR_PlayerIcon_H-4RT	H-4RT		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_57.dds	0064E0C2	SCORE_S9_ENTM_PlayerIcon_H-4RT	H-4RT Player Icon	
0064FB90	SCORE_S9_AVTR_PlayerIcon_DreadIslandSkullLogo	Dread Island Skull		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_52.dds	0064E0AF	SCORE_S9_ENTM_PlayerIcon_DreadIslandSkullLogo	Dread Island Skull Player Icon	
0064FB8F	SCORE_S9_AVTR_PlayerIcon_CrashedPlane	Crashed Plane		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_55.dds	0064E0CF	SCORE_S9_ENTM_PlayerIcon_CrashedPlane	Crashed Plane Player Icon	
0064FB8E	SCORE_S9_AVTR_PlayerIcon_Campfire	Campfire		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_53.dds	0064E0CC	SCORE_S9_ENTM_PlayerIcon_Campfire	Campfire Player Icon	
0064FB8D	SCORE_S9_AVTR_PlayerIcon_BeachRaider	Beach Raider		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_58.dds	0064E0D3	SCORE_S9_ENTM_PlayerIcon_BeachRaider	Beach Raider Player Icon	
00644B56	ATX_AVTR_PlayerIcon_Graphic_17	Responders Fire Department Logo		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Graphic_17.dds	00644B57	ATX_ENTM_PlayerIcon_Graphic_17	Responders Fire Department Player Icon	
006431A2	SCORE_S8_AVTR_PlayerIcon_2HeadedVaultGirl	2 Headed Vault Girl		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_47.dds	0063C6E3	SCORE_S8_ENTM_PlayerIcon_2HeadedVaultGirl	Extra Handed Vault Girl Player Icon	
006431A1	SCORE_S8_AVTR_PlayerIcon_UndergroundLogo	Underground Logo		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_45.dds	0063C6DD	SCORE_S8_ENTM_PlayerIcon_UndergroundLogo	Underground Logo Player Icon	
006431A0	SCORE_S8_AVTR_PlayerIcon_CreepyBaby	Creepy Baby		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_48.dds	0063C6D8	SCORE_S8_ENTM_PlayerIcon_CreepyBaby	Creepy Baby Player Icon	
0064319F	SCORE_S8_AVTR_PlayerIcon_DinnersServed	Dinner's Served		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_50.dds	0063C6E0	SCORE_S8_ENTM_PlayerIcon_DinnersServed	Dinner's Served Player Icon	
0064319E	SCORE_S8_AVTR_PlayerIcon_TargetPractice	Target Practice		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_49.dds	0063C6DF	SCORE_S8_ENTM_PlayerIcon_TargetPractice	Target Practice Player Icon	
0064319D	SCORE_S8_AVTR_PlayerIcon_BunnySlippers	Bunny Slippers		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_46.dds	0063E72B	F1_SCORE_S8_ENTM_PlayerIcon_BunnySlippers	Bunny Slippers Icon	
006394A6	SCORE_S7_AVTR_PlayerIcon_Baron	Baron von Longneck		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_44.dds	006331C4	SCORE_S7_ENTM_PlayerIcon_Baron	Baron von Longneck Player Icon	
00633370	ATX_AVTR_PlayerIcon_FactionHellcat_Black	Black Hellcat		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_FactionHellcat02.dds	00633372	ATX_ENTM_PlayerIcon_FactionHellcat_Black	Black Hellcat Player Icon	
0063336F	ATX_AVTR_PlayerIcon_FactionHellcat	Hellcat		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_FactionHellcat01.dds	00633371	ATX_ENTM_PlayerIcon_FactionHellcat	Hellcat Player Icon	
00630C84	SCORE_S7_AVTR_PlayerIcon_GeneralConfusion	General Confusion		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_41.dds	0062F442	SCORE_S7_ENTM_PlayerIcon_GeneralConfusion	General Confusion Player Icon	
00630C83	SCORE_S7_AVTR_PlayerIcon_FloatingFace	Floating Face Farrah		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_42.dds	0062F451	SCORE_S7_ENTM_PlayerIcon_FloatingFace	Floating Face Farrah Player Icon	
00630C82	SCORE_S7_AVTR_PlayerIcon_Skellscream	Skellscream		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_40.dds	0062F444	SCORE_S7_ENTM_PlayerIcon_Skellscream	Skellscream Player Icon	
00630C81	SCORE_S7_AVTR_PlayerIcon_OpusObra	Opus and Obra		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_43.dds	0062F449	SCORE_S7_ENTM_PlayerIcon_OpusObra	Opus and Obra Player Icon	
00630C80	SCORE_S7_AVTR_PlayerIcon_DrZorbo	Dr. Zorbo		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_39.dds	0062F452	SCORE_S7_ENTM_PlayerIcon_DrZorbo	Dr. Zorbo Player Icon	
006213B1	SCORE_S6_AVTR_PlayerIcon_Pyramind	Pyramind		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_37.dds	00621382	SCORE_S6_ENTM_PlayerIcon_Pyramind	Pyramind Player Icon	
006213B0	SCORE_S6_AVTR_PlayerIcon_Catarax	Catarax		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_38.dds	0061F91E	SCORE_S6_ENTM_PlayerIcon_Catarax	Catarax Player Icon	
00620A8F	SCORE_S6_AVTR_PlayerIcon_Mistress	Mistress of Mystery		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_32.dds	0061F91A	SCORE_S6_ENTM_PlayerIcon_Mistress	Mistress of Mystery Player Icon	
00620A8E	SCORE_S6_AVTR_PlayerIcon_Grognak	Grognak		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_33.dds	0061F91B	SCORE_S6_ENTM_PlayerIcon_Grognak	Grognak Player Icon	
00620A8D	SCORE_S6_AVTR_PlayerIcon_SilverShroud	Silver Shroud		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_34.dds	0061F919	SCORE_S6_ENTM_PlayerIcon_SilverShroud	Silver Shroud Player Icon	
00620A8C	SCORE_S6_AVTR_PlayerIcon_Inspector	Inspector		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_31.dds	0061F918	SCORE_S6_ENTM_PlayerIcon_Inspector	Inspector Player Icon	
00620A8B	SCORE_S6_AVTR_PlayerIcon_SamurEye	SamurEye		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_36.dds	0061F91D	SCORE_S6_ENTM_PlayerIcon_SamurEye	SamurEye Player Icon	
00620A8A	SCORE_S6_AVTR_PlayerIcon_MantaMan	Manta Man		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_35.dds	0061F91C	SCORE_S6_ENTM_PlayerIcon_MantaMan	Manta Man Player Icon	
00612371	SCORE_S5_AVTR_PlayerIcon_Alistair	Alistair		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_29.dds	00609E73	SCORE_S5_ENTM_PlayerIcon_Alistair	Alistair Player Icon	
00612370	SCORE_S5_AVTR_PlayerIcon_Overlord	M.I.N.D. Overlord		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_28.dds	00609E70	SCORE_S5_ENTM_PlayerIcon_Overlord	M.I.N.D. Overlord Player Icon	
0061236F	SCORE_S5_AVTR_PlayerIcon_Overlord_Orange	Orange M.I.N.D.		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_26.dds	00609E71	SCORE_S5_ENTM_PlayerIcon_Overlord_Orange	Orange M.I.N.D. Player Icon	
006122AF	SCORE_S5_AVTR_PlayerIcon_Inkwell_42	42nd Century Player Icon		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_25.dds	00609E6D	SCORE_S5_ENTM_PlayerIcon_Inkwell_42	42nd Century Player Icon	
00611AF6	SCORE_S5_AVTR_PlayerIcon_MINDLogo	K.D. Inkwell Escape		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_24.dds	00609E6E	SCORE_S5_ENTM_PlayerIcon_MIND	K.D. Inkwell Escape Player Icon	
00611AF5	SCORE_S5_AVTR_PlayerIcon_GreenSkull	Green Skull		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_27.dds	00609E6F	SCORE_S5_ENTM_PlayerIcon_GreenSkull	Green Skull Player Icon	
00611AF4	SCORE_S5_AVTR_PlayerIcon_KDInkwell_Dashing	K.D. Inkwell Dashing		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_30.dds	00609E72	SCORE_S5_ENTM_PlayerIcon_Dashing	K.D. Inkwell Dashing Player Icon	
00609E22	ATX_AVTR_PlayerIcon_FactionBoS01	Brotherhood of Steel		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_FactionBoS01.dds	00609E23	ATX_ENTM_PlayerIcon_Faction_BoS_01	Brotherhood of Steel Player Icon	
00609DDD	ATX_AVTR_PlayerIcon_Holiday_23	4th of July		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Holiday_23.dds	00609DDE	ATX_ENTM_PlayerIcon_Holiday_23	4th of July Player Icon	
00608905	ATX_AVTR_PlayerIcon_PrideTransgender	Transgender Pride Flag		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_PrideTransgender.dds	0060890F	ATX_ENTM_PlayerIcon_PrideTransgender	Transgender Pride Flag Player Icon	
00608904	ATX_AVTR_PlayerIcon_PrideProgress	Progress Pride Flag		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_PrideProgress.dds	0060890E	ATX_ENTM_PlayerIcon_PrideProgress	Progress Pride Flag Player Icon	
00608903	ATX_AVTR_PlayerIcon_PridePansexual	Pansexual Pride Flag		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_PridePansexual.dds	0060890D	ATX_ENTM_PlayerIcon_PridePansexual	Pansexual Pride Flag Player Icon	
00608902	ATX_AVTR_PlayerIcon_PrideNonBinary	Non-binary Pride Flag		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_PrideNonBinary.dds	0060890C	ATX_ENTM_PlayerIcon_PrideNonBinary	Non-binary Pride Flag Player Icon	
00608901	ATX_AVTR_PlayerIcon_PrideLesbian	Lesbian Pride Flag		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_PrideLesbian.dds	0060890B	ATX_ENTM_PlayerIcon_PrideLesbian	Lesbian Pride Flag Player Icon	
00608900	ATX_AVTR_PlayerIcon_PrideIntersex	Intersex Pride Flag		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_PrideIntersex.dds	0060890A	ATX_ENTM_PlayerIcon_PrideIntersex	Intersex Pride Flag Player Icon	
006088FF	ATX_AVTR_PlayerIcon_PrideGenderQueer	Gender Queer Pride Flag		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_PrideGenderQueer.dds	00608909	ATX_ENTM_PlayerIcon_PrideGenderQueer	Gender Queer Pride Flag Player Icon	
006088FE	ATX_AVTR_PlayerIcon_PrideGenderFluid	Gender Fluid Pride Flag		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_PrideGenderFluidFlexible.dds	00608908	ATX_ENTM_PlayerIcon_PrideGenderFluid	Gender Fluid Pride Flag Player Icon	
006088FD	ATX_AVTR_PlayerIcon_PrideBisexual	Bisexual Pride Flag		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_PrideBisexual.dds	00608907	ATX_ENTM_PlayerIcon_PrideBisexual	Bisexual Pride Flag Player Icon	
006088FC	ATX_AVTR_PlayerIcon_PrideAsexual	Asexual Pride Flag		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_PrideAsexual.dds	00608906	ATX_ENTM_PlayerIcon_PrideAsexual	Asexual Pride Flag Player Icon	
00601DFA	SCORE_S4_AVTR_PlayerIcon_ColdSteel_3	Doubletap		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_19.dds	005FE78B	SCORE_S4_ENTM_PlayerIcon_ColdSteel_3	Doubletap Player Icon	
00601DF9	SCORE_S4_AVTR_PlayerIcon_ColdSteel_2	Icebreaker		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_18.dds	005FE78A	SCORE_S4_ENTM_PlayerIcon_ColdSteel_2	Icebreaker Player Icon	
00601DF8	SCORE_S4_AVTR_PlayerIcon_ColdSteel	Cold Steel		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_22.dds	005FD9BC	SCORE_S4_ENTM_PlayerIcon_ColdSteel	Cold Steel Player Icon	
00601DF7	SCORE_S4_AVTR_PlayerIcon_EndOfSeason	Complete Chaos		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_21.dds	005FD9D0	SCORE_S4_ENTM_PlayerIcon_EndOfSeason	Complete Chaos Player Icon	
00601DF6	SCORE_S4_AVTR_PlayerIcon_YukonFive	Mister Shivers		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_23.dds	005FD9BD	SCORE_S4_ENTM_PlayerIcon_YukonFive	Mister Shivers Player Icon	
00601DF5	SCORE_S4_AVTR_PlayerIcon_CommissionerChaos	Commissioner Chaos		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_20.dds	005FD9BB	SCORE_S4_ENTM_PlayerIcon_CommisionerChaos	Commissioner Chaos Player Icon	
005FB271	zzzATX_AVTR_PlayerIcon_SuperMutant_01DUPLICATE000	Super Mutant		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Supermutant_01.dds	005FB272	zzzATX_ENTM_PlayerIcon_SuperMutant_01DUPLICATE000	Super Mutant Icon	
005FB26D	ATX_AVTR_PlayerIcon_SuperMutant_01	Green Menace		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Supermutant_01.dds	005FB26E	ATX_ENTM_PlayerIcon_SuperMutant_01_GreenMenace	Green Menace Player Icon	
005F3B21	ATX_AVTR_PlayerIcon_Holiday_HappyNewYear	Happy New Year		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Holiday_22.dds	005F3B22	ATX_ENTM_PlayerIcon_Holiday_HappyNewYear	Happy New Year Player Icon	
005EFC22	SCORE_S3_AVTR_PlayerIcon_Cynnoc	Cynnoc		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_15.dds	005EFC28	SCORE_S3_ENTM_PlayerIcon_Cynnoc	Cynnoc Player Icon	
005EFC21	SCORE_S3_AVTR_PlayerIcon_Quill	K.D. Inkwell's Quill		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_16.dds	005EE80F	SCORE_S3_ENTM_PlayerIcon_Quill	K.D. Inkwell's Quill Player Icon	
005EFC20	SCORE_S3_AVTR_PlayerIcon_KDInkwell	K.D. Inkwell		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_14.dds	005EE80E	SCORE_S3_ENTM_PlayerIcon_KDInkwell	K.D. Inkwell Player Icon	
005EEB47	SCORE_S3_AVTR_PlayerIcon_BoS_F1	Brotherhood		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_17.dds	005EE7F5	F1_SCORE_S3_ENTM_PlayerIcon_BoS	Brotherhood Player Icon	
005EDA17	ATX_AVTR_PlayerIcon_Holiday_18	Spooky Ghost		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Holiday_18.dds	00563A36	ATX_ENTM_PlayerIcon_Holiday_18	Spooky Ghost Player Icon	
005EDA16	ATX_AVTR_PlayerIcon_Holiday_17	Talking Skull		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Holiday_17.dds	00563A38	ATX_ENTM_PlayerIcon_Holiday_17	Talking Skull Player Icon	
005EDA15	ATX_AVTR_PlayerIcon_Holiday_16	Laughing Witch		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Holiday_16.dds	00563A37	ATX_ENTM_PlayerIcon_Holiday_16	Laughing Witch Player Icon	
005E4C10	ATX_AVTR_PlayerIcon_Halloween_Ghoul03	Halloween Ghoul		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Holiday_21.dds	005E4C13	ATX_ENTM_PlayerIcon_Halloween_Ghoul03	Halloween Ghoul Player Icon	
005E4C0F	ATX_AVTR_PlayerIcon_Halloween_Ghoul02	Halloween Ghoul Costume		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Holiday_20.dds	005E4C12	ATX_ENTM_PlayerIcon_Halloween_Ghoul02	Halloween Ghoul Costume Player Icon	
005E4C0E	ATX_AVTR_PlayerIcon_Halloween_Ghoul01	Halloween Ghoul Mask		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Holiday_19.dds	005E4C11	ATX_ENTM_PlayerIcon_Halloween_Ghoul01	Halloween Ghoul Mask Player Icon	
005DC925	ATX_AVTR_PlayerIcon_Subjugator03	Subjugator's Glare		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_13.dds	005DC926	SCORE_S2_ENTM_PlayerIcon_Subjugator03	Subjugator's Glare Player Icon	
005DC319	SCORE_S7_AVTR_PlayerIcon_Zorbo_S1	Zorbo		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_12.dds	005DC321	SCORE_S7_ENTM_PlayerIcon_Zorbo_S1	Zorbo Player Icon	
005DC318	ATX_AVTR_PlayerIcon_Subjugator02	Subjugator's Power		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_11.dds	005DC320	SCORE_S2_ENTM_PlayerIcon_Subjugator02	Subjugator's Power Player Icon	
005DC317	ATX_AVTR_PlayerIcon_Platinum01	Platinum		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_10.dds	005DC31F	SCORE_S2_ENTM_PlayerIcon_Platinum01	Platinum Player Icon	
005DC316	SCORE_S7_AVTR_PlayerIcon_Jangles_S1	Jangles		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_09.dds	005DC31E	SCORE_S7_ENTM_PlayerIcon_Jangles_S1	Jangles Player Icon	
005DC315	SCORE_S7_AVTR_PlayerIcon_CaptCosmos_S1	Heroic Captain Cosmos		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_08.dds	005DC31D	SCORE_S7_ENTM_PlayerIcon_CaptCosmos_S1	Heroic Captain Cosmos Player Icon	
005DC314	SCORE_S2_AVTR_PlayerIcon_Brickhouse01	Brickhouse		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_07.dds	005DC31C	SCORE_S2_ENTM_PlayerIcon_Brickhouse01	Brickhouse Player Icon	
005DC313	SCORE_S2_AVTR_PlayerIcon_ArmorAce02	Armor Ace Helmet		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_06.dds	005DC31B	SCORE_S2_ENTM_PlayerIcon_ArmorAce02	Armor Ace Helmet Player Icon	
005DC312	SCORE_S2_AVTR_PlayerIcon_ArmorAce01	Ace Full Assault		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_05.dds	005DC31A	SCORE_S2_ENTM_PlayerIcon_ArmorAce01	Ace Full Assault Player Icon	
005D822A	REUSE_ATX_AVTR_PlayerIcon_MothmanStatue	Mothman Statue		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Creepy_Mothman.dds	0047A449	UTILITY_ENTM_ItemDisableEntitlement		
005D7A7A	SCORE_S2_AVTR_PlayerIcon_Ace	Armor Ace		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_04.dds	005D7A7D	SCORE_S2_ENTM_PlayerIcon_Ace	Armor Ace Player Icon	
005D7A79	ATX_AVTR_PlayerIcon_Subjugator	Subjugator		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_03.dds	005D7A7B	SCORE_S2_ENTM_PlayerIcon_Subjugator	Subjugator Player Icon	
005D7A78	ATX_AVTR_PlayerIcon_Henchman	Henchman		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_02.dds	005D7A7C	SCORE_S2_ENTM_PlayerIcon_PowerPatrol	Power Patrol Player Icon	
005D0926	ATX_AVTR_PlayerIcon_Grelok	Grelok		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Grelok_Villain.dds	005D0927	ATX_ENTM_PlayerIcon_Grelok	Grelok Icon	
005C873B	ATX_AVTR_PlayerIcon_VaultBoy_17	Springtime Vault Boy		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_VaultBoy_17.dds	005C873D	ATX_ENTM_PlayerIcon_VaultBoy_17	Springtime Vault Boy Player Icon	
005C873A	ATX_AVTR_PlayerIcon_VaultBoy_16	Responders Vault Boy		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_VaultBoy_16.dds	005C873E	ATX_ENTM_PlayerIcon_VaultBoy_16	Responders Vault Boy Player Icon	
005C8739	ATX_AVTR_PlayerIcon_NukaGirl_02	Nuka-Girl Bomber		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_NukaGirl_02.dds	005C8741	ATX_ENTM_PlayerIcon_NukaGirl_02	Nuka-Girl Bomber Player Icon	
005C8738	ATX_AVTR_PlayerIcon_Graphic_16	American Eagle		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Graphic_16.dds	005C8742	ATX_ENTM_PlayerIcon_Graphic_16	American Eagle Player Icon	
005C8737	ATX_AVTR_PlayerIcon_Graphic_15	Red Rocket Fuel		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Graphic_15.dds	005C873F	ATX_ENTM_PlayerIcon_Graphic_15	Red Rocket Fuel Player Icon	
005C8736	ATX_AVTR_PlayerIcon_Graphic_14	Red Rocket		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Graphic_14.dds	005C8740	ATX_ENTM_PlayerIcon_Graphic_14	Red Rocket Player Icon	
005C8735	ATX_AVTR_PlayerIcon_Fasnacht_01	Fasnacht Frog		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Fasnacht_01.dds	005C873C	ATX_ENTM_PlayerIcon_Fasnacht_01	Fasnacht Frog Player Icon	
005C75E5	ATX_AVTR_PlayerIcon_Classic_Flyboy	Flyboy		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_FlyBoy_01.dds	005C75E6	ATX_ENTM_PlayerIcon_Flyboy	Flyboy Player Icon	
