NOTE_FormID	NOTE_EDID	FULL	DNAM_Type	Model	ICON	DATA_Value	DATA_Weight	VCRY_FormID	VCRY_EDID	PTRN	YNAM_PickupSound	ZNAM_PutdownSound	SNAM_Scene_FormID	SNAM_Scene_EDID	SNAM_Scene_FULL	DIQO_Quest_FormID	DIQO_Quest_EDID	DIQO_Quest_FULL	PNAM_ProgramFile	KeywordCount	KW_1	KW_2	KW_3	KW_4	KW_5	ReferencedByCount	Ref_1	Ref_2	Ref_3	Ref_4	Ref_5	Ref_6	Ref_7	Ref_8	Ref_9	Ref_10	Ref_11	Ref_12	Ref_13	Ref_14	Ref_15	Ref_16	Ref_17	Ref_18	Ref_19	Ref_20	Ref_21	Ref_22	Ref_23	Ref_24	Ref_25	Ref_26	Ref_27	Ref_28	Ref_29	Ref_30	Ref_31	Ref_32	Ref_33
002B906F	LC112_ObservatoryLog01Holotape	ATLAS Research Log #104	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					5	0043C6B3::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST	005CB798:BS01_Valdez_Terminal_AtlasArchivesSub_Holo01:TERM	005CF170::REFR																												
002B9091	POI265_PylonV13_Holotape	Professor Greebley's Press Release	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	0044D472:Challenge_Holotapes_All_Audio:FLST	004FC075::REFR	00525407:BabylonExcludeList:FLST																														
002B9086	LC043_EasternRegionalPenitentiary_BrennansAnnouncement_Holotape	Thomas Brennan's Announcement	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	0044D472:Challenge_Holotapes_All_Audio:FLST	004FBE15::REFR	00525407:BabylonExcludeList:FLST																														
002B9092	LC184_WestTek_Interview_Holotape	Subject K-117M Interview	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	0044D472:Challenge_Holotapes_All_Audio:FLST	004FD27A::REFR	00525407:BabylonExcludeList:FLST																														
002B9090	POI220_LostHome_Holotape	Requiem for Kelley	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	0044D472:Challenge_Holotapes_All_Audio:FLST	004FC070::REFR	00525407:BabylonExcludeList:FLST																														
002B908B	LC064_HillfolkHotdogs_Holotape	Colton Pickins's Police Report	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	0044D472:Challenge_Holotapes_All_Audio:FLST	004FD277::REFR	00525407:BabylonExcludeList:FLST																														
002B908E	POI210_JohnsonsAcre_Holotape	Taking a Chance	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	0044D472:Challenge_Holotapes_All_Audio:FLST	004FC06E::REFR	00525407:BabylonExcludeList:FLST																														
002B9089	LC034_CowSpotsCreamery_TooMuchNoise_Holotape	Too Much Noise	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	0044D472:Challenge_Holotapes_All_Audio:FLST	004FD275::REFR	00525407:BabylonExcludeList:FLST																														
002B9093	LC184_WestTek_K120F_Holotape	Subject K-120F Personal Recording	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	0044D472:Challenge_Holotapes_All_Audio:FLST	004FD279::REFR	00525407:BabylonExcludeList:FLST																														
002B908C	LC068_BlackBearLodge_Holotape	The Addington's Dangerous Game	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	0044D472:Challenge_Holotapes_All_Audio:FLST	004FD1D6::REFR	00525407:BabylonExcludeList:FLST																														
002B908F	POI219_ForwardStationDelta_Holotape	Bogged Down	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	0044D472:Challenge_Holotapes_All_Audio:FLST	004FC06F::REFR	00525407:BabylonExcludeList:FLST																														
002B908D	LC199_CrevasseDam_Holotape	Thanks Lenny	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	0044D472:Challenge_Holotapes_All_Audio:FLST	004FC071::REFR	00525407:BabylonExcludeList:FLST																														
002B9176	MTR_Welch_WiretapEvidence	Wiretap Evidence - Quentin Arlen	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																															
002B9177	MTR_Welch_HeraldInterview	Charleston Herald Interview - Juliana Wheatley	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																															
002B953A	SummersvilleMansions_LoreHolotape_B01	Kelly's Holotape	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	002B9544::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	0050C658::REFR	00525407:BabylonExcludeList:FLST																													
002B9539	SummersvilleMansions_LoreHolotape_A01	Old Nate's Farewell	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	002B9547::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	0050C657::REFR	00525407:BabylonExcludeList:FLST																													
002B953B	SummersvilleMansions_LoreHolotape_B02	Anya's Holotape	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	002B9541::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	0050C659::REFR	00525407:BabylonExcludeList:FLST																													
002B9538	SugarGrove_LoreHolotape_B04	Cryptid Sighting: Wendigo 10/25	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	002B953F::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	0050C65C::REFR	00525407:BabylonExcludeList:FLST																													
002B9537	SugarGrove_LoreHolotape_B03	Cryptid Sighting: Grafton Monster 9/27	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	002B953E::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	0050C65B::REFR	00525407:BabylonExcludeList:FLST																													
002B9534	SugarGrove_LoreHolotape_A01	Automated Call Recording	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	002B9540::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																														
002B9535	SugarGrove_LoreHolotape_B01	Cryptid Sighting: Snallygaster 10/4	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	002B953C::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	0050C65A::REFR	00525407:BabylonExcludeList:FLST																													
002B9C54	LC028_HappySupervisorHolotape	Trainyard Supervisor's Report	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																															
002B9C4C	BoSHolo08_MaxsonFinalMessage	Elder Maxson's Final Conversation	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	003CF5CB::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																														
002B9C48	BoSHolo04_AboutTheBoS	About the Brotherhood	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	003CF5D3::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																														
002B9C46	BoSHolo02_FirstContact	Radio Log: Aug 29 2077	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]	_CUT_DELETE_MUSRadio76TurntableIxxxxxx [SNDR:0044CB88]									1	003D4327:UnsellableObject:KYWD					3	0044D472:Challenge_Holotapes_All_Audio:FLST	0050FBF0::REFR	00525407:BabylonExcludeList:FLST																														
002B9C45	BoSHolo01_WarGames	War Games	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	0044D472:Challenge_Holotapes_All_Audio:FLST	0050FBEF::REFR	00525407:BabylonExcludeList:FLST																														
002B9C4D	BoSHolo09_GrantsFinalWords	Scribe Grant's Plea	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	003CF5CA::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																														
002B9C53	LC010_WiretapHolotape	The Beckley Informant	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																															
002B9C4B	BoSHolo07_OnNukes	The Nuclear Option	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	003CF5CC::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																														
002B9C51	BoSHolo_Tex2	Message to Marge 2	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	003CF5D8::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																														
002B9C47	BoSHolo03_BrotherhoodBegins	Formation of the Brotherhood of Steel	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	003CF5D4::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																														
002B9C4F	BoSHolo_GraftonDam	First Day of Command	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	003CF5CD::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																														
002B9C49	BoSHolo05_Huntersville	Battle of Huntersville Speech	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	003CF5D0::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																														
002B9C55	LC118_FinalClassHolotape	Graduation Ceremony	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	00432C38::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																														
002B9C4A	BoSHolo06_SpeechOnTech	Preservation of Technology	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	003CF5C6::REFR	003CF5D5::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																													
002B9C4E	BoSHolo_DeSilveRecon	De Silva's Recon Report	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	003CF5C4::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																														
002B9C50	BoSHolo_Tex1	Message to Marge 1	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	003CF5D7::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																														
002BA1ED	LC095_HistoryOfMorgantown_vol_3_Holotape	History of Morgantown: Vol. III	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	002BA21D::REFR	002BA25D::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																													
002BA1E9	LC095_StreetGangHolotape01	The Battle of Morgantown	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	002BA21F::REFR	002BA265::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																													
002BA1EC	LC095_ApartmentRenterHolotape02	Not My Morgantown	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	002BA254::REFR	0043CE98::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																													
002BA1F0	LC095_HistoryOfMorgantown_epilogue_Holotape	History of Morgantown: Author's Notes	Terminal	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	002BA23E::REFR	002BA25A::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																													
002BA1E7	LC095_HistoryOfMorgantown_vol_2_Holotape	History of Morgantown: Vol. II	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	002BA21B::REFR	002BA25C::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																													
002BA1E3	LC095_HRMeetingHolotape	HR Meeting Minutes	Terminal	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	002BA1DB:LC095_Fancy_Desk01:CONT	002BA260::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																													
002BA1EE	LC095_HistoryOfMorgantown_vol_4_Holotape	History of Morgantown: Vol. IV	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	002BA25E::REFR	002BA270::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																													
002BA1E2	LC095_ApartmentRenterHolotape01	Feeling Good, Looking Good	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	002BA252::REFR	002BA253::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																													
002BA1DD	LC095_BookstoreOwnerHolotape	In Memory of Books	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	002BA1DA:LC095_Bookstore_LootPrewar_Safe_Wall01:CONT	002BA258::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																													
002BA1E5	POI238_FreakShowOwnerHolotape	Welcome to the Freak Show	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	002BA26A::REFR	002BA26B::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																													
002BA1E6	LC095_HistoryOfMorgantown_vol_1_Holotape	History of Morgantown: Vol. I	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	002BA23C::REFR	002BA25B::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																													
002BA1DF	LC096_WyattJohnsonHolotape	Psych Eval: Wyatt Johnson	Terminal	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	002BA1F5:LC096_Quarantine_Loot_Raider_Safe:CONT	002BA269::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																													
002BA1F2	LC095_RoofGangHolotape01	Dumb Street Kids	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	002BA221::REFR	002BA262::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																													
002BA1E4	LC096_OliviaPHendersonHolotape	Psych Eval: Olivia P. Henderson	Terminal	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	002BA215::REFR	002BA267::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																													
002BA1E8	LC095_VictorHolotape	Stuck	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	002BA23D::REFR	002BA266::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																													
002BA1F4	LC095_MonorailStaffHolotape	Monorail Maintenance Log #30045	Terminal	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	002BA222::REFR	002BA261::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																													
002BA2DD	LC024_AutomationVoteAd_Holotape	Voting Advertisement	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	0044D472:Challenge_Holotapes_All_Audio:FLST	0050EF52::REFR	00525407:BabylonExcludeList:FLST	00550543::REFR																													
002BA2E4	CUT_LC091_MonPowerTransmission_Holotape	Transmission Recording	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					1	00525407:BabylonExcludeList:FLST																																
002BA2E1	LC024_XmasPlans_Holotape	Christmas Plans	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	0044D472:Challenge_Holotapes_All_Audio:FLST	0050EF50::REFR	00525407:BabylonExcludeList:FLST	00550536::REFR																													
002BA2DE	LC023_FireBreathersCourse_Holotape	Course Instructions	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	002BA315::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																														
002BA2E8	LC167_ArktosResearchPostwar_Holotape	Test Log 3-12-78-A14	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	002BA31E::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																														
002BA2E3	LC052_GraftonSteelRepairs_Holotape	Repair Plan	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	002BA31A::REFR	004334A1::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																													
002BA2E6	LC167_ArktosResearchPrewar_Holotape	Test Log 9-23-77-A10	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	002BA320::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																														
002BA2DF	LC023_HeraldInterview_Holotape	Speaker Poole Interview	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	002BA319::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																														
002BA2E0	LC024_RoseInterrogation_Holotape	Interrogation: Doe, Jane	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	0044D472:Challenge_Holotapes_All_Audio:FLST	0050EF51::REFR	00525407:BabylonExcludeList:FLST	0054BB59::REFR																													
003D376B	Holotape_Location_Sutton	Live-fire Training Exercise	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	0044D472:Challenge_Holotapes_All_Audio:FLST	004FC178::REFR	00525407:BabylonExcludeList:FLST																														
003D376E	Holotape_Location_CharlestonFireDept	Out of Time	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	0044D472:Challenge_Holotapes_All_Audio:FLST	004FC4E5::REFR	00525407:BabylonExcludeList:FLST																														
003D376D	Holotape_AVRMedical	Field Report: AVR Medical	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	0044D472:Challenge_Holotapes_All_Audio:FLST	004FD1D5::REFR	00525407:BabylonExcludeList:FLST																														
003D376A	Holotape_Location_Summersville2	The Big Day	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	00431819::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																														
003D376C	Holotape_Location_MamaDolces	Field Report: Mama Dolce's Food Processing	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	0044D472:Challenge_Holotapes_All_Audio:FLST	004FCBD1::REFR	00525407:BabylonExcludeList:FLST																														
003D3A22	FS_Ella_MireHolotape	Ella's Log: The Mire	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]	ITMHolotapeUp [SNDR:000BBFA8]	ITMHolotapeDown [SNDR:000BBFA9]								1	003D4327:UnsellableObject:KYWD					3	00434164::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																														
003D3A1B	FS_Abbie_FamilyDeathHolotape	Everyone Is Gone	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]	ITMHolotapeUp [SNDR:000BBFA8]	ITMHolotapeDown [SNDR:000BBFA9]								1	003D4327:UnsellableObject:KYWD					3	00434160::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																														
003D3A2D	LC127_WilmaHolotape	Movie Pitch #5	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]	ITMHolotapeUp [SNDR:000BBFA8]	ITMHolotapeDown [SNDR:000BBFA9]								1	003D4327:UnsellableObject:KYWD					3	0042FFB3:LC127_RedRocket_WilmaHolotapeRef:REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																														
003D3A2B	LC039_RileyHolotape	Dear Riley	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]	ITMHolotapeUp [SNDR:000BBFA8]	ITMHolotapeDown [SNDR:000BBFA9]								1	003D4327:UnsellableObject:KYWD					3	00432C34::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																														
003D3A25	FS_Raleigh_IdeaHolotape	Harpers Ferry Proposal	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]	ITMHolotapeUp [SNDR:000BBFA8]	ITMHolotapeDown [SNDR:000BBFA9]								1	003D4327:UnsellableObject:KYWD					3	00434168::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																														
003D3A23	FS_Niraj_ConfessionHolotape	Niraj's Confession	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]	ITMHolotapeUp [SNDR:000BBFA8]	ITMHolotapeDown [SNDR:000BBFA9]								1	003D4327:UnsellableObject:KYWD					5	00434165::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST	007F192B:Burn_SQ04_QuestReward4:GMRW	007F192C:Burn_SQ04_QuestReward3:GMRW																												
003D3A21	FS_Ella_HarpersHolotape	Ella's Log: Harpers Ferry	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]	ITMHolotapeUp [SNDR:000BBFA8]	ITMHolotapeDown [SNDR:000BBFA9]								1	003D4327:UnsellableObject:KYWD					3	004333C2::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																														
003D3A1F	FS_Eddie_HarpersHolotape	Restoring Order	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]	ITMHolotapeUp [SNDR:000BBFA8]	ITMHolotapeDown [SNDR:000BBFA9]								1	003D4327:UnsellableObject:KYWD					3	004333C3::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																														
003D3A1D	FS_Abbie_SDSHolotape01	Discarded Introduction Recording	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]	ITMHolotapeUp [SNDR:000BBFA8]	ITMHolotapeDown [SNDR:000BBFA9]								1	003D4327:UnsellableObject:KYWD					3	00434161::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																														
003D3A24	FS_Raleigh_ArmoryHolotape	Protecting Our Own	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]	ITMHolotapeUp [SNDR:000BBFA8]	ITMHolotapeDown [SNDR:000BBFA9]								1	003D4327:UnsellableObject:KYWD					3	004333C4::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																														
003D3A28	LC019_SarahHolotape	Thoughts of the Day	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]	ITMHolotapeUp [SNDR:000BBFA8]	ITMHolotapeDown [SNDR:000BBFA9]								1	003D4327:UnsellableObject:KYWD					3	004333C7::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																														
003D3A26	FS_Raleigh_SamHolotape	Family and So-Called Friends	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]	ITMHolotapeUp [SNDR:000BBFA8]	ITMHolotapeDown [SNDR:000BBFA9]								1	003D4327:UnsellableObject:KYWD					3	00434169::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																														
