WEAP_FormID	WEAP_EDID	WEAP_FULL	WEAP_Model	XALG_Flags	EILV_Level	ETYP_EquipType	PTRN_PreviewTransform	IBSD_BreakSound	KeywordCount	Keywords	APPR_SlotCount	APPR_Slots
00621357	crPRCGhoulMissile_MissileLauncher_DailyOps	Missile Launcher			20	BothHands [EQUP:00013F45]	xTranLauncher [TRNS:0010A2C5]	UIBreakWeapon [SNDR:004ED233]	20	s_IronSightsRifle [KYWD:0003ADB4]|WeaponTypeHeavyGun "Big Gun" [KYWD:0004A0A3]|WeaponTypeExplosive "Explosive" [KYWD:0004C922]|AnimsMissileLauncher [KYWD:000A1B8A]|s_40_LauncherMissile [KYWD:000A4CF3]|AnimsGripShoulderFired [KYWD:000AA937]|VATSCamMissileLauncherCams [KYWD:000D8F98]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyGun [KYWD:0010C485]|ma_MissileLauncher [KYWD:00188A0C]|VATSWeaponLargeProjectile [KYWD:001A7B79]|ma_CanHaveNullMuzzle [KYWD:001C9E78]|BigStagger [KYWD:001D604C]|NoRicochet [KYWD:002049E5]|WeaponTypeMissileLauncher [KYWD:0022575B]|WeaponTypeRanged [KYWD:0033A7C8]|ma_Gun_Appearance [KYWD:0037D0B2]|PhotomodeGripShoulder [KYWD:003C94C1]|UI_WeaponTypeMissileLauncher [KYWD:003CFD7A]|IsSingleShotWeapon [KYWD:00609D94]	16	ap_gun_Scope [KYWD:00022499]|ap_gun_Barrel [KYWD:0002249D]|ap_gun_Grip [KYWD:0002249F]|ap_gun_Appearance "Default Appearance" [KYWD:00114364]|ap_gun_BarrelHandle [KYWD:00170370]|ap_gun_BarrelPivot [KYWD:00170371]|ap_gun_Missile "Magazine" [KYWD:0017037C]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_gun_MagPivot [KYWD:001EE90C]|ap_gun_HandleMove [KYWD:001EE90D]|ap_gun_TriMagMove [KYWD:001EE92C]|ap_customName "Unique Effect" [KYWD:0047A264]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]
006216BF	crPRCGhoulRanged_HandMadeGun_DailyOps	Handmade Rifle			15	BothHands [EQUP:00013F45]	xTranAssaultRifle [TRNS:00248AB5]	UIBreakWeapon [SNDR:004ED233]	13	s_IronSightsRifle [KYWD:0003ADB4]|WeaponTypeRifle "Rifle" [KYWD:0004A0A1]|WeaponTypeBallistic "Ballistic" [KYWD:00092A86]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyGun [KYWD:0010C485]|AnimsHandmadeAssaultRifle [KYWD:00112D5C]|s_40_DLC04_RifleHandmadeAssault [KYWD:001135DC]|DLC04_ma_HandmadeAssaultRifle [KYWD:00113855]|ma_CanHaveNullMuzzle [KYWD:001C9E78]|WeaponTypeAssaultRifle [KYWD:00226455]|WeaponTypeRanged [KYWD:0033A7C8]|ma_Gun_Appearance [KYWD:0037D0B2]|UI_WeaponTypeAssaultRifle [KYWD:003CFD69]	8	ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_gun_Appearance "Default Appearance" [KYWD:00114364]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]|ap_gun_model "Style" [KYWD:005867A7]
00629781	crWorkshopTurretEnclaveMiniGunRight	Turret Machine Gun				RightHand [EQUP:00013F42]	xTranRifle [TRNS:00031C14]		5	AnimsGripRifleAssault [KYWD:0001F947]|WeaponTypeAutomatic [KYWD:0004A0A2]|s_40_TurretLowTech [KYWD:000CABA1]|QuickkeyGun [KYWD:0010C485]|WeaponTypeRanged [KYWD:0033A7C8]	0	
00629780	crWorkshopTurretEnclaveMinigunLeft	Turret Machine Gun				LeftHand [EQUP:00013F43]	xTranRifle [TRNS:00031C14]		5	AnimsGripRifleAssault [KYWD:0001F947]|WeaponTypeAutomatic [KYWD:0004A0A2]|s_40_TurretLowTech [KYWD:000CABA1]|QuickkeyGun [KYWD:0010C485]|WeaponTypeRanged [KYWD:0033A7C8]	0	
0062E218	crWorkshopTurretEnclaveShotgunRight	Turret Shotgun				RightHand [EQUP:00013F42]	xTranRifleBig [TRNS:00031C16]		8	s_IronSightsRifle [KYWD:0003ADB4]|AnimsGripRifleStraight [KYWD:000464EF]|WeaponTypeBallistic "Ballistic" [KYWD:00092A86]|s_40_ShotgunCombat [KYWD:000B7E8D]|AnimsCombatShotgun [KYWD:000B9560]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyGun [KYWD:0010C485]|WeaponTypeShotgun "Shotgun" [KYWD:00226454]	0	
0062E21A	crWorkshopTurretEnclaveMissileLauncherRight	Turret Missile Launcher				RightHand [EQUP:00013F42]	xTranLauncher [TRNS:0010A2C5]		13	s_IronSightsRifle [KYWD:0003ADB4]|WeaponTypeHeavyGun "Big Gun" [KYWD:0004A0A3]|AnimsMissileLauncher [KYWD:000A1B8A]|s_40_LauncherMissile [KYWD:000A4CF3]|AnimsGripShoulderFired [KYWD:000AA937]|VATSCamMissileLauncherCams [KYWD:000D8F98]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyGun [KYWD:0010C485]|ma_MissileLauncher [KYWD:00188A0C]|ma_CanHaveNullMuzzle [KYWD:001C9E78]|NoRicochet [KYWD:002049E5]|WeaponTypeMissileLauncher [KYWD:0022575B]|WeaponTypeRanged [KYWD:0033A7C8]	0	
0062E219	crWorkshopTurretEnclaveShotgunLeft	Turret Shotgun				LeftHand [EQUP:00013F43]	xTranRifleBig [TRNS:00031C16]		8	s_IronSightsRifle [KYWD:0003ADB4]|AnimsGripRifleStraight [KYWD:000464EF]|WeaponTypeBallistic "Ballistic" [KYWD:00092A86]|s_40_ShotgunCombat [KYWD:000B7E8D]|AnimsCombatShotgun [KYWD:000B9560]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyGun [KYWD:0010C485]|WeaponTypeShotgun "Shotgun" [KYWD:00226454]	0	
0062E217	crWorkshopTurretEnclaveLaserLeft	Turret Laser Gun				LeftHand [EQUP:00013F43]	xTranRifle [TRNS:00031C14]		7	WeaponTypeAutomatic [KYWD:0004A0A2]|WeaponTypeLaser [KYWD:00092A84]|AnimsLaserGripRifle [KYWD:00099830]|QuickkeyGun [KYWD:0010C485]|s_40_TurretHighTechLaser [KYWD:0011686D]|WeaponTypeRanged [KYWD:0033A7C8]|WeaponTypeEnergy "Energy" [KYWD:0033A7C9]	0	
0062E21B	crWorkshopTurretEnclaveMissileLauncherLeft	Turret Missile Launcher				LeftHand [EQUP:00013F43]	xTranLauncher [TRNS:0010A2C5]		13	s_IronSightsRifle [KYWD:0003ADB4]|WeaponTypeHeavyGun "Big Gun" [KYWD:0004A0A3]|AnimsMissileLauncher [KYWD:000A1B8A]|s_40_LauncherMissile [KYWD:000A4CF3]|AnimsGripShoulderFired [KYWD:000AA937]|VATSCamMissileLauncherCams [KYWD:000D8F98]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyGun [KYWD:0010C485]|ma_MissileLauncher [KYWD:00188A0C]|ma_CanHaveNullMuzzle [KYWD:001C9E78]|NoRicochet [KYWD:002049E5]|WeaponTypeMissileLauncher [KYWD:0022575B]|WeaponTypeRanged [KYWD:0033A7C8]	0	
0062E216	crWorkshopTurretEnclaveLaserRight	Turret Laser Gun				RightHand [EQUP:00013F42]	xTranRifle [TRNS:00031C14]		7	WeaponTypeAutomatic [KYWD:0004A0A2]|WeaponTypeLaser [KYWD:00092A84]|AnimsLaserGripRifle [KYWD:00099830]|QuickkeyGun [KYWD:0010C485]|s_40_TurretHighTechLaser [KYWD:0011686D]|WeaponTypeRanged [KYWD:0033A7C8]|WeaponTypeEnergy "Energy" [KYWD:0033A7C9]	0	
006353D0	SCORE_S7_GammaGun_Xerxos	Xerxo's Gamma Ray Gun		000000001	15	RightHand [EQUP:00013F42]	Pistol00 [TRNS:00071DDD]	UIBreakWeapon [SNDR:004ED233]	16	AnimsGripPistol [KYWD:0001F948]|s_IronSightsPistol [KYWD:0003ADB3]|WeaponTypePistol "Pistol" [KYWD:0004A0A0]|AnimsGammaGun [KYWD:000DDB7D]|s_40_PistolGamma [KYWD:000E0F40]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyGun [KYWD:0010C485]|ma_GammaGun [KYWD:001889D4]|VATSWeaponLargeProjectile [KYWD:001A7B79]|ma_CanHaveNullMuzzle [KYWD:001C9E78]|WeaponTypeGammaGun [KYWD:00225762]|WeaponTypeRanged [KYWD:0033A7C8]|WeaponTypeEnergy "Energy" [KYWD:0033A7C9]|UI_WeaponTypeGammaGun [KYWD:003CFD72]|NonPlayerTradable [KYWD:00499F7A]|isSCORE_S7_GammaGun_XerxosGammaGun [KYWD:0063539A]	8	ap_gun_Barrel [KYWD:0002249D]|ap_gun_Grip [KYWD:0002249F]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]|ap_Legendary_Crafting "Extract Legendary Mods" [KYWD:006214D8]
006361A2	AutoAxe	Auto Axe			20	BothHands [EQUP:00013F45]	xTranAutoAxe [TRNS:0064E4F6]	UIBreakWeapon [SNDR:004ED233]	16	WeaponTypeMelee2H "2-Hand Melee" [KYWD:0004A0A5]|ObjectTypeWeapon [KYWD:000F4AEA]|ma_CanHaveNullMuzzle [KYWD:001C9E78]|WeaponTypeMeleeGeneral [KYWD:0033AB12]|PhotomodeGripHeavy [KYWD:003C94BF]|UI_WeaponTypeChainsaw_76 [KYWD:003D0E84]|UnsellableObject [KYWD:003D4327]|NonPlayerTradable [KYWD:00499F7A]|ma_Melee_Appearance [KYWD:005117B1]|s_40_AutoAxe [KYWD:00561DD7]|ma_AutoAxe [KYWD:00571D98]|AnimsAutoAxe [KYWD:00590286]|ma_legendarycrafting_weaponmelee "MELEE WEAPONS" [KYWD:0060D1A6]|WeaponTypeAutoAxe [KYWD:006648FD]|WeaponTypeAutomaticMelee "Power Tool" [KYWD:006D5081]|ma_legendarycrafting_weapon "WEAPONS" [KYWD:00787E6E]	12	ap_gun_Scope [KYWD:00022499]|ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]|ap_gun_Appearance "Default Appearance" [KYWD:00114364]|ap_melee_Appearance "Default Appearance" [KYWD:001A001E]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_customName "Unique Effect" [KYWD:0047A264]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]|ap_Item_Description [KYWD:00521926]|ap_Legendary_Crafting "Extract Legendary Mods" [KYWD:006214D8]
0063CC26	crUnarmedTrogMelee	Unarmed Trog				BothHandsOptional [EQUP:0004334C]			2	AnimsUnarmed [KYWD:0002405E]|WeaponTypeUnarmed "Fist" [KYWD:0005240E]	0	
0063CC27	crTrogSpitAttack	Trog Vomit Attack				AltAttackSlot1 [EQUP:00136255]	xTranPistol [TRNS:00031C13]		4	QuickkeyGun [KYWD:0010C485]|crWeaponRanged [KYWD:00189348]|NoRicochet [KYWD:002049E5]|WeaponTypeRanged [KYWD:0033A7C8]	0	
0063D68A	XPD_ObjMod_CarryAndThrow_Object_Template	Carry Object Template				GrenadeSlot [EQUP:00046AAC]	xTrangrenade [TRNS:0012EF94]		5	WeaponTypeGrenade [KYWD:0010C415]|UnscrappableObject [KYWD:001CC46A]|UI_WeaponTypeThrown [KYWD:003CFD86]|UnsellableObject [KYWD:003D4327]|NonPlayerTradable [KYWD:00499F7A]	0	
0063DAAA	XPD_Pitt01_ObjMod_CarryAndThrow_Object	Coolant Canister				GrenadeSlot [EQUP:00046AAC]	xTrangrenade [TRNS:0012EF94]		5	WeaponTypeGrenade [KYWD:0010C415]|UnscrappableObject [KYWD:001CC46A]|UI_WeaponTypeThrown [KYWD:003CFD86]|UnsellableObject [KYWD:003D4327]|NonPlayerTradable [KYWD:00499F7A]	0	
0062EEED	E07B_Invaders_MissileStrikeWeapon	Orbital Strike				BothHands [EQUP:00013F45]	xTranMiniGun [TRNS:000390B1]		13	s_IronSightsRifle [KYWD:0003ADB4]|VATSWeaponLongBurst [KYWD:0004742D]|WeaponTypeHeavyGun "Big Gun" [KYWD:0004A0A3]|WeaponTypeThrown "Throwing" [KYWD:0004A0A6]|DogmeatNoVisualsOnRetrieve [KYWD:0007820B]|WeaponTypeBallistic "Ballistic" [KYWD:00092A86]|ObjectTypeWeapon [KYWD:000F4AEA]|s_40_Broadsider [KYWD:000F583C]|AnimsBroadsider [KYWD:000FB198]|QuickkeyGun [KYWD:0010C485]|ma_Broadsider [KYWD:0018897E]|WeaponTypeRanged [KYWD:0033A7C8]|UI_WeaponTypeThrown [KYWD:003CFD86]	8	ap_gun_Scope [KYWD:00022499]|ap_gun_Barrel [KYWD:0002249D]|ap_gun_Grip [KYWD:0002249F]|ap_gun_Mag "Magazine" [KYWD:0005D4D7]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]
0062FE8E	AlienRifle	Alien Disintegrator			20	BothHands [EQUP:00013F45]	xTranRifleBig [TRNS:00031C16]	UIBreakWeapon [SNDR:004ED233]	16	s_IronSightsRifle [KYWD:0003ADB4]|AnimsGripRifleStraight [KYWD:000464EF]|WeaponTypeRifle "Rifle" [KYWD:0004A0A1]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyGun [KYWD:0010C485]|ma_CanHaveNullMuzzle [KYWD:001C9E78]|WeaponTypeRanged [KYWD:0033A7C8]|WeaponTypeEnergy "Energy" [KYWD:0033A7C9]|ma_Gun_Appearance [KYWD:0037D0B2]|UI_WeaponTypeRifle [KYWD:003CFD8B]|ma_legendarycrafting_weaponranged "RANGED WEAPONS" [KYWD:005FF5F5]|ma_AlienRifle [KYWD:0062FE87]|WeaponTypeAlienRifle [KYWD:0062FE88]|AnimsAlienRifle [KYWD:0063E33B]|s_40_RifleAlienDisintegrator [KYWD:00641A73]|ma_legendarycrafting_weapon "WEAPONS" [KYWD:00787E6E]	8	ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_gun_Appearance "Default Appearance" [KYWD:00114364]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]|ap_Legendary_Crafting "Extract Legendary Mods" [KYWD:006214D8]
00630C7D	ElectroEnforcer	Electro Enforcer			20	RightHand [EQUP:00013F42]	xTranMelee [TRNS:00020D51]	UIBreakWeapon [SNDR:004ED233]	12	WeaponTypeMelee2H "2-Hand Melee" [KYWD:0004A0A5]|Anims2hmWideWeapon [KYWD:000EB4A2]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyMelee [KYWD:0010C89B]|WeaponTypeMeleeGeneral [KYWD:0033AB12]|WeaponTypeHammer [KYWD:0033AB13]|WeaponTypeBlunt "Blunt" [KYWD:0033AB24]|UI_WeaponTypemelee2HBlunt [KYWD:003D0E7F]|ma_Melee_Appearance [KYWD:005117B1]|ma_legendarycrafting_weaponmelee "MELEE WEAPONS" [KYWD:0060D1A6]|ma_ElectroEnforcer [KYWD:00630C75]|ma_legendarycrafting_weapon "WEAPONS" [KYWD:00787E6E]	8	ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]|ap_melee_Appearance "Default Appearance" [KYWD:001A001E]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Weapon_Model_Replacement "Customization" [KYWD:0032CD06]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]
00632ECB	crAlienDrone	EyeBot Laser				LeftHand [EQUP:00013F43]	xTranPistol [TRNS:00031C13]		5	WeaponTypeLaser [KYWD:00092A84]|s_40_EyebotLaser [KYWD:000C8622]|QuickkeyGun [KYWD:0010C485]|crWeaponRanged [KYWD:00189348]|WeaponTypeRanged [KYWD:0033A7C8]	0	
00635A6B	crWeapZetanDrone	Zetan Drone Laser				RightHand [EQUP:00013F42]	xTranPistol [TRNS:00031C13]		3	WeaponTypeLaser [KYWD:00092A84]|s_40_EyebotLaser [KYWD:000C8622]|WeaponTypeRanged [KYWD:0033A7C8]	0	
00636651	crWeapZetanDroneHeadBeam	Zetan Drone Head Beam				LeftHand [EQUP:00013F43]	xTranRifle [TRNS:00031C14]		2	WeaponTypeRanged [KYWD:0033A7C8]|WeaponTypeEnergy "Energy" [KYWD:0033A7C9]	0	
0063D30C	crAlienRifle	Alien Disintegrator			20	BothHands [EQUP:00013F45]	xTranRifleBig [TRNS:00031C16]	UIBreakWeapon [SNDR:004ED233]	7	AnimsGripPistol [KYWD:0001F948]|s_IronSightsRifle [KYWD:0003ADB4]|AnimsFP10mm [KYWD:0004C7EA]|ma_CanHaveNullMuzzle [KYWD:001C9E78]|ma_Gun_Appearance [KYWD:0037D0B2]|ma_AlienRifle [KYWD:0062FE87]|s_40_RifleAlienDisintegrator [KYWD:00641A73]	2	ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_gun_Appearance "Default Appearance" [KYWD:00114364]
0063D310	crAlienBlaster	Alien Blaster			20	RightHand [EQUP:00013F42]	Pistol00 [TRNS:00071DDD]	UIBreakWeapon [SNDR:004ED233]	15	AnimsGripPistol [KYWD:0001F948]|s_IronSightsPistol [KYWD:0003ADB3]|WeaponTypePistol "Pistol" [KYWD:0004A0A0]|ObjectTypeWeapon [KYWD:000F4AEA]|AnimsAlienBlaster [KYWD:000FF996]|s_40_PistolAlienBlaster [KYWD:0010A2BE]|QuickkeyGun [KYWD:0010C485]|QuickkeyMelee [KYWD:0010C89B]|WeaponTypeAlienBlaster [KYWD:0016968B]|ma_AlienBlaster [KYWD:001888E0]|VATSWeaponLargeProjectile [KYWD:001A7B79]|WeaponTypeRanged [KYWD:0033A7C8]|WeaponTypeEnergy "Energy" [KYWD:0033A7C9]|ma_Gun_Appearance [KYWD:0037D0B2]|UI_WeaponTypeAlienBlaster [KYWD:003CFD67]	5	ap_gun_Scope [KYWD:00022499]|ap_gun_Barrel [KYWD:0002249D]|ap_gun_Grip [KYWD:0002249F]|ap_gun_Mag "Magazine" [KYWD:0005D4D7]|ap_gun_Appearance "Default Appearance" [KYWD:00114364]
0063D30D	crUnarmedPowerArmor	Unarmed Power Armor				BothHands [EQUP:00013F45]			3	AnimsUnarmed [KYWD:0002405E]|WeaponTypeUnarmed "Fist" [KYWD:0005240E]|CanUnarmedBlockKeyword [KYWD:00230326]	0	
0063D30E	crElectroEnforcer	Electro Enforcer			20	RightHand [EQUP:00013F42]	xTranMelee [TRNS:00020D51]	UIBreakWeapon [SNDR:004ED233]	9	WeaponTypeMelee2H "2-Hand Melee" [KYWD:0004A0A5]|Anims2hmWideWeapon [KYWD:000EB4A2]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyMelee [KYWD:0010C89B]|WeaponTypeMeleeGeneral [KYWD:0033AB12]|WeaponTypeHammer [KYWD:0033AB13]|WeaponTypeBlunt "Blunt" [KYWD:0033AB24]|UI_WeaponTypemelee2HBlunt [KYWD:003D0E7F]|ma_ElectroEnforcer [KYWD:00630C75]	2	ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]|ap_Weapon_Model_Replacement "Customization" [KYWD:0032CD06]
0063EB6F	crAlienBlaster_Cryo	Cryo Alien Blaster			20	RightHand [EQUP:00013F42]	Pistol00 [TRNS:00071DDD]	UIBreakWeapon [SNDR:004ED233]	15	AnimsGripPistol [KYWD:0001F948]|s_IronSightsPistol [KYWD:0003ADB3]|WeaponTypePistol "Pistol" [KYWD:0004A0A0]|ObjectTypeWeapon [KYWD:000F4AEA]|AnimsAlienBlaster [KYWD:000FF996]|s_40_PistolAlienBlaster [KYWD:0010A2BE]|QuickkeyGun [KYWD:0010C485]|QuickkeyMelee [KYWD:0010C89B]|WeaponTypeAlienBlaster [KYWD:0016968B]|ma_AlienBlaster [KYWD:001888E0]|VATSWeaponLargeProjectile [KYWD:001A7B79]|WeaponTypeRanged [KYWD:0033A7C8]|WeaponTypeEnergy "Energy" [KYWD:0033A7C9]|ma_Gun_Appearance [KYWD:0037D0B2]|UI_WeaponTypeAlienBlaster [KYWD:003CFD67]	6	ap_gun_Scope [KYWD:00022499]|ap_gun_Barrel [KYWD:0002249D]|ap_gun_Grip [KYWD:0002249F]|ap_gun_Mag "Magazine" [KYWD:0005D4D7]|ap_gun_Appearance "Default Appearance" [KYWD:00114364]|ap_customName "Unique Effect" [KYWD:0047A264]
0063EB70	crAlienBlaster_Poison	Poison Alien Blaster			20	RightHand [EQUP:00013F42]	Pistol00 [TRNS:00071DDD]	UIBreakWeapon [SNDR:004ED233]	15	AnimsGripPistol [KYWD:0001F948]|s_IronSightsPistol [KYWD:0003ADB3]|WeaponTypePistol "Pistol" [KYWD:0004A0A0]|ObjectTypeWeapon [KYWD:000F4AEA]|AnimsAlienBlaster [KYWD:000FF996]|s_40_PistolAlienBlaster [KYWD:0010A2BE]|QuickkeyGun [KYWD:0010C485]|QuickkeyMelee [KYWD:0010C89B]|WeaponTypeAlienBlaster [KYWD:0016968B]|ma_AlienBlaster [KYWD:001888E0]|VATSWeaponLargeProjectile [KYWD:001A7B79]|WeaponTypeRanged [KYWD:0033A7C8]|WeaponTypeEnergy "Energy" [KYWD:0033A7C9]|ma_Gun_Appearance [KYWD:0037D0B2]|UI_WeaponTypeAlienBlaster [KYWD:003CFD67]	5	ap_gun_Scope [KYWD:00022499]|ap_gun_Barrel [KYWD:0002249D]|ap_gun_Grip [KYWD:0002249F]|ap_gun_Mag "Magazine" [KYWD:0005D4D7]|ap_gun_Appearance "Default Appearance" [KYWD:00114364]
0063EE3E	crWeapZetanDrone_GammaGun	Zetan Elite Drone Gamma Gun				RightHand [EQUP:00013F42]	xTranPistol [TRNS:00031C13]		2	WeaponTypeLaser [KYWD:00092A84]|WeaponTypeRanged [KYWD:0033A7C8]	0	
0063EE3F	crWeapZetanDrone_Suicider	Zetan Detonator Laser				RightHand [EQUP:00013F42]	xTranPistol [TRNS:00031C13]		3	WeaponTypeLaser [KYWD:00092A84]|s_40_EyebotLaser [KYWD:000C8622]|WeaponTypeRanged [KYWD:0033A7C8]	0	
0063F054	cr_alienprobe	The Invader		000000001	1	RightHand [EQUP:00013F42]	xTranMeleeSmall [TRNS:0010A2C4]	UIBreakWeapon [SNDR:004ED233]	10	Anims1hmWeapon [KYWD:00023465]|WeaponTypeMelee1H "1-Hand Melee" [KYWD:0004A0A4]|AnimsStabWeapon [KYWD:000CF6B7]|Anims1hmShortWeapon [KYWD:000D20A6]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyMelee [KYWD:0010C89B]|WeaponTypeMeleeGeneral [KYWD:0033AB12]|WeaponTypeBladed "Sharp" [KYWD:0033AB19]|WeaponTypeKnives [KYWD:0033AB1C]|UI_WeaponTypemelee1HBlade [KYWD:003D0E7D]	2	ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]|ap_Weapon_Model_Replacement "Customization" [KYWD:0032CD06]
0063FAF1	crWeapEyebot_Suicider	EyeBot Suicider Laser				RightHand [EQUP:00013F42]	xTranPistol [TRNS:00031C13]		5	WeaponTypeLaser [KYWD:00092A84]|s_40_EyebotLaser [KYWD:000C8622]|QuickkeyGun [KYWD:0010C485]|crWeaponRanged [KYWD:00189348]|WeaponTypeRanged [KYWD:0033A7C8]	0	
00640193	crBaseballBat_Spiked	Baseball Bat			1	RightHand [EQUP:00013F42]	xTranMelee [TRNS:00020D51]	UIBreakWeapon [SNDR:004ED233]	12	WeaponTypeMelee2H "2-Hand Melee" [KYWD:0004A0A5]|Anims2hmWeapon [KYWD:000A7C45]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyMelee [KYWD:0010C89B]|ma_BaseballBat [KYWD:00184A2D]|ma_CanHaveNullMeleeMod [KYWD:001C9E79]|WeaponTypeMeleeGeneral [KYWD:0033AB12]|WeaponTypeWeird [KYWD:0033AB1A]|WeaponTypeArchaic "Archaic" [KYWD:0033AB23]|WeaponTypeBlunt "Blunt" [KYWD:0033AB24]|UI_WeaponTypemelee2HBlunt [KYWD:003D0E7F]|ObjectTypeSports [KYWD:0044D498]	10	ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]|ap_melee_MeleeLogo [KYWD:0006171D]|ap_melee_Appearance "Default Appearance" [KYWD:001A001E]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Weapon_Model_Replacement "Customization" [KYWD:0032CD06]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]|ap_Legendary_Crafting "Extract Legendary Mods" [KYWD:006214D8]
