LSCR_FormID	LSCR_EDID	DESC_Description	ConditionCount	Conditions	BNAM_BackgroundImage	NNAM_LoadingScreenNIF	TNAM_Transform	ONAM_Rotation	ZNAM_Zoom	MOD2_CameraPath	PNAM_Unknown	LSST_LoadingScreenText	RefBy_QUST_FormIDs	RefBy_QUST_EDIDs
003AA4A4	Weapon_Syringer	An exotic weapon, the Syringer is used to deliver a variety of ingenious and cruel chemicals to an opponent.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_KanawhaCounty.DDS	LS_SurvivalFoodStash01 [SCOL:0029BF82]	LSSurvivalFoodStash [TRNS:0029BF84]				00			
003AA61A	Weapon_Type_Pistol	Pistols are typically smaller than rifles and fire faster, but generally do less damage. They include the 10mm, Pipe Pistol, and Black Powder Pistol.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_MorningFog.DDS	LS_SurvivalFoodStash01 [SCOL:0029BF82]	LSSurvivalFoodStash [TRNS:0029BF84]				00			
003AA517	Weapon_10mm	Easily modified, reliable, and packing decent stopping power, the 10mm Pistol is one of the most trusted sidearms in the Wasteland for a reason. 	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_RedRocket.DDS	LS_SurvivalFoodStash01 [SCOL:0029BF82]	LSSurvivalFoodStash [TRNS:0029BF84]				00			
003AA7EE	Weapon_Type_Plasma	Plasma weapons, like the Plasma Rifle and Plasma Pistol, deal energy damage. They can melt enemies, leaving behind a pile of "goo."	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_Route89.DDS	LS_SurvivalFoodStash01 [SCOL:0029BF82]	LSSurvivalFoodStash [TRNS:0029BF84]				00			
003AA533	Weapon_Flamer	The Flamer deals sustained energy damage in a wide area directly in front of it.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_Road2.DDS	LS_SurvivalFoodStash01 [SCOL:0029BF82]	LSSurvivalFoodStash [TRNS:0029BF84]				00			
003AA675	Weapon_Type_Rifle	Rifles are generally long, of average size, and require two hands to fire. They include the Assault Rifle, Combat Rifle, Hunting Rifle, Laser Rifle, and Submachine Gun.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_Skyline.DDS	LS_SurvivalFoodStash01 [SCOL:0029BF82]	LSSurvivalFoodStash [TRNS:0029BF84]				00			
003AA546	Weapon_SuperSledge	What's more deadly than being hit by a sledgehammer? Being hit by a sledgehammer that has a rocket strapped to it. Behold the design philosophy of the Super Sledge.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_Plane.DDS	LS_SurvivalFoodStash01 [SCOL:0029BF82]	LSSurvivalFoodStash [TRNS:0029BF84]				00			
003AA23B	Magazine_LiveAndLove	Finding an issue of Live and Love will temporarily give you a unique bonus, like increased Health or damage dealt when you're on a team.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_MorningFog.DDS	LS_SurvivalFoodStash01 [SCOL:0029BF82]	LSSurvivalFoodStash [TRNS:0029BF84]				00			
003AA5F3	Weapon_GammaGun	The Gamma Gun deals Radiation damage, and as such is mainly effective against human opponents.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_CloudyFoggyWoods.DDS	LS_SurvivalFoodStash01 [SCOL:0029BF82]	LSSurvivalFoodStash [TRNS:0029BF84]				00			
003AA2A3	Magazine_AstonishinglyAwesome	Finding an issue of Astonishingly Awesome Tales will temporarily give you a unique bonus, like reduced damage from robots or increased RadAway effectiveness.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_WatchTower2.DDS	LS_SurvivalFoodStash01 [SCOL:0029BF82]	LSSurvivalFoodStash [TRNS:0029BF84]				00			
003AA7DF	Weapon_Type_HeavyGun	Heavy Guns are generally large, bulky, and exceedingly powerful. They include non-explosive energy and ballistic weapons such as the Flamer, Gatling Laser, and Minigun.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_Skyline3.DDS	LS_SurvivalFoodStash01 [SCOL:0029BF82]	LSSurvivalFoodStash [TRNS:0029BF84]				00			
003AA4D0	Weapon_Broadsider	You might think that you'd never see someone walk the hills of Appalachia with a portable naval cannon, but the existence of the Broadsider would prove you wrong.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_AbandonedTruck.DDS	LS_SurvivalFoodStash01 [SCOL:0029BF82]	LSSurvivalFoodStash [TRNS:0029BF84]				00			
003AA672	Weapon_Type_Pipe	Pipe weapons, such as the Pipe Revolver and Pipe Rifle, are crude, low-tech and highly modifiable.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_Skyline2.DDS	LS_SurvivalFoodStash01 [SCOL:0029BF82]	LSSurvivalFoodStash [TRNS:0029BF84]				00			
003AA529	Weapon_Minigun	The Minigun will spin up faster and faster as you pull the trigger. Once it reaches maximum velocity, it will start firing.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_MushroomCloud.DDS	LS_SurvivalFoodStash01 [SCOL:0029BF82]	LSSurvivalFoodStash [TRNS:0029BF84]				00			
003AA28C	Magazine_Grognak	Finding an issue of Grognak the Barbarian will temporarily give you a unique bonus, like increased melee damage or reduced weight for all melee weapons.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_Road3.DDS	LS_SurvivalFoodStash01 [SCOL:0029BF82]	LSSurvivalFoodStash [TRNS:0029BF84]				00			
003AA615	Weapon_Type_Explosive	Explosive weapons deal damage in a wide area of effect. They include grenades, mines, the Fat Man, and the Missile Launcher.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_MushroomCloud.DDS	LS_SurvivalFoodStash01 [SCOL:0029BF82]	LSSurvivalFoodStash [TRNS:0029BF84]				00			
003AA2B3	Weapon_Fatman	A hand-held catapult might not sound like an effective infantry weapon, but if that catapult launches miniature nuclear bombs? Now you're talking.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_CloudyFoggyRoute89.DDS	LS_SurvivalFoodStash01 [SCOL:0029BF82]	LSSurvivalFoodStash [TRNS:0029BF84]				00			
001B3448	GeneralGameplay_Magazine	Using a collected magazine grants a temporary, unique bonus. You can find the same issue multiple times, and each time it's used will either award the bonus, or refresh the timer if it's already active.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_Route89.DDS	LS_SurvivalFoodStash01 [SCOL:0029BF82]	LSSurvivalFoodStash [TRNS:0029BF84]				00			
001B343E	GeneralGameplay_Bobblehead	Using a collected Vault Boy bobblehead will grant a significant, long-term (though temporary) bonus, like an increase to a SPECIAL attribute.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_Bridge.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
0050750D	GeneralGameplay_QuestItems	Items with a diamond icon next to them are important quest items.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_WatchTower.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
0050750B	GeneralGameplay_LogoutLocation	Whenever you log into Fallout 76, you'll be spawned near the last location you visited before you logged out.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_CapitolBuilding.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
00509867	Events_SupplyDrop	Want to start an event that will summon a Cargobot to drop off supplies? Load a US Government Supply Requisition holotape into an Emergency Broadcast Terminal.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_MorningFog.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
0050750E	SharedQuests_02	Items with a double-diamond icon next to them are quest items for one of your teammates. Your teammate must pick up this item themselves, so let them know where it is!	1	Subject|GetGlobalValue|00036E00:TrueGlobal:GLOB|0.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_Park.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
004FE502	SharedQuests_03	Teammates helping you on a quest can fight enemies and locate quest items, but they cannot pick up your quest items or activate terminal entries meant for your quest.	1	Subject|GetGlobalValue|00036E00:TrueGlobal:GLOB|0.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_SunsetClear.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
0050750C	SharedQuests_01	Objectives and quest targets with a star icon next to them are being shared by your team leader. You are helping them complete this objective and will receive bonus rewards when they do.	1	Subject|GetGlobalValue|00036E00:TrueGlobal:GLOB|0.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_MushroomCloud.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
0050750F	GeneralGameplay_AreaTargets	A circle-shaped quest target on your compass points to a defined area. You can see the size of this area on your map, and once you're inside it, the compass will flash.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_SunsetClear.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
002F8A86	Event_CB02_MonsterMash	The Monster Mash is happening at Watoga High School! Get candy and turn it in for fabulous prizes. To collect candy, wear the paper mache pinata mask, or attack the person who is!	1	Subject|IsActiveQuest|0002443A:CB02_MonsterMash:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_PowerStation.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02			
002F8A76	Event_MTNM04_Guest		1	Subject|IsActiveQuest|0004E257:MTNM04_Guest:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_Route89.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02	Distinguished Guests  Mister Billingsley is setting up for a Halloween gala and he could use your help getting everything ready. After all, the key to any great shindig is preparation.  - Find the missing waiter bots by checking both the golf course and clubhouse  - Collect plates and floral centerpieces to set the tables  - Prevent undesirable guests from ruining the party preparations  - Get everything ready before the timer expires		
002F8A6E	Event_ENz04_Bots	MODUS has tasked you with helping him create an automated robot patrol force.	1	Subject|IsActiveQuest|0000D02C:ENz04_Bots:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_MushroomCloud.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02			
002F8A6A	Event_FSS02_Vigilant	Rover the robot needs to repair the communications uplink. Protect him until his work is complete.	1	Subject|IsActiveQuest|000A73DC:FSS02_Vigilant:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_Road.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02			
002F8A67	Event_GQ_Horde	Hostile creatures are infesting the region! Eliminate the Alpha to stop the Horde from growing.	1	Subject|IsActiveQuest|0000123F:GQ_Horde:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_AbandonedTruck.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02			
002F8A69	Event_ENs02_Blast	MODUS has tasked you with luring "pests" into the range of an orbital strike.	1	Subject|IsActiveQuest|0000D053:ENs02_Blast:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_Bridge.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02			
002F8A95	Event_MTNS06_Uranium		1	Subject|IsActiveQuest|000364D0:MTNS06_Uranium:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_Plane.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02	Uranium Fever  Defend the Uranium Extractors and collect whatever valuables they pull up. The more uranium that is collected, the greater the reward.  - Protect the Uranium Extractors from the Mole Miners  - Repair the Uranium Extractors whenever they are too damaged to continue extracting		
002F8A7D	Event_MTNM03_Meditation		1	Subject|IsActiveQuest|0012E67E:MTNM03_Meditation:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_SunsetClear.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02	Guided Meditation  Join a "Guided Meditation" and find inner peace. Do battle with the discordant forces around you and achieve harmony.  - Light the Brazier of Transcendence to begin the meditation  - Spread out to defend the Meditation Hubs located around the temple  - Repair the Meditation Hubs if they are damaged		
002F8A93	Event_RE_Scene_MTNZ05_Messenger	A Mister Messenger needs your help while he makes a delivery.	1	Subject|IsActiveQuest|0001A634:RE_Scene_MTNZ05_Messenger:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_CloudyFoggyWoods.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02			
002F8A71	Event_FF11_Raid	A Cargo Drop is incoming! Clear out the Scorched or the drop will be canceled.	1	Subject|IsActiveQuest|002D64EE:FF11_Raid:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_CloudyFoggyWoods.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02			
002F8A91	Event_TW009	A Civil War Reenactment is being held at Prickett's Fort, and you're invited to join in the battle!	1	Subject|IsActiveQuest|0025A836:TW009:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_SunsetClear.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02			
002F8A7B	Event_FFZ16_Swatter	A Vertibot is flying over the area. Shoot it down and claim valuable scrap!	1	Subject|IsActiveQuest|00029183:FFZ16_Swatter:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_RedRocket.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02			
002F8A8F	Event_TWZ05		1	Subject|IsActiveQuest|0025C090:TWZ05:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_PowerStation.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02	Swarm of Suitors  Mirelurks are gathering for a mating ritual. Stop them from reaching their spawning grounds and keep an eye out for the Mirelurk Queen!  - Make sure someone is standing on the island  - Prevent the Mirelurks from reaching the island and destroy the would-be suitors		
002F8A6B	Event_CBZ13_Robots	An automated military convoy is under attack by sabotaged robots! Fight back the waves of robots to secure the convoy.	1	Subject|IsActiveQuest|0052BDF7:CBZ13_Robots:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_KanawhaCounty.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02			
002F8A8D	Event_CB15_ScorchedEarth		1	Subject|IsActiveQuest|003E271D:CB15_ScorchedEarth:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_MountainTopSky.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02	Scorched Earth  A Scorchbeast Queen and her army of mind-controlled minions are terrorizing the area. Stop them if you can! Make sure you are prepared and wear protection in the blast area.  - Avoid falling into trenches while looking upwards at the flying enemies  - Find cover and avoid being hit by the sonic attack  - Don't fall into the fissure, as it instantly melts flesh		
002F8A79	Event_FF06_Feed		1	Subject|IsActiveQuest|0009210E:FF06_Feed:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_MorningFog.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02	Feed the People  Use the machinery at Mama Dolce's Food Processing to create cans of nutritious stew. There's nothing like a hot meal from a can on an irradiated day!  - Collect the ingredients scattered around the processing plant and place them into the hopper  - Protect the machinery  - Repair the machinery when it becomes inoperable		
002F8A8B	Event_TW006	Grafton's mayor has tasked you with putting down a group of "protestors."	1	Subject|IsActiveQuest|0000418B:TW006:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_VaultTec.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02			
002F8A6F	Event_MTR05_Mother_Breach	Treasure from the depths! Secure the area and take the largest haul you can muster.	1	Subject|IsActiveQuest|0006A378:MTR05_Mother_Breach:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_MushroomCloud.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02			
002F8A89	Event_PowerPlantEvent	Repair all the systems in the power plant to get it back online.	1	Subject|IsActiveQuest|003E4E89:PowerPlantEvent:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_KanawhaCounty.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02			
002F8A77	zzz_Event_TWZ09	The bleach dogwoods need fertilizer to prevent them from dying off.	1	Subject|IsActiveQuest|00088A9A:zzz_TWZ09:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_ToxicValley.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02			
002F8A87	Event_MTNS04_Night		1	Subject|IsActiveQuest|0010BAE1:MTNS04_Night:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_Road3.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02	One Violent Night  A strange creature attacks Buck's Den Beer House whenever it hears the sounds of partying. The louder the racket, the faster the creature will show up to object.  - Play instruments, swing instrument weapons, and keep the jukebox rocking  - Swinging instrument weapons while under the influence of alcohol attracts the creature faster  - Defeat the creature when it shows up and make the beer house a safe place to party again		
002F8A85	Event_TW003	Mad Dog Malone is on the loose again! Bring him to justice.	1	Subject|IsActiveQuest|0010E200:TW003:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_MountaintopExcavator2.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02			
002F8A75	Event_BoSZ03	The artillery at Fort Defiance is operational and ready to deal a blow to the Scorched. All it needs is a target.	1	Subject|IsActiveQuest|0031307F:BoSZ03:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_Skyline2.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02			
002F8A83	Event_BoSr01		1	Subject|IsActiveQuest|00311433:BoSr01:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_Route89.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02	Line in the Sand  The automated defenses at Fort Defiance can drive off the Scorched, but you'll need to repair them first. Those Scorched will never know what hit them!  - Repair the defenses  - Protect the Sonic Generator		
002F8A6D	Event_MTR10_Battle	Security bots are safeguarding something in this area. Engage them and find out what it is!	1	Subject|IsActiveQuest|00331AB2:MTR10_Battle:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_ToxicValley.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02			
002F8A81	Event_TW008		1	Subject|IsActiveQuest|003DF3FF:TW008:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_SunsetFog.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02	Jailbreak  There's been a jail break! Help the Warden bring the escaped prisoners to justice and don't let Mad Dog Malone escape.  - Defeat the escaped prisoners  - Repair turrets for extra firepower		
002F8A73	Event_GQ_WorkshopAttack	This Workshop is under attack! Prepare defenses and drive back enemies to keep it operational.	1	Subject|IsActiveQuest|0001B46A:GQ_WorkshopAttack:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_Road2.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02			
002F8A7F	Event_SFZ08_Fear	Beckham the Mister Handy is programmed to retrieve honey. Unfortunately, he's also programmed to be irrationally afraid of bees...	1	Subject|IsActiveQuest|00275BC5:SFZ08_Fear:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_AbandonedTruck.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02			
002F8A6C	Event_RS02_Beat	Steelheart is once again ready to protect Morgantown. Escort him on his patrol.	1	Subject|IsActiveQuest|0015D682:RS02_Beat:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_CloudyFoggyRoute89.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02			
002F8A94	Event_FFZ10_Light		1	Subject|IsActiveQuest|00187531:FFZ10_Light:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_Park.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02	Path to Enlightenment  A local cult believed it could commune with the Mothman. Complete their ritual and see if this legendary creature will reveal itself!  - Collect Bioluminescent Fluid from Fireflies to light the lamp and attract the Mothman  - Kill the Radtoads that eat the Fireflies to gain Bioluminescent Fluid  - Light the lamp at the top of the lighthouse by depositing the Fluid		
002F8A7C	Event_TWZ07	The Mayor of Grafton is holding a town parade!	1	Subject|IsActiveQuest|0025C0F4:TWZ07:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_Plane.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02			
002F8A90	Event_FFZ17_TeaTime		1	Subject|IsActiveQuest|0004A357:FFZ17_TeaTime:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_AbandonedTruck.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02	Tea Time  The Giant Teapot is ready to brew! Defend it while it boils up a fresh pot. It's a lot of work for a cup of tea, but it's the civilized thing to do.  - Start up the boilers by activating them from within the teapot  - Protect the water pipes located behind the service station, behind the teapot, and under the water tower  - Watch out for sneaky little bugs that hate the vibration of the brewing system		
002F8A70	Event_CBZ09_Census	A Census Taker robot wants you to "correct" some of his numbers... with murder.	1	Subject|IsActiveQuest|0052808B:CBZ09_Census:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_Plane.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02			
002F8A8C	Event_GQ_WorkshopAttack_Takeover	This Workshop has been overrun! Take it back!	1	Subject|IsActiveQuest|00009179:GQ_WorkshopAttack_Takeover:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_VaultTec.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02			
002F8A78	Event_ENz01_Above	The Kovac-Muldoon is ready to drop a cache of resources. You will need to calibrate its satellite positioning so it can find you.	1	Subject|IsActiveQuest|00003AF2:ENz01_Above:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_MushroomCloud.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02			
002F8A88	Event_TW043	The Warden has asked you to help his officers with their rounds.	1	Subject|IsActiveQuest|0005A243:TW043:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_WatchTower2.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02			
002F8A84	Event_MTR08_Lode		1	Subject|IsActiveQuest|00042F7E:MTR08_Lode:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_MountaintopExcavator.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02	Lode Baring  A mine rich with resources has opened up - but not for long. Grab as much as you can before the mine collapses.  - Repair and protect the Auto-Miners so they can prospect ore  - Seismic activity may uncover hidden troves containing bonus treasures  - Redeem your Claim Tokens at the Exchange Terminal once you're topside again		
002F8A74	Event_GQ_WorkshopAttackScorchbeasts	A Scorchbeast is attacking! Prepare defenses and drive it back to keep the Workshop operational.	1	Subject|IsActiveQuest|00011CCC:GQ_WorkshopAttackScorchbeasts:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_SunsetFog.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02			
002F8A80	Event_FSS01_Trap	Lure a Scorchbeast into a trap and finish it off!	1	Subject|IsActiveQuest|00304A39:FSS01_Trap:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_CloudyFoggyRoute89.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02			
002F8A72	Event_FF01_DeathBlossoms	Corpse Flowers are in bloom! They're valuable for crafting, but their scent attracts all kinds of creatures, most of them hostile...	1	Subject|IsActiveQuest|00036191:FF01_DeathBlossoms:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_Building.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02			
002F8A92	Event_FF12_Bell	The church bells are causing the Mole Rats in the area to go on a digging frenzy!	1	Subject|GetGlobalValue|00036E00:TrueGlobal:GLOB|0.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_CloudyFoggyRoute89.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02			
002F8A7A	Event_FF09_Reaper	The Farmhand Supervisor bots are targeting civilians! Deal with them and reprogram the Mister Farmhands.	2	Subject|GetInCurrentLocation|0000FBB9:LocForestVaultTecAgCenterLocation:LCTN|0.000000|10000000##Subject|IsActiveQuest|0000FFED:FF09_Reaper:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_Field.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02			
